GeographyCode,LC2603NI0001,LC2603NI0002,LC2603NI0003,LC2603NI0004,LC2603NI0005,LC2603NI0006,LC2603NI0007,LC2603NI0008,LC2603NI0009,LC2603NI0010,LC2603NI0011,LC2603NI0012,LC2603NI0013,LC2603NI0014,LC2603NI0015
95AA01,3177,215,2468,458,137,2473,126,1953,351,124,704,89,515,107,13
95AA02,1319,188,979,114,62,892,81,700,72,54,427,107,279,42,8
95AA03,1317,262,980,47,42,840,125,660,29,35,477,137,320,18,7
95AA04,2227,181,1793,300,24,1660,92,1373,234,18,567,89,420,66,6
95AA05,1924,241,1194,488,43,1362,114,887,360,37,562,127,307,128,6
95AA06,3133,282,1664,1234,51,2258,135,1222,937,42,875,147,442,297,9
95AA07,1592,265,1212,113,36,1112,127,902,79,30,480,138,310,34,6
95AA08,1262,288,784,143,65,804,120,554,89,51,458,168,230,54,14
95AA09,1595,218,1224,97,74,1015,95,803,65,65,580,123,421,32,9
95AA10,1461,215,1071,157,40,900,91,693,96,31,561,124,378,61,9
95AA11,3834,305,2945,392,281,2934,146,2319,281,254,900,159,626,111,27
95AA12,2037,215,1743,103,12,1495,114,1323,75,6,542,101,420,28,6
95AA13,2339,258,1479,546,126,1681,116,1094,431,96,658,142,385,115,30
95AA14,1678,242,1234,237,17,1215,121,944,180,13,463,121,290,57,4
95AA15,3028,319,2124,297,345,2276,143,1641,222,313,752,176,483,75,32
95AA16,1351,218,992,49,110,896,92,683,26,104,455,126,309,23,6
95AA17,1614,245,1198,117,73,1117,127,865,77,61,497,118,333,40,12
95AA18,1821,139,1548,169,47,1160,45,1018,117,38,661,94,530,52,9
95AA19,1888,370,816,723,42,1271,161,585,540,34,617,209,231,183,8
95BB01,2650,238,2267,162,36,1976,122,1748,112,33,674,116,519,50,3
95BB02,1711,298,1305,103,46,1037,116,853,48,40,674,182,452,55,6
95BB03,3080,415,2551,126,34,1861,161,1642,61,23,1219,254,909,65,11
95BB04,2287,178,2018,123,34,1429,77,1291,70,26,858,101,727,53,8
95BB05,2559,296,2151,152,22,1784,160,1553,98,16,775,136,598,54,6
95BB06,2163,404,1605,109,81,1353,166,1085,58,66,810,238,520,51,15
95BB07,2136,228,1804,81,54,1414,109,1229,47,47,722,119,575,34,7
95BB08,1938,268,1583,62,44,1317,118,1143,35,34,621,150,440,27,10
95BB09,2293,188,2006,100,56,1604,82,1444,67,49,689,106,562,33,7
95BB10,2465,221,2105,179,63,1583,106,1377,108,51,882,115,728,71,12
95BB11,2152,309,1758,96,29,1330,142,1137,46,22,822,167,621,50,7
95BB12,2025,331,1576,122,39,1255,150,1036,67,29,770,181,540,55,10
95BB13,3277,330,2811,139,52,2263,140,2037,77,41,1014,190,774,62,11
95BB14,2283,187,1961,156,56,1603,100,1406,89,48,680,87,555,67,8
95BB15,2527,376,1741,431,39,1685,174,1223,302,30,842,202,518,129,9
95BB16,2328,226,2013,136,21,1603,112,1432,83,14,725,114,581,53,7
