ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2608NI0001,Count,PERSONS,"All categories: NS-SeC, All categories: Religion brought up in"
LC2608NI0002,Count,PERSONS,"All categories: NS-SeC, Catholic"
LC2608NI0003,Count,PERSONS,"All categories: NS-SeC, Protestant and Other Christian (including Christian related)"
LC2608NI0004,Count,PERSONS,"All categories: NS-SeC, Other religions and none"
LC2608NI0005,Count,PERSONS,"Managerial, administrative and professional occupations, All categories: Religion brought up in"
LC2608NI0006,Count,PERSONS,"Managerial, administrative and professional occupations, Catholic"
LC2608NI0007,Count,PERSONS,"Managerial, administrative and professional occupations, Protestant and Other Christian (including Christian related)"
LC2608NI0008,Count,PERSONS,"Managerial, administrative and professional occupations, Other religions and none"
LC2608NI0009,Count,PERSONS,"Intermediate occupations and small employers, All categories: Religion brought up in"
LC2608NI0010,Count,PERSONS,"Intermediate occupations and small employers, Catholic"
LC2608NI0011,Count,PERSONS,"Intermediate occupations and small employers, Protestant and Other Christian (including Christian related)"
LC2608NI0012,Count,PERSONS,"Intermediate occupations and small employers, Other religions and none"
LC2608NI0013,Count,PERSONS,"Routine and manual occupations, All categories: Religion brought up in"
LC2608NI0014,Count,PERSONS,"Routine and manual occupations, Catholic"
LC2608NI0015,Count,PERSONS,"Routine and manual occupations, Protestant and Other Christian (including Christian related)"
LC2608NI0016,Count,PERSONS,"Routine and manual occupations, Other religions and none"
LC2608NI0017,Count,PERSONS,"Never worked, long-term unemployed and full-time students, All categories: Religion brought up in"
LC2608NI0018,Count,PERSONS,"Never worked, long-term unemployed and full-time students, Catholic"
LC2608NI0019,Count,PERSONS,"Never worked, long-term unemployed and full-time students, Protestant and Other Christian (including Christian related)"
LC2608NI0020,Count,PERSONS,"Never worked, long-term unemployed and full-time students, Other religions and none"
