DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC2503NI","HIGHEST LEVEL OF QUALIFICATION BY RELIGION OR RELIGION BROUGHT UP IN","All usual residents aged 16 and over","1. 'Religion' indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic.; 3. No qualifications: No academic or professional qualifications.; 4. Level 1: 1-4 O Levels/CSE/GCSEs (any grades), Entry Level, Foundation Diploma, NVQ level 1, Foundation GNVQ, Basic/Essential Skills.; 5. Level 2: 5+ O Level (Passes)/CSEs (Grade 1)/GCSEs (Grades A*-C), School Certificate, 1 A Level/ 2-3 AS Levels/VCEs, Intermediate/Higher Diploma, Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First/General Diploma, RSA Diploma.; 6. Level 3: 2+ A Levels/VCEs, 4+ AS Levels, Higher School Certificate, Progression/Advanced Diploma, NVQ Level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma.; 7. Level 4+: Degree (for example BA, BSc), Higher Degree (for example MA, PhD, PGCE), NVQ Level 4-5, HNC, HND, RSA Higher Diploma, BTEC Higher level, Foundation degree, Professional qualifications (for example teaching, nursing, accountancy).; 8. Other: Vocational/Work-related Qualifications, Qualifications gained outside the UK (Not stated/level unknown) and Apprenticeship for this table."
