DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC6604NI","OCCUPATION BY HOURS WORKED BY SEX","All usual residents aged 16 to 74 in employment","1. The occupation classification is based on Standard Occupation Classification 2010 (SOC2010).; 2. 'In employment' includes economically active full-time students in employment.; 3. 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 or more hours per week.; 4. Skill Level 4 consists of: '11 Corporate managers and directors' and '2 Professional occupations'.; 5. Skill Level 3 consists of: '12 Other managers and proprietors', '3 Associate professional and technical occupations' and '5 Skilled trades occupations'.; 6. Skill Level 2 consists of: '4 Administrative and secretarial occupations', '6 Caring, leisure and other service occupations', '7 Sales and customer service occupations' and '8 Process, plant and machine operatives'.; 7. Skill Level 1 consists of: '9 Elementary occupations'.; 8. Details of the 'Skill level of occupation' can be found in Section 4.1 at the following link: ;     http://www.ons.gov.uk/ons/guide-method/classifications/current-standard-classifications/soc2010/soc2010-volume-1-structure-and-descriptions-of-unit-groups/index.html; "
