GeographyCode,LC4302NI0001,LC4302NI0002,LC4302NI0003,LC4302NI0004,LC4302NI0005,LC4302NI0006,LC4302NI0007,LC4302NI0008,LC4302NI0009,LC4302NI0010,LC4302NI0011,LC4302NI0012
95AA01,4290,489,3801,2948,385,2563,56,17,39,1286,87,1199
95AA02,1734,465,1269,1156,273,883,231,109,122,347,83,264
95AA03,1822,460,1362,1132,261,871,419,146,273,271,53,218
95AA04,3002,432,2570,2791,396,2395,13,2,11,198,34,164
95AA05,2654,445,2209,2229,335,1894,132,44,88,293,66,227
95AA06,4604,778,3826,3825,570,3255,329,130,199,450,78,372
95AA07,2119,387,1732,1680,266,1414,146,48,98,293,73,220
95AA08,1676,432,1244,1021,261,760,389,110,279,266,61,205
95AA09,2143,437,1706,1248,232,1016,557,150,407,338,55,283
95AA10,1953,465,1488,1304,272,1032,456,149,307,193,44,149
95AA11,5129,770,4359,4138,559,3579,181,93,88,810,118,692
95AA12,2775,371,2404,2492,304,2188,71,29,42,212,38,174
95AA13,3268,555,2713,2453,355,2098,184,89,95,631,111,520
95AA14,2302,348,1954,2110,312,1798,8,3,5,184,33,151
95AA15,4102,583,3519,2673,337,2336,590,164,426,839,82,757
95AA16,1807,445,1362,1028,230,798,378,138,240,401,77,324
95AA17,2142,419,1723,1567,265,1302,326,110,216,249,44,205
95AA18,2373,398,1975,2044,341,1703,31,13,18,298,44,254
95AA19,2645,394,2251,2041,275,1766,274,72,202,330,47,283
95BB01,3609,568,3041,3264,484,2780,143,46,97,202,38,164
95BB02,2334,699,1635,1375,326,1049,590,254,336,369,119,250
95BB03,4217,1045,3172,3153,710,2443,449,185,264,615,150,465
95BB04,3009,676,2333,2460,486,1974,204,111,93,345,79,266
95BB05,3401,665,2736,2773,500,2273,225,81,144,403,84,319
95BB06,2870,878,1992,1467,368,1099,676,345,331,727,165,562
95BB07,2896,668,2228,1886,366,1520,536,197,339,474,105,369
95BB08,2625,583,2042,1885,320,1565,416,185,231,324,78,246
95BB09,2909,462,2447,2440,379,2061,62,25,37,407,58,349
95BB10,3278,694,2584,2500,453,2047,292,143,149,486,98,388
95BB11,2903,773,2130,2147,499,1648,504,201,303,252,73,179
95BB12,2776,547,2229,1765,315,1450,666,155,511,345,77,268
95BB13,4438,794,3644,3395,548,2847,680,184,496,363,62,301
95BB14,3088,498,2590,2743,443,2300,83,15,68,262,40,222
95BB15,3489,696,2793,2719,491,2228,263,97,166,507,108,399
95BB16,3133,512,2621,2852,437,2415,60,33,27,221,42,179
95BB17,3535,667,2868,2724,482,2242,452,120,332,359,65,294
95BB18,4212,862,3350,3441,632,2809,287,121,166,484,109,375
95BB19,4725,688,4037,4253,601,3652,112,32,80,360,55,305
95BB20,3368,810,2558,2481,520,1961,390,152,238,497,138,359
95BB21,4699,1076,3623,3932,818,3114,223,108,115,544,150,394
95BB22,2993,553,2440,1785,270,1515,923,227,696,285,56,229
95BB23,2976,535,2441,2703,491,2212,29,6,23,244,38,206
95CC01,2376,488,1888,1643,325,1318,172,69,103,561,94,467
95CC02,2693,470,2223,2364,394,1970,75,24,51,254,52,202
95CC03,2791,617,2174,1246,250,996,654,230,424,891,137,754
95CC04,2384,406,1978,2051,329,1722,96,29,67,237,48,189
95CC05,2749,536,2213,2306,451,1855,80,28,52,363,57,306
95CC06,2750,492,2258,2216,395,1821,108,39,69,426,58,368
95CC07,3475,545,2930,2837,405,2432,221,68,153,417,72,345
95CC08,2511,555,1956,1577,316,1261,360,129,231,574,110,464
95CC09,3323,457,2866,2858,373,2485,65,21,44,400,63,337
95CC10,2495,422,2073,2180,352,1828,54,22,32,261,48,213
95CC11,1787,449,1338,1141,258,883,201,78,123,445,113,332
95CC12,2751,448,2303,2480,396,2084,71,17,54,200,35,165
95CC13,2474,438,2036,2164,367,1797,90,38,52,220,33,187
95CC14,3017,565,2452,2541,429,2112,92,48,44,384,88,296
95CC15,2893,544,2349,2406,437,1969,142,39,103,345,68,277
95CC16,2801,610,2191,2041,417,1624,226,83,143,534,110,424
95CC17,2724,436,2288,2421,374,2047,24,6,18,279,56,223
95CC18,2309,451,1858,1627,280,1347,264,105,159,418,66,352
95CC19,2720,500,2220,2248,378,1870,175,61,114,297,61,236
95CC20,2966,493,2473,2382,376,2006,163,60,103,421,57,364
95CC21,2925,568,2357,2214,398,1816,265,81,184,446,89,357
95CC22,1724,404,1320,961,205,756,407,135,272,356,64,292
95DD01,2031,359,1672,1687,287,1400,53,20,33,291,52,239
95DD02,3872,611,3261,3175,421,2754,231,96,135,466,94,372
95DD03,3474,517,2957,2754,430,2324,39,12,27,681,75,606
95DD04,1926,473,1453,845,170,675,863,248,615,218,55,163
95DD05,1739,386,1353,917,174,743,648,171,477,174,41,133
95DD06,2427,418,2009,2111,373,1738,16,4,12,300,41,259
95DD07,3363,673,2690,2543,430,2113,271,132,139,549,111,438
95DD08,2083,560,1523,895,242,653,285,169,116,903,149,754
95DD09,2572,410,2162,2274,335,1939,40,14,26,258,61,197
95DD10,2805,581,2224,1983,347,1636,450,154,296,372,80,292
95DD11,2363,447,1916,1033,172,861,676,184,492,654,91,563
95DD12,2582,441,2141,2322,373,1949,51,17,34,209,51,158
95DD13,1743,376,1367,1106,240,866,239,82,157,398,54,344
95DD14,3268,449,2819,2835,360,2475,86,36,50,347,53,294
95DD15,3451,481,2970,2927,368,2559,106,30,76,418,83,335
95DD16,2943,490,2453,2636,430,2206,44,9,35,263,51,212
95DD17,3461,527,2934,3104,439,2665,65,22,43,292,66,226
95DD18,1813,439,1374,1206,273,933,160,60,100,447,106,341
95DD19,3315,613,2702,2664,446,2218,240,85,155,411,82,329
95DD20,1742,492,1250,862,221,641,565,192,373,315,79,236
95DD21,2130,336,1794,1407,239,1168,45,16,29,678,81,597
95DD22,3118,640,2478,2542,430,2112,208,105,103,368,105,263
95DD23,2490,425,2065,2159,343,1816,19,11,8,312,71,241
95DD24,2692,437,2255,2088,285,1803,157,73,84,447,79,368
95EE01,1895,325,1570,1579,236,1343,158,51,107,158,38,120
95EE02,2095,392,1703,1521,249,1272,291,85,206,283,58,225
95EE03,1983,443,1540,1277,229,1048,446,151,295,260,63,197
95EE04,1990,361,1629,1592,255,1337,126,46,80,272,60,212
95EE05,1497,297,1200,1215,228,987,76,20,56,206,49,157
95EE06,2278,362,1916,1827,254,1573,172,59,113,279,49,230
95EE07,1798,427,1371,1264,278,986,168,70,98,366,79,287
95EE08,1633,346,1287,1263,256,1007,31,15,16,339,75,264
95EE09,1859,334,1525,1482,236,1246,154,57,97,223,41,182
95EE10,1797,272,1525,1360,195,1165,128,32,96,309,45,264
95EE11,1677,301,1376,1464,242,1222,68,24,44,145,35,110
95EE12,2500,524,1976,1437,246,1191,459,162,297,604,116,488
95EE13,1529,446,1083,887,208,679,305,153,152,337,85,252
95EE14,2684,532,2152,1996,360,1636,210,73,137,478,99,379
95EE15,1728,334,1394,1446,253,1193,135,47,88,147,34,113
95EE16,2111,408,1703,1783,317,1466,103,45,58,225,46,179
95FF01,4753,697,4056,3957,581,3376,35,13,22,761,103,658
95FF02,2817,455,2362,2494,372,2122,54,12,42,269,71,198
95FF03,3006,572,2434,2100,357,1743,273,112,161,633,103,530
95FF04,2629,466,2163,2355,404,1951,78,29,49,196,33,163
95FF05,2563,548,2015,1745,318,1427,399,140,259,419,90,329
95FF06,4054,581,3473,3384,441,2943,164,57,107,506,83,423
95FF07,2763,640,2123,1594,328,1266,655,210,445,514,102,412
95FF08,2328,537,1791,1731,321,1410,314,141,173,283,75,208
95FF09,2521,587,1934,1879,371,1508,259,104,155,383,112,271
95FF10,3473,519,2954,3053,418,2635,116,39,77,304,62,242
95FF11,2582,432,2150,2330,370,1960,58,16,42,194,46,148
95FF12,2721,553,2168,2285,434,1851,120,45,75,316,74,242
95FF13,2708,511,2197,2347,399,1948,81,35,46,280,77,203
95FF14,2413,392,2021,2214,331,1883,21,11,10,178,50,128
95FF15,2680,577,2103,1764,328,1436,346,131,215,570,118,452
95FF16,2317,425,1892,1872,299,1573,206,72,134,239,54,185
95FF17,1717,459,1258,954,199,755,283,147,136,480,113,367
95GG01,4845,1612,3233,3492,1042,2450,686,335,351,667,235,432
95GG02,5987,1846,4141,2331,680,1651,2698,880,1818,958,286,672
95GG03,5857,1036,4821,4275,702,3573,412,176,236,1170,158,1012
95GG04,4908,1478,3430,1702,429,1273,2434,829,1605,772,220,552
95GG05,5892,903,4989,2475,411,2064,1148,318,830,2269,174,2095
95GG06,5567,1327,4240,3648,850,2798,1127,308,819,792,169,623
95GG07,5467,1467,4000,2858,759,2099,1339,461,878,1270,247,1023
95GG08,4910,1123,3787,3197,679,2518,936,318,618,777,126,651
95GG09,6055,1216,4839,4212,699,3513,1134,399,735,709,118,591
95GG10,3997,897,3100,1326,333,993,1243,375,868,1428,189,1239
95GG11,5389,1180,4209,3059,645,2414,742,268,474,1588,267,1321
95GG12,8726,1029,7697,1286,235,1051,1679,487,1192,5761,307,5454
95GG13,4697,1092,3605,3124,607,2517,973,355,618,600,130,470
95GG14,4820,800,4020,4378,701,3677,124,45,79,318,54,264
95GG15,5690,1035,4655,4547,752,3795,498,207,291,645,76,569
95GG16,5366,1110,4256,3537,637,2900,828,274,554,1001,199,802
95GG17,5330,1322,4008,3372,757,2615,1220,399,821,738,166,572
95GG18,4975,1447,3528,2053,593,1460,1853,642,1211,1069,212,857
95GG19,4524,1703,2821,1240,310,930,2613,1126,1487,671,267,404
95GG20,4792,1359,3433,1308,314,994,2302,861,1441,1182,184,998
95GG21,5079,1708,3371,1574,498,1076,2780,1047,1733,725,163,562
95GG22,5290,1492,3798,4054,1004,3050,686,355,331,550,133,417
95GG23,4499,815,3684,3918,680,3238,148,70,78,433,65,368
95GG24,4364,930,3434,3345,687,2658,229,106,123,790,137,653
95GG25,5527,1532,3995,4002,978,3024,1052,449,603,473,105,368
95GG26,3675,1089,2586,1988,582,1406,1103,370,733,584,137,447
95GG27,6406,1700,4706,4331,983,3348,1607,603,1004,468,114,354
95GG28,5635,1394,4241,3676,841,2835,1379,435,944,580,118,462
95GG29,5004,1180,3824,1665,324,1341,1740,652,1088,1599,204,1395
95GG30,4827,1017,3810,3854,723,3131,499,199,300,474,95,379
95GG31,6519,1620,4899,4576,1047,3529,1364,451,913,579,122,457
95GG32,6391,1520,4871,3784,807,2977,1549,499,1050,1058,214,844
95GG33,5452,633,4819,4336,519,3817,115,31,84,1001,83,918
95GG34,4866,917,3949,3737,677,3060,404,159,245,725,81,644
95GG35,4869,1702,3167,1604,481,1123,2690,1065,1625,575,156,419
95GG36,5619,1148,4471,4518,846,3672,392,203,189,709,99,610
95GG37,5891,836,5055,3828,588,3240,300,106,194,1763,142,1621
95GG38,6379,1026,5353,4330,639,3691,568,264,304,1481,123,1358
95GG39,7172,1924,5248,1763,421,1342,2933,1204,1729,2476,299,2177
95GG40,3705,1270,2435,997,229,768,2184,859,1325,524,182,342
95GG41,5272,847,4425,4598,681,3917,219,95,124,455,71,384
95GG42,6592,656,5936,4103,510,3593,149,38,111,2340,108,2232
95GG43,4783,1100,3683,2959,596,2363,813,350,463,1011,154,857
95GG44,5591,1412,4179,1461,324,1137,2335,759,1576,1795,329,1466
95GG45,4817,1066,3751,3207,572,2635,1007,401,606,603,93,510
95GG46,5204,1648,3556,2685,792,1893,2177,758,1419,342,98,244
95GG47,5764,1710,4054,2352,577,1775,2156,811,1345,1256,322,934
95GG48,5601,1761,3840,2239,632,1607,2755,945,1810,607,184,423
95GG49,8036,796,7240,1811,314,1497,535,199,336,5690,283,5407
95GG50,5445,1273,4172,1752,398,1354,1998,601,1397,1695,274,1421
95GG51,4073,1423,2650,1560,474,1086,1633,637,996,880,312,568
95HH01,1981,428,1553,1512,275,1237,198,93,105,271,60,211
95HH02,2962,452,2510,2744,411,2333,21,11,10,197,30,167
95HH03,1663,406,1257,1448,325,1123,71,46,25,144,35,109
95HH04,3067,606,2461,2837,545,2292,44,29,15,186,32,154
95HH05,2171,460,1711,1287,223,1064,460,164,296,424,73,351
95HH06,4788,660,4128,4186,512,3674,193,78,115,409,70,339
95HH07,1493,405,1088,865,194,671,447,157,290,181,54,127
95HH08,2553,449,2104,2042,338,1704,169,63,106,342,48,294
95HH09,2543,724,1819,1326,294,1032,452,240,212,765,190,575
95HH10,2488,376,2112,2254,332,1922,61,18,43,173,26,147
95HH11,1366,360,1006,686,127,559,509,184,325,171,49,122
95HH12,1552,342,1210,1222,270,952,178,38,140,152,34,118
95HH13,1407,330,1077,794,158,636,359,109,250,254,63,191
95HH14,1530,503,1027,845,241,604,421,195,226,264,67,197
95HH15,2585,583,2002,1959,367,1592,273,151,122,353,65,288
95HH16,2159,421,1738,1773,314,1459,95,50,45,291,57,234
95HH17,2477,378,2099,2189,337,1852,59,15,44,229,26,203
95II01,3066,524,2542,2731,456,2275,126,30,96,209,38,171
95II02,4600,837,3763,3467,492,2975,747,290,457,386,55,331
95II03,3523,400,3123,3185,355,2830,32,15,17,306,30,276
95II04,4245,740,3505,3375,520,2855,478,144,334,392,76,316
95II05,3412,599,2813,2938,462,2476,152,79,73,322,58,264
95II06,3398,470,2928,2991,421,2570,51,10,41,356,39,317
95II07,2077,591,1486,1041,234,807,730,285,445,306,72,234
95II08,2417,539,1878,1874,387,1487,252,110,142,291,42,249
95II09,3347,613,2734,2730,468,2262,137,67,70,480,78,402
95II10,2592,708,1884,1621,364,1257,776,277,499,195,67,128
95II11,2555,429,2126,2156,355,1801,58,30,28,341,44,297
95II12,2481,432,2049,2286,393,1893,29,12,17,166,27,139
95II13,2701,701,2000,1578,359,1219,693,268,425,430,74,356
95II14,2521,422,2099,2290,390,1900,7,2,5,224,30,194
95II15,3357,482,2875,2948,409,2539,80,37,43,329,36,293
