GeographyCode,LC4402NI0001,LC4402NI0002,LC4402NI0003,LC4402NI0004,LC4402NI0005,LC4402NI0006,LC4402NI0007,LC4402NI0008,LC4402NI0009,LC4402NI0010,LC4402NI0011,LC4402NI0012,LC4402NI0013,LC4402NI0014,LC4402NI0015,LC4402NI0016,LC4402NI0017,LC4402NI0018,LC4402NI0019,LC4402NI0020,LC4402NI0021,LC4402NI0022,LC4402NI0023,LC4402NI0024
95AA01,1522,1436,86,14,14,0,96,28,68,13,10,3,1105,1091,14,21,21,0,7,7,0,266,265,1
95AA02,839,654,185,2,1,1,64,43,21,65,11,54,541,488,53,84,33,51,3,0,3,80,78,2
95AA03,845,806,39,1,0,1,179,163,16,28,10,18,528,524,4,34,34,0,2,2,0,73,73,0
95AA04,1014,991,23,13,11,2,25,22,3,4,1,3,744,736,8,32,29,3,8,8,0,188,184,4
95AA05,920,908,12,5,5,0,25,19,6,3,2,1,642,638,4,24,24,0,6,6,0,215,214,1
95AA06,1570,1457,113,8,7,1,17,8,9,47,7,40,1217,1166,51,29,29,0,10,5,5,242,235,7
95AA07,820,803,17,6,5,1,5,4,1,4,2,2,605,592,13,31,31,0,4,4,0,165,165,0
95AA08,699,670,29,1,1,0,44,35,9,15,4,11,548,541,7,39,38,1,1,1,0,51,50,1
95AA09,943,819,124,1,0,1,266,167,99,15,2,13,565,557,8,28,28,0,1,0,1,67,65,2
95AA10,792,709,83,3,1,2,175,108,67,13,2,11,478,477,1,21,21,0,1,1,0,101,99,2
95AA11,1993,1877,116,7,7,0,158,95,63,27,21,6,1494,1452,42,38,38,0,5,2,3,264,262,2
95AA12,971,965,6,8,8,0,20,18,2,9,8,1,702,699,3,29,29,0,10,10,0,193,193,0
95AA13,1239,1146,93,3,3,0,37,17,20,46,10,36,871,836,35,13,13,0,12,11,1,257,256,1
95AA14,779,772,7,7,6,1,13,13,0,2,2,0,505,499,6,25,25,0,6,6,0,221,221,0
95AA15,1595,1428,167,3,3,0,239,155,84,71,13,58,1058,1039,19,32,32,0,4,1,3,188,185,3
95AA16,832,687,145,0,0,0,134,53,81,23,6,17,595,566,29,36,23,13,4,2,2,40,37,3
95AA17,855,793,62,1,1,0,7,6,1,46,32,14,693,647,46,26,26,0,1,0,1,81,81,0
95AA18,1004,922,82,3,3,0,69,20,49,17,2,15,776,759,17,14,14,0,3,3,0,122,121,1
95AA19,832,817,15,3,3,0,11,4,7,6,4,2,608,603,5,15,15,0,4,4,0,185,184,1
95BB01,1307,1275,32,5,5,0,59,32,27,11,10,1,1027,1023,4,28,28,0,2,2,0,175,175,0
95BB02,1126,809,317,9,6,3,373,182,191,72,25,47,549,497,52,36,26,10,5,3,2,82,70,12
95BB03,1776,1696,80,22,21,1,114,67,47,37,31,6,1306,1285,21,86,86,0,11,8,3,200,198,2
95BB04,1307,1245,62,9,9,0,296,246,50,20,13,7,851,848,3,20,20,0,2,2,0,109,107,2
95BB05,1318,1301,17,10,10,0,19,16,3,14,14,0,1026,1015,11,29,29,0,8,8,0,212,209,3
95BB06,1518,1066,452,17,14,3,623,290,333,148,61,87,604,588,16,34,33,1,9,4,5,83,76,7
95BB07,1315,1133,182,7,7,0,227,158,69,111,35,76,823,789,34,35,35,0,2,2,0,110,107,3
95BB08,1068,1044,24,0,0,0,85,82,3,59,43,16,833,828,5,23,23,0,2,2,0,66,66,0
95BB09,1253,1169,84,2,2,0,216,146,70,20,13,7,863,857,6,26,26,0,1,1,0,125,124,1
95BB10,1509,1262,247,13,13,0,444,281,163,70,16,54,789,765,24,46,46,0,9,6,3,138,135,3
95BB11,1338,1213,125,5,4,1,362,288,74,54,16,38,764,756,8,21,20,1,3,3,0,129,126,3
95BB12,1130,1082,48,10,10,0,435,396,39,20,14,6,554,551,3,23,23,0,1,1,0,87,87,0
95BB13,1687,1646,41,8,6,2,347,315,32,22,19,3,1105,1103,2,65,65,0,4,4,0,136,134,2
95BB14,1172,1165,7,18,18,0,36,31,5,16,14,2,850,850,0,35,35,0,8,8,0,209,209,0
95BB15,1287,1274,13,15,14,1,15,13,2,5,3,2,914,907,7,76,76,0,12,12,0,250,249,1
95BB16,1176,1167,9,13,13,0,40,38,2,14,13,1,869,864,5,28,27,1,4,4,0,208,208,0
95BB17,1399,1384,15,7,5,2,176,173,3,14,11,3,995,988,7,82,82,0,6,6,0,119,119,0
95BB18,1638,1604,34,11,11,0,87,77,10,42,32,10,1274,1262,12,44,43,1,6,6,0,174,173,1
95BB19,1724,1685,39,2,2,0,255,229,26,19,15,4,1291,1284,7,21,21,0,1,1,0,135,133,2
95BB20,1290,1241,49,4,4,0,16,10,6,36,15,21,972,957,15,58,55,3,6,6,0,198,194,4
95BB21,1821,1775,46,19,19,0,62,31,31,14,11,3,1402,1397,5,50,46,4,4,4,0,270,267,3
95BB22,1194,1000,194,6,1,5,469,422,47,158,22,136,467,464,3,27,27,0,3,0,3,64,64,0
95BB23,1161,1144,17,4,4,0,181,165,16,13,12,1,848,848,0,10,10,0,1,1,0,104,104,0
95CC01,904,830,74,6,2,4,3,2,1,34,8,26,682,649,33,41,36,5,6,5,1,132,128,4
95CC02,875,872,3,8,8,0,5,5,0,4,4,0,602,600,2,27,26,1,12,12,0,217,217,0
95CC03,1127,944,183,8,5,3,3,3,0,126,22,104,805,742,63,51,42,9,10,8,2,124,122,2
95CC04,790,782,8,5,5,0,1,1,0,3,3,0,545,539,6,41,41,0,9,9,0,186,184,2
95CC05,954,936,18,7,7,0,5,3,2,7,5,2,660,646,14,39,39,0,6,6,0,230,230,0
95CC06,1096,1082,14,3,3,0,7,2,5,27,24,3,866,861,5,16,16,0,6,6,0,171,170,1
95CC07,1108,1077,31,9,9,0,3,2,1,25,6,19,749,741,8,41,41,0,14,12,2,267,266,1
95CC08,990,942,48,3,2,1,5,3,2,45,20,25,702,693,9,72,68,4,9,6,3,154,150,4
95CC09,1190,1173,17,7,6,1,6,3,3,9,9,0,822,813,9,38,37,1,10,10,0,298,295,3
95CC10,901,895,6,5,5,0,4,4,0,9,9,0,614,609,5,28,27,1,5,5,0,236,236,0
95CC11,786,726,60,3,3,0,2,2,0,57,29,28,578,553,25,33,30,3,3,3,0,110,106,4
95CC12,890,879,11,6,6,0,4,4,0,1,1,0,647,636,11,24,24,0,5,5,0,203,203,0
95CC13,817,808,9,3,3,0,2,2,0,4,4,0,532,528,4,34,34,0,8,8,0,234,229,5
95CC14,1132,1131,1,9,9,0,5,5,0,15,15,0,814,813,1,32,32,0,6,6,0,251,251,0
95CC15,1007,999,8,6,6,0,5,5,0,9,7,2,670,666,4,41,40,1,10,10,0,266,265,1
95CC16,1076,1033,43,5,5,0,5,4,1,19,11,8,760,733,27,47,42,5,6,5,1,234,233,1
95CC17,897,885,12,7,5,2,3,3,0,1,0,1,615,610,5,20,20,0,8,8,0,243,239,4
95CC18,937,877,60,7,5,2,29,13,16,33,9,24,700,687,13,27,26,1,9,6,3,132,131,1
