GeographyCode,LC6113NI0001,LC6113NI0002,LC6113NI0003,LC6113NI0004,LC6113NI0005,LC6113NI0006,LC6113NI0007,LC6113NI0008,LC6113NI0009,LC6113NI0010,LC6113NI0011,LC6113NI0012,LC6113NI0013,LC6113NI0014,LC6113NI0015,LC6113NI0016,LC6113NI0017,LC6113NI0018,LC6113NI0019,LC6113NI0020,LC6113NI0021,LC6113NI0022,LC6113NI0023,LC6113NI0024,LC6113NI0025,LC6113NI0026,LC6113NI0027,LC6113NI0028,LC6113NI0029,LC6113NI0030
95RR06,1603,879,724,997,588,409,202,116,86,426,257,169,239,167,72,130,48,82,606,291,315,166,117,49,131,70,61,309,104,205
95RR07,1828,1134,694,1181,779,402,260,172,88,586,391,195,219,168,51,116,48,68,647,355,292,241,185,56,122,79,43,284,91,193
95RR08,1545,916,629,1010,621,389,211,124,87,481,299,182,229,172,57,89,26,63,535,295,240,179,132,47,121,63,58,235,100,135
95RR09,2708,1453,1255,1871,1070,801,351,198,153,1068,661,407,229,151,78,223,60,163,837,383,454,222,153,69,221,103,118,394,127,267
95RR10,982,446,536,487,233,254,108,57,51,214,123,91,31,21,10,134,32,102,495,213,282,154,93,61,133,56,77,208,64,144
95RR11,1333,799,534,851,538,313,181,117,64,434,267,167,169,133,36,67,21,46,482,261,221,191,139,52,113,56,57,178,66,112
95RR12,1151,701,450,646,396,250,148,85,63,351,231,120,77,60,17,70,20,50,505,305,200,254,199,55,92,49,43,159,57,102
95RR13,1008,514,494,552,298,254,122,67,55,280,160,120,56,45,11,94,26,68,456,216,240,199,138,61,118,40,78,139,38,101
95RR14,1427,830,597,890,553,337,176,114,62,435,271,164,186,138,48,93,30,63,537,277,260,170,116,54,103,59,44,264,102,162
95RR15,1716,962,754,1113,684,429,232,137,95,500,305,195,265,198,67,116,44,72,603,278,325,144,99,45,110,51,59,349,128,221
95SS01,3445,2325,1120,2560,1788,772,513,345,168,1507,1063,444,457,360,97,83,20,63,885,537,348,411,316,95,106,68,38,368,153,215
95SS02,3055,2013,1042,2134,1467,667,570,333,237,1236,906,330,234,199,35,94,29,65,921,546,375,497,403,94,88,52,36,336,91,245
95SS03,2503,1738,765,1741,1230,511,418,284,134,803,554,249,464,375,89,56,17,39,762,508,254,451,393,58,62,33,29,249,82,167
95SS04,5521,3304,2217,4173,2675,1498,960,536,424,2598,1768,830,391,313,78,224,58,166,1348,629,719,472,323,149,333,133,200,543,173,370
95SS05,2538,1562,976,1803,1135,668,395,233,162,1082,703,379,213,166,47,113,33,80,735,427,308,402,301,101,100,48,52,233,78,155
95SS06,3942,1224,2718,1960,632,1328,638,164,474,746,305,441,159,102,57,417,61,356,1982,592,1390,199,99,100,676,248,428,1107,245,862
95SS07,6283,3342,2941,4570,2634,1936,1206,560,646,2567,1640,927,448,341,107,349,93,256,1713,708,1005,453,279,174,421,200,221,839,229,610
95SS08,3356,2280,1076,2387,1680,707,523,362,161,1298,910,388,450,372,78,116,36,80,969,600,369,458,375,83,110,65,45,401,160,241
95SS09,2454,1622,832,1744,1194,550,348,233,115,923,620,303,404,322,82,69,19,50,710,428,282,384,307,77,48,23,25,278,98,180
95SS10,3251,1786,1465,2402,1392,1010,564,256,308,1449,932,517,246,170,76,143,34,109,849,394,455,321,243,78,123,52,71,405,99,306
95SS11,3978,2471,1507,3035,1972,1063,711,413,298,1670,1135,535,472,366,106,182,58,124,943,499,444,379,279,100,155,76,79,409,144,265
95SS12,2225,1382,843,1489,940,549,357,218,139,876,571,305,156,123,33,100,28,72,736,442,294,414,318,96,71,37,34,251,87,164
95SS13,2158,1093,1065,1454,782,672,318,165,153,894,519,375,99,65,34,143,33,110,704,311,393,270,144,126,162,70,92,272,97,175
95SS14,2118,1217,901,1337,822,515,318,167,151,772,504,268,140,106,34,107,45,62,781,395,386,357,243,114,155,55,100,269,97,172
95SS15,2719,1827,892,1848,1287,561,395,268,127,990,688,302,386,302,84,77,29,48,871,540,331,503,391,112,74,43,31,294,106,188
95SS16,2388,1056,1332,1411,681,730,384,148,236,739,431,308,107,77,30,181,25,156,977,375,602,287,180,107,316,112,204,374,83,291
95SS17,3166,1850,1316,2198,1335,863,490,255,235,1371,895,476,207,147,60,130,38,92,968,515,453,419,289,130,204,86,118,345,140,205
95SS18,2040,993,1047,1317,680,637,325,150,175,778,418,360,96,70,26,118,42,76,723,313,410,297,171,126,174,59,115,252,83,169
95SS19,2025,1030,995,1450,774,676,329,166,163,858,472,386,142,95,47,121,41,80,575,256,319,250,136,114,107,47,60,218,73,145
95SS20,1978,1242,736,1240,766,474,326,191,135,731,450,281,134,111,23,49,14,35,738,476,262,492,379,113,61,27,34,185,70,115
95SS21,3415,2364,1051,2612,1862,750,561,378,183,1532,1095,437,426,355,71,93,34,59,803,502,301,385,292,93,118,78,40,300,132,168
95SS22,2330,1604,726,1589,1107,482,381,238,143,995,715,280,129,113,16,84,41,43,741,497,244,387,312,75,71,38,33,283,147,136
95SS23,2816,1840,976,2009,1327,682,397,251,146,1198,796,402,307,243,64,107,37,70,807,513,294,437,343,94,107,62,45,263,108,155
95SS24,3618,2421,1197,2701,1866,835,581,397,184,1643,1158,485,365,287,78,112,24,88,917,555,362,450,351,99,102,55,47,365,149,216
95SS25,1773,738,1035,1050,456,594,301,115,186,533,269,264,62,35,27,154,37,117,723,282,441,234,131,103,195,66,129,294,85,209
95SS26,2720,1114,1606,1654,675,979,537,202,335,763,362,401,124,74,50,230,37,193,1066,439,627,269,192,77,327,135,192,470,112,358
95SS27,1820,898,922,1194,631,563,307,154,153,701,397,304,84,54,30,102,26,76,626,267,359,298,162,136,125,40,85,203,65,138
95SS28,1821,867,954,1185,577,608,315,151,164,706,357,349,80,51,29,84,18,66,636,290,346,255,156,99,153,55,98,228,79,149
95SS29,1837,607,1230,945,297,648,272,75,197,420,162,258,75,38,37,178,22,156,892,310,582,237,126,111,291,102,189,364,82,282
95SS30,2077,1409,668,1386,941,445,355,234,121,802,555,247,168,135,33,61,17,44,691,468,223,445,354,91,40,25,15,206,89,117
95TT01,1920,1115,805,1363,843,520,288,186,102,698,408,290,295,224,71,82,25,57,557,272,285,191,125,66,76,45,31,290,102,188
95TT02,1876,1059,817,1245,758,487,253,154,99,655,394,261,253,182,71,84,28,56,631,301,330,182,123,59,114,59,55,335,119,216
95TT03,2318,1354,964,1612,1026,586,316,188,128,938,607,331,241,179,62,117,52,65,706,328,378,239,135,104,142,67,75,325,126,199
95TT04,2059,1165,894,1368,819,549,259,164,95,736,427,309,271,188,83,102,40,62,691,346,345,193,124,69,158,84,74,340,138,202
95TT05,2211,1176,1035,1454,849,605,333,174,159,782,471,311,202,148,54,137,56,81,757,327,430,234,155,79,165,61,104,358,111,247
95TT06,1917,1128,789,1300,804,496,205,130,75,740,452,288,277,198,79,78,24,54,617,324,293,226,167,59,126,75,51,265,82,183
95TT07,1945,1185,760,1399,902,497,299,195,104,740,467,273,285,217,68,75,23,52,546,283,263,197,149,48,79,48,31,270,86,184
95TT08,1981,1162,819,1398,858,540,306,192,114,695,425,270,322,229,93,75,12,63,583,304,279,173,126,47,112,71,41,298,107,191
95TT09,2081,1191,890,1435,858,577,292,197,95,753,401,352,298,223,75,92,37,55,646,333,313,213,164,49,102,56,46,331,113,218
95TT10,2104,1093,1011,1336,729,607,262,148,114,745,420,325,180,119,61,149,42,107,768,364,404,227,148,79,183,87,96,358,129,229
95TT11,2233,1325,908,1517,945,572,295,198,97,782,453,329,368,263,105,72,31,41,716,380,336,223,162,61,130,76,54,363,142,221
95TT12,1824,1088,736,1233,789,444,263,173,90,670,428,242,233,174,59,67,14,53,591,299,292,209,138,71,110,59,51,272,102,170
95TT13,2142,1082,1060,1412,779,633,319,156,163,814,489,325,135,87,48,144,47,97,730,303,427,226,144,82,179,69,110,325,90,235
95TT14,1627,891,736,1053,611,442,246,135,111,610,362,248,112,79,33,85,35,50,574,280,294,223,150,73,125,49,76,226,81,145
95TT15,1691,1015,676,1104,719,385,209,148,61,594,384,210,224,163,61,77,24,53,587,296,291,207,132,75,111,68,43,269,96,173
95TT16,1961,1115,846,1272,759,513,250,145,105,666,381,285,270,203,67,86,30,56,689,356,333,233,172,61,111,62,49,345,122,223
95UU01,806,461,345,520,323,197,116,83,33,233,141,92,117,82,35,54,17,37,286,138,148,101,67,34,60,28,32,125,43,82
95UU02,735,436,299,469,282,187,121,64,57,211,134,77,83,68,15,54,16,38,266,154,112,138,97,41,52,23,29,76,34,42
95UU03,600,328,272,367,210,157,74,41,33,160,97,63,97,60,37,36,12,24,233,118,115,139,93,46,32,4,28,62,21,41
95UU04,532,245,287,298,139,159,59,26,33,145,72,73,42,29,13,52,12,40,234,106,128,97,65,32,46,13,33,91,28,63
95UU05,691,421,270,464,308,156,95,62,33,217,147,70,110,86,24,42,13,29,227,113,114,94,58,36,46,29,17,87,26,61
95UU06,1094,589,505,672,386,286,155,79,76,341,205,136,111,87,24,65,15,50,422,203,219,190,145,45,63,18,45,169,40,129
95UU07,610,365,245,418,263,155,75,45,30,179,110,69,139,97,42,25,11,14,192,102,90,90,68,22,35,10,25,67,24,43
95UU08,899,446,453,573,298,275,100,59,41,309,156,153,107,63,44,57,20,37,326,148,178,145,89,56,61,25,36,120,34,86
95UU09,1190,673,517,783,473,310,180,104,76,359,220,139,163,121,42,81,28,53,407,200,207,160,115,45,72,29,43,175,56,119
95UU10,870,443,427,565,279,286,123,64,59,280,139,141,122,66,56,40,10,30,305,164,141,129,89,40,54,27,27,122,48,74
95UU11,720,400,320,498,297,201,107,72,35,207,117,90,144,99,45,40,9,31,222,103,119,92,60,32,27,12,15,103,31,72
95UU12,941,465,476,577,312,265,145,83,62,271,147,124,86,58,28,75,24,51,364,153,211,137,80,57,85,33,52,142,40,102
95UU13,671,367,304,419,235,184,87,47,40,167,93,74,135,89,46,30,6,24,252,132,120,100,66,34,57,32,25,95,34,61
95UU14,1276,608,668,761,390,371,170,83,87,356,190,166,119,78,41,116,39,77,515,218,297,192,118,74,120,39,81,203,61,142
95UU15,696,398,298,438,256,182,85,51,34,196,110,86,108,80,28,49,15,34,258,142,116,90,59,31,63,35,28,105,48,57
95VV01,2307,1345,962,1552,929,623,338,228,110,737,423,314,343,236,107,134,42,92,755,416,339,301,209,92,156,76,80,298,131,167
95VV02,1567,635,932,861,391,470,212,91,121,461,231,230,60,45,15,128,24,104,706,244,462,205,91,114,241,69,172,260,84,176
95VV03,1784,875,909,1063,559,504,275,142,133,516,293,223,133,94,39,139,30,109,721,316,405,221,121,100,209,81,128,291,114,177
95VV04,2183,1355,828,1515,974,541,314,227,87,698,418,280,388,291,97,115,38,77,668,381,287,228,166,62,128,72,56,312,143,169
95VV05,3062,1873,1189,2173,1405,768,487,305,182,1079,698,381,439,340,99,168,62,106,889,468,421,281,214,67,133,76,57,475,178,297
95VV06,2422,1289,1133,1600,896,704,350,190,160,763,445,318,282,195,87,205,66,139,822,393,429,238,142,96,181,100,81,403,151,252
95VV07,3161,1657,1504,2043,1147,896,481,247,234,1040,609,431,292,218,74,230,73,157,1118,510,608,347,236,111,268,115,153,503,159,344
95VV08,2110,1028,1082,1293,686,607,297,176,121,530,261,269,256,166,90,210,83,127,817,342,475,189,113,76,196,92,104,432,137,295
95VV09,1962,872,1090,1173,544,629,267,129,138,506,234,272,171,115,56,229,66,163,789,328,461,199,121,78,235,80,155,355,127,228
95VV10,2297,974,1323,1399,621,778,359,157,202,714,335,379,95,61,34,231,68,163,898,353,545,221,125,96,273,99,174,404,129,275
95VV11,3157,1824,1333,2238,1353,885,526,284,242,1214,775,439,327,242,85,171,52,119,919,471,448,300,209,91,166,89,77,453,173,280
95VV12,2257,1149,1108,1446,772,674,372,186,186,759,437,322,166,119,47,149,30,119,811,377,434,245,156,89,210,93,117,356,128,228
95VV13,2396,1475,921,1684,1074,610,405,258,147,789,479,310,386,296,90,104,41,63,712,401,311,231,168,63,145,84,61,336,149,187
95VV14,2480,1273,1207,1658,885,773,332,172,160,950,511,439,214,150,64,162,52,110,822,388,434,292,184,108,199,78,121,331,126,205
95VV15,2285,1055,1230,1434,707,727,345,165,180,788,412,376,118,86,32,183,44,139,851,348,503,219,127,92,257,116,141,375,105,270
95VV16,2274,1183,1091,1487,801,686,360,193,167,734,375,359,263,188,75,130,45,85,787,382,405,234,156,78,159,82,77,394,144,250
95VV17,2985,1618,1367,1994,1121,873,503,267,236,922,530,392,344,262,82,225,62,163,991,497,494,281,195,86,229,111,118,481,191,290
95VV18,2641,1447,1194,1746,1023,723,380,244,136,911,511,400,322,231,91,133,37,96,895,424,471,312,201,111,214,80,134,369,143,226
95VV19,2106,1138,968,1313,728,585,283,158,125,653,360,293,231,156,75,146,54,92,793,410,383,272,185,87,179,91,88,342,134,208
95VV20,2105,1205,900,1400,814,586,297,185,112,620,313,307,389,284,105,94,32,62,705,391,314,213,161,52,160,79,81,332,151,181
95VV21,2772,1684,1088,1983,1237,746,463,281,182,941,575,366,447,331,116,132,50,82,789,447,342,209,161,48,172,99,73,408,187,221
95VV22,1954,1053,901,1294,737,557,304,184,120,576,304,272,284,207,77,130,42,88,660,316,344,168,110,58,162,81,81,330,125,205
95VV23,2086,1077,1009,1297,701,596,257,136,121,647,335,312,278,190,88,115,40,75,789,376,413,267,177,90,159,74,85,363,125,238
95VV24,2215,1155,1060,1359,759,600,295,163,132,665,362,303,257,191,66,142,43,99,856,396,460,330,202,128,208,80,128,318,114,204
95VV25,2540,1427,1113,1592,950,642,351,197,154,776,453,323,284,215,69,181,85,96,948,477,471,266,188,78,207,101,106,475,188,287
95VV26,2480,1406,1074,1663,1000,663,377,225,152,761,442,319,378,278,100,147,55,92,817,406,411,213,134,79,191,116,75,413,156,257
95VV27,1718,791,927,1076,485,591,253,138,115,576,253,323,85,53,32,162,41,121,642,306,336,235,151,84,181,76,105,226,79,147
95VV28,2576,1327,1249,1722,938,784,405,214,191,950,530,420,173,128,45,194,66,128,854,389,465,312,189,123,203,87,116,339,113,226
95VV29,2285,1408,877,1632,1047,585,372,239,133,760,482,278,369,284,85,131,42,89,653,361,292,214,151,63,132,88,44,307,122,185
95VV30,2196,1211,985,1478,829,649,358,191,167,836,466,370,169,130,39,115,42,73,718,382,336,281,202,79,138,65,73,299,115,184
95WW01,1964,1017,947,1345,732,613,301,156,145,823,485,338,98,62,36,123,29,94,619,285,334,283,179,104,114,39,75,222,67,155
95WW02,2683,1577,1106,1842,1162,680,472,275,197,1107,746,361,135,114,21,128,27,101,841,415,426,380,257,123,137,56,81,324,102,222
95WW03,2596,1493,1103,1899,1136,763,396,228,168,1220,760,460,164,117,47,119,31,88,697,357,340,327,210,117,138,57,81,232,90,142
95WW04,2130,1358,772,1443,929,514,320,191,129,925,642,283,83,60,23,115,36,79,687,429,258,365,283,82,104,63,41,218,83,135
95WW05,2033,1160,873,1424,816,608,353,194,159,861,509,352,131,96,35,79,17,62,609,344,265,331,235,96,97,52,45,181,57,124
95WW06,2320,1587,733,1682,1180,502,348,237,111,975,674,301,315,254,61,44,15,29,638,407,231,340,269,71,68,45,23,230,93,137
95WW07,3037,1995,1042,2246,1522,724,516,358,158,1351,912,439,295,231,64,84,21,63,791,473,318,403,303,100,102,71,31,286,99,187
95WW08,1880,1198,682,1257,828,429,319,205,114,763,505,258,115,94,21,60,24,36,623,370,253,364,274,90,72,41,31,187,55,132
95WW09,1855,1103,752,1094,651,443,251,139,112,645,413,232,89,72,17,109,27,82,761,452,309,434,327,107,122,59,63,205,66,139
95WW10,2080,1235,845,1411,870,541,344,202,142,859,562,297,104,80,24,104,26,78,669,365,304,299,205,94,148,76,72,222,84,138
95WW11,2255,1356,899,1617,988,629,406,203,203,950,624,326,179,142,37,82,19,63,638,368,270,322,259,63,84,49,35,232,60,172
95WW12,1684,709,975,1056,460,596,287,105,182,565,292,273,71,39,32,133,24,109,628,249,379,237,130,107,194,59,135,197,60,137
95WW13,2708,1803,905,2022,1399,623,434,293,141,1221,840,381,299,241,58,68,25,43,686,404,282,353,273,80,82,38,44,251,93,158
95WW14,1574,646,928,957,430,527,261,102,159,527,274,253,49,28,21,120,26,94,617,216,401,180,83,97,198,67,131,239,66,173
95WW15,2393,1401,992,1732,1025,707,473,244,229,1014,640,374,146,117,29,99,24,75,661,376,285,323,236,87,109,59,50,229,81,148
95WW16,2082,1084,998,1476,779,697,375,169,206,883,514,369,95,67,28,123,29,94,606,305,301,273,188,85,134,58,76,199,59,140
95WW17,1702,979,723,1090,632,458,300,169,131,626,372,254,97,76,21,67,15,52,612,347,265,346,244,102,106,51,55,160,52,108
95WW18,1564,895,669,1037,583,454,236,132,104,641,368,273,92,62,30,68,21,47,527,312,215,302,210,92,70,37,33,155,65,90
95WW19,4467,3075,1392,3260,2378,882,798,518,280,1970,1514,456,354,290,64,138,56,82,1207,697,510,591,484,107,121,64,57,495,149,346
95WW20,6084,3945,2139,4857,3296,1561,1057,623,434,3079,2188,891,525,423,102,196,62,134,1227,649,578,472,379,93,186,99,87,569,171,398
95WW21,2500,1288,1212,1713,946,767,430,210,220,1001,598,403,117,93,24,165,45,120,787,342,445,282,168,114,203,98,105,302,76,226
95WW22,2222,1225,997,1470,841,629,410,204,206,851,531,320,105,71,34,104,35,69,752,384,368,309,216,93,179,82,97,264,86,178
95WW23,2487,1479,1008,1730,1078,652,387,209,178,1049,685,364,191,155,36,103,29,74,757,401,356,359,271,88,97,35,62,301,95,206
95WW24,2474,1052,1422,1599,710,889,398,141,257,917,474,443,91,49,42,193,46,147,875,342,533,319,189,130,231,73,158,325,80,245
95WW25,1518,647,871,898,417,481,196,86,110,532,268,264,66,44,22,104,19,85,620,230,390,278,142,136,184,53,131,158,35,123
95XX01,3966,2664,1302,2998,2063,935,769,464,305,1733,1267,466,337,289,48,159,43,116,968,601,367,487,410,77,110,72,38,371,119,252
95XX02,1843,1234,609,1291,895,396,283,181,102,653,466,187,286,225,61,69,23,46,552,339,213,330,256,74,31,15,16,191,68,123
95XX03,2072,1436,636,1385,940,445,360,236,124,783,536,247,167,145,22,75,23,52,687,496,191,439,380,59,59,40,19,189,76,113
95XX04,2723,1779,944,1991,1328,663,498,304,194,1203,853,350,177,136,41,113,35,78,732,451,281,391,301,90,88,65,23,253,85,168
95XX05,1919,1091,828,1225,684,541,323,176,147,666,384,282,149,105,44,87,19,68,694,407,287,440,314,126,89,33,56,165,60,105
95XX06,2734,1522,1212,1907,1139,768,526,270,256,1064,692,372,164,131,33,153,46,107,827,383,444,383,234,149,152,54,98,292,95,197
95XX07,2013,1324,689,1296,854,442,316,200,116,708,471,237,184,146,38,88,37,51,717,470,247,472,375,97,61,32,29,184,63,121
95XX08,1876,1198,678,1235,811,424,327,209,118,708,475,233,140,109,31,60,18,42,641,387,254,432,320,112,48,23,25,161,44,117
95XX09,1896,1171,725,1243,779,464,272,175,97,727,455,272,166,128,38,78,21,57,653,392,261,429,306,123,64,30,34,160,56,104
95XX10,3413,2044,1369,2564,1615,949,645,369,276,1484,1004,480,245,186,59,190,56,134,849,429,420,337,240,97,162,68,94,350,121,229
95XX11,4585,2724,1861,3388,2146,1242,764,436,328,2036,1381,655,348,262,86,240,67,173,1197,578,619,425,295,130,307,122,185,465,161,304
95XX12,1836,1243,593,1129,799,330,245,146,99,530,399,131,294,239,55,60,15,45,707,444,263,414,317,97,48,26,22,245,101,144
95XX13,1968,1427,541,1215,893,322,252,179,73,646,469,177,277,228,49,40,17,23,753,534,219,522,414,108,39,26,13,192,94,98
95XX14,1786,1218,568,1162,811,351,240,145,95,612,429,183,272,222,50,38,15,23,624,407,217,384,298,86,22,8,14,218,101,117
95XX15,1856,903,953,1180,595,585,272,127,145,677,378,299,102,70,32,129,20,109,676,308,368,325,194,131,178,57,121,173,57,116
95XX16,2296,1538,758,1368,888,480,326,212,114,739,482,257,235,176,59,68,18,50,928,650,278,669,518,151,80,44,36,179,88,91
95XX17,2357,1128,1229,1677,840,837,316,153,163,980,497,483,203,146,57,178,44,134,680,288,392,315,177,138,126,30,96,239,81,158
95XX18,2083,1118,965,1456,822,634,301,166,135,884,498,386,197,141,56,74,17,57,627,296,331,292,179,113,107,37,70,228,80,148
95XX19,1917,1251,666,1259,863,396,277,181,96,658,458,200,258,201,57,66,23,43,658,388,270,377,286,91,70,20,50,211,82,129
95XX20,2147,1190,957,1495,877,618,346,190,156,907,556,351,116,77,39,126,54,72,652,313,339,219,124,95,145,48,97,288,141,147
95XX21,1944,1281,663,1165,805,360,266,174,92,594,408,186,247,203,44,58,20,38,779,476,303,500,391,109,66,15,51,213,70,143
95XX22,1711,1028,683,1175,707,468,302,179,123,712,439,273,93,76,17,68,13,55,536,321,215,326,244,82,85,44,41,125,33,92
95XX23,2358,1271,1087,1765,1000,765,374,208,166,1117,649,468,142,101,41,132,42,90,593,271,322,253,165,88,120,42,78,220,64,156
95XX24,2010,1323,687,1298,852,446,355,227,128,745,494,251,136,112,24,62,19,43,712,471,241,477,369,108,69,38,31,166,64,102
95XX25,1752,859,893,1150,600,550,298,150,148,612,330,282,108,77,31,132,43,89,602,259,343,257,138,119,130,44,86,215,77,138
95YY01,1725,1037,688,1145,755,390,224,133,91,574,374,200,275,222,53,72,26,46,580,282,298,198,136,62,125,59,66,257,87,170
95YY02,1598,804,794,967,524,443,209,105,104,565,326,239,96,66,30,97,27,70,631,280,351,216,143,73,168,55,113,247,82,165
95YY03,2151,1355,796,1502,1001,501,256,170,86,756,482,274,409,324,85,81,25,56,649,354,295,220,159,61,137,77,60,292,118,174
95YY04,2469,1398,1071,1637,984,653,386,209,177,933,598,335,175,130,45,143,47,96,832,414,418,297,211,86,210,95,115,325,108,217
95YY05,1195,616,579,730,400,330,157,89,68,399,205,194,115,90,25,59,16,43,465,216,249,223,134,89,103,37,66,139,45,94
95YY06,1694,889,805,1056,607,449,218,120,98,512,302,210,227,160,67,99,25,74,638,282,356,188,125,63,181,76,105,269,81,188
95YY07,2047,1185,862,1285,791,494,256,160,96,639,388,251,261,200,61,129,43,86,762,394,368,222,147,75,189,123,66,351,124,227
95YY08,1604,884,720,1049,621,428,192,127,65,516,299,217,231,156,75,110,39,71,555,263,292,180,117,63,135,61,74,240,85,155
95YY09,1747,900,847,1076,579,497,246,129,117,626,345,281,119,83,36,85,22,63,671,321,350,284,197,87,155,51,104,232,73,159
95YY10,1586,964,622,1108,706,402,222,132,90,566,351,215,259,202,57,61,21,40,478,258,220,196,158,38,78,42,36,204,58,146
95YY11,1508,777,731,915,517,398,195,112,83,446,253,193,170,123,47,104,29,75,593,260,333,184,113,71,153,57,96,256,90,166
95YY12,1909,1187,722,1330,913,417,257,178,79,708,481,227,291,232,59,74,22,52,579,274,305,190,133,57,99,49,50,290,92,198
95YY13,2106,1077,1029,1239,701,538,282,140,142,698,429,269,137,96,41,122,36,86,867,376,491,296,194,102,226,82,144,345,100,245
95YY14,2251,1172,1079,1516,859,657,332,164,168,829,504,325,214,157,57,141,34,107,735,313,422,197,132,65,181,76,105,357,105,252
95YY15,1439,616,823,797,396,401,211,94,117,392,223,169,73,49,24,121,30,91,642,220,422,176,78,98,198,60,138,268,82,186
95YY16,1709,993,716,1178,735,443,238,148,90,579,337,242,293,222,71,68,28,40,531,258,273,178,110,68,102,53,49,251,95,156
95YY17,1648,897,751,1132,652,480,216,130,86,512,277,235,303,222,81,101,23,78,516,245,271,140,99,41,123,55,68,253,91,162
95YY18,1641,931,710,1082,664,418,208,126,82,501,306,195,266,194,72,107,38,69,559,267,292,145,97,48,117,64,53,297,106,191
95YY19,1084,512,572,671,339,332,152,71,81,365,201,164,89,51,38,65,16,49,413,173,240,149,81,68,120,35,85,144,57,87
95YY20,1692,933,759,1065,600,465,205,117,88,510,269,241,261,193,68,89,21,68,627,333,294,159,119,40,151,103,48,317,111,206
95YY21,1691,984,707,1193,720,473,197,127,70,622,365,257,289,209,80,85,19,66,498,264,234,171,134,37,96,53,43,231,77,154
95ZZ01,1999,1174,825,1277,767,510,258,148,110,667,398,269,217,175,42,135,46,89,722,407,315,259,190,69,157,98,59,306,119,187
95ZZ02,1315,525,790,670,256,414,195,78,117,297,131,166,40,25,15,138,22,116,645,269,376,162,109,53,205,76,129,278,84,194
95ZZ03,1517,699,818,778,377,401,173,78,95,360,191,169,120,73,47,125,35,90,739,322,417,235,146,89,221,82,139,283,94,189
95ZZ04,1903,1018,885,1260,695,565,286,168,118,577,297,280,283,200,83,114,30,84,643,323,320,212,136,76,146,82,64,285,105,180
95ZZ05,1559,842,717,970,551,419,179,124,55,481,254,227,212,143,69,98,30,68,589,291,298,170,108,62,132,74,58,287,109,178
95ZZ06,1231,387,844,560,186,374,150,51,99,206,77,129,42,26,16,162,32,130,671,201,470,200,101,99,204,41,163,267,59,208
95ZZ07,2038,1090,948,1248,717,531,280,167,113,591,354,237,198,146,52,179,50,129,790,373,417,239,161,78,190,88,102,361,124,237
95ZZ08,1872,920,952,1059,553,506,222,123,99,461,223,238,231,166,65,145,41,104,813,367,446,211,130,81,228,107,121,374,130,244
95ZZ09,1597,792,805,958,510,448,212,113,99,452,244,208,159,111,48,135,42,93,639,282,357,202,129,73,177,73,104,260,80,180
95ZZ10,2290,1153,1137,1420,771,649,341,159,182,678,427,251,183,130,53,218,55,163,870,382,488,300,185,115,219,93,126,351,104,247
95ZZ11,1566,886,680,1032,603,429,206,125,81,486,262,224,256,185,71,84,31,53,534,283,251,174,128,46,116,53,63,244,102,142
95ZZ12,1590,860,730,906,485,421,192,105,87,465,254,211,129,101,28,120,25,95,684,375,309,224,163,61,207,105,102,253,107,146
95ZZ13,1826,1053,773,1196,709,487,247,149,98,614,355,259,246,182,64,89,23,66,630,344,286,191,138,53,157,87,70,282,119,163
95ZZ14,2300,1229,1071,1455,804,651,347,180,167,793,482,311,136,105,31,179,37,142,845,425,420,261,199,62,229,113,116,355,113,242
95ZZ15,1669,965,704,1021,619,402,194,124,70,466,269,197,256,198,58,105,28,77,648,346,302,231,165,66,168,85,83,249,96,153
95ZZ16,2271,1170,1101,1398,732,666,368,178,190,696,399,297,140,106,34,194,49,145,873,438,435,290,201,89,242,120,122,341,117,224
