GeographyCode,LC1101NI0001,LC1101NI0002,LC1101NI0003,LC1101NI0004,LC1101NI0005,LC1101NI0006,LC1101NI0007,LC1101NI0008,LC1101NI0009,LC1101NI0010,LC1101NI0011,LC1101NI0012,LC1101NI0013,LC1101NI0014,LC1101NI0015,LC1101NI0016,LC1101NI0017,LC1101NI0018,LC1101NI0019,LC1101NI0020,LC1101NI0021,LC1101NI0022,LC1101NI0023,LC1101NI0024
95AA01,3344,944,2054,346,1301,703,570,28,707,115,528,64,529,57,408,64,408,39,305,64,399,30,243,126
95AA02,1468,513,620,335,400,322,63,15,258,95,111,52,215,52,113,50,228,14,161,53,367,30,172,165
95AA03,1436,515,568,353,447,340,92,15,251,89,107,55,230,53,102,75,197,15,112,70,311,18,155,138
95AA04,2373,722,1396,255,662,528,120,14,431,79,324,28,549,66,409,74,338,19,275,44,393,30,268,95
95AA05,2083,657,1164,262,646,491,146,9,384,79,267,38,375,30,299,46,303,20,239,44,375,37,213,125
95AA06,3346,1147,1715,484,1163,910,233,20,740,116,533,91,623,53,458,112,369,32,267,70,451,36,224,191
95AA07,1714,537,929,248,453,359,83,11,331,71,207,53,313,48,213,52,281,25,213,43,336,34,213,89
95AA08,1347,533,504,310,452,382,55,15,225,83,94,48,210,40,99,71,209,14,121,74,251,14,135,102
95AA09,1772,623,747,402,559,444,100,15,302,111,116,75,264,40,143,81,274,14,183,77,373,14,205,154
95AA10,1551,555,733,263,473,393,64,16,253,93,116,44,245,37,152,56,283,16,203,64,297,16,198,83
95AA11,4152,1363,2186,603,1418,972,412,34,1028,211,687,130,644,96,433,115,403,29,289,85,659,55,365,239
95AA12,2162,564,1367,231,508,417,90,1,464,59,369,36,502,41,419,42,330,29,271,30,358,18,218,122
95AA13,2528,862,1251,415,823,610,183,30,484,105,308,71,494,66,324,104,291,29,202,60,436,52,234,150
95AA14,1852,526,1120,206,484,370,106,8,306,51,234,21,369,27,315,27,316,27,255,34,377,51,210,116
95AA15,3150,1176,1493,481,1342,874,432,36,669,178,371,120,464,68,262,134,367,27,248,92,308,29,180,99
95AA16,1463,548,604,311,530,390,125,15,248,87,105,56,229,33,118,78,174,19,90,65,282,19,166,97
95AA17,1669,589,755,325,587,465,96,26,299,73,165,61,296,32,180,84,259,12,175,72,228,7,139,82
95AA18,2063,530,1232,301,427,332,91,4,297,87,177,33,366,45,259,62,389,27,322,40,584,39,383,162
95AA19,2006,766,1023,217,742,569,164,9,348,66,241,41,375,62,279,34,255,36,174,45,286,33,165,88
95BB01,2837,804,1678,355,813,636,161,16,543,68,413,62,670,55,529,86,368,27,285,56,443,18,290,135
95BB02,2020,642,862,516,537,418,97,22,266,89,121,56,341,60,179,102,300,38,180,82,576,37,285,254
95BB03,3402,916,1891,595,882,621,238,23,593,147,368,78,539,67,347,125,545,33,400,112,843,48,538,257
95BB04,2614,650,1540,424,570,460,100,10,344,94,207,43,450,44,325,81,506,24,408,74,744,28,500,216
95BB05,2759,721,1675,363,709,539,154,16,449,84,313,52,551,42,435,74,470,22,376,72,580,34,397,149
95BB06,2484,940,884,660,816,642,146,28,353,142,130,81,369,77,162,130,332,37,189,106,614,42,257,315
95BB07,2445,746,1145,554,701,544,132,25,370,100,200,70,398,54,237,107,357,21,250,86,619,27,326,266
95BB08,2102,577,1153,372,633,423,193,17,350,70,231,49,343,33,237,73,380,22,280,78,396,29,212,155
95BB09,2507,664,1443,400,637,482,135,20,358,82,240,36,475,43,336,96,497,29,395,73,540,28,337,175
95BB10,2828,746,1527,555,594,477,97,20,393,111,225,57,485,73,327,85,525,33,395,97,831,52,483,296
95BB11,2480,702,1209,569,565,449,98,18,376,99,214,63,434,66,274,94,389,34,246,109,716,54,377,285
95BB12,2177,721,1088,368,663,535,106,22,358,93,202,63,360,45,234,81,326,21,241,64,470,27,305,138
95BB13,3448,997,1949,502,981,745,195,41,684,145,448,91,671,54,489,128,553,34,427,92,559,19,390,150
95BB14,2533,661,1507,365,610,487,114,9,379,85,267,27,555,38,436,81,423,22,334,67,566,29,356,181
95BB15,2699,853,1455,391,793,625,159,9,512,87,359,66,502,52,358,92,419,42,298,79,473,47,281,145
95BB16,2571,632,1646,293,555,450,92,13,402,82,288,32,528,38,437,53,509,28,433,48,577,34,396,147
95BB17,2711,793,1425,493,834,606,193,35,551,106,353,92,515,48,339,128,388,19,289,80,423,14,251,158
95BB18,3308,854,1869,585,916,624,257,35,686,102,509,75,549,59,366,124,474,21,339,114,683,48,398,237
95BB19,3719,991,2237,491,1063,772,269,22,849,131,634,84,737,51,585,101,570,14,463,93,500,23,286,191
95BB20,2729,952,1344,433,818,657,147,14,468,108,295,65,460,82,308,70,425,40,301,84,558,65,293,200
95BB21,3671,976,2127,568,1014,685,299,30,737,135,519,83,632,73,458,101,577,35,432,110,711,48,419,244
95BB22,2238,795,978,465,762,554,166,42,561,155,302,104,364,49,198,117,261,21,156,84,290,16,156,118
95BB23,2531,647,1561,323,627,512,103,12,381,64,280,37,469,26,381,62,500,21,417,62,554,24,380,150
95CC01,2046,826,818,402,671,549,105,17,356,104,197,55,370,78,191,101,269,45,167,57,380,50,158,172
95CC02,2140,789,1135,216,714,581,127,6,361,82,248,31,376,50,292,34,303,22,254,27,386,54,214,118
95CC03,2141,946,739,456,871,658,166,47,358,127,151,80,333,57,183,93,243,47,121,75,336,57,118,161
95CC04,1879,703,949,227,660,534,117,9,307,63,222,22,309,31,251,27,256,23,188,45,347,52,171,124
95CC05,2112,705,1126,281,699,522,169,8,388,58,292,38,342,47,242,53,274,20,210,44,409,58,213,138
95CC06,2186,689,1168,329,674,494,162,18,373,94,251,28,399,43,284,72,336,33,225,78,404,25,246,133
95CC07,2554,973,1316,265,930,734,190,6,506,96,372,38,484,61,360,63,312,32,225,55,322,50,169,103
