GeographyCode,LC6109NI0001,LC6109NI0002,LC6109NI0003,LC6109NI0004,LC6109NI0005,LC6109NI0006,LC6109NI0007,LC6109NI0008,LC6109NI0009,LC6109NI0010,LC6109NI0011,LC6109NI0012,LC6109NI0013,LC6109NI0014,LC6109NI0015,LC6109NI0016,LC6109NI0017,LC6109NI0018
95AA01,2343,543,1800,311,101,210,670,106,564,602,142,460,446,111,335,314,83,231
95AA02,826,229,597,117,52,65,193,49,144,212,52,160,155,31,124,149,45,104
95AA03,775,230,545,126,61,65,174,42,132,197,47,150,161,42,119,117,38,79
95AA04,1570,457,1113,213,99,114,239,48,191,358,108,250,468,112,356,292,90,202
95AA05,1276,310,966,177,69,108,272,42,230,330,79,251,297,68,229,200,52,148
95AA06,2093,673,1420,323,167,156,449,129,320,609,181,428,478,114,364,234,82,152
95AA07,1046,272,774,124,48,76,198,42,156,256,69,187,244,50,194,224,63,161
95AA08,700,228,472,102,45,57,181,53,128,159,58,101,134,33,101,124,39,85
95AA09,915,296,619,120,61,59,236,78,158,220,64,156,179,45,134,160,48,112
95AA10,807,250,557,133,68,65,162,34,128,186,48,138,170,43,127,156,57,99
95AA11,2800,663,2137,348,154,194,772,133,639,894,188,706,536,111,425,250,77,173
95AA12,1459,402,1057,153,72,81,178,31,147,412,113,299,429,103,326,287,83,204
95AA13,1573,384,1189,203,79,124,386,63,323,398,87,311,387,83,304,199,72,127
95AA14,1151,321,830,164,74,90,176,26,150,264,74,190,308,81,227,239,66,173
95AA15,2115,543,1572,275,129,146,742,137,605,544,126,418,332,83,249,222,68,154
95AA16,828,225,603,126,51,75,246,43,203,183,49,134,162,42,120,111,40,71
95AA17,1009,289,720,141,64,77,233,60,173,234,68,166,239,49,190,162,48,114
95AA18,1123,292,831,119,62,57,189,30,159,248,53,195,297,66,231,270,81,189
95AA19,1186,303,883,199,79,120,295,48,247,266,71,195,266,54,212,160,51,109
95BB01,1878,530,1348,253,113,140,317,79,238,489,132,357,554,124,430,265,82,183
95BB02,929,284,645,135,61,74,225,47,178,177,47,130,219,58,161,173,71,102
95BB03,1710,460,1250,185,58,127,385,80,305,459,129,330,372,93,279,309,100,209
95BB04,1326,415,911,130,67,63,227,42,185,288,81,207,357,101,256,324,124,200
95BB05,1696,500,1196,184,87,97,327,72,255,371,92,279,453,127,326,361,122,239
95BB06,1194,337,857,200,68,132,342,72,270,260,60,200,236,69,167,156,68,88
95BB07,1302,377,925,176,70,106,339,70,269,289,72,217,293,81,212,205,84,121
95BB08,1232,358,874,143,54,89,315,59,256,295,86,209,276,85,191,203,74,129
95BB09,1534,438,1096,178,82,96,301,65,236,316,72,244,416,117,299,323,102,221
95BB10,1493,424,1069,169,83,86,240,43,197,334,86,248,385,88,297,365,124,241
95BB11,1218,396,822,169,77,92,191,46,145,314,104,210,323,91,232,221,78,143
95BB12,1138,399,739,156,83,73,252,71,181,272,90,182,272,82,190,186,73,113
95BB13,2103,668,1435,250,134,116,402,91,311,580,164,416,532,151,381,339,128,211
95BB14,1546,437,1109,162,56,106,255,56,199,330,97,233,472,132,340,327,96,231
95BB15,1546,411,1135,201,74,127,325,63,262,413,121,292,370,87,283,237,66,171
95BB16,1558,428,1130,162,61,101,219,30,189,342,89,253,450,126,324,385,122,263
95BB17,1703,508,1195,200,86,114,377,93,284,459,131,328,404,112,292,263,86,177
95BB18,1938,512,1426,203,82,121,455,104,351,569,147,422,418,105,313,293,74,219
95BB19,2497,763,1734,311,169,142,454,115,339,748,211,537,622,143,479,362,125,237
95BB20,1355,375,980,183,69,114,306,63,243,335,87,248,320,83,237,211,73,138
95BB21,2057,601,1456,239,97,142,453,110,343,596,180,416,461,121,340,308,93,215
95BB22,1258,391,867,152,68,84,320,101,219,407,112,295,237,66,171,142,44,98
95BB23,1532,484,1048,187,97,90,244,53,191,345,98,247,402,107,295,354,129,225
95CC01,994,295,699,146,70,76,243,54,189,234,60,174,237,71,166,134,40,94
95CC02,1287,362,925,197,84,113,278,50,228,288,80,208,289,80,209,235,68,167
95CC03,995,331,664,140,59,81,344,105,239,226,70,156,186,61,125,99,36,63
95CC04,1074,324,750,179,69,110,253,56,197,241,71,170,231,78,153,170,50,120
95CC05,1212,328,884,166,64,102,293,61,232,319,90,229,254,65,189,180,48,132
95CC06,1264,327,937,128,50,78,316,60,256,301,76,225,302,66,236,217,75,142
95CC07,1474,420,1054,201,78,123,358,65,293,378,107,271,349,107,242,188,63,125
95CC08,944,275,669,138,49,89,261,61,200,232,71,161,218,66,152,95,28,67
95CC09,1722,434,1288,238,75,163,397,51,346,437,108,329,386,109,277,264,91,173
95CC10,1243,322,921,147,53,94,246,51,195,281,63,218,309,69,240,260,86,174
95CC11,670,184,486,98,32,66,195,40,155,128,35,93,145,39,106,104,38,66
95CC12,1282,346,936,188,69,119,268,45,223,318,84,234,284,84,200,224,64,160
95CC13,1186,339,847,172,68,104,278,49,229,280,75,205,234,71,163,222,76,146
95CC14,1449,420,1029,178,77,101,345,69,276,403,103,300,285,74,211,238,97,141
95CC15,1318,352,966,173,51,122,306,61,245,339,84,255,310,87,223,190,69,121
95CC16,1217,360,857,185,89,96,295,68,227,305,72,233,264,79,185,168,52,116
95CC17,1337,368,969,210,70,140,315,57,258,323,90,233,271,78,193,218,73,145
95CC18,1049,295,754,122,46,76,236,55,181,241,59,182,280,71,209,170,64,106
