GeographyCode,LC2120NI0001,LC2120NI0002,LC2120NI0003,LC2120NI0004,LC2120NI0005,LC2120NI0006,LC2120NI0007,LC2120NI0008,LC2120NI0009,LC2120NI0010,LC2120NI0011,LC2120NI0012,LC2120NI0013,LC2120NI0014,LC2120NI0015,LC2120NI0016,LC2120NI0017,LC2120NI0018,LC2120NI0019,LC2120NI0020,LC2120NI0021,LC2120NI0022,LC2120NI0023,LC2120NI0024,LC2120NI0025,LC2120NI0026,LC2120NI0027,LC2120NI0028,LC2120NI0029,LC2120NI0030,LC2120NI0031,LC2120NI0032,LC2120NI0033,LC2120NI0034,LC2120NI0035,LC2120NI0036
95PP08,2108,1721,354,33,1098,905,177,16,1010,816,177,17,1172,948,205,19,587,473,103,11,585,475,102,8,936,773,149,14,511,432,74,5,425,341,75,9
95PP09,1337,1100,201,36,645,526,100,19,692,574,101,17,502,401,84,17,248,194,45,9,254,207,39,8,835,699,117,19,397,332,55,10,438,367,62,9
95PP10,1884,1459,398,27,977,750,212,15,907,709,186,12,1078,818,239,21,537,400,125,12,541,418,114,9,806,641,159,6,440,350,87,3,366,291,72,3
95PP11,2000,1451,493,56,955,681,239,35,1045,770,254,21,996,707,261,28,499,341,139,19,497,366,122,9,1004,744,232,28,456,340,100,16,548,404,132,12
95PP12,2018,1357,638,23,1045,703,330,12,973,654,308,11,1148,777,358,13,576,384,184,8,572,393,174,5,870,580,280,10,469,319,146,4,401,261,134,6
95PP13,1977,1452,479,46,946,700,217,29,1031,752,262,17,1030,748,259,23,514,370,128,16,516,378,131,7,947,704,220,23,432,330,89,13,515,374,131,10
95PP14,2799,1043,1694,62,1411,518,857,36,1388,525,837,26,1582,530,1019,33,786,262,506,18,796,268,513,15,1217,513,675,29,625,256,351,18,592,257,324,11
95PP15,2378,723,1581,74,1176,354,779,43,1202,369,802,31,1430,432,962,36,716,212,480,24,714,220,482,12,948,291,619,38,460,142,299,19,488,149,320,19
95PP16,1524,464,1020,40,779,228,525,26,745,236,495,14,936,269,652,15,468,129,330,9,468,140,322,6,588,195,368,25,311,99,195,17,277,96,173,8
95PP17,1977,1480,466,31,942,705,220,17,1035,775,246,14,982,727,240,15,491,357,125,9,491,370,115,6,995,753,226,16,451,348,95,8,544,405,131,8
95PP18,2442,1018,1359,65,1239,500,701,38,1203,518,658,27,1438,545,859,34,719,258,442,19,719,287,417,15,1004,473,500,31,520,242,259,19,484,231,241,12
95PP19,1927,1486,413,28,961,735,212,14,966,751,201,14,1016,767,241,8,507,385,120,2,509,382,121,6,911,719,172,20,454,350,92,12,457,369,80,8
95PP20,2515,1427,959,129,1204,693,448,63,1311,734,511,66,1214,684,463,67,615,343,236,36,599,341,227,31,1301,743,496,62,589,350,212,27,712,393,284,35
95PP21,1722,1436,266,20,925,770,144,11,797,666,122,9,902,737,156,9,451,366,80,5,451,371,76,4,820,699,110,11,474,404,64,6,346,295,46,5
95PP22,1975,1106,797,72,932,525,365,42,1043,581,432,30,1056,588,422,46,527,290,209,28,529,298,213,18,919,518,375,26,405,235,156,14,514,283,219,12
95PP23,1971,970,968,33,1015,505,494,16,956,465,474,17,1108,513,581,14,554,253,296,5,554,260,285,9,863,457,387,19,461,252,198,11,402,205,189,8
95QQ01,1227,283,879,65,594,135,415,44,633,148,464,21,570,115,425,30,288,56,213,19,282,59,212,11,657,168,454,35,306,79,202,25,351,89,252,10
95QQ02,2044,94,1805,145,1004,40,871,93,1040,54,934,52,1320,64,1175,81,657,29,577,51,663,35,598,30,724,30,630,64,347,11,294,42,377,19,336,22
95QQ03,870,193,629,48,390,79,288,23,480,114,341,25,406,84,308,14,205,38,162,5,201,46,146,9,464,109,321,34,185,41,126,18,279,68,195,16
95QQ04,1302,332,910,60,615,158,419,38,687,174,491,22,654,141,485,28,327,70,241,16,327,71,244,12,648,191,425,32,288,88,178,22,360,103,247,10
95QQ05,2342,651,1588,103,1113,294,769,50,1229,357,819,53,1562,399,1101,62,775,184,563,28,787,215,538,34,780,252,487,41,338,110,206,22,442,142,281,19
95QQ06,1569,1193,349,27,783,588,182,13,786,605,167,14,800,604,188,8,401,299,97,5,399,305,91,3,769,589,161,19,382,289,85,8,387,300,76,11
95QQ07,1552,445,1017,90,776,204,516,56,776,241,501,34,686,202,453,31,344,94,232,18,342,108,221,13,866,243,564,59,432,110,284,38,434,133,280,21
95QQ08,1238,333,845,60,582,166,383,33,656,167,462,27,554,144,383,27,276,76,185,15,278,68,198,12,684,189,462,33,306,90,198,18,378,99,264,15
95QQ09,1599,550,978,71,750,251,462,37,849,299,516,34,868,291,550,27,431,136,280,15,437,155,270,12,731,259,428,44,319,115,182,22,412,144,246,22
95QQ10,1449,591,813,45,730,292,413,25,719,299,400,20,860,326,508,26,428,157,253,18,432,169,255,8,589,265,305,19,302,135,160,7,287,130,145,12
95QQ11,1621,117,1416,88,812,53,707,52,809,64,709,36,1004,73,896,35,500,34,444,22,504,39,452,13,617,44,520,53,312,19,263,30,305,25,257,23
95QQ12,1410,291,1046,73,685,147,497,41,725,144,549,32,730,147,549,34,365,70,276,19,365,77,273,15,680,144,497,39,320,77,221,22,360,67,276,17
95QQ13,2093,105,1783,205,1004,47,851,106,1089,58,932,99,1296,72,1125,99,644,31,562,51,652,41,563,48,797,33,658,106,360,16,289,55,437,17,369,51
95QQ14,4081,696,3134,251,1971,309,1525,137,2110,387,1609,114,2608,404,2074,130,1300,180,1047,73,1308,224,1027,57,1473,292,1060,121,671,129,478,64,802,163,582,57
95QQ15,1338,441,832,65,674,208,424,42,664,233,408,23,646,206,414,26,322,97,208,17,324,109,206,9,692,235,418,39,352,111,216,25,340,124,202,14
95RR01,3200,1266,1843,91,1529,574,904,51,1671,692,939,40,1996,755,1199,42,998,359,614,25,998,396,585,17,1204,511,644,49,531,215,290,26,673,296,354,23
95RR02,1418,686,703,29,723,323,382,18,695,363,321,11,786,356,416,14,393,161,224,8,393,195,192,6,632,330,287,15,330,162,158,10,302,168,129,5
95RR03,1154,729,394,31,572,361,198,13,582,368,196,18,458,286,164,8,228,137,88,3,230,149,76,5,696,443,230,23,344,224,110,10,352,219,120,13
95RR04,1597,1509,70,18,782,738,33,11,815,771,37,7,786,742,32,12,389,366,17,6,397,376,15,6,811,767,38,6,393,372,16,5,418,395,22,1
95RR05,1924,734,1108,82,898,346,507,45,1026,388,601,37,1042,403,595,44,522,198,300,24,520,205,295,20,882,331,513,38,376,148,207,21,506,183,306,17
95RR06,1697,1473,214,10,899,782,111,6,798,691,103,4,912,792,111,9,457,397,54,6,455,395,57,3,785,681,103,1,442,385,57,0,343,296,46,1
95RR07,1923,973,896,54,964,471,462,31,959,502,434,23,1178,575,570,33,590,279,291,20,588,296,279,13,745,398,326,21,374,192,171,11,371,206,155,10
95RR08,1648,1029,583,36,840,531,291,18,808,498,292,18,966,559,380,27,483,280,187,16,483,279,193,11,682,470,203,9,357,251,104,2,325,219,99,7
95RR09,2796,2109,611,76,1387,1025,306,56,1409,1084,305,20,1484,1088,355,41,746,533,183,30,738,555,172,11,1312,1021,256,35,641,492,123,26,671,529,133,9
95RR10,1055,531,496,28,491,241,238,12,564,290,258,16,466,227,226,13,231,109,114,8,235,118,112,5,589,304,270,15,260,132,124,4,329,172,146,11
95RR11,1433,818,590,25,737,393,329,15,696,425,261,10,830,436,377,17,414,205,201,8,416,231,176,9,603,382,213,8,323,188,128,7,280,194,85,1
95RR12,1257,455,783,19,635,233,388,14,622,222,395,5,750,263,477,10,373,126,238,9,377,137,239,1,507,192,306,9,262,107,150,5,245,85,156,4
95RR13,1180,457,687,36,571,215,333,23,609,242,354,13,560,208,342,10,282,101,176,5,278,107,166,5,620,249,345,26,289,114,157,18,331,135,188,8
95RR14,1510,720,766,24,768,350,404,14,742,370,362,10,860,402,449,9,432,200,226,6,428,202,223,3,650,318,317,15,336,150,178,8,314,168,139,7
95RR15,1815,1526,280,9,886,728,152,6,929,798,128,3,992,837,150,5,495,415,78,2,497,422,72,3,823,689,130,4,391,313,74,4,432,376,56,0
95SS01,3695,725,2761,209,1858,367,1376,115,1837,358,1385,94,2448,483,1855,110,1222,242,920,60,1226,241,935,50,1247,242,906,99,636,125,456,55,611,117,450,44
95SS02,3274,675,2423,176,1555,305,1148,102,1719,370,1275,74,2115,437,1585,93,1059,205,798,56,1056,232,787,37,1159,238,838,83,496,100,350,46,663,138,488,37
95SS03,2741,230,2377,134,1416,116,1219,81,1325,114,1158,53,1876,153,1648,75,939,71,824,44,937,82,824,31,865,77,729,59,477,45,395,37,388,32,334,22
95SS04,5734,1065,4200,469,2714,486,1975,253,3020,579,2225,216,3388,646,2492,250,1693,297,1244,152,1695,349,1248,98,2346,419,1708,219,1021,189,731,101,1325,230,977,118
95SS05,2830,448,2162,220,1388,219,1041,128,1442,229,1121,92,1710,271,1330,109,857,129,663,65,853,142,667,44,1120,177,832,111,531,90,378,63,589,87,454,48
95SS06,4021,3724,228,69,1713,1559,107,47,2308,2165,121,22,1245,1133,93,19,617,556,48,13,628,577,45,6,2776,2591,135,50,1096,1003,59,34,1680,1588,76,16
95SS07,6572,4520,1759,293,3053,2019,859,175,3519,2501,900,118,3452,2466,858,128,1734,1215,441,78,1718,1251,417,50,3120,2054,901,165,1319,804,418,97,1801,1250,483,68
95SS08,3620,447,2984,189,1775,214,1456,105,1845,233,1528,84,2416,292,2008,116,1208,130,1011,67,1208,162,997,49,1204,155,976,73,567,84,445,38,637,71,531,35
95SS09,2732,499,2066,167,1320,226,1009,85,1412,273,1057,82,1764,322,1352,90,882,142,694,46,882,180,658,44,968,177,714,77,438,84,315,39,530,93,399,38
95SS10,3444,2723,587,134,1657,1311,270,76,1787,1412,317,58,1861,1492,308,61,932,737,158,37,929,755,150,24,1583,1231,279,73,725,574,112,39,858,657,167,34
95SS11,4212,2420,1643,149,2089,1161,835,93,2123,1259,808,56,2582,1442,1065,75,1294,714,534,46,1288,728,531,29,1630,978,578,74,795,447,301,47,835,531,277,27
95SS12,2515,714,1653,148,1191,327,782,82,1324,387,871,66,1520,427,1015,78,761,205,513,43,759,222,502,35,995,287,638,70,430,122,269,39,565,165,369,31
95SS13,2383,602,1575,206,1143,292,738,113,1240,310,837,93,1180,294,789,97,592,145,389,58,588,149,400,39,1203,308,786,109,551,147,349,55,652,161,437,54
95SS14,2314,253,1885,176,1096,127,874,95,1218,126,1011,81,1302,161,1056,85,650,82,520,48,652,79,536,37,1012,92,829,91,446,45,354,47,566,47,475,44
95SS15,3063,317,2608,138,1477,150,1246,81,1586,167,1362,57,1986,223,1694,69,990,101,852,37,996,122,842,32,1077,94,914,69,487,49,394,44,590,45,520,25
95SS16,2469,2288,134,47,1219,1120,74,25,1250,1168,60,22,1080,1004,59,17,538,497,30,11,542,507,29,6,1389,1284,75,30,681,623,44,14,708,661,31,16
95SS17,3351,771,2303,277,1542,327,1074,141,1809,444,1229,136,1919,443,1313,163,955,211,659,85,964,232,654,78,1432,328,990,114,587,116,415,56,845,212,575,58
95SS18,2352,460,1710,182,1092,212,771,109,1260,248,939,73,1108,230,804,74,549,103,399,47,559,127,405,27,1244,230,906,108,543,109,372,62,701,121,534,46
95SS19,2221,211,1813,197,1055,90,852,113,1166,121,961,84,1114,115,902,97,554,42,454,58,560,73,448,39,1107,96,911,100,501,48,398,55,606,48,513,45
95SS20,2234,323,1750,161,1077,152,834,91,1157,171,916,70,1364,202,1092,70,685,92,553,40,679,110,539,30,870,121,658,91,392,60,281,51,478,61,377,40
95SS21,3620,422,2966,232,1804,196,1469,139,1816,226,1497,93,2480,270,2080,130,1240,125,1038,77,1240,145,1042,53,1140,152,886,102,564,71,431,62,576,81,455,40
95SS22,2560,679,1632,249,1242,317,786,139,1318,362,846,110,1716,451,1082,183,855,213,542,100,861,238,540,83,844,228,550,66,387,104,244,39,457,124,306,27
95SS23,3049,254,2550,245,1506,135,1225,146,1543,119,1325,99,1972,166,1657,149,986,78,817,91,986,88,840,58,1077,88,893,96,520,57,408,55,557,31,485,41
95SS24,3901,722,2953,226,1905,351,1429,125,1996,371,1524,101,2566,512,1926,128,1284,240,968,76,1282,272,958,52,1335,210,1027,98,621,111,461,49,714,99,566,49
95SS25,1907,506,1222,179,873,243,548,82,1034,263,674,97,772,207,492,73,384,102,245,37,388,105,247,36,1135,299,730,106,489,141,303,45,646,158,427,61
95SS26,2791,2612,135,44,1269,1176,69,24,1522,1436,66,20,1144,1075,49,20,564,523,30,11,580,552,19,9,1647,1537,86,24,705,653,39,13,942,884,47,11
95SS27,2075,225,1694,156,974,94,782,98,1101,131,912,58,998,127,803,68,498,57,392,49,500,70,411,19,1077,98,891,88,476,37,390,49,601,61,501,39
95SS28,2031,799,1096,136,957,388,493,76,1074,411,603,60,944,373,517,54,477,182,263,32,467,191,254,22,1087,426,579,82,480,206,230,44,607,220,349,38
95SS29,1956,1760,158,38,929,821,84,24,1027,939,74,14,648,595,42,11,327,296,24,7,321,299,18,4,1308,1165,116,27,602,525,60,17,706,640,56,10
95SS30,2323,487,1673,163,1108,212,811,85,1215,275,862,78,1546,309,1136,101,773,138,587,48,773,171,549,53,777,178,537,62,335,74,224,37,442,104,313,25
95TT01,2064,1567,467,30,1029,779,235,15,1035,788,232,15,1167,897,257,13,582,443,132,7,585,454,125,6,897,670,210,17,447,336,103,8,450,334,107,9
95TT02,2020,1639,362,19,1010,820,181,9,1010,819,181,10,1116,892,213,11,560,444,111,5,556,448,102,6,904,747,149,8,450,376,70,4,454,371,79,4
95TT03,2477,1287,1123,67,1216,621,553,42,1261,666,570,25,1424,724,656,44,716,359,327,30,708,365,329,14,1053,563,467,23,500,262,226,12,553,301,241,11
95TT04,2215,2054,134,27,1092,1001,72,19,1123,1053,62,8,1218,1124,77,17,607,559,37,11,611,565,40,6,997,930,57,10,485,442,35,8,512,488,22,2
95TT05,2354,1564,731,59,1107,729,344,34,1247,835,387,25,1222,804,390,28,608,395,197,16,614,409,193,12,1132,760,341,31,499,334,147,18,633,426,194,13
95TT06,2048,1357,662,29,1035,667,355,13,1013,690,307,16,1170,801,359,10,584,392,187,5,586,409,172,5,878,556,303,19,451,275,168,8,427,281,135,11
95TT07,2098,1005,1043,50,1071,506,539,26,1027,499,504,24,1252,586,647,19,626,287,330,9,626,299,317,10,846,419,396,31,445,219,209,17,401,200,187,14
95TT08,2130,995,1084,51,1083,509,544,30,1047,486,540,21,1222,532,661,29,610,263,331,16,612,269,330,13,908,463,423,22,473,246,213,14,435,217,210,8
95TT09,2264,2097,153,14,1140,1050,82,8,1124,1047,71,6,1260,1158,96,6,630,577,48,5,630,581,48,1,1004,939,57,8,510,473,34,3,494,466,23,5
95TT10,2234,1733,447,54,1085,842,214,29,1149,891,233,25,1136,865,239,32,570,436,119,15,566,429,120,17,1098,868,208,22,515,406,95,14,583,462,113,8
95TT11,2389,2103,272,14,1237,1084,144,9,1152,1019,128,5,1388,1204,176,8,698,605,88,5,690,599,88,3,1001,899,96,6,539,479,56,4,462,420,40,2
95TT12,1996,722,1232,42,1038,382,633,23,958,340,599,19,1184,394,770,20,589,193,387,9,595,201,383,11,812,328,462,22,449,189,246,14,363,139,216,8
95TT13,2269,1195,962,112,1099,560,476,63,1170,635,486,49,1122,590,480,52,563,285,247,31,559,305,233,21,1147,605,482,60,536,275,229,32,611,330,253,28
95TT14,1760,929,766,65,854,455,369,30,906,474,397,35,954,510,407,37,478,256,202,20,476,254,205,17,806,419,359,28,376,199,167,10,430,220,192,18
95TT15,1840,565,1236,39,944,286,636,22,896,279,600,17,1086,352,715,19,544,172,363,9,542,180,352,10,754,213,521,20,400,114,273,13,354,99,248,7
95TT16,2090,1452,616,22,1049,720,315,14,1041,732,301,8,1158,817,329,12,579,401,171,7,579,416,158,5,932,635,287,10,470,319,144,7,462,316,143,3
95UU01,848,369,440,39,430,184,227,19,418,185,213,20,478,207,251,20,240,101,130,9,238,106,121,11,370,162,189,19,190,83,97,10,180,79,92,9
95UU02,819,36,756,27,393,17,363,13,426,19,393,14,478,22,441,15,239,10,222,7,239,12,219,8,341,14,315,12,154,7,141,6,187,7,174,6
95UU03,701,461,211,29,344,227,100,17,357,234,111,12,362,229,116,17,181,114,57,10,181,115,59,7,339,232,95,12,163,113,43,7,176,119,52,5
95UU04,592,35,542,15,276,14,254,8,316,21,288,7,262,18,241,3,131,6,123,2,131,12,118,1,330,17,301,12,145,8,131,6,185,9,170,6
95UU05,765,50,691,24,385,29,342,14,380,21,349,10,452,31,410,11,226,16,204,6,226,15,206,5,313,19,281,13,159,13,138,8,154,6,143,5
95UU06,1180,943,197,40,573,449,101,23,607,494,96,17,628,487,116,25,313,232,68,13,315,255,48,12,552,456,81,15,260,217,33,10,292,239,48,5
95UU07,672,75,568,29,368,41,310,17,304,34,258,12,390,41,335,14,195,18,171,6,195,23,164,8,282,34,233,15,173,23,139,11,109,11,94,4
95UU08,988,916,59,13,500,456,36,8,488,460,23,5,484,453,25,6,241,223,14,4,243,230,11,2,504,463,34,7,259,233,22,4,245,230,12,3
95UU09,1280,1158,100,22,655,594,50,11,625,564,50,11,712,647,51,14,356,324,23,9,356,323,28,5,568,511,49,8,299,270,27,2,269,241,22,6
95UU10,951,888,54,9,512,478,28,6,439,410,26,3,472,450,16,6,238,223,11,4,234,227,5,2,479,438,38,3,274,255,17,2,205,183,21,1
95UU11,805,731,64,10,428,389,30,9,377,342,34,1,442,399,38,5,221,199,17,5,221,200,21,0,363,332,26,5,207,190,13,4,156,142,13,1
95UU12,1036,813,191,32,495,383,99,13,541,430,92,19,492,393,83,16,247,196,43,8,245,197,40,8,544,420,108,16,248,187,56,5,296,233,52,11
95UU13,722,316,390,16,372,156,206,10,350,160,184,6,374,161,204,9,187,75,106,6,187,86,98,3,348,155,186,7,185,81,100,4,163,74,86,3
95UU14,1348,1018,297,33,621,461,140,20,727,557,157,13,636,471,153,12,317,238,74,5,319,233,79,7,712,547,144,21,304,223,66,15,408,324,78,6
95UU15,758,129,595,34,393,72,299,22,365,57,296,12,424,71,350,3,212,37,173,2,212,34,177,1,334,58,245,31,181,35,126,20,153,23,119,11
95VV01,2513,1073,1357,83,1237,509,683,45,1276,564,674,38,1422,562,826,34,712,272,423,17,710,290,403,17,1091,511,531,49,525,237,260,28,566,274,271,21
95VV02,1753,1566,110,77,869,763,54,52,884,803,56,25,693,617,47,29,343,307,19,17,350,310,28,12,1060,949,63,48,526,456,35,35,534,493,28,13
95VV03,1954,1270,629,55,974,614,326,34,980,656,303,21,936,580,331,25,471,280,178,13,465,300,153,12,1018,690,298,30,503,334,148,21,515,356,150,9
95VV04,2369,1081,1242,46,1192,535,628,29,1177,546,614,17,1442,606,807,29,722,307,398,17,720,299,409,12,927,475,435,17,470,228,230,12,457,247,205,5
95VV05,3199,2929,224,46,1638,1483,128,27,1561,1446,96,19,1928,1779,127,22,962,882,67,13,966,897,60,9,1271,1150,97,24,676,601,61,14,595,549,36,10
95VV06,2565,2455,76,34,1256,1192,43,21,1309,1263,33,13,1333,1267,45,21,664,625,26,13,669,642,19,8,1232,1188,31,13,592,567,17,8,640,621,14,5
95VV07,3362,2939,352,71,1636,1418,177,41,1726,1521,175,30,1738,1504,204,30,870,741,108,21,868,763,96,9,1624,1435,148,41,766,677,69,20,858,758,79,21
95VV08,2255,2110,129,16,1115,1046,59,10,1140,1064,70,6,1079,1015,60,4,536,504,31,1,543,511,29,3,1176,1095,69,12,579,542,28,9,597,553,41,3
95VV09,2097,2008,74,15,1047,1005,35,7,1050,1003,39,8,923,884,34,5,461,442,16,3,462,442,18,2,1174,1124,40,10,586,563,19,4,588,561,21,6
95VV10,2419,2248,95,76,1150,1064,45,41,1269,1184,50,35,1022,932,57,33,512,464,30,18,510,468,27,15,1397,1316,38,43,638,600,15,23,759,716,23,20
95VV11,3334,2909,366,59,1612,1377,202,33,1722,1532,164,26,1902,1645,226,31,949,802,129,18,953,843,97,13,1432,1264,140,28,663,575,73,15,769,689,67,13
95VV12,2393,2135,211,47,1167,1049,97,21,1226,1086,114,26,1198,1076,99,23,599,542,45,12,599,534,54,11,1195,1059,112,24,568,507,52,9,627,552,60,15
95VV13,2545,1610,891,44,1324,823,472,29,1221,787,419,15,1528,954,547,27,768,472,278,18,760,482,269,9,1017,656,344,17,556,351,194,11,461,305,150,6
95VV14,2664,2457,131,76,1275,1165,68,42,1389,1292,63,34,1340,1234,72,34,668,612,37,19,672,622,35,15,1324,1223,59,42,607,553,31,23,717,670,28,19
95VV15,2422,2109,236,77,1154,1001,111,42,1268,1108,125,35,1104,969,105,30,553,478,57,18,551,491,48,12,1318,1140,131,47,601,523,54,24,717,617,77,23
95VV16,2431,2325,81,25,1189,1140,38,11,1242,1185,43,14,1244,1190,45,9,622,592,24,6,622,598,21,3,1187,1135,36,16,567,548,14,5,620,587,22,11
95VV17,3166,2995,129,42,1537,1446,61,30,1629,1549,68,12,1688,1598,67,23,843,795,30,18,845,803,37,5,1478,1397,62,19,694,651,31,12,784,746,31,7
95VV18,2891,745,2011,135,1405,352,973,80,1486,393,1038,55,1536,376,1103,57,765,173,559,33,771,203,544,24,1355,369,908,78,640,179,414,47,715,190,494,31
95VV19,2301,1284,959,58,1109,620,463,26,1192,664,496,32,1218,650,538,30,609,328,268,13,609,322,270,17,1083,634,421,28,500,292,195,13,583,342,226,15
95VV20,2277,1454,769,54,1188,757,405,26,1089,697,364,28,1286,804,456,26,646,403,231,12,640,401,225,14,991,650,313,28,542,354,174,14,449,296,139,14
95VV21,2921,2426,436,59,1475,1224,213,38,1446,1202,223,21,1732,1419,284,29,867,705,143,19,865,714,141,10,1189,1007,152,30,608,519,70,19,581,488,82,11
95VV22,2096,1303,741,52,1069,673,366,30,1027,630,375,22,1094,649,432,13,545,322,216,7,549,327,216,6,1002,654,309,39,524,351,150,23,478,303,159,16
95VV23,2298,1986,227,85,1129,978,108,43,1169,1008,119,42,1152,995,120,37,574,494,60,20,578,501,60,17,1146,991,107,48,555,484,48,23,591,507,59,25
95VV24,2451,2076,299,76,1152,953,156,43,1299,1123,143,33,1240,1045,156,39,619,501,95,23,621,544,61,16,1211,1031,143,37,533,452,61,20,678,579,82,17
95VV25,2703,2548,107,48,1337,1253,56,28,1366,1295,51,20,1480,1400,53,27,738,694,29,15,742,706,24,12,1223,1148,54,21,599,559,27,13,624,589,27,8
95VV26,2630,2200,403,27,1305,1069,216,20,1325,1131,187,7,1462,1209,238,15,729,597,122,10,733,612,116,5,1168,991,165,12,576,472,94,10,592,519,71,2
95VV27,1858,1695,113,50,942,854,55,33,916,841,58,17,838,764,51,23,420,383,23,14,418,381,28,9,1020,931,62,27,522,471,32,19,498,460,30,8
95VV28,2735,2423,237,75,1339,1178,121,40,1396,1245,116,35,1362,1226,107,29,680,613,52,15,682,613,55,14,1373,1197,130,46,659,565,69,25,714,632,61,21
95VV29,2442,1406,1003,33,1226,701,510,15,1216,705,493,18,1462,816,634,12,730,403,321,6,732,413,313,6,980,590,369,21,496,298,189,9,484,292,180,12
95VV30,2364,1751,522,91,1151,849,252,50,1213,902,270,41,1302,978,289,35,651,477,154,20,651,501,135,15,1062,773,233,56,500,372,98,30,562,401,135,26
95WW01,2268,480,1558,230,1048,207,708,133,1220,273,850,97,1138,244,787,107,570,101,406,63,568,143,381,44,1130,236,771,123,478,106,302,70,652,130,469,53
95WW02,2915,129,2607,179,1356,57,1208,91,1559,72,1399,88,1668,81,1513,74,831,40,747,44,837,41,766,30,1247,48,1094,105,525,17,461,47,722,31,633,58
95WW03,2881,186,2472,223,1388,89,1175,124,1493,97,1297,99,1596,96,1385,115,796,46,680,70,800,50,705,45,1285,90,1087,108,592,43,495,54,693,47,592,54
95WW04,2237,245,1804,188,1084,97,881,106,1153,148,923,82,1420,171,1148,101,709,71,573,65,711,100,575,36,817,74,656,87,375,26,308,41,442,48,348,46
95WW05,2262,639,1464,159,1069,281,690,98,1193,358,774,61,1248,343,824,81,622,155,415,52,626,188,409,29,1014,296,640,78,447,126,275,46,567,170,365,32
95WW06,2506,110,2259,137,1242,56,1108,78,1264,54,1151,59,1677,80,1529,68,836,40,759,37,841,40,770,31,829,30,730,69,406,16,349,41,423,14,381,28
95WW07,3318,167,2957,194,1597,78,1409,110,1721,89,1548,84,2144,105,1941,98,1075,54,968,53,1069,51,973,45,1174,62,1016,96,522,24,441,57,652,38,575,39
95WW08,2085,389,1556,140,958,168,719,71,1127,221,837,69,1298,216,1006,76,648,97,511,40,650,119,495,36,787,173,550,64,310,71,208,31,477,102,342,33
95WW09,2096,274,1679,143,976,121,777,78,1120,153,902,65,1234,180,995,59,618,85,496,37,616,95,499,22,862,94,684,84,358,36,281,41,504,58,403,43
95WW10,2284,186,1924,174,1056,84,882,90,1228,102,1042,84,1316,121,1099,96,655,54,552,49,661,67,547,47,968,65,825,78,401,30,330,41,567,35,495,37
95WW11,2439,1823,528,88,1182,882,243,57,1257,941,285,31,1460,1075,340,45,728,523,173,32,732,552,167,13,979,748,188,43,454,359,70,25,525,389,118,18
95WW12,1891,76,1635,180,860,30,730,100,1031,46,905,80,792,36,702,54,399,17,346,36,393,19,356,18,1099,40,933,126,461,13,384,64,638,27,549,62
95WW13,2892,90,2603,199,1408,40,1247,121,1484,50,1356,78,1878,59,1712,107,933,24,845,64,945,35,867,43,1014,31,891,92,475,16,402,57,539,15,489,35
95WW14,1758,53,1540,165,815,22,718,75,943,31,822,90,701,24,617,60,349,8,313,28,352,16,304,32,1057,29,923,105,466,14,405,47,591,15,518,58
95WW15,2563,1598,811,154,1217,745,384,88,1346,853,427,66,1492,902,509,81,745,443,256,46,747,459,253,35,1071,696,302,73,472,302,128,42,599,394,174,31
95WW16,2342,984,1208,150,1079,446,545,88,1263,538,663,62,1196,526,609,61,595,246,313,36,601,280,296,25,1146,458,599,89,484,200,232,52,662,258,367,37
95WW17,1886,168,1597,121,877,87,722,68,1009,81,875,53,1058,83,918,57,531,41,457,33,527,42,461,24,828,85,679,64,346,46,265,35,482,39,414,29
95WW18,1836,561,1156,119,860,257,536,67,976,304,620,52,1022,311,656,55,512,148,332,32,510,163,324,23,814,250,500,64,348,109,204,35,466,141,296,29
95WW19,4777,644,3721,412,2343,295,1812,236,2434,349,1909,176,3230,488,2511,231,1615,217,1268,130,1615,271,1243,101,1547,156,1210,181,728,78,544,106,819,78,666,75
95WW20,6289,2685,3208,396,3051,1265,1574,212,3238,1420,1634,184,4046,1707,2116,223,2022,822,1077,123,2024,885,1039,100,2243,978,1092,173,1029,443,497,89,1214,535,595,84
95WW21,2646,250,2121,275,1214,116,944,154,1432,134,1177,121,1346,162,1058,126,670,79,512,79,676,83,546,47,1300,88,1063,149,544,37,432,75,756,51,631,74
95WW22,2357,173,1991,193,1107,75,936,96,1250,98,1055,97,1283,113,1074,96,633,46,532,55,650,67,542,41,1074,60,917,97,474,29,404,41,600,31,513,56
95WW23,2779,763,1711,305,1343,362,816,165,1436,401,895,140,1600,429,1018,153,803,199,516,88,797,230,502,65,1179,334,693,152,540,163,300,77,639,171,393,75
95WW24,2724,1351,1207,166,1263,623,550,90,1461,728,657,76,1140,534,541,65,565,262,267,36,575,272,274,29,1584,817,666,101,698,361,283,54,886,456,383,47
95WW25,1768,99,1516,153,828,48,690,90,940,51,826,63,736,39,636,61,373,20,322,31,363,19,314,30,1032,60,880,92,455,28,368,59,577,32,512,33
95XX01,4087,393,3333,361,1979,172,1608,199,2108,221,1725,162,2722,263,2268,191,1360,117,1133,110,1362,146,1135,81,1365,130,1065,170,619,55,475,89,746,75,590,81
95XX02,2075,241,1654,180,972,98,765,109,1103,143,889,71,1322,172,1066,84,658,68,538,52,664,104,528,32,753,69,588,96,314,30,227,57,439,39,361,39
