DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC3401NI","OCCUPANCY RATING BY GENERAL HEALTH","All usual residents in households","1. General health refers to health over the 12 months prior to Census day (27 March 2011).; 2. Occupancy rating - The occupancy rating provides a measure of under-occupancy and overcrowding. For example, a value of -1 implies that there is one room too few and that there is overcrowding in the household. The occupancy rating assumes that every household, including one person households, requires a minimum of two common rooms (excluding bathrooms).; "
