GeographyCode,LC2201NI0001,LC2201NI0002,LC2201NI0003,LC2201NI0004,LC2201NI0005,LC2201NI0006,LC2201NI0007,LC2201NI0008,LC2201NI0009,LC2201NI0010,LC2201NI0011,LC2201NI0012,LC2201NI0013,LC2201NI0014,LC2201NI0015,LC2201NI0016,LC2201NI0017,LC2201NI0018,LC2201NI0019,LC2201NI0020,LC2201NI0021,LC2201NI0022,LC2201NI0023,LC2201NI0024,LC2201NI0025
95BB02,2347,184,1546,617,390,1444,66,1034,344,200,88,31,31,26,15,452,42,276,134,94,363,45,205,113,81
95BB03,4219,174,3100,945,669,2694,69,2088,537,352,113,37,54,22,19,720,35,481,204,150,692,33,477,182,148
95BB04,3048,173,2174,701,476,1853,55,1409,389,250,94,24,30,40,19,553,61,359,133,100,548,33,376,139,107
95BB05,3401,79,2559,763,520,2071,18,1659,394,246,119,35,56,28,20,615,15,422,178,129,596,11,422,163,125
95BB06,2870,255,1795,820,520,1732,87,1192,453,260,89,40,32,17,12,586,81,317,188,136,463,47,254,162,112
95BB07,2953,86,2155,712,512,1900,21,1516,363,246,59,18,29,12,7,533,31,302,200,156,461,16,308,137,103
95BB08,2625,122,1931,572,407,1694,29,1354,311,211,57,15,21,21,14,458,42,295,121,87,416,36,261,119,95
95BB09,2943,107,2149,687,540,1806,22,1428,356,276,66,26,28,12,7,471,21,319,131,103,600,38,374,188,154
95BB10,3327,192,2278,857,614,1996,68,1480,448,300,130,38,52,40,23,545,37,344,164,128,656,49,402,205,163
95BB11,2955,98,2173,684,479,1887,38,1475,374,252,62,23,25,14,9,492,22,326,144,100,514,15,347,152,118
95BB12,2776,196,1763,817,570,1713,82,1174,457,306,88,37,30,21,17,490,44,258,188,140,485,33,301,151,107
95BB13,4444,256,3056,1132,823,2828,87,2111,630,433,91,40,21,30,24,783,82,477,224,167,742,47,447,248,199
95BB14,3116,162,2192,762,591,1804,54,1404,346,240,132,53,41,38,30,528,31,339,158,137,652,24,408,220,184
95BB15,3489,1867,999,623,381,1388,453,666,269,175,629,533,20,76,27,1038,694,166,178,110,434,187,147,100,69
95BB16,3136,130,2278,728,556,1971,45,1518,408,291,88,20,40,28,25,487,37,308,142,118,590,28,412,150,122
95BB17,3556,188,2334,1034,787,2225,62,1575,588,442,87,31,24,32,23,643,56,362,225,165,601,39,373,189,157
95BB18,4279,135,3032,1112,829,2691,44,2058,589,426,103,36,36,31,22,737,31,442,264,195,748,24,496,228,186
95BB19,4788,343,3306,1139,879,2978,144,2224,610,478,143,66,49,28,17,805,89,463,253,201,862,44,570,248,183
95BB20,3413,2572,431,410,238,976,550,268,158,97,1057,966,18,73,32,1066,891,67,108,60,314,165,78,71,49
95BB21,4719,484,3143,1092,758,2849,102,2181,566,391,235,147,39,49,21,798,147,421,230,169,837,88,502,247,177
95BB22,3040,97,2142,801,610,1947,41,1454,452,352,53,14,16,23,6,546,23,318,205,158,494,19,354,121,94
95BB23,3025,273,2042,710,503,1797,83,1342,372,261,122,50,28,44,32,539,81,298,160,113,567,59,374,134,97
95CC01,2558,2136,170,252,76,262,107,95,60,15,1288,1210,5,73,23,709,597,46,66,12,299,222,24,53,26
95CC02,2725,1789,711,225,103,606,63,482,61,16,1226,1119,24,83,40,683,507,112,64,35,210,100,93,17,12
95CC03,2817,2195,143,479,170,285,96,87,102,32,1446,1269,12,165,31,614,533,12,69,13,472,297,32,143,94
95CC04,2440,1625,560,255,46,543,67,399,77,13,1198,1109,25,64,8,530,383,74,73,8,169,66,62,41,17
95CC05,2774,1701,767,306,109,785,75,624,86,20,1096,998,19,79,29,631,486,64,81,22,262,142,60,60,38
95CC06,2776,1395,1000,381,164,936,103,695,138,58,911,792,17,102,35,559,355,133,71,39,370,145,155,70,32
95CC07,3475,2597,457,421,68,508,98,297,113,16,1884,1724,14,146,32,827,656,77,94,6,256,119,69,68,14
95CC08,2565,2184,71,310,55,181,80,24,77,5,1502,1396,7,99,22,654,559,20,75,8,228,149,20,59,20
95CC09,3354,249,2684,421,208,2213,21,1931,261,131,178,109,38,31,2,488,59,368,61,37,475,60,347,68,38
95CC10,2577,455,1855,267,163,1479,32,1324,123,70,272,216,37,19,8,436,169,211,56,35,390,38,283,69,50
95CC11,1795,1488,43,264,44,195,92,26,77,6,936,845,2,89,8,488,413,8,67,12,176,138,7,31,18
95CC12,2785,1222,1301,262,98,1079,44,952,83,25,989,896,23,70,14,462,226,171,65,37,255,56,155,44,22
95CC13,2474,1212,1042,220,87,887,29,780,78,22,874,800,28,46,11,538,322,151,65,32,175,61,83,31,22
95CC14,3035,262,2341,432,280,1997,55,1685,257,156,172,113,32,27,14,466,57,332,77,55,400,37,292,71,55
95CC15,2903,1067,1519,317,158,1323,56,1129,138,64,656,586,20,50,17,549,315,167,67,41,375,110,203,62,36
95CC16,2820,374,2086,360,200,1708,38,1462,208,120,257,194,38,25,15,457,81,299,77,27,398,61,287,50,38
95CC17,2730,1771,710,249,80,644,69,488,87,21,1225,1127,26,72,24,632,489,95,48,13,229,86,101,42,22
95CC18,2342,1125,869,348,163,759,85,546,128,53,674,590,29,55,31,452,239,153,60,35,457,211,141,105,44
95CC19,2720,877,1535,308,157,1338,76,1123,139,60,556,487,16,53,23,517,242,193,82,54,309,72,203,34,20
95CC20,3010,170,2424,416,262,1844,20,1638,186,107,74,26,36,12,6,513,43,371,99,71,579,81,379,119,78
95CC21,2925,333,2161,431,276,1821,66,1517,238,155,149,104,21,24,8,522,118,320,84,63,433,45,303,85,50
95CC22,1740,336,1079,325,174,964,47,780,137,60,188,121,36,31,11,235,53,120,62,33,353,115,143,95,70
95DD01,2099,302,1480,317,188,1259,80,1020,159,90,125,79,14,32,15,288,56,178,54,35,427,87,268,72,48
95DD02,3888,179,3163,546,337,2748,59,2359,330,195,101,65,24,12,6,439,31,309,99,60,600,24,471,105,76
95DD03,3503,501,2270,732,462,2025,122,1539,364,203,156,99,25,32,21,604,137,333,134,99,718,143,373,202,139
95DD04,1926,95,1397,434,207,1361,40,1051,270,113,58,20,24,14,2,291,27,177,87,58,216,8,145,63,34
95DD05,1739,67,1244,428,221,1283,41,951,291,139,30,2,8,20,6,213,20,138,55,34,213,4,147,62,42
95DD06,2588,476,1684,428,262,1533,115,1186,232,124,169,127,19,23,16,407,112,216,79,51,479,122,263,94,71
95DD07,3363,153,2690,520,362,2254,40,1915,299,198,78,24,32,22,13,505,64,325,116,83,526,25,418,83,68
95DD08,2126,709,883,534,255,939,144,559,236,92,209,154,17,38,20,390,144,148,98,55,588,267,159,162,88
95DD09,2590,154,2100,336,207,1773,26,1523,224,119,72,46,17,9,7,369,56,260,53,39,376,26,300,50,42
95DD10,2805,79,2297,429,267,1971,26,1668,277,177,40,5,25,10,7,351,14,272,65,32,443,34,332,77,51
95DD11,2363,1225,609,529,237,1012,335,415,262,116,349,297,8,44,11,526,312,103,111,64,476,281,83,112,46
95DD12,2610,373,1904,333,201,1581,48,1367,166,91,203,171,21,11,5,423,121,201,101,74,403,33,315,55,31
95DD13,1784,878,481,425,183,691,183,329,179,80,324,273,3,48,11,413,249,57,107,51,356,173,92,91,41
95DD14,3277,197,2564,516,336,2112,53,1789,270,168,101,52,26,23,8,486,60,321,105,74,578,32,428,118,86
95DD15,3451,1981,1127,343,149,1176,228,797,151,70,1005,931,16,58,15,925,670,158,97,48,345,152,156,37,16
95DD16,2981,349,2207,425,260,1911,80,1590,241,137,146,108,25,13,6,459,118,264,77,62,465,43,328,94,55
95DD17,3461,1318,1746,397,226,1546,92,1261,193,109,701,636,22,43,16,805,487,208,110,66,409,103,255,51,35
95DD18,1885,112,1394,379,183,1212,33,978,201,100,49,10,14,25,4,284,12,190,82,45,340,57,212,71,34
95DD19,3364,147,2715,502,351,2288,35,1935,318,212,82,41,27,14,8,407,32,299,76,57,587,39,454,94,74
95DD20,1746,91,1283,372,196,1139,27,906,206,102,54,10,26,18,4,340,39,217,84,56,213,15,134,64,34
95DD21,2139,663,1004,472,261,1030,154,661,215,108,213,175,21,17,7,400,139,142,119,73,496,195,180,121,73
95DD22,3136,1042,1782,312,130,1704,156,1364,184,79,502,453,19,30,12,602,346,202,54,26,328,87,197,44,13
95DD23,2509,266,1873,370,245,1612,47,1354,211,138,142,93,30,19,14,432,106,251,75,48,323,20,238,65,45
95DD24,2711,1714,634,363,220,900,312,439,149,82,733,680,15,38,18,658,476,82,100,55,420,246,98,76,65
95EE01,1895,1668,111,116,44,238,148,61,29,12,836,790,6,40,10,691,645,20,26,9,130,85,24,21,13
95EE02,2095,87,1695,313,193,1407,28,1202,177,111,75,25,31,19,6,338,28,240,70,44,275,6,222,47,32
95EE03,1999,292,1368,339,205,1293,100,988,205,125,88,59,10,19,4,299,56,180,63,33,319,77,190,52,43
95EE04,1993,741,987,265,160,953,91,707,155,85,352,325,10,17,9,483,291,137,55,38,205,34,133,38,28
95EE05,1509,143,1147,219,133,905,40,746,119,75,58,35,15,8,4,297,53,193,51,26,249,15,193,41,28
95EE06,2278,1806,307,165,67,439,144,232,63,32,1034,976,13,45,11,619,545,33,41,15,186,141,29,16,9
95EE07,1798,272,1255,271,173,1139,92,870,177,105,86,63,11,12,8,372,94,229,49,36,201,23,145,33,24
95EE08,1719,245,1185,289,175,1064,79,833,152,89,81,52,15,14,10,336,72,193,71,43,238,42,144,52,33
95EE09,1890,602,1029,259,145,902,67,709,126,72,322,269,26,27,8,426,226,139,61,33,240,40,155,45,32
95EE10,1797,1011,607,179,75,590,71,442,77,20,559,518,6,35,15,432,305,89,38,20,216,117,70,29,20
95EE11,1677,561,926,190,118,788,78,628,82,56,212,184,14,14,8,449,265,138,46,21,228,34,146,48,33
95EE12,2507,285,1802,420,261,1581,103,1239,239,145,98,46,29,23,7,435,79,274,82,52,393,57,260,76,57
95EE13,1529,307,972,250,152,910,104,667,139,83,92,51,19,22,10,298,115,137,46,31,229,37,149,43,28
95EE14,2684,343,1888,453,296,1717,112,1340,265,170,128,91,21,16,3,478,96,279,103,77,361,44,248,69,46
95EE15,1728,337,1137,254,166,1011,79,805,127,80,118,92,14,12,7,346,128,164,54,35,253,38,154,61,44
95EE16,2126,552,1301,273,156,1091,66,894,131,76,279,241,11,27,11,503,211,227,65,35,253,34,169,50,34
95FF01,4796,1353,2671,772,534,2418,279,1807,332,229,648,514,57,77,56,995,387,401,207,143,735,173,406,156,106
95FF02,2817,1519,1025,273,152,959,139,726,94,44,783,714,12,57,19,774,553,152,69,49,301,113,135,53,40
95FF03,3006,1038,1439,529,356,1480,256,952,272,173,386,317,16,53,32,714,366,218,130,98,426,99,253,74,53
95FF04,2629,926,1391,312,174,1240,108,992,140,79,457,400,18,39,17,618,353,186,79,40,314,65,195,54,38
95FF05,2563,419,1626,518,338,1455,96,1091,268,162,130,72,35,23,17,579,156,277,146,106,399,95,223,81,53
95FF06,4116,500,2767,849,583,2446,146,1901,399,276,191,111,39,41,16,792,154,429,209,152,687,89,398,200,139
95FF07,2769,1232,1061,476,274,1274,297,764,213,129,463,396,27,40,16,714,414,159,141,74,318,125,111,82,55
95FF08,2364,591,1450,323,203,1391,155,1055,181,109,224,184,23,17,6,447,189,195,63,43,302,63,177,62,45
95FF09,2522,913,1224,385,212,1250,188,885,177,101,417,356,28,33,11,563,306,152,105,56,292,63,159,70,44
95FF10,3473,434,2438,601,430,2162,69,1759,334,237,223,170,21,32,17,615,169,305,141,106,473,26,353,94,70
95FF11,2582,725,1565,292,187,1400,70,1174,156,95,367,318,31,18,9,526,297,158,71,45,289,40,202,47,38
95FF12,2724,1373,981,370,203,907,167,605,135,56,665,594,22,49,20,800,523,162,115,72,352,89,192,71,55
95FF13,2708,890,1473,345,192,1303,150,988,165,92,469,387,35,47,22,589,282,234,73,43,347,71,216,60,35
95FF14,2432,310,1764,358,221,1436,63,1198,175,93,158,105,33,20,7,450,107,248,95,72,388,35,285,68,49
95FF15,2740,983,1414,343,175,1272,134,981,157,71,484,420,17,47,21,637,298,242,97,50,347,131,174,42,33
95FF16,2374,476,1548,350,239,1443,110,1138,195,128,181,131,21,29,11,443,183,184,76,58,307,52,205,50,42
95FF17,1724,553,878,293,184,843,135,577,131,75,227,181,16,30,15,429,182,167,80,53,225,55,118,52,41
95GG01,4907,4244,41,622,163,394,258,18,118,18,3244,2942,3,299,87,1052,898,9,145,36,217,146,11,60,22
95GG02,5987,4872,91,1024,144,743,466,38,239,31,3546,3042,18,486,59,1404,1178,23,203,29,294,186,12,96,25
95GG03,5939,755,3295,1889,1421,2872,149,2002,721,544,507,235,77,195,110,1264,190,564,510,408,1296,181,652,463,359
95GG04,4908,2154,1636,1118,467,1845,211,1230,404,192,1688,1412,35,241,56,855,403,218,234,94,520,128,153,239,125
95GG05,5928,2628,1092,2208,1476,1494,286,633,575,333,1802,1243,51,508,332,1305,596,212,497,366,1327,503,196,628,445
95GG06,5626,251,4047,1328,748,3759,46,3015,698,425,291,92,55,144,35,808,59,475,274,164,768,54,502,212,124
95GG07,5485,4538,135,812,215,570,323,58,189,42,3546,3157,17,372,95,975,837,23,115,36,394,221,37,136,42
95GG08,4910,2790,1094,1026,521,1463,339,749,375,184,1695,1450,30,215,92,1184,748,165,271,148,568,253,150,165,97
95GG09,6165,392,4208,1565,1151,3675,59,2808,808,570,284,132,64,88,45,1107,110,652,345,274,1099,91,684,324,262
95GG10,3998,399,2384,1215,705,2113,28,1632,453,240,299,115,59,125,53,664,49,364,251,168,922,207,329,386,244
95GG11,5453,584,2980,1889,1184,2882,74,2005,803,502,389,151,48,190,72,1043,100,485,458,326,1139,259,442,438,284
95GG12,8945,4484,1238,3223,1811,1516,345,513,658,319,3639,2775,115,749,409,1752,800,300,652,400,2038,564,310,1164,683
95GG13,4722,1561,2171,990,601,2075,111,1571,393,238,1162,931,41,190,83,852,343,296,213,155,633,176,263,194,125
95GG14,4820,2459,1531,830,477,1552,253,1027,272,145,1703,1471,32,200,79,946,511,229,206,146,619,224,243,152,107
95GG15,5920,653,3781,1486,1130,3221,151,2438,632,480,427,208,90,129,69,1110,161,585,364,285,1162,133,668,361,296
95GG16,5452,3471,626,1355,732,1138,374,408,356,166,2493,2062,15,416,207,1191,761,94,336,205,630,274,109,247,154
95GG17,5330,3367,985,978,421,1331,323,720,288,120,2428,2084,15,329,116,1116,779,126,211,96,455,181,124,150,89
95GG18,4975,4004,83,888,174,523,247,46,230,37,3149,2783,9,357,69,912,741,6,165,25,391,233,22,136,43
95GG19,4582,320,3357,905,397,3184,58,2644,482,227,379,174,57,148,10,530,58,344,128,63,489,30,312,147,97
95GG20,4901,817,2650,1434,764,2523,91,1893,539,308,696,374,66,256,70,741,139,338,264,166,941,213,353,375,220
95GG21,5184,3962,145,1077,203,637,322,59,256,28,2958,2558,18,382,63,1126,889,30,207,38,463,193,38,232,74
95GG22,5343,4604,59,680,226,387,239,22,126,32,3596,3231,9,356,119,1080,943,10,127,41,280,191,18,71,34
95GG23,4555,1995,1711,849,514,1552,136,1127,289,171,1445,1233,37,175,96,853,440,236,177,127,705,186,311,208,120
95GG24,4561,1616,1972,973,603,2012,209,1428,375,238,1077,853,41,183,63,777,321,240,216,143,695,233,263,199,159
95GG25,5573,4867,44,662,155,403,218,25,160,19,3945,3603,12,330,96,931,818,3,110,25,294,228,4,62,15
95GG26,3749,503,2456,790,328,2334,55,1859,420,202,506,313,60,133,13,442,94,240,108,40,467,41,297,129,73
95GG27,6498,5484,77,937,183,529,267,43,219,17,4465,4014,10,441,105,1194,1010,13,171,36,310,193,11,106,25
95GG28,5651,390,4207,1054,623,3902,62,3260,580,359,373,205,54,114,26,646,63,418,165,99,730,60,475,195,139
95GG29,5014,498,2843,1673,990,2782,56,2006,720,421,286,116,40,130,48,787,88,409,290,220,1159,238,388,533,301
95GG30,4827,303,3262,1262,919,2889,46,2226,617,466,269,121,56,92,36,796,73,420,303,239,873,63,560,250,178
95GG31,6519,5026,527,966,340,881,273,354,254,110,3999,3575,10,414,111,1246,954,100,192,72,393,224,63,106,47
95GG32,6409,2722,2462,1225,595,2711,485,1739,487,221,1641,1352,50,239,77,1184,634,285,265,131,873,251,388,234,166
95GG33,5555,3050,1282,1223,817,1313,313,647,353,220,2073,1731,61,281,160,1123,643,220,260,193,1046,363,354,329,244
95GG34,4927,2712,1348,867,510,1328,171,886,271,153,1903,1654,46,203,111,1033,622,204,207,127,663,265,212,186,119
95GG35,4950,3843,129,978,143,726,414,79,233,21,2646,2261,15,370,56,1178,961,21,196,26,400,207,14,179,40
95GG36,5619,461,3590,1568,1194,3161,50,2393,718,521,355,169,60,126,73,1040,91,540,409,350,1063,151,597,315,250
95GG37,6041,1934,2127,1980,1444,2038,133,1324,581,396,1400,1000,53,347,236,1274,402,357,515,407,1329,399,393,537,405
95GG38,6564,3377,1492,1695,1204,1620,318,836,466,307,2293,1851,70,372,250,1485,812,283,390,289,1166,396,303,467,358
95GG39,7214,2058,2641,2515,1215,2903,240,1782,881,456,1505,1082,99,324,137,1148,443,356,349,194,1658,293,404,961,428
95GG40,3816,183,2755,878,345,2752,25,2216,511,190,205,92,39,74,14,434,41,252,141,59,425,25,248,152,82
95GG41,5548,541,3522,1485,1143,2912,100,2167,645,480,384,187,67,130,88,1082,159,555,368,300,1170,95,733,342,275
95GG42,8139,3364,2504,2271,1680,2134,310,1199,625,445,2411,1886,133,392,285,1640,659,516,465,375,1954,509,656,789,575
95GG43,4874,326,3057,1491,1028,2840,40,2081,719,489,217,80,46,91,39,850,53,473,324,254,967,153,457,357,246
95GG44,5591,603,3022,1966,1154,3072,56,2123,893,532,330,120,57,153,43,944,75,455,414,258,1245,352,387,506,321
95GG45,4841,1218,2469,1154,708,2362,159,1695,508,289,817,638,48,131,66,824,250,324,250,179,838,171,402,265,174
95GG46,5250,4446,76,728,145,534,307,43,184,27,3409,3053,10,346,67,1098,968,10,120,26,209,118,13,78,25
95GG47,5829,4452,244,1133,490,781,465,106,210,87,3004,2503,29,472,181,1419,1142,50,227,98,625,342,59,224,124
95GG48,5694,4887,94,713,113,516,302,42,172,22,3795,3486,16,293,62,1111,955,7,149,10,272,144,29,99,19
95GG49,8141,2601,2565,2975,1892,1992,245,1055,692,444,2032,1335,185,512,338,1646,523,565,558,424,2471,498,760,1213,686
95GG50,5445,805,2779,1861,1230,2742,60,1895,787,528,456,252,65,139,78,941,96,413,432,289,1306,397,406,503,335
95GG51,4088,138,3033,917,403,2914,39,2310,565,273,150,35,46,69,6,490,29,330,131,49,534,35,347,152,75
95HH01,2059,236,1189,634,470,1173,84,755,334,235,93,44,15,34,23,462,73,228,161,123,331,35,191,105,89
95HH02,2962,160,2152,650,523,1832,48,1434,350,278,57,28,16,13,7,531,48,343,140,110,542,36,359,147,128
95HH03,1663,153,1166,344,246,1044,52,793,199,136,76,39,24,13,8,245,34,149,62,47,298,28,200,70,55
95HH04,3067,171,2210,686,528,2018,60,1573,385,284,51,25,10,16,8,424,54,233,137,115,574,32,394,148,121
95HH05,2171,93,1508,570,372,1434,39,1070,325,213,45,5,14,26,8,332,14,213,105,77,360,35,211,114,74
95HH06,4797,268,3447,1082,815,3031,97,2349,585,421,115,50,30,35,18,755,58,451,246,198,896,63,617,216,178
95HH07,1493,80,1010,403,259,973,48,702,223,126,22,6,9,7,3,261,19,149,93,71,237,7,150,80,59
95HH08,2619,308,1588,723,567,1469,64,1020,385,289,154,89,15,50,30,512,98,254,160,135,484,57,299,128,113
95HH09,2620,335,1542,743,510,1512,95,1040,377,240,119,60,21,38,19,486,94,237,155,130,503,86,244,173,121
95HH10,2489,209,1686,594,506,1465,55,1117,293,251,82,42,21,19,17,502,78,258,166,141,440,34,290,116,97
95HH11,1417,70,964,383,254,917,24,666,227,149,48,16,16,16,6,238,20,149,69,50,214,10,133,71,49
95HH12,1552,60,1044,448,350,1057,19,742,296,231,37,11,11,15,3,234,18,141,75,66,224,12,150,62,50
95HH13,1407,44,976,387,274,982,20,717,245,187,22,3,8,11,0,226,19,132,75,58,177,2,119,56,29
95HH14,1530,105,1008,417,264,1003,39,718,246,148,35,13,12,10,3,267,37,139,91,61,225,16,139,70,52
95HH15,2630,206,1800,624,468,1710,80,1286,344,243,72,40,20,12,8,392,51,202,139,110,456,35,292,129,107
95HH16,2159,346,1184,629,504,1173,112,770,291,221,133,73,22,38,28,471,113,187,171,142,382,48,205,129,113
95HH17,2479,114,1810,555,386,1643,37,1263,343,228,64,22,18,24,12,354,30,229,95,70,418,25,300,93,76
95II01,3084,120,2256,708,561,1939,41,1523,375,279,66,14,29,23,21,546,26,344,176,152,533,39,360,134,109
95II02,4961,1517,2327,1117,756,2189,203,1482,504,334,879,745,52,82,61,1024,373,377,274,188,869,196,416,257,173
95II03,3523,1492,1274,757,539,1326,177,841,308,222,795,694,16,85,49,858,464,197,197,159,544,157,220,167,109
95II04,4317,137,3104,1076,789,2750,57,2075,618,451,83,21,38,24,12,664,25,427,212,160,820,34,564,222,166
95II05,3546,1586,1310,650,415,1441,253,908,280,168,809,718,24,67,39,764,448,153,163,129,532,167,225,140,79
95II06,3398,1486,1217,695,489,1337,214,821,302,201,751,658,17,76,51,816,455,183,178,129,494,159,196,139,108
95II07,2090,128,1322,640,425,1288,19,913,356,236,90,39,21,30,9,359,41,185,133,95,353,29,203,121,85
95II08,2417,201,1600,616,475,1492,34,1146,312,228,115,63,23,29,13,415,48,204,163,149,395,56,227,112,85
95II09,3363,242,2333,788,579,2111,91,1614,406,286,93,36,19,38,16,547,47,321,179,137,612,68,379,165,140
95II10,2592,68,1908,616,449,1748,13,1361,374,273,60,17,29,14,7,380,12,249,119,87,404,26,269,109,82
95II11,2567,1092,929,546,398,941,156,569,216,138,545,461,13,71,60,588,303,142,143,110,493,172,205,116,90
95II12,2512,172,1689,651,484,1450,39,1077,334,232,108,54,19,35,22,451,42,256,153,122,503,37,337,129,108
95II13,2702,132,1802,768,498,1722,66,1274,382,249,60,15,19,26,10,454,9,256,189,126,466,42,253,171,113
95II14,2561,658,1415,488,361,1202,81,926,195,137,357,278,36,43,30,506,174,206,126,96,496,125,247,124,98
95II15,3357,1416,1138,803,563,1177,150,694,333,245,901,771,27,103,66,702,327,194,181,130,577,168,223,186,122
95II16,2126,63,1600,463,311,1385,11,1130,244,164,60,20,14,26,14,304,9,202,93,69,377,23,254,100,64
95II17,2493,93,1802,598,410,1608,15,1260,333,240,73,19,25,29,16,430,34,258,138,78,382,25,259,98,76
95II18,2226,106,1556,564,326,1402,21,1107,274,167,104,32,21,51,7,308,18,180,110,66,412,35,248,129,86
95II19,3770,410,2668,692,497,2241,67,1802,372,250,257,191,25,41,27,601,107,346,148,116,671,45,495,131,104
95II20,2780,955,1111,714,491,1128,117,742,269,165,568,450,23,95,69,535,246,145,144,104,549,142,201,206,153
95II21,2419,43,1754,622,394,1634,13,1300,321,187,44,12,9,23,6,399,9,212,178,131,342,9,233,100,70
95II22,2248,114,1610,524,414,1432,26,1119,287,225,74,28,28,18,10,353,23,217,113,92,389,37,246,106,87
95II23,2190,870,792,528,378,810,106,485,219,149,498,402,22,74,62,532,262,144,126,94,350,100,141,109,73
95JJ01,2499,546,1645,308,200,1400,82,1166,152,93,286,229,34,23,10,471,177,224,70,49,342,58,221,63,48
95JJ02,2374,609,1183,582,337,1107,114,735,258,134,305,213,32,60,22,592,200,232,160,105,370,82,184,104,76
95JJ03,2470,263,1629,578,381,1499,96,1098,305,207,80,45,12,23,9,548,97,317,134,86,343,25,202,116,79
95JJ04,3111,472,2180,459,284,1951,147,1563,241,140,176,109,40,27,12,555,154,315,86,54,429,62,262,105,78
95JJ05,1835,438,986,411,229,969,107,665,197,106,127,60,30,37,17,371,105,175,91,51,368,166,116,86,55
95JJ06,2472,909,1050,513,253,1254,250,742,262,128,252,197,21,34,14,494,255,141,98,50,472,207,146,119,61
95JJ07,2665,525,1633,507,274,1632,183,1160,289,155,99,50,30,19,6,593,195,281,117,55,341,97,162,82,58
95JJ08,3276,688,1968,620,410,1665,139,1261,265,148,356,248,50,58,32,719,222,345,152,112,536,79,312,145,118
95JJ09,1990,82,1572,336,189,1319,29,1113,177,80,68,19,31,18,13,332,25,232,75,55,271,9,196,66,41
95JJ10,2795,1269,1260,266,115,1189,105,948,136,63,727,682,23,22,6,580,394,126,60,20,299,88,163,48,26
95JJ11,3770,714,2240,816,498,1960,190,1398,372,209,315,192,55,68,39,818,208,402,208,129,677,124,385,168,121
95JJ12,2724,1737,698,289,145,710,120,492,98,41,926,846,20,60,30,731,556,101,74,36,357,215,85,57,38
95JJ13,3895,627,2520,748,492,2299,182,1716,401,244,220,145,31,44,23,645,151,331,163,123,731,149,442,140,102
95JJ14,2325,218,1776,331,215,1501,79,1241,181,105,100,61,26,13,5,355,60,223,72,51,369,18,286,65,54
95JJ15,1879,501,971,407,229,825,93,591,141,70,230,148,34,48,12,387,110,158,119,82,437,150,188,99,65
95JJ16,1799,507,831,461,255,802,95,505,202,112,298,207,28,63,37,436,162,176,98,43,263,43,122,98,63
