GeographyCode,LC2118NI0001,LC2118NI0002,LC2118NI0003,LC2118NI0004,LC2118NI0005,LC2118NI0006,LC2118NI0007,LC2118NI0008,LC2118NI0009,LC2118NI0010,LC2118NI0011,LC2118NI0012,LC2118NI0013,LC2118NI0014,LC2118NI0015,LC2118NI0016,LC2118NI0017,LC2118NI0018,LC2118NI0019,LC2118NI0020,LC2118NI0021,LC2118NI0022,LC2118NI0023,LC2118NI0024,LC2118NI0025,LC2118NI0026,LC2118NI0027,LC2118NI0028
95AA01,1522,476,883,163,296,82,191,23,1135,361,647,127,875,281,482,112,115,37,71,7,145,43,94,8,91,33,45,13
95AA02,839,259,546,34,346,107,229,10,450,140,288,22,236,72,149,15,102,38,63,1,112,30,76,6,43,12,29,2
95AA03,845,87,699,59,323,21,277,25,479,59,389,31,209,29,164,16,158,11,139,8,112,19,86,7,43,7,33,3
95AA04,1014,274,697,43,171,47,115,9,752,199,520,33,557,144,387,26,71,26,44,1,124,29,89,6,91,28,62,1
95AA05,920,532,357,31,192,105,85,2,675,394,256,25,468,282,171,15,94,65,26,3,113,47,59,7,53,33,16,4
95AA06,1570,1181,351,38,356,224,124,8,1121,884,210,27,732,589,127,16,229,184,41,4,160,111,42,7,93,73,17,3
95AA07,820,121,673,26,201,35,163,3,569,75,471,23,356,41,302,13,93,21,68,4,120,13,101,6,50,11,39,0
95AA08,699,305,336,58,215,91,110,14,436,190,207,39,189,77,91,21,148,74,63,11,99,39,53,7,48,24,19,5
95AA09,943,200,657,86,307,61,223,23,581,117,407,57,279,50,199,30,176,40,122,14,126,27,86,13,55,22,27,6
95AA10,792,335,406,51,199,86,100,13,542,220,287,35,276,98,155,23,150,88,56,6,116,34,76,6,51,29,19,3
95AA11,1993,777,1062,154,487,185,273,29,1359,527,728,104,896,349,486,61,189,79,93,17,274,99,149,26,147,65,61,21
95AA12,971,62,873,36,180,16,160,4,733,43,660,30,568,30,514,24,59,8,50,1,106,5,96,5,58,3,53,2
95AA13,1239,808,387,44,326,177,136,13,836,580,230,26,503,362,126,15,174,121,49,4,159,97,55,7,77,51,21,5
95AA14,779,254,503,22,130,32,96,2,596,204,373,19,454,160,282,12,65,27,35,3,77,17,56,4,53,18,34,1
95AA15,1595,694,763,138,395,193,175,27,1091,438,559,94,634,239,336,59,258,122,118,18,199,77,105,17,109,63,29,17
95AA16,832,158,610,64,318,60,233,25,465,88,345,32,224,44,167,13,121,18,93,10,120,26,85,9,49,10,32,7
95AA17,855,319,466,70,237,76,144,17,571,226,299,46,310,127,162,21,155,59,80,16,106,40,57,9,47,17,23,7
95AA18,1004,124,821,59,257,32,204,21,693,81,579,33,426,61,347,18,70,5,62,3,197,15,170,12,54,11,38,5
95AA19,832,736,86,10,157,132,22,3,612,551,54,7,427,383,39,5,128,118,9,1,57,50,6,1,63,53,10,0
95BB01,1307,148,1084,75,270,29,225,16,968,96,816,56,681,57,593,31,120,17,96,7,167,22,127,18,69,23,43,3
95BB02,1126,95,951,80,438,39,373,26,620,44,530,46,290,20,248,22,164,11,140,13,166,13,142,11,68,12,48,8
95BB03,1776,102,1547,127,477,16,431,30,1198,78,1029,91,693,48,599,46,185,11,152,22,320,19,278,23,101,8,87,6
95BB04,1307,93,1134,80,349,26,302,21,894,59,782,53,543,32,478,33,111,10,92,9,240,17,212,11,64,8,50,6
95BB05,1318,51,1186,81,282,10,252,20,964,36,870,58,649,25,590,34,110,3,97,10,205,8,183,14,72,5,64,3
95BB06,1518,175,1204,139,680,73,555,52,740,84,586,70,324,41,262,21,219,24,167,28,197,19,157,21,98,18,63,17
95BB07,1315,55,1168,92,431,19,389,23,845,30,753,62,429,16,388,25,190,9,162,19,226,5,203,18,39,6,26,7
95BB08,1068,68,930,70,279,13,253,13,736,45,639,52,481,30,423,28,123,7,102,14,132,8,114,10,53,10,38,5
95BB09,1253,56,1097,100,340,14,297,29,861,34,766,61,565,20,509,36,110,7,93,10,186,7,164,15,52,8,34,10
95BB10,1509,100,1290,119,515,36,435,44,931,55,808,68,549,40,479,30,124,8,100,16,258,7,229,22,63,9,47,7
95BB11,1338,69,1186,83,477,24,423,30,822,43,729,50,435,23,376,36,184,12,162,10,203,8,191,4,39,2,34,3
95BB12,1130,116,920,94,291,31,235,25,779,77,642,60,403,34,341,28,188,24,147,17,188,19,154,15,60,8,43,9
95BB13,1687,119,1424,144,323,27,274,22,1298,87,1096,115,811,50,704,57,236,19,183,34,251,18,209,24,66,5,54,7
95BB14,1172,64,1015,93,259,12,230,17,856,50,738,68,581,29,507,45,86,7,74,5,189,14,157,18,57,2,47,8
95BB15,1287,715,517,55,301,173,119,9,910,504,363,43,585,326,233,26,164,98,57,9,161,80,73,8,76,38,35,3
95BB16,1176,65,1051,60,225,15,200,10,885,46,797,42,636,39,567,30,73,6,63,4,176,1,167,8,66,4,54,8
95BB17,1399,89,1184,126,335,16,298,21,990,69,826,95,597,45,507,45,216,9,173,34,177,15,146,16,74,4,60,10
95BB18,1638,81,1441,116,372,15,332,25,1170,56,1028,86,749,40,655,54,166,7,148,11,255,9,225,21,96,10,81,5
95BB19,1724,136,1473,115,301,22,267,12,1349,106,1146,97,976,74,835,67,184,18,152,14,189,14,159,16,74,8,60,6
95BB20,1290,990,250,50,369,275,83,11,845,655,153,37,549,432,101,16,153,131,15,7,143,92,37,14,76,60,14,2
95BB21,1821,203,1505,113,440,41,380,19,1279,149,1044,86,855,115,688,52,182,18,149,15,242,16,207,19,102,13,81,8
95BB22,1194,80,1006,108,320,22,278,20,817,52,684,81,416,22,352,42,257,22,213,22,144,8,119,17,57,6,44,7
95BB23,1161,104,978,79,236,23,195,18,880,76,747,57,605,59,507,39,100,5,86,9,175,12,154,9,45,5,36,4
95CC01,904,819,68,17,234,213,16,5,589,533,44,12,320,288,26,6,184,168,12,4,85,77,6,2,81,73,8,0
95CC02,875,606,258,11,171,117,51,3,644,449,187,8,470,326,137,7,78,62,16,0,96,61,34,1,60,40,20,0
95CC03,1127,953,125,49,367,293,67,7,637,564,46,27,281,251,17,13,251,230,15,6,105,83,14,8,123,96,12,15
95CC04,790,534,243,13,177,102,73,2,567,399,159,9,389,277,106,6,101,71,30,0,77,51,23,3,46,33,11,2
95CC05,954,617,317,20,227,152,73,2,656,419,223,14,452,291,152,9,117,82,32,3,87,46,39,2,71,46,21,4
95CC06,1096,579,480,37,301,159,133,9,749,396,328,25,473,255,201,17,138,83,52,3,138,58,75,5,46,24,19,3
