id,body,year,date,article,box_title,candidates,civgraph_file,civgraph_match,status,recommended_title,recommended_url,recommended_archive_url,host,kind,basis,scope,check,verifying_source_count,cited_source_count,related_wikipedia
1997 Fermanagh District Council election#2,NI council,1997,,1997 Fermanagh District Council election,Erne East - 6 seats,10,local-government/1997-05-21/erne-east.json,exact,verified,Fermanagh Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgfermanagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Fermanagh District Council election
1997 Fermanagh District Council election#3,NI council,1997,,1997 Fermanagh District Council election,Erne North - 5 seats,9,local-government/1997-05-21/erne-north.json,exact,verified,Fermanagh Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgfermanagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Fermanagh District Council election
1997 Fermanagh District Council election#4,NI council,1997,,1997 Fermanagh District Council election,Erne West - 5 seats,7,local-government/1997-05-21/erne-west.json,exact,verified,Fermanagh Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgfermanagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Fermanagh District Council election
1997 Larne Borough Council election#1,NI council,1997,,1997 Larne Borough Council election,Coast Road - 5 seats,9,local-government/1997-05-21/coast-road.json,exact,verified,Larne Council Elections 1993-2011,https://www.ark.ac.uk/elections/lglarne.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Larne Borough Council election
1997 Larne Borough Council election#2,NI council,1997,,1997 Larne Borough Council election,Larne Lough - 5 seats,9,local-government/1997-05-21/lough.json,fuzzy,verified,Larne Council Elections 1993-2011,https://www.ark.ac.uk/elections/lglarne.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Larne Borough Council election
1997 Larne Borough Council election#3,NI council,1997,,1997 Larne Borough Council election,Larne Town - 5 seats,8,local-government/1997-05-21/larne-town.json,exact,verified,Larne Council Elections 1993-2011,https://www.ark.ac.uk/elections/lglarne.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Larne Borough Council election
1997 Limavady Borough Council election#1,NI council,1997,,1997 Limavady Borough Council election,Bellarena - 5 seats,6,local-government/1997-05-21/bellarena.json,exact,verified,Limavady Council Elections 1993-2011,https://www.ark.ac.uk/elections/lglimavady.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Limavady Borough Council election
1997 Limavady Borough Council election#2,NI council,1997,,1997 Limavady Borough Council election,Benbradagh - 5 seats,6,local-government/1997-05-21/benbradagh.json,exact,verified,Limavady Council Elections 1993-2011,https://www.ark.ac.uk/elections/lglimavady.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Limavady Borough Council election
1997 Limavady Borough Council election#3,NI council,1997,,1997 Limavady Borough Council election,Limavady Town - 5 seats,8,local-government/1997-05-21/limavady-town.json,exact,verified,Limavady Council Elections 1993-2011,https://www.ark.ac.uk/elections/lglimavady.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Limavady Borough Council election
1997 Lisburn Borough Council election#1,NI council,1997,,1997 Lisburn Borough Council election,Downshire - 5 seats,7,local-government/1997-05-21/downshire.json,exact,verified,"Lisburn Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lglisburn.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Lisburn Borough Council election
1997 Lisburn Borough Council election#2,NI council,1997,,1997 Lisburn Borough Council election,Dunmurry Cross - 7 seats,13,,,verified,"Lisburn Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lglisburn.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Lisburn Borough Council election
1997 Lisburn Borough Council election#3,NI council,1997,,1997 Lisburn Borough Council election,Killultagh - 5 seats,8,local-government/1997-05-21/killultagh.json,exact,verified,"Lisburn Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lglisburn.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Lisburn Borough Council election
1997 Lisburn Borough Council election#4,NI council,1997,,1997 Lisburn Borough Council election,Lisburn Town North - 7 seats,12,local-government/1997-05-21/lisburn-town-north.json,exact,verified,"Lisburn Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lglisburn.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Lisburn Borough Council election
1997 Lisburn Borough Council election#5,NI council,1997,,1997 Lisburn Borough Council election,Lisburn Town South - 6 seats,10,local-government/1997-05-21/lisburn-town-south.json,exact,verified,"Lisburn Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lglisburn.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Lisburn Borough Council election
1997 Magherafelt District Council election#1,NI council,1997,,1997 Magherafelt District Council election,Magherafelt Town - 6 seats,8,local-government/1997-05-21/magherafelt-town.json,exact,verified,"Magherafelt Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgmagherafelt.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Magherafelt District Council election
1997 Magherafelt District Council election#2,NI council,1997,,1997 Magherafelt District Council election,Moyola - 5 seats,10,local-government/1997-05-21/moyola.json,exact,verified,"Magherafelt Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgmagherafelt.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Magherafelt District Council election
1997 Magherafelt District Council election#3,NI council,1997,,1997 Magherafelt District Council election,Sperrin - 5 seats,8,local-government/1997-05-21/sperrin.json,exact,verified,"Magherafelt Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgmagherafelt.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Magherafelt District Council election
1997 Moyle District Council election#1,NI council,1997,,1997 Moyle District Council election,Ballycastle - 5 seats,6,local-government/1997-05-21/ballycastle.json,exact,verified,Moyle Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgmoyle.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Moyle District Council election
1997 Moyle District Council election#2,NI council,1997,,1997 Moyle District Council election,Giant's Causeway - 5 seats,8,local-government/1997-05-21/giant-s-causeway.json,exact,verified,Moyle Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgmoyle.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Moyle District Council election
1997 Moyle District Council election#3,NI council,1997,,1997 Moyle District Council election,The Glens - 5 seats,7,local-government/1997-05-21/glens.json,fuzzy,verified,Moyle Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgmoyle.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Moyle District Council election
1997 Newry and Mourne District Council election#1,NI council,1997,,1997 Newry and Mourne District Council election,Crotlieve - 7 seats,10,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newry and Mourne District Council election
1997 Newry and Mourne District Council election#2,NI council,1997,,1997 Newry and Mourne District Council election,Newry Town - 7 seats,11,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newry and Mourne District Council election
1997 Newry and Mourne District Council election#3,NI council,1997,,1997 Newry and Mourne District Council election,Slieve Gullion - 5 seats,6,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newry and Mourne District Council election
1997 Newry and Mourne District Council election#4,NI council,1997,,1997 Newry and Mourne District Council election,The Fews - 6 seats,7,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newry and Mourne District Council election
1997 Newry and Mourne District Council election#5,NI council,1997,,1997 Newry and Mourne District Council election,The Mournes - 5 seats,9,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newry and Mourne District Council election
1997 Newtownabbey Borough Council election#1,NI council,1997,,1997 Newtownabbey Borough Council election,Antrim Line - 7 seats,9,local-government/1997-05-21/antrim-line.json,exact,verified,Newtownabbey Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgnewtownabbey.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newtownabbey Borough Council election
1997 Newtownabbey Borough Council election#2,NI council,1997,,1997 Newtownabbey Borough Council election,Ballyclare - 5 seats,10,local-government/1997-05-21/ballyclare.json,exact,verified,Newtownabbey Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgnewtownabbey.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newtownabbey Borough Council election
1997 Newtownabbey Borough Council election#3,NI council,1997,,1997 Newtownabbey Borough Council election,Macedon - 6 seats,9,local-government/1997-05-21/macedon.json,exact,verified,Newtownabbey Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgnewtownabbey.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newtownabbey Borough Council election
1997 Newtownabbey Borough Council election#4,NI council,1997,,1997 Newtownabbey Borough Council election,University - 7 seats,15,local-government/1997-05-21/university.json,exact,verified,Newtownabbey Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgnewtownabbey.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Newtownabbey Borough Council election
1997 North Down Borough Council election#1,NI council,1997,,1997 North Down Borough Council election,Abbey - 6 seats,10,,,verified,North Down Council Elections 1997-2011,https://www.ark.ac.uk/elections/lgnorthdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 North Down Borough Council election
1997 North Down Borough Council election#2,NI council,1997,,1997 North Down Borough Council election,Ballyholme and Groomsport - 7 seats,11,,,verified,North Down Council Elections 1997-2011,https://www.ark.ac.uk/elections/lgnorthdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 North Down Borough Council election
1997 North Down Borough Council election#3,NI council,1997,,1997 North Down Borough Council election,Bangor West - 7 seats,14,,,verified,North Down Council Elections 1997-2011,https://www.ark.ac.uk/elections/lgnorthdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 North Down Borough Council election
