DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"KS210NI","KNOWLEDGE OF ULSTER-SCOTS","All usual residents aged 3 and over","1. An ability to speak, read or write Ulster-Scots does not imply an ability to understand Ulster-Scots unless stated. Persons in these categories may or may not have the ability to understand Ulster-Scots."
