ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS801NI0001","Count","PERSONS","All usual residents born in Northern Ireland"
"KS801NI0002","Count","PERSONS","Born in Northern Ireland: Never resided elsewhere"
"KS801NI0003","Count","PERSONS","Born in Northern Ireland: Who have resided elsewhere and: Returned between 2007 and Census day"
"KS801NI0004","Count","PERSONS","Born in Northern Ireland: Who have resided elsewhere and: Returned between 2001 and 2006"
"KS801NI0005","Count","PERSONS","Born in Northern Ireland: Who have resided elsewhere and: Returned prior to 2001"
"KS801NI0006","Count","PERSONS","Short-term residents"
"KS801NI0007","Percentage","PERSONS","Born in Northern Ireland: Never resided elsewhere"
"KS801NI0008","Percentage","PERSONS","Born in Northern Ireland: Who have resided elsewhere and: Returned between 2007 and Census day"
"KS801NI0009","Percentage","PERSONS","Born in Northern Ireland: Who have resided elsewhere and: Returned between 2001 and 2006"
"KS801NI0010","Percentage","PERSONS","Born in Northern Ireland: Who have resided elsewhere and: Returned prior to 2001"
