GeographyCode,KS104NI0001,KS104NI0002,KS104NI0003,KS104NI0004,KS104NI0005,KS104NI0006,KS104NI0007,KS104NI0008,KS104NI0009,KS104NI0010,KS104NI0011,KS104NI0012,KS104NI0013,KS104NI0014,KS104NI0015
95AA01,3194,2002,166,707,31,81,81,126,62.68,5.20,22.14,0.97,2.54,2.54,3.94
95AA02,1468,606,132,416,15,58,91,150,41.28,8.99,28.34,1.02,3.95,6.20,10.22
95AA03,1436,548,120,434,11,79,120,124,38.16,8.36,30.22,0.77,5.50,8.36,8.64
95AA04,2364,1372,112,651,20,58,56,95,58.04,4.74,27.54,0.85,2.45,2.37,4.02
95AA05,2036,1140,98,589,12,42,56,99,55.99,4.81,28.93,0.59,2.06,2.75,4.86
95AA06,3303,1686,196,986,27,143,99,166,51.04,5.93,29.85,0.82,4.33,3.00,5.03
95AA07,1693,908,112,446,17,49,74,87,53.63,6.62,26.34,1.00,2.89,4.37,5.14
95AA08,1325,490,124,432,15,72,110,82,36.98,9.36,32.60,1.13,5.43,8.30,6.19
95AA09,1695,706,152,507,21,94,114,101,41.65,8.97,29.91,1.24,5.55,6.73,5.96
95AA10,1551,720,112,486,8,59,76,90,46.42,7.22,31.33,0.52,3.80,4.90,5.80
95AA11,3917,2116,366,956,34,123,142,180,54.02,9.34,24.41,0.87,3.14,3.63,4.60
95AA12,2162,1350,88,509,15,27,50,123,62.44,4.07,23.54,0.69,1.25,2.31,5.69
95AA13,2490,1210,189,728,26,92,119,126,48.59,7.59,29.24,1.04,3.69,4.78,5.06
95AA14,1805,1098,48,474,18,30,32,105,60.83,2.66,26.26,1.00,1.66,1.77,5.82
95AA15,3066,1446,346,850,35,126,175,88,47.16,11.29,27.72,1.14,4.11,5.71,2.87
95AA16,1463,592,136,444,9,68,116,98,40.46,9.30,30.35,0.62,4.65,7.93,6.70
95AA17,1669,738,142,500,14,65,125,85,44.22,8.51,29.96,0.84,3.89,7.49,5.09
95AA18,1997,1202,112,430,19,40,64,130,60.19,5.61,21.53,0.95,2.00,3.20,6.51
95AA19,1964,994,40,702,22,51,45,110,50.61,2.04,35.74,1.12,2.60,2.29,5.60
95BB01,2837,1658,148,716,19,63,96,137,58.44,5.22,25.24,0.67,2.22,3.38,4.83
95BB02,2007,844,136,547,13,89,151,227,42.05,6.78,27.25,0.65,4.43,7.52,11.31
95BB03,3400,1832,292,732,41,91,172,240,53.88,8.59,21.53,1.21,2.68,5.06,7.06
95BB04,2578,1500,126,576,23,55,118,180,58.18,4.89,22.34,0.89,2.13,4.58,6.98
95BB05,2759,1644,160,617,29,63,95,151,59.59,5.80,22.36,1.05,2.28,3.44,5.47
95BB06,2484,864,230,765,24,111,220,270,34.78,9.26,30.80,0.97,4.47,8.86,10.87
95BB07,2388,1110,226,587,19,89,151,206,46.48,9.46,24.58,0.80,3.73,6.32,8.63
95BB08,2102,1150,122,499,11,54,124,142,54.71,5.80,23.74,0.52,2.57,5.90,6.76
95BB09,2473,1412,150,554,28,51,126,152,57.10,6.07,22.40,1.13,2.06,5.10,6.15
95BB10,2780,1482,184,624,35,88,162,205,53.31,6.62,22.45,1.26,3.17,5.83,7.37
95BB11,2428,1170,136,615,29,85,186,207,48.19,5.60,25.33,1.19,3.50,7.66,8.53
95BB12,2177,1064,180,596,16,65,137,119,48.87,8.27,27.38,0.73,2.99,6.29,5.47
95BB13,3442,1930,248,838,23,86,160,157,56.07,7.21,24.35,0.67,2.50,4.65,4.56
95BB14,2505,1476,148,572,19,38,88,164,58.92,5.91,22.83,0.76,1.52,3.51,6.55
95BB15,2699,1408,166,751,32,74,108,160,52.17,6.15,27.83,1.19,2.74,4.00,5.93
95BB16,2568,1610,96,588,22,38,66,148,62.69,3.74,22.90,0.86,1.48,2.57,5.76
95BB17,2690,1410,220,630,14,105,155,156,52.42,8.18,23.42,0.52,3.90,5.76,5.80
95BB18,3241,1852,248,683,17,107,149,185,57.14,7.65,21.07,0.52,3.30,4.60,5.71
95BB19,3656,2212,210,845,15,80,125,169,60.50,5.74,23.11,0.41,2.19,3.42,4.62
95BB20,2684,1326,128,857,17,78,98,180,49.40,4.77,31.93,0.63,2.91,3.65,6.71
95BB21,3651,2094,212,849,34,93,149,220,57.35,5.81,23.25,0.93,2.55,4.08,6.03
95BB22,2191,960,195,645,14,107,164,106,43.82,8.90,29.44,0.64,4.88,7.49,4.84
95BB23,2482,1522,95,581,24,45,80,135,61.32,3.83,23.41,0.97,1.81,3.22,5.44
95CC01,1864,784,103,660,16,86,93,122,42.06,5.53,35.41,0.86,4.61,4.99,6.55
95CC02,2108,1106,94,698,22,47,41,100,52.47,4.46,33.11,1.04,2.23,1.94,4.74
