GeographyCode,KS613NI0001,KS613NI0002,KS613NI0003,KS613NI0004,KS613NI0005,KS613NI0006,KS613NI0007,KS613NI0008,KS613NI0009,KS613NI0010,KS613NI0011,KS613NI0012,KS613NI0013,KS613NI0014,KS613NI0015,KS613NI0016,KS613NI0017,KS613NI0018,KS613NI0019,KS613NI0020,KS613NI0021,KS613NI0022,KS613NI0023
95AA16,702,4,5,107,106,18,37,186,162,24,8,45,0.57,0.71,15.24,15.10,2.56,5.27,26.50,23.08,3.42,1.14,6.41
95AA17,837,12,17,174,144,22,59,193,107,35,22,52,1.43,2.03,20.79,17.20,2.63,7.05,23.06,12.78,4.18,2.63,6.21
95AA18,936,28,70,301,182,59,25,128,45,30,5,63,2.99,7.48,32.16,19.44,6.30,2.67,13.68,4.81,3.21,0.53,6.73
95AA19,952,6,38,206,147,34,37,185,96,76,11,116,0.63,3.99,21.64,15.44,3.57,3.89,19.43,10.08,7.98,1.16,12.18
95BB01,1340,22,48,335,349,76,49,220,91,25,10,115,1.64,3.58,25.00,26.04,5.67,3.66,16.42,6.79,1.87,0.75,8.58
95BB02,847,8,24,141,152,30,38,211,122,35,16,70,0.94,2.83,16.65,17.95,3.54,4.49,24.91,14.40,4.13,1.89,8.26
95BB03,1576,13,51,316,332,75,87,383,160,60,17,82,0.82,3.24,20.05,21.07,4.76,5.52,24.30,10.15,3.81,1.08,5.20
95BB04,1167,19,59,284,259,72,56,193,95,31,11,88,1.63,5.06,24.34,22.19,6.17,4.80,16.54,8.14,2.66,0.94,7.54
95BB05,1296,15,57,320,276,117,51,216,112,39,6,87,1.16,4.40,24.69,21.30,9.03,3.94,16.67,8.64,3.01,0.46,6.71
95BB06,1086,6,17,184,185,38,56,283,184,54,12,67,0.55,1.57,16.94,17.03,3.50,5.16,26.06,16.94,4.97,1.10,6.17
95BB07,1103,9,39,241,251,56,49,225,116,32,19,66,0.82,3.54,21.85,22.76,5.08,4.44,20.40,10.52,2.90,1.72,5.98
95BB08,1022,9,22,200,233,30,44,231,140,34,5,74,0.88,2.15,19.57,22.80,2.94,4.31,22.60,13.70,3.33,0.49,7.24
95BB09,1147,21,60,315,264,57,48,191,77,26,6,82,1.83,5.23,27.46,23.02,4.97,4.18,16.65,6.71,2.27,0.52,7.15
95BB10,1265,15,58,378,249,93,46,221,87,32,8,78,1.19,4.58,29.88,19.68,7.35,3.64,17.47,6.88,2.53,0.63,6.17
95BB11,1120,12,29,211,192,61,57,288,139,45,15,71,1.07,2.59,18.84,17.14,5.45,5.09,25.71,12.41,4.02,1.34,6.34
95BB12,1086,5,41,221,184,44,53,249,142,42,19,86,0.46,3.78,20.35,16.94,4.05,4.88,22.93,13.08,3.87,1.75,7.92
95BB13,1692,17,60,378,356,72,76,350,169,51,19,144,1.00,3.55,22.34,21.04,4.26,4.49,20.69,9.99,3.01,1.12,8.51
95BB14,1144,18,104,343,242,83,35,142,45,32,5,95,1.57,9.09,29.98,21.15,7.26,3.06,12.41,3.93,2.80,0.44,8.30
95BB15,1276,12,48,267,286,93,43,225,119,55,15,113,0.94,3.76,20.92,22.41,7.29,3.37,17.63,9.33,4.31,1.18,8.86
95BB16,1129,22,74,336,255,78,42,149,62,19,2,90,1.95,6.55,29.76,22.59,6.91,3.72,13.20,5.49,1.68,0.18,7.97
95BB17,1336,12,30,311,269,78,58,303,129,37,18,91,0.90,2.25,23.28,20.13,5.84,4.34,22.68,9.66,2.77,1.35,6.81
95BB18,1564,16,60,358,333,119,57,339,109,49,17,107,1.02,3.84,22.89,21.29,7.61,3.64,21.68,6.97,3.13,1.09,6.84
95BB19,1770,14,61,413,441,83,76,362,122,37,17,144,0.79,3.45,23.33,24.92,4.69,4.29,20.45,6.89,2.09,0.96,8.14
95BB20,1216,12,47,254,250,70,43,225,150,60,17,88,0.99,3.87,20.89,20.56,5.76,3.54,18.50,12.34,4.93,1.40,7.24
95BB21,1740,15,56,359,360,92,72,396,169,71,20,130,0.86,3.22,20.63,20.69,5.29,4.14,22.76,9.71,4.08,1.15,7.47
95BB22,1164,9,35,192,200,34,50,296,164,60,39,85,0.77,3.01,16.49,17.18,2.92,4.30,25.43,14.09,5.15,3.35,7.30
95BB23,1172,10,49,307,273,60,44,234,73,20,6,96,0.85,4.18,26.19,23.29,5.12,3.75,19.97,6.23,1.71,0.51,8.19
95CC01,935,7,20,166,129,40,36,180,139,108,22,88,0.75,2.14,17.75,13.80,4.28,3.85,19.25,14.87,11.55,2.35,9.41
95CC02,936,8,43,220,190,60,33,145,80,39,8,110,0.85,4.59,23.50,20.30,6.41,3.53,15.49,8.55,4.17,0.85,11.75
95CC03,1026,4,14,127,153,25,49,207,199,113,35,100,0.39,1.36,12.38,14.91,2.44,4.78,20.18,19.40,11.01,3.41,9.75
95CC04,811,4,22,165,134,54,39,160,90,30,12,101,0.49,2.71,20.35,16.52,6.66,4.81,19.73,11.10,3.70,1.48,12.45
95CC05,956,11,37,197,150,62,44,172,114,53,8,108,1.15,3.87,20.61,15.69,6.49,4.60,17.99,11.92,5.54,0.84,11.30
95CC06,1072,20,47,301,195,53,45,174,99,41,20,77,1.87,4.38,28.08,18.19,4.94,4.20,16.23,9.24,3.82,1.87,7.18
95CC07,1188,9,34,254,231,52,47,201,115,103,21,121,0.76,2.86,21.38,19.44,4.38,3.96,16.92,9.68,8.67,1.77,10.19
95CC08,938,4,35,193,145,34,35,163,126,88,28,87,0.43,3.73,20.58,15.46,3.62,3.73,17.38,13.43,9.38,2.99,9.28
95CC09,1225,14,59,300,251,101,48,208,87,38,8,111,1.14,4.82,24.49,20.49,8.24,3.92,16.98,7.10,3.10,0.65,9.06
95CC10,889,11,46,258,166,68,31,143,58,25,6,77,1.24,5.17,29.02,18.67,7.65,3.49,16.09,6.52,2.81,0.67,8.66
95CC11,672,3,16,109,94,29,29,143,117,69,18,45,0.45,2.38,16.22,13.99,4.32,4.32,21.28,17.41,10.27,2.68,6.70
95CC12,944,6,36,206,194,68,36,163,95,40,10,90,0.64,3.81,21.82,20.55,7.20,3.81,17.27,10.06,4.24,1.06,9.53
95CC13,859,5,28,199,151,49,33,163,80,46,12,93,0.58,3.26,23.17,17.58,5.70,3.84,18.98,9.31,5.36,1.40,10.83
95CC14,1082,5,45,264,236,53,45,217,102,27,11,77,0.46,4.16,24.40,21.81,4.90,4.16,20.06,9.43,2.50,1.02,7.12
95CC15,1012,13,37,236,183,62,51,173,112,45,7,93,1.28,3.66,23.32,18.08,6.13,5.04,17.09,11.07,4.45,0.69,9.19
95CC16,1002,9,30,170,174,43,51,242,119,53,15,96,0.90,2.99,16.97,17.37,4.29,5.09,24.15,11.88,5.29,1.50,9.58
95CC17,944,12,45,232,187,65,40,135,87,30,11,100,1.27,4.77,24.58,19.81,6.89,4.24,14.30,9.22,3.18,1.17,10.59
95CC18,901,16,49,254,172,46,37,113,83,35,13,83,1.78,5.44,28.19,19.09,5.11,4.11,12.54,9.21,3.88,1.44,9.21
95CC19,939,12,32,249,162,57,35,168,83,40,8,93,1.28,3.41,26.52,17.25,6.07,3.73,17.89,8.84,4.26,0.85,9.90
95CC20,1118,17,33,280,222,52,43,235,87,39,15,95,1.52,2.95,25.04,19.86,4.65,3.85,21.02,7.78,3.49,1.34,8.50
95CC21,1058,8,43,229,171,60,40,257,123,42,16,69,0.76,4.06,21.64,16.16,5.67,3.78,24.29,11.63,3.97,1.51,6.52
95CC22,646,4,17,125,103,12,28,161,106,25,10,55,0.62,2.63,19.35,15.94,1.86,4.33,24.92,16.41,3.87,1.55,8.51
95DD01,783,7,39,221,155,35,21,149,70,33,8,45,0.89,4.98,28.22,19.80,4.47,2.68,19.03,8.94,4.21,1.02,5.75
95DD02,1451,17,47,311,272,60,85,363,135,39,23,99,1.17,3.24,21.43,18.75,4.14,5.86,25.02,9.30,2.69,1.59,6.82
95DD03,1347,21,76,399,256,74,52,238,102,25,10,94,1.56,5.64,29.62,19.01,5.49,3.86,17.67,7.57,1.86,0.74,6.98
95DD04,742,3,5,72,91,16,49,212,164,61,16,53,0.40,0.67,9.70,12.26,2.16,6.60,28.57,22.10,8.22,2.16,7.14
95DD05,686,3,7,68,73,22,38,217,123,67,18,50,0.44,1.02,9.91,10.64,3.21,5.54,31.63,17.93,9.77,2.62,7.29
95DD06,947,9,42,269,184,52,36,182,73,26,4,70,0.95,4.44,28.41,19.43,5.49,3.80,19.22,7.71,2.75,0.42,7.39
95DD07,1225,20,51,277,229,58,51,263,138,38,13,87,1.63,4.16,22.61,18.69,4.73,4.16,21.47,11.27,3.10,1.06,7.10
95DD08,766,4,13,125,94,22,35,209,150,59,8,47,0.52,1.70,16.32,12.27,2.87,4.57,27.28,19.58,7.70,1.04,6.14
95DD09,902,5,45,228,190,70,23,177,55,28,7,74,0.55,4.99,25.28,21.06,7.76,2.55,19.62,6.10,3.10,0.78,8.20
95DD10,1067,7,19,188,166,42,51,310,146,46,18,74,0.66,1.78,17.62,15.56,3.94,4.78,29.05,13.68,4.31,1.69,6.94
95DD11,866,8,16,128,116,28,45,219,145,74,17,70,0.92,1.85,14.78,13.39,3.23,5.20,25.29,16.74,8.55,1.96,8.08
95DD12,874,10,33,186,190,53,33,178,82,23,5,81,1.14,3.78,21.28,21.74,6.06,3.78,20.37,9.38,2.63,0.57,9.27
95DD13,607,2,9,115,92,14,34,153,101,44,11,32,0.33,1.48,18.95,15.16,2.31,5.60,25.21,16.64,7.25,1.81,5.27
95DD14,1219,10,74,342,218,68,48,248,75,21,12,103,0.82,6.07,28.06,17.88,5.58,3.94,20.34,6.15,1.72,0.98,8.45
95DD15,1227,12,64,323,207,63,51,229,85,50,23,120,0.98,5.22,26.32,16.87,5.13,4.16,18.66,6.93,4.07,1.87,9.78
95DD16,1034,16,51,260,216,77,34,191,64,21,7,97,1.55,4.93,25.15,20.89,7.45,3.29,18.47,6.19,2.03,0.68,9.38
95DD17,1215,15,70,320,235,74,29,220,85,27,14,126,1.23,5.76,26.34,19.34,6.09,2.39,18.11,7.00,2.22,1.15,10.37
95DD18,714,6,17,108,96,31,44,217,100,48,16,31,0.84,2.38,15.13,13.45,4.34,6.16,30.39,14.01,6.72,2.24,4.34
95DD19,1236,18,43,264,251,65,52,273,143,35,15,77,1.46,3.48,21.36,20.31,5.26,4.21,22.09,11.57,2.83,1.21,6.23
95DD20,648,3,6,74,81,11,31,225,124,38,14,41,0.46,0.93,11.42,12.50,1.70,4.78,34.72,19.14,5.86,2.16,6.33
95DD21,813,7,17,158,158,30,37,200,102,31,18,55,0.86,2.09,19.43,19.43,3.69,4.55,24.60,12.55,3.81,2.21,6.77
95DD22,1123,9,51,253,194,68,50,252,88,43,10,105,0.80,4.54,22.53,17.28,6.06,4.45,22.44,7.84,3.83,0.89,9.35
95DD23,855,8,42,223,175,64,30,158,53,24,2,76,0.94,4.91,26.08,20.47,7.49,3.51,18.48,6.20,2.81,0.23,8.89
95DD24,999,8,35,256,162,54,31,217,102,37,18,79,0.80,3.50,25.63,16.22,5.41,3.10,21.72,10.21,3.70,1.80,7.91
95EE01,660,7,22,128,124,43,17,121,78,28,11,81,1.06,3.33,19.39,18.79,6.52,2.58,18.33,11.82,4.24,1.67,12.27
95EE02,755,4,19,166,112,53,34,178,76,36,16,61,0.53,2.52,21.99,14.83,7.02,4.50,23.58,10.07,4.77,2.12,8.08
95EE03,776,15,14,131,131,39,27,170,120,56,16,57,1.93,1.80,16.88,16.88,5.03,3.48,21.91,15.46,7.22,2.06,7.35
95EE04,738,4,17,141,126,31,41,159,106,34,9,70,0.54,2.30,19.11,17.07,4.20,5.56,21.54,14.36,4.61,1.22,9.49
95EE05,549,5,29,95,95,34,26,127,60,21,7,50,0.91,5.28,17.30,17.30,6.19,4.74,23.13,10.93,3.83,1.28,9.11
95EE06,794,4,22,158,137,33,28,171,89,31,17,104,0.50,2.77,19.90,17.25,4.16,3.53,21.54,11.21,3.90,2.14,13.10
95EE07,676,5,9,92,116,22,43,185,109,30,16,49,0.74,1.33,13.61,17.16,3.25,6.36,27.37,16.12,4.44,2.37,7.25
95EE08,636,8,18,149,118,44,22,124,66,33,9,45,1.26,2.83,23.43,18.55,6.92,3.46,19.50,10.38,5.19,1.42,7.08
95EE09,650,9,12,125,104,41,27,152,63,36,9,72,1.38,1.85,19.23,16.00,6.31,4.15,23.38,9.69,5.54,1.38,11.08
95EE10,626,7,21,129,100,29,33,142,58,47,8,52,1.12,3.35,20.61,15.97,4.63,5.27,22.68,9.27,7.51,1.28,8.31
95EE11,589,3,29,129,96,44,30,120,52,25,7,54,0.51,4.92,21.90,16.30,7.47,5.09,20.37,8.83,4.24,1.19,9.17
95EE12,988,7,20,141,138,35,37,300,138,63,25,84,0.71,2.02,14.27,13.97,3.54,3.74,30.36,13.97,6.38,2.53,8.50
95EE13,533,1,11,104,88,33,24,112,81,39,4,36,0.19,2.06,19.51,16.51,6.19,4.50,21.01,15.20,7.32,0.75,6.75
95EE14,966,8,28,214,165,61,36,228,88,41,15,82,0.83,2.90,22.15,17.08,6.31,3.73,23.60,9.11,4.24,1.55,8.49
95EE15,602,2,16,123,99,46,21,144,62,26,12,51,0.33,2.66,20.43,16.45,7.64,3.49,23.92,10.30,4.32,1.99,8.47
95EE16,722,7,23,152,137,59,31,160,58,29,10,56,0.97,3.19,21.05,18.98,8.17,4.29,22.16,8.03,4.02,1.39,7.76
95FF01,1737,20,88,507,381,77,62,294,109,42,22,135,1.15,5.07,29.19,21.93,4.43,3.57,16.93,6.28,2.42,1.27,7.77
95FF02,925,11,39,211,191,69,29,160,84,43,4,84,1.19,4.22,22.81,20.65,7.46,3.14,17.30,9.08,4.65,0.43,9.08
95FF03,1133,9,27,232,209,39,47,300,134,37,19,80,0.79,2.38,20.48,18.45,3.44,4.15,26.48,11.83,3.27,1.68,7.06
95FF04,922,13,54,238,153,76,29,175,52,25,9,98,1.41,5.86,25.81,16.59,8.24,3.15,18.98,5.64,2.71,0.98,10.63
95FF05,940,11,34,234,197,37,37,163,121,27,12,67,1.17,3.62,24.89,20.96,3.94,3.94,17.34,12.87,2.87,1.28,7.13
95FF06,1436,28,74,386,318,78,56,245,117,24,11,99,1.95,5.15,26.88,22.14,5.43,3.90,17.06,8.15,1.67,0.77,6.89
95FF07,1045,10,20,150,163,27,63,295,156,55,27,79,0.96,1.91,14.35,15.60,2.58,6.03,28.23,14.93,5.26,2.58,7.56
95FF08,859,8,24,190,162,40,35,190,95,33,10,72,0.93,2.79,22.12,18.86,4.66,4.07,22.12,11.06,3.84,1.16,8.38
95FF09,892,13,28,146,141,49,54,225,122,38,13,63,1.46,3.14,16.37,15.81,5.49,6.05,25.22,13.68,4.26,1.46,7.06
95FF10,1228,12,56,327,272,85,36,218,82,29,16,95,0.98,4.56,26.63,22.15,6.92,2.93,17.75,6.68,2.36,1.30,7.74
95FF11,890,9,47,229,173,59,36,160,79,32,7,59,1.01,5.28,25.73,19.44,6.63,4.04,17.98,8.88,3.60,0.79,6.63
95FF12,1022,9,49,242,173,54,49,193,119,38,8,88,0.88,4.79,23.68,16.93,5.28,4.79,18.88,11.64,3.72,0.78,8.61
95FF13,971,10,51,247,175,74,36,179,82,40,6,71,1.03,5.25,25.44,18.02,7.62,3.71,18.43,8.44,4.12,0.62,7.31
95FF14,847,18,48,241,158,78,29,125,67,20,6,57,2.13,5.67,28.45,18.65,9.21,3.42,14.76,7.91,2.36,0.71,6.73
95FF15,938,7,24,165,151,43,53,234,123,61,8,69,0.75,2.56,17.59,16.10,4.58,5.65,24.95,13.11,6.50,0.85,7.36
95FF16,818,11,52,218,167,34,28,153,75,24,6,50,1.34,6.36,26.65,20.42,4.16,3.42,18.70,9.17,2.93,0.73,6.11
95FF17,672,5,16,120,112,23,39,148,106,50,11,42,0.74,2.38,17.86,16.67,3.42,5.80,22.02,15.77,7.44,1.64,6.25
95GG01,1878,8,62,339,396,36,69,373,255,150,28,162,0.43,3.30,18.05,21.09,1.92,3.67,19.86,13.58,7.99,1.49,8.63
95GG02,2267,8,18,160,276,30,98,522,435,417,56,247,0.35,0.79,7.06,12.17,1.32,4.32,23.03,19.19,18.39,2.47,10.90
95GG03,2282,56,221,755,421,90,58,288,140,72,19,162,2.45,9.68,33.09,18.45,3.94,2.54,12.62,6.13,3.16,0.83,7.10
95GG04,1855,8,33,189,254,26,87,410,377,258,46,167,0.43,1.78,10.19,13.69,1.40,4.69,22.10,20.32,13.91,2.48,9.00
95GG05,2332,20,274,619,393,65,79,351,181,100,39,211,0.86,11.75,26.54,16.85,2.79,3.39,15.05,7.76,4.29,1.67,9.05
95GG06,2164,22,58,301,414,46,101,486,364,144,38,190,1.02,2.68,13.91,19.13,2.13,4.67,22.46,16.82,6.65,1.76,8.78
95GG07,2149,11,35,335,362,26,72,408,372,249,34,245,0.51,1.63,15.59,16.85,1.21,3.35,18.99,17.31,11.59,1.58,11.40
95GG08,1841,18,69,378,340,59,96,377,217,100,36,151,0.98,3.75,20.53,18.47,3.20,5.21,20.48,11.79,5.43,1.96,8.20
95GG09,2330,33,192,567,482,69,70,432,204,67,26,188,1.42,8.24,24.33,20.69,2.96,3.00,18.54,8.76,2.88,1.12,8.07
95GG10,1539,13,38,233,223,18,80,325,289,85,32,203,0.84,2.47,15.14,14.49,1.17,5.20,21.12,18.78,5.52,2.08,13.19
95GG11,2106,17,137,470,359,53,108,434,251,116,41,120,0.81,6.51,22.32,17.05,2.52,5.13,20.61,11.92,5.51,1.95,5.70
95GG12,3821,11,183,385,333,42,98,356,211,192,46,1964,0.29,4.79,10.08,8.71,1.10,2.56,9.32,5.52,5.02,1.20,51.40
95GG13,1766,24,126,392,314,45,67,322,221,91,27,137,1.36,7.13,22.20,17.78,2.55,3.79,18.23,12.51,5.15,1.53,7.76
95GG14,1803,31,149,563,340,65,49,269,76,41,16,204,1.72,8.26,31.23,18.86,3.61,2.72,14.92,4.22,2.27,0.89,11.31
95GG15,2165,43,236,742,421,82,58,278,103,33,23,146,1.99,10.90,34.27,19.45,3.79,2.68,12.84,4.76,1.52,1.06,6.74
95GG16,1978,24,96,475,389,43,63,366,187,112,30,193,1.21,4.85,24.01,19.67,2.17,3.19,18.50,9.45,5.66,1.52,9.76
95GG17,1973,21,56,346,356,54,76,426,254,162,43,179,1.06,2.84,17.54,18.04,2.74,3.85,21.59,12.87,8.21,2.18,9.07
95GG18,1868,3,42,213,322,15,76,362,333,280,36,186,0.16,2.25,11.40,17.24,0.80,4.07,19.38,17.83,14.99,1.93,9.96
95GG19,1693,8,17,116,176,27,58,442,433,257,37,122,0.47,1.00,6.85,10.40,1.59,3.43,26.11,25.58,15.18,2.19,7.21
95GG20,1760,10,57,210,234,31,76,432,352,190,33,135,0.57,3.24,11.93,13.30,1.76,4.32,24.55,20.00,10.80,1.88,7.67
95GG21,1975,8,23,201,237,20,69,367,419,386,46,199,0.41,1.16,10.18,12.00,1.01,3.49,18.58,21.22,19.54,2.33,10.08
95GG22,2035,20,49,386,453,49,79,378,274,115,31,201,0.98,2.41,18.97,22.26,2.41,3.88,18.57,13.46,5.65,1.52,9.88
95GG23,1765,24,152,541,351,48,62,251,104,38,18,176,1.36,8.61,30.65,19.89,2.72,3.51,14.22,5.89,2.15,1.02,9.97
95GG24,1740,17,112,415,332,58,51,346,182,80,14,133,0.98,6.44,23.85,19.08,3.33,2.93,19.89,10.46,4.60,0.80,7.64
95GG25,2047,19,40,349,456,39,84,383,250,168,35,224,0.93,1.95,17.05,22.28,1.91,4.10,18.71,12.21,8.21,1.71,10.94
95GG26,1408,5,20,158,189,17,68,352,307,159,25,108,0.36,1.42,11.22,13.42,1.21,4.83,25.00,21.80,11.29,1.78,7.67
95GG27,2407,9,48,354,450,53,80,484,363,229,47,290,0.37,1.99,14.71,18.70,2.20,3.32,20.11,15.08,9.51,1.95,12.05
95GG28,2124,12,35,297,407,32,104,542,366,118,44,167,0.56,1.65,13.98,19.16,1.51,4.90,25.52,17.23,5.56,2.07,7.86
95GG29,1929,21,105,368,296,35,94,428,287,160,20,115,1.09,5.44,19.08,15.34,1.81,4.87,22.19,14.88,8.29,1.04,5.96
95GG30,1814,33,105,440,407,67,51,317,157,52,13,172,1.82,5.79,24.26,22.44,3.69,2.81,17.48,8.65,2.87,0.72,9.48
95GG31,2567,22,73,467,507,53,105,498,318,170,45,309,0.86,2.84,18.19,19.75,2.06,4.09,19.40,12.39,6.62,1.75,12.04
95GG32,2374,22,57,364,441,49,100,535,359,194,47,206,0.93,2.40,15.33,18.58,2.06,4.21,22.54,15.12,8.17,1.98,8.68
95GG33,2071,44,439,720,257,108,29,116,50,32,21,255,2.12,21.20,34.77,12.41,5.21,1.40,5.60,2.41,1.55,1.01,12.31
95GG34,1888,22,148,524,405,52,60,255,153,54,20,195,1.17,7.84,27.75,21.45,2.75,3.18,13.51,8.10,2.86,1.06,10.33
95GG35,1839,12,23,177,240,31,84,361,355,366,40,150,0.65,1.25,9.62,13.05,1.69,4.57,19.63,19.30,19.90,2.18,8.16
95GG36,2099,28,154,531,450,84,93,357,203,47,17,135,1.33,7.34,25.30,21.44,4.00,4.43,17.01,9.67,2.24,0.81,6.43
95GG37,2391,48,368,738,390,75,81,273,149,62,23,184,2.01,15.39,30.87,16.31,3.14,3.39,11.42,6.23,2.59,0.96,7.70
95GG38,2611,52,523,817,370,83,67,247,108,82,28,234,1.99,20.03,31.29,14.17,3.18,2.57,9.46,4.14,3.14,1.07,8.96
95GG39,2682,7,153,424,338,51,119,421,409,345,33,382,0.26,5.70,15.81,12.60,1.90,4.44,15.70,15.25,12.86,1.23,14.24
95GG40,1429,0,23,101,134,16,64,329,376,237,38,111,0,1.61,7.07,9.38,1.12,4.48,23.02,26.31,16.59,2.66,7.77
95GG41,1938,42,248,706,383,95,45,151,52,33,14,169,2.17,12.80,36.43,19.76,4.90,2.32,7.79,2.68,1.70,0.72,8.72
95GG42,3490,38,476,692,326,90,53,131,57,42,12,1573,1.09,13.64,19.83,9.34,2.58,1.52,3.75,1.63,1.20,0.34,45.07
95GG43,1880,20,102,373,361,36,72,453,239,88,24,112,1.06,5.43,19.84,19.20,1.91,3.83,24.10,12.71,4.68,1.28,5.96
95GG44,2069,9,76,301,242,35,95,521,378,218,47,147,0.43,3.67,14.55,11.70,1.69,4.59,25.18,18.27,10.54,2.27,7.10
95GG45,1791,30,180,445,296,63,57,226,200,107,24,163,1.68,10.05,24.85,16.53,3.52,3.18,12.62,11.17,5.97,1.34,9.10
95GG46,2024,9,20,189,277,26,67,389,426,338,46,237,0.44,0.99,9.34,13.69,1.28,3.31,19.22,21.05,16.70,2.27,11.71
95GG47,2078,15,48,280,309,37,80,444,308,279,66,212,0.72,2.31,13.47,14.87,1.78,3.85,21.37,14.82,13.43,3.18,10.20
95GG48,2102,8,20,156,313,17,63,428,376,440,38,243,0.38,0.95,7.42,14.89,0.81,3.00,20.36,17.89,20.93,1.81,11.56
95GG49,3594,16,342,556,329,57,100,286,132,104,28,1644,0.45,9.52,15.47,9.15,1.59,2.78,7.96,3.67,2.89,0.78,45.74
95GG50,2130,14,96,336,302,52,105,485,361,176,53,150,0.66,4.51,15.77,14.18,2.44,4.93,22.77,16.95,8.26,2.49,7.04
95GG51,1478,4,13,136,188,23,57,395,353,182,39,88,0.27,0.88,9.20,12.72,1.56,3.86,26.73,23.88,12.31,2.64,5.95
95HH01,730,13,33,192,133,25,37,154,46,27,13,57,1.78,4.52,26.30,18.22,3.42,5.07,21.10,6.30,3.70,1.78,7.81
95HH02,1113,17,42,261,307,32,42,208,74,11,8,111,1.53,3.77,23.45,27.58,2.88,3.77,18.69,6.65,0.99,0.72,9.97
95HH03,604,6,24,178,147,23,22,100,48,12,8,36,0.99,3.97,29.47,24.34,3.81,3.64,16.56,7.95,1.99,1.32,5.96
95HH04,1216,13,45,279,297,45,45,248,87,20,12,125,1.07,3.70,22.94,24.42,3.70,3.70,20.39,7.15,1.64,0.99,10.28
95HH05,827,5,17,94,156,25,47,226,134,33,24,66,0.60,2.06,11.37,18.86,3.02,5.68,27.33,16.20,3.99,2.90,7.98
95HH06,1750,23,64,413,418,82,70,323,120,44,19,174,1.31,3.66,23.60,23.89,4.69,4.00,18.46,6.86,2.51,1.09,9.94
95HH07,557,4,14,76,109,14,31,124,107,23,18,37,0.72,2.51,13.64,19.57,2.51,5.57,22.26,19.21,4.13,3.23,6.64
95HH08,1007,13,69,277,200,61,39,145,78,17,12,96,1.29,6.85,27.51,19.86,6.06,3.87,14.40,7.75,1.69,1.19,9.53
95HH09,986,12,31,206,178,37,51,200,122,71,21,57,1.22,3.14,20.89,18.05,3.75,5.17,20.28,12.37,7.20,2.13,5.78
95HH10,902,9,72,306,186,42,23,138,34,13,10,69,1.00,7.98,33.92,20.62,4.66,2.55,15.30,3.77,1.44,1.11,7.65
95HH11,550,7,9,71,79,14,29,171,86,36,20,28,1.27,1.64,12.91,14.36,2.55,5.27,31.09,15.64,6.55,3.64,5.09
95HH12,625,4,17,115,145,17,27,143,97,26,8,26,0.64,2.72,18.40,23.20,2.72,4.32,22.88,15.52,4.16,1.28,4.16
95HH13,537,5,5,59,98,12,38,139,100,39,13,29,0.93,0.93,10.99,18.25,2.23,7.08,25.88,18.62,7.26,2.42,5.40
