ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS702NI0001","Count","PERSONS","All usual residents: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0002","Count","PERSONS","All usual residents: Work or study mainly at or from home: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0003","Count","PERSONS","Method of travel to work or place of study: Train: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0004","Count","PERSONS","Method of travel to work or place of study: Bus, minibus or coach: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0005","Count","PERSONS","Method of travel to work or place of study: Motorcycle, scooter or moped: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0006","Count","PERSONS","Method of travel to work or place of study: Driving a car or van: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0007","Count","PERSONS","Method of travel to work or place of study: Passenger in a car or van: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0008","Count","PERSONS","Method of travel to work or place of study: Car or van pool, shared driving: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0009","Count","PERSONS","Method of travel to work or place of study: Taxi: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0010","Count","PERSONS","Method of travel to work or place of study: Bicycle: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0011","Count","PERSONS","Method of travel to work or place of study: On foot: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0012","Count","PERSONS","Method of travel to work or place of study: Other method: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0013","Count","PERSONS","Usual residents in households with access to a car or van: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0014","Count","PERSONS","Usual residents in households with access to a car or van: Use public transport to travel to work or place of study: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0015","Count","PERSONS","Usual residents in households without access to a car or van: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0016","Count","PERSONS","Usual residents in households without access to a car or van: Use public transport to travel to work or place of study: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0017","Percentage","PERSONS","All usual residents: Work or study mainly at or from home: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0018","Percentage","PERSONS","Method of travel to work or place of study: Train: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0019","Percentage","PERSONS","Method of travel to work or place of study: Bus, minibus or coach: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0020","Percentage","PERSONS","Method of travel to work or place of study: Motorcycle, scooter or moped: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0021","Percentage","PERSONS","Method of travel to work or place of study: Driving a car or van: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0022","Percentage","PERSONS","Method of travel to work or place of study: Passenger in a car or van: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0023","Percentage","PERSONS","Method of travel to work or place of study: Car or van pool, shared driving: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0024","Percentage","PERSONS","Method of travel to work or place of study: Taxi: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0025","Percentage","PERSONS","Method of travel to work or place of study: Bicycle: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0026","Percentage","PERSONS","Method of travel to work or place of study: On foot: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0027","Percentage","PERSONS","Method of travel to work or place of study: Other method: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0028","Percentage","PERSONS","Usual residents in households with access to a car or van: Use public transport to travel to work or place of study: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
"KS702NI0029","Percentage","PERSONS","Usual residents in households without access to a car or van: Use public transport to travel to work or place of study: Primary school age and over in full-time education or aged 16-74 in employment and currently working"
