GeographyCode,KS609NI0001,KS609NI0002,KS609NI0003,KS609NI0004,KS609NI0005,KS609NI0006,KS609NI0007,KS609NI0008,KS609NI0009,KS609NI0010,KS609NI0011,KS609NI0012,KS609NI0013,KS609NI0014,KS609NI0015,KS609NI0016,KS609NI0017,KS609NI0018,KS609NI0019
95AA01,1363,176,177,222,214,281,21,60,115,97,12.91,12.99,16.29,15.70,20.62,1.54,4.40,8.44,7.12
95AA02,425,20,35,48,29,90,17,38,65,83,4.71,8.24,11.29,6.82,21.18,4.00,8.94,15.29,19.53
95AA03,391,17,21,32,31,93,14,20,76,87,4.35,5.37,8.18,7.93,23.79,3.58,5.12,19.44,22.25
95AA04,848,120,93,90,56,260,22,46,105,56,14.15,10.97,10.61,6.60,30.66,2.59,5.42,12.38,6.60
95AA05,657,74,90,50,26,232,16,27,80,62,11.26,13.70,7.61,3.96,35.31,2.44,4.11,12.18,9.44
95AA06,1031,113,105,127,95,193,23,67,180,128,10.96,10.18,12.32,9.21,18.72,2.23,6.50,17.46,12.42
95AA07,555,49,74,43,25,172,9,29,93,61,8.83,13.33,7.75,4.50,30.99,1.62,5.23,16.76,10.99
95AA08,335,15,21,28,18,81,14,24,74,60,4.48,6.27,8.36,5.37,24.18,4.18,7.16,22.09,17.91
95AA09,454,42,57,34,29,73,13,39,84,83,9.25,12.56,7.49,6.39,16.08,2.86,8.59,18.50,18.28
95AA10,401,32,45,33,34,80,18,37,57,65,7.98,11.22,8.23,8.48,19.95,4.49,9.23,14.21,16.21
95AA11,1459,133,196,186,134,268,49,87,197,209,9.12,13.43,12.75,9.18,18.37,3.36,5.96,13.50,14.32
95AA12,794,134,122,84,70,212,10,25,66,71,16.88,15.37,10.58,8.82,26.70,1.26,3.15,8.31,8.94
95AA13,791,70,125,71,59,233,26,37,91,79,8.85,15.80,8.98,7.46,29.46,3.29,4.68,11.50,9.99
95AA14,593,86,90,67,34,176,8,31,67,34,14.50,15.18,11.30,5.73,29.68,1.35,5.23,11.30,5.73
95AA15,1057,82,158,82,76,210,38,65,163,183,7.76,14.95,7.76,7.19,19.87,3.60,6.15,15.42,17.31
95AA16,431,21,24,24,26,94,18,29,86,109,4.87,5.57,5.57,6.03,21.81,4.18,6.73,19.95,25.29
95AA17,509,43,49,43,34,98,15,29,105,93,8.45,9.63,8.45,6.68,19.25,2.95,5.70,20.63,18.27
95AA18,596,127,125,76,49,91,16,36,38,38,21.31,20.97,12.75,8.22,15.27,2.68,6.04,6.38,6.38
95AA19,632,46,72,27,23,303,13,21,79,48,7.28,11.39,4.27,3.64,47.94,2.06,3.32,12.50,7.59
95BB01,955,107,124,101,102,258,14,51,121,77,11.20,12.98,10.58,10.68,27.02,1.47,5.34,12.67,8.06
95BB02,482,46,49,41,48,107,15,39,66,71,9.54,10.17,8.51,9.96,22.20,3.11,8.09,13.69,14.73
95BB03,881,88,69,89,90,270,17,44,106,108,9.99,7.83,10.10,10.22,30.65,1.93,4.99,12.03,12.26
95BB04,693,98,127,79,78,145,13,43,62,48,14.14,18.33,11.40,11.26,20.92,1.88,6.20,8.95,6.93
95BB05,867,107,102,76,58,266,21,51,112,74,12.34,11.76,8.77,6.69,30.68,2.42,5.88,12.92,8.54
95BB06,590,47,42,53,61,121,25,48,97,96,7.97,7.12,8.98,10.34,20.51,4.24,8.14,16.44,16.27
95BB07,637,62,59,55,68,171,22,46,71,83,9.73,9.26,8.63,10.68,26.84,3.45,7.22,11.15,13.03
95BB08,603,43,46,66,59,142,14,37,119,77,7.13,7.63,10.95,9.78,23.55,2.32,6.14,19.73,12.77
95BB09,789,108,109,92,106,154,22,40,67,91,13.69,13.81,11.66,13.43,19.52,2.79,5.07,8.49,11.53
95BB10,760,115,124,85,76,139,32,48,62,79,15.13,16.32,11.18,10.00,18.29,4.21,6.32,8.16,10.39
95BB11,603,51,46,59,67,135,15,52,88,90,8.46,7.63,9.78,11.11,22.39,2.49,8.62,14.59,14.93
95BB12,561,55,86,53,62,126,10,32,59,78,9.80,15.33,9.45,11.05,22.46,1.78,5.70,10.52,13.90
95BB13,1041,135,109,119,129,191,28,68,132,130,12.97,10.47,11.43,12.39,18.35,2.69,6.53,12.68,12.49
95BB14,800,114,143,81,79,197,17,26,74,69,14.25,17.88,10.13,9.88,24.63,2.13,3.25,9.25,8.63
95BB15,819,64,79,66,75,336,19,32,69,79,7.81,9.65,8.06,9.16,41.03,2.32,3.91,8.42,9.65
95BB16,866,136,146,94,95,204,20,37,68,66,15.70,16.86,10.85,10.97,23.56,2.31,4.27,7.85,7.62
95BB17,844,99,63,81,71,222,27,69,115,97,11.73,7.46,9.60,8.41,26.30,3.20,8.18,13.63,11.49
95BB18,998,143,106,97,127,272,24,39,116,74,14.33,10.62,9.72,12.73,27.25,2.40,3.91,11.62,7.41
95BB19,1269,128,133,149,168,260,35,99,166,131,10.09,10.48,11.74,13.24,20.49,2.76,7.80,13.08,10.32
95BB20,696,34,68,55,64,300,18,34,48,75,4.89,9.77,7.90,9.20,43.10,2.59,4.89,6.90,10.78
95BB21,1050,81,93,96,106,341,36,56,129,112,7.71,8.86,9.14,10.10,32.48,3.43,5.33,12.29,10.67
95BB22,612,68,41,45,63,163,15,31,95,91,11.11,6.70,7.35,10.29,26.63,2.45,5.07,15.52,14.87
95BB23,804,86,116,98,113,168,26,62,76,59,10.70,14.43,12.19,14.05,20.90,3.23,7.71,9.45,7.34
95CC01,489,37,53,48,29,102,25,44,88,63,7.57,10.84,9.82,5.93,20.86,5.11,9.00,18.00,12.88
95CC02,694,69,69,53,21,251,13,37,120,61,9.94,9.94,7.64,3.03,36.17,1.87,5.33,17.29,8.79
95CC03,488,27,40,30,28,117,24,34,98,90,5.53,8.20,6.15,5.74,23.98,4.92,6.97,20.08,18.44
95CC04,599,54,58,30,19,228,9,31,106,64,9.02,9.68,5.01,3.17,38.06,1.50,5.18,17.70,10.68
95CC05,683,58,63,50,22,228,16,40,124,82,8.49,9.22,7.32,3.22,33.38,2.34,5.86,18.16,12.01
95CC06,611,82,96,65,46,116,20,42,82,62,13.42,15.71,10.64,7.53,18.99,3.27,6.87,13.42,10.15
95CC07,800,77,61,46,28,309,15,41,140,83,9.63,7.63,5.75,3.50,38.63,1.88,5.13,17.50,10.38
95CC08,479,59,44,28,30,128,17,41,67,65,12.32,9.19,5.85,6.26,26.72,3.55,8.56,13.99,13.57
