GeographyCode,KS608NI0001,KS608NI0002,KS608NI0003,KS608NI0004,KS608NI0005,KS608NI0006,KS608NI0007,KS608NI0008,KS608NI0009,KS608NI0010,KS608NI0011,KS608NI0012,KS608NI0013,KS608NI0014,KS608NI0015,KS608NI0016,KS608NI0017,KS608NI0018,KS608NI0019
95AA19,1186,70,205,67,129,330,114,85,85,101,5.90,17.28,5.65,10.88,27.82,9.61,7.17,7.17,8.52
95BB01,1878,175,275,179,384,285,163,144,130,143,9.32,14.64,9.53,20.45,15.18,8.68,7.67,6.92,7.61
95BB02,929,70,108,63,143,115,89,123,81,137,7.53,11.63,6.78,15.39,12.38,9.58,13.24,8.72,14.75
95BB03,1710,137,208,147,301,296,181,141,117,182,8.01,12.16,8.60,17.60,17.31,10.58,8.25,6.84,10.64
95BB04,1326,143,265,124,233,161,108,125,68,99,10.78,19.98,9.35,17.57,12.14,8.14,9.43,5.13,7.47
95BB05,1696,173,255,143,262,307,161,123,125,147,10.20,15.04,8.43,15.45,18.10,9.49,7.25,7.37,8.67
95BB06,1194,80,112,99,172,128,143,156,109,195,6.70,9.38,8.29,14.41,10.72,11.98,13.07,9.13,16.33
95BB07,1302,106,164,94,245,180,135,153,80,145,8.14,12.60,7.22,18.82,13.82,10.37,11.75,6.14,11.14
95BB08,1232,79,122,104,244,164,116,134,131,138,6.41,9.90,8.44,19.81,13.31,9.42,10.88,10.63,11.20
95BB09,1534,163,263,154,326,169,115,110,79,155,10.63,17.14,10.04,21.25,11.02,7.50,7.17,5.15,10.10
95BB10,1493,183,284,162,239,158,142,125,74,126,12.26,19.02,10.85,16.01,10.58,9.51,8.37,4.96,8.44
95BB11,1218,93,129,97,184,155,162,144,91,163,7.64,10.59,7.96,15.11,12.73,13.30,11.82,7.47,13.38
95BB12,1138,95,176,98,180,144,125,120,67,133,8.35,15.47,8.61,15.82,12.65,10.98,10.54,5.89,11.69
95BB13,2103,207,277,191,410,214,207,220,143,234,9.84,13.17,9.08,19.50,10.18,9.84,10.46,6.80,11.13
95BB14,1546,178,350,155,264,212,106,80,86,115,11.51,22.64,10.03,17.08,13.71,6.86,5.17,5.56,7.44
95BB15,1546,112,213,124,273,367,133,128,74,122,7.24,13.78,8.02,17.66,23.74,8.60,8.28,4.79,7.89
95BB16,1558,194,322,163,295,222,89,88,74,111,12.45,20.67,10.46,18.93,14.25,5.71,5.65,4.75,7.12
95BB17,1703,165,185,152,275,245,188,184,125,184,9.69,10.86,8.93,16.15,14.39,11.04,10.80,7.34,10.80
95BB18,1938,214,269,178,358,290,216,161,126,126,11.04,13.88,9.18,18.47,14.96,11.15,8.31,6.50,6.50
95BB19,2497,195,330,229,516,282,262,286,180,217,7.81,13.22,9.17,20.66,11.29,10.49,11.45,7.21,8.69
95BB20,1355,79,180,117,259,314,127,95,53,131,5.83,13.28,8.63,19.11,23.17,9.37,7.01,3.91,9.67
95BB21,2057,143,233,169,341,371,279,174,148,199,6.95,11.33,8.22,16.58,18.04,13.56,8.46,7.19,9.67
95BB22,1258,98,128,84,193,179,147,133,107,189,7.79,10.17,6.68,15.34,14.23,11.69,10.57,8.51,15.02
95BB23,1532,127,276,150,297,184,126,180,88,104,8.29,18.02,9.79,19.39,12.01,8.22,11.75,5.74,6.79
95CC01,994,62,145,77,111,120,119,101,104,155,6.24,14.59,7.75,11.17,12.07,11.97,10.16,10.46,15.59
95CC02,1287,97,217,89,155,281,126,79,134,109,7.54,16.86,6.92,12.04,21.83,9.79,6.14,10.41,8.47
95CC03,995,45,103,58,99,138,128,91,115,218,4.52,10.35,5.83,9.95,13.87,12.86,9.15,11.56,21.91
95CC04,1074,76,153,56,94,251,117,93,118,116,7.08,14.25,5.21,8.75,23.37,10.89,8.66,10.99,10.80
95CC05,1212,89,180,86,128,254,116,95,133,131,7.34,14.85,7.10,10.56,20.96,9.57,7.84,10.97,10.81
95CC06,1264,130,248,107,182,143,132,110,94,118,10.28,19.62,8.47,14.40,11.31,10.44,8.70,7.44,9.34
95CC07,1474,110,213,90,182,335,146,102,153,143,7.46,14.45,6.11,12.35,22.73,9.91,6.92,10.38,9.70
95CC08,944,84,145,54,104,145,114,92,80,126,8.90,15.36,5.72,11.02,15.36,12.08,9.75,8.47,13.35
95CC09,1722,178,272,120,224,370,154,119,164,121,10.34,15.80,6.97,13.01,21.49,8.94,6.91,9.52,7.03
95CC10,1243,140,244,88,156,220,90,82,113,110,11.26,19.63,7.08,12.55,17.70,7.24,6.60,9.09,8.85
95CC11,670,47,97,25,78,120,96,51,56,100,7.01,14.48,3.73,11.64,17.91,14.33,7.61,8.36,14.93
95CC12,1282,97,206,75,151,297,120,93,127,116,7.57,16.07,5.85,11.78,23.17,9.36,7.25,9.91,9.05
95CC13,1186,86,175,64,155,274,102,84,122,124,7.25,14.76,5.40,13.07,23.10,8.60,7.08,10.29,10.46
95CC14,1449,123,232,128,205,212,142,125,161,121,8.49,16.01,8.83,14.15,14.63,9.80,8.63,11.11,8.35
95CC15,1318,95,232,104,167,244,103,89,165,119,7.21,17.60,7.89,12.67,18.51,7.81,6.75,12.52,9.03
95CC16,1217,96,144,65,141,242,143,126,128,132,7.89,11.83,5.34,11.59,19.88,11.75,10.35,10.52,10.85
95CC17,1337,121,236,98,148,252,143,101,124,114,9.05,17.65,7.33,11.07,18.85,10.70,7.55,9.27,8.53
95CC18,1049,100,237,95,138,116,94,75,78,116,9.53,22.59,9.06,13.16,11.06,8.96,7.15,7.44,11.06
95CC19,1283,111,227,96,144,271,128,100,121,85,8.65,17.69,7.48,11.22,21.12,9.98,7.79,9.43,6.63
95CC20,1455,124,234,120,239,175,159,121,140,143,8.52,16.08,8.25,16.43,12.03,10.93,8.32,9.62,9.83
95CC21,1384,110,178,129,203,192,129,123,165,155,7.95,12.86,9.32,14.67,13.87,9.32,8.89,11.92,11.20
95CC22,747,41,87,39,72,112,101,83,78,134,5.49,11.65,5.22,9.64,14.99,13.52,11.11,10.44,17.94
95DD01,897,102,199,79,127,93,55,74,80,88,11.37,22.19,8.81,14.16,10.37,6.13,8.25,8.92,9.81
95DD02,1960,137,302,159,270,309,187,225,197,174,6.99,15.41,8.11,13.78,15.77,9.54,11.48,10.05,8.88
95DD03,1747,168,396,172,226,197,144,151,154,139,9.62,22.67,9.85,12.94,11.28,8.24,8.64,8.82,7.96
95DD04,704,39,28,31,71,82,93,110,100,150,5.54,3.98,4.40,10.09,11.65,13.21,15.63,14.20,21.31
95DD05,674,34,34,33,59,101,68,111,93,141,5.04,5.04,4.90,8.75,14.99,10.09,16.47,13.80,20.92
95DD06,1167,121,236,124,171,123,92,86,97,117,10.37,20.22,10.63,14.65,10.54,7.88,7.37,8.31,10.03
95DD07,1505,143,259,138,201,204,120,129,166,145,9.50,17.21,9.17,13.36,13.55,7.97,8.57,11.03,9.63
95DD08,943,42,79,69,90,114,75,113,181,180,4.45,8.38,7.32,9.54,12.09,7.95,11.98,19.19,19.09
95DD09,1276,97,224,94,177,283,84,99,126,92,7.60,17.55,7.37,13.87,22.18,6.58,7.76,9.87,7.21
95DD10,1277,67,148,72,169,200,149,146,166,160,5.25,11.59,5.64,13.23,15.66,11.67,11.43,13.00,12.53
95DD11,918,82,75,51,99,117,84,119,149,142,8.93,8.17,5.56,10.78,12.75,9.15,12.96,16.23,15.47
95DD12,1268,103,195,74,167,316,84,105,119,105,8.12,15.38,5.84,13.17,24.92,6.62,8.28,9.38,8.28
95DD13,727,35,88,52,90,94,79,69,111,109,4.81,12.10,7.15,12.38,12.93,10.87,9.49,15.27,14.99
95DD14,1649,201,351,163,208,185,144,151,133,113,12.19,21.29,9.88,12.61,11.22,8.73,9.16,8.07,6.85
95DD15,1694,150,327,106,207,363,142,126,148,125,8.85,19.30,6.26,12.22,21.43,8.38,7.44,8.74,7.38
95DD16,1548,164,266,103,204,323,107,132,145,104,10.59,17.18,6.65,13.18,20.87,6.91,8.53,9.37,6.72
95DD17,1720,138,346,127,211,399,137,120,119,123,8.02,20.12,7.38,12.27,23.20,7.97,6.98,6.92,7.15
95DD18,820,50,85,60,98,94,95,112,103,123,6.10,10.37,7.32,11.95,11.46,11.59,13.66,12.56,15.00
95DD19,1619,150,203,140,230,232,170,148,167,179,9.26,12.54,8.65,14.21,14.33,10.50,9.14,10.32,11.06
95DD20,666,21,28,34,65,81,74,106,106,151,3.15,4.20,5.11,9.76,12.16,11.11,15.92,15.92,22.67
95DD21,1050,81,125,79,151,127,83,113,141,150,7.71,11.90,7.52,14.38,12.10,7.90,10.76,13.43,14.29
95DD22,1466,109,258,92,187,316,119,138,112,135,7.44,17.60,6.28,12.76,21.56,8.12,9.41,7.64,9.21
95DD23,1311,93,216,117,151,329,97,91,118,99,7.09,16.48,8.92,11.52,25.10,7.40,6.94,9.00,7.55
95DD24,1314,100,216,105,169,176,108,151,153,136,7.61,16.44,7.99,12.86,13.39,8.22,11.49,11.64,10.35
95EE01,785,50,95,45,124,234,71,47,67,52,6.37,12.10,5.73,15.80,29.81,9.04,5.99,8.54,6.62
95EE02,936,70,148,69,113,181,99,70,96,90,7.48,15.81,7.37,12.07,19.34,10.58,7.48,10.26,9.62
95EE03,815,79,100,71,116,113,86,88,77,85,9.69,12.27,8.71,14.23,13.87,10.55,10.80,9.45,10.43
95EE04,904,78,99,53,129,182,81,78,108,96,8.63,10.95,5.86,14.27,20.13,8.96,8.63,11.95,10.62
95EE05,699,47,115,47,80,153,70,50,76,61,6.72,16.45,6.72,11.44,21.89,10.01,7.15,10.87,8.73
95EE06,974,66,139,50,130,246,102,62,87,92,6.78,14.27,5.13,13.35,25.26,10.47,6.37,8.93,9.45
95EE07,702,33,65,41,98,112,90,78,81,104,4.70,9.26,5.84,13.96,15.95,12.82,11.11,11.54,14.81
95EE08,720,57,127,60,129,84,78,73,55,57,7.92,17.64,8.33,17.92,11.67,10.83,10.14,7.64,7.92
95EE09,855,55,115,59,93,223,88,62,74,86,6.43,13.45,6.90,10.88,26.08,10.29,7.25,8.65,10.06
95EE10,803,59,103,62,82,195,67,66,99,70,7.35,12.83,7.72,10.21,24.28,8.34,8.22,12.33,8.72
95EE11,776,59,113,42,94,212,51,56,81,68,7.60,14.56,5.41,12.11,27.32,6.57,7.22,10.44,8.76
95EE12,1024,75,112,85,123,138,122,126,112,131,7.32,10.94,8.30,12.01,13.48,11.91,12.30,10.94,12.79
95EE13,539,50,79,55,72,62,51,61,42,67,9.28,14.66,10.20,13.36,11.50,9.46,11.32,7.79,12.43
95EE14,1167,104,208,88,161,173,112,109,95,117,8.91,17.82,7.54,13.80,14.82,9.60,9.34,8.14,10.03
95EE15,782,59,95,55,90,199,80,53,78,73,7.54,12.15,7.03,11.51,25.45,10.23,6.78,9.97,9.34
95EE16,945,73,136,57,122,220,81,83,83,90,7.72,14.39,6.03,12.91,23.28,8.57,8.78,8.78,9.52
95FF01,2430,242,505,254,432,237,191,235,141,193,9.96,20.78,10.45,17.78,9.75,7.86,9.67,5.80,7.94
95FF02,1309,90,196,81,166,395,119,76,110,76,6.88,14.97,6.19,12.68,30.18,9.09,5.81,8.40,5.81
95FF03,1458,97,155,142,225,167,152,198,155,167,6.65,10.63,9.74,15.43,11.45,10.43,13.58,10.63,11.45
95FF04,1290,130,237,76,154,297,98,100,96,102,10.08,18.37,5.89,11.94,23.02,7.60,7.75,7.44,7.91
95FF05,1139,115,187,119,180,130,112,88,84,124,10.10,16.42,10.45,15.80,11.41,9.83,7.73,7.37,10.89
95FF06,2058,212,387,221,316,242,175,174,153,178,10.30,18.80,10.74,15.35,11.76,8.50,8.45,7.43,8.65
95FF07,1086,69,102,72,136,155,134,152,109,157,6.35,9.39,6.63,12.52,14.27,12.34,14.00,10.04,14.46
95FF08,978,91,153,84,151,126,105,102,73,93,9.30,15.64,8.59,15.44,12.88,10.74,10.43,7.46,9.51
95FF09,1049,78,131,83,126,165,112,68,146,140,7.44,12.49,7.91,12.01,15.73,10.68,6.48,13.92,13.35
95FF10,1744,149,322,139,276,328,154,138,131,107,8.54,18.46,7.97,15.83,18.81,8.83,7.91,7.51,6.14
95FF11,1292,74,245,87,154,317,90,82,133,110,5.73,18.96,6.73,11.92,24.54,6.97,6.35,10.29,8.51
95FF12,1345,124,238,133,168,218,103,114,116,131,9.22,17.70,9.89,12.49,16.21,7.66,8.48,8.62,9.74
95FF13,1288,122,237,102,166,230,106,105,123,97,9.47,18.40,7.92,12.89,17.86,8.23,8.15,9.55,7.53
95FF14,1194,165,246,107,160,208,92,77,70,69,13.82,20.60,8.96,13.40,17.42,7.71,6.45,5.86,5.78
95FF15,1145,80,118,96,125,199,151,125,115,136,6.99,10.31,8.38,10.92,17.38,13.19,10.92,10.04,11.88
95FF16,1089,96,198,108,177,148,80,102,79,101,8.82,18.18,9.92,16.25,13.59,7.35,9.37,7.25,9.27
95FF17,727,57,78,58,97,89,87,80,79,102,7.84,10.73,7.98,13.34,12.24,11.97,11.00,10.87,14.03
95GG01,1805,98,272,155,328,175,207,227,100,243,5.43,15.07,8.59,18.17,9.70,11.47,12.58,5.54,13.46
95GG02,1575,56,88,86,261,149,212,300,103,320,3.56,5.59,5.46,16.57,9.46,13.46,19.05,6.54,20.32
95GG03,3077,308,888,447,471,208,210,245,100,200,10.01,28.86,14.53,15.31,6.76,6.82,7.96,3.25,6.50
95GG04,1629,79,175,105,220,155,182,225,117,371,4.85,10.74,6.45,13.51,9.52,11.17,13.81,7.18,22.77
95GG05,3481,238,1012,450,501,208,268,301,121,382,6.84,29.07,12.93,14.39,5.98,7.70,8.65,3.48,10.97
95GG06,2437,118,217,193,378,288,306,317,203,417,4.84,8.90,7.92,15.51,11.82,12.56,13.01,8.33,17.11
95GG07,1974,78,272,136,368,156,240,245,123,356,3.95,13.78,6.89,18.64,7.90,12.16,12.41,6.23,18.03
95GG08,2085,144,341,190,349,169,212,211,160,309,6.91,16.35,9.11,16.74,8.11,10.17,10.12,7.67,14.82
95GG09,2892,290,678,355,472,185,210,285,123,294,10.03,23.44,12.28,16.32,6.40,7.26,9.85,4.25,10.17
95GG10,1844,88,258,156,213,161,183,262,115,408,4.77,13.99,8.46,11.55,8.73,9.92,14.21,6.24,22.13
95GG11,2654,190,513,330,435,234,215,238,145,354,7.16,19.33,12.43,16.39,8.82,8.10,8.97,5.46,13.34
95GG12,4561,181,821,376,497,224,269,1260,84,849,3.97,18.00,8.24,10.90,4.91,5.90,27.63,1.84,18.61
95GG13,2023,154,469,190,298,145,161,210,128,268,7.61,23.18,9.39,14.73,7.17,7.96,10.38,6.33,13.25
95GG14,2368,220,645,237,396,187,176,234,96,177,9.29,27.24,10.01,16.72,7.90,7.43,9.88,4.05,7.47
95GG15,2754,280,862,309,489,171,172,194,88,189,10.17,31.30,11.22,17.76,6.21,6.25,7.04,3.20,6.86
95GG16,2404,173,508,261,397,203,244,254,131,233,7.20,21.13,10.86,16.51,8.44,10.15,10.57,5.45,9.69
95GG17,1981,127,273,151,343,196,212,254,158,267,6.41,13.78,7.62,17.31,9.89,10.70,12.82,7.98,13.48
95GG18,1611,65,186,115,303,144,177,205,95,321,4.03,11.55,7.14,18.81,8.94,10.99,12.73,5.90,19.93
95GG19,1197,53,60,81,144,129,178,177,104,271,4.43,5.01,6.77,12.03,10.78,14.87,14.79,8.69,22.64
95GG20,1835,108,288,186,238,156,184,232,115,328,5.89,15.69,10.14,12.97,8.50,10.03,12.64,6.27,17.87
95GG21,1471,74,157,97,230,135,158,214,74,332,5.03,10.67,6.59,15.64,9.18,10.74,14.55,5.03,22.57
95GG22,2098,121,312,191,373,211,218,303,131,238,5.77,14.87,9.10,17.78,10.06,10.39,14.44,6.24,11.34
95GG23,2182,211,651,231,303,145,162,244,85,150,9.67,29.84,10.59,13.89,6.65,7.42,11.18,3.90,6.87
95GG24,2028,175,432,167,310,188,182,229,109,236,8.63,21.30,8.23,15.29,9.27,8.97,11.29,5.37,11.64
95GG25,2202,110,240,177,443,219,252,328,123,310,5.00,10.90,8.04,20.12,9.95,11.44,14.90,5.59,14.08
95GG26,1292,58,82,93,183,133,193,171,114,265,4.49,6.35,7.20,14.16,10.29,14.94,13.24,8.82,20.51
95GG27,2416,126,279,208,443,248,269,323,191,329,5.22,11.55,8.61,18.34,10.26,11.13,13.37,7.91,13.62
95GG28,2369,150,203,216,380,274,273,279,221,373,6.33,8.57,9.12,16.04,11.57,11.52,11.78,9.33,15.75
95GG29,2262,138,437,253,357,192,199,237,124,325,6.10,19.32,11.18,15.78,8.49,8.80,10.48,5.48,14.37
95GG30,2301,226,467,264,378,221,185,217,122,221,9.82,20.30,11.47,16.43,9.60,8.04,9.43,5.30,9.60
95GG31,2576,142,380,227,457,269,283,348,186,284,5.51,14.75,8.81,17.74,10.44,10.99,13.51,7.22,11.02
95GG32,2474,130,336,197,364,236,315,329,205,362,5.25,13.58,7.96,14.71,9.54,12.73,13.30,8.29,14.63
95GG33,2733,339,1280,373,260,84,71,169,36,121,12.40,46.83,13.65,9.51,3.07,2.60,6.18,1.32,4.43
95GG34,2394,176,664,237,384,164,228,230,122,189,7.35,27.74,9.90,16.04,6.85,9.52,9.61,5.10,7.89
95GG35,1440,76,140,87,186,134,185,227,103,302,5.28,9.72,6.04,12.92,9.31,12.85,15.76,7.15,20.97
95GG36,2907,233,578,354,534,275,234,246,161,292,8.02,19.88,12.18,18.37,9.46,8.05,8.46,5.54,10.04
95GG37,3458,260,1249,474,469,202,207,218,120,259,7.52,36.12,13.71,13.56,5.84,5.99,6.30,3.47,7.49
95GG38,3585,329,1552,470,432,162,188,199,65,188,9.18,43.29,13.11,12.05,4.52,5.24,5.55,1.81,5.24
95GG39,3077,171,807,336,350,222,265,351,121,454,5.56,26.23,10.92,11.37,7.21,8.61,11.41,3.93,14.75
95GG40,1057,48,85,63,137,99,144,125,96,260,4.54,8.04,5.96,12.96,9.37,13.62,11.83,9.08,24.60
95GG41,2471,341,857,318,397,119,124,134,58,123,13.80,34.68,12.87,16.07,4.82,5.02,5.42,2.35,4.98
95GG42,4117,371,1441,449,385,135,169,703,44,420,9.01,35.00,10.91,9.35,3.28,4.10,17.08,1.07,10.20
95GG43,2383,153,377,256,383,230,208,266,176,334,6.42,15.82,10.74,16.07,9.65,8.73,11.16,7.39,14.02
95GG44,2305,118,288,219,286,209,238,281,187,479,5.12,12.49,9.50,12.41,9.07,10.33,12.19,8.11,20.78
95GG45,2000,249,577,199,253,118,163,138,84,219,12.45,28.85,9.95,12.65,5.90,8.15,6.90,4.20,10.95
95GG46,1532,61,112,96,221,169,184,260,110,319,3.98,7.31,6.27,14.43,11.03,12.01,16.97,7.18,20.82
95GG47,1937,99,238,168,301,179,190,306,139,317,5.11,12.29,8.67,15.54,9.24,9.81,15.80,7.18,16.37
95GG48,1478,45,113,83,257,130,192,231,93,334,3.04,7.65,5.62,17.39,8.80,12.99,15.63,6.29,22.60
95GG49,4321,214,1178,459,464,180,244,950,65,567,4.95,27.26,10.62,10.74,4.17,5.65,21.99,1.50,13.12
95GG50,2415,139,399,230,352,249,228,257,125,436,5.76,16.52,9.52,14.58,10.31,9.44,10.64,5.18,18.05
95GG51,1286,55,70,95,186,116,170,175,121,298,4.28,5.44,7.39,14.46,9.02,13.22,13.61,9.41,23.17
95HH01,848,74,157,111,124,102,74,80,64,62,8.73,18.51,13.09,14.62,12.03,8.73,9.43,7.55,7.31
95HH02,1523,139,249,167,318,155,143,134,105,113,9.13,16.35,10.97,20.88,10.18,9.39,8.80,6.89,7.42
95HH03,676,54,135,69,131,82,57,55,46,47,7.99,19.97,10.21,19.38,12.13,8.43,8.14,6.80,6.95
95HH04,1593,143,228,152,294,202,150,163,120,141,8.98,14.31,9.54,18.46,12.68,9.42,10.23,7.53,8.85
95HH05,882,50,60,55,137,121,105,115,91,148,5.67,6.80,6.24,15.53,13.72,11.90,13.04,10.32,16.78
95HH06,2494,229,344,284,468,341,214,232,159,223,9.18,13.79,11.39,18.77,13.67,8.58,9.30,6.38,8.94
95HH07,635,39,63,57,91,72,66,74,64,109,6.14,9.92,8.98,14.33,11.34,10.39,11.65,10.08,17.17
95HH08,1311,143,272,154,230,116,110,103,81,102,10.91,20.75,11.75,17.54,8.85,8.39,7.86,6.18,7.78
95HH09,1091,82,164,109,188,117,96,110,86,139,7.52,15.03,9.99,17.23,10.72,8.80,10.08,7.88,12.74
95HH10,1221,135,337,165,205,77,82,117,41,62,11.06,27.60,13.51,16.79,6.31,6.72,9.58,3.36,5.08
95HH11,548,26,28,40,68,72,62,81,59,112,4.74,5.11,7.30,12.41,13.14,11.31,14.78,10.77,20.44
95HH12,705,46,64,61,133,90,85,71,59,96,6.52,9.08,8.65,18.87,12.77,12.06,10.07,8.37,13.62
95HH13,536,25,23,41,84,64,62,56,72,109,4.66,4.29,7.65,15.67,11.94,11.57,10.45,13.43,20.34
95HH14,556,32,37,31,90,84,58,63,68,93,5.76,6.65,5.58,16.19,15.11,10.43,11.33,12.23,16.73
95HH15,1273,90,183,118,208,132,134,154,96,158,7.07,14.38,9.27,16.34,10.37,10.53,12.10,7.54,12.41
95HH16,958,90,215,128,152,96,95,63,52,67,9.39,22.44,13.36,15.87,10.02,9.92,6.58,5.43,6.99
95HH17,1254,112,179,119,239,177,109,108,106,105,8.93,14.27,9.49,19.06,14.11,8.69,8.61,8.45,8.37
95II01,1518,181,304,159,304,143,111,121,71,124,11.92,20.03,10.47,20.03,9.42,7.31,7.97,4.68,8.17
95II02,2228,230,703,232,330,142,159,201,75,156,10.32,31.55,10.41,14.81,6.37,7.14,9.02,3.37,7.00
95II03,1936,194,571,236,328,149,129,164,67,98,10.02,29.49,12.19,16.94,7.70,6.66,8.47,3.46,5.06
95II04,2162,168,332,227,415,227,226,187,111,269,7.77,15.36,10.50,19.20,10.50,10.45,8.65,5.13,12.44
95II05,1673,160,459,164,291,140,132,138,61,128,9.56,27.44,9.80,17.39,8.37,7.89,8.25,3.65,7.65
95II06,1751,161,465,228,308,151,135,129,72,102,9.19,26.56,13.02,17.59,8.62,7.71,7.37,4.11,5.83
95II07,822,51,80,60,102,85,102,108,87,147,6.20,9.73,7.30,12.41,10.34,12.41,13.14,10.58,17.88
95II08,1176,71,170,123,220,119,119,137,83,134,6.04,14.46,10.46,18.71,10.12,10.12,11.65,7.06,11.39
95II09,1727,132,353,193,327,178,176,144,66,158,7.64,20.44,11.18,18.93,10.31,10.19,8.34,3.82,9.15
95II10,1119,53,104,81,192,123,139,131,92,204,4.74,9.29,7.24,17.16,10.99,12.42,11.71,8.22,18.23
95II11,1310,101,467,161,204,79,81,110,54,53,7.71,35.65,12.29,15.57,6.03,6.18,8.40,4.12,4.05
95II12,1148,107,312,139,235,94,88,71,40,62,9.32,27.18,12.11,20.47,8.19,7.67,6.18,3.48,5.40
95II13,1200,81,164,91,203,135,130,106,80,210,6.75,13.67,7.58,16.92,11.25,10.83,8.83,6.67,17.50
95II14,1223,117,353,183,201,78,72,115,37,67,9.57,28.86,14.96,16.43,6.38,5.89,9.40,3.03,5.48
95II15,1675,168,593,195,274,106,98,115,56,70,10.03,35.40,11.64,16.36,6.33,5.85,6.87,3.34,4.18
95II16,926,48,117,72,187,128,84,100,61,129,5.18,12.63,7.78,20.19,13.82,9.07,10.80,6.59,13.93
95II17,1132,85,187,100,224,114,108,123,65,126,7.51,16.52,8.83,19.79,10.07,9.54,10.87,5.74,11.13
95II18,943,43,165,71,140,102,108,125,77,112,4.56,17.50,7.53,14.85,10.82,11.45,13.26,8.17,11.88
95II19,1917,181,390,207,348,266,153,146,80,146,9.44,20.34,10.80,18.15,13.88,7.98,7.62,4.17,7.62
95II20,1406,126,471,137,225,103,83,115,47,99,8.96,33.50,9.74,16.00,7.33,5.90,8.18,3.34,7.04
95II21,1016,44,72,69,149,104,160,115,84,219,4.33,7.09,6.79,14.67,10.24,15.75,11.32,8.27,21.56
95II22,1049,100,151,97,194,120,105,95,84,103,9.53,14.39,9.25,18.49,11.44,10.01,9.06,8.01,9.82
95II23,1059,76,320,112,145,88,84,96,44,94,7.18,30.22,10.58,13.69,8.31,7.93,9.07,4.15,8.88
95JJ01,1210,105,218,81,159,246,104,83,99,115,8.68,18.02,6.69,13.14,20.33,8.60,6.86,8.18,9.50
95JJ02,964,97,241,99,118,109,80,81,43,96,10.06,25.00,10.27,12.24,11.31,8.30,8.40,4.46,9.96
95JJ03,917,42,56,59,117,112,115,133,107,176,4.58,6.11,6.43,12.76,12.21,12.54,14.50,11.67,19.19
95JJ04,1316,119,232,108,194,200,117,140,91,115,9.04,17.63,8.21,14.74,15.20,8.89,10.64,6.91,8.74
95JJ05,678,28,59,36,77,103,63,94,89,129,4.13,8.70,5.31,11.36,15.19,9.29,13.86,13.13,19.03
95JJ06,910,51,64,59,92,141,93,134,91,185,5.60,7.03,6.48,10.11,15.49,10.22,14.73,10.00,20.33
95JJ07,1013,54,56,48,109,127,145,154,119,201,5.33,5.53,4.74,10.76,12.54,14.31,15.20,11.75,19.84
95JJ08,1498,132,293,136,172,198,130,191,76,170,8.81,19.56,9.08,11.48,13.22,8.68,12.75,5.07,11.35
95JJ09,886,93,168,54,91,189,67,69,62,93,10.50,18.96,6.09,10.27,21.33,7.56,7.79,7.00,10.50
