GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
95NN22,1003,79,410,365,100,49,1667,7.88,40.88,36.39,9.97,4.89
95NN23,1159,129,440,425,108,57,1871,11.13,37.96,36.67,9.32,4.92
95OO01,809,69,287,291,96,66,1457,8.53,35.48,35.97,11.87,8.16
95OO02,703,83,200,249,102,69,1313,11.81,28.45,35.42,14.51,9.82
95OO03,914,101,353,310,100,50,1492,11.05,38.62,33.92,10.94,5.47
95OO04,877,126,336,279,77,59,1380,14.37,38.31,31.81,8.78,6.73
95OO05,1021,387,448,150,23,13,875,37.90,43.88,14.69,2.25,1.27
95OO06,941,71,351,374,80,65,1638,7.55,37.30,39.74,8.50,6.91
95OO07,854,76,295,290,122,71,1560,8.90,34.54,33.96,14.29,8.31
95OO08,887,71,320,324,98,74,1596,8.00,36.08,36.53,11.05,8.34
95OO09,744,90,270,256,72,56,1252,12.10,36.29,34.41,9.68,7.53
95OO10,1163,201,492,341,84,45,1626,17.28,42.30,29.32,7.22,3.87
95OO11,956,245,480,172,40,19,1031,25.63,50.21,17.99,4.18,1.99
95OO12,999,134,424,316,94,31,1478,13.41,42.44,31.63,9.41,3.10
95OO13,976,144,492,267,50,23,1277,14.75,50.41,27.36,5.12,2.36
95OO14,866,103,315,313,87,48,1411,11.89,36.37,36.14,10.05,5.54
95OO15,870,264,397,165,28,16,879,30.34,45.63,18.97,3.22,1.84
95OO16,853,162,351,251,64,25,1159,18.99,41.15,29.43,7.50,2.93
95OO17,978,69,389,395,89,36,1612,7.06,39.78,40.39,9.10,3.68
95OO18,1099,242,451,301,75,30,1408,22.02,41.04,27.39,6.82,2.73
95OO19,1046,116,398,405,92,35,1635,11.09,38.05,38.72,8.80,3.35
95OO20,854,143,383,265,48,15,1120,16.74,44.85,31.03,5.62,1.76
95OO21,904,270,378,189,51,16,984,29.87,41.81,20.91,5.64,1.77
95OO22,956,78,329,370,99,80,1722,8.16,34.41,38.70,10.36,8.37
95PP01,950,97,344,358,109,42,1573,10.21,36.21,37.68,11.47,4.42
95PP02,933,136,351,292,101,53,1473,14.58,37.62,31.30,10.83,5.68
95PP03,971,137,413,294,86,41,1433,14.11,42.53,30.28,8.86,4.22
95PP04,1081,72,388,432,125,64,1916,6.66,35.89,39.96,11.56,5.92
95PP05,822,96,294,292,90,50,1377,11.68,35.77,35.52,10.95,6.08
95PP06,1554,296,714,425,89,30,1964,19.05,45.95,27.35,5.73,1.93
95PP07,987,99,356,386,93,53,1635,10.03,36.07,39.11,9.42,5.37
95PP08,960,102,342,375,91,50,1585,10.63,35.63,39.06,9.48,5.21
95PP09,757,345,323,70,15,4,525,45.57,42.67,9.25,1.98,0.53
95PP10,798,65,299,298,91,45,1370,8.15,37.47,37.34,11.40,5.64
95PP11,1040,251,496,227,53,13,1167,24.13,47.69,21.83,5.10,1.25
95PP12,891,88,293,340,110,60,1569,9.88,32.88,38.16,12.35,6.73
95PP13,1060,297,415,272,58,18,1213,28.02,39.15,25.66,5.47,1.70
95PP14,1347,203,504,461,110,69,2065,15.07,37.42,34.22,8.17,5.12
95PP15,1089,101,380,455,110,43,1801,9.27,34.89,41.78,10.10,3.95
95PP16,705,42,288,260,78,37,1200,5.96,40.85,36.88,11.06,5.25
95PP17,1028,285,460,223,38,22,1116,27.72,44.75,21.69,3.70,2.14
95PP18,1093,111,358,438,128,58,1869,10.16,32.75,40.07,11.71,5.31
95PP19,933,170,369,278,87,29,1317,18.22,39.55,29.80,9.32,3.11
95PP20,1379,347,643,309,65,15,1522,25.16,46.63,22.41,4.71,1.09
95PP21,783,92,302,272,74,43,1254,11.75,38.57,34.74,9.45,5.49
95PP22,1010,152,469,306,72,11,1343,15.05,46.44,30.30,7.13,1.09
95PP23,898,118,297,340,86,57,1487,13.14,33.07,37.86,9.58,6.35
95QQ01,707,281,293,114,15,4,583,39.75,41.44,16.12,2.12,0.57
95QQ02,996,77,395,366,99,59,1682,7.73,39.66,36.75,9.94,5.92
95QQ03,507,208,228,63,7,1,383,41.03,44.97,12.43,1.38,0.20
95QQ04,692,222,326,115,26,3,646,32.08,47.11,16.62,3.76,0.43
95QQ05,1127,88,477,431,96,35,1782,7.81,42.32,38.24,8.52,3.11
95QQ06,754,164,306,204,55,25,991,21.75,40.58,27.06,7.29,3.32
95QQ07,919,444,321,115,34,5,674,48.31,34.93,12.51,3.70,0.54
95QQ08,698,248,347,88,15,0,568,35.53,49.71,12.61,2.15,0
95QQ09,838,230,356,198,44,10,931,27.45,42.48,23.63,5.25,1.19
95QQ10,688,81,256,229,86,36,1132,11.77,37.21,33.28,12.50,5.23
95QQ11,776,74,302,266,100,34,1282,9.54,38.92,34.28,12.89,4.38
95QQ12,758,195,380,137,33,13,812,25.73,50.13,18.07,4.35,1.72
95QQ13,1031,91,411,376,102,51,1694,8.83,39.86,36.47,9.89,4.95
95QQ14,2045,192,851,770,165,67,3178,9.39,41.61,37.65,8.07,3.28
95QQ15,761,278,345,101,29,8,678,36.53,45.34,13.27,3.81,1.05
95RR01,1502,157,588,593,119,45,2325,10.45,39.15,39.48,7.92,3.00
95RR02,647,138,267,184,48,10,820,21.33,41.27,28.44,7.42,1.55
95RR03,617,261,266,70,13,7,476,42.30,43.11,11.35,2.11,1.13
95RR04,752,203,327,168,33,21,850,26.99,43.48,22.34,4.39,2.79
95RR05,966,226,459,223,44,14,1094,23.40,47.52,23.08,4.55,1.45
95RR06,708,103,259,231,81,34,1116,14.55,36.58,32.63,11.44,4.80
95RR07,859,76,363,300,94,26,1362,8.85,42.26,34.92,10.94,3.03
95RR08,713,73,262,253,92,33,1189,10.24,36.75,35.48,12.90,4.63
95RR09,1381,223,636,418,77,27,1822,16.15,46.05,30.27,5.58,1.96
95RR10,582,273,247,54,7,1,380,46.91,42.44,9.28,1.20,0.17
95RR11,652,75,256,210,75,36,1058,11.50,39.26,32.21,11.50,5.52
95RR12,606,111,268,182,33,12,784,18.32,44.22,30.03,5.45,1.98
95RR13,657,253,261,109,22,12,596,38.51,39.73,16.59,3.35,1.83
95RR14,654,73,249,231,66,35,1061,11.16,38.07,35.32,10.09,5.35
95RR15,802,114,305,277,66,40,1249,14.21,38.03,34.54,8.23,4.99
95SS01,1681,77,522,756,223,103,3186,4.58,31.05,44.97,13.27,6.13
95SS02,1530,140,592,619,138,41,2419,9.15,38.69,40.46,9.02,2.68
95SS03,1189,37,290,554,190,118,2504,3.11,24.39,46.59,15.98,9.92
95SS04,2935,392,1341,994,163,45,4025,13.36,45.69,33.87,5.55,1.53
95SS05,1441,248,629,447,80,37,1925,17.21,43.65,31.02,5.55,2.57
95SS06,1935,933,765,187,41,9,1300,48.22,39.53,9.66,2.12,0.47
95SS07,3406,653,1705,901,110,37,3996,19.17,50.06,26.45,3.23,1.09
95SS08,1670,105,541,720,198,106,3052,6.29,32.40,43.11,11.86,6.35
95SS09,1334,82,469,566,168,49,2310,6.15,35.16,42.43,12.59,3.67
95SS10,1607,296,731,458,98,24,2044,18.42,45.49,28.50,6.10,1.49
95SS11,1863,117,614,806,221,105,3360,6.28,32.96,43.26,11.86,5.64
95SS12,1251,186,578,372,80,35,1715,14.87,46.20,29.74,6.39,2.80
95SS13,1336,532,599,163,36,6,1064,39.82,44.84,12.20,2.69,0.45
95SS14,1246,374,506,278,64,24,1363,30.02,40.61,22.31,5.14,1.93
95SS15,1516,143,527,606,181,59,2549,9.43,34.76,39.97,11.94,3.89
95SS16,1152,383,485,221,50,13,1133,33.25,42.10,19.18,4.34,1.13
95SS17,1749,298,893,481,60,17,2122,17.04,51.06,27.50,3.43,0.97
95SS18,1342,487,618,198,30,9,1146,36.29,46.05,14.75,2.24,0.67
95SS19,1236,319,603,263,40,11,1299,25.81,48.79,21.28,3.24,0.89
95SS20,1096,138,559,319,68,12,1452,12.59,51.00,29.11,6.20,1.09
95SS21,1656,68,526,771,204,87,3078,4.11,31.76,46.56,12.32,5.25
95SS22,1254,142,623,399,69,21,1722,11.32,49.68,31.82,5.50,1.67
95SS23,1532,123,586,626,145,52,2500,8.03,38.25,40.86,9.46,3.39
95SS24,1914,157,746,784,166,61,3082,8.20,38.98,40.96,8.67,3.19
95SS25,1117,500,487,120,5,5,763,44.76,43.60,10.74,0.45,0.45
95SS26,1314,430,619,209,48,8,1215,32.72,47.11,15.91,3.65,0.61
95SS27,1194,388,591,183,22,10,1065,32.50,49.50,15.33,1.84,0.84
95SS28,1071,405,471,156,33,6,914,37.82,43.98,14.57,3.08,0.56
95SS29,1031,506,421,90,11,3,652,49.08,40.83,8.73,1.07,0.29
95SS30,1125,93,533,399,83,17,1650,8.27,47.38,35.47,7.38,1.51
95TT01,838,61,269,313,132,63,1565,7.28,32.10,37.35,15.75,7.52
95TT02,857,123,310,264,110,50,1394,14.35,36.17,30.81,12.84,5.83
95TT03,1175,155,492,403,82,43,1747,13.19,41.87,34.30,6.98,3.66
95TT04,1018,140,411,324,83,60,1572,13.75,40.37,31.83,8.15,5.89
95TT05,1129,272,464,298,67,28,1389,24.09,41.10,26.40,5.93,2.48
95TT06,886,110,285,340,93,58,1503,12.42,32.17,38.37,10.50,6.55
95TT07,874,72,288,335,119,60,1592,8.24,32.95,38.33,13.62,6.86
95TT08,851,73,260,316,113,89,1624,8.58,30.55,37.13,13.28,10.46
95TT09,874,70,267,347,98,92,1688,8.01,30.55,39.70,11.21,10.53
95TT10,1056,271,439,273,50,23,1238,25.66,41.57,25.85,4.73,2.18
95TT11,945,75,299,369,118,84,1776,7.94,31.64,39.05,12.49,8.89
95TT12,898,87,333,335,96,47,1493,9.69,37.08,37.31,10.69,5.23
95TT13,1107,262,475,282,65,23,1333,23.67,42.91,25.47,5.87,2.08
95TT14,830,166,338,237,67,22,1108,20.00,40.72,28.55,8.07,2.65
95TT15,833,107,296,300,78,52,1349,12.85,35.53,36.01,9.36,6.24
95TT16,866,108,285,319,87,67,1474,12.47,32.91,36.84,10.05,7.74
95UU01,384,77,128,119,42,18,570,20.05,33.33,30.99,10.94,4.69
95UU02,439,81,219,106,28,5,536,18.45,49.89,24.15,6.38,1.14
95UU03,381,84,168,91,30,8,477,22.05,44.09,23.88,7.87,2.10
95UU04,350,125,143,66,13,3,328,35.71,40.86,18.86,3.71,0.86
95UU05,373,44,152,132,28,17,582,11.80,40.75,35.39,7.51,4.56
95UU06,569,98,263,156,32,20,759,17.22,46.22,27.42,5.62,3.51
95UU07,307,31,119,107,34,16,512,10.10,38.76,34.85,11.07,5.21
95UU08,461,92,184,124,43,18,641,19.96,39.91,26.90,9.33,3.90
95UU09,594,71,259,194,43,27,891,11.95,43.60,32.66,7.24,4.55
95UU10,420,44,175,133,41,27,680,10.48,41.67,31.67,9.76,6.43
95UU11,355,41,138,114,37,25,589,11.55,38.87,32.11,10.42,7.04
95UU12,564,205,220,121,13,5,522,36.35,39.01,21.45,2.30,0.89
95UU13,333,46,139,105,31,12,494,13.81,41.74,31.53,9.31,3.60
95UU14,718,175,358,149,26,10,775,24.37,49.86,20.75,3.62,1.39
95UU15,360,48,167,117,17,11,498,13.33,46.39,32.50,4.72,3.06
95VV01,1171,204,453,352,89,73,1767,17.42,38.68,30.06,7.60,6.23
95VV02,985,460,390,99,27,9,705,46.70,39.59,10.05,2.74,0.91
95VV03,996,296,442,193,51,14,1045,29.72,44.38,19.38,5.12,1.41
95VV04,1052,115,381,356,123,77,1810,10.93,36.22,33.84,11.69,7.32
95VV05,1364,95,456,589,153,71,2410,6.96,33.43,43.18,11.22,5.21
95VV06,1153,144,476,382,98,53,1777,12.49,41.28,33.13,8.50,4.60
95VV07,1657,339,733,444,100,41,2095,20.46,44.24,26.80,6.04,2.47
95VV08,1006,132,421,321,78,54,1541,13.12,41.85,31.91,7.75,5.37
95VV09,967,224,429,206,58,50,1231,23.16,44.36,21.30,6.00,5.17
95VV10,1186,431,564,154,29,8,991,36.34,47.55,12.98,2.45,0.67
95VV11,1484,111,639,557,118,59,2359,7.48,43.06,37.53,7.95,3.98
95VV12,1164,265,514,299,60,26,1412,22.77,44.16,25.69,5.15,2.23
95VV13,1054,64,293,478,144,75,2007,6.07,27.80,45.35,13.66,7.12
95VV14,1287,285,581,325,64,32,1560,22.14,45.14,25.25,4.97,2.49
95VV15,1140,354,517,211,43,15,1136,31.05,45.35,18.51,3.77,1.32
95VV16,1043,124,437,335,103,44,1611,11.89,41.90,32.12,9.88,4.22
95VV17,1410,190,549,480,121,70,2185,13.48,38.94,34.04,8.58,4.96
95VV18,1402,323,593,332,99,55,1793,23.04,42.30,23.68,7.06,3.92
95VV19,1172,241,585,261,58,27,1400,20.56,49.91,22.27,4.95,2.30
95VV20,925,85,320,340,104,76,1686,9.19,34.59,36.76,11.24,8.22
95VV21,1253,99,416,526,130,82,2216,7.90,33.20,41.98,10.38,6.54
95VV22,956,139,339,343,89,46,1502,14.54,35.46,35.88,9.31,4.81
95VV23,1123,197,473,332,90,31,1544,17.54,42.12,29.56,8.01,2.76
95VV24,1258,314,533,325,65,21,1472,24.96,42.37,25.83,5.17,1.67
95VV25,1227,134,474,438,115,66,1989,10.92,38.63,35.70,9.37,5.38
95VV26,1172,137,428,438,115,54,1883,11.69,36.52,37.37,9.81,4.61
95VV27,912,330,410,130,29,13,810,36.18,44.96,14.25,3.18,1.43
95VV28,1343,405,570,293,50,25,1413,30.16,42.44,21.82,3.72,1.86
95VV29,1071,94,354,434,108,81,1900,8.78,33.05,40.52,10.08,7.56
95VV30,1098,135,546,320,75,22,1508,12.30,49.73,29.14,6.83,2.00
95WW01,1257,360,611,228,39,19,1272,28.64,48.61,18.14,3.10,1.51
95WW02,1533,376,553,487,94,23,1909,24.53,36.07,31.77,6.13,1.50
95WW03,1583,357,698,444,63,21,1864,22.55,44.09,28.05,3.98,1.33
95WW04,1098,145,576,326,40,11,1392,13.21,52.46,29.69,3.64,1.00
95WW05,1157,208,558,295,78,18,1456,17.98,48.23,25.50,6.74,1.56
95WW06,1198,72,387,547,131,61,2143,6.01,32.30,45.66,10.93,5.09
95WW07,1602,117,621,640,164,60,2656,7.30,38.76,39.95,10.24,3.75
95WW08,1037,145,520,305,53,14,1354,13.98,50.14,29.41,5.11,1.35
95WW09,1111,248,532,256,61,14,1288,22.32,47.88,23.04,5.49,1.26
95WW10,1176,253,573,271,62,17,1371,21.51,48.72,23.04,5.27,1.45
95WW11,1106,98,497,396,90,25,1667,8.86,44.94,35.80,8.14,2.26
95WW12,1100,499,463,118,18,2,762,45.36,42.09,10.73,1.64,0.18
95WW13,1433,155,507,604,119,48,2278,10.82,35.38,42.15,8.30,3.35
95WW14,1043,483,434,112,9,5,705,46.31,41.61,10.74,0.86,0.48
95WW15,1229,145,635,367,58,24,1641,11.80,51.67,29.86,4.72,1.95
95WW16,1260,364,606,240,44,6,1242,28.89,48.10,19.05,3.49,0.48
95WW17,991,209,505,227,41,9,1122,21.09,50.96,22.91,4.14,0.91
95WW18,1000,222,527,211,33,7,1077,22.20,52.70,21.10,3.30,0.70
95WW19,2204,157,744,1039,195,69,3699,7.12,33.76,47.14,8.85,3.13
95WW20,2974,168,1145,1329,246,86,4922,5.65,38.50,44.69,8.27,2.89
95WW21,1481,473,688,279,36,5,1374,31.94,46.46,18.84,2.43,0.34
95WW22,1228,292,609,247,65,15,1360,23.78,49.59,20.11,5.29,1.22
95WW23,1455,264,635,444,84,28,1898,18.14,43.64,30.52,5.77,1.92
95WW24,1578,605,728,213,31,1,1251,38.34,46.13,13.50,1.96,0.06
95WW25,1137,518,487,118,12,2,767,45.56,42.83,10.38,1.06,0.18
95XX01,1849,92,612,879,211,55,3247,4.98,33.10,47.54,11.41,2.97
95XX02,1066,110,421,438,78,19,1612,10.32,39.49,41.09,7.32,1.78
95XX03,1057,66,392,440,133,26,1782,6.24,37.09,41.63,12.58,2.46
95XX04,1402,99,604,539,119,41,2221,7.06,43.08,38.45,8.49,2.92
95XX05,1238,313,586,275,50,14,1347,25.28,47.33,22.21,4.04,1.13
95XX06,1598,374,709,402,96,17,1873,23.40,44.37,25.16,6.01,1.06
95XX07,1278,238,534,404,80,22,1674,18.62,41.78,31.61,6.26,1.72
95XX08,1173,203,544,359,51,16,1485,17.31,46.38,30.61,4.35,1.36
95XX09,1255,234,572,368,61,20,1580,18.65,45.58,29.32,4.86,1.59
95XX10,1842,351,757,616,88,30,2384,19.06,41.10,33.44,4.78,1.63
95XX11,2621,438,1183,853,118,29,3372,16.71,45.14,32.54,4.50,1.11
95XX12,1002,55,347,415,139,46,1812,5.49,34.63,41.42,13.87,4.59
95XX13,1176,78,466,496,101,35,1909,6.63,39.63,42.18,8.59,2.98
95XX14,955,43,343,404,117,48,1708,4.50,35.92,42.30,12.25,5.03
95XX15,1192,373,551,229,30,9,1137,31.29,46.22,19.21,2.52,0.76
95XX16,1392,133,651,476,100,32,2040,9.55,46.77,34.20,7.18,2.30
95XX17,1425,494,605,283,36,7,1307,34.67,42.46,19.86,2.53,0.49
95XX18,1348,364,603,310,57,14,1456,27.00,44.73,23.00,4.23,1.04
95XX19,1106,150,411,420,90,35,1676,13.56,37.16,37.97,8.14,3.16
95XX20,1363,395,682,249,33,4,1296,28.98,50.04,18.27,2.42,0.29
95XX21,1176,119,503,437,90,27,1766,10.12,42.77,37.16,7.65,2.30
95XX22,1010,216,493,250,43,8,1159,21.39,48.81,24.75,4.26,0.79
95XX23,1451,354,755,303,31,8,1489,24.40,52.03,20.88,2.14,0.55
95XX24,1184,142,583,362,76,21,1623,11.99,49.24,30.57,6.42,1.77
95XX25,1096,381,514,171,28,2,948,34.76,46.90,15.60,2.55,0.18
95YY01,861,89,292,335,100,45,1459,10.34,33.91,38.91,11.61,5.23
95YY02,883,198,398,228,37,22,1057,22.42,45.07,25.82,4.19,2.49
95YY03,991,58,291,439,136,67,1869,5.85,29.36,44.30,13.72,6.76
95YY04,1270,228,606,364,50,22,1573,17.95,47.72,28.66,3.94,1.73
95YY05,745,208,326,149,44,18,833,27.92,43.76,20.00,5.91,2.42
95YY06,858,168,348,234,76,32,1178,19.58,40.56,27.27,8.86,3.73
95YY07,912,62,326,353,104,67,1636,6.80,35.75,38.71,11.40,7.35
95YY08,789,124,273,267,86,39,1239,15.72,34.60,33.84,10.90,4.94
95YY09,1014,234,465,228,71,16,1203,23.08,45.86,22.49,7.00,1.58
95YY10,705,35,224,282,108,56,1369,4.96,31.77,40.00,15.32,7.94
95YY11,820,241,285,215,48,31,1000,29.39,34.76,26.22,5.85,3.78
95YY12,932,96,316,379,94,47,1562,10.30,33.91,40.67,10.09,5.04
95YY13,1118,280,544,233,42,19,1220,25.04,48.66,20.84,3.76,1.70
95YY14,1147,190,520,328,78,31,1544,16.56,45.34,28.60,6.80,2.70
95YY15,889,355,369,149,15,1,716,39.93,41.51,16.76,1.69,0.11
95YY16,798,50,279,306,106,57,1463,6.27,34.96,38.35,13.28,7.14
95YY17,746,62,258,279,101,46,1329,8.31,34.58,37.40,13.54,6.17
95YY18,746,71,259,282,85,49,1292,9.52,34.72,37.80,11.39,6.57
95YY19,707,246,311,125,17,8,645,34.79,43.99,17.68,2.40,1.13
95YY20,721,74,239,230,115,63,1324,10.26,33.15,31.90,15.95,8.74
95YY21,791,80,261,308,78,64,1390,10.11,33.00,38.94,9.86,8.09
95ZZ01,994,119,419,308,102,46,1544,11.97,42.15,30.99,10.26,4.63
95ZZ02,751,297,371,66,15,2,556,39.55,49.40,8.79,2.00,0.27
95ZZ03,884,281,395,139,50,19,905,31.79,44.68,15.72,5.66,2.15
95ZZ04,911,117,331,312,95,56,1488,12.84,36.33,34.25,10.43,6.15
95ZZ05,769,142,282,227,66,52,1167,18.47,36.67,29.52,8.58,6.76
95ZZ06,786,410,295,61,15,5,484,52.16,37.53,7.76,1.91,0.64
95ZZ07,1010,184,450,272,76,28,1340,18.22,44.55,26.93,7.52,2.77
95ZZ08,934,162,384,259,98,31,1333,17.34,41.11,27.73,10.49,3.32
95ZZ09,881,249,339,209,62,22,1039,28.26,38.48,23.72,7.04,2.50
95ZZ10,1262,323,572,290,51,26,1423,25.59,45.32,22.98,4.04,2.06
95ZZ11,745,103,239,251,100,52,1267,13.83,32.08,33.69,13.42,6.98
95ZZ12,868,240,396,171,43,18,947,27.65,45.62,19.70,4.95,2.07
95ZZ13,879,93,311,332,83,60,1498,10.58,35.38,37.77,9.44,6.83
95ZZ14,1111,197,570,276,53,15,1343,17.73,51.31,24.84,4.77,1.35
95ZZ15,804,104,318,261,81,40,1262,12.94,39.55,32.46,10.07,4.98
95ZZ16,1228,336,562,266,45,19,1309,27.36,45.77,21.66,3.66,1.55
