GeographyCode,KS403NI0001,KS403NI0002,KS403NI0003,KS403NI0004,KS403NI0005,KS403NI0006,KS403NI0007,KS403NI0008,KS403NI0009,KS403NI0010,KS403NI0011,KS403NI0012,KS403NI0013,KS403NI0014,KS403NI0015,KS403NI0016,KS403NI0017,KS403NI0018
95JJ20,1618,388,548,285,271,91,31,4,0,2.53,23.98,33.87,17.61,16.75,5.62,1.92,0.25,0
95JJ21,962,289,321,158,114,58,16,4,2,2.38,30.04,33.37,16.42,11.85,6.03,1.66,0.42,0.21
95JJ22,1088,244,405,183,152,79,19,4,2,2.54,22.43,37.22,16.82,13.97,7.26,1.75,0.37,0.18
95KK01,836,172,199,127,151,121,50,13,3,3.08,20.57,23.80,15.19,18.06,14.47,5.98,1.56,0.36
95KK02,722,164,208,123,130,63,25,7,2,2.77,22.71,28.81,17.04,18.01,8.73,3.46,0.97,0.28
95KK03,704,130,150,99,127,111,64,17,6,3.33,18.47,21.31,14.06,18.04,15.77,9.09,2.41,0.85
95KK04,974,188,272,208,161,99,36,5,5,2.86,19.30,27.93,21.36,16.53,10.16,3.70,0.51,0.51
95KK05,803,153,165,127,174,112,51,13,8,3.22,19.05,20.55,15.82,21.67,13.95,6.35,1.62,1.00
95KK06,737,199,230,121,111,47,22,4,3,2.56,27.00,31.21,16.42,15.06,6.38,2.99,0.54,0.41
95KK07,682,139,174,115,126,79,34,10,5,3.00,20.38,25.51,16.86,18.48,11.58,4.99,1.47,0.73
95KK08,967,215,332,145,142,84,39,5,5,2.70,22.23,34.33,14.99,14.68,8.69,4.03,0.52,0.52
95KK09,947,330,303,134,111,49,16,1,3,2.27,34.85,32.00,14.15,11.72,5.17,1.69,0.11,0.32
95KK10,699,147,157,92,134,118,44,4,3,3.12,21.03,22.46,13.16,19.17,16.88,6.29,0.57,0.43
95KK11,982,303,291,172,132,64,16,4,0,2.42,30.86,29.63,17.52,13.44,6.52,1.63,0.41,0
95KK12,776,189,181,114,137,87,52,10,6,2.98,24.36,23.32,14.69,17.65,11.21,6.70,1.29,0.77
95KK13,642,143,195,116,100,56,21,7,4,2.76,22.27,30.37,18.07,15.58,8.72,3.27,1.09,0.62
95KK14,703,161,190,106,121,70,41,11,3,2.90,22.90,27.03,15.08,17.21,9.96,5.83,1.56,0.43
95KK15,921,166,221,147,174,138,52,18,5,3.17,18.02,24.00,15.96,18.89,14.98,5.65,1.95,0.54
95KK16,809,224,218,149,107,81,25,3,2,2.63,27.69,26.95,18.42,13.23,10.01,3.09,0.37,0.25
95LL01,1579,253,381,294,347,213,71,13,7,3.12,16.02,24.13,18.62,21.98,13.49,4.50,0.82,0.44
95LL02,1367,516,387,232,147,66,14,5,0,2.21,37.75,28.31,16.97,10.75,4.83,1.02,0.37,0
95LL03,1092,403,333,167,119,40,23,6,1,2.23,36.90,30.49,15.29,10.90,3.66,2.11,0.55,0.09
95LL04,1090,243,329,207,189,82,32,6,2,2.70,22.29,30.18,18.99,17.34,7.52,2.94,0.55,0.18
95LL05,1454,297,419,261,295,133,37,6,6,2.81,20.43,28.82,17.95,20.29,9.15,2.54,0.41,0.41
95LL06,1408,401,471,268,180,72,12,3,1,2.36,28.48,33.45,19.03,12.78,5.11,0.85,0.21,0.07
95LL07,1001,400,300,145,102,40,11,2,1,2.13,39.96,29.97,14.49,10.19,4.00,1.10,0.20,0.10
95LL08,1326,430,338,250,163,98,35,8,4,2.49,32.43,25.49,18.85,12.29,7.39,2.64,0.60,0.30
95LL09,1395,605,351,201,131,72,30,2,3,2.16,43.37,25.16,14.41,9.39,5.16,2.15,0.14,0.22
95LL10,1741,264,432,326,374,226,97,15,7,3.14,15.16,24.81,18.72,21.48,12.98,5.57,0.86,0.40
95LL11,1424,253,456,269,299,97,42,5,3,2.79,17.77,32.02,18.89,21.00,6.81,2.95,0.35,0.21
95LL12,1492,302,421,327,240,132,46,12,12,2.82,20.24,28.22,21.92,16.09,8.85,3.08,0.80,0.80
95LL13,1097,309,325,208,157,72,18,3,5,2.50,28.17,29.63,18.96,14.31,6.56,1.64,0.27,0.46
95LL14,970,229,287,188,132,84,34,8,8,2.73,23.61,29.59,19.38,13.61,8.66,3.51,0.82,0.82
95LL15,1330,457,440,196,157,59,18,2,1,2.25,34.36,33.08,14.74,11.80,4.44,1.35,0.15,0.08
95LL16,2282,493,728,437,411,156,43,10,4,2.65,21.60,31.90,19.15,18.01,6.84,1.88,0.44,0.18
95LL17,1106,338,381,188,143,48,5,2,1,2.29,30.56,34.45,17.00,12.93,4.34,0.45,0.18,0.09
95LL18,1331,290,509,231,207,73,16,1,4,2.50,21.79,38.24,17.36,15.55,5.48,1.20,0.08,0.30
95LL19,1904,391,614,348,348,145,44,11,3,2.70,20.54,32.25,18.28,18.28,7.62,2.31,0.58,0.16
95LL20,942,256,282,160,151,67,22,3,1,2.55,27.18,29.94,16.99,16.03,7.11,2.34,0.32,0.11
95LL21,1662,550,487,270,193,115,35,9,3,2.40,33.09,29.30,16.25,11.61,6.92,2.11,0.54,0.18
95LL22,1424,373,401,261,233,106,42,8,0,2.62,26.19,28.16,18.33,16.36,7.44,2.95,0.56,0
95LL23,973,355,294,157,111,41,11,4,0,2.22,36.49,30.22,16.14,11.41,4.21,1.13,0.41,0
95LL24,1312,251,391,259,223,110,62,10,6,2.85,19.13,29.80,19.74,17.00,8.38,4.73,0.76,0.46
95LL25,1739,385,584,298,311,128,29,2,2,2.61,22.14,33.58,17.14,17.88,7.36,1.67,0.12,0.12
95LL26,1490,484,399,241,198,118,41,9,0,2.48,32.48,26.78,16.17,13.29,7.92,2.75,0.60,0
95MM01,1897,476,634,346,278,112,42,5,4,2.52,25.09,33.42,18.24,14.65,5.90,2.21,0.26,0.21
95MM02,1144,245,320,239,182,106,39,9,4,2.79,21.42,27.97,20.89,15.91,9.27,3.41,0.79,0.35
95MM03,1155,238,264,218,212,139,58,17,9,3.04,20.61,22.86,18.87,18.35,12.03,5.02,1.47,0.78
95MM04,890,302,249,143,102,58,29,6,1,2.42,33.93,27.98,16.07,11.46,6.52,3.26,0.67,0.11
95MM05,1062,426,252,155,119,77,16,15,2,2.33,40.11,23.73,14.60,11.21,7.25,1.51,1.41,0.19
95MM06,949,246,258,186,132,83,28,11,5,2.69,25.92,27.19,19.60,13.91,8.75,2.95,1.16,0.53
95MM07,1201,460,365,192,128,39,15,1,1,2.15,38.30,30.39,15.99,10.66,3.25,1.25,0.08,0.08
95MM08,1238,429,345,193,154,87,21,7,2,2.38,34.65,27.87,15.59,12.44,7.03,1.70,0.57,0.16
95MM09,1220,267,310,219,210,130,67,13,4,2.92,21.89,25.41,17.95,17.21,10.66,5.49,1.07,0.33
95MM10,987,240,271,182,141,85,50,12,6,2.79,24.32,27.46,18.44,14.29,8.61,5.07,1.22,0.61
95MM11,855,217,247,152,140,60,27,9,3,2.66,25.38,28.89,17.78,16.37,7.02,3.16,1.05,0.35
95MM12,1976,381,525,380,357,210,83,24,16,2.96,19.28,26.57,19.23,18.07,10.63,4.20,1.21,0.81
95MM13,2990,567,786,555,576,319,156,21,10,2.97,18.96,26.29,18.56,19.26,10.67,5.22,0.70,0.33
95MM14,1176,517,335,147,108,46,15,3,5,2.08,43.96,28.49,12.50,9.18,3.91,1.28,0.26,0.43
95MM15,1570,353,441,263,330,128,42,12,1,2.76,22.48,28.09,16.75,21.02,8.15,2.68,0.76,0.06
95MM16,2079,468,623,365,361,179,66,8,9,2.73,22.51,29.97,17.56,17.36,8.61,3.17,0.38,0.43
95MM17,1347,314,362,252,243,108,49,10,9,2.78,23.31,26.87,18.71,18.04,8.02,3.64,0.74,0.67
95MM18,1766,359,443,358,342,189,55,11,9,2.90,20.33,25.08,20.27,19.37,10.70,3.11,0.62,0.51
95MM19,1269,389,398,213,171,65,25,5,3,2.40,30.65,31.36,16.78,13.48,5.12,1.97,0.39,0.24
95MM20,1469,480,475,257,165,67,16,6,3,2.29,32.68,32.33,17.49,11.23,4.56,1.09,0.41,0.20
95MM21,1254,267,384,239,233,96,29,5,1,2.70,21.29,30.62,19.06,18.58,7.66,2.31,0.40,0.08
95MM22,973,275,297,168,126,66,28,9,4,2.54,28.26,30.52,17.27,12.95,6.78,2.88,0.92,0.41
95MM23,1074,379,337,158,108,58,21,7,6,2.31,35.29,31.38,14.71,10.06,5.40,1.96,0.65,0.56
95MM24,892,187,272,170,136,76,31,10,10,2.81,20.96,30.49,19.06,15.25,8.52,3.48,1.12,1.12
95MM25,2188,454,549,455,392,219,82,24,13,2.90,20.75,25.09,20.80,17.92,10.01,3.75,1.10,0.59
95MM26,1056,196,296,207,177,102,59,11,8,2.96,18.56,28.03,19.60,16.76,9.66,5.59,1.04,0.76
95MM27,1614,808,410,172,119,58,29,11,7,1.99,50.06,25.40,10.66,7.37,3.59,1.80,0.68,0.43
95MM28,1095,525,259,136,95,55,16,6,3,2.07,47.95,23.65,12.42,8.68,5.02,1.46,0.55,0.27
95MM29,1490,550,419,226,187,71,25,8,4,2.29,36.91,28.12,15.17,12.55,4.77,1.68,0.54,0.27
95MM30,903,351,238,133,106,41,20,8,6,2.31,38.87,26.36,14.73,11.74,4.54,2.21,0.89,0.66
95NN01,1201,339,342,192,181,94,41,5,7,2.61,28.23,28.48,15.99,15.07,7.83,3.41,0.42,0.58
95NN02,836,194,261,157,128,69,23,3,1,2.64,23.21,31.22,18.78,15.31,8.25,2.75,0.36,0.12
95NN03,1133,325,338,191,199,61,13,2,4,2.47,28.68,29.83,16.86,17.56,5.38,1.15,0.18,0.35
95NN04,1175,363,348,204,159,71,21,4,5,2.43,30.89,29.62,17.36,13.53,6.04,1.79,0.34,0.43
95NN05,1075,371,319,178,135,52,15,3,2,2.30,34.51,29.67,16.56,12.56,4.84,1.40,0.28,0.19
95NN06,1237,325,293,220,208,126,46,14,5,2.79,26.27,23.69,17.78,16.81,10.19,3.72,1.13,0.40
95NN07,1246,354,320,243,194,96,32,3,4,2.59,28.41,25.68,19.50,15.57,7.70,2.57,0.24,0.32
95NN08,1196,253,362,241,190,108,32,3,7,2.73,21.15,30.27,20.15,15.89,9.03,2.68,0.25,0.59
95NN09,1092,222,338,206,199,96,29,1,1,2.73,20.33,30.95,18.86,18.22,8.79,2.66,0.09,0.09
95NN10,1290,406,418,167,178,80,32,8,1,2.41,31.47,32.40,12.95,13.80,6.20,2.48,0.62,0.08
95NN11,1297,227,369,228,247,149,55,14,8,2.99,17.50,28.45,17.58,19.04,11.49,4.24,1.08,0.62
95NN12,1128,330,347,180,143,79,33,10,6,2.53,29.26,30.76,15.96,12.68,7.00,2.93,0.89,0.53
95NN13,1064,197,329,193,203,97,35,9,1,2.83,18.52,30.92,18.14,19.08,9.12,3.29,0.85,0.09
95NN14,1205,291,336,203,190,123,47,8,7,2.77,24.15,27.88,16.85,15.77,10.21,3.90,0.66,0.58
95NN15,1230,393,366,218,143,83,20,5,2,2.39,31.95,29.76,17.72,11.63,6.75,1.63,0.41,0.16
95NN16,1128,201,361,184,220,106,45,8,3,2.87,17.82,32.00,16.31,19.50,9.40,3.99,0.71,0.27
95NN17,928,299,271,153,116,57,25,3,4,2.43,32.22,29.20,16.49,12.50,6.14,2.69,0.32,0.43
95NN18,1023,295,291,178,152,66,25,13,3,2.56,28.84,28.45,17.40,14.86,6.45,2.44,1.27,0.29
95NN19,1336,331,444,225,216,99,19,2,0,2.53,24.78,33.23,16.84,16.17,7.41,1.42,0.15,0
95NN20,1073,248,311,183,166,109,42,12,2,2.78,23.11,28.98,17.05,15.47,10.16,3.91,1.12,0.19
95NN21,1151,404,340,173,134,70,23,4,3,2.33,35.10,29.54,15.03,11.64,6.08,2.00,0.35,0.26
95NN22,1003,249,296,174,151,86,41,6,0,2.68,24.83,29.51,17.35,15.05,8.57,4.09,0.60,0
95NN23,1159,271,308,186,186,129,58,15,6,2.88,23.38,26.57,16.05,16.05,11.13,5.00,1.29,0.52
95OO01,809,167,193,111,148,108,58,18,6,3.15,20.64,23.86,13.72,18.29,13.35,7.17,2.22,0.74
95OO02,703,149,176,103,117,88,49,17,4,3.08,21.19,25.04,14.65,16.64,12.52,6.97,2.42,0.57
95OO03,914,206,233,168,161,94,36,14,2,2.87,22.54,25.49,18.38,17.61,10.28,3.94,1.53,0.22
95OO04,877,216,216,151,145,91,47,5,6,2.86,24.63,24.63,17.22,16.53,10.38,5.36,0.57,0.68
95OO05,1021,285,268,197,130,102,30,6,3,2.63,27.91,26.25,19.29,12.73,9.99,2.94,0.59,0.29
95OO06,941,178,247,165,161,123,46,15,6,3.04,18.92,26.25,17.53,17.11,13.07,4.89,1.59,0.64
95OO07,854,202,213,142,136,87,54,13,7,2.94,23.65,24.94,16.63,15.93,10.19,6.32,1.52,0.82
95OO08,887,179,213,154,167,117,46,10,1,3.01,20.18,24.01,17.36,18.83,13.19,5.19,1.13,0.11
95OO09,744,181,176,124,108,86,45,13,11,2.99,24.33,23.66,16.67,14.52,11.56,6.05,1.75,1.48
95OO10,1163,238,292,210,205,137,71,7,3,2.98,20.46,25.11,18.06,17.63,11.78,6.10,0.60,0.26
95OO11,956,288,252,164,127,71,43,9,2,2.60,30.13,26.36,17.15,13.28,7.43,4.50,0.94,0.21
95OO12,999,216,276,195,173,96,39,3,1,2.79,21.62,27.63,19.52,17.32,9.61,3.90,0.30,0.10
95OO13,976,231,269,187,161,85,35,7,1,2.73,23.67,27.56,19.16,16.50,8.71,3.59,0.72,0.10
95OO14,866,182,250,118,146,86,59,19,6,2.99,21.02,28.87,13.63,16.86,9.93,6.81,2.19,0.69
95OO15,870,231,226,152,146,69,38,7,1,2.70,26.55,25.98,17.47,16.78,7.93,4.37,0.80,0.11
95OO16,853,249,273,122,125,58,19,7,0,2.48,29.19,32.00,14.30,14.65,6.80,2.23,0.82,0
95OO17,978,204,297,172,176,84,34,7,4,2.79,20.86,30.37,17.59,18.00,8.59,3.48,0.72,0.41
95OO18,1099,306,300,184,175,94,31,4,5,2.63,27.84,27.30,16.74,15.92,8.55,2.82,0.36,0.45
95OO19,1046,246,257,177,203,109,45,6,3,2.86,23.52,24.57,16.92,19.41,10.42,4.30,0.57,0.29
95OO20,854,254,258,122,122,58,39,1,0,2.52,29.74,30.21,14.29,14.29,6.79,4.57,0.12,0
95OO21,904,279,241,143,106,85,42,6,2,2.60,30.86,26.66,15.82,11.73,9.40,4.65,0.66,0.22
95OO22,956,169,215,163,183,125,71,17,13,3.24,17.68,22.49,17.05,19.14,13.08,7.43,1.78,1.36
95PP01,950,243,267,142,158,96,38,5,1,2.72,25.58,28.11,14.95,16.63,10.11,4.00,0.53,0.11
95PP02,933,274,245,127,148,83,37,8,11,2.72,29.37,26.26,13.61,15.86,8.90,3.97,0.86,1.18
95PP03,971,303,263,146,139,62,39,12,7,2.59,31.20,27.09,15.04,14.32,6.39,4.02,1.24,0.72
95PP04,1081,230,279,179,212,111,53,13,4,2.93,21.28,25.81,16.56,19.61,10.27,4.90,1.20,0.37
95PP05,822,192,229,134,144,63,45,9,6,2.83,23.36,27.86,16.30,17.52,7.66,5.47,1.09,0.73
95PP06,1554,463,466,269,241,76,31,5,3,2.44,29.79,29.99,17.31,15.51,4.89,1.99,0.32,0.19
95PP07,987,250,269,159,158,94,40,15,2,2.76,25.33,27.25,16.11,16.01,9.52,4.05,1.52,0.20
95PP08,960,244,243,167,158,88,49,8,3,2.79,25.42,25.31,17.40,16.46,9.17,5.10,0.83,0.31
95PP09,757,303,226,111,80,30,4,1,2,2.12,40.03,29.85,14.66,10.57,3.96,0.53,0.13,0.26
95PP10,798,150,234,132,128,87,49,13,5,2.99,18.80,29.32,16.54,16.04,10.90,6.14,1.63,0.63
95PP11,1040,305,340,161,132,69,22,8,3,2.45,29.33,32.69,15.48,12.69,6.63,2.12,0.77,0.29
95PP12,891,199,232,158,143,94,47,9,9,2.92,22.33,26.04,17.73,16.05,10.55,5.27,1.01,1.01
95PP13,1060,364,286,157,134,81,32,3,3,2.44,34.34,26.98,14.81,12.64,7.64,3.02,0.28,0.28
95PP14,1347,373,395,185,204,110,57,12,11,2.67,27.69,29.32,13.73,15.14,8.17,4.23,0.89,0.82
95PP15,1089,236,304,155,219,100,47,16,12,2.92,21.67,27.92,14.23,20.11,9.18,4.32,1.47,1.10
95PP16,705,167,246,102,103,53,16,7,11,2.66,23.69,34.89,14.47,14.61,7.52,2.27,0.99,1.56
95PP17,1028,338,299,173,108,74,27,5,4,2.42,32.88,29.09,16.83,10.51,7.20,2.63,0.49,0.39
95PP18,1093,232,319,182,199,98,44,6,13,2.85,21.23,29.19,16.65,18.21,8.97,4.03,0.55,1.19
95PP19,933,256,240,166,142,89,30,5,5,2.68,27.44,25.72,17.79,15.22,9.54,3.22,0.54,0.54
95PP20,1379,526,401,208,151,55,25,5,8,2.25,38.14,29.08,15.08,10.95,3.99,1.81,0.36,0.58
95PP21,783,200,198,152,112,71,42,4,4,2.77,25.54,25.29,19.41,14.30,9.07,5.36,0.51,0.51
95PP22,1010,309,315,164,134,65,15,5,3,2.42,30.59,31.19,16.24,13.27,6.44,1.49,0.50,0.30
95PP23,898,199,253,167,142,93,36,4,4,2.80,22.16,28.17,18.60,15.81,10.36,4.01,0.45,0.45
95QQ01,707,263,245,114,56,14,11,4,0,2.10,37.20,34.65,16.12,7.92,1.98,1.56,0.57,0
95QQ02,996,223,353,159,159,79,16,7,0,2.59,22.39,35.44,15.96,15.96,7.93,1.61,0.70,0
95QQ03,507,168,183,85,52,16,2,1,0,2.16,33.14,36.09,16.77,10.26,3.16,0.39,0.20,0
95QQ04,692,190,252,126,74,38,9,1,2,2.36,27.46,36.42,18.21,10.69,5.49,1.30,0.14,0.29
95QQ05,1127,250,391,203,205,58,19,1,0,2.55,22.18,34.69,18.01,18.19,5.15,1.69,0.09,0
95QQ06,754,195,216,129,118,65,25,4,2,2.66,25.86,28.65,17.11,15.65,8.62,3.32,0.53,0.27
95QQ07,919,433,276,112,53,34,8,1,2,1.93,47.12,30.03,12.19,5.77,3.70,0.87,0.11,0.22
95QQ08,698,280,224,99,60,21,13,1,0,2.08,40.11,32.09,14.18,8.60,3.01,1.86,0.14,0
95QQ09,838,285,282,144,88,28,8,1,2,2.20,34.01,33.65,17.18,10.50,3.34,0.95,0.12,0.24
95QQ10,688,171,213,105,107,60,21,6,5,2.69,24.85,30.96,15.26,15.55,8.72,3.05,0.87,0.73
95QQ11,776,186,247,130,142,46,18,5,2,2.61,23.97,31.83,16.75,18.30,5.93,2.32,0.64,0.26
95QQ12,758,258,257,106,92,36,5,3,1,2.24,34.04,33.91,13.98,12.14,4.75,0.66,0.40,0.13
95QQ13,1031,234,374,194,158,57,11,3,0,2.49,22.70,36.28,18.82,15.32,5.53,1.07,0.29,0
95QQ14,2045,412,668,419,361,146,30,2,7,2.66,20.15,32.67,20.49,17.65,7.14,1.47,0.10,0.34
95QQ15,761,294,255,106,70,28,6,2,0,2.09,38.63,33.51,13.93,9.20,3.68,0.79,0.26,0
95RR01,1502,242,439,280,360,136,33,9,3,2.91,16.11,29.23,18.64,23.97,9.05,2.20,0.60,0.20
95RR02,647,141,195,138,101,43,19,7,3,2.71,21.79,30.14,21.33,15.61,6.65,2.94,1.08,0.46
95RR03,617,227,170,104,63,38,8,6,1,2.30,36.79,27.55,16.86,10.21,6.16,1.30,0.97,0.16
95RR04,752,192,217,139,98,68,29,7,2,2.69,25.53,28.86,18.48,13.03,9.04,3.86,0.93,0.27
95RR05,966,225,326,174,160,61,16,3,1,2.56,23.29,33.75,18.01,16.56,6.31,1.66,0.31,0.10
95RR06,708,138,172,119,130,88,40,12,9,3.12,19.49,24.29,16.81,18.36,12.43,5.65,1.69,1.27
95RR07,859,150,264,167,174,65,29,6,4,2.85,17.46,30.73,19.44,20.26,7.57,3.38,0.70,0.47
95RR08,713,119,201,146,131,81,29,4,2,2.95,16.69,28.19,20.48,18.37,11.36,4.07,0.56,0.28
95RR09,1381,344,414,250,204,105,48,10,6,2.66,24.91,29.98,18.10,14.77,7.60,3.48,0.72,0.43
95RR10,582,188,194,94,68,22,14,2,0,2.30,32.30,33.33,16.15,11.68,3.78,2.41,0.34,0
95RR11,652,141,170,154,105,55,24,3,0,2.77,21.63,26.07,23.62,16.10,8.44,3.68,0.46,0
95RR12,606,153,234,104,76,27,7,3,2,2.40,25.25,38.61,17.16,12.54,4.46,1.16,0.50,0.33
95RR13,657,281,204,72,62,21,14,1,2,2.08,42.77,31.05,10.96,9.44,3.20,2.13,0.15,0.30
95RR14,654,119,176,125,110,77,36,7,4,3.01,18.20,26.91,19.11,16.82,11.77,5.50,1.07,0.61
95RR15,802,151,186,153,161,88,52,9,2,3.06,18.83,23.19,19.08,20.07,10.97,6.48,1.12,0.25
95SS01,1681,293,537,328,309,145,54,10,5,2.83,17.43,31.95,19.51,18.38,8.63,3.21,0.59,0.30
95SS02,1530,276,504,285,295,133,28,8,1,2.76,18.04,32.94,18.63,19.28,8.69,1.83,0.52,0.07
95SS03,1189,182,422,207,232,95,41,7,3,2.83,15.31,35.49,17.41,19.51,7.99,3.45,0.59,0.25
95SS04,2935,751,862,570,496,180,54,20,2,2.57,25.59,29.37,19.42,16.90,6.13,1.84,0.68,0.07
95SS05,1441,394,550,220,195,55,23,4,0,2.34,27.34,38.17,15.27,13.53,3.82,1.60,0.28,0
95SS06,1935,299,488,492,358,156,91,31,20,3.05,15.45,25.22,25.43,18.50,8.06,4.70,1.60,1.03
95SS07,3406,812,892,666,610,294,96,28,8,2.74,23.84,26.19,19.55,17.91,8.63,2.82,0.82,0.23
95SS08,1670,282,554,329,308,142,46,9,0,2.79,16.89,33.17,19.70,18.44,8.50,2.75,0.54,0
95SS09,1334,336,472,209,192,85,22,12,6,2.52,25.19,35.38,15.67,14.39,6.37,1.65,0.90,0.45
95SS10,1607,424,430,266,275,152,41,11,8,2.70,26.38,26.76,16.55,17.11,9.46,2.55,0.68,0.50
95SS11,1863,315,497,318,399,217,91,13,13,3.06,16.91,26.68,17.07,21.42,11.65,4.88,0.70,0.70
95SS12,1251,352,416,208,171,73,23,5,3,2.44,28.14,33.25,16.63,13.67,5.84,1.84,0.40,0.24
95SS13,1336,520,390,207,148,45,17,8,1,2.17,38.92,29.19,15.49,11.08,3.37,1.27,0.60,0.07
95SS14,1246,405,407,184,154,69,18,7,2,2.33,32.50,32.66,14.77,12.36,5.54,1.44,0.56,0.16
95SS15,1516,400,518,264,220,84,24,3,3,2.45,26.39,34.17,17.41,14.51,5.54,1.58,0.20,0.20
95SS16,1152,300,291,234,167,119,26,10,5,2.70,26.04,25.26,20.31,14.50,10.33,2.26,0.87,0.43
95SS17,1749,495,570,323,252,67,27,11,4,2.42,28.30,32.59,18.47,14.41,3.83,1.54,0.63,0.23
95SS18,1342,517,403,190,154,51,15,10,2,2.19,38.52,30.03,14.16,11.48,3.80,1.12,0.75,0.15
95SS19,1236,436,395,201,138,45,16,5,0,2.21,35.28,31.96,16.26,11.17,3.64,1.29,0.40,0
95SS20,1096,284,431,162,143,57,18,0,1,2.38,25.91,39.32,14.78,13.05,5.20,1.64,0,0.09
95SS21,1656,253,563,293,351,139,49,4,4,2.85,15.28,34.00,17.69,21.20,8.39,2.96,0.24,0.24
95SS22,1254,255,449,244,198,83,22,3,0,2.59,20.33,35.81,19.46,15.79,6.62,1.75,0.24,0
95SS23,1532,394,519,253,242,100,17,4,3,2.49,25.72,33.88,16.51,15.80,6.53,1.11,0.26,0.20
95SS24,1914,431,597,353,352,127,37,14,3,2.65,22.52,31.19,18.44,18.39,6.64,1.93,0.73,0.16
95SS25,1117,374,338,188,136,61,15,4,1,2.32,33.48,30.26,16.83,12.18,5.46,1.34,0.36,0.09
95SS26,1314,224,382,316,217,108,50,12,5,2.88,17.05,29.07,24.05,16.51,8.22,3.81,0.91,0.38
95SS27,1194,509,343,167,114,52,6,1,2,2.07,42.63,28.73,13.99,9.55,4.36,0.50,0.08,0.17
95SS28,1071,341,323,191,132,50,25,6,3,2.39,31.84,30.16,17.83,12.32,4.67,2.33,0.56,0.28
95SS29,1031,277,321,197,112,75,37,9,3,2.57,26.87,31.13,19.11,10.86,7.27,3.59,0.87,0.29
95SS30,1125,253,412,173,186,81,17,2,1,2.55,22.49,36.62,15.38,16.53,7.20,1.51,0.18,0.09
95TT01,838,157,165,139,154,135,70,13,5,3.28,18.74,19.69,16.59,18.38,16.11,8.35,1.55,0.60
95TT02,857,153,220,135,159,112,62,10,6,3.13,17.85,25.67,15.75,18.55,13.07,7.23,1.17,0.70
95TT03,1175,265,354,189,178,121,51,11,6,2.80,22.55,30.13,16.09,15.15,10.30,4.34,0.94,0.51
95TT04,1018,256,260,138,170,106,59,17,12,2.93,25.15,25.54,13.56,16.70,10.41,5.80,1.67,1.18
95TT05,1129,302,321,176,171,111,35,8,5,2.67,26.75,28.43,15.59,15.15,9.83,3.10,0.71,0.44
95TT06,886,185,219,132,152,118,61,13,6,3.07,20.88,24.72,14.90,17.16,13.32,6.88,1.47,0.68
95TT07,874,152,224,151,183,99,50,7,8,3.09,17.39,25.63,17.28,20.94,11.33,5.72,0.80,0.92
95TT08,851,138,208,140,188,97,56,18,6,3.20,16.22,24.44,16.45,22.09,11.40,6.58,2.12,0.71
95TT09,874,141,191,144,169,135,65,15,14,3.34,16.13,21.85,16.48,19.34,15.45,7.44,1.72,1.60
95TT10,1056,235,343,184,159,85,33,16,1,2.70,22.25,32.48,17.42,15.06,8.05,3.13,1.52,0.09
95TT11,945,144,225,144,157,134,102,27,12,3.42,15.24,23.81,15.24,16.61,14.18,10.79,2.86,1.27
95TT12,898,198,223,153,176,76,57,10,5,2.94,22.05,24.83,17.04,19.60,8.46,6.35,1.11,0.56
95TT13,1107,291,316,187,191,73,42,4,3,2.64,26.29,28.55,16.89,17.25,6.59,3.79,0.36,0.27
95TT14,830,210,237,147,137,68,23,5,3,2.66,25.30,28.55,17.71,16.51,8.19,2.77,0.60,0.36
95TT15,833,178,212,132,152,98,47,10,4,2.98,21.37,25.45,15.85,18.25,11.76,5.64,1.20,0.48
95TT16,866,169,215,129,168,117,44,12,12,3.11,19.52,24.83,14.90,19.40,13.51,5.08,1.39,1.39
95UU01,384,83,106,67,76,28,18,2,4,2.86,21.61,27.60,17.45,19.79,7.29,4.69,0.52,1.04
95UU02,439,124,160,63,59,24,9,0,0,2.38,28.25,36.45,14.35,13.44,5.47,2.05,0,0
95UU03,381,162,118,44,30,19,3,2,3,2.10,42.52,30.97,11.55,7.87,4.99,0.79,0.52,0.79
95UU04,350,145,110,39,36,14,4,2,0,2.10,41.43,31.43,11.14,10.29,4.00,1.14,0.57,0
95UU05,373,91,109,70,59,31,10,3,0,2.66,24.40,29.22,18.77,15.82,8.31,2.68,0.80,0
95UU06,569,159,179,92,71,42,23,1,2,2.55,27.94,31.46,16.17,12.48,7.38,4.04,0.18,0.35
95UU07,307,73,100,51,45,26,10,1,1,2.64,23.78,32.57,16.61,14.66,8.47,3.26,0.33,0.33
95UU08,461,141,119,83,53,36,21,5,3,2.61,30.59,25.81,18.00,11.50,7.81,4.56,1.08,0.65
95UU09,594,141,155,98,105,58,28,7,2,2.84,23.74,26.09,16.50,17.68,9.76,4.71,1.18,0.34
95UU10,420,114,107,58,64,48,24,4,1,2.80,27.14,25.48,13.81,15.24,11.43,5.71,0.95,0.24
95UU11,355,90,108,47,38,46,21,4,1,2.80,25.35,30.42,13.24,10.70,12.96,5.92,1.13,0.28
95UU12,564,196,154,81,77,43,9,2,2,2.40,34.75,27.30,14.36,13.65,7.62,1.60,0.35,0.35
95UU13,333,100,84,55,45,26,17,3,3,2.68,30.03,25.23,16.52,13.51,7.81,5.11,0.90,0.90
95UU14,718,232,213,109,101,45,17,1,0,2.40,32.31,29.67,15.18,14.07,6.27,2.37,0.14,0
