GeographyCode,KS406NI0001,KS406NI0002,KS406NI0003,KS406NI0004,KS406NI0005,KS406NI0006,KS406NI0007,KS406NI0008,KS406NI0009,KS406NI0010,KS406NI0011,KS406NI0012,KS406NI0013
95II22,990,11,64,0,4,2,915,1.11,6.46,0,0.40,0.20,92.42
95II23,910,21,73,0,7,1,817,2.31,8.02,0,0.77,0.11,89.78
95JJ01,892,76,56,4,2,1,766,8.52,6.28,0.45,0.22,0.11,85.87
95JJ02,1074,52,43,0,0,4,983,4.84,4.00,0,0,0.37,91.53
95JJ03,1023,26,58,1,5,2,943,2.54,5.67,0.10,0.49,0.20,92.18
95JJ04,1279,82,56,0,3,0,1150,6.41,4.38,0,0.23,0,89.91
95JJ05,892,49,97,4,9,9,754,5.49,10.87,0.45,1.01,1.01,84.53
95JJ06,1063,55,101,3,7,2,915,5.17,9.50,0.28,0.66,0.19,86.08
95JJ07,1092,68,85,3,9,1,953,6.23,7.78,0.27,0.82,0.09,87.27
95JJ08,1187,55,65,2,0,1,1069,4.63,5.48,0.17,0,0.08,90.06
95JJ09,839,73,42,2,3,3,731,8.70,5.01,0.24,0.36,0.36,87.13
95JJ10,1027,97,84,1,2,1,859,9.44,8.18,0.10,0.19,0.10,83.64
95JJ11,1542,57,72,2,6,3,1423,3.70,4.67,0.13,0.39,0.19,92.28
95JJ12,1002,82,68,3,10,1,865,8.18,6.79,0.30,1.00,0.10,86.33
95JJ13,1457,39,47,3,3,0,1375,2.68,3.23,0.21,0.21,0,94.37
95JJ14,849,73,43,1,2,0,737,8.60,5.06,0.12,0.24,0,86.81
95JJ15,779,35,39,0,1,2,708,4.49,5.01,0,0.13,0.26,90.89
95JJ16,916,47,69,6,10,1,801,5.13,7.53,0.66,1.09,0.11,87.45
95JJ17,824,98,39,2,7,0,694,11.89,4.73,0.24,0.85,0,84.22
95JJ18,975,57,57,6,8,2,874,5.85,5.85,0.62,0.82,0.21,89.64
95JJ19,1128,42,31,3,7,5,1054,3.72,2.75,0.27,0.62,0.44,93.44
95JJ20,1618,43,68,2,7,1,1510,2.66,4.20,0.12,0.43,0.06,93.33
95JJ21,962,30,95,3,7,0,853,3.12,9.88,0.31,0.73,0,88.67
95JJ22,1088,33,49,2,3,0,1016,3.03,4.50,0.18,0.28,0,93.38
95KK01,836,101,85,5,4,0,661,12.08,10.17,0.60,0.48,0,79.07
95KK02,722,79,73,0,1,2,580,10.94,10.11,0,0.14,0.28,80.33
95KK03,704,96,48,1,2,0,568,13.64,6.82,0.14,0.28,0,80.68
95KK04,974,43,72,4,4,1,865,4.41,7.39,0.41,0.41,0.10,88.81
95KK05,803,104,63,1,3,0,653,12.95,7.85,0.12,0.37,0,81.32
95KK06,737,20,54,4,4,0,670,2.71,7.33,0.54,0.54,0,90.91
95KK07,682,77,42,1,1,2,572,11.29,6.16,0.15,0.15,0.29,83.87
95KK08,967,68,63,1,2,1,842,7.03,6.51,0.10,0.21,0.10,87.07
95KK09,947,82,78,4,0,4,805,8.66,8.24,0.42,0,0.42,85.01
95KK10,699,100,39,2,1,1,571,14.31,5.58,0.29,0.14,0.14,81.69
95KK11,982,42,106,3,4,0,842,4.28,10.79,0.31,0.41,0,85.74
95KK12,776,78,51,3,2,1,649,10.05,6.57,0.39,0.26,0.13,83.63
95KK13,642,52,54,2,1,0,550,8.10,8.41,0.31,0.16,0,85.67
95KK14,703,66,55,1,5,0,589,9.39,7.82,0.14,0.71,0,83.78
95KK15,921,111,48,2,5,0,769,12.05,5.21,0.22,0.54,0,83.50
95KK16,809,40,66,1,2,3,707,4.94,8.16,0.12,0.25,0.37,87.39
95LL01,1579,165,72,4,6,1,1360,10.45,4.56,0.25,0.38,0.06,86.13
95LL02,1367,58,76,2,7,3,1247,4.24,5.56,0.15,0.51,0.22,91.22
95LL03,1092,46,77,1,8,4,973,4.21,7.05,0.09,0.73,0.37,89.10
95LL04,1090,51,89,2,9,0,957,4.68,8.17,0.18,0.83,0,87.80
95LL05,1454,87,49,2,5,1,1325,5.98,3.37,0.14,0.34,0.07,91.13
95LL06,1408,35,61,2,8,1,1316,2.49,4.33,0.14,0.57,0.07,93.47
95LL07,1001,34,85,1,10,0,876,3.40,8.49,0.10,1.00,0,87.51
95LL08,1326,53,106,5,10,0,1175,4.00,7.99,0.38,0.75,0,88.61
95LL09,1395,127,188,8,11,9,1106,9.10,13.48,0.57,0.79,0.65,79.28
95LL10,1741,116,65,0,6,0,1572,6.66,3.73,0,0.34,0,90.29
95LL11,1424,137,61,3,4,0,1234,9.62,4.28,0.21,0.28,0,86.66
95LL12,1492,120,122,3,5,4,1270,8.04,8.18,0.20,0.34,0.27,85.12
95LL13,1097,44,109,4,5,4,953,4.01,9.94,0.36,0.46,0.36,86.87
95LL14,970,70,136,5,4,5,780,7.22,14.02,0.52,0.41,0.52,80.41
95LL15,1330,44,91,3,6,9,1199,3.31,6.84,0.23,0.45,0.68,90.15
95LL16,2282,132,106,1,11,2,2055,5.78,4.65,0.04,0.48,0.09,90.05
95LL17,1106,46,81,3,6,1,985,4.16,7.32,0.27,0.54,0.09,89.06
95LL18,1331,47,62,2,6,0,1225,3.53,4.66,0.15,0.45,0,92.04
95LL19,1904,81,80,1,4,4,1750,4.25,4.20,0.05,0.21,0.21,91.91
95LL20,942,61,89,3,7,2,805,6.48,9.45,0.32,0.74,0.21,85.46
95LL21,1662,93,121,7,11,15,1469,5.60,7.28,0.42,0.66,0.90,88.39
95LL22,1424,43,62,1,4,3,1323,3.02,4.35,0.07,0.28,0.21,92.91
95LL23,973,54,91,2,3,0,837,5.55,9.35,0.21,0.31,0,86.02
95LL24,1312,162,65,2,3,2,1103,12.35,4.95,0.15,0.23,0.15,84.07
95LL25,1739,78,58,1,12,2,1607,4.49,3.34,0.06,0.69,0.12,92.41
95LL26,1490,60,65,2,7,3,1368,4.03,4.36,0.13,0.47,0.20,91.81
95MM01,1897,82,97,1,6,4,1729,4.32,5.11,0.05,0.32,0.21,91.14
95MM02,1144,33,80,2,6,0,1038,2.88,6.99,0.17,0.52,0,90.73
95MM03,1155,124,48,0,0,2,999,10.74,4.16,0,0,0.17,86.49
95MM04,890,44,118,7,8,4,738,4.94,13.26,0.79,0.90,0.45,82.92
95MM05,1062,145,166,25,25,3,798,13.65,15.63,2.35,2.35,0.28,75.14
95MM06,949,45,118,4,11,1,800,4.74,12.43,0.42,1.16,0.11,84.30
95MM07,1201,77,103,5,8,3,1036,6.41,8.58,0.42,0.67,0.25,86.26
95MM08,1238,100,108,4,12,14,1040,8.08,8.72,0.32,0.97,1.13,84.01
95MM09,1220,100,69,3,8,2,1060,8.20,5.66,0.25,0.66,0.16,86.89
95MM10,987,68,111,2,3,1,832,6.89,11.25,0.20,0.30,0.10,84.30
95MM11,855,100,121,4,6,0,657,11.70,14.15,0.47,0.70,0,76.84
95MM12,1976,282,189,10,15,4,1563,14.27,9.56,0.51,0.76,0.20,79.10
95MM13,2990,248,188,7,9,6,2595,8.29,6.29,0.23,0.30,0.20,86.79
95MM14,1176,59,95,9,14,6,1036,5.02,8.08,0.77,1.19,0.51,88.10
95MM15,1570,92,73,2,11,3,1415,5.86,4.65,0.13,0.70,0.19,90.13
95MM16,2079,138,95,1,3,3,1867,6.64,4.57,0.05,0.14,0.14,89.80
95MM17,1347,37,91,4,5,5,1226,2.75,6.76,0.30,0.37,0.37,91.02
95MM18,1766,84,57,2,5,0,1634,4.76,3.23,0.11,0.28,0,92.53
95MM19,1269,14,29,2,4,2,1221,1.10,2.29,0.16,0.32,0.16,96.22
95MM20,1469,103,123,2,3,1,1264,7.01,8.37,0.14,0.20,0.07,86.04
95MM21,1254,35,54,2,6,1,1165,2.79,4.31,0.16,0.48,0.08,92.90
95MM22,973,28,67,0,4,4,887,2.88,6.89,0,0.41,0.41,91.16
95MM23,1074,43,85,6,6,3,954,4.00,7.91,0.56,0.56,0.28,88.83
95MM24,892,61,111,2,9,1,732,6.84,12.44,0.22,1.01,0.11,82.06
95MM25,2188,136,177,5,10,6,1903,6.22,8.09,0.23,0.46,0.27,86.97
95MM26,1056,49,78,3,13,0,929,4.64,7.39,0.28,1.23,0,87.97
95MM27,1614,93,110,8,15,5,1427,5.76,6.82,0.50,0.93,0.31,88.41
95MM28,1095,53,104,10,4,3,953,4.84,9.50,0.91,0.37,0.27,87.03
95MM29,1490,38,85,3,3,0,1376,2.55,5.70,0.20,0.20,0,92.35
95MM30,903,48,100,9,18,4,766,5.32,11.07,1.00,1.99,0.44,84.83
95NN01,1201,82,79,0,6,3,1047,6.83,6.58,0,0.50,0.25,87.18
95NN02,836,35,45,1,3,1,762,4.19,5.38,0.12,0.36,0.12,91.15
95NN03,1133,66,70,4,12,3,1001,5.83,6.18,0.35,1.06,0.26,88.35
95NN04,1175,49,100,1,14,6,1020,4.17,8.51,0.09,1.19,0.51,86.81
95NN05,1075,52,74,1,8,5,955,4.84,6.88,0.09,0.74,0.47,88.84
95NN06,1237,80,63,2,9,1,1106,6.47,5.09,0.16,0.73,0.08,89.41
95NN07,1246,59,103,12,7,9,1097,4.74,8.27,0.96,0.56,0.72,88.04
95NN08,1196,92,72,1,3,0,1044,7.69,6.02,0.08,0.25,0,87.29
95NN09,1092,61,38,2,1,3,996,5.59,3.48,0.18,0.09,0.27,91.21
95NN10,1290,73,72,5,17,9,1147,5.66,5.58,0.39,1.32,0.70,88.91
95NN11,1297,134,59,6,3,0,1115,10.33,4.55,0.46,0.23,0,85.97
