GeographyCode,KS406NI0001,KS406NI0002,KS406NI0003,KS406NI0004,KS406NI0005,KS406NI0006,KS406NI0007,KS406NI0008,KS406NI0009,KS406NI0010,KS406NI0011,KS406NI0012,KS406NI0013
95AA01,1522,116,60,0,4,6,1352,7.62,3.94,0,0.26,0.39,88.83
95AA02,839,39,84,0,7,0,720,4.65,10.01,0,0.83,0,85.82
95AA03,845,40,76,2,3,0,737,4.73,8.99,0.24,0.36,0,87.22
95AA04,1014,119,44,2,4,2,861,11.74,4.34,0.20,0.39,0.20,84.91
95AA05,920,82,53,1,4,1,794,8.91,5.76,0.11,0.43,0.11,86.30
95AA06,1570,78,90,3,9,4,1408,4.97,5.73,0.19,0.57,0.25,89.68
95AA07,820,59,51,1,0,0,724,7.20,6.22,0.12,0,0,88.29
95AA08,699,21,63,0,1,2,622,3.00,9.01,0,0.14,0.29,88.98
95AA09,943,29,66,1,7,1,845,3.08,7.00,0.11,0.74,0.11,89.61
95AA10,792,24,65,3,4,0,703,3.03,8.21,0.38,0.51,0,88.76
95AA11,1993,106,105,2,4,2,1799,5.32,5.27,0.10,0.20,0.10,90.27
95AA12,971,116,38,1,4,1,830,11.95,3.91,0.10,0.41,0.10,85.48
95AA13,1239,72,65,4,3,3,1118,5.81,5.25,0.32,0.24,0.24,90.23
95AA14,779,92,55,1,3,3,645,11.81,7.06,0.13,0.39,0.39,82.80
95AA15,1595,144,106,2,3,0,1368,9.03,6.65,0.13,0.19,0,85.77
95AA16,832,37,72,3,5,1,729,4.45,8.65,0.36,0.60,0.12,87.62
95AA17,855,22,59,3,5,3,777,2.57,6.90,0.35,0.58,0.35,90.88
95AA18,1004,40,44,1,5,1,921,3.98,4.38,0.10,0.50,0.10,91.73
95AA19,832,81,48,2,4,1,717,9.74,5.77,0.24,0.48,0.12,86.18
95BB01,1307,39,65,3,4,3,1211,2.98,4.97,0.23,0.31,0.23,92.65
95BB02,1126,86,120,5,9,8,945,7.64,10.66,0.44,0.80,0.71,83.93
95BB03,1776,154,108,9,7,4,1541,8.67,6.08,0.51,0.39,0.23,86.77
95BB04,1307,75,79,3,3,6,1164,5.74,6.04,0.23,0.23,0.46,89.06
95BB05,1318,127,75,2,2,1,1131,9.64,5.69,0.15,0.15,0.08,85.81
95BB06,1518,97,163,4,9,4,1282,6.39,10.74,0.26,0.59,0.26,84.45
95BB07,1315,115,98,2,9,3,1132,8.75,7.45,0.15,0.68,0.23,86.08
95BB08,1068,69,76,1,4,3,936,6.46,7.12,0.09,0.37,0.28,87.64
95BB09,1253,50,45,1,4,1,1161,3.99,3.59,0.08,0.32,0.08,92.66
95BB10,1509,100,108,7,6,2,1314,6.63,7.16,0.46,0.40,0.13,87.08
95BB11,1338,67,119,2,5,4,1170,5.01,8.89,0.15,0.37,0.30,87.44
95BB12,1130,43,72,2,6,3,1022,3.81,6.37,0.18,0.53,0.27,90.44
95BB13,1687,57,104,6,11,2,1537,3.38,6.16,0.36,0.65,0.12,91.11
95BB14,1172,83,43,1,3,0,1061,7.08,3.67,0.09,0.26,0,90.53
95BB15,1287,160,66,2,4,1,1080,12.43,5.13,0.16,0.31,0.08,83.92
95BB16,1176,79,39,0,1,2,1068,6.72,3.32,0,0.09,0.17,90.82
95BB17,1399,40,94,4,4,4,1275,2.86,6.72,0.29,0.29,0.29,91.14
95BB18,1638,142,94,6,5,3,1410,8.67,5.74,0.37,0.31,0.18,86.08
95BB19,1724,23,69,3,5,1,1630,1.33,4.00,0.17,0.29,0.06,94.55
95BB20,1290,117,87,3,3,3,1095,9.07,6.74,0.23,0.23,0.23,84.88
95BB21,1821,169,103,3,5,2,1580,9.28,5.66,0.16,0.27,0.11,86.77
95BB22,1194,60,80,3,2,2,1072,5.03,6.70,0.25,0.17,0.17,89.78
95BB23,1161,19,35,0,2,1,1108,1.64,3.01,0,0.17,0.09,95.43
95CC01,904,39,61,3,1,4,804,4.31,6.75,0.33,0.11,0.44,88.94
95CC02,875,132,50,0,3,2,705,15.09,5.71,0,0.34,0.23,80.57
95CC03,1127,75,97,8,9,7,965,6.65,8.61,0.71,0.80,0.62,85.63
95CC04,790,75,38,2,4,3,678,9.49,4.81,0.25,0.51,0.38,85.82
95CC05,954,118,56,4,7,5,794,12.37,5.87,0.42,0.73,0.52,83.23
95CC06,1096,61,49,0,3,2,990,5.57,4.47,0,0.27,0.18,90.33
95CC07,1108,163,44,3,5,5,906,14.71,3.97,0.27,0.45,0.45,81.77
95CC08,990,59,84,3,8,4,854,5.96,8.48,0.30,0.81,0.40,86.26
95CC09,1190,123,36,1,3,2,1040,10.34,3.03,0.08,0.25,0.17,87.39
95CC10,901,83,44,1,3,3,784,9.21,4.88,0.11,0.33,0.33,87.01
95CC11,786,36,48,0,2,3,701,4.58,6.11,0,0.25,0.38,89.19
95CC12,890,103,40,2,5,1,756,11.57,4.49,0.22,0.56,0.11,84.94
95CC13,817,99,51,1,6,2,679,12.12,6.24,0.12,0.73,0.24,83.11
95CC14,1132,64,55,1,4,3,1027,5.65,4.86,0.09,0.35,0.27,90.72
95CC15,1007,114,57,1,2,2,845,11.32,5.66,0.10,0.20,0.20,83.91
95CC16,1076,124,72,3,18,5,885,11.52,6.69,0.28,1.67,0.46,82.25
95CC17,897,109,30,1,8,1,762,12.15,3.34,0.11,0.89,0.11,84.95
95CC18,937,40,60,2,6,3,840,4.27,6.40,0.21,0.64,0.32,89.65
95CC19,981,123,51,2,5,5,816,12.54,5.20,0.20,0.51,0.51,83.18
95CC20,1127,50,61,3,6,7,1017,4.44,5.41,0.27,0.53,0.62,90.24
95CC21,1167,87,86,4,3,1,1010,7.46,7.37,0.34,0.26,0.09,86.55
95CC22,842,27,51,2,1,3,766,3.21,6.06,0.24,0.12,0.36,90.97
95DD01,836,20,38,0,1,0,782,2.39,4.55,0,0.12,0,93.54
95DD02,1490,75,66,3,4,0,1359,5.03,4.43,0.20,0.27,0,91.21
95DD03,1389,35,42,1,11,2,1304,2.52,3.02,0.07,0.79,0.14,93.88
95DD04,859,49,90,2,6,0,734,5.70,10.48,0.23,0.70,0,85.45
95DD05,685,8,51,0,3,1,629,1.17,7.45,0,0.44,0.15,91.82
95DD06,944,20,47,0,7,0,876,2.12,4.98,0,0.74,0,92.80
95DD07,1412,104,99,17,21,4,1231,7.37,7.01,1.20,1.49,0.28,87.18
95DD08,1041,57,100,2,11,4,899,5.48,9.61,0.19,1.06,0.38,86.36
95DD09,929,110,38,2,4,3,790,11.84,4.09,0.22,0.43,0.32,85.04
95DD10,1180,82,75,3,1,4,1036,6.95,6.36,0.25,0.08,0.34,87.80
95DD11,955,43,52,0,4,5,864,4.50,5.45,0,0.42,0.52,90.47
95DD12,890,113,50,3,4,1,743,12.70,5.62,0.34,0.45,0.11,83.48
95DD13,741,45,53,1,4,4,650,6.07,7.15,0.13,0.54,0.54,87.72
95DD14,1233,39,41,2,3,0,1158,3.16,3.33,0.16,0.24,0,93.92
95DD15,1174,137,61,6,8,1,989,11.67,5.20,0.51,0.68,0.09,84.24
95DD16,1019,104,47,0,4,1,880,10.21,4.61,0,0.39,0.10,86.36
95DD17,1148,150,46,3,5,3,962,13.07,4.01,0.26,0.44,0.26,83.80
95DD18,873,27,47,2,5,0,806,3.09,5.38,0.23,0.57,0,92.33
95DD19,1275,68,85,3,1,3,1133,5.33,6.67,0.24,0.08,0.24,88.86
95DD20,826,32,69,2,3,2,727,3.87,8.35,0.24,0.36,0.24,88.01
95DD21,891,19,34,2,6,0,835,2.13,3.82,0.22,0.67,0,93.71
95DD22,1156,140,83,0,6,3,960,12.11,7.18,0,0.52,0.26,83.04
95DD23,881,95,53,2,4,1,744,10.78,6.02,0.23,0.45,0.11,84.45
95DD24,990,36,56,1,4,2,901,3.64,5.66,0.10,0.40,0.20,91.01
95EE01,592,75,34,0,1,1,489,12.67,5.74,0,0.17,0.17,82.60
95EE02,790,70,45,2,5,0,684,8.86,5.70,0.25,0.63,0,86.58
95EE03,808,26,51,0,2,0,735,3.22,6.31,0,0.25,0,90.97
95EE04,736,42,37,0,3,1,661,5.71,5.03,0,0.41,0.14,89.81
95EE05,577,42,33,1,1,0,509,7.28,5.72,0.17,0.17,0,88.21
95EE06,692,62,39,0,2,1,593,8.96,5.64,0,0.29,0.14,85.69
95EE07,740,27,43,3,4,0,670,3.65,5.81,0.41,0.54,0,90.54
95EE08,711,24,29,0,3,1,658,3.38,4.08,0,0.42,0.14,92.55
95EE09,605,64,30,0,0,0,522,10.58,4.96,0,0,0,86.28
95EE10,598,58,19,0,0,0,525,9.70,3.18,0,0,0,87.79
95EE11,551,54,25,1,1,1,477,9.80,4.54,0.18,0.18,0.18,86.57
95EE12,1059,63,63,3,2,0,943,5.95,5.95,0.28,0.19,0,89.05
95EE13,718,64,62,1,2,5,603,8.91,8.64,0.14,0.28,0.70,83.98
95EE14,1016,66,45,2,4,1,923,6.50,4.43,0.20,0.39,0.10,90.85
95EE15,606,69,33,2,2,0,513,11.39,5.45,0.33,0.33,0,84.65
95EE16,709,87,35,3,1,0,598,12.27,4.94,0.42,0.14,0,84.34
95FF01,1740,94,59,3,7,2,1585,5.40,3.39,0.17,0.40,0.11,91.09
95FF02,923,126,41,3,2,0,772,13.65,4.44,0.33,0.22,0,83.64
95FF03,1169,53,65,0,6,1,1063,4.53,5.56,0,0.51,0.09,90.93
95FF04,862,125,38,2,2,0,707,14.50,4.41,0.23,0.23,0,82.02
95FF05,1119,49,68,2,5,4,1001,4.38,6.08,0.18,0.45,0.36,89.45
95FF06,1540,56,69,3,7,2,1424,3.64,4.48,0.19,0.45,0.13,92.47
95FF07,1154,81,98,3,7,1,993,7.02,8.49,0.26,0.61,0.09,86.05
95FF08,993,64,67,1,7,2,869,6.45,6.75,0.10,0.70,0.20,87.51
95FF09,1000,64,58,2,8,2,883,6.40,5.80,0.20,0.80,0.20,88.30
95FF10,1216,138,43,2,3,1,1046,11.35,3.54,0.16,0.25,0.08,86.02
95FF11,873,144,49,2,3,0,693,16.49,5.61,0.23,0.34,0,79.38
95FF12,1018,96,63,1,2,2,870,9.43,6.19,0.10,0.20,0.20,85.46
95FF13,977,88,55,2,3,0,843,9.01,5.63,0.20,0.31,0,86.28
95FF14,862,94,36,1,1,0,743,10.90,4.18,0.12,0.12,0,86.19
95FF15,1073,91,69,1,5,1,929,8.48,6.43,0.09,0.47,0.09,86.58
95FF16,927,39,48,0,4,0,845,4.21,5.18,0,0.43,0,91.15
95FF17,857,39,64,3,4,1,762,4.55,7.47,0.35,0.47,0.12,88.91
95GG01,2004,120,247,11,43,15,1645,5.99,12.33,0.55,2.15,0.75,82.09
95GG02,2568,205,292,14,23,9,2117,7.98,11.37,0.55,0.90,0.35,82.44
95GG03,2667,71,145,9,16,3,2462,2.66,5.44,0.34,0.60,0.11,92.31
95GG04,2297,149,264,9,20,4,1922,6.49,11.49,0.39,0.87,0.17,83.67
95GG05,2800,59,115,4,11,6,2635,2.11,4.11,0.14,0.39,0.21,94.11
95GG06,2381,46,184,6,13,3,2155,1.93,7.73,0.25,0.55,0.13,90.51
95GG07,2269,152,207,14,32,2,1944,6.70,9.12,0.62,1.41,0.09,85.68
95GG08,2151,91,174,3,16,5,1899,4.23,8.09,0.14,0.74,0.23,88.28
95GG09,2604,107,194,7,15,6,2310,4.11,7.45,0.27,0.58,0.23,88.71
95GG10,2017,73,126,12,5,3,1828,3.62,6.25,0.59,0.25,0.15,90.63
95GG11,2686,73,163,7,19,8,2470,2.72,6.07,0.26,0.71,0.30,91.96
95GG12,3429,178,153,6,11,3,3139,5.19,4.46,0.17,0.32,0.09,91.54
95GG13,2116,88,198,11,27,5,1837,4.16,9.36,0.52,1.28,0.24,86.81
95GG14,1817,30,102,3,16,2,1683,1.65,5.61,0.17,0.88,0.11,92.63
95GG15,2544,83,155,3,17,5,2315,3.26,6.09,0.12,0.67,0.20,91.00
95GG16,2230,83,156,8,19,8,2004,3.72,7.00,0.36,0.85,0.36,89.87
95GG17,2137,154,196,8,28,7,1814,7.21,9.17,0.37,1.31,0.33,84.89
95GG18,2143,189,238,15,14,6,1746,8.82,11.11,0.70,0.65,0.28,81.47
95GG19,2239,281,385,16,36,8,1650,12.55,17.20,0.71,1.61,0.36,73.69
95GG20,2359,254,274,17,21,12,1894,10.77,11.62,0.72,0.89,0.51,80.29
95GG21,2262,198,289,28,33,5,1822,8.75,12.78,1.24,1.46,0.22,80.55
95GG22,2208,131,260,14,40,6,1833,5.93,11.78,0.63,1.81,0.27,83.02
95GG23,1821,47,93,1,12,5,1682,2.58,5.11,0.05,0.66,0.27,92.37
95GG24,1945,64,169,4,17,2,1730,3.29,8.69,0.21,0.87,0.10,88.95
95GG25,2194,99,223,14,30,10,1878,4.51,10.16,0.64,1.37,0.46,85.60
95GG26,1654,51,155,5,23,0,1451,3.08,9.37,0.30,1.39,0,87.73
95GG27,2467,72,199,8,19,3,2194,2.92,8.07,0.32,0.77,0.12,88.93
95GG28,2325,64,186,4,17,2,2084,2.75,8.00,0.17,0.73,0.09,89.63
95GG29,2430,285,272,21,20,7,1964,11.73,11.19,0.86,0.82,0.29,80.82
95GG30,2083,47,138,3,17,4,1899,2.26,6.63,0.14,0.82,0.19,91.17
95GG31,2463,118,232,8,20,9,2134,4.79,9.42,0.32,0.81,0.37,86.64
95GG32,2649,163,263,12,31,6,2254,6.15,9.93,0.45,1.17,0.23,85.09
95GG33,2195,49,69,6,10,2,2084,2.23,3.14,0.27,0.46,0.09,94.94
95GG34,1999,75,107,2,8,3,1830,3.75,5.35,0.10,0.40,0.15,91.55
95GG35,2244,198,286,20,20,5,1800,8.82,12.75,0.89,0.89,0.22,80.21
95GG36,2481,109,191,5,18,9,2205,4.39,7.70,0.20,0.73,0.36,88.88
95GG37,2687,49,106,5,11,2,2543,1.82,3.94,0.19,0.41,0.07,94.64
95GG38,2915,117,165,17,24,11,2654,4.01,5.66,0.58,0.82,0.38,91.05
95GG39,3616,321,417,47,53,13,2973,8.88,11.53,1.30,1.47,0.36,82.22
95GG40,1861,155,262,5,16,6,1483,8.33,14.08,0.27,0.86,0.32,79.69
95GG41,2173,61,113,7,9,0,2010,2.81,5.20,0.32,0.41,0,92.50
95GG42,2606,53,100,3,11,1,2457,2.03,3.84,0.12,0.42,0.04,94.28
95GG43,2316,100,189,7,16,18,2048,4.32,8.16,0.30,0.69,0.78,88.43
95GG44,2705,202,242,9,17,8,2300,7.47,8.95,0.33,0.63,0.30,85.03
95GG45,2129,116,172,13,14,1,1874,5.45,8.08,0.61,0.66,0.05,88.02
95GG46,1932,105,230,9,22,11,1616,5.43,11.90,0.47,1.14,0.57,83.64
95GG47,2641,214,251,9,24,13,2215,8.10,9.50,0.34,0.91,0.49,83.87
95GG48,2051,186,265,14,21,3,1638,9.07,12.92,0.68,1.02,0.15,79.86
95GG49,3351,102,116,16,15,7,3142,3.04,3.46,0.48,0.45,0.21,93.76
95GG50,2653,83,199,11,19,12,2381,3.13,7.50,0.41,0.72,0.45,89.75
95GG51,2081,126,254,13,16,14,1716,6.05,12.21,0.62,0.77,0.67,82.46
95HH01,890,35,66,3,8,1,791,3.93,7.42,0.34,0.90,0.11,88.88
95HH02,1063,19,31,2,3,1,1015,1.79,2.92,0.19,0.28,0.09,95.48
95HH03,726,30,50,4,4,1,650,4.13,6.89,0.55,0.55,0.14,89.53
95HH04,1160,30,54,4,5,0,1082,2.59,4.66,0.34,0.43,0,93.28
95HH05,908,28,88,6,4,3,795,3.08,9.69,0.66,0.44,0.33,87.56
95HH06,1682,93,76,1,4,0,1533,5.53,4.52,0.06,0.24,0,91.14
95HH07,733,30,51,1,4,2,656,4.09,6.96,0.14,0.55,0.27,89.50
95HH08,1083,36,64,0,0,1,995,3.32,5.91,0,0,0.09,91.87
95HH09,1423,98,115,9,27,10,1219,6.89,8.08,0.63,1.90,0.70,85.66
95HH10,945,33,42,2,5,2,871,3.49,4.44,0.21,0.53,0.21,92.17
95HH11,655,63,79,2,5,0,530,9.62,12.06,0.31,0.76,0,80.92
95HH12,626,13,39,0,1,1,577,2.08,6.23,0,0.16,0.16,92.17
95HH13,614,17,62,2,2,0,541,2.77,10.10,0.33,0.33,0,88.11
95HH14,764,48,104,3,13,2,621,6.28,13.61,0.39,1.70,0.26,81.28
95HH15,1083,70,96,4,10,7,937,6.46,8.86,0.37,0.92,0.65,86.52
95HH16,917,51,53,4,4,2,822,5.56,5.78,0.44,0.44,0.22,89.64
95HH17,928,36,41,2,1,0,857,3.88,4.42,0.22,0.11,0,92.35
95II01,1260,38,66,1,7,0,1155,3.02,5.24,0.08,0.56,0,91.67
95II02,1911,76,99,3,10,5,1749,3.98,5.18,0.16,0.52,0.26,91.52
95II03,1304,14,39,2,2,0,1254,1.07,2.99,0.15,0.15,0,96.17
95II04,1672,49,84,1,6,0,1546,2.93,5.02,0.06,0.36,0,92.46
95II05,1301,40,65,2,11,5,1195,3.07,5.00,0.15,0.85,0.38,91.85
95II06,1285,40,40,1,6,0,1210,3.11,3.11,0.08,0.47,0,94.16
95II07,991,37,110,6,10,5,849,3.73,11.10,0.61,1.01,0.50,85.67
95II08,1073,61,97,3,6,2,931,5.68,9.04,0.28,0.56,0.19,86.77
95II09,1417,40,91,8,14,4,1286,2.82,6.42,0.56,0.99,0.28,90.76
95II10,1144,59,124,3,8,4,962,5.16,10.84,0.26,0.70,0.35,84.09
95II11,1055,29,41,2,4,3,989,2.75,3.89,0.19,0.38,0.28,93.74
95II12,1007,15,50,0,4,1,944,1.49,4.97,0,0.40,0.10,93.74
95II13,1253,77,132,3,9,8,1064,6.15,10.53,0.24,0.72,0.64,84.92
95II14,1026,13,43,2,1,1,970,1.27,4.19,0.19,0.10,0.10,94.54
95II15,1319,39,46,3,4,1,1240,2.96,3.49,0.23,0.30,0.08,94.01
95II16,890,28,97,3,5,3,766,3.15,10.90,0.34,0.56,0.34,86.07
95II17,1190,55,82,3,11,2,1054,4.62,6.89,0.25,0.92,0.17,88.57
95II18,1090,57,115,8,10,4,931,5.23,10.55,0.73,0.92,0.37,85.41
95II19,1389,61,67,2,4,4,1268,4.39,4.82,0.14,0.29,0.29,91.29
95II20,1211,32,72,5,6,2,1115,2.64,5.95,0.41,0.50,0.17,92.07
95II21,1045,20,87,3,2,0,945,1.91,8.33,0.29,0.19,0,90.43
