GeographyCode,KS203NI0001,KS203NI0002,KS203NI0003,KS203NI0004,KS203NI0005,KS203NI0006,KS203NI0007,KS203NI0008,KS203NI0009,KS203NI0010,KS203NI0011,KS203NI0012,KS203NI0013,KS203NI0014,KS203NI0015
95AA01,4444,2691,749,1097,268,78,29,147,60.55,16.85,24.68,6.03,1.76,0.65,3.31
95AA02,1734,1114,216,498,16,12,0,65,64.24,12.46,28.72,0.92,0.69,0,3.75
95AA03,1822,1370,96,468,16,9,1,48,75.19,5.27,25.69,0.88,0.49,0.05,2.63
95AA04,3013,1957,508,859,30,7,2,31,64.95,16.86,28.51,1.00,0.23,0.07,1.03
95AA05,2701,1011,867,958,16,6,2,57,37.43,32.10,35.47,0.59,0.22,0.07,2.11
95AA06,4647,1110,2509,1235,36,8,8,57,23.89,53.99,26.58,0.77,0.17,0.17,1.23
95AA07,2140,1606,168,580,24,15,2,45,75.05,7.85,27.10,1.12,0.70,0.09,2.10
95AA08,1698,954,249,537,16,14,1,80,56.18,14.66,31.63,0.94,0.82,0.06,4.71
95AA09,2220,1545,185,655,35,10,1,100,69.59,8.33,29.50,1.58,0.45,0.05,4.50
95AA10,1953,1209,251,647,27,9,1,68,61.90,12.85,33.13,1.38,0.46,0.05,3.48
95AA11,5364,3106,762,1759,94,41,9,367,57.90,14.21,32.79,1.75,0.76,0.17,6.84
95AA12,2775,2186,180,856,24,9,3,18,78.77,6.49,30.85,0.86,0.32,0.11,0.65
95AA13,3307,1255,1081,1104,25,16,2,181,37.95,32.69,33.38,0.76,0.48,0.06,5.47
95AA14,2349,1429,435,767,29,13,0,15,60.83,18.52,32.65,1.23,0.55,0,0.64
95AA15,4186,2295,569,1304,62,32,5,440,54.83,13.59,31.15,1.48,0.76,0.12,10.51
95AA16,1807,1225,71,535,22,18,4,160,67.79,3.93,29.61,1.22,1.00,0.22,8.85
95AA17,2142,1270,236,681,23,18,1,96,59.29,11.02,31.79,1.07,0.84,0.05,4.48
95AA18,2439,1796,195,743,29,16,0,52,73.64,8.00,30.46,1.19,0.66,0,2.13
95AA19,2687,380,1419,935,15,9,0,49,14.14,52.81,34.80,0.56,0.33,0,1.82
95BB01,3609,2736,257,1216,30,24,2,33,75.81,7.12,33.69,0.83,0.67,0.06,0.91
95BB02,2347,1736,136,725,24,14,3,46,73.97,5.79,30.89,1.02,0.60,0.13,1.96
95BB03,4219,3280,205,1248,68,26,8,48,77.74,4.86,29.58,1.61,0.62,0.19,1.14
95BB04,3048,2335,192,998,28,13,4,38,76.61,6.30,32.74,0.92,0.43,0.13,1.25
95BB05,3401,2599,182,1112,51,15,3,21,76.42,5.35,32.70,1.50,0.44,0.09,0.62
95BB06,2870,2091,141,924,27,12,1,82,72.86,4.91,32.20,0.94,0.42,0.03,2.86
95BB07,2953,2257,125,882,22,19,5,70,76.43,4.23,29.87,0.75,0.64,0.17,2.37
95BB08,2625,2031,95,785,30,13,1,49,77.37,3.62,29.90,1.14,0.50,0.04,1.87
95BB09,2943,2315,165,949,25,23,6,64,78.66,5.61,32.25,0.85,0.78,0.20,2.17
95BB10,3327,2509,246,1007,53,27,11,67,75.41,7.39,30.27,1.59,0.81,0.33,2.01
95BB11,2955,2323,127,900,46,20,10,26,78.61,4.30,30.46,1.56,0.68,0.34,0.88
95BB12,2776,2113,179,860,29,18,3,46,76.12,6.45,30.98,1.04,0.65,0.11,1.66
95BB13,4444,3471,170,1370,51,19,7,62,78.11,3.83,30.83,1.15,0.43,0.16,1.40
95BB14,3116,2355,272,1002,45,32,5,58,75.58,8.73,32.16,1.44,1.03,0.16,1.86
95BB15,3489,1683,757,1337,46,17,5,48,48.24,21.70,38.32,1.32,0.49,0.14,1.38
95BB16,3136,2511,208,975,25,8,5,32,80.07,6.63,31.09,0.80,0.26,0.16,1.02
95BB17,3556,2722,186,1115,55,27,4,36,76.55,5.23,31.36,1.55,0.76,0.11,1.01
95BB18,4279,3338,186,1344,58,30,6,40,78.01,4.35,31.41,1.36,0.70,0.14,0.93
95BB19,4788,3724,226,1523,46,23,6,63,77.78,4.72,31.81,0.96,0.48,0.13,1.32
95BB20,3413,1178,1194,1240,31,10,1,47,34.52,34.98,36.33,0.91,0.29,0.03,1.38
95BB21,4719,3544,338,1454,60,38,7,95,75.10,7.16,30.81,1.27,0.81,0.15,2.01
95BB22,3040,2361,75,941,40,22,3,41,77.66,2.47,30.95,1.32,0.72,0.10,1.35
