GeographyCode,KS212NI0001,KS212NI0002,KS212NI0003,KS212NI0004,KS212NI0005,KS212NI0006,KS212NI0007,KS212NI0008,KS212NI0009
95BB19,4788,410,3826,48,504,8.56,79.91,1.00,10.53
95BB20,3413,2701,570,9,133,79.14,16.70,0.26,3.90
95BB21,4719,588,3679,44,408,12.46,77.96,0.93,8.65
95BB22,3040,167,2449,14,410,5.49,80.56,0.46,13.49
95BB23,3025,332,2401,41,251,10.98,79.37,1.36,8.30
95CC01,2558,2244,250,18,46,87.72,9.77,0.70,1.80
95CC02,2725,1908,773,3,41,70.02,28.37,0.11,1.50
95CC03,2817,2417,233,27,140,85.80,8.27,0.96,4.97
95CC04,2440,1715,689,5,31,70.29,28.24,0.20,1.27
95CC05,2774,1814,878,18,64,65.39,31.65,0.65,2.31
95CC06,2776,1542,1120,26,88,55.55,40.35,0.94,3.17
95CC07,3475,2819,611,10,35,81.12,17.58,0.29,1.01
95CC08,2565,2331,182,8,44,90.88,7.10,0.31,1.72
95CC09,3354,297,2901,32,124,8.86,86.49,0.95,3.70
95CC10,2577,498,1976,17,86,19.32,76.68,0.66,3.34
95CC11,1795,1631,134,0,30,90.86,7.47,0,1.67
95CC12,2785,1325,1395,11,54,47.58,50.09,0.39,1.94
95CC13,2474,1288,1130,15,41,52.06,45.68,0.61,1.66
95CC14,3035,313,2538,34,150,10.31,83.62,1.12,4.94
95CC15,2903,1135,1667,17,84,39.10,57.42,0.59,2.89
95CC16,2820,425,2260,14,121,15.07,80.14,0.50,4.29
95CC17,2730,1860,808,20,42,68.13,29.60,0.73,1.54
95CC18,2342,1206,1024,28,84,51.49,43.72,1.20,3.59
95CC19,2720,950,1669,7,94,34.93,61.36,0.26,3.46
95CC20,3010,202,2649,19,140,6.71,88.01,0.63,4.65
95CC21,2925,380,2368,11,166,12.99,80.96,0.38,5.68
95CC22,1740,398,1231,16,95,22.87,70.75,0.92,5.46
95DD01,2099,334,1648,21,96,15.91,78.51,1.00,4.57
95DD02,3888,229,3465,27,167,5.89,89.12,0.69,4.30
95DD03,3503,590,2601,46,266,16.84,74.25,1.31,7.59
95DD04,1926,128,1635,22,141,6.65,84.89,1.14,7.32
95DD05,1739,100,1479,30,130,5.75,85.05,1.73,7.48
95DD06,2588,536,1889,22,141,20.71,72.99,0.85,5.45
95DD07,3363,183,2974,12,194,5.44,88.43,0.36,5.77
95DD08,2126,823,1123,29,151,38.71,52.82,1.36,7.10
95DD09,2590,169,2295,18,108,6.53,88.61,0.69,4.17
95DD10,2805,107,2494,37,167,3.81,88.91,1.32,5.95
95DD11,2363,1336,826,11,190,56.54,34.96,0.47,8.04
95DD12,2610,407,2082,13,108,15.59,79.77,0.50,4.14
95DD13,1784,1001,654,15,114,56.11,36.66,0.84,6.39
95DD14,3277,239,2820,40,178,7.29,86.05,1.22,5.43
95DD15,3451,2087,1265,23,76,60.48,36.66,0.67,2.20
95DD16,2981,372,2458,33,118,12.48,82.46,1.11,3.96
95DD17,3461,1380,1953,17,111,39.87,56.43,0.49,3.21
95DD18,1885,164,1572,28,121,8.70,83.40,1.49,6.42
95DD19,3364,177,2987,23,177,5.26,88.79,0.68,5.26
95DD20,1746,124,1486,12,124,7.10,85.11,0.69,7.10
95DD21,2139,744,1216,29,150,34.78,56.85,1.36,7.01
95DD22,3136,1102,1957,14,63,35.14,62.40,0.45,2.01
95DD23,2509,306,2052,15,136,12.20,81.79,0.60,5.42
95DD24,2711,1802,769,9,131,66.47,28.37,0.33,4.83
95EE01,1895,1732,141,0,22,91.40,7.44,0,1.16
95EE02,2095,126,1839,10,120,6.01,87.78,0.48,5.73
95EE03,1999,335,1531,11,122,16.76,76.59,0.55,6.10
95EE04,1993,769,1141,6,77,38.59,57.25,0.30,3.86
95EE05,1509,157,1263,12,77,10.40,83.70,0.80,5.10
95EE06,2278,1875,373,5,25,82.31,16.37,0.22,1.10
95EE07,1798,299,1371,18,110,16.63,76.25,1.00,6.12
95EE08,1719,278,1323,21,97,16.17,76.96,1.22,5.64
95EE09,1890,662,1131,10,87,35.03,59.84,0.53,4.60
95EE10,1797,1069,677,11,40,59.49,37.67,0.61,2.23
95EE11,1677,589,1015,11,62,35.12,60.52,0.66,3.70
95EE12,2507,327,2015,12,153,13.04,80.37,0.48,6.10
95EE13,1529,349,1088,15,77,22.83,71.16,0.98,5.04
95EE14,2684,394,2100,25,165,14.68,78.24,0.93,6.15
95EE15,1728,362,1257,12,97,20.95,72.74,0.69,5.61
95EE16,2126,605,1422,12,87,28.46,66.89,0.56,4.09
95FF01,4796,1473,2978,44,301,30.71,62.09,0.92,6.28
95FF02,2817,1593,1130,7,87,56.55,40.11,0.25,3.09
95FF03,3006,1156,1645,20,185,38.46,54.72,0.67,6.15
95FF04,2629,988,1528,16,97,37.58,58.12,0.61,3.69
95FF05,2563,469,1894,29,171,18.30,73.90,1.13,6.67
95FF06,4116,587,3171,37,321,14.26,77.04,0.90,7.80
95FF07,2769,1345,1254,14,156,48.57,45.29,0.51,5.63
95FF08,2364,649,1583,16,116,27.45,66.96,0.68,4.91
95FF09,2522,992,1376,22,132,39.33,54.56,0.87,5.23
95FF10,3473,482,2758,23,210,13.88,79.41,0.66,6.05
95FF11,2582,769,1682,26,105,29.78,65.14,1.01,4.07
95FF12,2724,1460,1142,22,100,53.60,41.92,0.81,3.67
95FF13,2708,949,1643,17,99,35.04,60.67,0.63,3.66
95FF14,2432,351,1947,22,112,14.43,80.06,0.90,4.61
95FF15,2740,1056,1557,19,108,38.54,56.82,0.69,3.94
95FF16,2374,544,1705,11,114,22.91,71.82,0.46,4.80
95FF17,1724,616,986,16,106,35.73,57.19,0.93,6.15
95GG01,4907,4639,176,13,79,94.54,3.59,0.26,1.61
95GG02,5987,5558,306,15,108,92.83,5.11,0.25,1.80
95GG03,5939,1024,4048,113,754,17.24,68.16,1.90,12.70
95GG04,4908,2522,2020,69,297,51.39,41.16,1.41,6.05
95GG05,5928,3376,1607,169,776,56.95,27.11,2.85,13.09
95GG06,5626,438,4687,77,424,7.79,83.31,1.37,7.54
95GG07,5485,4981,334,35,135,90.81,6.09,0.64,2.46
95GG08,4910,3127,1436,53,294,63.69,29.25,1.08,5.99
95GG09,6165,531,4971,61,602,8.61,80.63,0.99,9.76
95GG10,3998,600,2859,73,466,15.01,71.51,1.83,11.66
95GG11,5453,878,3802,92,681,16.10,69.72,1.69,12.49
95GG12,8945,5441,2080,349,1075,60.83,23.25,3.90,12.02
95GG13,4722,1801,2559,56,306,38.14,54.19,1.19,6.48
95GG14,4820,2754,1817,42,207,57.14,37.70,0.87,4.29
95GG15,5920,856,4456,50,558,14.46,75.27,0.84,9.43
95GG16,5452,4053,938,86,375,74.34,17.20,1.58,6.88
95GG17,5330,3785,1258,36,251,71.01,23.60,0.68,4.71
95GG18,4975,4500,316,32,127,90.45,6.35,0.64,2.55
95GG19,4582,519,3770,25,268,11.33,82.28,0.55,5.85
95GG20,4901,1155,3131,110,505,23.57,63.88,2.24,10.30
95GG21,5184,4539,390,120,135,87.56,7.52,2.31,2.60
95GG22,5343,5044,175,39,85,94.40,3.28,0.73,1.59
95GG23,4555,2240,1942,120,253,49.18,42.63,2.63,5.55
95GG24,4561,1883,2296,53,329,41.28,50.34,1.16,7.21
95GG25,5573,5302,181,29,61,95.14,3.25,0.52,1.09
95GG26,3749,655,2832,32,230,17.47,75.54,0.85,6.13
95GG27,6498,6053,332,13,100,93.15,5.11,0.20,1.54
95GG28,5651,536,4667,50,398,9.49,82.59,0.88,7.04
95GG29,5014,696,3499,228,591,13.88,69.78,4.55,11.79
95GG30,4827,441,3845,59,482,9.14,79.66,1.22,9.99
95GG31,6519,5561,713,42,203,85.30,10.94,0.64,3.11
95GG32,6409,3092,2910,49,358,48.24,45.40,0.76,5.59
95GG33,5555,3398,1682,127,348,61.17,30.28,2.29,6.26
95GG34,4927,2984,1623,83,237,60.56,32.94,1.68,4.81
95GG35,4950,4417,378,43,112,89.23,7.64,0.87,2.26
95GG36,5619,619,4324,81,595,11.02,76.95,1.44,10.59
95GG37,6041,2395,2833,121,692,39.65,46.90,2.00,11.46
95GG38,6564,3873,2008,134,549,59.00,30.59,2.04,8.36
95GG39,7214,2547,3414,485,768,35.31,47.32,6.72,10.65
95GG40,3816,300,3225,26,265,7.86,84.51,0.68,6.94
95GG41,5548,718,4196,71,563,12.94,75.63,1.28,10.15
95GG42,8139,3850,3147,248,894,47.30,38.67,3.05,10.98
95GG43,4874,483,3704,88,599,9.91,76.00,1.81,12.29
95GG44,5591,902,3820,71,798,16.13,68.32,1.27,14.27
95GG45,4841,1422,2907,122,390,29.37,60.05,2.52,8.06
95GG46,5250,4909,241,17,83,93.50,4.59,0.32,1.58
95GG47,5829,5108,413,52,256,87.63,7.09,0.89,4.39
95GG48,5694,5302,270,17,105,93.12,4.74,0.30,1.84
95GG49,8141,3389,3316,472,964,41.63,40.73,5.80,11.84
95GG50,5445,1055,3447,153,790,19.38,63.31,2.81,14.51
95GG51,4088,246,3555,24,263,6.02,86.96,0.59,6.43
95HH01,2059,306,1478,15,260,14.86,71.78,0.73,12.63
95HH02,2962,196,2459,19,288,6.62,83.02,0.64,9.72
95HH03,1663,184,1358,7,114,11.06,81.66,0.42,6.86
95HH04,3067,215,2567,28,257,7.01,83.70,0.91,8.38
95HH05,2171,127,1772,8,264,5.85,81.62,0.37,12.16
95HH06,4797,334,3953,48,462,6.96,82.41,1.00,9.63
95HH07,1493,102,1214,15,162,6.83,81.31,1.00,10.85
95HH08,2619,396,1940,22,261,15.12,74.07,0.84,9.97
95HH09,2620,403,1891,44,282,15.38,72.18,1.68,10.76
95HH10,2489,261,1954,24,250,10.49,78.51,0.96,10.04
95HH11,1417,86,1141,13,177,6.07,80.52,0.92,12.49
95HH12,1552,83,1242,12,215,5.35,80.03,0.77,13.85
95HH13,1407,71,1150,5,181,5.05,81.73,0.36,12.86
95HH14,1530,147,1215,11,157,9.61,79.41,0.72,10.26
95HH15,2630,262,2091,35,242,9.96,79.51,1.33,9.20
95HH16,2159,415,1462,35,247,19.22,67.72,1.62,11.44
95HH17,2479,150,2118,16,195,6.05,85.44,0.65,7.87
95II01,3084,149,2654,34,247,4.83,86.06,1.10,8.01
95II02,4961,1675,2793,103,390,33.76,56.30,2.08,7.86
95II03,3523,1634,1545,62,282,46.38,43.85,1.76,8.00
95II04,4317,196,3652,43,426,4.54,84.60,1.00,9.87
95II05,3546,1732,1554,51,209,48.84,43.82,1.44,5.89
95II06,3398,1639,1452,45,262,48.23,42.73,1.32,7.71
95II07,2090,177,1649,22,242,8.47,78.90,1.05,11.58
95II08,2417,262,1893,20,242,10.84,78.32,0.83,10.01
95II09,3363,293,2699,44,327,8.71,80.26,1.31,9.72
95II10,2592,88,2200,23,281,3.40,84.88,0.89,10.84
95II11,2567,1203,1146,30,188,46.86,44.64,1.17,7.32
95II12,2512,233,2040,27,212,9.28,81.21,1.07,8.44
95II13,2702,182,2183,47,290,6.74,80.79,1.74,10.73
95II14,2561,732,1636,21,172,28.58,63.88,0.82,6.72
95II15,3357,1577,1437,45,298,46.98,42.81,1.34,8.88
95II16,2126,113,1824,19,170,5.32,85.79,0.89,8.00
95II17,2493,119,2095,47,232,4.77,84.04,1.89,9.31
95II18,2226,176,1848,39,163,7.91,83.02,1.75,7.32
95II19,3770,458,3056,33,223,12.15,81.06,0.88,5.92
95II20,2780,1097,1384,41,258,39.46,49.78,1.47,9.28
95II21,2419,87,2075,9,248,3.60,85.78,0.37,10.25
95II22,2248,143,1884,6,215,6.36,83.81,0.27,9.56
95II23,2190,990,970,31,199,45.21,44.29,1.42,9.09
95JJ01,2499,588,1792,16,103,23.53,71.71,0.64,4.12
95JJ02,2374,733,1451,15,175,30.88,61.12,0.63,7.37
95JJ03,2470,322,1888,22,238,13.04,76.44,0.89,9.64
95JJ04,3111,525,2418,32,136,16.88,77.72,1.03,4.37
95JJ05,1835,519,1165,7,144,28.28,63.49,0.38,7.85
95JJ06,2472,1001,1301,22,148,40.49,52.63,0.89,5.99
95JJ07,2665,585,1893,21,166,21.95,71.03,0.79,6.23
95JJ08,3276,793,2233,26,224,24.21,68.16,0.79,6.84
95JJ09,1990,121,1775,14,80,6.08,89.20,0.70,4.02
95JJ10,2795,1322,1395,12,66,47.30,49.91,0.43,2.36
95JJ11,3770,838,2652,30,250,22.23,70.34,0.80,6.63
95JJ12,2724,1828,811,9,76,67.11,29.77,0.33,2.79
95JJ13,3895,709,2888,52,246,18.20,74.15,1.34,6.32
95JJ14,2325,256,1960,14,95,11.01,84.30,0.60,4.09
95JJ15,1879,590,1154,25,110,31.40,61.42,1.33,5.85
95JJ16,1799,582,1046,24,147,32.35,58.14,1.33,8.17
95JJ17,2455,1222,1134,14,85,49.78,46.19,0.57,3.46
95JJ18,2032,565,1283,13,171,27.81,63.14,0.64,8.42
95JJ19,2942,1184,1588,37,133,40.24,53.98,1.26,4.52
95JJ20,4092,884,2966,33,209,21.60,72.48,0.81,5.11
95JJ21,2873,696,1901,48,228,24.23,66.17,1.67,7.94
95JJ22,2794,689,1866,55,184,24.66,66.79,1.97,6.59
95KK01,2578,2449,118,4,7,95.00,4.58,0.16,0.27
95KK02,2029,709,1229,26,65,34.94,60.57,1.28,3.20
95KK03,2357,2168,170,5,14,91.98,7.21,0.21,0.59
95KK04,2787,2144,492,17,134,76.93,17.65,0.61,4.81
95KK05,2616,2223,361,8,24,84.98,13.80,0.31,0.92
95KK06,1885,1025,780,11,69,54.38,41.38,0.58,3.66
95KK07,2045,875,1138,10,22,42.79,55.65,0.49,1.08
95KK08,2646,1076,1482,23,65,40.67,56.01,0.87,2.46
95KK09,2187,902,1161,11,113,41.24,53.09,0.50,5.17
95KK10,2181,924,1210,13,34,42.37,55.48,0.60,1.56
95KK11,2373,748,1487,11,127,31.52,62.66,0.46,5.35
95KK12,2309,1858,421,2,28,80.47,18.23,0.09,1.21
95KK13,1817,315,1435,17,50,17.34,78.98,0.94,2.75
95KK14,2041,931,1089,2,19,45.61,53.36,0.10,0.93
95KK15,2946,1962,928,9,47,66.60,31.50,0.31,1.60
95KK16,2216,1624,481,8,103,73.29,21.71,0.36,4.65
95LL01,4931,4143,595,29,164,84.02,12.07,0.59,3.33
95LL02,3042,788,1973,49,232,25.90,64.86,1.61,7.63
95LL03,2436,251,1986,21,178,10.30,81.53,0.86,7.31
95LL04,2985,2382,526,7,70,79.80,17.62,0.23,2.35
95LL05,4119,821,3011,85,202,19.93,73.10,2.06,4.90
95LL06,3372,427,2702,30,213,12.66,80.13,0.89,6.32
95LL07,2131,300,1620,25,186,14.08,76.02,1.17,8.73
95LL08,3320,2644,447,21,208,79.64,13.46,0.63,6.27
95LL09,3150,2643,385,22,100,83.90,12.22,0.70,3.17
95LL10,5475,4833,556,13,73,88.27,10.16,0.24,1.33
95LL11,3989,370,3322,38,259,9.28,83.28,0.95,6.49
95LL12,4212,3608,355,49,200,85.66,8.43,1.16,4.75
95LL13,2745,1674,798,47,226,60.98,29.07,1.71,8.23
95LL14,2651,2507,104,15,25,94.57,3.92,0.57,0.94
95LL15,3048,268,2538,45,197,8.79,83.27,1.48,6.46
95LL16,6107,1457,4067,73,510,23.86,66.60,1.20,8.35
95LL17,2539,238,2101,24,176,9.37,82.75,0.95,6.93
95LL18,3351,208,2896,33,214,6.21,86.42,0.98,6.39
95LL19,5148,1239,3581,51,277,24.07,69.56,0.99,5.38
95LL20,2401,998,1282,18,103,41.57,53.39,0.75,4.29
95LL21,3983,2156,1579,30,218,54.13,39.64,0.75,5.47
95LL22,3728,3382,221,20,105,90.72,5.93,0.54,2.82
95LL23,2157,302,1684,11,160,14.00,78.07,0.51,7.42
95LL24,3769,1287,2334,12,136,34.15,61.93,0.32,3.61
95LL25,4536,397,3823,56,260,8.75,84.28,1.23,5.73
95LL26,3698,3412,200,27,59,92.27,5.41,0.73,1.60
95MM01,4862,1969,2678,69,146,40.50,55.08,1.42,3.00
95MM02,3244,3009,179,24,32,92.76,5.52,0.74,0.99
95MM03,3508,2416,1003,17,72,68.87,28.59,0.48,2.05
95MM04,2151,2062,55,3,31,95.86,2.56,0.14,1.44
95MM05,2495,2359,111,2,23,94.55,4.45,0.08,0.92
95MM06,2603,2443,128,12,20,93.85,4.92,0.46,0.77
95MM07,2601,473,2012,22,94,18.19,77.35,0.85,3.61
95MM08,2947,1943,947,10,47,65.93,32.13,0.34,1.59
95MM09,3562,2582,909,13,58,72.49,25.52,0.36,1.63
95MM10,2750,2638,90,2,20,95.93,3.27,0.07,0.73
95MM11,2277,2215,50,1,11,97.28,2.20,0.04,0.48
95MM12,5858,5393,383,17,65,92.06,6.54,0.29,1.11
95MM13,8872,8285,464,32,91,93.38,5.23,0.36,1.03
95MM14,2569,1194,1255,54,66,46.48,48.85,2.10,2.57
95MM15,4401,2298,1939,20,144,52.22,44.06,0.45,3.27
95MM16,5745,3829,1582,106,228,66.65,27.54,1.85,3.97
95MM17,3749,3456,234,14,45,92.18,6.24,0.37,1.20
95MM18,5180,3403,1600,34,143,65.69,30.89,0.66,2.76
95MM19,3044,1112,1764,57,111,36.53,57.95,1.87,3.65
95MM20,3366,731,2466,31,138,21.72,73.26,0.92,4.10
95MM21,3406,1291,2000,25,90,37.90,58.72,0.73,2.64
95MM22,2492,2340,102,12,38,93.90,4.09,0.48,1.52
95MM23,2521,2202,206,35,78,87.35,8.17,1.39,3.09
95MM24,2503,2448,38,4,13,97.80,1.52,0.16,0.52
95MM25,6363,6089,198,33,43,95.69,3.11,0.52,0.68
95MM26,3131,3034,62,7,28,96.90,1.98,0.22,0.89
95MM27,3833,3139,434,103,157,81.89,11.32,2.69,4.10
95MM28,2351,1908,364,15,64,81.16,15.48,0.64,2.72
95MM29,3410,2502,781,36,91,73.37,22.90,1.06,2.67
95MM30,2083,1966,71,13,33,94.38,3.41,0.62,1.58
95NN01,3178,2739,351,11,77,86.19,11.04,0.35,2.42
95NN02,2211,1952,190,9,60,88.29,8.59,0.41,2.71
95NN03,2896,544,2116,18,218,18.78,73.07,0.62,7.53
95NN04,2934,2557,269,19,89,87.15,9.17,0.65,3.03
95NN05,2497,1329,1005,15,148,53.22,40.25,0.60,5.93
95NN06,3542,3085,358,22,77,87.10,10.11,0.62,2.17
95NN07,3258,2945,217,26,70,90.39,6.66,0.80,2.15
95NN08,3269,1812,1256,34,167,55.43,38.42,1.04,5.11
95NN09,3021,984,1829,18,190,32.57,60.54,0.60,6.29
95NN10,3193,2101,892,21,179,65.80,27.94,0.66,5.61
95NN11,3876,3144,563,14,155,81.11,14.53,0.36,4.00
95NN12,2851,1738,972,14,127,60.96,34.09,0.49,4.45
95NN13,3058,1198,1639,31,190,39.18,53.60,1.01,6.21
95NN14,3559,2463,824,23,249,69.20,23.15,0.65,7.00
95NN15,2994,1084,1680,13,217,36.21,56.11,0.43,7.25
95NN16,3294,842,2208,17,227,25.56,67.03,0.52,6.89
95NN17,2256,1650,492,4,110,73.14,21.81,0.18,4.88
95NN18,2702,1992,577,17,116,73.72,21.35,0.63,4.29
95NN19,3381,890,2214,18,259,26.32,65.48,0.53,7.66
95NN20,3001,1673,1175,23,130,55.75,39.15,0.77,4.33
95NN21,2687,1912,650,14,111,71.16,24.19,0.52,4.13
95NN22,2686,2198,374,17,97,81.83,13.92,0.63,3.61
95NN23,3387,2759,521,11,96,81.46,15.38,0.32,2.83
95OO01,2592,2087,467,11,27,80.52,18.02,0.42,1.04
95OO02,2166,1271,856,11,28,58.68,39.52,0.51,1.29
95OO03,2651,1029,1560,21,41,38.82,58.85,0.79,1.55
95OO04,2515,1818,660,5,32,72.29,26.24,0.20,1.27
95OO05,2730,2216,391,26,97,81.17,14.32,0.95,3.55
95OO06,2860,1687,1082,30,61,58.99,37.83,1.05,2.13
95OO07,2510,1303,1123,15,69,51.91,44.74,0.60,2.75
95OO08,2713,1544,1091,13,65,56.91,40.21,0.48,2.40
95OO09,2252,1429,791,9,23,63.45,35.12,0.40,1.02
95OO10,3530,3289,201,7,33,93.17,5.69,0.20,0.93
95OO11,2485,2299,144,8,34,92.52,5.79,0.32,1.37
95OO12,2803,2037,713,6,47,72.67,25.44,0.21,1.68
95OO13,2716,1121,1405,27,163,41.27,51.73,0.99,6.00
95OO14,2588,1821,704,15,48,70.36,27.20,0.58,1.85
95OO15,2357,1999,275,10,73,84.81,11.67,0.42,3.10
95OO16,2114,498,1539,11,66,23.56,72.80,0.52,3.12
95OO17,2724,568,2058,38,60,20.85,75.55,1.40,2.20
95OO18,2891,1581,1179,16,115,54.69,40.78,0.55,3.98
95OO19,3009,1875,1036,19,79,62.31,34.43,0.63,2.63
95OO20,2189,632,1463,10,84,28.87,66.83,0.46,3.84
95OO21,2351,2025,241,14,71,86.13,10.25,0.60,3.02
95OO22,3106,2958,132,2,14,95.24,4.25,0.06,0.45
95PP01,2586,561,1944,21,60,21.69,75.17,0.81,2.32
95PP02,2541,2161,315,15,50,85.05,12.40,0.59,1.97
95PP03,2540,1836,636,8,60,72.28,25.04,0.31,2.36
95PP04,3185,1759,1313,17,96,55.23,41.22,0.53,3.01
95PP05,2367,1006,1309,8,44,42.50,55.30,0.34,1.86
95PP06,3876,2019,1657,23,177,52.09,42.75,0.59,4.57
95PP07,2812,1723,968,26,95,61.27,34.42,0.92,3.38
95PP08,2678,2202,426,18,32,82.23,15.91,0.67,1.19
95PP09,1707,1376,282,18,31,80.61,16.52,1.05,1.82
95PP10,2387,1872,478,9,28,78.42,20.03,0.38,1.17
95PP11,2627,1888,645,18,76,71.87,24.55,0.69,2.89
95PP12,2630,1783,810,3,34,67.79,30.80,0.11,1.29
95PP13,2588,1927,596,17,48,74.46,23.03,0.66,1.85
95PP14,3652,1374,2172,26,80,37.62,59.47,0.71,2.19
95PP15,3190,1004,2071,12,103,31.47,64.92,0.38,3.23
95PP16,1908,604,1238,14,52,31.66,64.88,0.73,2.73
95PP17,2580,1949,586,7,38,75.54,22.71,0.27,1.47
95PP18,3131,1324,1717,10,80,42.29,54.84,0.32,2.56
95PP19,2502,1939,527,5,31,77.50,21.06,0.20,1.24
95PP20,3117,1796,1139,39,143,57.62,36.54,1.25,4.59
95PP21,2167,1805,332,4,26,83.29,15.32,0.18,1.20
95PP22,2444,1375,930,21,118,56.26,38.05,0.86,4.83
95PP23,2590,1280,1259,14,37,49.42,48.61,0.54,1.43
95QQ01,1483,357,1028,4,94,24.07,69.32,0.27,6.34
95QQ02,2582,120,2235,24,203,4.65,86.56,0.93,7.86
95QQ03,1096,243,767,5,81,22.17,69.98,0.46,7.39
95QQ04,1635,440,1092,12,91,26.91,66.79,0.73,5.57
95QQ05,2875,805,1905,15,150,28.00,66.26,0.52,5.22
95QQ06,2041,1578,425,2,36,77.32,20.82,0.10,1.76
95QQ07,1817,541,1153,24,99,29.77,63.46,1.32,5.45
95QQ08,1455,384,984,7,80,26.39,67.63,0.48,5.50
95QQ09,1916,659,1135,5,117,34.39,59.24,0.26,6.11
95QQ10,1851,765,1015,10,61,41.33,54.84,0.54,3.30
95QQ11,2027,151,1716,8,152,7.45,84.66,0.39,7.50
95QQ12,1811,368,1323,7,113,20.32,73.05,0.39,6.24
95QQ13,2568,125,2142,22,279,4.87,83.41,0.86,10.86
95QQ14,5430,953,4047,30,400,17.55,74.53,0.55,7.37
95QQ15,1593,514,967,9,103,32.27,60.70,0.56,6.47
95RR01,4367,1819,2391,16,141,41.65,54.75,0.37,3.23
95RR02,1753,873,833,8,39,49.80,47.52,0.46,2.22
95RR03,1422,913,471,4,34,64.21,33.12,0.28,2.39
95RR04,2022,1914,83,1,24,94.66,4.10,0.05,1.19
95RR05,2487,986,1364,14,123,39.65,54.85,0.56,4.95
95RR06,2206,1924,264,2,16,87.22,11.97,0.09,0.73
95RR07,2449,1285,1092,6,66,52.47,44.59,0.24,2.69
95RR08,2106,1321,727,6,52,62.73,34.52,0.28,2.47
95RR09,3671,2791,776,11,93,76.03,21.14,0.30,2.53
95RR10,1338,672,620,3,43,50.22,46.34,0.22,3.21
95RR11,2407,1328,1010,11,58,55.17,41.96,0.46,2.41
95RR12,1452,546,875,3,28,37.60,60.26,0.21,1.93
95RR13,1429,558,822,7,42,39.05,57.52,0.49,2.94
95RR14,1969,967,965,8,29,49.11,49.01,0.41,1.47
95RR15,2458,2117,332,3,6,86.13,13.51,0.12,0.24
95SS01,5128,1113,3628,33,354,21.70,70.75,0.64,6.90
95SS02,4287,953,3008,44,282,22.23,70.17,1.03,6.58
95SS03,3372,326,2844,24,178,9.67,84.34,0.71,5.28
95SS04,7572,1447,5311,46,768,19.11,70.14,0.61,10.14
95SS05,3375,550,2509,44,272,16.30,74.34,1.30,8.06
95SS06,5899,5469,330,19,81,92.71,5.59,0.32,1.37
95SS07,9464,6779,2209,64,412,71.63,23.34,0.68,4.35
95SS08,4698,593,3766,39,300,12.62,80.16,0.83,6.39
95SS09,3364,656,2401,36,271,19.50,71.37,1.07,8.06
95SS10,4379,3526,656,36,161,80.52,14.98,0.82,3.68
95SS11,5697,3416,2016,30,235,59.96,35.39,0.53,4.12
95SS12,3054,871,1943,30,210,28.52,63.62,0.98,6.88
