GeographyCode,KS604NI0001,KS604NI0002,KS604NI0003,KS604NI0004,KS604NI0005,KS604NI0006,KS604NI0007,KS604NI0008,KS604NI0009,KS604NI0010,KS604NI0011,KS604NI0012,KS604NI0013,KS604NI0014,KS604NI0015,KS604NI0016,KS604NI0017,KS604NI0018,KS604NI0019,KS604NI0020,KS604NI0021,KS604NI0022,KS604NI0023,KS604NI0024,KS604NI0025,KS604NI0026,KS604NI0027
95BB01,1878,164,366,1130,218,955,50,69,667,169,923,114,297,463,49,8.73,19.49,60.17,11.61,5.24,7.23,69.84,17.70,12.35,32.18,50.16,5.31
95BB02,929,83,201,555,90,482,25,47,335,75,447,58,154,220,15,8.93,21.64,59.74,9.69,5.19,9.75,69.50,15.56,12.98,34.45,49.22,3.36
95BB03,1710,110,350,1054,196,881,26,74,622,159,829,84,276,432,37,6.43,20.47,61.64,11.46,2.95,8.40,70.60,18.05,10.13,33.29,52.11,4.46
95BB04,1326,112,303,788,123,693,43,65,482,103,633,69,238,306,20,8.45,22.85,59.43,9.28,6.20,9.38,69.55,14.86,10.90,37.60,48.34,3.16
95BB05,1696,156,344,953,243,867,36,71,552,208,829,120,273,401,35,9.20,20.28,56.19,14.33,4.15,8.19,63.67,23.99,14.48,32.93,48.37,4.22
95BB06,1194,76,261,754,103,590,19,60,433,78,604,57,201,321,25,6.37,21.86,63.15,8.63,3.22,10.17,73.39,13.22,9.44,33.28,53.15,4.14
95BB07,1302,113,264,824,101,637,27,54,470,86,665,86,210,354,15,8.68,20.28,63.29,7.76,4.24,8.48,73.78,13.50,12.93,31.58,53.23,2.26
95BB08,1232,95,263,788,86,603,17,42,477,67,629,78,221,311,19,7.71,21.35,63.96,6.98,2.82,6.97,79.10,11.11,12.40,35.14,49.44,3.02
95BB09,1534,133,305,948,148,789,36,76,569,108,745,97,229,379,40,8.67,19.88,61.80,9.65,4.56,9.63,72.12,13.69,13.02,30.74,50.87,5.37
95BB10,1493,130,294,866,203,760,34,82,479,165,733,96,212,387,38,8.71,19.69,58.00,13.60,4.47,10.79,63.03,21.71,13.10,28.92,52.80,5.18
95BB11,1218,89,307,745,77,603,20,69,451,63,615,69,238,294,14,7.31,25.21,61.17,6.32,3.32,11.44,74.79,10.45,11.22,38.70,47.80,2.28
95BB12,1138,111,288,657,82,561,24,79,390,68,577,87,209,267,14,9.75,25.31,57.73,7.21,4.28,14.08,69.52,12.12,15.08,36.22,46.27,2.43
95BB13,2103,207,461,1252,183,1041,56,95,734,156,1062,151,366,518,27,9.84,21.92,59.53,8.70,5.38,9.13,70.51,14.99,14.22,34.46,48.78,2.54
95BB14,1546,121,316,880,229,800,26,74,520,180,746,95,242,360,49,7.83,20.44,56.92,14.81,3.25,9.25,65.00,22.50,12.73,32.44,48.26,6.57
95BB15,1546,116,295,956,179,819,32,68,562,157,727,84,227,394,22,7.50,19.08,61.84,11.58,3.91,8.30,68.62,19.17,11.55,31.22,54.20,3.03
95BB16,1558,122,306,884,246,866,34,76,543,213,692,88,230,341,33,7.83,19.64,56.74,15.79,3.93,8.78,62.70,24.60,12.72,33.24,49.28,4.77
95BB17,1703,120,388,1035,160,844,25,82,616,121,859,95,306,419,39,7.05,22.78,60.78,9.40,2.96,9.72,72.99,14.34,11.06,35.62,48.78,4.54
95BB18,1938,135,377,1227,199,998,35,69,727,167,940,100,308,500,32,6.97,19.45,63.31,10.27,3.51,6.91,72.85,16.73,10.64,32.77,53.19,3.40
95BB19,2497,209,554,1567,167,1269,60,116,952,141,1228,149,438,615,26,8.37,22.19,62.76,6.69,4.73,9.14,75.02,11.11,12.13,35.67,50.08,2.12
95BB20,1355,112,263,853,127,696,33,58,505,100,659,79,205,348,27,8.27,19.41,62.95,9.37,4.74,8.33,72.56,14.37,11.99,31.11,52.81,4.10
95BB21,2057,170,431,1186,270,1050,41,89,694,226,1007,129,342,492,44,8.26,20.95,57.66,13.13,3.90,8.48,66.10,21.52,12.81,33.96,48.86,4.37
95BB22,1258,73,318,781,86,612,17,56,467,72,646,56,262,314,14,5.80,25.28,62.08,6.84,2.78,9.15,76.31,11.76,8.67,40.56,48.61,2.17
95BB23,1532,141,343,924,124,804,39,89,570,106,728,102,254,354,18,9.20,22.39,60.31,8.09,4.85,11.07,70.90,13.18,14.01,34.89,48.63,2.47
95CC01,994,69,226,630,69,489,21,61,352,55,505,48,165,278,14,6.94,22.74,63.38,6.94,4.29,12.47,71.98,11.25,9.50,32.67,55.05,2.77
95CC02,1287,101,261,741,184,694,32,73,424,165,593,69,188,317,19,7.85,20.28,57.58,14.30,4.61,10.52,61.10,23.78,11.64,31.70,53.46,3.20
95CC03,995,88,243,588,76,488,21,65,343,59,507,67,178,245,17,8.84,24.42,59.10,7.64,4.30,13.32,70.29,12.09,13.21,35.11,48.32,3.35
95CC04,1074,93,231,621,129,599,23,72,388,116,475,70,159,233,13,8.66,21.51,57.82,12.01,3.84,12.02,64.77,19.37,14.74,33.47,49.05,2.74
95CC05,1212,88,240,748,136,683,20,63,483,117,529,68,177,265,19,7.26,19.80,61.72,11.22,2.93,9.22,70.72,17.13,12.85,33.46,50.09,3.59
95CC06,1264,95,232,828,109,611,33,56,440,82,653,62,176,388,27,7.52,18.35,65.51,8.62,5.40,9.17,72.01,13.42,9.49,26.95,59.42,4.13
95CC07,1474,111,309,864,190,800,36,89,510,165,674,75,220,354,25,7.53,20.96,58.62,12.89,4.50,11.13,63.75,20.63,11.13,32.64,52.52,3.71
95CC08,944,77,198,597,72,479,26,47,346,60,465,51,151,251,12,8.16,20.97,63.24,7.63,5.43,9.81,72.23,12.53,10.97,32.47,53.98,2.58
95CC09,1722,112,322,1029,259,942,33,62,628,219,780,79,260,401,40,6.50,18.70,59.76,15.04,3.50,6.58,66.67,23.25,10.13,33.33,51.41,5.13
95CC10,1243,92,230,735,186,705,30,59,450,166,538,62,171,285,20,7.40,18.50,59.13,14.96,4.26,8.37,63.83,23.55,11.52,31.78,52.97,3.72
95CC11,670,58,126,413,73,338,19,37,224,58,332,39,89,189,15,8.66,18.81,61.64,10.90,5.62,10.95,66.27,17.16,11.75,26.81,56.93,4.52
95CC12,1282,106,240,746,190,699,37,46,450,166,583,69,194,296,24,8.27,18.72,58.19,14.82,5.29,6.58,64.38,23.75,11.84,33.28,50.77,4.12
95CC13,1186,80,259,670,177,654,20,81,402,151,532,60,178,268,26,6.75,21.84,56.49,14.92,3.06,12.39,61.47,23.09,11.28,33.46,50.38,4.89
95CC14,1449,118,302,860,169,757,32,60,516,149,692,86,242,344,20,8.14,20.84,59.35,11.66,4.23,7.93,68.16,19.68,12.43,34.97,49.71,2.89
95CC15,1318,85,267,818,148,714,19,64,505,126,604,66,203,313,22,6.45,20.26,62.06,11.23,2.66,8.96,70.73,17.65,10.93,33.61,51.82,3.64
95CC16,1217,115,245,726,131,636,29,50,450,107,581,86,195,276,24,9.45,20.13,59.65,10.76,4.56,7.86,70.75,16.82,14.80,33.56,47.50,4.13
95CC17,1337,104,264,780,189,723,32,57,469,165,614,72,207,311,24,7.78,19.75,58.34,14.14,4.43,7.88,64.87,22.82,11.73,33.71,50.65,3.91
95CC18,1049,90,205,644,110,527,31,46,359,91,522,59,159,285,19,8.58,19.54,61.39,10.49,5.88,8.73,68.12,17.27,11.30,30.46,54.60,3.64
95CC19,1283,103,254,727,199,691,32,49,433,177,592,71,205,294,22,8.03,19.80,56.66,15.51,4.63,7.09,62.66,25.62,11.99,34.63,49.66,3.72
95CC20,1455,105,282,941,127,751,20,47,578,106,704,85,235,363,21,7.22,19.38,64.67,8.73,2.66,6.26,76.96,14.11,12.07,33.38,51.56,2.98
95CC21,1384,84,286,872,142,750,27,57,541,125,634,57,229,331,17,6.07,20.66,63.01,10.26,3.60,7.60,72.13,16.67,8.99,36.12,52.21,2.68
95CC22,747,58,155,477,57,398,16,41,296,45,349,42,114,181,12,7.76,20.75,63.86,7.63,4.02,10.30,74.37,11.31,12.03,32.66,51.86,3.44
95DD01,897,58,189,562,88,481,17,50,346,68,416,41,139,216,20,6.47,21.07,62.65,9.81,3.53,10.40,71.93,14.14,9.86,33.41,51.92,4.81
95DD02,1960,118,383,1301,158,1000,26,73,769,132,960,92,310,532,26,6.02,19.54,66.38,8.06,2.60,7.30,76.90,13.20,9.58,32.29,55.42,2.71
95DD03,1747,100,314,1151,182,871,24,52,666,129,876,76,262,485,53,5.72,17.97,65.88,10.42,2.76,5.97,76.46,14.81,8.68,29.91,55.37,6.05
95DD04,704,50,196,431,27,338,9,38,271,20,366,41,158,160,7,7.10,27.84,61.22,3.84,2.66,11.24,80.18,5.92,11.20,43.17,43.72,1.91
95DD05,674,59,183,400,32,338,17,40,252,29,336,42,143,148,3,8.75,27.15,59.35,4.75,5.03,11.83,74.56,8.58,12.50,42.56,44.05,0.89
95DD06,1167,90,219,775,83,617,28,47,479,63,550,62,172,296,20,7.71,18.77,66.41,7.11,4.54,7.62,77.63,10.21,11.27,31.27,53.82,3.64
95DD07,1505,113,305,920,167,807,31,58,578,140,698,82,247,342,27,7.51,20.27,61.13,11.10,3.84,7.19,71.62,17.35,11.75,35.39,49.00,3.87
95DD08,943,70,170,652,51,503,17,48,398,40,440,53,122,254,11,7.42,18.03,69.14,5.41,3.38,9.54,79.13,7.95,12.05,27.73,57.73,2.50
95DD09,1276,97,251,729,199,716,28,54,463,171,560,69,197,266,28,7.60,19.67,57.13,15.60,3.91,7.54,64.66,23.88,12.32,35.18,47.50,5.00
95DD10,1277,95,264,831,87,651,20,53,513,65,626,75,211,318,22,7.44,20.67,65.07,6.81,3.07,8.14,78.80,9.98,11.98,33.71,50.80,3.51
95DD11,918,65,190,613,50,450,23,33,353,41,468,42,157,260,9,7.08,20.70,66.78,5.45,5.11,7.33,78.44,9.11,8.97,33.55,55.56,1.92
95DD12,1268,110,222,776,160,738,30,41,520,147,530,80,181,256,13,8.68,17.51,61.20,12.62,4.07,5.56,70.46,19.92,15.09,34.15,48.30,2.45
95DD13,727,48,150,482,47,387,13,44,290,40,340,35,106,192,7,6.60,20.63,66.30,6.46,3.36,11.37,74.94,10.34,10.29,31.18,56.47,2.06
95DD14,1649,132,323,1032,162,847,38,61,617,131,802,94,262,415,31,8.00,19.59,62.58,9.82,4.49,7.20,72.85,15.47,11.72,32.67,51.75,3.87
95DD15,1694,106,316,1058,214,920,27,62,642,189,774,79,254,416,25,6.26,18.65,62.46,12.63,2.93,6.74,69.78,20.54,10.21,32.82,53.75,3.23
95DD16,1548,114,304,875,255,855,16,72,550,217,693,98,232,325,38,7.36,19.64,56.52,16.47,1.87,8.42,64.33,25.38,14.14,33.48,46.90,5.48
95DD17,1720,127,331,1047,215,920,34,67,626,193,800,93,264,421,22,7.38,19.24,60.87,12.50,3.70,7.28,68.04,20.98,11.63,33.00,52.63,2.75
95DD18,820,66,174,526,54,421,17,43,315,46,399,49,131,211,8,8.05,21.22,64.15,6.59,4.04,10.21,74.82,10.93,12.28,32.83,52.88,2.01
95DD19,1619,125,321,1002,171,833,38,66,581,148,786,87,255,421,23,7.72,19.83,61.89,10.56,4.56,7.92,69.75,17.77,11.07,32.44,53.56,2.93
95DD20,666,64,165,406,31,342,11,46,256,29,324,53,119,150,2,9.61,24.77,60.96,4.65,3.22,13.45,74.85,8.48,16.36,36.73,46.30,0.62
95DD21,1050,84,207,697,62,530,26,49,403,52,520,58,158,294,10,8.00,19.71,66.38,5.90,4.91,9.25,76.04,9.81,11.15,30.38,56.54,1.92
95DD22,1466,108,274,920,164,795,28,61,562,144,671,80,213,358,20,7.37,18.69,62.76,11.19,3.52,7.67,70.69,18.11,11.92,31.74,53.35,2.98
95DD23,1311,104,252,722,233,739,28,55,457,199,572,76,197,265,34,7.93,19.22,55.07,17.77,3.79,7.44,61.84,26.93,13.29,34.44,46.33,5.94
95DD24,1314,113,246,877,78,689,31,51,546,61,625,82,195,331,17,8.60,18.72,66.74,5.94,4.50,7.40,79.25,8.85,13.12,31.20,52.96,2.72
95EE01,785,43,142,503,97,426,7,36,301,82,359,36,106,202,15,5.48,18.09,64.08,12.36,1.64,8.45,70.66,19.25,10.03,29.53,56.27,4.18
95EE02,936,81,177,570,108,508,26,43,347,92,428,55,134,223,16,8.65,18.91,60.90,11.54,5.12,8.46,68.31,18.11,12.85,31.31,52.10,3.74
95EE03,815,51,176,524,64,421,10,50,307,54,394,41,126,217,10,6.26,21.60,64.29,7.85,2.38,11.88,72.92,12.83,10.41,31.98,55.08,2.54
95EE04,904,55,160,581,108,460,12,29,325,94,444,43,131,256,14,6.08,17.70,64.27,11.95,2.61,6.30,70.65,20.43,9.68,29.50,57.66,3.15
95EE05,699,47,155,397,100,383,7,40,249,87,316,40,115,148,13,6.72,22.17,56.80,14.31,1.83,10.44,65.01,22.72,12.66,36.39,46.84,4.11
95EE06,974,58,181,663,72,513,15,41,393,64,461,43,140,270,8,5.95,18.58,68.07,7.39,2.92,7.99,76.61,12.48,9.33,30.37,58.57,1.74
95EE07,702,42,177,433,50,350,9,46,247,48,352,33,131,186,2,5.98,25.21,61.68,7.12,2.57,13.14,70.57,13.71,9.38,37.22,52.84,0.57
95EE08,720,45,133,465,77,370,14,19,271,66,350,31,114,194,11,6.25,18.47,64.58,10.69,3.78,5.14,73.24,17.84,8.86,32.57,55.43,3.14
95EE09,855,64,177,488,126,485,20,50,310,105,370,44,127,178,21,7.49,20.70,57.08,14.74,4.12,10.31,63.92,21.65,11.89,34.32,48.11,5.68
95EE10,803,43,140,528,92,452,9,35,319,89,351,34,105,209,3,5.35,17.43,65.75,11.46,1.99,7.74,70.58,19.69,9.69,29.91,59.54,0.85
95EE11,776,45,132,480,119,443,11,32,298,102,333,34,100,182,17,5.80,17.01,61.86,15.34,2.48,7.22,67.27,23.02,10.21,30.03,54.65,5.11
95EE12,1024,76,227,654,67,502,19,48,377,58,522,57,179,277,9,7.42,22.17,63.87,6.54,3.78,9.56,75.10,11.55,10.92,34.29,53.07,1.72
95EE13,539,53,107,330,49,300,18,34,204,44,239,35,73,126,5,9.83,19.85,61.22,9.09,6.00,11.33,68.00,14.67,14.64,30.54,52.72,2.09
95EE14,1167,99,238,705,125,616,30,54,427,105,551,69,184,278,20,8.48,20.39,60.41,10.71,4.87,8.77,69.32,17.05,12.52,33.39,50.45,3.63
95EE15,782,56,154,443,129,438,10,35,279,114,344,46,119,164,15,7.16,19.69,56.65,16.50,2.28,7.99,63.70,26.03,13.37,34.59,47.67,4.36
95EE16,945,88,182,549,126,504,24,35,335,110,441,64,147,214,16,9.31,19.26,58.10,13.33,4.76,6.94,66.47,21.83,14.51,33.33,48.53,3.63
95FF01,2430,158,471,1495,306,1262,46,99,861,256,1168,112,372,634,50,6.50,19.38,61.52,12.59,3.65,7.84,68.23,20.29,9.59,31.85,54.28,4.28
95FF02,1309,92,255,783,179,730,24,59,488,159,579,68,196,295,20,7.03,19.48,59.82,13.67,3.29,8.08,66.85,21.78,11.74,33.85,50.95,3.45
95FF03,1458,103,322,932,101,749,38,77,555,79,709,65,245,377,22,7.06,22.09,63.92,6.93,5.07,10.28,74.10,10.55,9.17,34.56,53.17,3.10
95FF04,1290,91,268,700,231,686,18,67,408,193,604,73,201,292,38,7.05,20.78,54.26,17.91,2.62,9.77,59.48,28.13,12.09,33.28,48.34,6.29
95FF05,1139,80,201,741,117,578,24,39,422,93,561,56,162,319,24,7.02,17.65,65.06,10.27,4.15,6.75,73.01,16.09,9.98,28.88,56.86,4.28
95FF06,2058,145,388,1316,209,1063,38,72,788,165,995,107,316,528,44,7.05,18.85,63.95,10.16,3.57,6.77,74.13,15.52,10.75,31.76,53.07,4.42
95FF07,1086,93,260,654,79,529,17,52,392,68,557,76,208,262,11,8.56,23.94,60.22,7.27,3.21,9.83,74.10,12.85,13.64,37.34,47.04,1.97
95FF08,978,92,197,602,87,507,29,46,363,69,471,63,151,239,18,9.41,20.14,61.55,8.90,5.72,9.07,71.60,13.61,13.38,32.06,50.74,3.82
95FF09,1049,62,196,681,110,571,18,45,418,90,478,44,151,263,20,5.91,18.68,64.92,10.49,3.15,7.88,73.20,15.76,9.21,31.59,55.02,4.18
95FF10,1744,100,327,1063,254,921,26,56,634,205,823,74,271,429,49,5.73,18.75,60.95,14.56,2.82,6.08,68.84,22.26,8.99,32.93,52.13,5.95
95FF11,1292,97,230,769,196,711,29,46,469,167,581,68,184,300,29,7.51,17.80,59.52,15.17,4.08,6.47,65.96,23.49,11.70,31.67,51.64,4.99
95FF12,1345,116,229,876,124,715,34,48,529,104,630,82,181,347,20,8.62,17.03,65.13,9.22,4.76,6.71,73.99,14.55,13.02,28.73,55.08,3.17
95FF13,1288,101,238,749,200,695,28,51,456,160,593,73,187,293,40,7.84,18.48,58.15,15.53,4.03,7.34,65.61,23.02,12.31,31.53,49.41,6.75
95FF14,1194,101,190,688,215,657,29,41,408,179,537,72,149,280,36,8.46,15.91,57.62,18.01,4.41,6.24,62.10,27.25,13.41,27.75,52.14,6.70
95FF15,1145,79,237,706,123,615,25,52,436,102,530,54,185,270,21,6.90,20.70,61.66,10.74,4.07,8.46,70.89,16.59,10.19,34.91,50.94,3.96
95FF16,1089,72,214,686,117,588,21,39,428,100,501,51,175,258,17,6.61,19.65,62.99,10.74,3.57,6.63,72.79,17.01,10.18,34.93,51.50,3.39
95FF17,727,52,134,482,59,368,11,25,280,52,359,41,109,202,7,7.15,18.43,66.30,8.12,2.99,6.79,76.09,14.13,11.42,30.36,56.27,1.95
95GG01,1805,160,453,1092,100,835,61,108,589,77,970,99,345,503,23,8.86,25.10,60.50,5.54,7.31,12.93,70.54,9.22,10.21,35.57,51.86,2.37
95GG02,1575,145,593,770,67,708,57,151,448,52,867,88,442,322,15,9.21,37.65,48.89,4.25,8.05,21.33,63.28,7.34,10.15,50.98,37.14,1.73
95GG03,3077,187,592,1987,311,1539,61,160,1098,220,1538,126,432,889,91,6.08,19.24,64.58,10.11,3.96,10.40,71.35,14.29,8.19,28.09,57.80,5.92
95GG04,1629,145,423,977,84,804,40,100,600,64,825,105,323,377,20,8.90,25.97,59.98,5.16,4.98,12.44,74.63,7.96,12.73,39.15,45.70,2.42
95GG05,3481,232,567,2398,284,1781,95,203,1299,184,1700,137,364,1099,100,6.66,16.29,68.89,8.16,5.33,11.40,72.94,10.33,8.06,21.41,64.65,5.88
95GG06,2437,201,568,1529,139,1173,63,128,879,103,1264,138,440,650,36,8.25,23.31,62.74,5.70,5.37,10.91,74.94,8.78,10.92,34.81,51.42,2.85
95GG07,1974,153,601,1160,60,900,51,144,658,47,1074,102,457,502,13,7.75,30.45,58.76,3.04,5.67,16.00,73.11,5.22,9.50,42.55,46.74,1.21
95GG08,2085,176,495,1277,137,1034,55,129,747,103,1051,121,366,530,34,8.44,23.74,61.25,6.57,5.32,12.48,72.24,9.96,11.51,34.82,50.43,3.24
95GG09,2892,216,580,1822,274,1433,72,122,1044,195,1459,144,458,778,79,7.47,20.06,63.00,9.47,5.02,8.51,72.85,13.61,9.87,31.39,53.32,5.41
95GG10,1844,152,408,1199,85,967,49,137,717,64,877,103,271,482,21,8.24,22.13,65.02,4.61,5.07,14.17,74.15,6.62,11.74,30.90,54.96,2.39
95GG11,2654,154,484,1832,184,1352,46,129,1044,133,1302,108,355,788,51,5.80,18.24,69.03,6.93,3.40,9.54,77.22,9.84,8.29,27.27,60.52,3.92
95GG12,4561,1523,795,1999,244,2267,580,316,1195,176,2294,943,479,804,68,33.39,17.43,43.83,5.35,25.58,13.94,52.71,7.76,41.11,20.88,35.05,2.96
95GG13,2023,149,440,1228,206,970,41,96,682,151,1053,108,344,546,55,7.37,21.75,60.70,10.18,4.23,9.90,70.31,15.57,10.26,32.67,51.85,5.22
95GG14,2368,194,512,1476,186,1192,68,114,867,143,1176,126,398,609,43,8.19,21.62,62.33,7.85,5.70,9.56,72.73,12.00,10.71,33.84,51.79,3.66
95GG15,2754,205,485,1788,276,1346,67,98,980,201,1408,138,387,808,75,7.44,17.61,64.92,10.02,4.98,7.28,72.81,14.93,9.80,27.49,57.39,5.33
95GG16,2404,198,516,1525,165,1216,83,124,885,124,1188,115,392,640,41,8.24,21.46,63.44,6.86,6.83,10.20,72.78,10.20,9.68,33.00,53.87,3.45
95GG17,1981,175,506,1194,106,973,76,117,693,87,1008,99,389,501,19,8.83,25.54,60.27,5.35,7.81,12.02,71.22,8.94,9.82,38.59,49.70,1.88
95GG18,1611,114,465,965,67,765,44,113,562,46,846,70,352,403,21,7.08,28.86,59.90,4.16,5.75,14.77,73.46,6.01,8.27,41.61,47.64,2.48
95GG19,1197,96,363,686,52,586,25,91,426,44,611,71,272,260,8,8.02,30.33,57.31,4.34,4.27,15.53,72.70,7.51,11.62,44.52,42.55,1.31
95GG20,1835,136,451,1107,141,980,47,132,697,104,855,89,319,410,37,7.41,24.58,60.33,7.68,4.80,13.47,71.12,10.61,10.41,37.31,47.95,4.33
95GG21,1471,140,427,853,51,706,39,109,512,46,765,101,318,341,5,9.52,29.03,57.99,3.47,5.52,15.44,72.52,6.52,13.20,41.57,44.58,0.65
95GG22,2098,170,578,1236,114,1014,72,151,705,86,1084,98,427,531,28,8.10,27.55,58.91,5.43,7.10,14.89,69.53,8.48,9.04,39.39,48.99,2.58
95GG23,2182,183,447,1345,207,1080,57,109,755,159,1102,126,338,590,48,8.39,20.49,61.64,9.49,5.28,10.09,69.91,14.72,11.43,30.67,53.54,4.36
95GG24,2028,157,461,1248,162,992,56,116,690,130,1036,101,345,558,32,7.74,22.73,61.54,7.99,5.65,11.69,69.56,13.10,9.75,33.30,53.86,3.09
95GG25,2202,194,639,1264,105,1070,78,164,745,83,1132,116,475,519,22,8.81,29.02,57.40,4.77,7.29,15.33,69.63,7.76,10.25,41.96,45.85,1.94
95GG26,1292,100,344,787,61,630,32,73,476,49,662,68,271,311,12,7.74,26.63,60.91,4.72,5.08,11.59,75.56,7.78,10.27,40.94,46.98,1.81
95GG27,2416,207,710,1373,126,1183,82,159,839,103,1233,125,551,534,23,8.57,29.39,56.83,5.22,6.93,13.44,70.92,8.71,10.14,44.69,43.31,1.87
95GG28,2369,142,619,1471,137,1170,44,110,907,109,1199,98,509,564,28,5.99,26.13,62.09,5.78,3.76,9.40,77.52,9.32,8.17,42.45,47.04,2.34
95GG29,2262,124,398,1565,175,1137,41,79,897,120,1125,83,319,668,55,5.48,17.60,69.19,7.74,3.61,6.95,78.89,10.55,7.38,28.36,59.38,4.89
95GG30,2301,193,489,1433,186,1166,53,96,868,149,1135,140,393,565,37,8.39,21.25,62.28,8.08,4.55,8.23,74.44,12.78,12.33,34.63,49.78,3.26
95GG31,2576,228,676,1549,123,1236,72,170,890,104,1340,156,506,659,19,8.85,26.24,60.13,4.77,5.83,13.75,72.01,8.41,11.64,37.76,49.18,1.42
95GG32,2474,197,593,1559,125,1230,58,139,926,107,1244,139,454,633,18,7.96,23.97,63.02,5.05,4.72,11.30,75.28,8.70,11.17,36.50,50.88,1.45
95GG33,2733,245,411,1594,483,1432,75,122,863,372,1301,170,289,731,111,8.96,15.04,58.32,17.67,5.24,8.52,60.27,25.98,13.07,22.21,56.19,8.53
95GG34,2394,192,474,1547,181,1192,77,119,862,134,1202,115,355,685,47,8.02,19.80,64.62,7.56,6.46,9.98,72.32,11.24,9.57,29.53,56.99,3.91
95GG35,1440,168,412,799,61,690,67,103,469,51,750,101,309,330,10,11.67,28.61,55.49,4.24,9.71,14.93,67.97,7.39,13.47,41.20,44.00,1.33
95GG36,2907,204,589,1897,217,1492,70,147,1107,168,1415,134,442,790,49,7.02,20.26,65.26,7.46,4.69,9.85,74.20,11.26,9.47,31.24,55.83,3.46
95GG37,3458,175,501,2473,309,1770,57,151,1349,213,1688,118,350,1124,96,5.06,14.49,71.52,8.94,3.22,8.53,76.21,12.03,6.99,20.73,66.59,5.69
95GG38,3585,219,527,2365,474,1723,68,129,1223,303,1862,151,398,1142,171,6.11,14.70,65.97,13.22,3.95,7.49,70.98,17.59,8.11,21.37,61.33,9.18
95GG39,3077,259,515,2074,229,1730,96,157,1319,158,1347,163,358,755,71,8.42,16.74,67.40,7.44,5.55,9.08,76.24,9.13,12.10,26.58,56.05,5.27
