DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"KS801NI","USUAL RESIDENTS BORN IN NORTHERN IRELAND WHO HAVE RESIDED ELSEWHERE, AND SHORT-TERM RESIDENTS","All usual residents born in Northern Ireland and short-term residents","1. 'Short-term residents' are by definition born outside the United Kingdom.; 2. 'Census day' is 27 March 2011."
