GeographyCode,KS210NI0001,KS210NI0002,KS210NI0003,KS210NI0004,KS210NI0005,KS210NI0006,KS210NI0007,KS210NI0008,KS210NI0009,KS210NI0010,KS210NI0011,KS210NI0012,KS210NI0013,KS210NI0014,KS210NI0015
95AA01,4202,242,16,12,22,29,321,3881,5.76,0.38,0.29,0.52,0.69,7.64,92.36
95AA02,1683,121,10,10,31,11,183,1500,7.19,0.59,0.59,1.84,0.65,10.87,89.13
95AA03,1736,133,11,10,36,16,206,1530,7.66,0.63,0.58,2.07,0.92,11.87,88.13
95AA04,2922,204,21,14,24,32,295,2627,6.98,0.72,0.48,0.82,1.10,10.10,89.90
95AA05,2586,162,11,16,22,19,230,2356,6.26,0.43,0.62,0.85,0.73,8.89,91.11
95AA06,4421,119,3,7,15,12,156,4265,2.69,0.07,0.16,0.34,0.27,3.53,96.47
95AA07,2070,268,36,22,23,24,373,1697,12.95,1.74,1.06,1.11,1.16,18.02,81.98
95AA08,1616,100,5,3,14,10,132,1484,6.19,0.31,0.19,0.87,0.62,8.17,91.83
95AA09,2105,155,7,18,24,21,225,1880,7.36,0.33,0.86,1.14,1.00,10.69,89.31
95AA10,1884,97,14,13,22,14,160,1724,5.15,0.74,0.69,1.17,0.74,8.49,91.51
95AA11,5109,283,22,14,39,26,384,4725,5.54,0.43,0.27,0.76,0.51,7.52,92.48
95AA12,2690,353,45,32,44,41,515,2175,13.12,1.67,1.19,1.64,1.52,19.14,80.86
95AA13,3147,160,7,5,29,20,221,2926,5.08,0.22,0.16,0.92,0.64,7.02,92.98
95AA14,2275,283,37,29,49,37,435,1840,12.44,1.63,1.27,2.15,1.63,19.12,80.88
95AA15,3906,161,16,15,32,18,242,3664,4.12,0.41,0.38,0.82,0.46,6.20,93.80
95AA16,1722,127,11,3,37,11,189,1533,7.38,0.64,0.17,2.15,0.64,10.98,89.02
95AA17,2044,107,11,8,12,14,152,1892,5.23,0.54,0.39,0.59,0.68,7.44,92.56
95AA18,2369,228,15,23,19,49,334,2035,9.62,0.63,0.97,0.80,2.07,14.10,85.90
