GeographyCode,KS612NI0001,KS612NI0002,KS612NI0003,KS612NI0004,KS612NI0005,KS612NI0006,KS612NI0007,KS612NI0008,KS612NI0009,KS612NI0010,KS612NI0011,KS612NI0012,KS612NI0013,KS612NI0014,KS612NI0015,KS612NI0016,KS612NI0017,KS612NI0018,KS612NI0019,KS612NI0020,KS612NI0021,KS612NI0022,KS612NI0023
95AA01,1666,58,148,427,205,271,141,110,147,28,19,112,3.48,8.88,25.63,12.30,16.27,8.46,6.60,8.82,1.68,1.14,6.72
95AA02,658,5,23,92,57,60,102,93,149,18,24,35,0.76,3.50,13.98,8.66,9.12,15.50,14.13,22.64,2.74,3.65,5.32
95AA03,611,4,18,61,60,45,96,91,176,12,16,32,0.65,2.95,9.98,9.82,7.36,15.71,14.89,28.81,1.96,2.62,5.24
95AA04,1155,28,91,216,67,289,102,79,126,21,16,120,2.42,7.88,18.70,5.80,25.02,8.83,6.84,10.91,1.82,1.39,10.39
95AA05,959,22,80,140,41,218,109,83,148,24,21,73,2.29,8.34,14.60,4.28,22.73,11.37,8.65,15.43,2.50,2.19,7.61
95AA06,1493,30,65,288,110,204,169,157,222,45,35,168,2.01,4.35,19.29,7.37,13.66,11.32,10.52,14.87,3.01,2.34,11.25
95AA07,795,14,61,107,41,169,86,86,145,21,14,51,1.76,7.67,13.46,5.16,21.26,10.82,10.82,18.24,2.64,1.76,6.42
95AA08,603,6,9,81,45,44,81,93,156,24,27,37,1.00,1.49,13.43,7.46,7.30,13.43,15.42,25.87,3.98,4.48,6.14
95AA09,750,7,54,106,55,56,85,129,145,31,20,62,0.93,7.20,14.13,7.33,7.47,11.33,17.20,19.33,4.13,2.67,8.27
95AA10,694,14,32,97,67,73,90,86,125,31,28,51,2.02,4.61,13.98,9.65,10.52,12.97,12.39,18.01,4.47,4.03,7.35
95AA11,1908,39,132,378,242,180,212,234,302,40,26,123,2.04,6.92,19.81,12.68,9.43,11.11,12.26,15.83,2.10,1.36,6.45
95AA12,1034,34,111,225,82,226,87,61,95,11,8,94,3.29,10.74,21.76,7.93,21.86,8.41,5.90,9.19,1.06,0.77,9.09
95AA13,1141,25,98,179,77,178,125,113,208,21,28,89,2.19,8.59,15.69,6.75,15.60,10.96,9.90,18.23,1.84,2.45,7.80
95AA14,823,26,78,152,42,191,77,63,82,25,19,68,3.16,9.48,18.47,5.10,23.21,9.36,7.65,9.96,3.04,2.31,8.26
95AA15,1462,14,90,259,118,114,176,210,301,53,30,97,0.96,6.16,17.72,8.07,7.80,12.04,14.36,20.59,3.63,2.05,6.63
95AA16,649,4,24,58,47,45,100,122,166,22,21,40,0.62,3.70,8.94,7.24,6.93,15.41,18.80,25.58,3.39,3.24,6.16
95AA17,777,12,39,102,62,76,92,98,182,29,21,64,1.54,5.02,13.13,7.98,9.78,11.84,12.61,23.42,3.73,2.70,8.24
95AA18,885,40,121,235,58,156,53,54,62,26,8,72,4.52,13.67,26.55,6.55,17.63,5.99,6.10,7.01,2.94,0.90,8.14
95AA19,936,14,38,102,32,248,91,70,183,59,19,80,1.50,4.06,10.90,3.42,26.50,9.72,7.48,19.55,6.30,2.03,8.55
95BB01,1310,34,104,230,140,233,135,121,156,23,22,112,2.60,7.94,17.56,10.69,17.79,10.31,9.24,11.91,1.76,1.68,8.55
95BB02,864,15,41,113,78,115,91,136,152,23,45,55,1.74,4.75,13.08,9.03,13.31,10.53,15.74,17.59,2.66,5.21,6.37
95BB03,1504,25,84,225,139,264,198,177,206,47,43,96,1.66,5.59,14.96,9.24,17.55,13.16,11.77,13.70,3.13,2.86,6.38
95BB04,1120,32,132,235,123,163,103,96,120,19,25,72,2.86,11.79,20.98,10.98,14.55,9.20,8.57,10.71,1.70,2.23,6.43
95BB05,1263,26,106,213,100,318,110,123,149,24,25,69,2.06,8.39,16.86,7.92,25.18,8.71,9.74,11.80,1.90,1.98,5.46
95BB06,1077,12,32,132,103,108,122,171,245,41,45,66,1.11,2.97,12.26,9.56,10.03,11.33,15.88,22.75,3.81,4.18,6.13
95BB07,1033,20,77,163,114,142,130,124,141,21,25,76,1.94,7.45,15.78,11.04,13.75,12.58,12.00,13.65,2.03,2.42,7.36
95BB08,916,9,43,143,93,123,116,116,181,25,20,47,0.98,4.69,15.61,10.15,13.43,12.66,12.66,19.76,2.73,2.18,5.13
95BB09,1146,28,116,255,138,156,115,103,124,9,21,81,2.44,10.12,22.25,12.04,13.61,10.03,8.99,10.82,0.79,1.83,7.07
95BB10,1200,38,138,254,113,208,90,118,113,20,32,76,3.17,11.50,21.17,9.42,17.33,7.50,9.83,9.42,1.67,2.67,6.33
95BB11,1032,20,41,185,114,129,118,128,165,20,31,81,1.94,3.97,17.93,11.05,12.50,11.43,12.40,15.99,1.94,3.00,7.85
95BB12,939,25,86,168,76,100,97,114,145,28,35,65,2.66,9.16,17.89,8.09,10.65,10.33,12.14,15.44,2.98,3.73,6.92
95BB13,1585,41,113,311,159,199,168,190,204,31,31,138,2.59,7.13,19.62,10.03,12.56,10.60,11.99,12.87,1.96,1.96,8.71
95BB14,1139,40,152,233,85,250,85,67,102,9,16,100,3.51,13.35,20.46,7.46,21.95,7.46,5.88,8.96,0.79,1.40,8.78
95BB15,1251,9,75,177,105,341,97,94,189,21,43,100,0.72,6.00,14.15,8.39,27.26,7.75,7.51,15.11,1.68,3.44,7.99
95BB16,1199,38,149,237,110,271,89,75,107,12,11,100,3.17,12.43,19.77,9.17,22.60,7.42,6.26,8.92,1.00,0.92,8.34
95BB17,1196,21,61,191,138,212,137,142,159,25,26,84,1.76,5.10,15.97,11.54,17.73,11.45,11.87,13.29,2.09,2.17,7.02
95BB18,1451,35,110,290,159,256,167,120,187,24,25,78,2.41,7.58,19.99,10.96,17.64,11.51,8.27,12.89,1.65,1.72,5.38
95BB19,1721,35,130,346,237,180,225,188,181,29,18,152,2.03,7.55,20.10,13.77,10.46,13.07,10.92,10.52,1.69,1.05,8.83
95BB20,1279,7,67,166,81,334,101,90,222,46,48,117,0.55,5.24,12.98,6.33,26.11,7.90,7.04,17.36,3.60,3.75,9.15
95BB21,1680,18,98,243,141,409,182,174,227,47,35,106,1.07,5.83,14.46,8.39,24.35,10.83,10.36,13.51,2.80,2.08,6.31
95BB22,982,21,40,112,81,110,122,161,186,53,41,55,2.14,4.07,11.41,8.25,11.20,12.42,16.40,18.94,5.40,4.18,5.60
95BB23,1145,32,97,260,167,150,115,112,99,11,13,89,2.79,8.47,22.71,14.59,13.10,10.04,9.78,8.65,0.96,1.14,7.77
95CC01,929,8,31,110,64,132,64,113,177,109,35,86,0.86,3.34,11.84,6.89,14.21,6.89,12.16,19.05,11.73,3.77,9.26
95CC02,1035,14,54,130,40,294,75,86,168,39,33,102,1.35,5.22,12.56,3.86,28.41,7.25,8.31,16.23,3.77,3.19,9.86
95CC03,963,4,25,94,69,114,94,139,212,83,57,72,0.42,2.60,9.76,7.17,11.84,9.76,14.43,22.01,8.62,5.92,7.48
95CC04,888,7,35,98,28,263,78,58,171,37,28,85,0.79,3.94,11.04,3.15,29.62,8.78,6.53,19.26,4.17,3.15,9.57
95CC05,979,13,52,111,36,221,106,105,191,30,33,81,1.33,5.31,11.34,3.68,22.57,10.83,10.73,19.51,3.06,3.37,8.27
95CC06,931,36,71,190,72,124,70,99,130,29,30,80,3.87,7.63,20.41,7.73,13.32,7.52,10.63,13.96,3.11,3.22,8.59
95CC07,1229,8,57,125,40,339,109,94,217,62,42,136,0.65,4.64,10.17,3.25,27.58,8.87,7.65,17.66,5.04,3.42,11.07
95CC08,845,11,36,115,53,109,72,88,176,50,47,88,1.30,4.26,13.61,6.27,12.90,8.52,10.41,20.83,5.92,5.56,10.41
95CC09,1265,32,88,182,93,286,143,109,201,27,19,85,2.53,6.96,14.39,7.35,22.61,11.30,8.62,15.89,2.13,1.50,6.72
95CC10,1000,25,82,166,52,222,89,96,133,21,22,92,2.50,8.20,16.60,5.20,22.20,8.90,9.60,13.30,2.10,2.20,9.20
95CC11,662,4,19,64,28,107,66,64,160,53,44,53,0.60,2.87,9.67,4.23,16.16,9.97,9.67,24.17,8.01,6.65,8.01
95CC12,1021,16,60,122,48,274,94,80,160,29,22,116,1.57,5.88,11.95,4.70,26.84,9.21,7.84,15.67,2.84,2.15,11.36
95CC13,925,16,46,107,36,233,93,82,175,28,25,84,1.73,4.97,11.57,3.89,25.19,10.05,8.86,18.92,3.03,2.70,9.08
95CC14,1078,23,77,186,91,195,118,102,176,21,15,74,2.13,7.14,17.25,8.44,18.09,10.95,9.46,16.33,1.95,1.39,6.86
95CC15,1053,13,70,166,57,182,118,102,192,29,20,104,1.23,6.65,15.76,5.41,17.28,11.21,9.69,18.23,2.75,1.90,9.88
95CC16,962,15,40,124,60,181,115,118,167,40,21,81,1.56,4.16,12.89,6.24,18.81,11.95,12.27,17.36,4.16,2.18,8.42
95CC17,1057,18,75,144,44,271,83,90,163,33,34,102,1.70,7.10,13.62,4.16,25.64,7.85,8.51,15.42,3.12,3.22,9.65
95CC18,811,21,90,159,57,103,67,93,118,22,18,63,2.59,11.10,19.61,7.03,12.70,8.26,11.47,14.55,2.71,2.22,7.77
95CC19,971,18,61,144,59,264,94,81,137,22,20,71,1.85,6.28,14.83,6.08,27.19,9.68,8.34,14.11,2.27,2.06,7.31
95CC20,1080,32,66,189,109,123,118,144,169,41,20,69,2.96,6.11,17.50,10.09,11.39,10.93,13.33,15.65,3.80,1.85,6.39
95CC21,1062,18,80,149,113,130,128,125,194,19,30,76,1.69,7.53,14.03,10.64,12.24,12.05,11.77,18.27,1.79,2.82,7.16
95CC22,645,11,29,85,63,57,75,113,127,16,26,43,1.71,4.50,13.18,9.77,8.84,11.63,17.52,19.69,2.48,4.03,6.67
95DD01,744,29,95,155,47,85,72,94,91,13,5,58,3.90,12.77,20.83,6.32,11.42,9.68,12.63,12.23,1.75,0.67,7.80
95DD02,1380,26,100,199,95,164,196,229,220,21,25,105,1.88,7.25,14.42,6.88,11.88,14.20,16.59,15.94,1.52,1.81,7.61
95DD03,1190,34,146,269,88,123,142,157,136,6,11,78,2.86,12.27,22.61,7.39,10.34,11.93,13.19,11.43,0.50,0.92,6.55
95DD04,635,7,17,52,23,46,90,129,153,42,28,48,1.10,2.68,8.19,3.62,7.24,14.17,20.31,24.09,6.61,4.41,7.56
95DD05,600,10,15,46,43,45,64,126,145,35,22,49,1.67,2.50,7.67,7.17,7.50,10.67,21.00,24.17,5.83,3.67,8.17
95DD06,923,40,88,189,74,109,97,101,122,17,10,76,4.33,9.53,20.48,8.02,11.81,10.51,10.94,13.22,1.84,1.08,8.23
95DD07,1154,33,104,219,72,141,141,135,195,20,21,73,2.86,9.01,18.98,6.24,12.22,12.22,11.70,16.90,1.73,1.82,6.33
95DD08,830,5,18,91,45,67,89,205,190,42,34,44,0.60,2.17,10.96,5.42,8.07,10.72,24.70,22.89,5.06,4.10,5.30
95DD09,961,18,75,145,46,248,111,103,113,14,12,76,1.87,7.80,15.09,4.79,25.81,11.55,10.72,11.76,1.46,1.25,7.91
95DD10,1006,16,48,131,62,100,147,164,202,35,35,66,1.59,4.77,13.02,6.16,9.94,14.61,16.30,20.08,3.48,3.48,6.56
95DD11,762,9,23,95,28,73,84,142,165,47,42,54,1.18,3.02,12.47,3.67,9.58,11.02,18.64,21.65,6.17,5.51,7.09
95DD12,983,16,79,125,49,267,115,97,124,13,10,88,1.63,8.04,12.72,4.98,27.16,11.70,9.87,12.61,1.32,1.02,8.95
95DD13,655,9,35,80,41,81,87,111,112,32,26,41,1.37,5.34,12.21,6.26,12.37,13.28,16.95,17.10,4.89,3.97,6.26
95DD14,1150,48,128,245,74,143,129,141,117,14,17,94,4.17,11.13,21.30,6.43,12.43,11.22,12.26,10.17,1.22,1.48,8.17
95DD15,1232,23,91,199,61,311,132,118,179,17,23,78,1.87,7.39,16.15,4.95,25.24,10.71,9.58,14.53,1.38,1.87,6.33
95DD16,1132,21,95,189,49,293,138,88,162,14,15,68,1.86,8.39,16.70,4.33,25.88,12.19,7.77,14.31,1.24,1.33,6.01
95DD17,1254,28,92,170,48,375,142,81,169,18,17,114,2.23,7.34,13.56,3.83,29.90,11.32,6.46,13.48,1.44,1.36,9.09
95DD18,689,11,34,84,47,69,100,144,117,29,21,33,1.60,4.93,12.19,6.82,10.01,14.51,20.90,16.98,4.21,3.05,4.79
95DD19,1193,38,71,174,88,191,135,149,201,18,19,109,3.19,5.95,14.59,7.38,16.01,11.32,12.49,16.85,1.51,1.59,9.14
95DD20,648,8,8,42,32,35,79,161,179,49,29,26,1.23,1.23,6.48,4.94,5.40,12.19,24.85,27.62,7.56,4.48,4.01
95DD21,766,11,48,128,54,81,84,133,127,20,22,58,1.44,6.27,16.71,7.05,10.57,10.97,17.36,16.58,2.61,2.87,7.57
95DD22,1151,23,88,143,54,272,116,117,189,40,14,95,2.00,7.65,12.42,4.69,23.63,10.08,10.17,16.42,3.48,1.22,8.25
95DD23,955,17,83,133,33,284,98,79,131,10,11,76,1.78,8.69,13.93,3.46,29.74,10.26,8.27,13.72,1.05,1.15,7.96
95DD24,998,23,64,169,64,106,131,154,137,35,24,91,2.30,6.41,16.93,6.41,10.62,13.13,15.43,13.73,3.51,2.40,9.12
95EE01,679,5,22,69,22,216,57,50,125,32,25,56,0.74,3.24,10.16,3.24,31.81,8.39,7.36,18.41,4.71,3.68,8.25
95EE02,784,13,48,86,42,164,80,100,140,34,29,48,1.66,6.12,10.97,5.36,20.92,10.20,12.76,17.86,4.34,3.70,6.12
95EE03,712,16,27,113,49,87,64,109,123,44,27,53,2.25,3.79,15.87,6.88,12.22,8.99,15.31,17.28,6.18,3.79,7.44
95EE04,725,13,34,68,34,153,91,77,152,18,22,63,1.79,4.69,9.38,4.69,21.10,12.55,10.62,20.97,2.48,3.03,8.69
95EE05,587,11,46,57,35,144,47,67,108,14,17,41,1.87,7.84,9.71,5.96,24.53,8.01,11.41,18.40,2.39,2.90,6.98
95EE06,793,9,26,78,17,203,78,82,158,25,22,95,1.13,3.28,9.84,2.14,25.60,9.84,10.34,19.92,3.15,2.77,11.98
95EE07,582,5,22,64,40,84,85,91,108,22,19,42,0.86,3.78,11.00,6.87,14.43,14.60,15.64,18.56,3.78,3.26,7.22
95EE08,606,12,54,97,56,80,53,76,94,22,18,44,1.98,8.91,16.01,9.24,13.20,8.75,12.54,15.51,3.63,2.97,7.26
95EE09,708,4,37,80,32,182,84,73,104,24,17,71,0.56,5.23,11.30,4.52,25.71,11.86,10.31,14.69,3.39,2.40,10.03
95EE10,666,11,27,66,26,157,79,74,122,33,23,48,1.65,4.05,9.91,3.90,23.57,11.86,11.11,18.32,4.95,3.45,7.21
95EE11,643,3,27,62,29,210,63,53,106,18,13,59,0.47,4.20,9.64,4.51,32.66,9.80,8.24,16.49,2.80,2.02,9.18
95EE12,874,16,38,114,50,99,85,123,175,55,45,74,1.83,4.35,13.04,5.72,11.33,9.73,14.07,20.02,6.29,5.15,8.47
95EE13,569,14,41,89,48,71,44,68,98,31,24,41,2.46,7.21,15.64,8.44,12.48,7.73,11.95,17.22,5.45,4.22,7.21
95EE14,956,28,56,146,68,157,99,107,178,26,15,76,2.93,5.86,15.27,7.11,16.42,10.36,11.19,18.62,2.72,1.57,7.95
95EE15,654,13,19,62,40,184,59,60,124,23,14,56,1.99,2.91,9.48,6.12,28.13,9.02,9.17,18.96,3.52,2.14,8.56
95EE16,760,13,45,85,40,194,87,65,120,26,12,73,1.71,5.92,11.18,5.26,25.53,11.45,8.55,15.79,3.42,1.58,9.61
95FF01,1695,38,198,393,189,202,140,169,170,13,23,160,2.24,11.68,23.19,11.15,11.92,8.26,9.97,10.03,0.77,1.36,9.44
95FF02,1032,10,57,101,38,361,83,60,176,27,32,87,0.97,5.52,9.79,3.68,34.98,8.04,5.81,17.05,2.62,3.10,8.43
95FF03,1049,11,51,171,115,129,120,137,175,26,25,89,1.05,4.86,16.30,10.96,12.30,11.44,13.06,16.68,2.48,2.38,8.48
95FF04,944,16,67,120,49,303,76,73,118,23,22,77,1.69,7.10,12.71,5.19,32.10,8.05,7.73,12.50,2.44,2.33,8.16
95FF05,895,28,77,154,75,123,97,89,148,27,29,48,3.13,8.60,17.21,8.38,13.74,10.84,9.94,16.54,3.02,3.24,5.36
95FF06,1419,40,126,302,134,185,151,154,180,28,22,97,2.82,8.88,21.28,9.44,13.04,10.64,10.85,12.68,1.97,1.55,6.84
95FF07,908,12,42,107,68,115,91,125,197,32,57,62,1.32,4.63,11.78,7.49,12.67,10.02,13.77,21.70,3.52,6.28,6.83
95FF08,838,13,73,134,80,97,94,86,123,29,24,85,1.55,8.71,15.99,9.55,11.58,11.22,10.26,14.68,3.46,2.86,10.14
95FF09,903,14,48,128,41,135,130,96,181,27,27,76,1.55,5.32,14.17,4.54,14.95,14.40,10.63,20.04,2.99,2.99,8.42
95FF10,1263,33,104,203,98,319,101,91,165,31,18,100,2.61,8.23,16.07,7.76,25.26,8.00,7.21,13.06,2.45,1.43,7.92
95FF11,962,7,73,125,47,271,85,64,170,11,24,85,0.73,7.59,12.99,4.89,28.17,8.84,6.65,17.67,1.14,2.49,8.84
95FF12,1024,25,79,160,68,183,132,92,148,26,22,89,2.44,7.71,15.63,6.64,17.87,12.89,8.98,14.45,2.54,2.15,8.69
