GeographyCode,KS606NI0001,KS606NI0002,KS606NI0003,KS606NI0004,KS606NI0005,KS606NI0006,KS606NI0007,KS606NI0008,KS606NI0009,KS606NI0010,KS606NI0011,KS606NI0012,KS606NI0013,KS606NI0014,KS606NI0015,KS606NI0016,KS606NI0017,KS606NI0018,KS606NI0019,KS606NI0020,KS606NI0021,KS606NI0022,KS606NI0023,KS606NI0024,KS606NI0025,KS606NI0026,KS606NI0027,KS606NI0028,KS606NI0029,KS606NI0030,KS606NI0031,KS606NI0032,KS606NI0033,KS606NI0034,KS606NI0035,KS606NI0036,KS606NI0037
95AA01,1363,61,5,151,5,12,138,162,92,45,32,16,3,50,89,361,52,56,33,4.48,0.37,11.08,0.37,0.88,10.12,11.89,6.75,3.30,2.35,1.17,0.22,3.67,6.53,26.49,3.82,4.11,2.42
95AA02,425,2,0,64,1,6,39,71,53,33,10,5,0,9,31,40,19,24,18,0.47,0,15.06,0.24,1.41,9.18,16.71,12.47,7.76,2.35,1.18,0,2.12,7.29,9.41,4.47,5.65,4.24
95AA03,391,3,1,62,0,5,35,74,58,17,5,11,1,6,24,32,11,30,16,0.77,0.26,15.86,0,1.28,8.95,18.93,14.83,4.35,1.28,2.81,0.26,1.53,6.14,8.18,2.81,7.67,4.09
95AA04,848,77,3,97,4,13,105,146,81,28,35,20,10,39,34,60,32,34,30,9.08,0.35,11.44,0.47,1.53,12.38,17.22,9.55,3.30,4.13,2.36,1.18,4.60,4.01,7.08,3.77,4.01,3.54
95AA05,657,36,1,91,3,9,179,88,33,23,11,16,4,26,17,37,27,40,16,5.48,0.15,13.85,0.46,1.37,27.25,13.39,5.02,3.50,1.67,2.44,0.61,3.96,2.59,5.63,4.11,6.09,2.44
95AA06,1031,13,5,131,3,12,151,163,128,35,44,24,7,43,34,101,44,55,38,1.26,0.48,12.71,0.29,1.16,14.65,15.81,12.42,3.39,4.27,2.33,0.68,4.17,3.30,9.80,4.27,5.33,3.69
95AA07,555,33,1,88,5,17,102,73,37,16,21,15,2,20,26,29,14,34,22,5.95,0.18,15.86,0.90,3.06,18.38,13.15,6.67,2.88,3.78,2.70,0.36,3.60,4.68,5.23,2.52,6.13,3.96
95AA08,335,1,0,88,1,4,26,67,46,17,1,1,2,11,11,20,4,23,12,0.30,0,26.27,0.30,1.19,7.76,20.00,13.73,5.07,0.30,0.30,0.60,3.28,3.28,5.97,1.19,6.87,3.58
95AA09,454,2,0,80,4,5,45,93,42,36,9,9,4,12,26,27,12,33,15,0.44,0,17.62,0.88,1.10,9.91,20.48,9.25,7.93,1.98,1.98,0.88,2.64,5.73,5.95,2.64,7.27,3.30
95AA10,401,3,1,66,3,4,39,75,40,31,13,6,3,7,20,32,13,32,13,0.75,0.25,16.46,0.75,1.00,9.73,18.70,9.98,7.73,3.24,1.50,0.75,1.75,4.99,7.98,3.24,7.98,3.24
95AA11,1459,7,3,219,12,19,151,250,146,82,57,23,9,38,57,204,60,88,34,0.48,0.21,15.01,0.82,1.30,10.35,17.14,10.01,5.62,3.91,1.58,0.62,2.60,3.91,13.98,4.11,6.03,2.33
95AA12,794,65,2,80,12,8,109,132,51,26,28,26,5,47,39,66,34,32,32,8.19,0.25,10.08,1.51,1.01,13.73,16.62,6.42,3.27,3.53,3.27,0.63,5.92,4.91,8.31,4.28,4.03,4.03
95AA13,791,19,1,118,4,11,164,102,61,33,26,18,4,39,22,57,44,55,13,2.40,0.13,14.92,0.51,1.39,20.73,12.90,7.71,4.17,3.29,2.28,0.51,4.93,2.78,7.21,5.56,6.95,1.64
95AA14,593,34,1,84,7,5,100,106,34,19,17,15,6,29,26,41,21,30,18,5.73,0.17,14.17,1.18,0.84,16.86,17.88,5.73,3.20,2.87,2.53,1.01,4.89,4.38,6.91,3.54,5.06,3.04
95AA15,1057,5,2,179,3,12,111,190,121,55,37,15,0,30,57,75,26,111,28,0.47,0.19,16.93,0.28,1.14,10.50,17.98,11.45,5.20,3.50,1.42,0,2.84,5.39,7.10,2.46,10.50,2.65
95AA16,431,2,1,86,0,7,49,93,49,28,9,6,1,11,31,22,2,23,11,0.46,0.23,19.95,0,1.62,11.37,21.58,11.37,6.50,2.09,1.39,0.23,2.55,7.19,5.10,0.46,5.34,2.55
95AA17,509,3,1,72,3,12,58,90,78,30,11,8,3,16,30,29,13,34,18,0.59,0.20,14.15,0.59,2.36,11.39,17.68,15.32,5.89,2.16,1.57,0.59,3.14,5.89,5.70,2.55,6.68,3.54
95AA18,596,24,0,60,3,9,49,109,48,31,32,28,9,41,28,47,29,30,19,4.03,0,10.07,0.50,1.51,8.22,18.29,8.05,5.20,5.37,4.70,1.51,6.88,4.70,7.89,4.87,5.03,3.19
95AA19,632,45,3,96,1,7,216,86,31,16,10,2,3,21,4,30,16,30,15,7.12,0.47,15.19,0.16,1.11,34.18,13.61,4.91,2.53,1.58,0.32,0.47,3.32,0.63,4.75,2.53,4.75,2.37
95BB01,955,29,8,131,9,5,132,156,69,37,40,21,9,38,59,104,30,43,35,3.04,0.84,13.72,0.94,0.52,13.82,16.34,7.23,3.87,4.19,2.20,0.94,3.98,6.18,10.89,3.14,4.50,3.66
95BB02,482,14,2,68,1,8,57,99,33,21,9,19,4,15,36,49,18,21,8,2.90,0.41,14.11,0.21,1.66,11.83,20.54,6.85,4.36,1.87,3.94,0.83,3.11,7.47,10.17,3.73,4.36,1.66
95BB03,881,63,4,117,4,3,137,155,49,40,9,12,6,37,57,102,25,26,35,7.15,0.45,13.28,0.45,0.34,15.55,17.59,5.56,4.54,1.02,1.36,0.68,4.20,6.47,11.58,2.84,2.95,3.97
95BB04,693,10,1,90,6,2,72,122,36,24,22,25,10,43,39,86,45,30,30,1.44,0.14,12.99,0.87,0.29,10.39,17.60,5.19,3.46,3.17,3.61,1.44,6.20,5.63,12.41,6.49,4.33,4.33
95BB05,867,90,6,109,4,12,122,132,67,31,27,21,6,39,54,69,26,23,29,10.38,0.69,12.57,0.46,1.38,14.07,15.22,7.73,3.58,3.11,2.42,0.69,4.50,6.23,7.96,3.00,2.65,3.34
95BB06,590,8,1,90,3,13,45,107,51,39,18,16,6,12,36,73,18,30,24,1.36,0.17,15.25,0.51,2.20,7.63,18.14,8.64,6.61,3.05,2.71,1.02,2.03,6.10,12.37,3.05,5.08,4.07
95BB07,637,18,1,96,2,2,86,112,34,31,17,22,6,18,46,71,22,29,24,2.83,0.16,15.07,0.31,0.31,13.50,17.58,5.34,4.87,2.67,3.45,0.94,2.83,7.22,11.15,3.45,4.55,3.77
95BB08,603,22,2,91,4,7,100,102,54,17,12,14,1,23,40,58,18,23,15,3.65,0.33,15.09,0.66,1.16,16.58,16.92,8.96,2.82,1.99,2.32,0.17,3.81,6.63,9.62,2.99,3.81,2.49
95BB09,789,18,4,92,10,4,79,137,31,29,38,24,5,37,63,108,35,41,34,2.28,0.51,11.66,1.27,0.51,10.01,17.36,3.93,3.68,4.82,3.04,0.63,4.69,7.98,13.69,4.44,5.20,4.31
95BB10,760,28,0,72,9,9,79,118,34,39,25,33,10,56,49,76,46,42,35,3.68,0,9.47,1.18,1.18,10.39,15.53,4.47,5.13,3.29,4.34,1.32,7.37,6.45,10.00,6.05,5.53,4.61
95BB11,603,8,1,70,4,7,73,120,45,27,19,10,3,15,47,72,18,35,29,1.33,0.17,11.61,0.66,1.16,12.11,19.90,7.46,4.48,3.15,1.66,0.50,2.49,7.79,11.94,2.99,5.80,4.81
95BB12,561,7,1,62,4,6,74,87,26,36,25,23,9,32,36,68,20,28,17,1.25,0.18,11.05,0.71,1.07,13.19,15.51,4.63,6.42,4.46,4.10,1.60,5.70,6.42,12.12,3.57,4.99,3.03
95BB13,1041,12,1,141,6,17,115,183,72,53,29,30,8,35,65,147,41,41,45,1.15,0.10,13.54,0.58,1.63,11.05,17.58,6.92,5.09,2.79,2.88,0.77,3.36,6.24,14.12,3.94,3.94,4.32
95BB14,800,57,7,90,2,8,98,118,25,37,36,27,7,73,38,84,30,30,33,7.13,0.88,11.25,0.25,1.00,12.25,14.75,3.13,4.63,4.50,3.38,0.88,9.13,4.75,10.50,3.75,3.75,4.13
95BB15,819,73,5,60,7,4,235,104,36,35,10,17,5,27,32,77,31,30,31,8.91,0.61,7.33,0.85,0.49,28.69,12.70,4.40,4.27,1.22,2.08,0.61,3.30,3.91,9.40,3.79,3.66,3.79
95BB16,866,45,4,83,4,12,117,137,36,19,35,35,5,58,70,87,33,44,42,5.20,0.46,9.58,0.46,1.39,13.51,15.82,4.16,2.19,4.04,4.04,0.58,6.70,8.08,10.05,3.81,5.08,4.85
95BB17,844,28,2,113,5,12,109,176,61,40,25,28,7,20,78,76,16,26,22,3.32,0.24,13.39,0.59,1.42,12.91,20.85,7.23,4.74,2.96,3.32,0.83,2.37,9.24,9.00,1.90,3.08,2.61
95BB18,998,30,1,131,9,20,141,171,54,43,36,32,9,27,55,127,34,34,44,3.01,0.10,13.13,0.90,2.00,14.13,17.13,5.41,4.31,3.61,3.21,0.90,2.71,5.51,12.73,3.41,3.41,4.41
95BB19,1269,3,3,196,9,19,114,245,75,54,53,37,10,46,88,164,37,69,47,0.24,0.24,15.45,0.71,1.50,8.98,19.31,5.91,4.26,4.18,2.92,0.79,3.62,6.93,12.92,2.92,5.44,3.70
95BB20,696,48,0,47,2,8,213,75,37,30,16,15,4,28,34,58,30,24,27,6.90,0,6.75,0.29,1.15,30.60,10.78,5.32,4.31,2.30,2.16,0.57,4.02,4.89,8.33,4.31,3.45,3.88
95BB21,1050,112,3,111,12,9,155,139,60,50,37,19,4,40,50,119,35,45,50,10.67,0.29,10.57,1.14,0.86,14.76,13.24,5.71,4.76,3.52,1.81,0.38,3.81,4.76,11.33,3.33,4.29,4.76
95BB22,612,22,2,91,7,5,67,112,52,30,13,15,2,24,47,66,9,30,18,3.59,0.33,14.87,1.14,0.82,10.95,18.30,8.50,4.90,2.12,2.45,0.33,3.92,7.68,10.78,1.47,4.90,2.94
