GeographyCode,KS101NI0001,KS101NI0002,KS101NI0003,KS101NI0004,KS101NI0005,KS101NI0006,KS101NI0007,KS101NI0008,KS101NI0009
95AA01,4444,2272,2172,4290,154,51.13,48.87,96.53,3.47
95AA02,1734,860,874,1734,0,49.60,50.40,100.00,0
95AA03,1822,856,966,1822,0,46.98,53.02,100.00,0
95AA04,3013,1557,1456,3002,11,51.68,48.32,99.63,0.37
95AA05,2701,1352,1349,2654,47,50.06,49.94,98.26,1.74
95AA06,4647,2224,2423,4604,43,47.86,52.14,99.07,0.93
95AA07,2140,1070,1070,2119,21,50.00,50.00,99.02,0.98
95AA08,1698,830,868,1676,22,48.88,51.12,98.70,1.30
95AA09,2220,1036,1184,2143,77,46.67,53.33,96.53,3.47
95AA10,1953,948,1005,1953,0,48.54,51.46,100.00,0
95AA11,5364,2678,2686,5129,235,49.93,50.07,95.62,4.38
95AA12,2775,1401,1374,2775,0,50.49,49.51,100.00,0
95AA13,3307,1618,1689,3268,39,48.93,51.07,98.82,1.18
95AA14,2349,1150,1199,2302,47,48.96,51.04,98.00,2.00
95AA15,4186,2047,2139,4102,84,48.90,51.10,97.99,2.01
95AA16,1807,876,931,1807,0,48.48,51.52,100.00,0
95AA17,2142,1051,1091,2142,0,49.07,50.93,100.00,0
95AA18,2439,1175,1264,2373,66,48.18,51.82,97.29,2.71
95AA19,2687,1309,1378,2645,42,48.72,51.28,98.44,1.56
95BB01,3609,1783,1826,3609,0,49.40,50.60,100.00,0
95BB02,2347,1141,1206,2334,13,48.62,51.38,99.45,0.55
95BB03,4219,2065,2154,4217,2,48.95,51.05,99.95,0.05
95BB04,3048,1505,1543,3009,39,49.38,50.62,98.72,1.28
95BB05,3401,1682,1719,3401,0,49.46,50.54,100.00,0
95BB06,2870,1369,1501,2870,0,47.70,52.30,100.00,0
95BB07,2953,1396,1557,2896,57,47.27,52.73,98.07,1.93
95BB08,2625,1222,1403,2625,0,46.55,53.45,100.00,0
95BB09,2943,1448,1495,2909,34,49.20,50.80,98.84,1.16
95BB10,3327,1606,1721,3278,49,48.27,51.73,98.53,1.47
95BB11,2955,1433,1522,2903,52,48.49,51.51,98.24,1.76
95BB12,2776,1330,1446,2776,0,47.91,52.09,100.00,0
95BB13,4444,2157,2287,4438,6,48.54,51.46,99.86,0.14
95BB14,3116,1542,1574,3088,28,49.49,50.51,99.10,0.90
95BB15,3489,1736,1753,3489,0,49.76,50.24,100.00,0
95BB16,3136,1584,1552,3133,3,50.51,49.49,99.90,0.10
95BB17,3556,1697,1859,3535,21,47.72,52.28,99.41,0.59
95BB18,4279,2045,2234,4212,67,47.79,52.21,98.43,1.57
95BB19,4788,2378,2410,4725,63,49.67,50.33,98.68,1.32
95BB20,3413,1742,1671,3368,45,51.04,48.96,98.68,1.32
