GeographyCode,KS602NI0001,KS602NI0002,KS602NI0003,KS602NI0004,KS602NI0005,KS602NI0006,KS602NI0007,KS602NI0008,KS602NI0009,KS602NI0010,KS602NI0011,KS602NI0012,KS602NI0013,KS602NI0014,KS602NI0015,KS602NI0016,KS602NI0017,KS602NI0018,KS602NI0019,KS602NI0020,KS602NI0021,KS602NI0022,KS602NI0023,KS602NI0024,KS602NI0025,KS602NI0026,KS602NI0027,KS602NI0028,KS602NI0029,KS602NI0030,KS602NI0031
95AA01,1666,63,991,273,48,45,104,70,4,45,23,249,11,11,7,19,3.78,59.48,16.39,2.88,2.70,6.24,4.20,0.24,2.70,1.38,14.95,22.92,22.92,14.58,39.58
95AA02,658,25,341,45,43,17,93,18,5,59,12,64,7,10,4,24,3.80,51.82,6.84,6.53,2.58,14.13,2.74,0.76,8.97,1.82,9.73,16.28,23.26,9.30,55.81
95AA03,611,43,299,37,37,15,76,18,13,50,23,46,4,13,1,16,7.04,48.94,6.06,6.06,2.45,12.44,2.95,2.13,8.18,3.76,7.53,10.81,35.14,2.70,43.24
95AA04,1155,53,478,275,50,53,100,67,13,43,23,200,18,9,7,16,4.59,41.39,23.81,4.33,4.59,8.66,5.80,1.13,3.72,1.99,17.32,36.00,18.00,14.00,32.00
95AA05,959,29,419,187,52,26,107,47,10,50,32,138,20,14,8,21,3.02,43.69,19.50,5.42,2.71,11.16,4.90,1.04,5.21,3.34,14.39,38.46,26.92,15.38,40.38
95AA06,1493,63,731,183,82,73,115,96,19,102,29,187,20,11,10,35,4.22,48.96,12.26,5.49,4.89,7.70,6.43,1.27,6.83,1.94,12.53,24.39,13.41,12.20,42.68
95AA07,795,37,339,168,42,14,85,37,7,52,14,105,9,10,5,14,4.65,42.64,21.13,5.28,1.76,10.69,4.65,0.88,6.54,1.76,13.21,21.43,23.81,11.90,33.33
95AA08,603,42,255,30,63,14,80,23,8,71,17,60,16,14,3,27,6.97,42.29,4.98,10.45,2.32,13.27,3.81,1.33,11.77,2.82,9.95,25.40,22.22,4.76,42.86
95AA09,750,52,335,48,54,24,110,41,5,57,24,72,23,8,10,20,6.93,44.67,6.40,7.20,3.20,14.67,5.47,0.67,7.60,3.20,9.60,42.59,14.81,18.52,37.04
95AA10,694,42,278,58,51,28,122,23,6,65,21,80,17,9,4,28,6.05,40.06,8.36,7.35,4.03,17.58,3.31,0.86,9.37,3.03,11.53,33.33,17.65,7.84,54.90
95AA11,1908,104,1128,177,70,64,174,59,11,85,36,216,22,10,10,26,5.45,59.12,9.28,3.67,3.35,9.12,3.09,0.58,4.45,1.89,11.32,31.43,14.29,14.29,37.14
95AA12,1034,42,469,256,22,29,107,66,6,23,14,172,11,3,2,8,4.06,45.36,24.76,2.13,2.80,10.35,6.38,0.58,2.22,1.35,16.63,50.00,13.64,9.09,36.36
95AA13,1141,39,557,166,68,35,126,58,4,73,15,158,28,9,8,28,3.42,48.82,14.55,5.96,3.07,11.04,5.08,0.35,6.40,1.31,13.85,41.18,13.24,11.76,41.18
95AA14,823,33,357,179,40,31,90,38,2,40,13,132,10,12,6,19,4.01,43.38,21.75,4.86,3.77,10.94,4.62,0.24,4.86,1.58,16.04,25.00,30.00,15.00,47.50
95AA15,1462,80,832,108,83,50,113,49,9,113,25,144,22,14,7,30,5.47,56.91,7.39,5.68,3.42,7.73,3.35,0.62,7.73,1.71,9.85,26.51,16.87,8.43,36.14
95AA16,649,32,344,36,46,19,72,21,5,55,19,46,16,10,3,21,4.93,53.00,5.55,7.09,2.93,11.09,3.24,0.77,8.47,2.93,7.09,34.78,21.74,6.52,45.65
95AA17,777,46,383,63,55,23,84,41,8,56,18,65,21,10,8,21,5.92,49.29,8.11,7.08,2.96,10.81,5.28,1.03,7.21,2.32,8.37,38.18,18.18,14.55,38.18
95AA18,885,35,370,161,25,32,162,41,3,37,19,168,8,5,4,8,3.95,41.81,18.19,2.82,3.62,18.31,4.63,0.34,4.18,2.15,18.98,32.00,20.00,16.00,32.00
95AA19,936,32,365,218,52,19,67,61,11,80,31,106,22,7,11,19,3.42,39.00,23.29,5.56,2.03,7.16,6.52,1.18,8.55,3.31,11.32,42.31,13.46,21.15,36.54
95BB01,1310,56,643,224,62,35,150,80,7,36,17,196,24,10,10,22,4.27,49.08,17.10,4.73,2.67,11.45,6.11,0.53,2.75,1.30,14.96,38.71,16.13,16.13,35.48
95BB02,864,35,328,98,69,23,138,32,12,95,34,107,17,13,10,45,4.05,37.96,11.34,7.99,2.66,15.97,3.70,1.39,11.00,3.94,12.38,24.64,18.84,14.49,65.22
95BB03,1504,56,591,215,98,27,287,70,15,113,32,194,31,23,12,43,3.72,39.30,14.30,6.52,1.80,19.08,4.65,1.00,7.51,2.13,12.90,31.63,23.47,12.24,43.88
95BB04,1120,57,462,159,63,19,231,54,2,58,15,178,17,13,8,25,5.09,41.25,14.20,5.63,1.70,20.63,4.82,0.18,5.18,1.34,15.89,26.98,20.63,12.70,39.68
95BB05,1263,53,488,312,53,16,186,53,11,68,23,199,16,10,2,25,4.20,38.64,24.70,4.20,1.27,14.73,4.20,0.87,5.38,1.82,15.76,30.19,18.87,3.77,47.17
95BB06,1077,49,444,76,107,28,165,43,13,110,42,119,47,20,14,45,4.55,41.23,7.06,9.94,2.60,15.32,3.99,1.21,10.21,3.90,11.05,43.93,18.69,13.08,42.06
95BB07,1033,48,445,123,65,30,186,46,12,60,18,140,20,16,6,25,4.65,43.08,11.91,6.29,2.90,18.01,4.45,1.16,5.81,1.74,13.55,30.77,24.62,9.23,38.46
95BB08,916,38,460,95,59,16,135,31,6,60,16,102,19,14,8,20,4.15,50.22,10.37,6.44,1.75,14.74,3.38,0.66,6.55,1.75,11.14,32.20,23.73,13.56,33.90
95BB09,1146,61,542,156,44,33,206,50,6,35,13,182,14,9,3,21,5.32,47.29,13.61,3.84,2.88,17.98,4.36,0.52,3.05,1.13,15.88,31.82,20.45,6.82,47.73
95BB10,1200,65,451,223,63,23,239,55,8,56,17,217,14,20,2,32,5.42,37.58,18.58,5.25,1.92,19.92,4.58,0.67,4.67,1.42,18.08,22.22,31.75,3.17,50.79
95BB11,1032,57,421,103,66,25,204,57,9,67,23,124,19,22,5,31,5.52,40.79,9.98,6.40,2.42,19.77,5.52,0.87,6.49,2.23,12.02,28.79,33.33,7.58,46.97
95BB12,939,66,382,97,64,22,168,43,10,65,22,145,25,12,6,35,7.03,40.68,10.33,6.82,2.34,17.89,4.58,1.06,6.92,2.34,15.44,39.06,18.75,9.38,54.69
95BB13,1585,87,731,186,79,57,233,82,9,95,26,203,23,22,12,31,5.49,46.12,11.74,4.98,3.60,14.70,5.17,0.57,5.99,1.64,12.81,29.11,27.85,15.19,39.24
95BB14,1139,44,459,276,35,28,167,74,2,29,25,185,11,9,2,16,3.86,40.30,24.23,3.07,2.46,14.66,6.50,0.18,2.55,2.19,16.24,31.43,25.71,5.71,45.71
95BB15,1251,44,459,294,77,35,161,65,13,76,27,159,18,14,8,43,3.52,36.69,23.50,6.16,2.80,12.87,5.20,1.04,6.08,2.16,12.71,23.38,18.18,10.39,55.84
95BB16,1199,49,523,266,31,33,171,67,2,36,21,213,11,6,5,11,4.09,43.62,22.19,2.59,2.75,14.26,5.59,0.17,3.00,1.75,17.76,35.48,19.35,16.13,35.48
95BB17,1196,58,578,186,64,33,141,51,7,61,17,144,24,11,9,26,4.85,48.33,15.55,5.35,2.76,11.79,4.26,0.59,5.10,1.42,12.04,37.50,17.19,14.06,40.63
95BB18,1451,48,680,253,59,21,195,57,15,90,33,208,18,12,9,25,3.31,46.86,17.44,4.07,1.45,13.44,3.93,1.03,6.20,2.27,14.33,30.51,20.34,15.25,42.37
