GeographyCode,KS105NI0001,KS105NI0002,KS105NI0003,KS105NI0004,KS105NI0005,KS105NI0006,KS105NI0007,KS105NI0008,KS105NI0009,KS105NI0010,KS105NI0011,KS105NI0012,KS105NI0013,KS105NI0014,KS105NI0015,KS105NI0016,KS105NI0017,KS105NI0018,KS105NI0019,KS105NI0020,KS105NI0021,KS105NI0022,KS105NI0023,KS105NI0024,KS105NI0025,KS105NI0026,KS105NI0027,KS105NI0028,KS105NI0029,KS105NI0030,KS105NI0031
95AA01,1522,94,202,71,257,514,104,44,26,4,61,54,40,3,1,47,6.18,13.27,4.66,16.89,33.77,6.83,2.89,1.71,0.26,4.01,3.55,2.63,0.20,0.07,3.09
95AA02,839,155,191,53,93,81,62,34,22,3,60,42,16,0,1,26,18.47,22.77,6.32,11.08,9.65,7.39,4.05,2.62,0.36,7.15,5.01,1.91,0,0.12,3.10
95AA03,845,123,200,54,69,98,42,31,26,1,103,55,15,0,1,27,14.56,23.67,6.39,8.17,11.60,4.97,3.67,3.08,0.12,12.19,6.51,1.78,0,0.12,3.20
95AA04,1014,73,98,77,141,287,129,18,25,4,31,40,47,1,4,39,7.20,9.66,7.59,13.91,28.30,12.72,1.78,2.47,0.39,3.06,3.94,4.64,0.10,0.39,3.85
95AA05,920,88,104,69,91,252,125,17,20,7,57,37,28,0,4,21,9.57,11.30,7.50,9.89,27.39,13.59,1.85,2.17,0.76,6.20,4.02,3.04,0,0.43,2.28
95AA06,1570,159,197,73,142,468,122,36,47,4,177,52,57,0,3,33,10.13,12.55,4.65,9.04,29.81,7.77,2.29,2.99,0.25,11.27,3.31,3.63,0,0.19,2.10
95AA07,820,73,128,69,108,159,89,24,25,2,56,37,24,0,7,19,8.90,15.61,8.41,13.17,19.39,10.85,2.93,3.05,0.24,6.83,4.51,2.93,0,0.85,2.32
95AA08,699,67,148,48,50,75,64,18,28,5,100,48,21,0,2,25,9.59,21.17,6.87,7.15,10.73,9.16,2.58,4.01,0.72,14.31,6.87,3.00,0,0.29,3.58
95AA09,943,87,220,58,96,112,71,29,31,8,131,45,23,0,3,29,9.23,23.33,6.15,10.18,11.88,7.53,3.08,3.29,0.85,13.89,4.77,2.44,0,0.32,3.08
95AA10,792,64,135,69,94,113,69,17,25,5,94,56,28,0,3,20,8.08,17.05,8.71,11.87,14.27,8.71,2.15,3.16,0.63,11.87,7.07,3.54,0,0.38,2.53
95AA11,1993,159,328,116,263,511,122,84,66,8,128,61,64,1,4,78,7.98,16.46,5.82,13.20,25.64,6.12,4.21,3.31,0.40,6.42,3.06,3.21,0.05,0.20,3.91
95AA12,971,92,88,65,154,322,92,24,14,3,33,26,27,0,5,26,9.47,9.06,6.69,15.86,33.16,9.47,2.47,1.44,0.31,3.40,2.68,2.78,0,0.51,2.68
95AA13,1239,125,201,72,129,271,103,31,51,5,118,56,30,0,4,43,10.09,16.22,5.81,10.41,21.87,8.31,2.50,4.12,0.40,9.52,4.52,2.42,0,0.32,3.47
95AA14,779,80,50,58,135,217,102,10,7,2,30,35,25,0,7,21,10.27,6.42,7.45,17.33,27.86,13.09,1.28,0.90,0.26,3.85,4.49,3.21,0,0.90,2.70
95AA15,1595,78,317,50,193,344,97,76,69,4,193,65,45,0,1,63,4.89,19.87,3.13,12.10,21.57,6.08,4.76,4.33,0.25,12.10,4.08,2.82,0,0.06,3.95
95AA16,832,91,227,58,72,111,41,30,29,3,77,44,14,0,1,34,10.94,27.28,6.97,8.65,13.34,4.93,3.61,3.49,0.36,9.25,5.29,1.68,0,0.12,4.09
95AA17,855,71,166,44,96,131,83,21,36,5,106,49,27,1,0,19,8.30,19.42,5.15,11.23,15.32,9.71,2.46,4.21,0.58,12.40,5.73,3.16,0.12,0,2.22
95AA18,1004,121,136,145,174,166,86,33,18,1,42,28,19,2,3,30,12.05,13.55,14.44,17.33,16.53,8.57,3.29,1.79,0.10,4.18,2.79,1.89,0.20,0.30,2.99
95AA19,832,66,91,40,60,271,96,9,8,0,70,58,35,0,6,22,7.93,10.94,4.81,7.21,32.57,11.54,1.08,0.96,0,8.41,6.97,4.21,0,0.72,2.64
95BB01,1307,107,163,98,176,367,138,28,27,14,78,42,26,0,3,40,8.19,12.47,7.50,13.47,28.08,10.56,2.14,2.07,1.07,5.97,3.21,1.99,0,0.23,3.06
95BB02,1126,202,236,108,108,123,59,33,23,2,85,79,15,0,6,47,17.94,20.96,9.59,9.59,10.92,5.24,2.93,2.04,0.18,7.55,7.02,1.33,0,0.53,4.17
95BB03,1776,251,226,188,247,327,119,77,50,5,121,64,32,0,7,62,14.13,12.73,10.59,13.91,18.41,6.70,4.34,2.82,0.28,6.81,3.60,1.80,0,0.39,3.49
95BB04,1307,176,173,187,213,201,129,27,20,6,60,51,24,0,7,33,13.47,13.24,14.31,16.30,15.38,9.87,2.07,1.53,0.46,4.59,3.90,1.84,0,0.54,2.52
95BB05,1318,134,148,134,228,279,142,36,29,6,65,45,29,0,6,37,10.17,11.23,10.17,17.30,21.17,10.77,2.73,2.20,0.46,4.93,3.41,2.20,0,0.46,2.81
95BB06,1518,296,384,92,151,105,68,73,26,6,141,78,23,0,9,66,19.50,25.30,6.06,9.95,6.92,4.48,4.81,1.71,0.40,9.29,5.14,1.52,0,0.59,4.35
95BB07,1315,210,221,121,163,184,82,57,41,7,120,70,13,0,1,25,15.97,16.81,9.20,12.40,13.99,6.24,4.33,3.12,0.53,9.13,5.32,0.99,0,0.08,1.90
95BB08,1068,130,149,78,152,220,109,29,22,3,70,53,22,0,6,25,12.17,13.95,7.30,14.23,20.60,10.21,2.72,2.06,0.28,6.55,4.96,2.06,0,0.56,2.34
95BB09,1253,141,199,118,220,231,114,46,18,4,55,55,18,0,2,32,11.25,15.88,9.42,17.56,18.44,9.10,3.67,1.44,0.32,4.39,4.39,1.44,0,0.16,2.55
95BB10,1509,247,268,181,228,217,104,46,26,5,82,42,22,0,7,34,16.37,17.76,11.99,15.11,14.38,6.89,3.05,1.72,0.33,5.43,2.78,1.46,0,0.46,2.25
95BB11,1338,235,242,144,149,189,97,29,25,5,111,73,13,0,9,17,17.56,18.09,10.76,11.14,14.13,7.25,2.17,1.87,0.37,8.30,5.46,0.97,0,0.67,1.27
95BB12,1130,125,166,107,126,188,89,36,38,7,127,61,29,0,6,25,11.06,14.69,9.47,11.15,16.64,7.88,3.19,3.36,0.62,11.24,5.40,2.57,0,0.53,2.21
95BB13,1687,110,213,139,252,409,150,62,39,11,176,60,31,0,3,32,6.52,12.63,8.24,14.94,24.24,8.89,3.68,2.31,0.65,10.43,3.56,1.84,0,0.18,1.90
95BB14,1172,131,128,127,180,270,131,37,24,1,48,38,24,0,5,28,11.18,10.92,10.84,15.36,23.04,11.18,3.16,2.05,0.09,4.10,3.24,2.05,0,0.43,2.39
95BB15,1287,128,173,89,163,315,107,34,34,4,97,67,27,0,9,40,9.95,13.44,6.92,12.67,24.48,8.31,2.64,2.64,0.31,7.54,5.21,2.10,0,0.70,3.11
95BB16,1176,111,114,137,208,299,129,15,18,6,33,40,23,0,7,36,9.44,9.69,11.65,17.69,25.43,10.97,1.28,1.53,0.51,2.81,3.40,1.96,0,0.60,3.06
95BB17,1399,115,220,79,203,296,98,48,48,2,152,64,37,0,2,35,8.22,15.73,5.65,14.51,21.16,7.01,3.43,3.43,0.14,10.86,4.57,2.64,0,0.14,2.50
95BB18,1638,146,226,141,243,382,124,58,46,10,113,53,40,0,8,48,8.91,13.80,8.61,14.84,23.32,7.57,3.54,2.81,0.61,6.90,3.24,2.44,0,0.49,2.93
95BB19,1724,116,185,93,292,502,182,48,42,6,118,66,38,0,2,34,6.73,10.73,5.39,16.94,29.12,10.56,2.78,2.44,0.35,6.84,3.83,2.20,0,0.12,1.97
95BB20,1290,158,211,88,135,282,132,27,25,3,85,68,30,0,9,37,12.25,16.36,6.82,10.47,21.86,10.23,2.09,1.94,0.23,6.59,5.27,2.33,0,0.70,2.87
95BB21,1821,197,243,148,278,440,137,53,36,5,126,56,49,0,1,52,10.82,13.34,8.13,15.27,24.16,7.52,2.91,1.98,0.27,6.92,3.08,2.69,0,0.05,2.86
95BB22,1194,68,252,52,121,222,73,45,43,4,195,62,24,0,2,31,5.70,21.11,4.36,10.13,18.59,6.11,3.77,3.60,0.34,16.33,5.19,2.01,0,0.17,2.60
95BB23,1161,106,130,135,214,241,150,19,20,1,49,51,27,1,2,15,9.13,11.20,11.63,18.43,20.76,12.92,1.64,1.72,0.09,4.22,4.39,2.33,0.09,0.17,1.29
95CC01,904,92,142,42,65,183,72,27,15,1,113,71,34,0,2,45,10.18,15.71,4.65,7.19,20.24,7.96,2.99,1.66,0.11,12.50,7.85,3.76,0,0.22,4.98
95CC02,875,83,88,54,88,254,128,17,24,1,35,43,25,0,12,23,9.49,10.06,6.17,10.06,29.03,14.63,1.94,2.74,0.11,4.00,4.91,2.86,0,1.37,2.63
95CC03,1127,145,222,31,66,146,69,36,38,0,188,63,57,0,8,58,12.87,19.70,2.75,5.86,12.95,6.12,3.19,3.37,0,16.68,5.59,5.06,0,0.71,5.15
95CC04,790,94,83,47,58,221,110,13,17,0,48,53,22,0,4,20,11.90,10.51,5.95,7.34,27.97,13.92,1.65,2.15,0,6.08,6.71,2.78,0,0.51,2.53
95CC05,954,114,113,58,95,268,89,19,10,0,59,58,26,0,11,34,11.95,11.84,6.08,9.96,28.09,9.33,1.99,1.05,0,6.18,6.08,2.73,0,1.15,3.56
95CC06,1096,123,178,83,137,236,100,35,19,1,91,47,24,0,2,20,11.22,16.24,7.57,12.50,21.53,9.12,3.19,1.73,0.09,8.30,4.29,2.19,0,0.18,1.82
95CC07,1108,99,128,45,94,338,122,16,22,2,103,51,44,0,4,40,8.94,11.55,4.06,8.48,30.51,11.01,1.44,1.99,0.18,9.30,4.60,3.97,0,0.36,3.61
95CC08,990,120,166,58,53,197,82,27,26,1,137,58,21,0,8,36,12.12,16.77,5.86,5.35,19.90,8.28,2.73,2.63,0.10,13.84,5.86,2.12,0,0.81,3.64
95CC09,1190,95,140,89,175,332,144,33,19,2,58,49,20,1,3,30,7.98,11.76,7.48,14.71,27.90,12.10,2.77,1.60,0.17,4.87,4.12,1.68,0.08,0.25,2.52
95CC10,901,80,106,92,110,214,115,16,19,1,33,50,23,0,6,36,8.88,11.76,10.21,12.21,23.75,12.76,1.78,2.11,0.11,3.66,5.55,2.55,0,0.67,4.00
95CC11,786,112,178,52,70,102,66,18,7,1,83,46,13,0,3,35,14.25,22.65,6.62,8.91,12.98,8.40,2.29,0.89,0.13,10.56,5.85,1.65,0,0.38,4.45
95CC12,890,76,99,63,83,284,120,9,11,0,53,39,24,0,4,25,8.54,11.12,7.08,9.33,31.91,13.48,1.01,1.24,0,5.96,4.38,2.70,0,0.45,2.81
95CC13,817,65,103,50,94,235,114,13,6,0,38,47,25,0,5,22,7.96,12.61,6.12,11.51,28.76,13.95,1.59,0.73,0,4.65,5.75,3.06,0,0.61,2.69
95CC14,1132,119,130,86,170,294,115,34,21,1,80,47,13,0,1,21,10.51,11.48,7.60,15.02,25.97,10.16,3.00,1.86,0.09,7.07,4.15,1.15,0,0.09,1.86
95CC15,1007,98,115,61,100,293,114,25,18,3,67,58,25,0,5,25,9.73,11.42,6.06,9.93,29.10,11.32,2.48,1.79,0.30,6.65,5.76,2.48,0,0.50,2.48
95CC16,1076,158,144,76,110,259,94,22,23,2,96,40,18,0,13,21,14.68,13.38,7.06,10.22,24.07,8.74,2.04,2.14,0.19,8.92,3.72,1.67,0,1.21,1.95
95CC17,897,78,100,54,87,277,122,12,16,1,46,44,28,0,2,30,8.70,11.15,6.02,9.70,30.88,13.60,1.34,1.78,0.11,5.13,4.91,3.12,0,0.22,3.34
95CC18,937,138,146,74,80,174,94,25,20,7,69,55,23,2,3,27,14.73,15.58,7.90,8.54,18.57,10.03,2.67,2.13,0.75,7.36,5.87,2.45,0.21,0.32,2.88
95CC19,981,124,118,59,123,272,98,10,15,3,57,43,21,0,2,36,12.64,12.03,6.01,12.54,27.73,9.99,1.02,1.53,0.31,5.81,4.38,2.14,0,0.20,3.67
95CC20,1127,114,161,68,160,283,112,30,33,2,70,40,26,0,1,27,10.12,14.29,6.03,14.20,25.11,9.94,2.66,2.93,0.18,6.21,3.55,2.31,0,0.09,2.40
95CC21,1167,119,188,91,168,241,98,36,29,3,89,55,18,0,3,29,10.20,16.11,7.80,14.40,20.65,8.40,3.08,2.49,0.26,7.63,4.71,1.54,0,0.26,2.49
95CC22,842,166,204,52,71,85,46,21,18,2,69,63,10,0,2,33,19.71,24.23,6.18,8.43,10.10,5.46,2.49,2.14,0.24,8.19,7.48,1.19,0,0.24,3.92
95DD01,836,111,85,129,141,147,82,13,19,3,29,30,14,0,3,30,13.28,10.17,15.43,16.87,17.58,9.81,1.56,2.27,0.36,3.47,3.59,1.67,0,0.36,3.59
95DD02,1490,147,198,90,206,382,133,45,40,5,102,77,30,0,3,32,9.87,13.29,6.04,13.83,25.64,8.93,3.02,2.68,0.34,6.85,5.17,2.01,0,0.20,2.15
95DD03,1389,142,163,145,200,304,98,53,28,3,110,53,26,1,5,58,10.22,11.74,10.44,14.40,21.89,7.06,3.82,2.02,0.22,7.92,3.82,1.87,0.07,0.36,4.18
95DD04,859,127,176,42,76,86,38,30,35,2,130,69,20,0,1,27,14.78,20.49,4.89,8.85,10.01,4.42,3.49,4.07,0.23,15.13,8.03,2.33,0,0.12,3.14
95DD05,685,51,123,27,75,92,57,19,28,4,123,50,16,0,1,19,7.45,17.96,3.94,10.95,13.43,8.32,2.77,4.09,0.58,17.96,7.30,2.34,0,0.15,2.77
95DD06,944,109,78,129,159,186,117,21,16,4,34,42,21,0,9,19,11.55,8.26,13.67,16.84,19.70,12.39,2.22,1.69,0.42,3.60,4.45,2.22,0,0.95,2.01
95DD07,1412,208,189,155,172,267,114,38,39,7,93,62,25,0,14,29,14.73,13.39,10.98,12.18,18.91,8.07,2.69,2.76,0.50,6.59,4.39,1.77,0,0.99,2.05
95DD08,1041,218,267,46,58,68,42,50,31,5,73,67,26,2,7,81,20.94,25.65,4.42,5.57,6.53,4.03,4.80,2.98,0.48,7.01,6.44,2.50,0.19,0.67,7.78
95DD09,929,78,86,87,152,254,114,11,6,2,36,43,15,0,11,34,8.40,9.26,9.36,16.36,27.34,12.27,1.18,0.65,0.22,3.88,4.63,1.61,0,1.18,3.66
95DD10,1180,195,166,87,139,193,123,27,29,4,93,65,22,0,2,35,16.53,14.07,7.37,11.78,16.36,10.42,2.29,2.46,0.34,7.88,5.51,1.86,0,0.17,2.97
95DD11,955,102,199,35,71,128,37,32,50,6,153,62,37,0,2,41,10.68,20.84,3.66,7.43,13.40,3.87,3.35,5.24,0.63,16.02,6.49,3.87,0,0.21,4.29
95DD12,890,82,81,83,131,262,111,8,10,1,33,36,24,0,4,24,9.21,9.10,9.33,14.72,29.44,12.47,0.90,1.12,0.11,3.71,4.04,2.70,0,0.45,2.70
95DD13,741,114,158,43,51,94,56,18,16,0,71,43,33,0,7,37,15.38,21.32,5.80,6.88,12.69,7.56,2.43,2.16,0,9.58,5.80,4.45,0,0.94,4.99
95DD14,1233,116,143,120,188,323,120,23,17,2,74,47,27,0,6,27,9.41,11.60,9.73,15.25,26.20,9.73,1.87,1.38,0.16,6.00,3.81,2.19,0,0.49,2.19
95DD15,1174,93,146,66,122,333,151,23,32,3,71,66,29,0,8,31,7.92,12.44,5.62,10.39,28.36,12.86,1.96,2.73,0.26,6.05,5.62,2.47,0,0.68,2.64
95DD16,1019,93,104,65,150,275,159,15,15,5,34,40,31,0,8,25,9.13,10.21,6.38,14.72,26.99,15.60,1.47,1.47,0.49,3.34,3.93,3.04,0,0.79,2.45
95DD17,1148,93,99,83,159,359,149,19,23,4,44,43,35,0,14,24,8.10,8.62,7.23,13.85,31.27,12.98,1.66,2.00,0.35,3.83,3.75,3.05,0,1.22,2.09
95DD18,873,118,193,85,109,87,67,33,14,2,59,57,13,1,3,32,13.52,22.11,9.74,12.49,9.97,7.67,3.78,1.60,0.23,6.76,6.53,1.49,0.11,0.34,3.67
95DD19,1275,123,174,102,181,304,120,32,24,4,98,53,23,0,3,34,9.65,13.65,8.00,14.20,23.84,9.41,2.51,1.88,0.31,7.69,4.16,1.80,0,0.24,2.67
95DD20,826,101,229,65,55,66,49,29,19,2,87,70,22,0,4,28,12.23,27.72,7.87,6.66,7.99,5.93,3.51,2.30,0.24,10.53,8.47,2.66,0,0.48,3.39
95DD21,891,108,134,76,114,127,64,27,26,4,96,44,24,0,3,44,12.12,15.04,8.53,12.79,14.25,7.18,3.03,2.92,0.45,10.77,4.94,2.69,0,0.34,4.94
95DD22,1156,146,163,76,138,280,128,21,12,1,62,55,34,0,8,32,12.63,14.10,6.57,11.94,24.22,11.07,1.82,1.04,0.09,5.36,4.76,2.94,0,0.69,2.77
95DD23,881,81,73,85,110,248,114,20,14,2,29,48,23,0,9,25,9.19,8.29,9.65,12.49,28.15,12.94,2.27,1.59,0.23,3.29,5.45,2.61,0,1.02,2.84
95DD24,990,93,105,75,114,228,107,26,21,4,85,60,28,0,2,42,9.39,10.61,7.58,11.52,23.03,10.81,2.63,2.12,0.40,8.59,6.06,2.83,0,0.20,4.24
95EE01,592,35,58,37,61,187,73,12,17,2,30,25,26,0,7,22,5.91,9.80,6.25,10.30,31.59,12.33,2.03,2.87,0.34,5.07,4.22,4.39,0,1.18,3.72
95EE02,790,71,115,35,117,182,83,24,27,3,38,53,19,0,2,21,8.99,14.56,4.43,14.81,23.04,10.51,3.04,3.42,0.38,4.81,6.71,2.41,0,0.25,2.66
95EE03,808,85,146,62,87,159,61,22,26,4,60,49,19,1,3,24,10.52,18.07,7.67,10.77,19.68,7.55,2.72,3.22,0.50,7.43,6.06,2.35,0.12,0.37,2.97
95EE04,736,75,93,55,89,158,80,28,16,3,44,36,24,0,5,30,10.19,12.64,7.47,12.09,21.47,10.87,3.80,2.17,0.41,5.98,4.89,3.26,0,0.68,4.08
95EE05,577,64,71,49,81,124,54,29,11,2,16,40,17,0,2,17,11.09,12.31,8.49,14.04,21.49,9.36,5.03,1.91,0.35,2.77,6.93,2.95,0,0.35,2.95
95EE06,692,72,51,35,42,245,84,14,17,3,41,21,32,0,10,25,10.40,7.37,5.06,6.07,35.40,12.14,2.02,2.46,0.43,5.92,3.03,4.62,0,1.45,3.61
95EE07,740,107,100,79,71,143,50,23,20,1,65,35,24,0,5,17,14.46,13.51,10.68,9.59,19.32,6.76,3.11,2.70,0.14,8.78,4.73,3.24,0,0.68,2.30
95EE08,711,94,130,69,95,104,69,21,10,1,43,38,14,0,2,21,13.22,18.28,9.70,13.36,14.63,9.70,2.95,1.41,0.14,6.05,5.34,1.97,0,0.28,2.95
95EE09,605,40,55,40,65,166,82,12,26,2,23,39,24,1,4,26,6.61,9.09,6.61,10.74,27.44,13.55,1.98,4.30,0.33,3.80,6.45,3.97,0.17,0.66,4.30
95EE10,598,48,68,34,59,155,70,23,14,4,21,26,39,0,11,26,8.03,11.37,5.69,9.87,25.92,11.71,3.85,2.34,0.67,3.51,4.35,6.52,0,1.84,4.35
95EE11,551,46,36,46,67,144,82,11,11,4,16,38,21,0,8,21,8.35,6.53,8.35,12.16,26.13,14.88,2.00,2.00,0.73,2.90,6.90,3.81,0,1.45,3.81
95EE12,1059,88,222,44,110,183,61,61,36,1,128,56,24,0,3,42,8.31,20.96,4.15,10.39,17.28,5.76,5.76,3.40,0.09,12.09,5.29,2.27,0,0.28,3.97
95EE13,718,155,142,71,56,95,53,18,14,1,34,39,8,0,5,27,21.59,19.78,9.89,7.80,13.23,7.38,2.51,1.95,0.14,4.74,5.43,1.11,0,0.70,3.76
95EE14,1016,99,114,81,133,264,72,35,35,4,66,59,18,0,5,31,9.74,11.22,7.97,13.09,25.98,7.09,3.44,3.44,0.39,6.50,5.81,1.77,0,0.49,3.05
95EE15,606,61,68,37,84,156,75,9,20,2,18,28,23,0,8,17,10.07,11.22,6.11,13.86,25.74,12.38,1.49,3.30,0.33,2.97,4.62,3.80,0,1.32,2.81
95EE16,709,52,80,45,90,211,84,16,19,1,26,30,30,0,6,19,7.33,11.28,6.35,12.69,29.76,11.85,2.26,2.68,0.14,3.67,4.23,4.23,0,0.85,2.68
95FF01,1740,119,216,122,225,506,156,75,45,2,152,50,25,0,3,44,6.84,12.41,7.01,12.93,29.08,8.97,4.31,2.59,0.11,8.74,2.87,1.44,0,0.17,2.53
95FF02,923,90,100,49,106,299,108,19,17,0,33,43,24,0,4,31,9.75,10.83,5.31,11.48,32.39,11.70,2.06,1.84,0,3.58,4.66,2.60,0,0.43,3.36
95FF03,1169,88,180,58,133,273,94,59,25,3,150,47,19,0,1,39,7.53,15.40,4.96,11.38,23.35,8.04,5.05,2.14,0.26,12.83,4.02,1.63,0,0.09,3.34
95FF04,862,77,59,62,113,274,111,14,14,3,24,44,23,0,9,35,8.93,6.84,7.19,13.11,31.79,12.88,1.62,1.62,0.35,2.78,5.10,2.67,0,1.04,4.06
95FF05,1119,145,222,93,122,187,74,32,29,6,101,51,20,0,11,26,12.96,19.84,8.31,10.90,16.71,6.61,2.86,2.59,0.54,9.03,4.56,1.79,0,0.98,2.32
95FF06,1540,123,231,99,225,445,83,56,38,0,107,52,28,0,11,42,7.99,15.00,6.43,14.61,28.90,5.39,3.64,2.47,0,6.95,3.38,1.82,0,0.71,2.73
95FF07,1154,111,252,54,93,191,68,33,35,2,173,81,26,0,3,32,9.62,21.84,4.68,8.06,16.55,5.89,2.86,3.03,0.17,14.99,7.02,2.25,0,0.26,2.77
