GeographyCode,KS206NI0001,KS206NI0002,KS206NI0003,KS206NI0004,KS206NI0005,KS206NI0006,KS206NI0007,KS206NI0008,KS206NI0009,KS206NI0010,KS206NI0011,KS206NI0012,KS206NI0013,KS206NI0014,KS206NI0015,KS206NI0016,KS206NI0017
95AA01,4444,534,3113,553,84,23,7,67,63,12.02,70.05,12.44,1.89,0.52,0.16,1.51,1.42
95AA02,1734,335,1175,134,19,7,1,55,8,19.32,67.76,7.73,1.10,0.40,0.06,3.17,0.46
95AA03,1822,502,1209,50,11,3,2,31,14,27.55,66.36,2.74,0.60,0.16,0.11,1.70,0.77
95AA04,3013,352,2238,327,64,11,5,8,8,11.68,74.28,10.85,2.12,0.37,0.17,0.27,0.27
95AA05,2701,519,1481,606,40,6,4,32,13,19.22,54.83,22.44,1.48,0.22,0.15,1.18,0.48
95AA06,4647,681,2130,1678,94,4,11,28,21,14.65,45.84,36.11,2.02,0.09,0.24,0.60,0.45
95AA07,2140,481,1473,98,37,5,0,42,4,22.48,68.83,4.58,1.73,0.23,0,1.96,0.19
95AA08,1698,495,943,160,20,3,1,68,8,29.15,55.54,9.42,1.18,0.18,0.06,4.00,0.47
95AA09,2220,459,1544,102,17,2,0,59,37,20.68,69.55,4.59,0.77,0.09,0,2.66,1.67
95AA10,1953,393,1302,178,22,2,0,48,8,20.12,66.67,9.11,1.13,0.10,0,2.46,0.41
95AA11,5364,726,3757,447,75,26,7,256,70,13.53,70.04,8.33,1.40,0.48,0.13,4.77,1.30
95AA12,2775,390,2239,88,43,4,0,7,4,14.05,80.68,3.17,1.55,0.14,0,0.25,0.14
95AA13,3307,561,1829,664,75,6,4,154,14,16.96,55.31,20.08,2.27,0.18,0.12,4.66,0.42
95AA14,2349,477,1514,289,51,0,2,6,10,20.31,64.45,12.30,2.17,0,0.09,0.26,0.43
95AA15,4186,684,2663,345,52,5,9,306,122,16.34,63.62,8.24,1.24,0.12,0.22,7.31,2.91
95AA16,1807,413,1191,49,18,1,0,121,14,22.86,65.91,2.71,1.00,0.06,0,6.70,0.77
95AA17,2142,426,1462,141,19,4,0,67,23,19.89,68.25,6.58,0.89,0.19,0,3.13,1.07
95AA18,2439,299,1883,120,80,11,0,24,22,12.26,77.20,4.92,3.28,0.45,0,0.98,0.90
95AA19,2687,740,986,848,55,0,11,23,24,27.54,36.70,31.56,2.05,0,0.41,0.86,0.89
95BB01,3609,516,2849,147,46,16,1,16,18,14.30,78.94,4.07,1.27,0.44,0.03,0.44,0.50
95BB02,2347,570,1594,93,41,3,0,38,8,24.29,67.92,3.96,1.75,0.13,0,1.62,0.34
95BB03,4219,796,3213,127,42,10,1,19,11,18.87,76.16,3.01,1.00,0.24,0.02,0.45,0.26
95BB04,3048,373,2469,92,73,11,0,23,7,12.24,81.00,3.02,2.40,0.36,0,0.75,0.23
95BB05,3401,543,2634,135,64,7,1,6,11,15.97,77.45,3.97,1.88,0.21,0.03,0.18,0.32
95BB06,2870,674,1953,114,36,4,3,51,35,23.48,68.05,3.97,1.25,0.14,0.10,1.78,1.22
95BB07,2953,522,2250,72,33,9,3,39,25,17.68,76.19,2.44,1.12,0.30,0.10,1.32,0.85
95BB08,2625,498,1986,63,18,3,1,39,17,18.97,75.66,2.40,0.69,0.11,0.04,1.49,0.65
95BB09,2943,376,2388,56,55,12,4,32,20,12.78,81.14,1.90,1.87,0.41,0.14,1.09,0.68
95BB10,3327,463,2552,116,102,17,0,18,59,13.92,76.71,3.49,3.07,0.51,0,0.54,1.77
95BB11,2955,579,2218,86,37,8,1,8,18,19.59,75.06,2.91,1.25,0.27,0.03,0.27,0.61
95BB12,2776,604,1968,109,47,4,0,26,18,21.76,70.89,3.93,1.69,0.14,0,0.94,0.65
95BB13,4444,645,3549,124,55,15,2,42,12,14.51,79.86,2.79,1.24,0.34,0.05,0.95,0.27
95BB14,3116,364,2491,125,70,17,2,34,13,11.68,79.94,4.01,2.25,0.55,0.06,1.09,0.42
95BB15,3489,758,2115,507,51,6,5,32,15,21.73,60.62,14.53,1.46,0.17,0.14,0.92,0.43
