GeographyCode,KS106NI0001,KS106NI0002,KS106NI0003,KS106NI0004,KS106NI0005,KS106NI0006,KS106NI0007,KS106NI0008,KS106NI0009,KS106NI0010,KS106NI0011,KS106NI0012,KS106NI0013
95AA01,1522,22,233,641,305,128,263,1.45,15.31,42.12,20.04,8.41,17.28
95AA02,839,21,308,179,69,63,328,2.50,36.71,21.33,8.22,7.51,39.09
95AA03,845,55,291,242,109,72,307,6.51,34.44,28.64,12.90,8.52,36.33
95AA04,1014,20,183,390,137,80,249,1.97,18.05,38.46,13.51,7.89,24.56
95AA05,920,34,216,357,152,92,251,3.70,23.48,38.80,16.52,10.00,27.28
95AA06,1570,86,353,749,295,205,402,5.48,22.48,47.71,18.79,13.06,25.61
95AA07,820,31,211,264,101,78,232,3.78,25.73,32.20,12.32,9.51,28.29
95AA08,699,57,218,224,102,71,262,8.15,31.19,32.05,14.59,10.16,37.48
95AA09,943,67,289,297,136,66,294,7.10,30.65,31.50,14.42,7.00,31.18
95AA10,792,55,271,260,104,74,285,6.94,34.22,32.83,13.13,9.34,35.98
95AA11,1993,58,408,769,341,150,454,2.91,20.47,38.59,17.11,7.53,22.78
95AA12,971,10,199,396,116,75,224,1.03,20.49,40.78,11.95,7.72,23.07
95AA13,1239,54,306,470,198,96,345,4.36,24.70,37.93,15.98,7.75,27.85
95AA14,779,20,178,279,99,64,212,2.57,22.85,35.82,12.71,8.22,27.21
95AA15,1595,91,288,651,344,136,329,5.71,18.06,40.82,21.57,8.53,20.63
95AA16,832,44,275,231,106,64,281,5.29,33.05,27.76,12.74,7.69,33.77
95AA17,855,62,223,300,125,72,253,7.25,26.08,35.09,14.62,8.42,29.59
95AA18,1004,17,324,245,87,52,242,1.69,32.27,24.40,8.67,5.18,24.10
95AA19,832,44,184,384,165,85,215,5.29,22.12,46.15,19.83,10.22,25.84
95BB01,1307,32,267,498,167,126,327,2.45,20.43,38.10,12.78,9.64,25.02
95BB02,1126,56,495,246,86,69,487,4.97,43.96,21.85,7.64,6.13,43.25
95BB03,1776,84,658,530,215,168,644,4.73,37.05,29.84,12.11,9.46,36.26
95BB04,1307,36,490,305,107,72,459,2.75,37.49,23.34,8.19,5.51,35.12
95BB05,1318,44,359,402,132,107,403,3.34,27.24,30.50,10.02,8.12,30.58
95BB06,1518,65,657,295,126,77,652,4.28,43.28,19.43,8.30,5.07,42.95
95BB07,1315,55,468,358,134,79,452,4.18,35.59,27.22,10.19,6.01,34.37
95BB08,1068,39,343,334,143,83,373,3.65,32.12,31.27,13.39,7.77,34.93
95BB09,1253,20,355,322,117,51,325,1.60,28.33,25.70,9.34,4.07,25.94
95BB10,1509,34,576,347,120,80,484,2.25,38.17,23.00,7.95,5.30,32.07
95BB11,1338,52,565,338,122,88,541,3.89,42.23,25.26,9.12,6.58,40.43
95BB12,1130,81,370,382,160,83,346,7.17,32.74,33.81,14.16,7.35,30.62
95BB13,1687,86,403,655,235,156,469,5.10,23.89,38.83,13.93,9.25,27.80
95BB14,1172,14,307,366,118,76,318,1.19,26.19,31.23,10.07,6.48,27.13
95BB15,1287,61,377,473,180,115,429,4.74,29.29,36.75,13.99,8.94,33.33
95BB16,1176,17,310,373,112,75,322,1.45,26.36,31.72,9.52,6.38,27.38
95BB17,1399,85,314,533,207,151,371,6.08,22.44,38.10,14.80,10.79,26.52
95BB18,1638,63,467,581,270,142,529,3.85,28.51,35.47,16.48,8.67,32.30
95BB19,1724,36,320,700,261,161,386,2.09,18.56,40.60,15.14,9.34,22.39
95BB20,1290,79,444,422,154,143,478,6.12,34.42,32.71,11.94,11.09,37.05
95BB21,1821,82,553,651,256,193,617,4.50,30.37,35.75,14.06,10.60,33.88
95BB22,1194,119,291,484,209,134,317,9.97,24.37,40.54,17.50,11.22,26.55
95BB23,1161,20,308,337,114,83,331,1.72,26.53,29.03,9.82,7.15,28.51
95CC01,904,75,262,345,133,97,282,8.30,28.98,38.16,14.71,10.73,31.19
95CC02,875,27,201,338,137,85,275,3.09,22.97,38.63,15.66,9.71,31.43
95CC03,1127,140,381,429,206,124,365,12.42,33.81,38.07,18.28,11.00,32.39
95CC04,790,32,205,308,124,85,244,4.05,25.95,38.99,15.70,10.76,30.89
95CC05,954,37,258,363,162,86,328,3.88,27.04,38.05,16.98,9.01,34.38
95CC06,1096,41,319,370,153,81,312,3.74,29.11,33.76,13.96,7.39,28.47
95CC07,1108,80,240,507,205,148,267,7.22,21.66,45.76,18.50,13.36,24.10
95CC08,990,95,327,381,167,93,349,9.60,33.03,38.48,16.87,9.39,35.25
95CC09,1190,23,236,429,176,89,271,1.93,19.83,36.05,14.79,7.48,22.77
95CC10,901,20,211,289,106,68,270,2.22,23.42,32.08,11.76,7.55,29.97
95CC11,786,59,318,205,88,60,289,7.51,40.46,26.08,11.20,7.63,36.77
95CC12,890,31,202,372,153,90,243,3.48,22.70,41.80,17.19,10.11,27.30
95CC13,817,21,182,304,120,86,264,2.57,22.28,37.21,14.69,10.53,32.31
95CC14,1132,47,267,408,191,116,318,4.15,23.59,36.04,16.87,10.25,28.09
95CC15,1007,32,258,403,149,99,323,3.18,25.62,40.02,14.80,9.83,32.08
95CC16,1076,71,328,396,148,125,350,6.60,30.48,36.80,13.75,11.62,32.53
95CC17,897,30,201,367,159,88,256,3.34,22.41,40.91,17.73,9.81,28.54
95CC18,937,31,307,286,109,59,307,3.31,32.76,30.52,11.63,6.30,32.76
95CC19,981,42,240,365,146,91,300,4.28,24.46,37.21,14.88,9.28,30.58
95CC20,1127,37,269,412,171,92,294,3.28,23.87,36.56,15.17,8.16,26.09
95CC21,1167,58,309,377,161,83,354,4.97,26.48,32.31,13.80,7.11,30.33
95CC22,842,33,343,182,72,41,312,3.92,40.74,21.62,8.55,4.87,37.05
95DD01,836,15,302,209,63,40,246,1.79,36.12,25.00,7.54,4.78,29.43
95DD02,1490,46,361,554,224,115,389,3.09,24.23,37.18,15.03,7.72,26.11
95DD03,1389,40,349,468,194,88,327,2.88,25.13,33.69,13.97,6.34,23.54
95DD04,859,90,320,271,107,81,312,10.48,37.25,31.55,12.46,9.43,36.32
95DD05,685,87,197,259,104,77,226,12.70,28.76,37.81,15.18,11.24,32.99
95DD06,944,19,294,257,67,68,277,2.01,31.14,27.22,7.10,7.20,29.34
95DD07,1412,37,484,424,180,90,463,2.62,34.28,30.03,12.75,6.37,32.79
95DD08,1041,46,429,198,85,43,427,4.42,41.21,19.02,8.17,4.13,41.02
95DD09,929,26,216,311,106,68,258,2.80,23.25,33.48,11.41,7.32,27.77
95DD10,1180,48,406,338,134,83,388,4.07,34.41,28.64,11.36,7.03,32.88
