ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS406NI0001","Count","HOUSEHOLDS","All households"
"KS406NI0002","Count","HOUSEHOLDS","Adapted accommodation: Wheelchair usage"
"KS406NI0003","Count","HOUSEHOLDS","Adapted accommodation: Other physical or mobility difficulties"
"KS406NI0004","Count","HOUSEHOLDS","Adapted accommodation: Visual difficulties"
"KS406NI0005","Count","HOUSEHOLDS","Adapted accommodation: Hearing difficulties"
"KS406NI0006","Count","HOUSEHOLDS","Adapted accommodation: Other"
"KS406NI0007","Count","HOUSEHOLDS","No adaptation to accommodation"
"KS406NI0008","Percentage","HOUSEHOLDS","Adapted accommodation: Wheelchair usage"
"KS406NI0009","Percentage","HOUSEHOLDS","Adapted accommodation: Other physical or mobility difficulties"
"KS406NI0010","Percentage","HOUSEHOLDS","Adapted accommodation: Visual difficulties"
"KS406NI0011","Percentage","HOUSEHOLDS","Adapted accommodation: Hearing difficulties"
"KS406NI0012","Percentage","HOUSEHOLDS","Adapted accommodation: Other"
"KS406NI0013","Percentage","HOUSEHOLDS","No adaptation to accommodation"
