ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS209NI0001","Count","PERSONS","All usual residents: Aged 3+ years"
"KS209NI0002","Count","PERSONS","Knowledge of Irish: Understand but cannot read, write or speak Irish: Aged 3+ years"
"KS209NI0003","Count","PERSONS","Knowledge of Irish: Speak but do not read or write Irish: Aged 3+ years"
"KS209NI0004","Count","PERSONS","Knowledge of Irish: Speak and read but do not write Irish: Aged 3+ years"
"KS209NI0005","Count","PERSONS","Knowledge of Irish: Speak, read, write and understand Irish: Aged 3+ years"
"KS209NI0006","Count","PERSONS","Knowledge of Irish: Other combination of skills: Aged 3+ years"
"KS209NI0007","Count","PERSONS","Knowledge of Irish: Some ability in Irish: Aged 3+ years"
"KS209NI0008","Count","PERSONS","Knowledge of Irish: No ability in Irish: Aged 3+ years"
"KS209NI0009","Percentage","PERSONS","Knowledge of Irish: Understand but cannot read, write or speak Irish: Aged 3+ years"
"KS209NI0010","Percentage","PERSONS","Knowledge of Irish: Speak but do not read or write Irish: Aged 3+ years"
"KS209NI0011","Percentage","PERSONS","Knowledge of Irish: Speak and read but do not write Irish: Aged 3+ years"
"KS209NI0012","Percentage","PERSONS","Knowledge of Irish: Speak, read, write and understand Irish: Aged 3+ years"
"KS209NI0013","Percentage","PERSONS","Knowledge of Irish: Other combination of skills: Aged 3+ years"
"KS209NI0014","Percentage","PERSONS","Knowledge of Irish: Some ability in Irish: Aged 3+ years"
"KS209NI0015","Percentage","PERSONS","Knowledge of Irish: No ability in Irish: Aged 3+ years"
