GeographyCode,KS103NI0001,KS103NI0002,KS103NI0003,KS103NI0004,KS103NI0005,KS103NI0006,KS103NI0007,KS103NI0008,KS103NI0009,KS103NI0010,KS103NI0011,KS103NI0012,KS103NI0013
95BB09,2507,664,1439,4,60,163,177,26.49,57.40,0.16,2.39,6.50,7.06
95BB10,2828,746,1527,0,108,199,248,26.38,54.00,0,3.82,7.04,8.77
95BB11,2480,702,1207,2,104,224,241,28.31,48.67,0.08,4.19,9.03,9.72
95BB12,2177,721,1088,0,77,166,125,33.12,49.98,0,3.54,7.63,5.74
95BB13,3448,997,1947,2,114,221,167,28.92,56.47,0.06,3.31,6.41,4.84
95BB14,2533,661,1501,6,44,131,190,26.10,59.26,0.24,1.74,5.17,7.50
95BB15,2699,853,1453,2,82,143,166,31.60,53.83,0.07,3.04,5.30,6.15
95BB16,2571,632,1644,2,44,94,155,24.58,63.94,0.08,1.71,3.66,6.03
95BB17,2711,793,1425,0,124,193,176,29.25,52.56,0,4.57,7.12,6.49
95BB18,3308,854,1867,2,140,210,235,25.82,56.44,0.06,4.23,6.35,7.10
95BB19,3719,991,2236,1,100,176,215,26.65,60.12,0.03,2.69,4.73,5.78
95BB20,2729,952,1344,0,92,125,216,34.88,49.25,0,3.37,4.58,7.91
95BB21,3671,976,2127,0,116,202,250,26.59,57.94,0,3.16,5.50,6.81
95BB22,2238,795,975,3,134,204,127,35.52,43.57,0.13,5.99,9.12,5.67
95BB23,2531,647,1555,6,52,104,167,25.56,61.44,0.24,2.05,4.11,6.60
95CC01,2046,826,817,1,102,121,179,40.37,39.93,0.05,4.99,5.91,8.75
95CC02,2140,789,1133,2,51,52,113,36.87,52.94,0.09,2.38,2.43,5.28
95CC03,2141,946,739,0,158,144,154,44.18,34.52,0,7.38,6.73,7.19
95CC04,1879,703,949,0,51,41,135,37.41,50.51,0,2.71,2.18,7.18
95CC05,2112,705,1124,2,72,64,145,33.38,53.22,0.09,3.41,3.03,6.87
95CC06,2186,689,1168,0,68,103,158,31.52,53.43,0,3.11,4.71,7.23
95CC07,2554,973,1316,0,68,75,122,38.10,51.53,0,2.66,2.94,4.78
95CC08,1988,819,846,0,88,84,151,41.20,42.56,0,4.43,4.23,7.60
95CC09,2630,797,1573,0,59,67,134,30.30,59.81,0,2.24,2.55,5.10
95CC10,2101,651,1155,0,41,83,171,30.99,54.97,0,1.95,3.95,8.14
95CC11,1482,579,618,0,75,79,131,39.07,41.70,0,5.06,5.33,8.84
95CC12,2119,689,1188,0,55,60,127,32.52,56.06,0,2.60,2.83,5.99
95CC13,1923,652,1071,3,44,54,99,33.91,55.69,0.16,2.29,2.81,5.15
95CC14,2328,630,1367,0,84,97,150,27.06,58.72,0,3.61,4.17,6.44
95CC15,2228,733,1216,0,60,68,151,32.90,54.58,0,2.69,3.05,6.78
95CC16,2155,687,1118,0,86,107,157,31.88,51.88,0,3.99,4.97,7.29
95CC17,2117,738,1163,0,50,56,110,34.86,54.94,0,2.36,2.65,5.20
95CC18,1899,620,909,4,71,122,173,32.65,47.87,0.21,3.74,6.42,9.11
95CC19,2070,637,1167,2,43,91,130,30.77,56.38,0.10,2.08,4.40,6.28
95CC20,2342,692,1300,2,65,130,153,29.55,55.51,0.09,2.78,5.55,6.53
95CC21,2289,683,1240,1,67,146,152,29.84,54.17,0.04,2.93,6.38,6.64
95CC22,1466,534,547,0,72,134,179,36.43,37.31,0,4.91,9.14,12.21
95DD01,1765,450,1051,0,44,79,141,25.50,59.55,0,2.49,4.48,7.99
95DD02,3041,868,1702,2,127,157,185,28.54,55.97,0.07,4.18,5.16,6.08
95DD03,2779,796,1567,3,105,134,174,28.64,56.39,0.11,3.78,4.82,6.26
95DD04,1512,580,518,1,112,160,141,38.36,34.26,0.07,7.41,10.58,9.33
95DD05,1330,535,532,0,76,120,67,40.23,40.00,0,5.71,9.02,5.04
95DD06,2216,566,1302,2,42,80,224,25.54,58.75,0.09,1.90,3.61,10.11
95DD07,2710,740,1511,3,108,137,211,27.31,55.76,0.11,3.99,5.06,7.79
95DD08,1842,821,525,1,97,200,198,44.57,28.50,0.05,5.27,10.86,10.75
95DD09,2059,551,1273,4,42,64,125,26.76,61.83,0.19,2.04,3.11,6.07
95DD10,2297,750,1136,0,94,128,189,32.65,49.46,0,4.09,5.57,8.23
95DD11,1718,742,603,1,102,176,94,43.19,35.10,0.06,5.94,10.24,5.47
95DD12,2069,576,1270,2,28,66,127,27.84,61.38,0.10,1.35,3.19,6.14
95DD13,1435,553,570,2,86,95,129,38.54,39.72,0.14,5.99,6.62,8.99
95DD14,2600,684,1575,0,84,111,146,26.31,60.58,0,3.23,4.27,5.62
95DD15,2606,890,1429,0,66,102,119,34.15,54.83,0,2.53,3.91,4.57
95DD16,2368,697,1403,2,55,84,127,29.43,59.25,0.08,2.32,3.55,5.36
95DD17,2658,816,1605,0,49,70,118,30.70,60.38,0,1.84,2.63,4.44
95DD18,1635,531,742,0,76,140,146,32.48,45.38,0,4.65,8.56,8.93
95DD19,2661,714,1503,1,112,144,187,26.83,56.48,0.04,4.21,5.41,7.03
95DD20,1442,559,500,2,87,179,115,38.77,34.67,0.14,6.03,12.41,7.98
95DD21,1744,626,830,2,70,90,126,35.89,47.59,0.11,4.01,5.16,7.22
95DD22,2519,821,1367,2,65,108,156,32.59,54.27,0.08,2.58,4.29,6.19
95DD23,2027,589,1187,0,33,81,137,29.06,58.56,0,1.63,4.00,6.76
95DD24,2152,717,1120,1,87,102,125,33.32,52.04,0.05,4.04,4.74,5.81
95EE01,1421,493,791,4,32,35,66,34.69,55.67,0.28,2.25,2.46,4.64
95EE02,1644,530,890,2,55,80,87,32.24,54.14,0.12,3.35,4.87,5.29
95EE03,1605,522,797,1,46,135,104,32.52,49.66,0.06,2.87,8.41,6.48
95EE04,1602,538,827,0,60,79,98,33.58,51.62,0,3.75,4.93,6.12
95EE05,1243,368,670,0,41,71,93,29.61,53.90,0,3.30,5.71,7.48
95EE06,1700,610,915,0,45,50,80,35.88,53.82,0,2.65,2.94,4.71
95EE07,1407,423,724,0,47,97,116,30.06,51.46,0,3.34,6.89,8.24
95EE08,1457,447,733,0,43,84,150,30.68,50.31,0,2.95,5.77,10.30
95EE09,1500,510,800,0,29,56,105,34.00,53.33,0,1.93,3.73,7.00
95EE10,1388,489,736,2,43,46,72,35.23,53.03,0.14,3.10,3.31,5.19
95EE11,1339,437,737,2,35,52,76,32.64,55.04,0.15,2.61,3.88,5.68
95EE12,1968,722,861,3,88,190,104,36.69,43.75,0.15,4.47,9.65,5.28
95EE13,1280,423,581,1,58,82,135,33.05,45.39,0.08,4.53,6.41,10.55
95EE14,2083,623,1158,1,70,112,119,29.91,55.59,0.05,3.36,5.38,5.71
95EE15,1357,430,772,0,29,46,80,31.69,56.89,0,2.14,3.39,5.90
95EE16,1614,476,931,0,48,72,87,29.49,57.68,0,2.97,4.46,5.39
95FF01,3660,1109,2123,3,110,158,157,30.30,58.01,0.08,3.01,4.32,4.29
95FF02,2105,656,1221,0,48,46,134,31.16,58.00,0,2.28,2.19,6.37
95FF03,2304,840,1145,0,83,128,108,36.46,49.70,0,3.60,5.56,4.69
95FF04,2038,612,1229,4,29,51,113,30.03,60.30,0.20,1.42,2.50,5.54
95FF05,2045,658,994,2,106,126,159,32.18,48.61,0.10,5.18,6.16,7.78
95FF06,3093,879,1796,2,92,153,171,28.42,58.07,0.06,2.97,4.95,5.53
95FF07,2091,780,868,0,106,208,129,37.30,41.51,0,5.07,9.95,6.17
95FF08,1941,616,943,0,66,128,188,31.74,48.58,0,3.40,6.59,9.69
95FF09,1935,636,976,0,85,119,119,32.87,50.44,0,4.39,6.15,6.15
95FF10,2625,805,1532,4,59,122,103,30.67,58.36,0.15,2.25,4.65,3.92
95FF11,2014,591,1213,3,35,55,117,29.34,60.23,0.15,1.74,2.73,5.81
95FF12,2184,750,1157,0,61,92,124,34.34,52.98,0,2.79,4.21,5.68
95FF13,2087,626,1195,1,50,98,117,30.00,57.26,0.05,2.40,4.70,5.61
95FF14,1917,483,1229,2,27,60,116,25.20,64.11,0.10,1.41,3.13,6.05
95FF15,2144,741,956,0,102,136,209,34.56,44.59,0,4.76,6.34,9.75
95FF16,1910,537,1056,0,64,101,152,28.12,55.29,0,3.35,5.29,7.96
95FF17,1434,535,566,4,83,114,132,37.31,39.47,0.28,5.79,7.95,9.21
95GG01,4151,1646,1582,0,241,193,489,39.65,38.11,0,5.81,4.65,11.78
95GG02,4454,2341,933,2,472,327,379,52.56,20.95,0.04,10.60,7.34,8.51
95GG03,4897,1756,2278,15,160,323,365,35.86,46.52,0.31,3.27,6.60,7.45
95GG04,3862,1877,959,5,326,360,335,48.60,24.83,0.13,8.44,9.32,8.67
95GG05,5043,3053,1289,12,188,284,217,60.54,25.56,0.24,3.73,5.63,4.30
95GG06,4503,1767,1831,11,212,303,379,39.24,40.66,0.24,4.71,6.73,8.42
95GG07,4242,2114,1216,5,356,258,293,49.83,28.67,0.12,8.39,6.08,6.91
95GG08,3870,1619,1502,13,236,245,255,41.83,38.81,0.34,6.10,6.33,6.59
95GG09,5018,1659,2419,6,172,339,423,33.06,48.21,0.12,3.43,6.76,8.43
95GG10,3388,1898,805,4,175,287,219,56.02,23.76,0.12,5.17,8.47,6.46
95GG11,4544,2083,1531,12,202,385,331,45.84,33.69,0.26,4.45,8.47,7.28
95GG12,8071,6544,851,12,195,311,158,81.08,10.54,0.15,2.42,3.85,1.96
95GG13,3820,1409,1615,6,177,274,339,36.88,42.28,0.16,4.63,7.17,8.87
95GG14,3890,1260,2126,2,114,136,252,32.39,54.65,0.05,2.93,3.50,6.48
95GG15,4901,1392,2521,5,117,312,554,28.40,51.44,0.10,2.39,6.37,11.30
95GG16,4343,1985,1541,20,257,255,285,45.71,35.48,0.46,5.92,5.87,6.56
95GG17,4048,1694,1542,6,268,235,303,41.85,38.09,0.15,6.62,5.81,7.49
95GG18,3841,2090,823,3,363,284,278,54.41,21.43,0.08,9.45,7.39,7.24
95GG19,3619,1559,982,2,301,332,443,43.08,27.13,0.06,8.32,9.17,12.24
95GG20,3992,2004,1003,12,276,380,317,50.20,25.13,0.30,6.91,9.52,7.94
95GG21,4134,2296,785,1,417,289,346,55.54,18.99,0.02,10.09,6.99,8.37
95GG22,4400,1790,1688,3,292,203,424,40.68,38.36,0.07,6.64,4.61,9.64
95GG23,3766,1178,2046,4,96,131,311,31.28,54.33,0.11,2.55,3.48,8.26
95GG24,3756,1421,1584,5,139,224,383,37.83,42.17,0.13,3.70,5.96,10.20
95GG25,4483,1998,1507,2,275,272,429,44.57,33.62,0.04,6.13,6.07,9.57
95GG26,2990,1183,1047,2,233,225,300,39.57,35.02,0.07,7.79,7.53,10.03
95GG27,5057,2284,1643,4,426,330,370,45.17,32.49,0.08,8.42,6.53,7.32
95GG28,4393,1627,1935,6,242,285,298,37.04,44.05,0.14,5.51,6.49,6.78
95GG29,3992,1842,1246,6,225,383,290,46.14,31.21,0.15,5.64,9.59,7.26
95GG30,3947,1132,2116,0,137,239,323,28.68,53.61,0,3.47,6.06,8.18
95GG31,5115,2125,2116,1,297,243,333,41.54,41.37,0.02,5.81,4.75,6.51
95GG32,4915,2007,1959,3,321,286,339,40.83,39.86,0.06,6.53,5.82,6.90
95GG33,4534,1683,2332,4,82,141,292,37.12,51.43,0.09,1.81,3.11,6.44
95GG34,4057,1511,1894,5,140,214,293,37.24,46.68,0.12,3.45,5.27,7.22
95GG35,3931,2032,849,3,382,305,360,51.69,21.60,0.08,9.72,7.76,9.16
95GG36,4625,1559,2299,14,123,236,394,33.71,49.71,0.30,2.66,5.10,8.52
95GG37,5118,2459,1981,11,114,233,320,48.05,38.71,0.21,2.23,4.55,6.25
95GG38,5511,2563,2094,8,166,258,422,46.51,38.00,0.15,3.01,4.68,7.66
95GG39,6134,3541,1311,5,383,482,412,57.73,21.37,0.08,6.24,7.86,6.72
95GG40,3020,1357,768,3,254,305,333,44.93,25.43,0.10,8.41,10.10,11.03
95GG41,4523,1184,2623,16,105,176,419,26.18,57.99,0.35,2.32,3.89,9.26
95GG42,7120,4435,2196,9,85,155,240,62.29,30.84,0.13,1.19,2.18,3.37
95GG43,4087,1613,1600,8,202,281,383,39.47,39.15,0.20,4.94,6.88,9.37
95GG44,4484,2381,1064,14,273,485,267,53.10,23.73,0.31,6.09,10.82,5.95
95GG45,3956,1429,1791,0,168,226,342,36.12,45.27,0,4.25,5.71,8.65
95GG46,4092,1970,1120,0,427,239,336,48.14,27.37,0,10.43,5.84,8.21
95GG47,4629,2435,1081,8,375,368,362,52.60,23.35,0.17,8.10,7.95,7.82
95GG48,4142,2239,920,2,446,223,312,54.06,22.21,0.05,10.77,5.38,7.53
95GG49,7475,5756,1169,15,109,194,232,77.00,15.64,0.20,1.46,2.60,3.10
95GG50,4477,2389,1135,7,230,380,336,53.36,25.35,0.16,5.14,8.49,7.51
95GG51,3319,1399,994,5,256,319,346,42.15,29.95,0.15,7.71,9.61,10.42
95HH01,1711,485,858,2,54,128,184,28.35,50.15,0.12,3.16,7.48,10.75
95HH02,2293,588,1447,1,72,94,91,25.64,63.11,0.04,3.14,4.10,3.97
95HH03,1404,298,869,0,44,55,138,21.23,61.89,0,3.13,3.92,9.83
95HH04,2531,673,1542,4,80,109,123,26.59,60.92,0.16,3.16,4.31,4.86
95HH05,1630,615,659,0,114,133,109,37.73,40.43,0,6.99,8.16,6.69
95HH06,3611,1035,2150,0,127,164,135,28.66,59.54,0,3.52,4.54,3.74
95HH07,1234,479,453,0,87,98,117,38.82,36.71,0,7.05,7.94,9.48
95HH08,2169,684,1137,4,68,121,155,31.54,52.42,0.18,3.14,5.58,7.15
95HH09,2301,864,776,6,137,233,285,37.55,33.72,0.26,5.95,10.13,12.39
95HH10,1923,464,1182,2,62,110,103,24.13,61.47,0.10,3.22,5.72,5.36
95HH11,1143,384,425,5,76,114,139,33.60,37.18,0.44,6.65,9.97,12.16
95HH12,1252,364,678,3,59,68,80,29.07,54.15,0.24,4.71,5.43,6.39
95HH13,1052,430,380,0,73,102,67,40.87,36.12,0,6.94,9.70,6.37
95HH14,1281,427,483,0,78,136,157,33.33,37.70,0,6.09,10.62,12.26
95HH15,2154,707,996,2,93,149,207,32.82,46.24,0.09,4.32,6.92,9.61
95HH16,1767,494,940,4,61,114,154,27.96,53.20,0.23,3.45,6.45,8.72
95HH17,1953,538,1157,0,57,110,91,27.55,59.24,0,2.92,5.63,4.66
95II01,2595,674,1562,0,47,121,191,25.97,60.19,0,1.81,4.66,7.36
95II02,3977,1380,1897,3,122,242,333,34.70,47.70,0.08,3.07,6.08,8.37
95II03,2752,861,1635,2,57,113,84,31.29,59.41,0.07,2.07,4.11,3.05
95II04,3366,1007,1825,10,155,180,189,29.92,54.22,0.30,4.60,5.35,5.61
95II05,2854,908,1465,2,81,133,265,31.81,51.33,0.07,2.84,4.66,9.29
95II06,2648,824,1496,1,81,121,125,31.12,56.50,0.04,3.06,4.57,4.72
95II07,1687,632,595,0,94,145,221,37.46,35.27,0,5.57,8.60,13.10
95II08,1983,668,920,0,70,143,182,33.69,46.39,0,3.53,7.21,9.18
95II09,2712,781,1479,2,74,163,213,28.80,54.54,0.07,2.73,6.01,7.85
95II10,2118,729,875,2,124,189,199,34.42,41.31,0.09,5.85,8.92,9.40
95II11,2105,642,1178,2,51,92,140,30.50,55.96,0.10,2.42,4.37,6.65
95II12,2036,519,1199,3,49,87,179,25.49,58.89,0.15,2.41,4.27,8.79
95II13,2198,697,1014,2,104,182,199,31.71,46.13,0.09,4.73,8.28,9.05
95II14,2123,567,1254,2,39,72,189,26.71,59.07,0.09,1.84,3.39,8.90
95II15,2669,766,1580,4,62,99,158,28.70,59.20,0.15,2.32,3.71,5.92
95II16,1748,529,904,0,55,97,163,30.26,51.72,0,3.15,5.55,9.32
95II17,2085,641,991,0,91,162,200,30.74,47.53,0,4.36,7.77,9.59
95II18,1861,671,746,0,88,153,203,36.06,40.09,0,4.73,8.22,10.91
95II19,3065,831,1885,0,61,123,165,27.11,61.50,0,1.99,4.01,5.38
95II20,2284,832,1072,0,81,130,169,36.43,46.94,0,3.55,5.69,7.40
95II21,1879,704,748,0,106,179,142,37.47,39.81,0,5.64,9.53,7.56
95II22,1854,510,987,1,61,121,174,27.51,53.24,0.05,3.29,6.53,9.39
95II23,1801,631,880,4,48,96,142,35.04,48.86,0.22,2.67,5.33,7.88
95JJ01,1993,583,1165,2,37,92,114,29.25,58.45,0.10,1.86,4.62,5.72
95JJ02,1960,675,933,2,74,148,128,34.44,47.60,0.10,3.78,7.55,6.53
95JJ03,1812,737,712,2,95,187,79,40.67,39.29,0.11,5.24,10.32,4.36
95JJ04,2501,689,1405,0,94,147,166,27.55,56.18,0,3.76,5.88,6.64
95JJ05,1597,629,549,0,71,134,214,39.39,34.38,0,4.45,8.39,13.40
95JJ06,1914,745,722,1,96,184,166,38.92,37.72,0.05,5.02,9.61,8.67
95JJ07,2035,803,717,1,97,233,184,39.46,35.23,0.05,4.77,11.45,9.04
95JJ08,2678,1085,1278,2,78,88,147,40.52,47.72,0.07,2.91,3.29,5.49
95JJ09,1700,424,1004,0,40,85,147,24.94,59.06,0,2.35,5.00,8.65
95JJ10,2122,703,1095,1,59,85,179,33.13,51.60,0.05,2.78,4.01,8.44
95JJ11,2959,883,1619,4,73,189,191,29.84,54.71,0.14,2.47,6.39,6.45
95JJ12,2090,708,1103,0,57,86,136,33.88,52.78,0,2.73,4.11,6.51
95JJ13,3024,919,1723,1,105,165,111,30.39,56.98,0.03,3.47,5.46,3.67
95JJ14,1837,519,1085,0,43,68,122,28.25,59.06,0,2.34,3.70,6.64
95JJ15,1604,481,823,2,50,78,170,29.99,51.31,0.12,3.12,4.86,10.60
95JJ16,1560,597,590,4,66,134,169,38.27,37.82,0.26,4.23,8.59,10.83
95JJ17,1885,565,1112,0,38,64,106,29.97,58.99,0,2.02,3.40,5.62
95JJ18,1762,660,698,2,60,169,173,37.46,39.61,0.11,3.41,9.59,9.82
95JJ19,2580,1238,1042,3,44,95,158,47.98,40.39,0.12,1.71,3.68,6.12
95JJ20,3257,970,1774,0,112,231,170,29.78,54.47,0,3.44,7.09,5.22
95JJ21,2479,1357,768,2,59,150,143,54.74,30.98,0.08,2.38,6.05,5.77
95JJ22,2268,589,1356,0,53,108,162,25.97,59.79,0,2.34,4.76,7.14
95KK01,1968,676,1046,1,84,52,109,34.35,53.15,0.05,4.27,2.64,5.54
95KK02,1595,491,872,1,59,60,112,30.78,54.67,0.06,3.70,3.76,7.02
95KK03,1754,648,945,0,25,33,103,36.94,53.88,0,1.43,1.88,5.87
95KK04,2126,858,980,7,84,112,85,40.36,46.10,0.33,3.95,5.27,4.00
95KK05,2020,750,1044,2,58,45,121,37.13,51.68,0.10,2.87,2.23,5.99
95KK06,1527,569,722,0,55,90,91,37.26,47.28,0,3.60,5.89,5.96
95KK07,1583,485,922,0,38,41,97,30.64,58.24,0,2.40,2.59,6.13
95KK08,1985,607,1073,2,84,84,135,30.58,54.06,0.10,4.23,4.23,6.80
95KK09,1776,685,733,4,90,126,138,38.57,41.27,0.23,5.07,7.09,7.77
95KK10,1654,558,927,0,33,45,91,33.74,56.05,0,2.00,2.72,5.50
95KK11,1864,669,841,2,98,129,125,35.89,45.12,0.11,5.26,6.92,6.71
95KK12,1781,690,868,1,54,69,99,38.74,48.74,0.06,3.03,3.87,5.56
95KK13,1468,482,809,0,28,58,91,32.83,55.11,0,1.91,3.95,6.20
95KK14,1612,616,793,0,53,61,89,38.21,49.19,0,3.29,3.78,5.52
95KK15,2189,767,1195,1,50,65,111,35.04,54.59,0.05,2.28,2.97,5.07
95KK16,1817,689,796,1,58,104,169,37.92,43.81,0.06,3.19,5.72,9.30
95LL01,3689,1229,2119,2,75,110,154,33.32,57.44,0.05,2.03,2.98,4.17
95LL02,2449,919,1041,6,104,194,185,37.53,42.51,0.24,4.25,7.92,7.55
95LL03,1884,677,790,2,99,169,147,35.93,41.93,0.11,5.25,8.97,7.80
95LL04,2335,894,1030,1,104,93,213,38.29,44.11,0.04,4.45,3.98,9.12
95LL05,3182,889,1919,2,77,135,160,27.94,60.31,0.06,2.42,4.24,5.03
95LL06,2734,857,1366,0,87,208,216,31.35,49.96,0,3.18,7.61,7.90
95LL07,1727,660,609,1,93,174,190,38.22,35.26,0.06,5.39,10.08,11.00
95LL08,2553,1187,789,2,182,216,177,46.49,30.90,0.08,7.13,8.46,6.93
95LL09,2557,1053,841,0,168,204,291,41.18,32.89,0,6.57,7.98,11.38
95LL10,4141,1450,2280,1,137,112,161,35.02,55.06,0.02,3.31,2.70,3.89
95LL11,3048,814,1890,0,84,118,142,26.71,62.01,0,2.76,3.87,4.66
95LL12,2995,1278,1188,3,179,206,141,42.67,39.67,0.10,5.98,6.88,4.71
95LL13,2096,784,903,10,115,176,108,37.40,43.08,0.48,5.49,8.40,5.15
95LL14,2140,834,933,1,98,126,148,38.97,43.60,0.05,4.58,5.89,6.92
95LL15,2531,756,1242,2,83,184,264,29.87,49.07,0.08,3.28,7.27,10.43
95LL16,4709,1481,2552,4,163,285,224,31.45,54.19,0.08,3.46,6.05,4.76
95LL17,2106,626,1081,0,75,159,165,29.72,51.33,0,3.56,7.55,7.83
95LL18,2716,726,1587,2,80,121,200,26.73,58.43,0.07,2.95,4.46,7.36
95LL19,3975,1119,2320,8,131,196,201,28.15,58.36,0.20,3.30,4.93,5.06
95LL20,1897,669,891,0,108,114,115,35.27,46.97,0,5.69,6.01,6.06
95LL21,3060,1080,1396,4,137,186,257,35.29,45.62,0.13,4.48,6.08,8.40
95LL22,2827,1168,1211,1,141,174,132,41.32,42.84,0.04,4.99,6.15,4.67
95LL23,1733,619,728,2,69,142,173,35.72,42.01,0.12,3.98,8.19,9.98
95LL24,2893,957,1593,5,87,80,171,33.08,55.06,0.17,3.01,2.77,5.91
95LL25,3551,1004,2098,5,85,170,189,28.27,59.08,0.14,2.39,4.79,5.32
95LL26,2975,1197,1313,3,156,168,138,40.24,44.13,0.10,5.24,5.65,4.64
95MM01,3797,1407,1772,14,193,217,194,37.06,46.67,0.37,5.08,5.72,5.11
95MM02,2738,949,1430,0,81,84,194,34.66,52.23,0,2.96,3.07,7.09
95MM03,2617,914,1423,2,86,48,144,34.93,54.38,0.08,3.29,1.83,5.50
95MM04,1822,768,668,5,110,112,159,42.15,36.66,0.27,6.04,6.15,8.73
95MM05,1955,982,500,1,189,124,159,50.23,25.58,0.05,9.67,6.34,8.13
95MM06,2015,879,725,0,156,118,137,43.62,35.98,0,7.74,5.86,6.80
95MM07,2105,779,846,4,86,191,199,37.01,40.19,0.19,4.09,9.07,9.45
95MM08,2408,893,1072,0,106,159,178,37.08,44.52,0,4.40,6.60,7.39
95MM09,2663,913,1386,0,99,100,165,34.28,52.05,0,3.72,3.76,6.20
95MM10,2026,1036,580,4,196,108,102,51.14,28.63,0.20,9.67,5.33,5.03
95MM11,1736,846,489,0,161,107,133,48.73,28.17,0,9.27,6.16,7.66
95MM12,4173,1957,1540,1,275,249,151,46.90,36.90,0.02,6.59,5.97,3.62
95MM13,6220,2397,2904,0,373,315,231,38.54,46.69,0,6.00,5.06,3.71
95MM14,2097,942,647,2,104,167,235,44.92,30.85,0.10,4.96,7.96,11.21
95MM15,3358,1064,1816,1,126,160,191,31.69,54.08,0.03,3.75,4.76,5.69
95MM16,4209,1523,2061,3,197,257,168,36.18,48.97,0.07,4.68,6.11,3.99
95MM17,3029,1209,1362,4,157,162,135,39.91,44.97,0.13,5.18,5.35,4.46
95MM18,3850,1443,1973,2,148,150,134,37.48,51.25,0.05,3.84,3.90,3.48
95MM19,2478,943,1166,4,92,146,127,38.05,47.05,0.16,3.71,5.89,5.13
95MM20,2754,886,1308,0,106,216,238,32.17,47.49,0,3.85,7.84,8.64
95MM21,2712,902,1425,2,89,123,171,33.26,52.54,0.07,3.28,4.54,6.31
95MM22,2117,741,1024,3,78,79,192,35.00,48.37,0.14,3.68,3.73,9.07
95MM23,2143,1143,598,5,128,135,134,53.34,27.90,0.23,5.97,6.30,6.25
95MM24,1928,853,692,3,125,119,136,44.24,35.89,0.16,6.48,6.17,7.05
95MM25,4405,2110,1498,0,357,277,163,47.90,34.01,0,8.10,6.29,3.70
95MM26,2503,1036,1097,6,139,124,101,41.39,43.83,0.24,5.55,4.95,4.04
95MM27,3455,2176,686,2,201,208,182,62.98,19.86,0.06,5.82,6.02,5.27
95MM28,1977,998,492,5,151,168,163,50.48,24.89,0.25,7.64,8.50,8.24
95MM29,2654,1280,838,5,169,210,152,48.23,31.57,0.19,6.37,7.91,5.73
95MM30,1719,825,503,4,141,101,145,47.99,29.26,0.23,8.20,5.88,8.44
95NN01,2505,931,1166,3,101,140,164,37.17,46.55,0.12,4.03,5.59,6.55
95NN02,1784,600,913,0,68,76,127,33.63,51.18,0,3.81,4.26,7.12
95NN03,2310,737,1155,0,69,151,198,31.90,50.00,0,2.99,6.54,8.57
95NN04,2184,1063,691,2,130,153,145,48.67,31.64,0.09,5.95,7.01,6.64
95NN05,1959,722,859,0,62,177,139,36.86,43.85,0,3.16,9.04,7.10
