GeographyCode,KS205NI0001,KS205NI0002,KS205NI0003,KS205NI0004,KS205NI0005,KS205NI0006,KS205NI0007,KS205NI0008,KS205NI0009,KS205NI0010,KS205NI0011,KS205NI0012,KS205NI0013,KS205NI0014,KS205NI0015,KS205NI0016,KS205NI0017,KS205NI0018,KS205NI0019,KS205NI0020,KS205NI0021,KS205NI0022,KS205NI0023
95AA01,4444,534,3222,646,67,0,30,13,25,1,1,23,12.02,72.50,14.54,1.51,0,0.68,0.29,0.56,0.02,0.02,0.52
95AA02,1734,335,1202,155,55,1,0,1,6,0,0,8,19.32,69.32,8.94,3.17,0.06,0,0.06,0.35,0,0,0.46
95AA03,1822,502,1223,63,31,2,7,8,1,0,0,1,27.55,67.12,3.46,1.70,0.11,0.38,0.44,0.05,0,0,0.05
95AA04,3013,352,2313,396,8,8,2,0,9,0,0,5,11.68,76.77,13.14,0.27,0.27,0.07,0,0.30,0,0,0.17
95AA05,2701,519,1527,650,32,1,3,2,6,0,0,11,19.22,56.53,24.07,1.18,0.04,0.11,0.07,0.22,0,0,0.41
95AA06,4647,681,2229,1784,28,0,3,11,14,0,0,8,14.65,47.97,38.39,0.60,0,0.06,0.24,0.30,0,0,0.17
95AA07,2140,481,1515,135,42,0,0,1,4,0,0,4,22.48,70.79,6.31,1.96,0,0,0.05,0.19,0,0,0.19
95AA08,1698,495,966,181,68,5,2,3,2,0,0,0,29.15,56.89,10.66,4.00,0.29,0.12,0.18,0.12,0,0,0
95AA09,2220,459,1563,119,60,0,1,34,3,0,0,0,20.68,70.41,5.36,2.70,0,0.05,1.53,0.14,0,0,0
95AA10,1953,393,1326,200,48,0,4,4,0,0,0,2,20.12,67.90,10.24,2.46,0,0.20,0.20,0,0,0,0.10
95AA11,5364,726,3864,533,258,3,3,55,9,0,4,25,13.53,72.04,9.94,4.81,0.06,0.06,1.03,0.17,0,0.07,0.47
95AA12,2775,390,2286,131,8,0,1,0,6,0,0,0,14.05,82.38,4.72,0.29,0,0.04,0,0.22,0,0,0
95AA13,3307,561,1910,743,155,1,2,7,10,0,1,2,16.96,57.76,22.47,4.69,0.03,0.06,0.21,0.30,0,0.03,0.06
95AA14,2349,477,1565,342,6,0,0,3,6,0,0,3,20.31,66.62,14.56,0.26,0,0,0.13,0.26,0,0,0.13
95AA15,4186,684,2721,407,306,0,12,106,8,0,1,9,16.34,65.00,9.72,7.31,0,0.29,2.53,0.19,0,0.02,0.22
95AA16,1807,413,1210,67,121,0,6,7,1,0,0,1,22.86,66.96,3.71,6.70,0,0.33,0.39,0.06,0,0,0.06
95AA17,2142,426,1486,161,69,1,1,19,2,0,1,1,19.89,69.37,7.52,3.22,0.05,0.05,0.89,0.09,0,0.05,0.05
95AA18,2439,299,1974,200,25,3,5,15,5,1,0,3,12.26,80.93,8.20,1.03,0.12,0.21,0.62,0.21,0.04,0,0.12
