GeographyCode,KS302NI0001,KS302NI0002,KS302NI0003,KS302NI0004,KS302NI0005,KS302NI0006,KS302NI0007,KS302NI0008,KS302NI0009,KS302NI0010,KS302NI0011,KS302NI0012,KS302NI0013,KS302NI0014,KS302NI0015,KS302NI0016,KS302NI0017,KS302NI0018,KS302NI0019,KS302NI0020,KS302NI0021,KS302NI0022,KS302NI0023,KS302NI0024,KS302NI0025
95GG47,5829,278,142,159,940,220,773,829,714,233,400,355,3539,4.77,2.44,2.73,16.13,3.77,13.26,14.22,12.25,4.00,6.86,6.09,60.71
95GG48,5694,283,127,208,1049,267,719,871,775,257,437,388,3427,4.97,2.23,3.65,18.42,4.69,12.63,15.30,13.61,4.51,7.67,6.81,60.19
95GG49,8141,241,96,78,432,132,349,389,520,91,304,283,6486,2.96,1.18,0.96,5.31,1.62,4.29,4.78,6.39,1.12,3.73,3.48,79.67
95GG50,5445,272,95,105,668,156,527,643,615,157,382,260,3503,5.00,1.74,1.93,12.27,2.87,9.68,11.81,11.29,2.88,7.02,4.78,64.33
95GG51,4088,315,133,103,855,124,518,778,664,165,427,298,2183,7.71,3.25,2.52,20.91,3.03,12.67,19.03,16.24,4.04,10.45,7.29,53.40
95HH01,2059,153,58,38,307,30,132,238,188,88,192,151,1321,7.43,2.82,1.85,14.91,1.46,6.41,11.56,9.13,4.27,9.32,7.33,64.16
95HH02,2962,151,28,39,262,46,119,270,221,30,175,144,2127,5.10,0.95,1.32,8.85,1.55,4.02,9.12,7.46,1.01,5.91,4.86,71.81
95HH03,1663,161,35,21,235,30,59,234,174,21,156,106,1008,9.68,2.10,1.26,14.13,1.80,3.55,14.07,10.46,1.26,9.38,6.37,60.61
95HH04,3067,189,35,34,336,56,151,364,269,52,232,170,2079,6.16,1.14,1.11,10.96,1.83,4.92,11.87,8.77,1.70,7.56,5.54,67.79
95HH05,2171,123,41,34,267,60,151,236,223,42,140,110,1429,5.67,1.89,1.57,12.30,2.76,6.96,10.87,10.27,1.93,6.45,5.07,65.82
95HH06,4797,221,61,46,370,74,213,357,365,47,288,196,3522,4.61,1.27,0.96,7.71,1.54,4.44,7.44,7.61,0.98,6.00,4.09,73.42
95HH07,1493,101,34,27,224,34,129,221,210,43,115,87,915,6.76,2.28,1.81,15.00,2.28,8.64,14.80,14.07,2.88,7.70,5.83,61.29
95HH08,2619,165,54,34,304,40,109,255,214,70,198,127,1786,6.30,2.06,1.30,11.61,1.53,4.16,9.74,8.17,2.67,7.56,4.85,68.19
95HH09,2620,213,91,99,469,128,228,391,267,79,273,173,1474,8.13,3.47,3.78,17.90,4.89,8.70,14.92,10.19,3.02,10.42,6.60,56.26
95HH10,2489,112,31,21,206,39,98,201,186,25,151,135,1811,4.50,1.25,0.84,8.28,1.57,3.94,8.08,7.47,1.00,6.07,5.42,72.76
95HH11,1417,92,31,36,252,46,128,217,174,57,123,93,807,6.49,2.19,2.54,17.78,3.25,9.03,15.31,12.28,4.02,8.68,6.56,56.95
95HH12,1552,89,13,37,191,59,100,181,165,25,124,75,1003,5.73,0.84,2.38,12.31,3.80,6.44,11.66,10.63,1.61,7.99,4.83,64.63
95HH13,1407,68,22,32,174,61,132,189,196,39,100,93,866,4.83,1.56,2.27,12.37,4.34,9.38,13.43,13.93,2.77,7.11,6.61,61.55
95HH14,1530,131,43,30,266,39,150,257,225,50,162,97,813,8.56,2.81,1.96,17.39,2.55,9.80,16.80,14.71,3.27,10.59,6.34,53.14
95HH15,2630,150,51,51,377,66,140,305,281,59,218,154,1690,5.70,1.94,1.94,14.33,2.51,5.32,11.60,10.68,2.24,8.29,5.86,64.26
95HH16,2159,138,29,22,237,31,77,198,154,27,153,126,1498,6.39,1.34,1.02,10.98,1.44,3.57,9.17,7.13,1.25,7.09,5.84,69.38
95HH17,2479,113,24,10,209,22,95,216,185,23,171,106,1799,4.56,0.97,0.40,8.43,0.89,3.83,8.71,7.46,0.93,6.90,4.28,72.57
95II01,3084,212,54,23,299,35,125,296,205,40,194,148,2149,6.87,1.75,0.75,9.70,1.13,4.05,9.60,6.65,1.30,6.29,4.80,69.68
95II02,4961,287,77,149,598,180,434,446,419,248,320,276,3244,5.79,1.55,3.00,12.05,3.63,8.75,8.99,8.45,5.00,6.45,5.56,65.39
95II03,3523,124,44,30,242,43,97,223,219,18,162,138,2697,3.52,1.25,0.85,6.87,1.22,2.75,6.33,6.22,0.51,4.60,3.92,76.55
95II04,4317,232,56,77,472,90,227,428,375,75,304,187,3001,5.37,1.30,1.78,10.93,2.08,5.26,9.91,8.69,1.74,7.04,4.33,69.52
95II05,3546,191,75,62,404,60,197,323,300,102,229,184,2407,5.39,2.12,1.75,11.39,1.69,5.56,9.11,8.46,2.88,6.46,5.19,67.88
95II06,3398,128,36,44,256,65,130,245,278,26,176,166,2486,3.77,1.06,1.29,7.53,1.91,3.83,7.21,8.18,0.77,5.18,4.89,73.16
95II07,2090,160,52,37,369,54,196,339,284,67,211,136,1219,7.66,2.49,1.77,17.66,2.58,9.38,16.22,13.59,3.21,10.10,6.51,58.33
95II08,2417,166,58,24,310,41,147,294,208,43,166,141,1572,6.87,2.40,0.99,12.83,1.70,6.08,12.16,8.61,1.78,6.87,5.83,65.04
95II09,3363,205,58,32,362,45,152,312,269,40,238,196,2355,6.10,1.72,0.95,10.76,1.34,4.52,9.28,8.00,1.19,7.08,5.83,70.03
95II10,2592,174,43,42,437,68,215,389,334,52,268,159,1538,6.71,1.66,1.62,16.86,2.62,8.29,15.01,12.89,2.01,10.34,6.13,59.34
95II11,2567,128,41,37,239,53,84,187,185,19,170,138,1835,4.99,1.60,1.44,9.31,2.06,3.27,7.28,7.21,0.74,6.62,5.38,71.48
95II12,2512,205,61,26,251,44,86,206,166,48,172,135,1720,8.16,2.43,1.04,9.99,1.75,3.42,8.20,6.61,1.91,6.85,5.37,68.47
95II13,2702,185,57,51,426,65,201,380,310,54,228,196,1640,6.85,2.11,1.89,15.77,2.41,7.44,14.06,11.47,2.00,8.44,7.25,60.70
95II14,2561,170,43,27,248,37,94,203,174,40,191,131,1789,6.64,1.68,1.05,9.68,1.44,3.67,7.93,6.79,1.56,7.46,5.12,69.86
95II15,3357,168,41,34,252,54,99,246,236,45,205,170,2473,5.00,1.22,1.01,7.51,1.61,2.95,7.33,7.03,1.34,6.11,5.06,73.67
95II16,2126,157,50,30,308,60,130,271,249,48,178,115,1327,7.38,2.35,1.41,14.49,2.82,6.11,12.75,11.71,2.26,8.37,5.41,62.42
95II17,2493,197,49,37,349,55,145,312,254,51,218,152,1566,7.90,1.97,1.48,14.00,2.21,5.82,12.52,10.19,2.05,8.74,6.10,62.82
95II18,2226,157,57,38,380,59,177,343,264,63,224,138,1301,7.05,2.56,1.71,17.07,2.65,7.95,15.41,11.86,2.83,10.06,6.20,58.45
95II19,3770,229,56,34,353,51,139,336,298,48,263,203,2638,6.07,1.49,0.90,9.36,1.35,3.69,8.91,7.90,1.27,6.98,5.38,69.97
95II20,2780,147,50,42,283,39,120,217,204,56,165,142,1936,5.29,1.80,1.51,10.18,1.40,4.32,7.81,7.34,2.01,5.94,5.11,69.64
95II21,2419,119,34,49,334,84,170,300,307,42,191,130,1508,4.92,1.41,2.03,13.81,3.47,7.03,12.40,12.69,1.74,7.90,5.37,62.34
95II22,2248,165,57,28,292,35,129,239,212,53,210,169,1450,7.34,2.54,1.25,12.99,1.56,5.74,10.63,9.43,2.36,9.34,7.52,64.50
95II23,2190,138,38,33,228,42,96,217,173,34,150,92,1502,6.30,1.74,1.51,10.41,1.92,4.38,9.91,7.90,1.55,6.85,4.20,68.58
95JJ01,2499,121,39,35,224,55,90,236,144,35,159,117,1755,4.84,1.56,1.40,8.96,2.20,3.60,9.44,5.76,1.40,6.36,4.68,70.23
95JJ02,2374,143,35,34,237,56,132,221,164,33,155,133,1611,6.02,1.47,1.43,9.98,2.36,5.56,9.31,6.91,1.39,6.53,5.60,67.86
95JJ03,2470,90,26,48,259,74,211,277,243,35,142,145,1603,3.64,1.05,1.94,10.49,3.00,8.54,11.21,9.84,1.42,5.75,5.87,64.90
95JJ04,3111,188,51,28,302,45,123,293,251,51,201,128,2152,6.04,1.64,0.90,9.71,1.45,3.95,9.42,8.07,1.64,6.46,4.11,69.17
95JJ05,1835,162,64,47,303,63,164,256,205,83,178,111,1057,8.83,3.49,2.56,16.51,3.43,8.94,13.95,11.17,4.52,9.70,6.05,57.60
95JJ06,2472,133,46,54,336,58,187,309,246,54,173,144,1606,5.38,1.86,2.18,13.59,2.35,7.56,12.50,9.95,2.18,7.00,5.83,64.97
95JJ07,2665,134,56,54,379,61,178,311,309,61,212,136,1694,5.03,2.10,2.03,14.22,2.29,6.68,11.67,11.59,2.29,7.95,5.10,63.56
95JJ08,3276,165,47,46,295,50,129,265,231,50,207,115,2354,5.04,1.43,1.40,9.00,1.53,3.94,8.09,7.05,1.53,6.32,3.51,71.86
95JJ09,1990,133,39,17,227,23,54,184,147,33,149,105,1366,6.68,1.96,0.85,11.41,1.16,2.71,9.25,7.39,1.66,7.49,5.28,68.64
95JJ10,2795,129,43,41,264,70,100,245,199,35,157,113,1988,4.62,1.54,1.47,9.45,2.50,3.58,8.77,7.12,1.25,5.62,4.04,71.13
95JJ11,3770,222,51,48,353,59,134,335,273,50,256,178,2649,5.89,1.35,1.27,9.36,1.56,3.55,8.89,7.24,1.33,6.79,4.72,70.27
95JJ12,2724,127,37,53,287,56,130,240,221,54,168,107,1966,4.66,1.36,1.95,10.54,2.06,4.77,8.81,8.11,1.98,6.17,3.93,72.17
95JJ13,3895,170,36,35,256,62,152,295,271,36,220,197,2858,4.36,0.92,0.90,6.57,1.59,3.90,7.57,6.96,0.92,5.65,5.06,73.38
95JJ14,2325,119,21,18,221,34,94,202,177,26,156,134,1634,5.12,0.90,0.77,9.51,1.46,4.04,8.69,7.61,1.12,6.71,5.76,70.28
95JJ15,1879,141,43,50,257,37,107,186,159,66,155,121,1195,7.50,2.29,2.66,13.68,1.97,5.69,9.90,8.46,3.51,8.25,6.44,63.60
95JJ16,1799,111,27,28,271,22,122,216,183,48,162,121,1106,6.17,1.50,1.56,15.06,1.22,6.78,12.01,10.17,2.67,9.01,6.73,61.48
95JJ17,2455,133,39,34,205,49,79,198,149,26,141,124,1755,5.42,1.59,1.38,8.35,2.00,3.22,8.07,6.07,1.06,5.74,5.05,71.49
95JJ18,2032,139,58,44,275,63,147,242,211,51,174,131,1285,6.84,2.85,2.17,13.53,3.10,7.23,11.91,10.38,2.51,8.56,6.45,63.24
95JJ19,2942,149,50,23,238,33,103,192,206,37,169,119,2140,5.06,1.70,0.78,8.09,1.12,3.50,6.53,7.00,1.26,5.74,4.04,72.74
95JJ20,4092,230,48,33,342,59,209,374,288,51,229,206,2904,5.62,1.17,0.81,8.36,1.44,5.11,9.14,7.04,1.25,5.60,5.03,70.97
95JJ21,2873,147,45,63,304,93,168,298,263,36,189,131,1943,5.12,1.57,2.19,10.58,3.24,5.85,10.37,9.15,1.25,6.58,4.56,67.63
95JJ22,2794,160,35,17,268,35,93,248,203,30,183,146,1955,5.73,1.25,0.61,9.59,1.25,3.33,8.88,7.27,1.07,6.55,5.23,69.97
95KK01,2578,119,36,43,352,61,203,313,217,51,151,133,1769,4.62,1.40,1.67,13.65,2.37,7.87,12.14,8.42,1.98,5.86,5.16,68.62
95KK02,2029,106,33,33,291,40,130,239,183,41,142,124,1316,5.22,1.63,1.63,14.34,1.97,6.41,11.78,9.02,2.02,7.00,6.11,64.86
95KK03,2357,93,30,48,220,41,117,225,172,55,124,110,1714,3.95,1.27,2.04,9.33,1.74,4.96,9.55,7.30,2.33,5.26,4.67,72.72
95KK04,2787,71,27,44,266,64,207,261,240,49,143,112,1968,2.55,0.97,1.58,9.54,2.30,7.43,9.36,8.61,1.76,5.13,4.02,70.61
95KK05,2616,92,27,45,301,40,145,254,207,61,143,115,1873,3.52,1.03,1.72,11.51,1.53,5.54,9.71,7.91,2.33,5.47,4.40,71.60
95KK06,1885,96,30,29,255,43,143,216,200,35,126,98,1230,5.09,1.59,1.54,13.53,2.28,7.59,11.46,10.61,1.86,6.68,5.20,65.25
95KK07,2045,98,26,21,196,38,96,189,153,28,123,95,1461,4.79,1.27,1.03,9.58,1.86,4.69,9.24,7.48,1.37,6.01,4.65,71.44
95KK08,2646,117,33,40,286,55,162,278,202,51,165,120,1862,4.42,1.25,1.51,10.81,2.08,6.12,10.51,7.63,1.93,6.24,4.54,70.37
95KK09,2187,119,29,37,299,43,196,269,197,53,158,122,1435,5.44,1.33,1.69,13.67,1.97,8.96,12.30,9.01,2.42,7.22,5.58,65.61
95KK10,2181,91,31,29,192,34,82,189,152,29,108,85,1616,4.17,1.42,1.33,8.80,1.56,3.76,8.67,6.97,1.33,4.95,3.90,74.09
95KK11,2373,114,45,43,335,56,208,299,265,54,153,132,1563,4.80,1.90,1.81,14.12,2.36,8.77,12.60,11.17,2.28,6.45,5.56,65.87
95KK12,2309,93,33,27,213,34,138,191,174,34,128,78,1676,4.03,1.43,1.17,9.22,1.47,5.98,8.27,7.54,1.47,5.54,3.38,72.59
95KK13,1817,90,30,38,208,42,99,164,160,28,97,87,1281,4.95,1.65,2.09,11.45,2.31,5.45,9.03,8.81,1.54,5.34,4.79,70.50
95KK14,2041,111,32,25,267,56,145,231,186,24,118,120,1375,5.44,1.57,1.22,13.08,2.74,7.10,11.32,9.11,1.18,5.78,5.88,67.37
95KK15,2946,89,44,46,273,58,137,225,188,38,132,117,2192,3.02,1.49,1.56,9.27,1.97,4.65,7.64,6.38,1.29,4.48,3.97,74.41
95KK16,2216,128,54,38,313,45,153,285,218,75,157,150,1426,5.78,2.44,1.71,14.12,2.03,6.90,12.86,9.84,3.38,7.08,6.77,64.35
95LL01,4931,184,57,59,448,71,192,392,361,47,249,246,3612,3.73,1.16,1.20,9.09,1.44,3.89,7.95,7.32,0.95,5.05,4.99,73.25
95LL02,3042,152,43,44,353,60,190,337,280,58,184,172,2074,5.00,1.41,1.45,11.60,1.97,6.25,11.08,9.20,1.91,6.05,5.65,68.18
95LL03,2436,122,49,48,347,53,162,307,256,66,147,140,1587,5.01,2.01,1.97,14.24,2.18,6.65,12.60,10.51,2.71,6.03,5.75,65.15
95LL04,2985,160,47,56,411,54,213,334,280,84,194,154,2004,5.36,1.57,1.88,13.77,1.81,7.14,11.19,9.38,2.81,6.50,5.16,67.14
95LL05,4119,186,39,64,381,54,152,366,276,59,234,203,3026,4.52,0.95,1.55,9.25,1.31,3.69,8.89,6.70,1.43,5.68,4.93,73.46
95LL06,3372,209,72,44,428,50,173,410,290,76,237,188,2261,6.20,2.14,1.30,12.69,1.48,5.13,12.16,8.60,2.25,7.03,5.58,67.05
95LL07,2131,146,45,35,324,54,171,293,255,50,166,129,1270,6.85,2.11,1.64,15.20,2.53,8.02,13.75,11.97,2.35,7.79,6.05,59.60
95LL08,3320,126,45,81,409,96,274,350,299,76,191,164,2251,3.80,1.36,2.44,12.32,2.89,8.25,10.54,9.01,2.29,5.75,4.94,67.80
95LL09,3150,224,114,104,657,112,349,495,396,146,263,204,1804,7.11,3.62,3.30,20.86,3.56,11.08,15.71,12.57,4.63,8.35,6.48,57.27
95LL10,5475,184,63,68,477,102,219,448,399,54,282,247,4034,3.36,1.15,1.24,8.71,1.86,4.00,8.18,7.29,0.99,5.15,4.51,73.68
95LL11,3989,177,47,36,359,53,135,333,244,43,204,184,2981,4.44,1.18,0.90,9.00,1.33,3.38,8.35,6.12,1.08,5.11,4.61,74.73
95LL12,4212,137,43,77,515,151,373,474,463,87,218,236,2902,3.25,1.02,1.83,12.23,3.58,8.86,11.25,10.99,2.07,5.18,5.60,68.90
95LL13,2745,142,43,55,385,86,213,349,311,73,181,173,1810,5.17,1.57,2.00,14.03,3.13,7.76,12.71,11.33,2.66,6.59,6.30,65.94
95LL14,2651,148,70,49,481,72,226,401,336,64,219,154,1584,5.58,2.64,1.85,18.14,2.72,8.53,15.13,12.67,2.41,8.26,5.81,59.75
95LL15,3048,195,85,83,498,72,246,411,276,114,282,191,1869,6.40,2.79,2.72,16.34,2.36,8.07,13.48,9.06,3.74,9.25,6.27,61.32
95LL16,6107,234,71,99,555,80,283,532,395,89,342,283,4532,3.83,1.16,1.62,9.09,1.31,4.63,8.71,6.47,1.46,5.60,4.63,74.21
95LL17,2539,171,54,32,356,42,133,330,250,40,194,119,1655,6.73,2.13,1.26,14.02,1.65,5.24,13.00,9.85,1.58,7.64,4.69,65.18
95LL18,3351,186,58,49,378,67,166,325,244,57,267,180,2279,5.55,1.73,1.46,11.28,2.00,4.95,9.70,7.28,1.70,7.97,5.37,68.01
95LL19,5148,233,51,61,481,69,189,438,381,59,319,253,3729,4.53,0.99,1.18,9.34,1.34,3.67,8.51,7.40,1.15,6.20,4.91,72.44
95LL20,2401,120,35,30,317,61,197,313,249,54,154,107,1577,5.00,1.46,1.25,13.20,2.54,8.20,13.04,10.37,2.25,6.41,4.46,65.68
95LL21,3983,222,89,64,428,83,222,413,339,65,201,180,2750,5.57,2.23,1.61,10.75,2.08,5.57,10.37,8.51,1.63,5.05,4.52,69.04
95LL22,3728,126,35,51,399,74,265,349,292,47,207,161,2627,3.38,0.94,1.37,10.70,1.98,7.11,9.36,7.83,1.26,5.55,4.32,70.47
95LL23,2157,138,44,32,326,41,159,298,242,64,154,115,1352,6.40,2.04,1.48,15.11,1.90,7.37,13.82,11.22,2.97,7.14,5.33,62.68
95LL24,3769,154,55,57,341,62,134,327,260,62,228,168,2766,4.09,1.46,1.51,9.05,1.64,3.56,8.68,6.90,1.64,6.05,4.46,73.39
95LL25,4536,238,56,36,357,53,179,367,294,52,273,197,3335,5.25,1.23,0.79,7.87,1.17,3.95,8.09,6.48,1.15,6.02,4.34,73.52
95LL26,3698,139,51,45,446,65,254,366,345,60,219,199,2539,3.76,1.38,1.22,12.06,1.76,6.87,9.90,9.33,1.62,5.92,5.38,68.66
95MM01,4862,190,51,80,480,129,335,451,422,118,288,236,3420,3.91,1.05,1.65,9.87,2.65,6.89,9.28,8.68,2.43,5.92,4.85,70.34
95MM02,3244,182,62,48,399,61,150,298,276,52,219,181,2250,5.61,1.91,1.48,12.30,1.88,4.62,9.19,8.51,1.60,6.75,5.58,69.36
95MM03,3508,120,63,47,299,82,162,263,226,41,158,166,2591,3.42,1.80,1.34,8.52,2.34,4.62,7.50,6.44,1.17,4.50,4.73,73.86
95MM04,2151,135,48,43,445,68,203,334,304,67,196,153,1252,6.28,2.23,2.00,20.69,3.16,9.44,15.53,14.13,3.11,9.11,7.11,58.21
95MM05,2495,135,56,62,491,79,305,420,394,127,200,191,1419,5.41,2.24,2.48,19.68,3.17,12.22,16.83,15.79,5.09,8.02,7.66,56.87
95MM06,2603,120,53,66,402,84,259,317,289,91,178,180,1636,4.61,2.04,2.54,15.44,3.23,9.95,12.18,11.10,3.50,6.84,6.92,62.85
95MM07,2601,176,49,40,394,58,215,325,277,71,215,164,1595,6.77,1.88,1.54,15.15,2.23,8.27,12.50,10.65,2.73,8.27,6.31,61.32
95MM08,2947,201,85,41,427,48,222,373,315,62,226,177,1857,6.82,2.88,1.39,14.49,1.63,7.53,12.66,10.69,2.10,7.67,6.01,63.01
95MM09,3562,138,51,53,360,69,184,304,264,46,178,169,2560,3.87,1.43,1.49,10.11,1.94,5.17,8.53,7.41,1.29,5.00,4.74,71.87
95MM10,2750,102,44,59,410,90,302,343,327,67,154,184,1759,3.71,1.60,2.15,14.91,3.27,10.98,12.47,11.89,2.44,5.60,6.69,63.96
95MM11,2277,103,54,49,399,77,230,324,315,73,167,162,1402,4.52,2.37,2.15,17.52,3.38,10.10,14.23,13.83,3.21,7.33,7.11,61.57
95MM12,5858,179,81,119,638,203,499,565,617,126,271,306,4077,3.06,1.38,2.03,10.89,3.47,8.52,9.64,10.53,2.15,4.63,5.22,69.60
95MM13,8872,266,97,128,932,221,593,832,861,153,488,501,6320,3.00,1.09,1.44,10.50,2.49,6.68,9.38,9.70,1.72,5.50,5.65,71.24
95MM14,2569,194,94,57,460,90,233,335,264,116,216,155,1550,7.55,3.66,2.22,17.91,3.50,9.07,13.04,10.28,4.52,8.41,6.03,60.33
95MM15,4401,214,49,54,442,72,209,390,348,71,292,200,3117,4.86,1.11,1.23,10.04,1.64,4.75,8.86,7.91,1.61,6.63,4.54,70.82
95MM16,5745,184,91,100,504,118,363,433,454,86,310,253,4222,3.20,1.58,1.74,8.77,2.05,6.32,7.54,7.90,1.50,5.40,4.40,73.49
95MM17,3749,185,63,46,411,71,236,357,349,49,256,198,2542,4.93,1.68,1.23,10.96,1.89,6.30,9.52,9.31,1.31,6.83,5.28,67.80
95MM18,5180,204,55,90,456,146,294,414,367,56,269,261,3775,3.94,1.06,1.74,8.80,2.82,5.68,7.99,7.08,1.08,5.19,5.04,72.88
95MM19,3044,133,44,33,313,57,191,296,286,39,206,164,2052,4.37,1.45,1.08,10.28,1.87,6.27,9.72,9.40,1.28,6.77,5.39,67.41
95MM20,3366,217,77,79,553,71,218,470,363,73,294,203,2096,6.45,2.29,2.35,16.43,2.11,6.48,13.96,10.78,2.17,8.73,6.03,62.27
95MM21,3406,169,54,44,374,53,184,351,248,57,241,172,2388,4.96,1.59,1.29,10.98,1.56,5.40,10.31,7.28,1.67,7.08,5.05,70.11
95MM22,2492,154,48,49,334,47,164,271,234,40,197,163,1603,6.18,1.93,1.97,13.40,1.89,6.58,10.87,9.39,1.61,7.91,6.54,64.33
95MM23,2521,105,61,48,396,62,251,336,271,71,172,170,1608,4.17,2.42,1.90,15.71,2.46,9.96,13.33,10.75,2.82,6.82,6.74,63.78
95MM24,2503,121,42,48,377,68,230,327,326,49,174,181,1521,4.83,1.68,1.92,15.06,2.72,9.19,13.06,13.02,1.96,6.95,7.23,60.77
95MM25,6363,184,76,92,690,176,571,630,707,133,344,327,4386,2.89,1.19,1.45,10.84,2.77,8.97,9.90,11.11,2.09,5.41,5.14,68.93
95MM26,3131,146,40,55,398,89,225,354,305,61,208,182,2077,4.66,1.28,1.76,12.71,2.84,7.19,11.31,9.74,1.95,6.64,5.81,66.34
95MM27,3833,223,120,94,530,127,430,411,427,130,282,214,2416,5.82,3.13,2.45,13.83,3.31,11.22,10.72,11.14,3.39,7.36,5.58,63.03
95MM28,2351,140,60,49,401,68,286,328,314,125,202,174,1364,5.95,2.55,2.08,17.06,2.89,12.17,13.95,13.36,5.32,8.59,7.40,58.02
95MM29,3410,140,45,48,353,80,304,312,302,61,197,160,2365,4.11,1.32,1.41,10.35,2.35,8.91,9.15,8.86,1.79,5.78,4.69,69.35
95MM30,2083,146,53,35,379,59,225,333,276,58,176,153,1228,7.01,2.54,1.68,18.19,2.83,10.80,15.99,13.25,2.78,8.45,7.35,58.95
95NN01,3178,154,62,70,436,106,206,367,334,73,251,188,2008,4.85,1.95,2.20,13.72,3.34,6.48,11.55,10.51,2.30,7.90,5.92,63.18
95NN02,2211,110,32,30,244,48,89,213,201,33,171,131,1476,4.98,1.45,1.36,11.04,2.17,4.03,9.63,9.09,1.49,7.73,5.92,66.76
95NN03,2896,189,87,86,355,128,216,320,274,100,250,167,1878,6.53,3.00,2.97,12.26,4.42,7.46,11.05,9.46,3.45,8.63,5.77,64.85
95NN04,2934,169,52,113,384,123,319,324,342,70,194,184,1828,5.76,1.77,3.85,13.09,4.19,10.87,11.04,11.66,2.39,6.61,6.27,62.30
95NN05,2497,126,57,56,298,73,178,266,236,55,168,126,1654,5.05,2.28,2.24,11.93,2.92,7.13,10.65,9.45,2.20,6.73,5.05,66.24
95NN06,3542,139,63,70,412,96,218,344,287,110,200,198,2455,3.92,1.78,1.98,11.63,2.71,6.15,9.71,8.10,3.11,5.65,5.59,69.31
95NN07,3258,137,59,65,412,122,212,333,334,56,211,158,2171,4.21,1.81,2.00,12.65,3.74,6.51,10.22,10.25,1.72,6.48,4.85,66.64
95NN08,3269,157,41,30,336,76,119,295,305,32,199,172,2297,4.80,1.25,0.92,10.28,2.32,3.64,9.02,9.33,0.98,6.09,5.26,70.27
95NN09,3021,169,37,24,278,50,102,254,242,40,191,149,2150,5.59,1.22,0.79,9.20,1.66,3.38,8.41,8.01,1.32,6.32,4.93,71.17
95NN10,3193,194,72,65,401,95,169,290,295,73,241,175,2108,6.08,2.25,2.04,12.56,2.98,5.29,9.08,9.24,2.29,7.55,5.48,66.02
95NN11,3876,147,51,46,379,109,180,319,307,36,208,203,2748,3.79,1.32,1.19,9.78,2.81,4.64,8.23,7.92,0.93,5.37,5.24,70.90
95NN12,2851,125,41,38,317,72,140,264,222,42,172,148,1988,4.38,1.44,1.33,11.12,2.53,4.91,9.26,7.79,1.47,6.03,5.19,69.73
95NN13,3058,157,37,60,331,73,133,270,218,67,193,156,2163,5.13,1.21,1.96,10.82,2.39,4.35,8.83,7.13,2.19,6.31,5.10,70.73
95NN14,3559,150,39,60,335,96,175,307,264,42,185,156,2563,4.21,1.10,1.69,9.41,2.70,4.92,8.63,7.42,1.18,5.20,4.38,72.01
95NN15,2994,188,56,74,355,75,169,311,305,80,216,152,1981,6.28,1.87,2.47,11.86,2.51,5.64,10.39,10.19,2.67,7.21,5.08,66.17
95NN16,3294,205,59,43,311,53,104,248,230,39,184,142,2361,6.22,1.79,1.31,9.44,1.61,3.16,7.53,6.98,1.18,5.59,4.31,71.68
95NN17,2256,107,35,44,293,74,203,281,207,44,146,158,1431,4.74,1.55,1.95,12.99,3.28,9.00,12.46,9.18,1.95,6.47,7.00,63.43
95NN18,2702,166,58,77,330,129,184,277,243,77,202,186,1765,6.14,2.15,2.85,12.21,4.77,6.81,10.25,8.99,2.85,7.48,6.88,65.32
95NN19,3381,168,42,39,292,70,133,255,230,39,187,162,2400,4.97,1.24,1.15,8.64,2.07,3.93,7.54,6.80,1.15,5.53,4.79,70.98
95NN20,3001,142,31,55,327,100,133,257,204,39,198,151,2088,4.73,1.03,1.83,10.90,3.33,4.43,8.56,6.80,1.30,6.60,5.03,69.58
95NN21,2687,141,55,37,336,73,175,291,262,63,196,160,1741,5.25,2.05,1.38,12.50,2.72,6.51,10.83,9.75,2.34,7.29,5.95,64.79
95NN22,2686,152,49,33,294,49,107,248,235,31,181,148,1837,5.66,1.82,1.23,10.95,1.82,3.98,9.23,8.75,1.15,6.74,5.51,68.39
95NN23,3387,139,58,80,353,101,164,317,260,65,213,147,2421,4.10,1.71,2.36,10.42,2.98,4.84,9.36,7.68,1.92,6.29,4.34,71.48
95OO01,2592,130,52,78,295,70,121,219,163,67,135,116,1888,5.02,2.01,3.01,11.38,2.70,4.67,8.45,6.29,2.58,5.21,4.48,72.84
95OO02,2166,106,36,23,190,28,69,171,136,25,101,90,1633,4.89,1.66,1.06,8.77,1.29,3.19,7.89,6.28,1.15,4.66,4.16,75.39
95OO03,2651,141,38,53,278,47,135,238,176,45,169,92,1911,5.32,1.43,2.00,10.49,1.77,5.09,8.98,6.64,1.70,6.37,3.47,72.09
95OO04,2515,108,43,55,283,63,139,254,174,40,166,104,1805,4.29,1.71,2.19,11.25,2.50,5.53,10.10,6.92,1.59,6.60,4.14,71.77
95OO05,2730,97,39,74,291,67,226,262,239,87,160,139,1927,3.55,1.43,2.71,10.66,2.45,8.28,9.60,8.75,3.19,5.86,5.09,70.59
95OO06,2860,104,38,27,220,49,119,197,176,31,142,113,2162,3.64,1.33,0.94,7.69,1.71,4.16,6.89,6.15,1.08,4.97,3.95,75.59
95OO07,2510,122,33,37,236,40,106,220,172,28,135,127,1827,4.86,1.31,1.47,9.40,1.59,4.22,8.76,6.85,1.12,5.38,5.06,72.79
95OO08,2713,114,40,54,282,56,130,209,200,52,139,148,1948,4.20,1.47,1.99,10.39,2.06,4.79,7.70,7.37,1.92,5.12,5.46,71.80
