GeographyCode,KS202NI0001,KS202NI0002,KS202NI0003,KS202NI0004,KS202NI0005,KS202NI0006,KS202NI0007,KS202NI0008,KS202NI0009,KS202NI0010,KS202NI0011,KS202NI0012,KS202NI0013,KS202NI0014,KS202NI0015,KS202NI0016,KS202NI0017
95AA01,4444,2166,638,735,32,281,24,48,520,48.74,14.36,16.54,0.72,6.32,0.54,1.08,11.70
95AA02,1734,957,178,348,8,124,9,17,93,55.19,10.27,20.07,0.46,7.15,0.52,0.98,5.36
95AA03,1822,1208,68,317,9,132,3,11,74,66.30,3.73,17.40,0.49,7.24,0.16,0.60,4.06
95AA04,3013,1632,436,560,21,244,13,37,70,54.17,14.47,18.59,0.70,8.10,0.43,1.23,2.32
95AA05,2701,871,778,798,20,87,43,23,81,32.25,28.80,29.54,0.74,3.22,1.59,0.85,3.00
95AA06,4647,930,2359,991,17,112,94,35,109,20.01,50.76,21.33,0.37,2.41,2.02,0.75,2.35
95AA07,2140,1348,113,344,20,196,5,28,86,62.99,5.28,16.07,0.93,9.16,0.23,1.31,4.02
95AA08,1698,823,214,427,18,92,7,6,111,48.47,12.60,25.15,1.06,5.42,0.41,0.35,6.54
95AA09,2220,1283,132,409,14,200,12,25,145,57.79,5.95,18.42,0.63,9.01,0.54,1.13,6.53
95AA10,1953,1007,181,458,18,135,17,32,105,51.56,9.27,23.45,0.92,6.91,0.87,1.64,5.38
95AA11,5364,2497,560,1222,51,391,42,91,510,46.55,10.44,22.78,0.95,7.29,0.78,1.70,9.51
95AA12,2775,1771,85,453,19,325,20,48,54,63.82,3.06,16.32,0.68,11.71,0.72,1.73,1.95
95AA13,3307,1029,918,859,34,126,63,55,223,31.12,27.76,25.98,1.03,3.81,1.91,1.66,6.74
95AA14,2349,1145,353,511,28,207,17,31,57,48.74,15.03,21.75,1.19,8.81,0.72,1.32,2.43
95AA15,4186,1875,452,920,32,304,26,39,538,44.79,10.80,21.98,0.76,7.26,0.62,0.93,12.85
95AA16,1807,1032,40,353,6,154,10,8,204,57.11,2.21,19.54,0.33,8.52,0.55,0.44,11.29
95AA17,2142,1105,216,536,5,133,3,7,137,51.59,10.08,25.02,0.23,6.21,0.14,0.33,6.40
95AA18,2439,1454,132,426,18,269,9,35,96,59.61,5.41,17.47,0.74,11.03,0.37,1.44,3.94
95AA19,2687,323,1344,854,15,27,39,12,73,12.02,50.02,31.78,0.56,1.00,1.45,0.45,2.72
95BB01,3609,2141,162,641,9,488,19,61,88,59.32,4.49,17.76,0.25,13.52,0.53,1.69,2.44
95BB02,2347,1444,88,452,7,234,4,31,87,61.53,3.75,19.26,0.30,9.97,0.17,1.32,3.71
95BB03,4219,2694,113,720,28,454,6,55,149,63.85,2.68,17.07,0.66,10.76,0.14,1.30,3.53
95BB04,3048,1853,94,553,29,370,6,60,83,60.79,3.08,18.14,0.95,12.14,0.20,1.97,2.72
95BB05,3401,2071,119,615,18,447,5,37,89,60.89,3.50,18.08,0.53,13.14,0.15,1.09,2.62
95BB06,2870,1732,89,586,13,300,9,19,122,60.35,3.10,20.42,0.45,10.45,0.31,0.66,4.25
95BB07,2953,1900,59,533,15,284,11,36,115,64.34,2.00,18.05,0.51,9.62,0.37,1.22,3.89
95BB08,2625,1694,57,458,5,288,11,21,91,64.53,2.17,17.45,0.19,10.97,0.42,0.80,3.47
95BB09,2943,1806,66,471,15,389,10,68,118,61.37,2.24,16.00,0.51,13.22,0.34,2.31,4.01
95BB10,3327,1996,130,545,46,389,9,55,157,59.99,3.91,16.38,1.38,11.69,0.27,1.65,4.72
95BB11,2955,1887,62,492,19,356,11,31,97,63.86,2.10,16.65,0.64,12.05,0.37,1.05,3.28
95BB12,2776,1713,88,490,24,300,12,53,96,61.71,3.17,17.65,0.86,10.81,0.43,1.91,3.46
95BB13,4444,2828,91,783,31,529,6,37,139,63.64,2.05,17.62,0.70,11.90,0.14,0.83,3.13
95BB14,3116,1804,132,528,55,381,14,64,138,57.89,4.24,16.94,1.77,12.23,0.45,2.05,4.43
95BB15,3489,1388,629,1038,27,201,54,37,115,39.78,18.03,29.75,0.77,5.76,1.55,1.06,3.30
95BB16,3136,1971,88,487,41,411,7,63,68,62.85,2.81,15.53,1.31,13.11,0.22,2.01,2.17
95BB17,3556,2225,87,643,22,385,17,55,122,62.57,2.45,18.08,0.62,10.83,0.48,1.55,3.43
95BB18,4279,2691,103,737,20,536,16,42,134,62.89,2.41,17.22,0.47,12.53,0.37,0.98,3.13
95BB19,4788,2978,143,805,22,643,12,47,138,62.20,2.99,16.81,0.46,13.43,0.25,0.98,2.88
95BB20,3413,976,1057,1066,54,94,33,44,89,28.60,30.97,31.23,1.58,2.75,0.97,1.29,2.61
95BB21,4719,2849,235,798,26,552,21,48,190,60.37,4.98,16.91,0.55,11.70,0.45,1.02,4.03
95BB22,3040,1947,53,546,2,368,4,14,106,64.05,1.74,17.96,0.07,12.11,0.13,0.46,3.49
95BB23,3025,1797,122,539,18,383,14,46,106,59.40,4.03,17.82,0.60,12.66,0.46,1.52,3.50
95CC01,2558,262,1288,709,10,20,30,20,219,10.24,50.35,27.72,0.39,0.78,1.17,0.78,8.56
95CC02,2725,606,1226,683,15,77,46,22,50,22.24,44.99,25.06,0.55,2.83,1.69,0.81,1.83
95CC03,2817,285,1446,614,7,14,31,6,414,10.12,51.33,21.80,0.25,0.50,1.10,0.21,14.70
95CC04,2440,543,1198,530,2,71,37,10,49,22.25,49.10,21.72,0.08,2.91,1.52,0.41,2.01
95CC05,2774,785,1096,631,9,60,29,21,143,28.30,39.51,22.75,0.32,2.16,1.05,0.76,5.16
95CC06,2776,936,911,559,21,123,44,27,155,33.72,32.82,20.14,0.76,4.43,1.59,0.97,5.58
95CC07,3475,508,1884,827,13,90,41,6,106,14.62,54.22,23.80,0.37,2.59,1.18,0.17,3.05
95CC08,2565,181,1502,654,5,25,32,12,154,7.06,58.56,25.50,0.19,0.97,1.25,0.47,6.00
95CC09,3354,2213,178,488,12,311,8,27,117,65.98,5.31,14.55,0.36,9.27,0.24,0.81,3.49
95CC10,2577,1479,272,436,28,229,11,40,82,57.39,10.55,16.92,1.09,8.89,0.43,1.55,3.18
95CC11,1795,195,936,488,8,11,30,4,123,10.86,52.14,27.19,0.45,0.61,1.67,0.22,6.85
95CC12,2785,1079,989,462,8,139,43,15,50,38.74,35.51,16.59,0.29,4.99,1.54,0.54,1.80
95CC13,2474,887,874,538,8,71,26,13,57,35.85,35.33,21.75,0.32,2.87,1.05,0.53,2.30
95CC14,3035,1997,172,466,14,263,8,21,94,65.80,5.67,15.35,0.46,8.67,0.26,0.69,3.10
95CC15,2903,1323,656,549,11,197,31,20,116,45.57,22.60,18.91,0.38,6.79,1.07,0.69,4.00
95CC16,2820,1708,257,457,10,235,11,23,119,60.57,9.11,16.21,0.35,8.33,0.39,0.82,4.22
95CC17,2730,644,1225,632,17,97,20,7,88,23.59,44.87,23.15,0.62,3.55,0.73,0.26,3.22
95CC18,2342,759,674,452,16,148,35,27,231,32.41,28.78,19.30,0.68,6.32,1.49,1.15,9.86
95CC19,2720,1338,556,517,5,183,19,19,83,49.19,20.44,19.01,0.18,6.73,0.70,0.70,3.05
95CC20,3010,1844,74,513,19,336,4,18,202,61.26,2.46,17.04,0.63,11.16,0.13,0.60,6.71
95CC21,2925,1821,149,522,19,264,10,19,121,62.26,5.09,17.85,0.65,9.03,0.34,0.65,4.14
95CC22,1740,964,188,235,15,105,4,10,219,55.40,10.80,13.51,0.86,6.03,0.23,0.57,12.59
95DD01,2099,1259,125,288,15,229,5,18,160,59.98,5.96,13.72,0.71,10.91,0.24,0.86,7.62
95DD02,3888,2748,101,439,18,456,7,22,97,70.68,2.60,11.29,0.46,11.73,0.18,0.57,2.49
95DD03,3503,2025,156,604,25,358,20,40,275,57.81,4.45,17.24,0.71,10.22,0.57,1.14,7.85
95DD04,1926,1361,58,291,10,148,2,8,48,70.66,3.01,15.11,0.52,7.68,0.10,0.42,2.49
95DD05,1739,1283,30,213,1,157,0,5,50,73.78,1.73,12.25,0.06,9.03,0,0.29,2.88
95DD06,2588,1533,169,407,24,237,17,38,163,59.23,6.53,15.73,0.93,9.16,0.66,1.47,6.30
95DD07,3363,2254,78,505,16,375,3,39,93,67.02,2.32,15.02,0.48,11.15,0.09,1.16,2.77
95DD08,2126,939,209,390,12,112,13,14,437,44.17,9.83,18.34,0.56,5.27,0.61,0.66,20.56
95DD09,2590,1773,72,369,9,270,9,21,67,68.46,2.78,14.25,0.35,10.42,0.35,0.81,2.59
95DD10,2805,1971,40,351,3,317,7,16,100,70.27,1.43,12.51,0.11,11.30,0.25,0.57,3.57
95DD11,2363,1012,349,526,13,106,11,29,317,42.83,14.77,22.26,0.55,4.49,0.47,1.23,13.42
95DD12,2610,1581,203,423,10,298,25,21,49,60.57,7.78,16.21,0.38,11.42,0.96,0.80,1.88
95DD13,1784,691,324,413,24,89,12,14,217,38.73,18.16,23.15,1.35,4.99,0.67,0.78,12.16
95DD14,3277,2112,101,486,18,403,17,52,88,64.45,3.08,14.83,0.55,12.30,0.52,1.59,2.69
95DD15,3451,1176,1005,925,18,171,41,39,76,34.08,29.12,26.80,0.52,4.96,1.19,1.13,2.20
95DD16,2981,1911,146,459,15,323,17,39,71,64.11,4.90,15.40,0.50,10.84,0.57,1.31,2.38
95DD17,3461,1546,701,805,11,235,64,32,67,44.67,20.25,23.26,0.32,6.79,1.85,0.92,1.94
95DD18,1885,1212,49,284,7,204,0,13,116,64.30,2.60,15.07,0.37,10.82,0,0.69,6.15
95DD19,3364,2288,82,407,13,443,10,20,101,68.01,2.44,12.10,0.39,13.17,0.30,0.59,3.00
95DD20,1746,1139,54,340,5,139,1,9,59,65.23,3.09,19.47,0.29,7.96,0.06,0.52,3.38
95DD21,2139,1030,213,400,17,156,22,22,279,48.15,9.96,18.70,0.79,7.29,1.03,1.03,13.04
95DD22,3136,1704,502,602,21,187,27,23,70,54.34,16.01,19.20,0.67,5.96,0.86,0.73,2.23
95DD23,2509,1612,142,432,13,236,9,19,46,64.25,5.66,17.22,0.52,9.41,0.36,0.76,1.83
95DD24,2711,900,733,658,27,89,32,54,218,33.20,27.04,24.27,1.00,3.28,1.18,1.99,8.04
95EE01,1895,238,836,691,4,40,52,14,20,12.56,44.12,36.46,0.21,2.11,2.74,0.74,1.06
95EE02,2095,1407,75,338,8,201,6,9,51,67.16,3.58,16.13,0.38,9.59,0.29,0.43,2.43
95EE03,1999,1293,88,299,12,171,5,25,106,64.68,4.40,14.96,0.60,8.55,0.25,1.25,5.30
95EE04,1993,953,352,483,9,136,8,21,31,47.82,17.66,24.23,0.45,6.82,0.40,1.05,1.56
95EE05,1509,905,58,297,5,172,11,13,48,59.97,3.84,19.68,0.33,11.40,0.73,0.86,3.18
95EE06,2278,439,1034,619,19,38,47,3,79,19.27,45.39,27.17,0.83,1.67,2.06,0.13,3.47
95EE07,1798,1139,86,372,8,145,4,9,35,63.35,4.78,20.69,0.44,8.06,0.22,0.50,1.95
95EE08,1719,1064,81,336,16,143,7,24,48,61.90,4.71,19.55,0.93,8.32,0.41,1.40,2.79
95EE09,1890,902,322,426,13,134,26,14,53,47.72,17.04,22.54,0.69,7.09,1.38,0.74,2.80
95EE10,1797,590,559,432,1,56,30,11,118,32.83,31.11,24.04,0.06,3.12,1.67,0.61,6.57
95EE11,1677,788,212,449,24,123,9,21,51,46.99,12.64,26.77,1.43,7.33,0.54,1.25,3.04
95EE12,2507,1581,98,435,10,230,6,15,132,63.06,3.91,17.35,0.40,9.17,0.24,0.60,5.27
95EE13,1529,910,92,298,15,108,10,20,76,59.52,6.02,19.49,0.98,7.06,0.65,1.31,4.97
95EE14,2684,1717,128,478,9,228,2,23,99,63.97,4.77,17.81,0.34,8.49,0.07,0.86,3.69
95EE15,1728,1011,118,346,10,164,16,8,55,58.51,6.83,20.02,0.58,9.49,0.93,0.46,3.18
95EE16,2126,1091,279,503,6,174,17,11,45,51.32,13.12,23.66,0.28,8.18,0.80,0.52,2.12
95FF01,4796,2418,648,995,36,376,26,100,197,50.42,13.51,20.75,0.75,7.84,0.54,2.09,4.11
95FF02,2817,959,783,774,8,138,54,19,82,34.04,27.80,27.48,0.28,4.90,1.92,0.67,2.91
95FF03,3006,1480,386,714,21,247,13,20,125,49.23,12.84,23.75,0.70,8.22,0.43,0.67,4.16
95FF04,2629,1240,457,618,13,185,25,43,48,47.17,17.38,23.51,0.49,7.04,0.95,1.64,1.83
95FF05,2563,1455,130,579,8,212,15,30,134,56.77,5.07,22.59,0.31,8.27,0.59,1.17,5.23
95FF06,4116,2446,191,792,40,408,17,52,170,59.43,4.64,19.24,0.97,9.91,0.41,1.26,4.13
95FF07,2769,1274,463,714,19,140,27,29,103,46.01,16.72,25.79,0.69,5.06,0.98,1.05,3.72
95FF08,2364,1391,224,447,14,170,21,24,73,58.84,9.48,18.91,0.59,7.19,0.89,1.02,3.09
95FF09,2522,1250,417,563,19,153,14,20,86,49.56,16.53,22.32,0.75,6.07,0.56,0.79,3.41
95FF10,3473,2162,223,615,18,354,4,28,69,62.25,6.42,17.71,0.52,10.19,0.12,0.81,1.99
95FF11,2582,1400,367,526,7,185,27,14,56,54.22,14.21,20.37,0.27,7.16,1.05,0.54,2.17
