GeographyCode,KS208NI0001,KS208NI0002,KS208NI0003,KS208NI0004,KS208NI0005,KS208NI0006,KS208NI0007,KS208NI0008,KS208NI0009
95LL13,1097,959,39,8,91,87.42,3.56,0.73,8.30
95LL14,970,954,10,1,5,98.35,1.03,0.10,0.52
95LL15,1330,1239,21,8,62,93.16,1.58,0.60,4.66
95LL16,2282,2016,52,27,187,88.34,2.28,1.18,8.19
95LL17,1106,1028,17,10,51,92.95,1.54,0.90,4.61
95LL18,1331,1290,9,5,27,96.92,0.68,0.38,2.03
95LL19,1904,1845,20,3,36,96.90,1.05,0.16,1.89
95LL20,942,904,8,1,29,95.97,0.85,0.11,3.08
95LL21,1662,1542,27,3,90,92.78,1.62,0.18,5.42
95LL22,1424,1352,18,3,51,94.94,1.26,0.21,3.58
95LL23,973,899,13,8,53,92.39,1.34,0.82,5.45
95LL24,1312,1261,17,3,31,96.11,1.30,0.23,2.36
95LL25,1739,1709,12,2,16,98.27,0.69,0.12,0.92
95LL26,1490,1406,16,2,66,94.36,1.07,0.13,4.43
95MM01,1897,1839,26,9,23,96.94,1.37,0.47,1.21
95MM02,1144,1125,15,0,4,98.34,1.31,0,0.35
95MM03,1155,1140,10,0,5,98.70,0.87,0,0.43
95MM04,890,878,6,0,6,98.65,0.67,0,0.67
95MM05,1062,1049,9,0,4,98.78,0.85,0,0.38
95MM06,949,939,5,1,4,98.95,0.53,0.11,0.42
95MM07,1201,1184,8,0,9,98.58,0.67,0,0.75
95MM08,1238,1223,7,3,5,98.79,0.57,0.24,0.40
95MM09,1220,1212,5,0,3,99.34,0.41,0,0.25
95MM10,987,979,4,2,2,99.19,0.41,0.20,0.20
95MM11,855,841,7,1,6,98.36,0.82,0.12,0.70
95MM12,1976,1951,15,4,6,98.73,0.76,0.20,0.30
95MM13,2990,2947,24,2,17,98.56,0.80,0.07,0.57
95MM14,1176,1103,16,10,47,93.79,1.36,0.85,4.00
95MM15,1570,1540,13,0,17,98.09,0.83,0,1.08
95MM16,2079,1975,33,9,62,95.00,1.59,0.43,2.98
95MM17,1347,1326,15,1,5,98.44,1.11,0.07,0.37
95MM18,1766,1733,17,2,14,98.13,0.96,0.11,0.79
95MM19,1269,1224,12,2,31,96.45,0.95,0.16,2.44
95MM20,1469,1433,13,3,20,97.55,0.88,0.20,1.36
95MM21,1254,1241,5,1,7,98.96,0.40,0.08,0.56
95MM22,973,958,9,0,6,98.46,0.92,0,0.62
95MM23,1074,1024,22,2,26,95.34,2.05,0.19,2.42
95MM24,892,883,5,0,4,98.99,0.56,0,0.45
95MM25,2188,2154,16,4,14,98.45,0.73,0.18,0.64
95MM26,1056,1037,14,0,5,98.20,1.33,0,0.47
95MM27,1614,1500,42,2,70,92.94,2.60,0.12,4.34
95MM28,1095,1068,14,0,13,97.53,1.28,0,1.19
95MM29,1490,1414,27,2,47,94.90,1.81,0.13,3.15
95MM30,903,882,14,1,6,97.67,1.55,0.11,0.66
95NN01,1201,1183,10,1,7,98.50,0.83,0.08,0.58
95NN02,836,826,8,0,2,98.80,0.96,0,0.24
95NN03,1133,1099,7,2,25,97.00,0.62,0.18,2.21
95NN04,1175,1148,12,6,9,97.70,1.02,0.51,0.77
95NN05,1075,1041,6,3,25,96.84,0.56,0.28,2.33
95NN06,1237,1195,17,1,24,96.60,1.37,0.08,1.94
95NN07,1246,1220,10,3,13,97.91,0.80,0.24,1.04
95NN08,1196,1154,16,1,25,96.49,1.34,0.08,2.09
95NN09,1092,1081,5,2,4,98.99,0.46,0.18,0.37
95NN10,1290,1260,12,0,18,97.67,0.93,0,1.40
95NN11,1297,1278,11,1,7,98.54,0.85,0.08,0.54
95NN12,1128,1107,10,1,10,98.14,0.89,0.09,0.89
95NN13,1064,1046,9,0,9,98.31,0.85,0,0.85
95NN14,1205,1181,13,2,9,98.01,1.08,0.17,0.75
95NN15,1230,1201,15,2,12,97.64,1.22,0.16,0.98
95NN16,1128,1114,9,0,5,98.76,0.80,0,0.44
95NN17,928,904,5,1,18,97.41,0.54,0.11,1.94
95NN18,1023,992,17,1,13,96.97,1.66,0.10,1.27
95NN19,1336,1320,6,0,10,98.80,0.45,0,0.75
95NN20,1073,1062,5,0,6,98.97,0.47,0,0.56
95NN21,1151,1109,24,1,17,96.35,2.09,0.09,1.48
95NN22,1003,993,7,1,2,99.00,0.70,0.10,0.20
95NN23,1159,1142,9,1,7,98.53,0.78,0.09,0.60
95OO01,809,788,9,2,10,97.40,1.11,0.25,1.24
95OO02,703,686,5,1,11,97.58,0.71,0.14,1.56
95OO03,914,842,13,7,52,92.12,1.42,0.77,5.69
95OO04,877,838,14,2,23,95.55,1.60,0.23,2.62
95OO05,1021,766,30,19,206,75.02,2.94,1.86,20.18
95OO06,941,870,12,5,54,92.45,1.28,0.53,5.74
95OO07,854,830,8,4,12,97.19,0.94,0.47,1.41
95OO08,887,863,6,2,16,97.29,0.68,0.23,1.80
95OO09,744,722,6,2,14,97.04,0.81,0.27,1.88
95OO10,1163,1081,22,6,54,92.95,1.89,0.52,4.64
95OO11,956,870,12,5,69,91.00,1.26,0.52,7.22
95OO12,999,932,9,3,55,93.29,0.90,0.30,5.51
95OO13,976,752,36,8,180,77.05,3.69,0.82,18.44
95OO14,866,830,11,2,23,95.84,1.27,0.23,2.66
95OO15,870,694,20,16,140,79.77,2.30,1.84,16.09
95OO16,853,819,7,3,24,96.01,0.82,0.35,2.81
95OO17,978,951,5,4,18,97.24,0.51,0.41,1.84
95OO18,1099,858,31,12,198,78.07,2.82,1.09,18.02
95OO19,1046,937,23,12,74,89.58,2.20,1.15,7.07
95OO20,854,774,17,3,60,90.63,1.99,0.35,7.03
95OO21,904,741,25,9,129,81.97,2.77,1.00,14.27
95OO22,956,926,13,3,14,96.86,1.36,0.31,1.46
95PP01,950,935,4,1,10,98.42,0.42,0.11,1.05
95PP02,933,921,8,0,4,98.71,0.86,0,0.43
95PP03,971,955,9,1,6,98.35,0.93,0.10,0.62
95PP04,1081,1067,8,1,5,98.70,0.74,0.09,0.46
95PP05,822,819,3,0,0,99.64,0.36,0,0
95PP06,1554,1439,18,7,90,92.60,1.16,0.45,5.79
95PP07,987,963,2,2,20,97.57,0.20,0.20,2.03
95PP08,960,911,10,1,38,94.90,1.04,0.10,3.96
95PP09,757,712,6,4,35,94.06,0.79,0.53,4.62
95PP10,798,774,9,1,14,96.99,1.13,0.13,1.75
95PP11,1040,979,17,2,42,94.13,1.63,0.19,4.04
95PP12,891,875,9,0,7,98.20,1.01,0,0.79
95PP13,1060,1017,14,3,26,95.94,1.32,0.28,2.45
95PP14,1347,1324,15,0,8,98.29,1.11,0,0.59
95PP15,1089,1076,5,1,7,98.81,0.46,0.09,0.64
95PP16,705,699,1,1,4,99.15,0.14,0.14,0.57
95PP17,1028,973,19,1,35,94.65,1.85,0.10,3.40
95PP18,1093,1069,13,0,11,97.80,1.19,0,1.01
95PP19,933,915,9,0,9,98.07,0.96,0,0.96
95PP20,1379,1265,26,8,80,91.73,1.89,0.58,5.80
95PP21,783,766,9,0,8,97.83,1.15,0,1.02
95PP22,1010,976,6,2,26,96.63,0.59,0.20,2.57
95PP23,898,887,7,1,3,98.78,0.78,0.11,0.33
95QQ01,707,702,1,0,4,99.29,0.14,0,0.57
95QQ02,996,987,5,1,3,99.10,0.50,0.10,0.30
95QQ03,507,502,1,0,4,99.01,0.20,0,0.79
95QQ04,692,687,5,0,0,99.28,0.72,0,0
95QQ05,1127,1120,4,0,3,99.38,0.35,0,0.27
95QQ06,754,741,6,1,6,98.28,0.80,0.13,0.80
95QQ07,919,905,6,0,8,98.48,0.65,0,0.87
95QQ08,698,694,2,0,2,99.43,0.29,0,0.29
95QQ09,838,833,2,1,2,99.40,0.24,0.12,0.24
95QQ10,688,686,1,0,1,99.71,0.15,0,0.15
95QQ11,776,773,2,0,1,99.61,0.26,0,0.13
95QQ12,758,741,6,1,10,97.76,0.79,0.13,1.32
95QQ13,1031,1016,12,1,2,98.55,1.16,0.10,0.19
95QQ14,2045,2023,6,1,15,98.92,0.29,0.05,0.73
95QQ15,761,736,11,1,13,96.71,1.45,0.13,1.71
95RR01,1502,1487,7,2,6,99.00,0.47,0.13,0.40
95RR02,647,641,2,1,3,99.07,0.31,0.15,0.46
95RR03,617,609,3,2,3,98.70,0.49,0.32,0.49
95RR04,752,734,4,1,13,97.61,0.53,0.13,1.73
95RR05,966,951,5,1,9,98.45,0.52,0.10,0.93
95RR06,708,708,0,0,0,100.00,0,0,0
95RR07,859,856,3,0,0,99.65,0.35,0,0
95RR08,713,708,4,0,1,99.30,0.56,0,0.14
95RR09,1381,1353,6,2,20,97.97,0.43,0.14,1.45
95RR10,582,570,4,1,7,97.94,0.69,0.17,1.20
95RR11,652,642,7,0,3,98.47,1.07,0,0.46
95RR12,606,602,1,2,1,99.34,0.17,0.33,0.17
95RR13,657,637,1,0,19,96.96,0.15,0,2.89
95RR14,654,650,1,1,2,99.39,0.15,0.15,0.31
95RR15,802,794,4,1,3,99.00,0.50,0.12,0.37
95SS01,1681,1656,15,1,9,98.51,0.89,0.06,0.54
95SS02,1530,1503,9,2,16,98.24,0.59,0.13,1.05
95SS03,1189,1182,4,0,3,99.41,0.34,0,0.25
95SS04,2935,2844,36,6,49,96.90,1.23,0.20,1.67
95SS05,1441,1400,13,2,26,97.15,0.90,0.14,1.80
95SS06,1935,1894,24,4,13,97.88,1.24,0.21,0.67
95SS07,3406,3310,46,6,44,97.18,1.35,0.18,1.29
95SS08,1670,1650,12,1,7,98.80,0.72,0.06,0.42
95SS09,1334,1301,24,1,8,97.53,1.80,0.07,0.60
95SS10,1607,1565,22,0,20,97.39,1.37,0,1.24
95SS11,1863,1841,10,3,9,98.82,0.54,0.16,0.48
95SS12,1251,1229,12,3,7,98.24,0.96,0.24,0.56
95SS13,1336,1252,27,6,51,93.71,2.02,0.45,3.82
95SS14,1246,1204,22,2,18,96.63,1.77,0.16,1.44
95SS15,1516,1497,12,0,7,98.75,0.79,0,0.46
95SS16,1152,1115,20,1,16,96.79,1.74,0.09,1.39
95SS17,1749,1675,21,3,50,95.77,1.20,0.17,2.86
95SS18,1342,1284,11,5,42,95.68,0.82,0.37,3.13
95SS19,1236,1204,13,3,16,97.41,1.05,0.24,1.29
95SS20,1096,1067,10,1,18,97.35,0.91,0.09,1.64
95SS21,1656,1639,14,0,3,98.97,0.85,0,0.18
95SS22,1254,1220,24,3,7,97.29,1.91,0.24,0.56
95SS23,1532,1514,6,1,11,98.83,0.39,0.07,0.72
95SS24,1914,1854,23,3,34,96.87,1.20,0.16,1.78
95SS25,1117,1074,10,3,30,96.15,0.90,0.27,2.69
95SS26,1314,1291,19,1,3,98.25,1.45,0.08,0.23
95SS27,1194,1154,17,1,22,96.65,1.42,0.08,1.84
95SS28,1071,1003,13,4,51,93.65,1.21,0.37,4.76
95SS29,1031,1010,13,3,5,97.96,1.26,0.29,0.48
95SS30,1125,1100,12,2,11,97.78,1.07,0.18,0.98
95TT01,838,822,9,1,6,98.09,1.07,0.12,0.72
95TT02,857,841,7,0,9,98.13,0.82,0,1.05
