GeographyCode,KS407NI0001,KS407NI0002,KS407NI0003,KS407NI0004,KS407NI0005,KS407NI0006,KS407NI0007,KS407NI0008,KS407NI0009,KS407NI0010,KS407NI0011,KS407NI0012,KS407NI0013,KS407NI0014,KS407NI0015,KS407NI0016,KS407NI0017,KS407NI0018,KS407NI0019,KS407NI0020,KS407NI0021,KS407NI0022,KS407NI0023,KS407NI0024,KS407NI0025,KS407NI0026,KS407NI0027,KS407NI0028,KS407NI0029,KS407NI0030
95CC10,2,82,0,0,0,0,82,0,0,0,0,0,72,9,0,0,0,0,0,0,100.00,0,0,0,0,0,87.80,10.98,0,0
95CC11,1,8,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,100.00,0,0,0,50.00
95CC12,1,34,0,0,0,0,34,0,0,0,0,0,30,0,0,0,0,0,0,0,100.00,0,0,0,0,0,88.24,0,0,0
95CC13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC14,1,18,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,100.00,0,0,0,0,0,100.00,0,0,0
95CC15,1,10,0,0,10,0,0,0,0,0,0,0,8,2,0,0,0,0,100.00,0,0,0,0,0,0,0,80.00,20.00,0,0
95CC16,1,19,0,0,0,0,0,19,0,0,0,0,11,8,0,0,0,0,0,0,0,100.00,0,0,0,0,57.89,42.11,0,0
95CC17,2,6,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,0,0,0,100.00,0,0,33.33,33.33
95CC18,3,33,0,0,0,0,0,33,0,0,0,0,14,13,0,0,0,0,0,0,0,100.00,0,0,0,0,42.42,39.39,0,0
95CC19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC20,1,44,0,0,0,0,44,0,0,0,0,0,38,6,0,0,0,0,0,0,100.00,0,0,0,0,0,86.36,13.64,0,0
95CC21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95CC22,2,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0,0
95DD01,3,68,0,0,0,0,50,0,0,0,0,18,47,3,5,3,0,0,0,0,73.53,0,0,0,0,26.47,69.12,4.41,7.35,4.41
95DD02,1,16,0,0,0,0,0,16,0,0,0,0,11,5,0,0,0,0,0,0,0,100.00,0,0,0,0,68.75,31.25,0,0
95DD03,2,29,0,0,29,0,0,0,0,0,0,0,25,4,0,0,0,0,100.00,0,0,0,0,0,0,0,86.21,13.79,0,0
95DD04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD06,3,161,0,0,0,0,125,36,0,0,0,0,137,23,0,0,0,0,0,0,77.64,22.36,0,0,0,0,85.09,14.29,0,0
95DD07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD08,4,43,0,0,0,0,0,0,0,12,0,31,8,4,7,8,0,0,0,0,0,0,0,27.91,0,72.09,18.60,9.30,16.28,18.60
95DD09,1,18,0,0,0,0,0,18,0,0,0,0,11,5,0,0,0,0,0,0,0,100.00,0,0,0,0,61.11,27.78,0,0
95DD10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD12,1,28,0,0,0,0,28,0,0,0,0,0,25,3,0,0,0,0,0,0,100.00,0,0,0,0,0,89.29,10.71,0,0
95DD13,3,41,0,0,0,0,39,0,2,0,0,0,38,3,0,0,0,0,0,0,95.12,0,4.88,0,0,0,92.68,7.32,0,0
95DD14,3,9,0,0,0,0,0,7,0,0,0,2,5,1,1,0,0,0,0,0,0,77.78,0,0,0,22.22,55.56,11.11,11.11,0
95DD15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD16,1,38,0,0,38,0,0,0,0,0,0,0,36,2,0,0,0,0,100.00,0,0,0,0,0,0,0,94.74,5.26,0,0
95DD17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95DD18,3,72,0,0,0,0,55,0,6,0,0,11,51,6,5,1,0,0,0,0,76.39,0,8.33,0,0,15.28,70.83,8.33,6.94,1.39
95DD19,1,49,0,0,0,0,49,0,0,0,0,0,40,7,0,0,0,0,0,0,100.00,0,0,0,0,0,81.63,14.29,0,0
95DD20,1,4,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,100.00,0,0,0,0,0,0,0,50.00,50.00,0,0
95DD21,1,9,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,0,0,0,0,0,0,100.00,0,0,55.56,44.44,0,0
95DD22,1,18,0,0,0,0,0,0,0,0,0,18,0,0,3,2,0,0,0,0,0,0,0,0,0,100.00,0,0,16.67,11.11
95DD23,1,19,0,0,0,0,0,19,0,0,0,0,18,1,0,0,0,0,0,0,0,100.00,0,0,0,0,94.74,5.26,0,0
95DD24,1,19,0,0,19,0,0,0,0,0,0,0,12,7,0,0,0,0,100.00,0,0,0,0,0,0,0,63.16,36.84,0,0
95EE01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE03,3,16,0,0,0,16,0,0,0,0,0,0,13,2,0,0,0,0,0,100.00,0,0,0,0,0,0,81.25,12.50,0,0
95EE04,1,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,100.00,0,0,0,0,100.00,0,0,0
95EE05,2,12,0,0,0,0,0,12,0,0,0,0,10,2,0,0,0,0,0,0,0,100.00,0,0,0,0,83.33,16.67,0,0
95EE06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE08,3,86,0,0,20,0,66,0,0,0,0,0,76,8,0,0,0,0,23.26,0,76.74,0,0,0,0,0,88.37,9.30,0,0
95EE09,2,31,0,0,0,0,0,31,0,0,0,0,18,10,0,0,0,0,0,0,0,100.00,0,0,0,0,58.06,32.26,0,0
95EE10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE12,1,7,0,0,0,7,0,0,0,0,0,0,3,2,0,0,0,0,0,100.00,0,0,0,0,0,0,42.86,28.57,0,0
95EE13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95EE16,1,15,0,0,0,0,0,15,0,0,0,0,10,5,0,0,0,0,0,0,0,100.00,0,0,0,0,66.67,33.33,0,0
95FF01,3,43,0,0,0,0,43,0,0,0,0,0,39,3,0,0,0,0,0,0,100.00,0,0,0,0,0,90.70,6.98,0,0
95FF02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF06,2,62,0,0,17,0,45,0,0,0,0,0,38,24,0,0,0,0,27.42,0,72.58,0,0,0,0,0,61.29,38.71,0,0
95FF07,1,6,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,100.00,0,0,0,0,0,0,33.33,33.33,0,0
95FF08,4,36,0,0,25,11,0,0,0,0,0,0,23,8,0,0,0,0,69.44,30.56,0,0,0,0,0,0,63.89,22.22,0,0
95FF09,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,100.00,0,0,0,0,0,0,0,0,100.00,0,0
95FF10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF12,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,100.00,0,0,0,33.33
95FF13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95FF14,1,19,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,100.00,0,0,0,0,0,100.00,0,0,0
95FF15,3,60,0,0,0,0,27,0,0,33,0,0,52,7,0,0,0,0,0,0,45.00,0,0,55.00,0,0,86.67,11.67,0,0
95FF16,1,57,0,0,0,0,57,0,0,0,0,0,56,1,0,0,0,0,0,0,100.00,0,0,0,0,0,98.25,1.75,0,0
95FF17,2,7,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,0,0,0,0,100.00,0,0,0,0,57.14,42.86,0,0
95GG01,4,62,0,0,28,34,0,0,0,0,0,0,42,18,0,0,0,0,45.16,54.84,0,0,0,0,0,0,67.74,29.03,0,0
95GG02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG03,4,82,0,0,0,0,59,0,0,23,0,0,68,14,0,0,0,0,0,0,71.95,0,0,28.05,0,0,82.93,17.07,0,0
95GG04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG05,2,36,0,11,0,0,0,25,0,0,0,0,24,9,0,0,0,30.56,0,0,0,69.44,0,0,0,0,66.67,25.00,0,0
95GG06,1,59,0,0,0,0,59,0,0,0,0,0,49,10,0,0,0,0,0,0,100.00,0,0,0,0,0,83.05,16.95,0,0
95GG07,1,18,0,0,0,0,0,0,0,0,0,18,0,0,6,1,0,0,0,0,0,0,0,0,0,100.00,0,0,33.33,5.56
95GG08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG09,7,110,0,0,24,0,74,0,6,6,0,0,96,7,0,0,0,0,21.82,0,67.27,0,5.45,5.45,0,0,87.27,6.36,0,0
95GG10,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100.00,0,0,0,0,0,0,100.00,0,0,0
95GG11,5,64,0,0,43,9,0,0,0,0,0,12,31,14,6,2,0,0,67.19,14.06,0,0,0,0,0,18.75,48.44,21.88,9.38,3.13
95GG12,27,219,0,0,6,0,0,0,0,0,139,74,0,2,27,17,0,0,2.74,0,0,0,0,0,63.47,33.79,0,0.91,12.33,7.76
95GG13,3,25,0,0,4,0,21,0,0,0,0,0,19,2,0,0,0,0,16.00,0,84.00,0,0,0,0,0,76.00,8.00,0,0
95GG14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG15,6,230,0,0,0,0,100,123,0,0,0,7,168,40,0,1,0,0,0,0,43.48,53.48,0,0,0,3.04,73.04,17.39,0,0.43
95GG16,6,86,0,0,10,0,0,46,0,0,0,30,43,5,14,11,0,0,11.63,0,0,53.49,0,0,0,34.88,50.00,5.81,16.28,12.79
95GG17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG19,1,58,0,0,0,0,58,0,0,0,0,0,49,7,0,0,0,0,0,0,100.00,0,0,0,0,0,84.48,12.07,0,0
95GG20,9,109,0,0,11,0,0,23,0,0,0,75,24,5,31,20,0,0,10.09,0,0,21.10,0,0,0,68.81,22.02,4.59,28.44,18.35
95GG21,6,105,15,0,15,0,0,0,0,0,0,75,21,6,11,6,14.29,0,14.29,0,0,0,0,0,0,71.43,20.00,5.71,10.48,5.71
95GG22,3,53,0,0,0,0,36,0,0,0,0,17,31,5,6,8,0,0,0,0,67.92,0,0,0,0,32.08,58.49,9.43,11.32,15.09
95GG23,1,56,0,0,0,56,0,0,0,0,0,0,43,12,0,0,0,0,0,100.00,0,0,0,0,0,0,76.79,21.43,0,0
95GG24,11,197,0,0,25,0,83,67,0,12,0,10,149,31,4,2,0,0,12.69,0,42.13,34.01,0,6.09,0,5.08,75.63,15.74,2.03,1.02
95GG25,2,46,0,0,0,0,0,21,25,0,0,0,8,14,0,0,0,0,0,0,0,45.65,54.35,0,0,0,17.39,30.43,0,0
95GG26,2,74,0,0,0,0,47,27,0,0,0,0,60,14,0,0,0,0,0,0,63.51,36.49,0,0,0,0,81.08,18.92,0,0
95GG27,2,92,0,0,0,0,92,0,0,0,0,0,62,24,0,0,0,0,0,0,100.00,0,0,0,0,0,67.39,26.09,0,0
95GG28,1,16,0,0,0,16,0,0,0,0,0,0,10,5,0,0,0,0,0,100.00,0,0,0,0,0,0,62.50,31.25,0,0
95GG29,2,10,0,0,0,0,10,0,0,0,0,0,9,1,0,0,0,0,0,0,100.00,0,0,0,0,0,90.00,10.00,0,0
95GG30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG32,1,18,0,0,0,0,0,18,0,0,0,0,17,1,0,0,0,0,0,0,0,100.00,0,0,0,0,94.44,5.56,0,0
95GG33,10,103,0,0,8,0,45,0,0,15,31,4,52,7,0,0,0,0,7.77,0,43.69,0,0,14.56,30.10,3.88,50.49,6.80,0,0
95GG34,4,61,3,0,17,0,0,30,0,11,0,0,47,13,0,0,4.92,0,27.87,0,0,49.18,0,18.03,0,0,77.05,21.31,0,0
95GG35,5,81,0,0,0,39,0,39,0,3,0,0,51,16,0,0,0,0,0,48.15,0,48.15,0,3.70,0,0,62.96,19.75,0,0
95GG36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG37,6,150,0,0,0,0,117,25,0,7,0,1,110,32,0,0,0,0,0,0,78.00,16.67,0,4.67,0,0.67,73.33,21.33,0,0
95GG38,9,185,0,0,86,0,0,16,0,0,0,83,76,25,10,17,0,0,46.49,0,0,8.65,0,0,0,44.86,41.08,13.51,5.41,9.19
95GG39,18,42,18,0,0,0,0,0,0,0,0,24,17,1,4,5,42.86,0,0,0,0,0,0,0,0,57.14,40.48,2.38,9.52,11.90
95GG40,2,111,0,0,24,0,87,0,0,0,0,0,98,12,0,0,0,0,21.62,0,78.38,0,0,0,0,0,88.29,10.81,0,0
95GG41,6,276,0,0,0,0,115,37,0,0,124,0,129,23,1,4,0,0,0,0,41.67,13.41,0,0,44.93,0,46.74,8.33,0.36,1.45
95GG42,8,1547,0,0,10,0,0,21,0,0,1516,0,11,8,12,55,0,0,0.65,0,0,1.36,0,0,98.00,0,0.71,0.52,0.78,3.56
95GG43,3,91,0,0,0,0,46,35,0,0,0,10,74,6,0,2,0,0,0,0,50.55,38.46,0,0,0,10.99,81.32,6.59,0,2.20
95GG44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG45,1,24,0,0,0,0,0,24,0,0,0,0,18,5,0,0,0,0,0,0,0,100.00,0,0,0,0,75.00,20.83,0,0
95GG46,1,46,0,0,0,0,0,46,0,0,0,0,33,8,0,0,0,0,0,0,0,100.00,0,0,0,0,71.74,17.39,0,0
95GG47,6,65,11,0,23,0,0,0,0,0,0,31,32,1,4,2,16.92,0,35.38,0,0,0,0,0,0,47.69,49.23,1.54,6.15,3.08
95GG48,3,93,0,0,0,0,80,0,0,10,0,3,85,4,2,1,0,0,0,0,86.02,0,0,10.75,0,3.23,91.40,4.30,2.15,1.08
95GG49,7,105,0,0,0,0,0,39,0,0,56,10,23,15,1,0,0,0,0,0,0,37.14,0,0,53.33,9.52,21.90,14.29,0.95,0
95GG50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG51,8,15,0,0,0,15,0,0,0,0,0,0,8,6,0,0,0,0,0,100.00,0,0,0,0,0,0,53.33,40.00,0,0
95HH01,2,78,0,0,0,0,78,0,0,0,0,0,63,9,0,0,0,0,0,0,100.00,0,0,0,0,0,80.77,11.54,0,0
95HH02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH06,1,9,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,100.00,0,0,0,0,100.00,0,0,0
95HH07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH08,3,66,0,0,31,0,35,0,0,0,0,0,52,12,0,0,0,0,46.97,0,53.03,0,0,0,0,0,78.79,18.18,0,0
95HH09,9,77,0,0,37,0,30,9,0,1,0,0,56,17,0,0,0,0,48.05,0,38.96,11.69,0,1.30,0,0,72.73,22.08,0,0
95HH10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0,0,0,0
95HH11,1,51,0,0,0,0,51,0,0,0,0,0,48,2,0,0,0,0,0,0,100.00,0,0,0,0,0,94.12,3.92,0,0
95HH12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH15,2,45,0,0,5,0,40,0,0,0,0,0,38,3,0,0,0,0,11.11,0,88.89,0,0,0,0,0,84.44,6.67,0,0
95HH16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH17,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,100.00,0,0,100.00,0
95II01,1,18,0,0,0,0,18,0,0,0,0,0,16,2,0,0,0,0,0,0,100.00,0,0,0,0,0,88.89,11.11,0,0
95II02,5,361,0,91,0,0,166,0,0,0,0,104,236,16,4,8,0,25.21,0,0,45.98,0,0,0,0,28.81,65.37,4.43,1.11,2.22
