GeographyCode,KS701NI0001,KS701NI0002,KS701NI0003,KS701NI0004,KS701NI0005,KS701NI0006,KS701NI0007,KS701NI0008,KS701NI0009,KS701NI0010,KS701NI0011,KS701NI0012,KS701NI0013,KS701NI0014,KS701NI0015,KS701NI0016,KS701NI0017,KS701NI0018,KS701NI0019,KS701NI0020,KS701NI0021,KS701NI0022,KS701NI0023,KS701NI0024,KS701NI0025,KS701NI0026,KS701NI0027,KS701NI0028,KS701NI0029
95DD04,654,42,5,25,5,290,53,66,23,8,132,5,512,13,142,17,6.42,0.76,3.82,0.76,44.34,8.10,10.09,3.52,1.22,20.18,0.76,2.54,11.97
95DD05,627,66,3,11,2,329,46,47,16,7,94,6,519,9,108,5,10.53,0.48,1.75,0.32,52.47,7.34,7.50,2.55,1.12,14.99,0.96,1.73,4.63
95DD06,1105,80,21,6,4,731,74,113,22,7,44,3,1070,26,34,1,7.24,1.90,0.54,0.36,66.15,6.70,10.23,1.99,0.63,3.98,0.27,2.43,2.94
95DD07,1423,110,16,12,1,973,88,144,6,11,48,14,1383,24,40,4,7.73,1.12,0.84,0.07,68.38,6.18,10.12,0.42,0.77,3.37,0.98,1.74,10.00
95DD08,898,68,21,19,0,331,97,76,22,11,251,2,629,26,267,14,7.57,2.34,2.12,0,36.86,10.80,8.46,2.45,1.22,27.95,0.22,4.13,5.24
95DD09,1215,208,16,7,5,798,35,102,6,4,15,19,1208,23,6,0,17.12,1.32,0.58,0.41,65.68,2.88,8.40,0.49,0.33,1.23,1.56,1.90,0
95DD10,1194,83,31,14,6,749,97,132,12,7,59,4,1140,34,54,11,6.95,2.60,1.17,0.50,62.73,8.12,11.06,1.01,0.59,4.94,0.34,2.98,20.37
95DD11,854,52,10,20,4,450,105,91,27,12,81,2,692,17,162,13,6.09,1.17,2.34,0.47,52.69,12.30,10.66,3.16,1.41,9.48,0.23,2.46,8.02
95DD12,1202,200,10,8,5,820,37,91,2,3,12,14,1197,18,5,0,16.64,0.83,0.67,0.42,68.22,3.08,7.57,0.17,0.25,1.00,1.16,1.50,0
95DD13,693,53,12,10,1,345,68,62,10,9,118,5,601,21,92,1,7.65,1.73,1.44,0.14,49.78,9.81,8.95,1.44,1.30,17.03,0.72,3.49,1.09
95DD14,1564,148,17,24,2,1018,73,157,7,16,93,9,1540,38,23,3,9.46,1.09,1.53,0.13,65.09,4.67,10.04,0.45,1.02,5.95,0.58,2.47,13.04
95DD15,1601,209,20,16,4,1041,84,173,6,2,27,19,1576,34,25,2,13.05,1.25,1.00,0.25,65.02,5.25,10.81,0.37,0.12,1.69,1.19,2.16,8.00
95DD16,1468,223,10,14,3,979,45,142,7,2,19,24,1449,23,19,1,15.19,0.68,0.95,0.20,66.69,3.07,9.67,0.48,0.14,1.29,1.63,1.59,5.26
95DD17,1616,254,6,15,0,1098,50,151,5,3,14,20,1595,19,21,2,15.72,0.37,0.93,0,67.95,3.09,9.34,0.31,0.19,0.87,1.24,1.19,9.52
95DD18,768,82,5,9,4,364,56,89,11,5,133,10,645,10,121,4,10.68,0.65,1.17,0.52,47.40,7.29,11.59,1.43,0.65,17.32,1.30,1.55,3.31
95DD19,1541,178,12,22,8,1012,81,154,11,2,51,10,1499,31,42,3,11.55,0.78,1.43,0.52,65.67,5.26,9.99,0.71,0.13,3.31,0.65,2.07,7.14
95DD20,629,58,5,16,3,253,47,59,11,1,170,6,489,13,140,8,9.22,0.79,2.54,0.48,40.22,7.47,9.38,1.75,0.16,27.03,0.95,2.66,5.71
95DD21,986,58,12,17,1,534,91,106,10,7,142,8,878,22,108,7,5.88,1.22,1.72,0.10,54.16,9.23,10.75,1.01,0.71,14.40,0.81,2.51,6.48
95DD22,1379,197,17,17,3,898,65,123,3,3,43,10,1329,31,44,3,14.29,1.23,1.23,0.22,65.12,4.71,8.92,0.22,0.22,3.12,0.73,2.33,6.82
95DD23,1223,251,10,12,4,755,33,119,3,3,17,16,1211,22,12,0,20.52,0.82,0.98,0.33,61.73,2.70,9.73,0.25,0.25,1.39,1.31,1.82,0
95DD24,1238,109,19,10,4,722,99,130,14,9,114,8,1175,28,63,1,8.80,1.53,0.81,0.32,58.32,8.00,10.50,1.13,0.73,9.21,0.65,2.38,1.59
95EE01,747,98,4,9,0,471,54,79,1,1,20,10,734,13,13,0,13.12,0.54,1.20,0,63.05,7.23,10.58,0.13,0.13,2.68,1.34,1.77,0
95EE02,875,127,8,15,5,566,42,77,1,1,22,11,843,18,32,5,14.51,0.91,1.71,0.57,64.69,4.80,8.80,0.11,0.11,2.51,1.26,2.14,15.63
95EE03,771,61,15,6,6,487,36,80,2,3,72,3,721,14,50,7,7.91,1.95,0.78,0.78,63.16,4.67,10.38,0.26,0.39,9.34,0.39,1.94,14.00
95EE04,840,100,2,15,0,557,41,85,0,0,32,8,815,11,25,6,11.90,0.24,1.79,0,66.31,4.88,10.12,0,0,3.81,0.95,1.35,24.00
95EE05,664,110,10,7,2,423,26,60,2,3,14,7,639,16,24,1,16.57,1.51,1.05,0.30,63.70,3.92,9.04,0.30,0.45,2.11,1.05,2.50,4.17
95EE06,917,110,5,16,1,571,69,109,1,1,25,9,891,20,26,1,12.00,0.55,1.74,0.11,62.27,7.52,11.89,0.11,0.11,2.73,0.98,2.24,3.85
95EE07,674,46,13,16,2,410,32,91,1,1,56,6,640,26,34,3,6.82,1.93,2.37,0.30,60.83,4.75,13.50,0.15,0.15,8.31,0.89,4.06,8.82
95EE08,689,54,15,12,1,433,35,70,2,6,55,6,649,22,40,5,7.84,2.18,1.74,0.15,62.84,5.08,10.16,0.29,0.87,7.98,0.87,3.39,12.50
95EE09,804,136,4,16,1,514,30,74,1,1,23,4,783,19,21,1,16.92,0.50,1.99,0.12,63.93,3.73,9.20,0.12,0.12,2.86,0.50,2.43,4.76
95EE10,760,92,7,12,1,483,41,90,2,2,21,9,733,15,27,4,12.11,0.92,1.58,0.13,63.55,5.39,11.84,0.26,0.26,2.76,1.18,2.05,14.81
95EE11,721,145,8,9,4,431,35,65,4,1,6,13,712,17,9,0,20.11,1.11,1.25,0.55,59.78,4.85,9.02,0.55,0.14,0.83,1.80,2.39,0
95EE12,968,52,23,12,3,593,51,117,8,4,98,7,891,29,77,6,5.37,2.38,1.24,0.31,61.26,5.27,12.09,0.83,0.41,10.12,0.72,3.25,7.79
95EE13,509,47,14,12,2,290,26,42,3,2,69,2,456,17,53,9,9.23,2.75,2.36,0.39,56.97,5.11,8.25,0.59,0.39,13.56,0.39,3.73,16.98
95EE14,1120,125,13,21,6,722,48,133,9,0,31,12,1075,25,45,9,11.16,1.16,1.88,0.54,64.46,4.29,11.88,0.80,0,2.77,1.07,2.33,20.00
95EE15,747,123,5,12,3,471,21,86,2,0,13,11,731,15,16,2,16.47,0.67,1.61,0.40,63.05,2.81,11.51,0.27,0,1.74,1.47,2.05,12.50
95EE16,895,135,6,6,2,623,33,70,3,1,11,5,887,11,8,1,15.08,0.67,0.67,0.22,69.61,3.69,7.82,0.34,0.11,1.23,0.56,1.24,12.50
95FF01,2281,165,10,49,3,1508,99,288,14,8,115,22,2219,50,61,9,7.23,0.44,2.15,0.13,66.11,4.34,12.63,0.61,0.35,5.04,0.96,2.25,14.75
95FF02,1210,225,2,16,1,780,33,114,3,3,15,18,1205,18,5,0,18.60,0.17,1.32,0.08,64.46,2.73,9.42,0.25,0.25,1.24,1.49,1.49,0
95FF03,1365,85,2,42,3,838,68,152,16,5,150,4,1301,37,64,7,6.23,0.15,3.08,0.22,61.39,4.98,11.14,1.17,0.37,10.99,0.29,2.84,10.94
95FF04,1207,241,6,19,2,770,34,104,2,0,12,17,1202,24,5,1,19.97,0.50,1.57,0.17,63.79,2.82,8.62,0.17,0,0.99,1.41,2.00,20.00
95FF05,1092,81,6,65,3,701,38,111,2,2,69,14,1027,56,65,15,7.42,0.55,5.95,0.27,64.19,3.48,10.16,0.18,0.18,6.32,1.28,5.45,23.08
95FF06,1975,179,8,93,4,1315,56,186,0,5,115,14,1922,94,53,7,9.06,0.41,4.71,0.20,66.58,2.84,9.42,0,0.25,5.82,0.71,4.89,13.21
95FF07,1027,74,1,47,4,558,70,109,10,1,148,5,914,36,113,12,7.21,0.10,4.58,0.39,54.33,6.82,10.61,0.97,0.10,14.41,0.49,3.94,10.62
95FF08,905,85,6,38,1,542,47,92,7,3,80,4,853,39,52,5,9.39,0.66,4.20,0.11,59.89,5.19,10.17,0.77,0.33,8.84,0.44,4.57,9.62
95FF09,977,93,9,34,2,615,69,94,4,5,45,7,915,27,62,16,9.52,0.92,3.48,0.20,62.95,7.06,9.62,0.41,0.51,4.61,0.72,2.95,25.81
95FF10,1656,230,7,29,1,1117,47,163,4,5,26,27,1640,36,16,0,13.89,0.42,1.75,0.06,67.45,2.84,9.84,0.24,0.30,1.57,1.63,2.20,0
95FF11,1215,214,3,16,2,802,24,115,3,2,14,20,1206,18,9,1,17.61,0.25,1.32,0.16,66.01,1.98,9.47,0.25,0.16,1.15,1.65,1.49,11.11
95FF12,1253,147,14,36,3,803,61,143,6,4,25,11,1219,42,31,8,11.73,1.12,2.87,0.24,64.09,4.87,11.41,0.48,0.32,2.00,0.88,3.45,25.81
95FF13,1213,177,14,21,1,792,25,123,7,3,34,16,1199,30,14,5,14.59,1.15,1.73,0.08,65.29,2.06,10.14,0.58,0.25,2.80,1.32,2.50,35.71
95FF14,1129,187,3,25,2,746,24,111,3,2,10,16,1120,27,9,1,16.56,0.27,2.21,0.18,66.08,2.13,9.83,0.27,0.18,0.89,1.42,2.41,11.11
95FF15,1077,97,2,21,6,669,58,118,1,2,86,17,1025,17,52,6,9.01,0.19,1.95,0.56,62.12,5.39,10.96,0.09,0.19,7.99,1.58,1.66,11.54
95FF16,1029,73,4,23,3,702,40,113,9,2,53,7,997,22,32,5,7.09,0.39,2.24,0.29,68.22,3.89,10.98,0.87,0.19,5.15,0.68,2.21,15.63
95FF17,693,55,3,32,0,354,42,71,7,0,122,7,590,24,103,11,7.94,0.43,4.62,0,51.08,6.06,10.25,1.01,0,17.60,1.01,4.07,10.68
95GG01,1650,122,26,302,8,659,74,156,93,9,189,12,1389,231,261,97,7.39,1.58,18.30,0.48,39.94,4.48,9.45,5.64,0.55,11.45,0.73,16.63,37.16
95GG02,1415,90,5,282,6,418,84,101,140,13,273,3,786,98,629,189,6.36,0.35,19.93,0.42,29.54,5.94,7.14,9.89,0.92,19.29,0.21,12.47,30.05
95GG03,2929,239,20,375,20,1528,90,281,26,77,253,20,2672,300,257,95,8.16,0.68,12.80,0.68,52.17,3.07,9.59,0.89,2.63,8.64,0.68,11.23,36.96
95GG04,1508,94,22,231,6,443,74,87,53,35,455,8,976,108,532,145,6.23,1.46,15.32,0.40,29.38,4.91,5.77,3.51,2.32,30.17,0.53,11.07,27.26
95GG05,3242,269,23,374,15,1143,97,177,47,201,883,13,2419,199,822,198,8.30,0.71,11.54,0.46,35.26,2.99,5.46,1.45,6.20,27.24,0.40,8.23,24.09
95GG06,2267,133,10,438,25,1071,158,196,32,15,178,11,1902,284,365,164,5.87,0.44,19.32,1.10,47.24,6.97,8.65,1.41,0.66,7.85,0.49,14.93,44.93
95GG07,1789,143,4,254,5,467,81,118,141,26,542,8,1144,115,645,143,7.99,0.22,14.20,0.28,26.10,4.53,6.60,7.88,1.45,30.30,0.45,10.05,22.17
95GG08,1950,151,11,326,22,976,112,173,38,13,121,7,1636,211,314,126,7.74,0.56,16.72,1.13,50.05,5.74,8.87,1.95,0.67,6.21,0.36,12.90,40.13
95GG09,2724,198,30,331,21,1517,117,230,30,44,191,15,2481,265,243,96,7.27,1.10,12.15,0.77,55.69,4.30,8.44,1.10,1.62,7.01,0.55,10.68,39.51
95GG10,1657,112,23,155,9,539,59,96,35,59,562,8,1000,62,657,116,6.76,1.39,9.35,0.54,32.53,3.56,5.79,2.11,3.56,33.92,0.48,6.20,17.66
95GG11,2531,147,13,423,17,1081,119,203,36,75,398,19,1921,227,607,208,5.81,0.51,16.71,0.67,42.71,4.70,8.02,1.42,2.96,15.73,0.75,11.82,34.27
95GG12,2653,204,54,283,10,675,72,99,64,90,1091,11,1461,127,1175,207,7.69,2.04,10.67,0.38,25.44,2.71,3.73,2.41,3.39,41.12,0.41,8.69,17.62
95GG13,1889,140,6,286,5,1012,105,157,31,31,103,13,1645,190,243,101,7.41,0.32,15.14,0.26,53.57,5.56,8.31,1.64,1.64,5.45,0.69,11.55,41.56
95GG14,2184,159,8,236,10,1296,127,235,14,22,69,8,2094,212,90,32,7.28,0.37,10.81,0.46,59.34,5.82,10.76,0.64,1.01,3.16,0.37,10.12,35.56
95GG15,2624,221,11,264,20,1557,97,263,17,44,120,10,2460,222,158,53,8.42,0.42,10.06,0.76,59.34,3.70,10.02,0.65,1.68,4.57,0.38,9.02,33.54
95GG16,2227,167,7,382,16,1009,117,178,54,39,244,14,1831,239,395,150,7.50,0.31,17.15,0.72,45.31,5.25,7.99,2.42,1.75,10.96,0.63,13.05,37.97
95GG17,1830,127,9,328,9,777,117,172,44,15,219,13,1487,211,343,126,6.94,0.49,17.92,0.49,42.46,6.39,9.40,2.40,0.82,11.97,0.71,14.19,36.73
95GG18,1483,108,5,242,5,387,53,96,106,19,459,3,872,109,611,138,7.28,0.34,16.32,0.34,26.10,3.57,6.47,7.15,1.28,30.95,0.20,12.50,22.59
95GG19,1099,95,10,141,3,400,66,77,43,15,244,5,718,68,381,83,8.64,0.91,12.83,0.27,36.40,6.01,7.01,3.91,1.36,22.20,0.45,9.47,21.78
95GG20,1692,102,20,274,11,600,89,93,41,29,422,11,1083,135,603,158,6.03,1.18,16.19,0.65,35.46,5.26,5.50,2.42,1.71,24.94,0.65,12.47,26.20
95GG21,1324,119,19,158,2,277,51,55,81,18,540,4,626,63,692,114,8.99,1.44,11.93,0.15,20.92,3.85,4.15,6.12,1.36,40.79,0.30,10.06,16.47
95GG22,1920,136,7,294,4,823,105,140,125,26,254,6,1597,225,323,76,7.08,0.36,15.31,0.21,42.86,5.47,7.29,6.51,1.35,13.23,0.31,14.09,23.53
95GG23,2021,147,33,279,3,1138,96,192,13,16,94,10,1934,268,87,44,7.27,1.63,13.81,0.15,56.31,4.75,9.50,0.64,0.79,4.65,0.49,13.86,50.57
95GG24,1893,123,12,299,9,950,107,166,41,25,147,14,1626,198,267,113,6.50,0.63,15.80,0.48,50.18,5.65,8.77,2.17,1.32,7.77,0.74,12.18,42.32
95GG25,1993,152,6,342,4,829,102,164,162,10,212,10,1590,214,401,133,7.63,0.30,17.16,0.20,41.60,5.12,8.23,8.13,0.50,10.64,0.50,13.46,33.17
95GG26,1196,82,4,248,13,481,81,103,45,8,127,4,880,127,316,125,6.86,0.33,20.74,1.09,40.22,6.77,8.61,3.76,0.67,10.62,0.33,14.43,39.56
95GG27,2174,181,9,342,5,951,110,171,219,13,160,13,1738,206,424,145,8.33,0.41,15.73,0.23,43.74,5.06,7.87,10.07,0.60,7.36,0.60,11.85,34.20
95GG28,2210,172,1,325,13,1066,150,200,67,22,190,4,1876,203,334,123,7.78,0.05,14.71,0.59,48.24,6.79,9.05,3.03,1.00,8.60,0.18,10.82,36.83
