GeographyCode,KS702NI0001,KS702NI0002,KS702NI0003,KS702NI0004,KS702NI0005,KS702NI0006,KS702NI0007,KS702NI0008,KS702NI0009,KS702NI0010,KS702NI0011,KS702NI0012,KS702NI0013,KS702NI0014,KS702NI0015,KS702NI0016,KS702NI0017,KS702NI0018,KS702NI0019,KS702NI0020,KS702NI0021,KS702NI0022,KS702NI0023,KS702NI0024,KS702NI0025,KS702NI0026,KS702NI0027,KS702NI0028,KS702NI0029
95DD07,2006,168,25,143,2,1006,365,155,12,11,103,16,1939,158,67,10,8.37,1.25,7.13,0.10,50.15,18.20,7.73,0.60,0.55,5.13,0.80,8.15,14.93
95DD08,1177,110,28,61,1,339,181,82,28,11,332,4,813,56,362,33,9.35,2.38,5.18,0.08,28.80,15.38,6.97,2.38,0.93,28.21,0.34,6.89,9.12
95DD09,1757,245,26,137,5,837,319,117,11,7,31,22,1742,159,14,4,13.94,1.48,7.80,0.28,47.64,18.16,6.66,0.63,0.40,1.76,1.25,9.13,28.57
95DD10,1683,136,42,87,9,787,263,144,19,10,181,5,1582,108,101,21,8.08,2.50,5.17,0.53,46.76,15.63,8.56,1.13,0.59,10.75,0.30,6.83,20.79
95DD11,1390,156,20,67,4,467,287,96,35,17,237,4,1064,55,326,32,11.22,1.44,4.82,0.29,33.60,20.65,6.91,2.52,1.22,17.05,0.29,5.17,9.82
95DD12,1758,247,17,229,5,866,250,100,5,3,21,15,1745,246,13,0,14.05,0.97,13.03,0.28,49.26,14.22,5.69,0.28,0.17,1.19,0.85,14.10,0
95DD13,989,96,16,28,1,355,186,63,15,12,212,5,842,42,145,2,9.71,1.62,2.83,0.10,35.89,18.81,6.37,1.52,1.21,21.44,0.51,4.99,1.38
95DD14,2267,218,29,63,3,1064,523,172,10,21,152,12,2230,87,36,5,9.62,1.28,2.78,0.13,46.93,23.07,7.59,0.44,0.93,6.70,0.53,3.90,13.89
95DD15,2400,296,29,339,5,1079,328,186,7,2,109,20,2344,351,56,17,12.33,1.21,14.13,0.21,44.96,13.67,7.75,0.29,0.08,4.54,0.83,14.97,30.36
95DD16,2083,269,23,242,3,1029,289,150,11,2,41,24,2051,258,32,7,12.91,1.10,11.62,0.14,49.40,13.87,7.20,0.53,0.10,1.97,1.15,12.58,21.88
95DD17,2429,345,16,372,0,1148,319,165,6,4,32,22,2396,382,33,6,14.20,0.66,15.31,0,47.26,13.13,6.79,0.25,0.16,1.32,0.91,15.94,18.18
95DD18,992,128,9,36,5,374,139,96,12,5,177,11,825,33,160,11,12.90,0.91,3.63,0.50,37.70,14.01,9.68,1.21,0.50,17.84,1.11,4.00,6.88
95DD19,2206,231,25,218,8,1062,371,164,12,2,100,13,2123,227,83,16,10.47,1.13,9.88,0.36,48.14,16.82,7.43,0.54,0.09,4.53,0.59,10.69,19.28
95DD20,906,106,5,71,3,258,119,65,14,2,256,7,689,51,217,25,11.70,0.55,7.84,0.33,28.48,13.13,7.17,1.55,0.22,28.26,0.77,7.40,11.52
95DD21,1361,98,23,61,2,553,251,117,18,10,218,10,1187,61,174,23,7.20,1.69,4.48,0.15,40.63,18.44,8.60,1.32,0.73,16.02,0.73,5.14,13.22
95DD22,2012,279,27,247,4,932,272,135,9,4,93,10,1923,256,83,18,13.87,1.34,12.28,0.20,46.32,13.52,6.71,0.45,0.20,4.62,0.50,13.31,21.69
95DD23,1734,298,15,220,4,802,220,127,5,3,22,18,1717,233,17,2,17.19,0.87,12.69,0.23,46.25,12.69,7.32,0.29,0.17,1.27,1.04,13.57,11.76
95DD24,1802,165,30,62,6,746,356,143,15,10,259,10,1692,86,110,6,9.16,1.66,3.44,0.33,41.40,19.76,7.94,0.83,0.55,14.37,0.55,5.08,5.45
95EE01,1235,154,10,257,0,487,152,93,5,1,63,13,1195,258,40,9,12.47,0.81,20.81,0,39.43,12.31,7.53,0.40,0.08,5.10,1.05,21.59,22.50
95EE02,1295,164,13,144,5,586,217,82,5,2,60,17,1230,136,65,21,12.66,1.00,11.12,0.39,45.25,16.76,6.33,0.39,0.15,4.63,1.31,11.06,32.31
95EE03,1149,97,20,74,6,504,215,89,5,3,133,3,1046,75,103,19,8.44,1.74,6.44,0.52,43.86,18.71,7.75,0.44,0.26,11.58,0.26,7.17,18.45
95EE04,1259,150,12,183,0,586,156,92,4,0,68,8,1222,189,37,6,11.91,0.95,14.54,0,46.54,12.39,7.31,0.32,0,5.40,0.64,15.47,16.22
95EE05,934,145,15,64,2,443,150,65,5,3,35,7,897,77,36,2,15.52,1.61,6.85,0.21,47.43,16.06,6.96,0.54,0.32,3.75,0.75,8.58,5.56
95EE06,1530,192,18,270,1,610,225,115,3,2,83,11,1474,274,56,14,12.55,1.18,17.65,0.07,39.87,14.71,7.52,0.20,0.13,5.42,0.72,18.59,25.00
95EE07,1029,85,16,82,2,432,162,94,3,3,144,6,944,83,85,15,8.26,1.55,7.97,0.19,41.98,15.74,9.14,0.29,0.29,13.99,0.58,8.79,17.65
95EE08,973,80,23,58,1,452,177,72,2,7,95,6,918,74,55,7,8.22,2.36,5.96,0.10,46.45,18.19,7.40,0.21,0.72,9.76,0.62,8.06,12.73
95EE09,1230,202,14,184,2,536,154,86,3,1,43,5,1189,186,41,12,16.42,1.14,14.96,0.16,43.58,12.52,6.99,0.24,0.08,3.50,0.41,15.64,29.27
95EE10,1136,137,13,181,1,500,140,98,3,2,47,14,1083,180,53,14,12.06,1.14,15.93,0.09,44.01,12.32,8.63,0.26,0.18,4.14,1.23,16.62,26.42
95EE11,1075,189,12,162,4,456,148,69,6,1,14,14,1065,173,10,1,17.58,1.12,15.07,0.37,42.42,13.77,6.42,0.56,0.09,1.30,1.30,16.24,10.00
95EE12,1461,112,30,95,3,619,273,124,18,6,173,8,1312,96,149,29,7.67,2.05,6.50,0.21,42.37,18.69,8.49,1.23,0.41,11.84,0.55,7.32,19.46
95EE13,758,75,22,50,2,303,133,46,4,3,117,3,667,57,91,15,9.89,2.90,6.60,0.26,39.97,17.55,6.07,0.53,0.40,15.44,0.40,8.55,16.48
95EE14,1702,214,25,149,6,754,296,138,16,1,87,16,1618,155,84,19,12.57,1.47,8.75,0.35,44.30,17.39,8.11,0.94,0.06,5.11,0.94,9.58,22.62
95EE15,1105,158,11,174,3,488,148,92,2,0,17,12,1079,177,26,8,14.30,1.00,15.75,0.27,44.16,13.39,8.33,0.18,0,1.54,1.09,16.40,30.77
95EE16,1396,185,8,205,2,648,229,75,10,2,24,8,1371,209,25,4,13.25,0.57,14.68,0.14,46.42,16.40,5.37,0.72,0.14,1.72,0.57,15.24,16.00
95FF01,3351,254,12,213,4,1565,688,308,34,8,242,23,3242,206,108,19,7.58,0.36,6.36,0.12,46.70,20.53,9.19,1.01,0.24,7.22,0.69,6.35,17.59
95FF02,1854,278,4,361,2,810,204,121,12,3,38,21,1846,364,8,1,14.99,0.22,19.47,0.11,43.69,11.00,6.53,0.65,0.16,2.05,1.13,19.72,12.50
95FF03,2002,151,3,128,3,867,342,162,27,7,307,5,1877,115,125,16,7.54,0.15,6.39,0.15,43.31,17.08,8.09,1.35,0.35,15.33,0.25,6.13,12.80
95FF04,1784,317,6,250,2,812,229,116,5,0,30,17,1774,255,10,1,17.77,0.34,14.01,0.11,45.52,12.84,6.50,0.28,0,1.68,0.95,14.37,10.00
95FF05,1543,139,8,170,3,718,177,115,7,2,188,16,1423,157,120,21,9.01,0.52,11.02,0.19,46.53,11.47,7.45,0.45,0.13,12.18,1.04,11.03,17.50
95FF06,2894,252,10,325,4,1344,415,196,16,5,309,18,2810,324,84,11,8.71,0.35,11.23,0.14,46.44,14.34,6.77,0.55,0.17,10.68,0.62,11.53,13.10
95FF07,1612,141,4,158,5,585,247,115,18,3,330,6,1394,138,218,24,8.75,0.25,9.80,0.31,36.29,15.32,7.13,1.12,0.19,20.47,0.37,9.90,11.01
95FF08,1362,143,8,111,1,563,228,100,15,3,186,4,1278,111,79,7,10.50,0.59,8.15,0.07,41.34,16.74,7.34,1.10,0.22,13.66,0.29,8.69,8.86
95FF09,1528,190,14,192,2,644,234,101,15,5,123,8,1406,172,122,34,12.43,0.92,12.57,0.13,42.15,15.31,6.61,0.98,0.33,8.05,0.52,12.23,27.87
95FF10,2436,310,10,370,2,1158,284,179,11,5,75,32,2408,373,28,7,12.73,0.41,15.19,0.08,47.54,11.66,7.35,0.45,0.21,3.08,1.31,15.49,25.00
95FF11,1740,273,6,266,2,825,180,121,15,4,27,21,1720,266,20,6,15.69,0.34,15.29,0.11,47.41,10.34,6.95,0.86,0.23,1.55,1.21,15.47,30.00
95FF12,1789,187,17,209,3,834,268,151,14,5,88,13,1738,210,48,16,10.45,0.95,11.68,0.17,46.62,14.98,8.44,0.78,0.28,4.92,0.73,12.08,33.33
95FF13,1796,243,17,214,3,818,244,134,15,3,89,16,1770,220,26,11,13.53,0.95,11.92,0.17,45.55,13.59,7.46,0.84,0.17,4.96,0.89,12.43,42.31
95FF14,1647,218,9,164,2,769,321,118,5,2,23,16,1632,170,15,3,13.24,0.55,9.96,0.12,46.69,19.49,7.16,0.30,0.12,1.40,0.97,10.42,20.00
95FF15,1598,169,7,139,6,691,244,125,12,3,184,18,1495,128,103,18,10.58,0.44,8.70,0.38,43.24,15.27,7.82,0.75,0.19,11.51,1.13,8.56,17.48
95FF16,1486,122,7,87,3,724,261,121,14,3,137,7,1422,77,64,17,8.21,0.47,5.85,0.20,48.72,17.56,8.14,0.94,0.20,9.22,0.47,5.41,26.56
95FF17,943,100,6,67,0,366,116,71,8,0,202,7,791,56,152,17,10.60,0.64,7.10,0,38.81,12.30,7.53,0.85,0,21.42,0.74,7.08,11.18
95GG01,2551,274,32,477,8,689,249,165,114,13,517,13,2103,366,448,143,10.74,1.25,18.70,0.31,27.01,9.76,6.47,4.47,0.51,20.27,0.51,17.40,31.92
95GG02,2897,400,10,747,6,436,268,115,217,15,674,9,1362,266,1535,491,13.81,0.35,25.79,0.21,15.05,9.25,3.97,7.49,0.52,23.27,0.31,19.53,31.99
95GG03,3922,323,35,581,24,1574,337,298,39,86,604,21,3565,504,357,112,8.24,0.89,14.81,0.61,40.13,8.59,7.60,0.99,2.19,15.40,0.54,14.14,31.37
95GG04,2488,256,25,585,6,466,179,93,82,39,747,10,1494,287,994,323,10.29,1.00,23.51,0.24,18.73,7.19,3.74,3.30,1.57,30.02,0.40,19.21,32.49
95GG05,4190,408,30,550,15,1188,223,188,65,226,1279,18,3058,308,1131,272,9.74,0.72,13.13,0.36,28.35,5.32,4.49,1.55,5.39,30.53,0.43,10.07,24.05
95GG06,3407,262,19,622,30,1124,472,215,43,18,585,17,2774,424,633,217,7.69,0.56,18.26,0.88,32.99,13.85,6.31,1.26,0.53,17.17,0.50,15.28,34.28
95GG07,3014,359,7,442,5,498,225,131,214,31,1092,10,1763,210,1251,239,11.91,0.23,14.66,0.17,16.52,7.47,4.35,7.10,1.03,36.23,0.33,11.91,19.10
95GG08,2905,274,16,562,24,998,425,182,60,15,338,11,2370,378,535,200,9.43,0.55,19.35,0.83,34.35,14.63,6.27,2.07,0.52,11.64,0.38,15.95,37.38
95GG09,3820,297,59,537,24,1568,541,240,45,49,443,17,3413,459,401,137,7.77,1.54,14.06,0.63,41.05,14.16,6.28,1.18,1.28,11.60,0.45,13.45,34.16
95GG10,2406,233,29,360,10,601,130,116,50,62,803,12,1457,173,949,216,9.68,1.21,14.96,0.42,24.98,5.40,4.82,2.08,2.58,33.37,0.50,11.87,22.76
95GG11,3340,240,20,574,21,1114,356,214,47,84,648,22,2493,327,838,262,7.19,0.60,17.19,0.63,33.35,10.66,6.41,1.41,2.51,19.40,0.66,13.12,31.26
95GG12,7049,1186,116,870,15,1053,296,284,102,134,2978,15,3960,417,2934,554,16.83,1.65,12.34,0.21,14.94,4.20,4.03,1.45,1.90,42.25,0.21,10.53,18.88
95GG13,2769,228,11,503,7,1045,381,173,40,33,334,14,2383,369,384,144,8.23,0.40,18.17,0.25,37.74,13.76,6.25,1.44,1.19,12.06,0.51,15.48,37.50
95GG14,3254,258,14,435,10,1364,575,258,17,27,287,9,3089,398,165,51,7.93,0.43,13.37,0.31,41.92,17.67,7.93,0.52,0.83,8.82,0.28,12.88,30.91
95GG15,3624,306,12,443,22,1617,623,278,24,52,226,21,3391,382,227,73,8.44,0.33,12.22,0.61,44.62,17.19,7.67,0.66,1.43,6.24,0.58,11.27,32.16
95GG16,3341,317,10,621,18,1047,368,190,65,42,647,16,2692,411,644,218,9.49,0.30,18.59,0.54,31.34,11.01,5.69,1.95,1.26,19.37,0.48,15.27,33.85
95GG17,3102,332,14,609,12,816,441,194,81,17,569,17,2345,412,757,211,10.70,0.45,19.63,0.39,26.31,14.22,6.25,2.61,0.55,18.34,0.55,17.57,27.87
95GG18,2554,296,8,454,6,409,173,103,189,25,883,8,1370,215,1184,247,11.59,0.31,17.78,0.23,16.01,6.77,4.03,7.40,0.98,34.57,0.31,15.69,20.86
95GG19,1985,241,11,420,3,415,227,85,76,20,478,9,1171,209,814,222,12.14,0.55,21.16,0.15,20.91,11.44,4.28,3.83,1.01,24.08,0.45,17.85,27.27
95GG20,2536,232,25,533,14,633,245,99,83,31,625,16,1520,257,1008,299,9.15,0.99,21.02,0.55,24.96,9.66,3.90,3.27,1.22,24.65,0.63,16.91,29.66
95GG21,2376,338,21,315,4,296,150,59,190,21,976,6,962,120,1398,216,14.23,0.88,13.26,0.17,12.46,6.31,2.48,8.00,0.88,41.08,0.25,12.47,15.45
95GG22,2966,281,13,503,6,856,340,155,158,27,617,10,2431,398,535,118,9.47,0.44,16.96,0.20,28.86,11.46,5.23,5.33,0.91,20.80,0.34,16.37,22.06
95GG23,2911,217,42,489,3,1182,398,211,22,23,312,12,2778,470,133,61,7.45,1.44,16.80,0.10,40.60,13.67,7.25,0.76,0.79,10.72,0.41,16.92,45.86
95GG24,2672,230,14,468,10,995,336,173,58,29,345,14,2280,334,388,146,8.61,0.52,17.51,0.37,37.24,12.57,6.47,2.17,1.09,12.91,0.52,14.65,37.63
95GG25,3239,360,11,564,4,883,311,182,207,13,691,13,2497,381,721,189,11.11,0.34,17.41,0.12,27.26,9.60,5.62,6.39,0.40,21.33,0.40,15.26,26.21
95GG26,1897,184,5,473,17,498,225,108,65,9,308,5,1291,236,606,242,9.70,0.26,24.93,0.90,26.25,11.86,5.69,3.43,0.47,16.24,0.26,18.28,39.93
95GG27,3736,449,16,600,8,1012,476,189,287,18,660,21,2850,381,874,235,12.02,0.43,16.06,0.21,27.09,12.74,5.06,7.68,0.48,17.67,0.56,13.37,26.89
