GeographyCode,KS603NI0001,KS603NI0002,KS603NI0003,KS603NI0004,KS603NI0005,KS603NI0006,KS603NI0007,KS603NI0008,KS603NI0009,KS603NI0010,KS603NI0011,KS603NI0012,KS603NI0013,KS603NI0014,KS603NI0015,KS603NI0016,KS603NI0017,KS603NI0018,KS603NI0019,KS603NI0020,KS603NI0021,KS603NI0022,KS603NI0023,KS603NI0024,KS603NI0025,KS603NI0026,KS603NI0027,KS603NI0028,KS603NI0029,KS603NI0030,KS603NI0031
95AA01,1511,320,527,95,59,52,171,59,153,49,26,313,15,3,6,24,21.18,34.88,6.29,3.90,3.44,11.32,3.90,10.13,3.24,1.72,20.71,25.42,5.08,10.17,40.68
95AA02,661,164,202,18,14,23,139,14,32,40,15,87,4,4,1,6,24.81,30.56,2.72,2.12,3.48,21.03,2.12,4.84,6.05,2.27,13.16,28.57,28.57,7.14,42.86
95AA03,706,161,203,11,20,14,128,24,56,53,36,80,9,1,2,11,22.80,28.75,1.56,2.83,1.98,18.13,3.40,7.93,7.51,5.10,11.33,45.00,5.00,10.00,55.00
95AA04,1072,265,322,89,22,53,144,58,64,32,23,240,4,3,2,11,24.72,30.04,8.30,2.05,4.94,13.43,5.41,5.97,2.99,2.15,22.39,18.18,13.64,9.09,50.00
95AA05,965,199,339,42,25,44,135,52,59,48,22,181,9,4,4,12,20.62,35.13,4.35,2.59,4.56,13.99,5.39,6.11,4.97,2.28,18.76,36.00,16.00,16.00,48.00
95AA06,1640,440,500,52,44,90,161,101,122,104,26,237,12,6,6,22,26.83,30.49,3.17,2.68,5.49,9.82,6.16,7.44,6.34,1.59,14.45,27.27,13.64,13.64,50.00
95AA07,797,169,252,48,14,29,130,27,41,65,22,162,2,1,2,7,21.20,31.62,6.02,1.76,3.64,16.31,3.39,5.14,8.16,2.76,20.33,14.29,7.14,14.29,50.00
95AA08,659,158,179,13,25,25,102,21,51,65,20,82,8,4,4,15,23.98,27.16,1.97,3.79,3.79,15.48,3.19,7.74,9.86,3.03,12.44,32.00,16.00,16.00,60.00
95AA09,845,181,241,20,36,24,141,32,73,69,28,111,6,7,4,11,21.42,28.52,2.37,4.26,2.84,16.69,3.79,8.64,8.17,3.31,13.14,16.67,19.44,11.11,30.56
95AA10,767,154,210,21,26,32,138,30,69,62,25,123,8,5,4,5,20.08,27.38,2.74,3.39,4.17,17.99,3.91,9.00,8.08,3.26,16.04,30.77,19.23,15.38,19.23
95AA11,1926,409,807,75,38,62,242,69,84,101,39,293,4,7,3,14,21.24,41.90,3.89,1.97,3.22,12.56,3.58,4.36,5.24,2.02,15.21,10.53,18.42,7.89,36.84
95AA12,1003,241,312,81,7,36,145,72,61,33,15,235,2,2,1,4,24.03,31.11,8.08,0.70,3.59,14.46,7.18,6.08,3.29,1.50,23.43,28.57,28.57,14.29,57.14
95AA13,1198,254,443,58,26,35,165,59,60,67,31,188,8,1,3,12,21.20,36.98,4.84,2.17,2.92,13.77,4.92,5.01,5.59,2.59,15.69,30.77,3.85,11.54,46.15
