GeographyCode,KS611NI0001,KS611NI0002,KS611NI0003,KS611NI0004,KS611NI0005,KS611NI0006,KS611NI0007,KS611NI0008,KS611NI0009,KS611NI0010,KS611NI0011,KS611NI0012,KS611NI0013,KS611NI0014,KS611NI0015,KS611NI0016,KS611NI0017,KS611NI0018,KS611NI0019,KS611NI0020,KS611NI0021,KS611NI0022,KS611NI0023
95AA01,3177,80,230,857,512,369,196,354,254,62,43,220,2.52,7.24,26.98,16.12,11.61,6.17,11.14,7.99,1.95,1.35,6.92
95AA02,1319,7,40,209,177,75,150,262,258,40,30,71,0.53,3.03,15.85,13.42,5.69,11.37,19.86,19.56,3.03,2.27,5.38
95AA03,1317,9,34,171,170,57,142,286,308,45,27,68,0.68,2.58,12.98,12.91,4.33,10.78,21.72,23.39,3.42,2.05,5.16
95AA04,2227,39,147,496,308,366,141,232,195,45,27,231,1.75,6.60,22.27,13.83,16.43,6.33,10.42,8.76,2.02,1.21,10.37
95AA05,1924,30,127,397,230,263,137,247,234,57,33,169,1.56,6.60,20.63,11.95,13.67,7.12,12.84,12.16,2.96,1.72,8.78
95AA06,3133,48,123,639,465,264,228,490,357,106,57,356,1.53,3.93,20.40,14.84,8.43,7.28,15.64,11.39,3.38,1.82,11.36
95AA07,1592,23,88,297,199,219,116,222,240,62,21,105,1.44,5.53,18.66,12.50,13.76,7.29,13.94,15.08,3.89,1.32,6.60
95AA08,1262,7,17,184,149,59,124,246,287,65,42,82,0.55,1.35,14.58,11.81,4.68,9.83,19.49,22.74,5.15,3.33,6.50
95AA09,1595,15,76,262,182,79,126,344,290,73,31,117,0.94,4.76,16.43,11.41,4.95,7.90,21.57,18.18,4.58,1.94,7.34
95AA10,1461,25,56,249,184,101,137,240,240,85,33,111,1.71,3.83,17.04,12.59,6.91,9.38,16.43,16.43,5.82,2.26,7.60
95AA11,3834,67,216,907,642,262,296,565,491,95,40,253,1.75,5.63,23.66,16.74,6.83,7.72,14.74,12.81,2.48,1.04,6.60
95AA12,2037,58,184,510,301,297,112,183,143,35,12,202,2.85,9.03,25.04,14.78,14.58,5.50,8.98,7.02,1.72,0.59,9.92
95AA13,2339,48,151,482,302,232,161,328,352,60,40,183,2.05,6.46,20.61,12.91,9.92,6.88,14.02,15.05,2.57,1.71,7.82
95AA14,1678,37,129,389,209,246,96,197,140,61,25,149,2.21,7.69,23.18,12.46,14.66,5.72,11.74,8.34,3.64,1.49,8.88
95AA15,3028,20,132,639,426,164,246,493,522,120,54,212,0.66,4.36,21.10,14.07,5.42,8.12,16.28,17.24,3.96,1.78,7.00
95AA16,1351,8,29,165,153,63,137,308,328,46,29,85,0.59,2.15,12.21,11.32,4.66,10.14,22.80,24.28,3.40,2.15,6.29
