GeographyCode,KS209NI0001,KS209NI0002,KS209NI0003,KS209NI0004,KS209NI0005,KS209NI0006,KS209NI0007,KS209NI0008,KS209NI0009,KS209NI0010,KS209NI0011,KS209NI0012,KS209NI0013,KS209NI0014,KS209NI0015
95BB19,4603,37,10,1,14,6,68,4535,0.80,0.22,0.02,0.30,0.13,1.48,98.52
95BB20,3297,189,41,19,125,53,427,2870,5.73,1.24,0.58,3.79,1.61,12.95,87.05
95BB21,4514,64,16,5,59,20,164,4350,1.42,0.35,0.11,1.31,0.44,3.63,96.37
95BB22,2911,20,3,1,37,8,69,2842,0.69,0.10,0.03,1.27,0.27,2.37,97.63
95BB23,2941,28,9,1,23,5,66,2875,0.95,0.31,0.03,0.78,0.17,2.24,97.76
95CC01,2462,200,58,18,212,61,549,1913,8.12,2.36,0.73,8.61,2.48,22.30,77.70
95CC02,2613,197,79,23,229,53,581,2032,7.54,3.02,0.88,8.76,2.03,22.23,77.77
95CC03,2649,222,57,26,214,58,577,2072,8.38,2.15,0.98,8.08,2.19,21.78,78.22
95CC04,2348,195,61,16,171,57,500,1848,8.30,2.60,0.68,7.28,2.43,21.29,78.71
95CC05,2655,180,60,22,178,36,476,2179,6.78,2.26,0.83,6.70,1.36,17.93,82.07
95CC06,2648,176,45,22,158,48,449,2199,6.65,1.70,0.83,5.97,1.81,16.96,83.04
95CC07,3309,270,99,27,223,79,698,2611,8.16,2.99,0.82,6.74,2.39,21.09,78.91
95CC08,2446,233,85,22,207,76,623,1823,9.53,3.48,0.90,8.46,3.11,25.47,74.53
95CC09,3220,39,9,4,30,7,89,3131,1.21,0.28,0.12,0.93,0.22,2.76,97.24
95CC10,2505,63,21,8,65,13,170,2335,2.51,0.84,0.32,2.59,0.52,6.79,93.21
95CC11,1732,161,49,14,88,32,344,1388,9.30,2.83,0.81,5.08,1.85,19.86,80.14
95CC12,2650,142,37,19,136,34,368,2282,5.36,1.40,0.72,5.13,1.28,13.89,86.11
95CC13,2365,165,39,10,135,30,379,1986,6.98,1.65,0.42,5.71,1.27,16.03,83.97
95CC14,2892,46,19,6,36,18,125,2767,1.59,0.66,0.21,1.24,0.62,4.32,95.68
95CC15,2781,108,46,21,107,23,305,2476,3.88,1.65,0.76,3.85,0.83,10.97,89.03
95CC16,2715,56,9,1,25,11,102,2613,2.06,0.33,0.04,0.92,0.41,3.76,96.24
95CC17,2609,209,54,20,203,41,527,2082,8.01,2.07,0.77,7.78,1.57,20.20,79.80
95CC18,2270,124,40,13,118,35,330,1940,5.46,1.76,0.57,5.20,1.54,14.54,85.46
95CC19,2599,83,24,12,100,21,240,2359,3.19,0.92,0.46,3.85,0.81,9.23,90.77
95CC20,2857,22,3,3,25,10,63,2794,0.77,0.11,0.11,0.88,0.35,2.21,97.79
95CC21,2791,43,9,5,35,19,111,2680,1.54,0.32,0.18,1.25,0.68,3.98,96.02
95CC22,1676,35,10,6,43,16,110,1566,2.09,0.60,0.36,2.57,0.95,6.56,93.44
95DD01,2053,36,6,2,14,6,64,1989,1.75,0.29,0.10,0.68,0.29,3.12,96.88
95DD02,3720,37,9,0,21,6,73,3647,0.99,0.24,0,0.56,0.16,1.96,98.04
95DD03,3354,63,19,5,36,19,142,3212,1.88,0.57,0.15,1.07,0.57,4.23,95.77
95DD04,1836,20,3,1,10,2,36,1800,1.09,0.16,0.05,0.54,0.11,1.96,98.04
95DD05,1665,38,2,0,11,10,61,1604,2.28,0.12,0,0.66,0.60,3.66,96.34
95DD06,2537,46,12,8,24,11,101,2436,1.81,0.47,0.32,0.95,0.43,3.98,96.02
95DD07,3214,38,9,4,10,10,71,3143,1.18,0.28,0.12,0.31,0.31,2.21,97.79
95DD08,2051,82,25,12,49,10,178,1873,4.00,1.22,0.59,2.39,0.49,8.68,91.32
95DD09,2506,23,6,5,15,1,50,2456,0.92,0.24,0.20,0.60,0.04,2.00,98.00
95DD10,2710,21,5,1,19,3,49,2661,0.77,0.18,0.04,0.70,0.11,1.81,98.19
95DD11,2215,92,25,3,45,18,183,2032,4.15,1.13,0.14,2.03,0.81,8.26,91.74
95DD12,2506,45,17,3,41,5,111,2395,1.80,0.68,0.12,1.64,0.20,4.43,95.57
95DD13,1709,54,26,13,47,17,157,1552,3.16,1.52,0.76,2.75,0.99,9.19,90.81
95DD14,3177,31,9,2,21,7,70,3107,0.98,0.28,0.06,0.66,0.22,2.20,97.80
95DD15,3295,193,60,21,131,41,446,2849,5.86,1.82,0.64,3.98,1.24,13.54,86.46
95DD16,2892,57,11,2,24,5,99,2793,1.97,0.38,0.07,0.83,0.17,3.42,96.58
95DD17,3317,155,49,12,90,24,330,2987,4.67,1.48,0.36,2.71,0.72,9.95,90.05
95DD18,1822,22,6,3,9,3,43,1779,1.21,0.33,0.16,0.49,0.16,2.36,97.64
95DD19,3213,33,7,6,19,3,68,3145,1.03,0.22,0.19,0.59,0.09,2.12,97.88
95DD20,1688,28,7,1,14,1,51,1637,1.66,0.41,0.06,0.83,0.06,3.02,96.98
95DD21,2055,58,30,7,40,13,148,1907,2.82,1.46,0.34,1.95,0.63,7.20,92.80
95DD22,3012,128,35,14,76,21,274,2738,4.25,1.16,0.46,2.52,0.70,9.10,90.90
95DD23,2438,33,4,3,19,11,70,2368,1.35,0.16,0.12,0.78,0.45,2.87,97.13
95DD24,2616,172,49,14,115,36,386,2230,6.57,1.87,0.54,4.40,1.38,14.76,85.24
95EE01,1821,141,57,13,95,31,337,1484,7.74,3.13,0.71,5.22,1.70,18.51,81.49
95EE02,2004,21,12,4,20,3,60,1944,1.05,0.60,0.20,1.00,0.15,2.99,97.01
95EE03,1924,35,8,2,11,5,61,1863,1.82,0.42,0.10,0.57,0.26,3.17,96.83
95EE04,1923,61,24,6,47,20,158,1765,3.17,1.25,0.31,2.44,1.04,8.22,91.78
95EE05,1454,14,4,4,11,7,40,1414,0.96,0.28,0.28,0.76,0.48,2.75,97.25
95EE06,2178,170,62,13,131,51,427,1751,7.81,2.85,0.60,6.01,2.34,19.61,80.39
95EE07,1723,27,7,2,27,5,68,1655,1.57,0.41,0.12,1.57,0.29,3.95,96.05
95EE08,1678,22,7,0,19,3,51,1627,1.31,0.42,0,1.13,0.18,3.04,96.96
95EE09,1818,72,29,11,76,17,205,1613,3.96,1.60,0.61,4.18,0.94,11.28,88.72
95EE10,1706,94,58,11,104,20,287,1419,5.51,3.40,0.64,6.10,1.17,16.82,83.18
95EE11,1615,70,19,6,43,19,157,1458,4.33,1.18,0.37,2.66,1.18,9.72,90.28
95EE12,2376,61,20,4,11,8,104,2272,2.57,0.84,0.17,0.46,0.34,4.38,95.62
95EE13,1472,33,9,4,24,8,78,1394,2.24,0.61,0.27,1.63,0.54,5.30,94.70
95EE14,2565,56,9,2,22,7,96,2469,2.18,0.35,0.08,0.86,0.27,3.74,96.26
95EE15,1651,27,5,0,9,9,50,1601,1.64,0.30,0,0.55,0.55,3.03,96.97
95EE16,2029,47,21,5,60,14,147,1882,2.32,1.03,0.25,2.96,0.69,7.24,92.76
95FF01,4566,120,47,18,124,28,337,4229,2.63,1.03,0.39,2.72,0.61,7.38,92.62
95FF02,2659,139,50,9,79,30,307,2352,5.23,1.88,0.34,2.97,1.13,11.55,88.45
95FF03,2850,82,15,9,59,13,178,2672,2.88,0.53,0.32,2.07,0.46,6.25,93.75
95FF04,2512,97,26,17,70,29,239,2273,3.86,1.04,0.68,2.79,1.15,9.51,90.49
95FF05,2442,40,11,4,30,8,93,2349,1.64,0.45,0.16,1.23,0.33,3.81,96.19
95FF06,3918,53,14,4,26,12,109,3809,1.35,0.36,0.10,0.66,0.31,2.78,97.22
95FF07,2616,102,19,10,89,26,246,2370,3.90,0.73,0.38,3.40,0.99,9.40,90.60
95FF08,2277,41,9,8,51,11,120,2157,1.80,0.40,0.35,2.24,0.48,5.27,94.73
95FF09,2421,62,18,7,48,20,155,2266,2.56,0.74,0.29,1.98,0.83,6.40,93.60
95FF10,3297,27,11,2,51,6,97,3200,0.82,0.33,0.06,1.55,0.18,2.94,97.06
95FF11,2466,46,15,7,55,16,139,2327,1.87,0.61,0.28,2.23,0.65,5.64,94.36
95FF12,2614,142,30,7,91,31,301,2313,5.43,1.15,0.27,3.48,1.19,11.51,88.49
95FF13,2583,75,18,11,64,23,191,2392,2.90,0.70,0.43,2.48,0.89,7.39,92.61
95FF14,2362,31,7,4,21,3,66,2296,1.31,0.30,0.17,0.89,0.13,2.79,97.21
95FF15,2593,88,31,16,82,12,229,2364,3.39,1.20,0.62,3.16,0.46,8.83,91.17
95FF16,2279,57,9,4,38,17,125,2154,2.50,0.39,0.18,1.67,0.75,5.48,94.52
95FF17,1657,37,18,4,27,9,95,1562,2.23,1.09,0.24,1.63,0.54,5.73,94.27
95GG01,4771,416,259,45,482,96,1298,3473,8.72,5.43,0.94,10.10,2.01,27.21,72.79
95GG02,5669,411,227,48,464,123,1273,4396,7.25,4.00,0.85,8.18,2.17,22.46,77.54
95GG03,5714,105,30,6,92,31,264,5450,1.84,0.53,0.11,1.61,0.54,4.62,95.38
95GG04,4662,237,109,29,245,45,665,3997,5.08,2.34,0.62,5.26,0.97,14.26,85.74
95GG05,5692,372,104,39,407,100,1022,4670,6.54,1.83,0.69,7.15,1.76,17.96,82.04
95GG06,5391,73,21,10,49,12,165,5226,1.35,0.39,0.19,0.91,0.22,3.06,96.94
95GG07,5223,405,218,51,508,104,1286,3937,7.75,4.17,0.98,9.73,1.99,24.62,75.38
95GG08,4655,242,120,38,238,56,694,3961,5.20,2.58,0.82,5.11,1.20,14.91,85.09
95GG09,5904,65,11,3,48,19,146,5758,1.10,0.19,0.05,0.81,0.32,2.47,97.53
95GG10,3857,56,19,7,44,11,137,3720,1.45,0.49,0.18,1.14,0.29,3.55,96.45
95GG11,5224,83,23,11,79,28,224,5000,1.59,0.44,0.21,1.51,0.54,4.29,95.71
95GG12,8735,644,212,66,871,206,1999,6736,7.37,2.43,0.76,9.97,2.36,22.88,77.12
95GG13,4527,199,69,14,182,46,510,4017,4.40,1.52,0.31,4.02,1.02,11.27,88.73
95GG14,4653,280,97,21,307,74,779,3874,6.02,2.08,0.45,6.60,1.59,16.74,83.26
95GG15,5715,82,24,10,52,27,195,5520,1.43,0.42,0.17,0.91,0.47,3.41,96.59
95GG16,5210,406,184,40,427,132,1189,4021,7.79,3.53,0.77,8.20,2.53,22.82,77.18
95GG17,5085,330,156,30,396,85,997,4088,6.49,3.07,0.59,7.79,1.67,19.61,80.39
95GG18,4720,360,177,36,429,87,1089,3631,7.63,3.75,0.76,9.09,1.84,23.07,76.93
95GG19,4386,81,14,4,59,19,177,4209,1.85,0.32,0.09,1.35,0.43,4.04,95.96
95GG20,4659,136,43,16,133,30,358,4301,2.92,0.92,0.34,2.85,0.64,7.68,92.32
95GG21,4953,324,144,29,305,66,868,4085,6.54,2.91,0.59,6.16,1.33,17.52,82.48
95GG22,5147,524,271,37,580,99,1511,3636,10.18,5.27,0.72,11.27,1.92,29.36,70.64
95GG23,4413,221,73,29,242,32,597,3816,5.01,1.65,0.66,5.48,0.73,13.53,86.47
95GG24,4383,177,65,19,182,45,488,3895,4.04,1.48,0.43,4.15,1.03,11.13,88.87
95GG25,5366,470,200,59,696,135,1560,3806,8.76,3.73,1.10,12.97,2.52,29.07,70.93
95GG26,3587,80,32,3,74,25,214,3373,2.23,0.89,0.08,2.06,0.70,5.97,94.03
95GG27,6230,513,251,55,629,115,1563,4667,8.23,4.03,0.88,10.10,1.85,25.09,74.91
95GG28,5395,69,29,5,73,16,192,5203,1.28,0.54,0.09,1.35,0.30,3.56,96.44
95GG29,4739,84,25,7,69,15,200,4539,1.77,0.53,0.15,1.46,0.32,4.22,95.78
95GG30,4654,54,20,8,49,17,148,4506,1.16,0.43,0.17,1.05,0.37,3.18,96.82
95GG31,6297,501,248,53,542,113,1457,4840,7.96,3.94,0.84,8.61,1.79,23.14,76.86
95GG32,6072,239,112,28,311,57,747,5325,3.94,1.84,0.46,5.12,0.94,12.30,87.70
95GG33,5417,320,105,33,273,113,844,4573,5.91,1.94,0.61,5.04,2.09,15.58,84.42
95GG34,4741,279,120,38,355,90,882,3859,5.88,2.53,0.80,7.49,1.90,18.60,81.40
95GG35,4729,314,154,26,297,77,868,3861,6.64,3.26,0.55,6.28,1.63,18.35,81.65
95GG36,5370,90,25,11,69,26,221,5149,1.68,0.47,0.20,1.28,0.48,4.12,95.88
95GG37,5824,274,70,43,263,87,737,5087,4.70,1.20,0.74,4.52,1.49,12.65,87.35
95GG38,6301,403,109,48,439,106,1105,5196,6.40,1.73,0.76,6.97,1.68,17.54,82.46
95GG39,6952,295,90,29,272,68,754,6198,4.24,1.29,0.42,3.91,0.98,10.85,89.15
95GG40,3654,36,10,3,46,9,104,3550,0.99,0.27,0.08,1.26,0.25,2.85,97.15
95GG41,5382,64,27,6,56,26,179,5203,1.19,0.50,0.11,1.04,0.48,3.33,96.67
95GG42,7931,447,123,50,558,140,1318,6613,5.64,1.55,0.63,7.04,1.77,16.62,83.38
95GG43,4659,52,20,5,61,14,152,4507,1.12,0.43,0.11,1.31,0.30,3.26,96.74
95GG44,5338,106,33,9,71,15,234,5104,1.99,0.62,0.17,1.33,0.28,4.38,95.62
95GG45,4658,139,36,17,138,38,368,4290,2.98,0.77,0.36,2.96,0.82,7.90,92.10
95GG46,5049,387,186,32,449,129,1183,3866,7.66,3.68,0.63,8.89,2.55,23.43,76.57
95GG47,5588,372,165,48,435,119,1139,4449,6.66,2.95,0.86,7.78,2.13,20.38,79.62
95GG48,5432,362,196,32,478,102,1170,4262,6.66,3.61,0.59,8.80,1.88,21.54,78.46
95GG49,7974,433,101,43,475,111,1163,6811,5.43,1.27,0.54,5.96,1.39,14.58,85.42
95GG50,5219,142,27,11,108,29,317,4902,2.72,0.52,0.21,2.07,0.56,6.07,93.93
95GG51,3898,23,14,5,34,11,87,3811,0.59,0.36,0.13,0.87,0.28,2.23,97.77
95HH01,1983,27,7,2,16,11,63,1920,1.36,0.35,0.10,0.81,0.55,3.18,96.82
95HH02,2861,13,7,1,4,5,30,2831,0.45,0.24,0.03,0.14,0.17,1.05,98.95
95HH03,1625,19,7,3,20,5,54,1571,1.17,0.43,0.18,1.23,0.31,3.32,96.68
95HH04,2989,19,5,3,21,5,53,2936,0.64,0.17,0.10,0.70,0.17,1.77,98.23
95HH05,2051,17,7,1,18,7,50,2001,0.83,0.34,0.05,0.88,0.34,2.44,97.56
95HH06,4602,40,6,1,23,2,72,4530,0.87,0.13,0.02,0.50,0.04,1.56,98.44
95HH07,1438,12,3,4,6,3,28,1410,0.83,0.21,0.28,0.42,0.21,1.95,98.05
95HH08,2530,44,5,2,31,17,99,2431,1.74,0.20,0.08,1.23,0.67,3.91,96.09
95HH09,2541,30,12,2,26,8,78,2463,1.18,0.47,0.08,1.02,0.31,3.07,96.93
95HH10,2407,24,7,4,15,2,52,2355,1.00,0.29,0.17,0.62,0.08,2.16,97.84
95HH11,1358,13,5,1,4,1,24,1334,0.96,0.37,0.07,0.29,0.07,1.77,98.23
95HH12,1503,14,1,1,10,0,26,1477,0.93,0.07,0.07,0.67,0,1.73,98.27
95HH13,1340,26,2,0,4,1,33,1307,1.94,0.15,0,0.30,0.07,2.46,97.54
95HH14,1481,14,2,1,10,2,29,1452,0.95,0.14,0.07,0.68,0.14,1.96,98.04
95HH15,2551,16,1,2,19,4,42,2509,0.63,0.04,0.08,0.74,0.16,1.65,98.35
95HH16,2093,39,9,1,18,6,73,2020,1.86,0.43,0.05,0.86,0.29,3.49,96.51
95HH17,2386,11,8,3,8,5,35,2351,0.46,0.34,0.13,0.34,0.21,1.47,98.53
95II01,3007,29,2,3,13,2,49,2958,0.96,0.07,0.10,0.43,0.07,1.63,98.37
95II02,4800,134,41,16,136,40,367,4433,2.79,0.85,0.33,2.83,0.83,7.65,92.35
95II03,3380,136,30,22,99,35,322,3058,4.02,0.89,0.65,2.93,1.04,9.53,90.47
95II04,4143,29,6,2,29,7,73,4070,0.70,0.14,0.05,0.70,0.17,1.76,98.24
95II05,3429,121,55,14,133,47,370,3059,3.53,1.60,0.41,3.88,1.37,10.79,89.21
95II06,3225,126,52,12,91,21,302,2923,3.91,1.61,0.37,2.82,0.65,9.36,90.64
95II07,1999,30,5,2,21,8,66,1933,1.50,0.25,0.10,1.05,0.40,3.30,96.70
95II08,2322,30,8,2,16,9,65,2257,1.29,0.34,0.09,0.69,0.39,2.80,97.20
95II09,3238,21,10,2,18,7,58,3180,0.65,0.31,0.06,0.56,0.22,1.79,98.21
95II10,2501,36,7,2,15,5,65,2436,1.44,0.28,0.08,0.60,0.20,2.60,97.40
95II11,2470,82,32,2,115,29,260,2210,3.32,1.30,0.08,4.66,1.17,10.53,89.47
95II12,2435,14,6,6,22,7,55,2380,0.57,0.25,0.25,0.90,0.29,2.26,97.74
95II13,2578,30,2,1,31,8,72,2506,1.16,0.08,0.04,1.20,0.31,2.79,97.21
95II14,2473,77,9,3,46,19,154,2319,3.11,0.36,0.12,1.86,0.77,6.23,93.77
95II15,3199,126,45,16,124,50,361,2838,3.94,1.41,0.50,3.88,1.56,11.28,88.72
95II16,2060,14,10,1,16,3,44,2016,0.68,0.49,0.05,0.78,0.15,2.14,97.86
95II17,2424,24,5,1,15,9,54,2370,0.99,0.21,0.04,0.62,0.37,2.23,97.77
95II18,2155,24,6,2,16,7,55,2100,1.11,0.28,0.09,0.74,0.32,2.55,97.45
95II19,3683,63,13,1,57,11,145,3538,1.71,0.35,0.03,1.55,0.30,3.94,96.06
95II20,2654,100,32,12,89,30,263,2391,3.77,1.21,0.45,3.35,1.13,9.91,90.09
95II21,2301,13,5,2,11,5,36,2265,0.56,0.22,0.09,0.48,0.22,1.56,98.44
95II22,2164,25,5,0,15,6,51,2113,1.16,0.23,0,0.69,0.28,2.36,97.64
95II23,2116,97,23,5,57,23,205,1911,4.58,1.09,0.24,2.69,1.09,9.69,90.31
95JJ01,2416,60,23,6,38,12,139,2277,2.48,0.95,0.25,1.57,0.50,5.75,94.25
95JJ02,2315,67,18,6,56,23,170,2145,2.89,0.78,0.26,2.42,0.99,7.34,92.66
95JJ03,2338,27,12,0,26,5,70,2268,1.15,0.51,0,1.11,0.21,2.99,97.01
95JJ04,2997,43,16,4,17,11,91,2906,1.43,0.53,0.13,0.57,0.37,3.04,96.96
95JJ05,1771,44,18,4,27,14,107,1664,2.48,1.02,0.23,1.52,0.79,6.04,93.96
95JJ06,2357,58,16,8,31,13,126,2231,2.46,0.68,0.34,1.32,0.55,5.35,94.65
95JJ07,2517,41,24,5,28,9,107,2410,1.63,0.95,0.20,1.11,0.36,4.25,95.75
95JJ08,3175,80,37,19,80,13,229,2946,2.52,1.17,0.60,2.52,0.41,7.21,92.79
95JJ09,1948,20,4,0,24,3,51,1897,1.03,0.21,0,1.23,0.15,2.62,97.38
95JJ10,2679,149,60,12,123,24,368,2311,5.56,2.24,0.45,4.59,0.90,13.74,86.26
95JJ11,3639,64,15,4,51,16,150,3489,1.76,0.41,0.11,1.40,0.44,4.12,95.88
95JJ12,2595,142,54,18,118,39,371,2224,5.47,2.08,0.69,4.55,1.50,14.30,85.70
95JJ13,3725,59,7,4,50,12,132,3593,1.58,0.19,0.11,1.34,0.32,3.54,96.46
95JJ14,2242,26,4,2,20,11,63,2179,1.16,0.18,0.09,0.89,0.49,2.81,97.19
95JJ15,1813,55,14,5,19,22,115,1698,3.03,0.77,0.28,1.05,1.21,6.34,93.66
95JJ16,1750,44,16,3,49,10,122,1628,2.51,0.91,0.17,2.80,0.57,6.97,93.03
95JJ17,2360,124,54,14,73,22,287,2073,5.25,2.29,0.59,3.09,0.93,12.16,87.84
95JJ18,1983,49,20,5,29,11,114,1869,2.47,1.01,0.25,1.46,0.55,5.75,94.25
95JJ19,2874,99,32,15,175,37,358,2516,3.44,1.11,0.52,6.09,1.29,12.46,87.54
95JJ20,3968,60,20,3,40,11,134,3834,1.51,0.50,0.08,1.01,0.28,3.38,96.62
95JJ21,2801,72,20,16,89,26,223,2578,2.57,0.71,0.57,3.18,0.93,7.96,92.04
95JJ22,2727,67,17,0,34,12,130,2597,2.46,0.62,0,1.25,0.44,4.77,95.23
95KK01,2435,221,83,20,158,45,527,1908,9.08,3.41,0.82,6.49,1.85,21.64,78.36
95KK02,1927,50,28,6,36,16,136,1791,2.59,1.45,0.31,1.87,0.83,7.06,92.94
95KK03,2228,216,81,22,182,66,567,1661,9.69,3.64,0.99,8.17,2.96,25.45,74.55
95KK04,2634,165,104,17,142,55,483,2151,6.26,3.95,0.65,5.39,2.09,18.34,81.66
95KK05,2505,230,70,17,166,48,531,1974,9.18,2.79,0.68,6.63,1.92,21.20,78.80
95KK06,1812,76,33,10,58,25,202,1610,4.19,1.82,0.55,3.20,1.38,11.15,88.85
95KK07,1989,72,20,4,46,18,160,1829,3.62,1.01,0.20,2.31,0.90,8.04,91.96
95KK08,2494,87,25,11,66,14,203,2291,3.49,1.00,0.44,2.65,0.56,8.14,91.86
95KK09,2088,57,31,4,80,11,183,1905,2.73,1.48,0.19,3.83,0.53,8.76,91.24
95KK10,2086,79,33,6,71,28,217,1869,3.79,1.58,0.29,3.40,1.34,10.40,89.60
95KK11,2272,51,26,6,71,10,164,2108,2.24,1.14,0.26,3.13,0.44,7.22,92.78
95KK12,2199,218,72,18,184,37,529,1670,9.91,3.27,0.82,8.37,1.68,24.06,75.94
95KK13,1756,61,9,1,26,7,104,1652,3.47,0.51,0.06,1.48,0.40,5.92,94.08
95KK14,1977,109,39,10,101,20,279,1698,5.51,1.97,0.51,5.11,1.01,14.11,85.89
95KK15,2767,199,60,25,160,30,474,2293,7.19,2.17,0.90,5.78,1.08,17.13,82.87
95KK16,2151,145,52,16,130,30,373,1778,6.74,2.42,0.74,6.04,1.39,17.34,82.66
95LL01,4688,313,101,34,325,68,841,3847,6.68,2.15,0.73,6.93,1.45,17.94,82.06
95LL02,2878,52,19,11,42,19,143,2735,1.81,0.66,0.38,1.46,0.66,4.97,95.03
95LL03,2285,31,8,3,43,11,96,2189,1.36,0.35,0.13,1.88,0.48,4.20,95.80
95LL04,2837,187,68,30,182,34,501,2336,6.59,2.40,1.06,6.42,1.20,17.66,82.34
95LL05,3970,71,26,4,81,14,196,3774,1.79,0.65,0.10,2.04,0.35,4.94,95.06
95LL06,3214,47,14,4,36,10,111,3103,1.46,0.44,0.12,1.12,0.31,3.45,96.55
95LL07,2034,15,9,0,32,1,57,1977,0.74,0.44,0,1.57,0.05,2.80,97.20
95LL08,3176,210,76,24,208,46,564,2612,6.61,2.39,0.76,6.55,1.45,17.76,82.24
95LL09,3031,175,61,20,157,32,445,2586,5.77,2.01,0.66,5.18,1.06,14.68,85.32
95LL10,5242,421,134,56,443,102,1156,4086,8.03,2.56,1.07,8.45,1.95,22.05,77.95
95LL11,3775,43,9,2,44,8,106,3669,1.14,0.24,0.05,1.17,0.21,2.81,97.19
95LL12,3920,185,96,32,199,39,551,3369,4.72,2.45,0.82,5.08,0.99,14.06,85.94
95LL13,2601,113,52,15,74,36,290,2311,4.34,2.00,0.58,2.85,1.38,11.15,88.85
95LL14,2566,246,73,12,181,37,549,2017,9.59,2.84,0.47,7.05,1.44,21.40,78.60
95LL15,2949,29,8,1,37,6,81,2868,0.98,0.27,0.03,1.25,0.20,2.75,97.25
95LL16,5755,111,37,12,102,38,300,5455,1.93,0.64,0.21,1.77,0.66,5.21,94.79
95LL17,2450,10,4,1,26,4,45,2405,0.41,0.16,0.04,1.06,0.16,1.84,98.16
95LL18,3198,27,6,2,19,4,58,3140,0.84,0.19,0.06,0.59,0.13,1.81,98.19
95LL19,4920,79,23,21,97,17,237,4683,1.61,0.47,0.43,1.97,0.35,4.82,95.18
