GeographyCode,KS201NI0001,KS201NI0002,KS201NI0003,KS201NI0004,KS201NI0005,KS201NI0006,KS201NI0007,KS201NI0008,KS201NI0009,KS201NI0010,KS201NI0011,KS201NI0012,KS201NI0013,KS201NI0014,KS201NI0015,KS201NI0016,KS201NI0017,KS201NI0018,KS201NI0019,KS201NI0020,KS201NI0021,KS201NI0022,KS201NI0023,KS201NI0024,KS201NI0025
95BB20,3413,3395,7,1,1,0,0,1,0,1,0,4,3,99.47,0.21,0.03,0.03,0,0,0.03,0,0.03,0,0.12,0.09
95BB21,4719,4703,1,0,0,0,0,0,0,0,0,8,7,99.66,0.02,0,0,0,0,0,0,0,0,0.17,0.15
95BB22,3040,3020,10,0,0,0,0,2,1,0,0,4,3,99.34,0.33,0,0,0,0,0.07,0.03,0,0,0.13,0.10
95BB23,3025,2980,11,3,6,0,7,4,0,0,2,10,2,98.51,0.36,0.10,0.20,0,0.23,0.13,0,0,0.07,0.33,0.07
95CC01,2558,2522,13,0,17,1,0,0,0,0,0,0,5,98.59,0.51,0,0.66,0.04,0,0,0,0,0,0,0.20
95CC02,2725,2705,2,1,0,1,0,3,0,0,0,6,7,99.27,0.07,0.04,0,0.04,0,0.11,0,0,0,0.22,0.26
95CC03,2817,2698,36,51,17,6,0,2,0,0,0,5,2,95.78,1.28,1.81,0.60,0.21,0,0.07,0,0,0,0.18,0.07
95CC04,2440,2431,1,1,0,0,0,1,0,0,0,1,5,99.63,0.04,0.04,0,0,0,0.04,0,0,0,0.04,0.20
95CC05,2774,2750,0,0,17,0,0,0,0,0,0,6,1,99.13,0,0,0.61,0,0,0,0,0,0,0.22,0.04
95CC06,2776,2736,11,5,3,4,0,0,0,2,0,14,1,98.56,0.40,0.18,0.11,0.14,0,0,0,0.07,0,0.50,0.04
95CC07,3475,3469,0,2,1,1,0,1,0,0,0,0,1,99.83,0,0.06,0.03,0.03,0,0.03,0,0,0,0,0.03
95CC08,2565,2537,2,1,16,0,3,1,0,0,1,1,3,98.91,0.08,0.04,0.62,0,0.12,0.04,0,0,0.04,0.04,0.12
95CC09,3354,3337,2,1,4,0,0,1,1,0,0,8,0,99.49,0.06,0.03,0.12,0,0,0.03,0.03,0,0,0.24,0
95CC10,2577,2553,5,0,1,0,0,0,1,0,2,15,0,99.07,0.19,0,0.04,0,0,0,0.04,0,0.08,0.58,0
95CC11,1795,1788,0,3,1,0,0,0,0,0,0,1,2,99.61,0,0.17,0.06,0,0,0,0,0,0,0.06,0.11
95CC12,2785,2764,0,1,2,0,0,9,0,0,0,1,8,99.25,0,0.04,0.07,0,0,0.32,0,0,0,0.04,0.29
95CC13,2474,2467,1,1,0,0,0,0,0,0,0,2,3,99.72,0.04,0.04,0,0,0,0,0,0,0,0.08,0.12
95CC14,3035,3023,0,2,4,0,0,2,0,0,0,4,0,99.60,0,0.07,0.13,0,0,0.07,0,0,0,0.13,0
95CC15,2903,2889,1,0,1,0,0,1,1,0,0,9,1,99.52,0.03,0,0.03,0,0,0.03,0.03,0,0,0.31,0.03
95CC16,2820,2811,0,0,0,0,0,2,0,1,0,4,2,99.68,0,0,0,0,0,0.07,0,0.04,0,0.14,0.07
95CC17,2730,2718,1,4,2,0,0,1,0,0,0,2,2,99.56,0.04,0.15,0.07,0,0,0.04,0,0,0,0.07,0.07
95CC18,2342,2300,14,2,17,0,1,3,0,2,0,2,1,98.21,0.60,0.09,0.73,0,0.04,0.13,0,0.09,0,0.09,0.04
95CC19,2720,2708,0,0,0,0,0,3,1,0,0,4,4,99.56,0,0,0,0,0,0.11,0.04,0,0,0.15,0.15
95CC20,3010,3000,1,0,1,0,0,4,0,0,0,3,1,99.67,0.03,0,0.03,0,0,0.13,0,0,0,0.10,0.03
95CC21,2925,2910,9,0,1,0,0,0,0,0,0,4,1,99.49,0.31,0,0.03,0,0,0,0,0,0,0.14,0.03
95CC22,1740,1698,18,0,0,0,0,15,0,0,1,7,1,97.59,1.03,0,0,0,0,0.86,0,0,0.06,0.40,0.06
95DD01,2099,2054,6,2,20,1,0,9,0,1,0,3,3,97.86,0.29,0.10,0.95,0.05,0,0.43,0,0.05,0,0.14,0.14
95DD02,3888,3847,8,0,1,1,0,11,0,0,0,12,8,98.95,0.21,0,0.03,0.03,0,0.28,0,0,0,0.31,0.21
95DD03,3503,3449,10,1,10,9,0,14,0,0,1,9,0,98.46,0.29,0.03,0.29,0.26,0,0.40,0,0,0.03,0.26,0
95DD04,1926,1918,0,0,1,0,1,0,0,0,0,2,4,99.58,0,0,0.05,0,0.05,0,0,0,0,0.10,0.21
95DD05,1739,1710,0,0,1,12,0,0,0,13,0,1,2,98.33,0,0,0.06,0.69,0,0,0,0.75,0,0.06,0.12
95DD06,2588,2565,18,0,0,0,0,1,0,0,0,2,2,99.11,0.70,0,0,0,0,0.04,0,0,0,0.08,0.08
95DD07,3363,3345,3,1,1,0,0,1,0,0,0,8,4,99.46,0.09,0.03,0.03,0,0,0.03,0,0,0,0.24,0.12
95DD08,2126,2068,16,2,18,0,0,12,0,0,0,0,10,97.27,0.75,0.09,0.85,0,0,0.56,0,0,0,0,0.47
95DD09,2590,2583,3,0,0,0,0,0,0,1,1,2,0,99.73,0.12,0,0,0,0,0,0,0.04,0.04,0.08,0
95DD10,2805,2796,1,0,7,1,0,0,0,0,0,0,0,99.68,0.04,0,0.25,0.04,0,0,0,0,0,0,0
95DD11,2363,2304,3,39,0,5,0,7,0,1,0,4,0,97.50,0.13,1.65,0,0.21,0,0.30,0,0.04,0,0.17,0
95DD12,2610,2606,1,0,0,0,0,0,0,0,0,2,1,99.85,0.04,0,0,0,0,0,0,0,0,0.08,0.04
95DD13,1784,1722,4,29,9,2,0,10,0,2,1,4,1,96.52,0.22,1.63,0.50,0.11,0,0.56,0,0.11,0.06,0.22,0.06
95DD14,3277,3218,24,0,7,5,0,6,1,2,0,13,1,98.20,0.73,0,0.21,0.15,0,0.18,0.03,0.06,0,0.40,0.03
95DD15,3451,3443,0,0,0,1,0,1,0,0,0,5,1,99.77,0,0,0,0.03,0,0.03,0,0,0,0.14,0.03
95DD16,2981,2962,3,1,3,0,5,3,0,0,0,2,2,99.36,0.10,0.03,0.10,0,0.17,0.10,0,0,0,0.07,0.07
95DD17,3461,3448,1,3,0,0,0,2,2,1,0,3,1,99.62,0.03,0.09,0,0,0,0.06,0.06,0.03,0,0.09,0.03
95DD18,1885,1825,2,2,1,6,0,14,0,7,3,12,13,96.82,0.11,0.11,0.05,0.32,0,0.74,0,0.37,0.16,0.64,0.69
95DD19,3364,3343,3,1,0,0,0,9,0,3,0,2,3,99.38,0.09,0.03,0,0,0,0.27,0,0.09,0,0.06,0.09
95DD20,1746,1743,3,0,0,0,0,0,0,0,0,0,0,99.83,0.17,0,0,0,0,0,0,0,0,0,0
95DD21,2139,2098,0,0,2,9,0,12,0,1,4,5,8,98.08,0,0,0.09,0.42,0,0.56,0,0.05,0.19,0.23,0.37
95DD22,3136,3119,2,0,3,0,0,2,0,0,0,4,6,99.46,0.06,0,0.10,0,0,0.06,0,0,0,0.13,0.19
95DD23,2509,2500,2,0,0,0,0,0,0,2,0,0,5,99.64,0.08,0,0,0,0,0,0,0.08,0,0,0.20
95DD24,2711,2684,15,0,2,0,0,6,0,0,0,4,0,99.00,0.55,0,0.07,0,0,0.22,0,0,0,0.15,0
95EE01,1895,1892,0,0,0,0,0,0,0,0,0,3,0,99.84,0,0,0,0,0,0,0,0,0,0.16,0
95EE02,2095,2087,0,0,1,0,0,0,0,0,1,6,0,99.62,0,0,0.05,0,0,0,0,0,0.05,0.29,0
95EE03,1999,1991,0,0,5,0,0,0,0,0,0,3,0,99.60,0,0,0.25,0,0,0,0,0,0,0.15,0
95EE04,1993,1979,3,0,0,0,0,1,2,1,0,5,2,99.30,0.15,0,0,0,0,0.05,0.10,0.05,0,0.25,0.10
95EE05,1509,1501,0,0,1,0,0,0,1,0,0,5,1,99.47,0,0,0.07,0,0,0,0.07,0,0,0.33,0.07
95EE06,2278,2262,1,3,0,0,0,0,3,0,0,6,3,99.30,0.04,0.13,0,0,0,0,0.13,0,0,0.26,0.13
95EE07,1798,1787,6,0,0,0,0,1,0,0,0,4,0,99.39,0.33,0,0,0,0,0.06,0,0,0,0.22,0
95EE08,1719,1693,9,0,14,0,0,0,0,0,0,1,2,98.49,0.52,0,0.81,0,0,0,0,0,0,0.06,0.12
95EE09,1890,1888,1,1,0,0,0,0,0,0,0,0,0,99.89,0.05,0.05,0,0,0,0,0,0,0,0,0
95EE10,1797,1788,0,5,0,0,0,0,1,0,0,3,0,99.50,0,0.28,0,0,0,0,0.06,0,0,0.17,0
95EE11,1677,1673,0,0,0,0,0,1,0,0,0,1,2,99.76,0,0,0,0,0,0.06,0,0,0,0.06,0.12
95EE12,2507,2490,10,0,2,0,0,1,0,0,0,4,0,99.32,0.40,0,0.08,0,0,0.04,0,0,0,0.16,0
95EE13,1529,1516,9,0,3,0,0,0,0,1,0,0,0,99.15,0.59,0,0.20,0,0,0,0,0.07,0,0,0
95EE14,2684,2662,6,0,6,0,0,4,0,0,0,6,0,99.18,0.22,0,0.22,0,0,0.15,0,0,0,0.22,0
95EE15,1728,1725,0,0,0,0,0,0,0,0,0,3,0,99.83,0,0,0,0,0,0,0,0,0,0.17,0
95EE16,2126,2120,0,0,0,0,0,1,0,0,0,4,1,99.72,0,0,0,0,0,0.05,0,0,0,0.19,0.05
95FF01,4796,4723,16,3,1,9,1,13,0,1,0,23,6,98.48,0.33,0.06,0.02,0.19,0.02,0.27,0,0.02,0,0.48,0.13
95FF02,2817,2808,1,0,0,0,0,1,0,0,0,5,2,99.68,0.04,0,0,0,0,0.04,0,0,0,0.18,0.07
95FF03,3006,2977,6,0,0,0,0,7,0,0,0,8,8,99.04,0.20,0,0,0,0,0.23,0,0,0,0.27,0.27
95FF04,2629,2609,1,6,3,0,0,5,0,2,0,1,2,99.24,0.04,0.23,0.11,0,0,0.19,0,0.08,0,0.04,0.08
95FF05,2563,2530,0,0,6,0,0,13,0,1,0,12,1,98.71,0,0,0.23,0,0,0.51,0,0.04,0,0.47,0.04
95FF06,4116,4082,1,0,5,0,0,14,1,0,0,9,4,99.17,0.02,0,0.12,0,0,0.34,0.02,0,0,0.22,0.10
95FF07,2769,2750,1,1,1,0,0,0,2,0,0,12,2,99.31,0.04,0.04,0.04,0,0,0,0.07,0,0,0.43,0.07
95FF08,2364,2345,5,0,1,0,1,3,1,0,0,8,0,99.20,0.21,0,0.04,0,0.04,0.13,0.04,0,0,0.34,0
95FF09,2522,2507,2,0,2,3,4,1,0,1,0,2,0,99.41,0.08,0,0.08,0.12,0.16,0.04,0,0.04,0,0.08,0
95FF10,3473,3435,11,0,1,0,0,1,2,0,1,10,12,98.91,0.32,0,0.03,0,0,0.03,0.06,0,0.03,0.29,0.35
95FF11,2582,2571,1,0,0,4,0,0,0,0,0,1,5,99.57,0.04,0,0,0.15,0,0,0,0,0,0.04,0.19
95FF12,2724,2709,1,0,0,1,0,3,1,0,2,7,0,99.45,0.04,0,0,0.04,0,0.11,0.04,0,0.07,0.26,0
95FF13,2708,2691,1,0,0,4,0,1,0,1,0,8,2,99.37,0.04,0,0,0.15,0,0.04,0,0.04,0,0.30,0.07
95FF14,2432,2429,1,1,0,0,0,0,0,0,0,0,1,99.88,0.04,0.04,0,0,0,0,0,0,0,0,0.04
95FF15,2740,2719,11,0,1,0,0,1,0,0,0,5,3,99.23,0.40,0,0.04,0,0,0.04,0,0,0,0.18,0.11
95FF16,2374,2361,9,0,0,0,0,0,0,1,0,2,1,99.45,0.38,0,0,0,0,0,0,0.04,0,0.08,0.04
95FF17,1724,1698,8,0,11,0,0,0,0,0,1,6,0,98.49,0.46,0,0.64,0,0,0,0,0,0.06,0.35,0
95GG01,4907,4867,3,7,21,0,1,3,0,2,1,0,2,99.18,0.06,0.14,0.43,0,0.02,0.06,0,0.04,0.02,0,0.04
95GG02,5987,5939,4,3,1,0,3,5,2,6,7,12,5,99.20,0.07,0.05,0.02,0,0.05,0.08,0.03,0.10,0.12,0.20,0.08
95GG03,5939,5642,65,1,49,10,8,87,4,18,1,40,14,95.00,1.09,0.02,0.83,0.17,0.13,1.46,0.07,0.30,0.02,0.67,0.24
95GG04,4908,4769,17,1,38,2,2,14,2,22,4,20,17,97.17,0.35,0.02,0.77,0.04,0.04,0.29,0.04,0.45,0.08,0.41,0.35
95GG05,5928,5451,173,1,68,1,39,70,3,54,4,43,21,91.95,2.92,0.02,1.15,0.02,0.66,1.18,0.05,0.91,0.07,0.73,0.35
95GG06,5626,5502,24,0,3,10,3,40,2,4,2,24,12,97.80,0.43,0,0.05,0.18,0.05,0.71,0.04,0.07,0.04,0.43,0.21
95GG07,5485,5170,42,8,21,1,1,199,2,14,3,23,1,94.26,0.77,0.15,0.38,0.02,0.02,3.63,0.04,0.26,0.05,0.42,0.02
95GG08,4910,4819,2,2,11,3,0,30,4,18,1,10,10,98.15,0.04,0.04,0.22,0.06,0,0.61,0.08,0.37,0.02,0.20,0.20
95GG09,6165,6035,40,3,19,0,0,15,2,15,5,20,11,97.89,0.65,0.05,0.31,0,0,0.24,0.03,0.24,0.08,0.32,0.18
95GG10,3998,3867,30,0,12,1,0,12,1,30,2,22,21,96.72,0.75,0,0.30,0.03,0,0.30,0.03,0.75,0.05,0.55,0.53
95GG11,5453,5292,49,4,7,1,3,8,1,34,0,37,17,97.05,0.90,0.07,0.13,0.02,0.06,0.15,0.02,0.62,0,0.68,0.31
95GG12,8945,8153,282,29,98,36,12,77,6,124,13,69,46,91.15,3.15,0.32,1.10,0.40,0.13,0.86,0.07,1.39,0.15,0.77,0.51
95GG13,4722,4637,13,2,22,1,0,22,0,2,2,19,2,98.20,0.28,0.04,0.47,0.02,0,0.47,0,0.04,0.04,0.40,0.04
95GG14,4820,4769,1,4,8,1,0,5,2,4,3,9,14,98.94,0.02,0.08,0.17,0.02,0,0.10,0.04,0.08,0.06,0.19,0.29
95GG15,5920,5799,19,1,14,0,0,42,0,1,0,27,17,97.96,0.32,0.02,0.24,0,0,0.71,0,0.02,0,0.46,0.29
95GG16,5452,5298,1,2,64,6,1,18,3,20,3,34,2,97.18,0.02,0.04,1.17,0.11,0.02,0.33,0.06,0.37,0.06,0.62,0.04
95GG17,5330,5266,4,0,11,1,3,4,0,10,3,27,1,98.80,0.08,0,0.21,0.02,0.06,0.08,0,0.19,0.06,0.51,0.02
95GG18,4975,4834,15,5,33,1,2,49,0,10,0,23,3,97.17,0.30,0.10,0.66,0.02,0.04,0.98,0,0.20,0,0.46,0.06
95GG19,4582,4538,15,1,3,0,0,1,2,4,4,12,2,99.04,0.33,0.02,0.07,0,0,0.02,0.04,0.09,0.09,0.26,0.04
95GG20,4901,4693,40,1,59,0,2,19,1,41,1,30,14,95.76,0.82,0.02,1.20,0,0.04,0.39,0.02,0.84,0.02,0.61,0.29
95GG21,5184,4979,22,1,108,0,0,31,1,5,6,21,10,96.05,0.42,0.02,2.08,0,0,0.60,0.02,0.10,0.12,0.41,0.19
95GG22,5343,5228,23,0,21,8,1,13,5,15,0,22,7,97.85,0.43,0,0.39,0.15,0.02,0.24,0.09,0.28,0,0.41,0.13
95GG23,4555,4299,66,0,97,9,0,42,0,4,0,30,8,94.38,1.45,0,2.13,0.20,0,0.92,0,0.09,0,0.66,0.18
95GG24,4561,4372,11,2,19,4,4,92,2,6,3,32,14,95.86,0.24,0.04,0.42,0.09,0.09,2.02,0.04,0.13,0.07,0.70,0.31
95GG25,5573,5488,3,9,33,4,9,14,0,0,0,12,1,98.47,0.05,0.16,0.59,0.07,0.16,0.25,0,0,0,0.22,0.02
95GG26,3749,3713,2,1,3,2,0,3,1,16,0,2,6,99.04,0.05,0.03,0.08,0.05,0,0.08,0.03,0.43,0,0.05,0.16
95GG27,6498,6454,1,5,4,0,1,8,2,2,3,13,5,99.32,0.02,0.08,0.06,0,0.02,0.12,0.03,0.03,0.05,0.20,0.08
95GG28,5651,5532,11,0,4,1,0,53,0,18,0,25,7,97.89,0.19,0,0.07,0.02,0,0.94,0,0.32,0,0.44,0.12
95GG29,5014,4664,27,6,206,8,5,27,1,35,2,33,0,93.02,0.54,0.12,4.11,0.16,0.10,0.54,0.02,0.70,0.04,0.66,0
95GG30,4827,4754,31,2,2,1,1,10,2,1,1,15,7,98.49,0.64,0.04,0.04,0.02,0.02,0.21,0.04,0.02,0.02,0.31,0.15
95GG31,6519,6450,1,2,12,0,1,11,3,11,8,19,1,98.94,0.02,0.03,0.18,0,0.02,0.17,0.05,0.17,0.12,0.29,0.02
95GG32,6409,6116,18,4,53,6,0,123,2,38,2,42,5,95.43,0.28,0.06,0.83,0.09,0,1.92,0.03,0.59,0.03,0.66,0.08
95GG33,5555,5302,60,3,45,3,1,40,2,20,1,61,17,95.45,1.08,0.05,0.81,0.05,0.02,0.72,0.04,0.36,0.02,1.10,0.31
95GG34,4927,4688,15,4,69,1,0,94,0,19,2,15,20,95.15,0.30,0.08,1.40,0.02,0,1.91,0,0.39,0.04,0.30,0.41
95GG35,4950,4852,8,12,27,6,1,6,1,18,0,6,13,98.02,0.16,0.24,0.55,0.12,0.02,0.12,0.02,0.36,0,0.12,0.26
95GG36,5619,5535,35,0,9,1,1,5,2,1,2,22,6,98.51,0.62,0,0.16,0.02,0.02,0.09,0.04,0.02,0.04,0.39,0.11
95GG37,6041,5892,9,3,27,2,3,20,3,24,1,44,13,97.53,0.15,0.05,0.45,0.03,0.05,0.33,0.05,0.40,0.02,0.73,0.22
95GG38,6564,6330,94,7,33,3,1,22,0,22,4,32,16,96.44,1.43,0.11,0.50,0.05,0.02,0.34,0,0.34,0.06,0.49,0.24
95GG39,7214,6321,264,0,385,1,10,117,0,40,3,44,29,87.62,3.66,0,5.34,0.01,0.14,1.62,0,0.55,0.04,0.61,0.40
95GG40,3816,3750,24,2,2,0,1,12,2,2,1,16,4,98.27,0.63,0.05,0.05,0,0.03,0.31,0.05,0.05,0.03,0.42,0.10
95GG41,5548,5425,57,0,9,1,12,11,4,3,1,15,10,97.78,1.03,0,0.16,0.02,0.22,0.20,0.07,0.05,0.02,0.27,0.18
95GG42,8139,7648,181,8,79,24,15,57,3,28,2,65,29,93.97,2.22,0.10,0.97,0.29,0.18,0.70,0.04,0.34,0.02,0.80,0.36
95GG43,4874,4718,31,0,36,9,2,26,4,6,7,27,8,96.80,0.64,0,0.74,0.18,0.04,0.53,0.08,0.12,0.14,0.55,0.16
95GG44,5591,5391,30,4,18,0,2,34,1,44,9,45,13,96.42,0.54,0.07,0.32,0,0.04,0.61,0.02,0.79,0.16,0.80,0.23
95GG45,4841,4605,36,1,68,20,1,40,4,13,4,42,7,95.12,0.74,0.02,1.40,0.41,0.02,0.83,0.08,0.27,0.08,0.87,0.14
95GG46,5250,5180,2,21,11,0,0,16,1,7,1,11,0,98.67,0.04,0.40,0.21,0,0,0.30,0.02,0.13,0.02,0.21,0
95GG47,5829,5694,15,3,45,0,0,13,4,18,2,30,5,97.68,0.26,0.05,0.77,0,0,0.22,0.07,0.31,0.03,0.51,0.09
95GG48,5694,5628,6,22,2,4,0,8,0,4,3,14,3,98.84,0.11,0.39,0.04,0.07,0,0.14,0,0.07,0.05,0.25,0.05
95GG49,8141,7244,244,5,155,19,38,232,1,53,5,81,64,88.98,3.00,0.06,1.90,0.23,0.47,2.85,0.01,0.65,0.06,0.99,0.79
95GG50,5445,5096,51,0,56,8,12,29,2,109,13,53,16,93.59,0.94,0,1.03,0.15,0.22,0.53,0.04,2.00,0.24,0.97,0.29
95GG51,4088,4055,9,0,3,2,0,3,0,2,3,11,0,99.19,0.22,0,0.07,0.05,0,0.07,0,0.05,0.07,0.27,0
95HH01,2059,2035,5,1,0,0,0,7,0,0,0,10,1,98.83,0.24,0.05,0,0,0,0.34,0,0,0,0.49,0.05
95HH02,2962,2918,18,0,5,0,0,5,0,0,0,10,6,98.51,0.61,0,0.17,0,0,0.17,0,0,0,0.34,0.20
95HH03,1663,1648,4,0,0,0,0,2,1,0,0,7,1,99.10,0.24,0,0,0,0,0.12,0.06,0,0,0.42,0.06
95HH04,3067,3046,4,0,0,5,1,1,0,2,0,4,4,99.32,0.13,0,0,0.16,0.03,0.03,0,0.07,0,0.13,0.13
95HH05,2171,2158,2,1,4,0,0,1,0,0,0,5,0,99.40,0.09,0.05,0.18,0,0,0.05,0,0,0,0.23,0
95HH06,4797,4732,7,0,5,6,0,10,0,1,3,31,2,98.64,0.15,0,0.10,0.13,0,0.21,0,0.02,0.06,0.65,0.04
95HH07,1493,1473,0,1,5,1,0,0,0,3,1,6,3,98.66,0,0.07,0.33,0.07,0,0,0,0.20,0.07,0.40,0.20
95HH08,2619,2578,19,0,1,2,0,5,0,2,0,12,0,98.43,0.73,0,0.04,0.08,0,0.19,0,0.08,0,0.46,0
95HH09,2620,2540,25,0,13,0,4,5,1,8,0,16,8,96.95,0.95,0,0.50,0,0.15,0.19,0.04,0.31,0,0.61,0.31
95HH10,2489,2469,0,0,0,0,0,8,0,1,4,7,0,99.20,0,0,0,0,0,0.32,0,0.04,0.16,0.28,0
95HH11,1417,1410,0,0,0,0,0,2,1,0,0,4,0,99.51,0,0,0,0,0,0.14,0.07,0,0,0.28,0
95HH12,1552,1535,5,0,5,0,0,1,0,0,0,5,1,98.90,0.32,0,0.32,0,0,0.06,0,0,0,0.32,0.06
95HH13,1407,1401,0,0,0,0,0,0,0,2,0,4,0,99.57,0,0,0,0,0,0,0,0.14,0,0.28,0
95HH14,1530,1514,0,0,1,0,0,3,0,2,0,10,0,98.95,0,0,0.07,0,0,0.20,0,0.13,0,0.65,0
95HH15,2630,2585,0,0,12,0,0,4,0,7,1,20,1,98.29,0,0,0.46,0,0,0.15,0,0.27,0.04,0.76,0.04
95HH16,2159,2110,2,0,25,0,0,7,0,2,0,11,2,97.73,0.09,0,1.16,0,0,0.32,0,0.09,0,0.51,0.09
