GeographyCode,KS610NI0001,KS610NI0002,KS610NI0003,KS610NI0004,KS610NI0005,KS610NI0006,KS610NI0007,KS610NI0008,KS610NI0009,KS610NI0010,KS610NI0011,KS610NI0012,KS610NI0013,KS610NI0014,KS610NI0015,KS610NI0016,KS610NI0017,KS610NI0018,KS610NI0019
95EE03,394,36,59,21,84,14,73,59,8,40,9.14,14.97,5.33,21.32,3.55,18.53,14.97,2.03,10.15
95EE04,444,29,61,23,103,27,70,60,24,47,6.53,13.74,5.18,23.20,6.08,15.77,13.51,5.41,10.59
95EE05,316,22,68,16,60,15,62,35,9,29,6.96,21.52,5.06,18.99,4.75,19.62,11.08,2.85,9.18
95EE06,461,20,102,18,116,13,97,43,11,41,4.34,22.13,3.90,25.16,2.82,21.04,9.33,2.39,8.89
95EE07,352,14,38,15,76,9,79,62,7,52,3.98,10.80,4.26,21.59,2.56,22.44,17.61,1.99,14.77
95EE08,350,19,68,20,95,8,66,43,8,23,5.43,19.43,5.71,27.14,2.29,18.86,12.29,2.29,6.57
95EE09,370,20,66,24,78,20,75,43,7,37,5.41,17.84,6.49,21.08,5.41,20.27,11.62,1.89,10.00
95EE10,351,16,66,37,73,13,59,44,15,28,4.56,18.80,10.54,20.80,3.70,16.81,12.54,4.27,7.98
95EE11,333,22,76,22,78,17,48,37,6,27,6.61,22.82,6.61,23.42,5.11,14.41,11.11,1.80,8.11
95EE12,522,29,65,36,90,15,110,97,14,66,5.56,12.45,6.90,17.24,2.87,21.07,18.58,2.68,12.64
95EE13,239,13,40,14,51,8,42,32,5,34,5.44,16.74,5.86,21.34,3.35,17.57,13.39,2.09,14.23
95EE14,551,36,127,38,119,17,94,75,4,41,6.53,23.05,6.90,21.60,3.09,17.06,13.61,0.73,7.44
95EE15,344,24,65,24,69,15,78,35,4,30,6.98,18.90,6.98,20.06,4.36,22.67,10.17,1.16,8.72
95EE16,441,29,85,24,100,22,73,61,11,36,6.58,19.27,5.44,22.68,4.99,16.55,13.83,2.49,8.16
95FF01,1168,88,269,93,273,32,166,154,10,83,7.53,23.03,7.96,23.37,2.74,14.21,13.18,0.86,7.11
95FF02,579,31,129,40,144,28,107,46,17,37,5.35,22.28,6.91,24.87,4.84,18.48,7.94,2.94,6.39
95FF03,709,45,90,48,145,21,130,139,13,78,6.35,12.69,6.77,20.45,2.96,18.34,19.61,1.83,11.00
95FF04,604,42,163,43,120,24,92,69,4,47,6.95,26.99,7.12,19.87,3.97,15.23,11.42,0.66,7.78
95FF05,561,36,106,54,142,12,100,53,5,53,6.42,18.89,9.63,25.31,2.14,17.83,9.45,0.89,9.45
95FF06,995,81,236,79,215,25,159,107,21,72,8.14,23.72,7.94,21.61,2.51,15.98,10.75,2.11,7.24
95FF07,557,23,60,23,92,15,118,124,16,86,4.13,10.77,4.13,16.52,2.69,21.18,22.26,2.87,15.44
95FF08,471,41,85,34,98,12,89,65,8,39,8.70,18.05,7.22,20.81,2.55,18.90,13.80,1.70,8.28
95FF09,478,35,72,33,91,23,98,44,24,58,7.32,15.06,6.90,19.04,4.81,20.50,9.21,5.02,12.13
95FF10,823,51,186,61,205,35,137,93,14,41,6.20,22.60,7.41,24.91,4.25,16.65,11.30,1.70,4.98
95FF11,581,26,155,44,116,31,83,55,15,56,4.48,26.68,7.57,19.97,5.34,14.29,9.47,2.58,9.64
95FF12,630,40,142,56,120,29,92,82,10,59,6.35,22.54,8.89,19.05,4.60,14.60,13.02,1.59,9.37
95FF13,593,43,151,43,127,21,94,65,9,40,7.25,25.46,7.25,21.42,3.54,15.85,10.96,1.52,6.75
95FF14,537,58,133,49,115,21,78,47,10,26,10.80,24.77,9.12,21.42,3.91,14.53,8.75,1.86,4.84
95FF15,530,30,69,41,87,28,139,78,11,47,5.66,13.02,7.74,16.42,5.28,26.23,14.72,2.08,8.87
95FF16,501,31,112,42,114,17,67,64,6,48,6.19,22.36,8.38,22.75,3.39,13.37,12.77,1.20,9.58
95FF17,359,24,52,22,67,12,77,58,4,43,6.69,14.48,6.13,18.66,3.34,21.45,16.16,1.11,11.98
95GG01,970,40,169,70,240,14,178,134,10,115,4.12,17.42,7.22,24.74,1.44,18.35,13.81,1.03,11.86
95GG02,867,24,43,41,190,24,163,214,15,153,2.77,4.96,4.73,21.91,2.77,18.80,24.68,1.73,17.65
95GG03,1538,139,462,215,299,28,166,139,4,86,9.04,30.04,13.98,19.44,1.82,10.79,9.04,0.26,5.59
95GG04,825,38,66,47,136,31,143,154,20,190,4.61,8.00,5.70,16.48,3.76,17.33,18.67,2.42,23.03
95GG05,1700,100,526,203,310,26,201,168,15,151,5.88,30.94,11.94,18.24,1.53,11.82,9.88,0.88,8.88
95GG06,1264,60,125,94,276,33,260,211,12,193,4.75,9.89,7.44,21.84,2.61,20.57,16.69,0.95,15.27
95GG07,1074,31,177,70,264,23,166,164,11,168,2.89,16.48,6.52,24.58,2.14,15.46,15.27,1.02,15.64
95GG08,1051,59,170,98,236,21,167,136,15,149,5.61,16.18,9.32,22.45,2.00,15.89,12.94,1.43,14.18
95GG09,1459,102,349,146,308,25,189,182,8,150,6.99,23.92,10.01,21.11,1.71,12.95,12.47,0.55,10.28
95GG10,877,32,125,65,130,32,146,158,9,180,3.65,14.25,7.41,14.82,3.65,16.65,18.02,1.03,20.52
95GG11,1302,80,269,157,266,35,178,131,16,170,6.14,20.66,12.06,20.43,2.69,13.67,10.06,1.23,13.06
95GG12,2294,78,310,161,281,35,202,780,16,431,3.40,13.51,7.02,12.25,1.53,8.81,34.00,0.70,18.79
95GG13,1053,52,276,80,222,20,135,133,8,127,4.94,26.21,7.60,21.08,1.90,12.82,12.63,0.76,12.06
95GG14,1176,75,339,98,276,23,154,129,8,74,6.38,28.83,8.33,23.47,1.96,13.10,10.97,0.68,6.29
95GG15,1408,97,490,146,320,14,139,120,7,75,6.89,34.80,10.37,22.73,0.99,9.87,8.52,0.50,5.33
95GG16,1188,80,254,108,273,31,192,151,7,92,6.73,21.38,9.09,22.98,2.61,16.16,12.71,0.59,7.74
95GG17,1008,59,154,64,261,16,167,161,15,111,5.85,15.28,6.35,25.89,1.59,16.57,15.97,1.49,11.01
95GG18,846,26,101,54,211,21,134,141,8,150,3.07,11.94,6.38,24.94,2.48,15.84,16.67,0.95,17.73
95GG19,611,20,30,29,99,13,162,119,15,124,3.27,4.91,4.75,16.20,2.13,26.51,19.48,2.45,20.29
95GG20,855,37,112,69,155,30,145,137,10,160,4.33,13.10,8.07,18.13,3.51,16.96,16.02,1.17,18.71
95GG21,765,38,63,39,150,25,123,141,6,180,4.97,8.24,5.10,19.61,3.27,16.08,18.43,0.78,23.53
95GG22,1084,54,175,95,272,13,169,184,11,111,4.98,16.14,8.76,25.09,1.20,15.59,16.97,1.01,10.24
95GG23,1102,73,347,97,203,18,131,162,5,66,6.62,31.49,8.80,18.42,1.63,11.89,14.70,0.45,5.99
95GG24,1036,61,236,77,238,25,145,154,6,94,5.89,22.78,7.43,22.97,2.41,14.00,14.86,0.58,9.07
95GG25,1132,51,129,84,307,23,209,201,5,123,4.51,11.40,7.42,27.12,2.03,18.46,17.76,0.44,10.87
95GG26,662,24,51,32,127,24,158,108,8,130,3.63,7.70,4.83,19.18,3.63,23.87,16.31,1.21,19.64
95GG27,1233,49,145,95,329,32,227,215,9,132,3.97,11.76,7.70,26.68,2.60,18.41,17.44,0.73,10.71
95GG28,1199,66,106,97,280,27,232,181,24,186,5.50,8.84,8.09,23.35,2.25,19.35,15.10,2.00,15.51
95GG29,1125,57,205,116,228,31,159,160,12,157,5.07,18.22,10.31,20.27,2.76,14.13,14.22,1.07,13.96
95GG30,1135,97,242,114,269,18,157,132,6,100,8.55,21.32,10.04,23.70,1.59,13.83,11.63,0.53,8.81
95GG31,1340,60,215,119,319,40,225,222,12,128,4.48,16.04,8.88,23.81,2.99,16.79,16.57,0.90,9.55
95GG32,1244,47,174,95,265,21,254,219,16,153,3.78,13.99,7.64,21.30,1.69,20.42,17.60,1.29,12.30
95GG33,1301,111,622,193,172,13,48,88,3,51,8.53,47.81,14.83,13.22,1.00,3.69,6.76,0.23,3.92
95GG34,1202,72,349,103,263,20,184,126,4,81,5.99,29.03,8.57,21.88,1.66,15.31,10.48,0.33,6.74
95GG35,750,36,67,40,133,28,137,141,12,156,4.80,8.93,5.33,17.73,3.73,18.27,18.80,1.60,20.80
95GG36,1415,88,314,137,375,22,188,151,15,125,6.22,22.19,9.68,26.50,1.55,13.29,10.67,1.06,8.83
95GG37,1688,114,643,212,280,21,154,136,12,116,6.75,38.09,12.56,16.59,1.24,9.12,8.06,0.71,6.87
95GG38,1862,129,834,236,262,26,150,121,11,93,6.93,44.79,12.67,14.07,1.40,8.06,6.50,0.59,4.99
95GG39,1347,58,287,132,206,29,197,208,13,217,4.31,21.31,9.80,15.29,2.15,14.63,15.44,0.97,16.11
95GG40,551,21,36,17,95,18,123,85,12,144,3.81,6.53,3.09,17.24,3.27,22.32,15.43,2.18,26.13
95GG41,1187,111,456,130,244,20,96,75,9,46,9.35,38.42,10.95,20.56,1.68,8.09,6.32,0.76,3.88
95GG42,2053,126,704,197,215,28,129,437,6,211,6.14,34.29,9.60,10.47,1.36,6.28,21.29,0.29,10.28
95GG43,1176,54,211,118,249,28,180,155,24,157,4.59,17.94,10.03,21.17,2.38,15.31,13.18,2.04,13.35
95GG44,1121,53,144,98,168,30,186,182,34,226,4.73,12.85,8.74,14.99,2.68,16.59,16.24,3.03,20.16
95GG45,1004,79,294,88,192,19,133,78,3,118,7.87,29.28,8.76,19.12,1.89,13.25,7.77,0.30,11.75
95GG46,831,25,60,49,171,29,151,175,10,161,3.01,7.22,5.90,20.58,3.49,18.17,21.06,1.20,19.37
95GG47,924,46,116,79,203,19,136,184,11,130,4.98,12.55,8.55,21.97,2.06,14.72,19.91,1.19,14.07
95GG48,827,21,63,38,216,29,147,142,10,161,2.54,7.62,4.59,26.12,3.51,17.78,17.17,1.21,19.47
95GG49,2170,74,567,223,255,24,173,592,8,254,3.41,26.13,10.28,11.75,1.11,7.97,27.28,0.37,11.71
95GG50,1198,55,203,101,220,51,191,159,10,208,4.59,16.94,8.43,18.36,4.26,15.94,13.27,0.83,17.36
95GG51,627,22,31,36,119,15,143,109,12,140,3.51,4.94,5.74,18.98,2.39,22.81,17.38,1.91,22.33
95HH01,406,29,93,35,80,13,61,59,6,30,7.14,22.91,8.62,19.70,3.20,15.02,14.53,1.48,7.39
95HH02,750,49,132,61,236,17,119,83,8,45,6.53,17.60,8.13,31.47,2.27,15.87,11.07,1.07,6.00
95HH03,322,22,68,32,91,7,49,33,4,16,6.83,21.12,9.94,28.26,2.17,15.22,10.25,1.24,4.97
95HH04,777,44,120,59,223,15,132,112,11,61,5.66,15.44,7.59,28.70,1.93,16.99,14.41,1.42,7.85
95HH05,448,20,34,20,109,15,95,73,15,67,4.46,7.59,4.46,24.33,3.35,21.21,16.29,3.35,14.96
95HH06,1205,83,190,117,316,38,196,157,12,96,6.89,15.77,9.71,26.22,3.15,16.27,13.03,1.00,7.97
95HH07,309,13,34,18,64,11,57,49,9,54,4.21,11.00,5.83,20.71,3.56,18.45,15.86,2.91,17.48
95HH08,649,63,140,64,149,13,95,66,14,45,9.71,21.57,9.86,22.96,2.00,14.64,10.17,2.16,6.93
95HH09,516,33,82,46,121,12,80,72,12,58,6.40,15.89,8.91,23.45,2.33,15.50,13.95,2.33,11.24
95HH10,604,39,191,64,141,9,71,62,5,22,6.46,31.62,10.60,23.34,1.49,11.75,10.26,0.83,3.64
95HH11,290,13,16,21,55,9,58,62,7,49,4.48,5.52,7.24,18.97,3.10,20.00,21.38,2.41,16.90
95HH12,359,17,35,27,95,11,76,45,3,50,4.74,9.75,7.52,26.46,3.06,21.17,12.53,0.84,13.93
95HH13,263,10,14,23,62,8,53,34,5,54,3.80,5.32,8.75,23.57,3.04,20.15,12.93,1.90,20.53
95HH14,276,12,21,13,64,14,50,46,8,48,4.35,7.61,4.71,23.19,5.07,18.12,16.67,2.90,17.39
95HH15,665,28,105,59,151,16,120,105,5,76,4.21,15.79,8.87,22.71,2.41,18.05,15.79,0.75,11.43
95HH16,479,35,125,49,107,12,77,44,5,25,7.31,26.10,10.23,22.34,2.51,16.08,9.19,1.04,5.22
95HH17,597,42,92,45,174,13,101,74,9,47,7.04,15.41,7.54,29.15,2.18,16.92,12.40,1.51,7.87
95II01,719,66,166,62,193,15,89,72,5,51,9.18,23.09,8.62,26.84,2.09,12.38,10.01,0.70,7.09
95II02,1085,87,352,103,199,18,136,118,6,66,8.02,32.44,9.49,18.34,1.66,12.53,10.88,0.55,6.08
95II03,985,70,308,108,221,17,111,102,4,44,7.11,31.27,10.96,22.44,1.73,11.27,10.36,0.41,4.47
95II04,1088,59,189,85,278,20,191,117,14,135,5.42,17.37,7.81,25.55,1.84,17.56,10.75,1.29,12.41
95II05,853,50,260,62,204,23,111,84,6,53,5.86,30.48,7.27,23.92,2.70,13.01,9.85,0.70,6.21
95II06,888,58,266,89,229,13,113,74,4,42,6.53,29.95,10.02,25.79,1.46,12.73,8.33,0.45,4.73
95II07,398,26,44,27,73,11,77,73,5,62,6.53,11.06,6.78,18.34,2.76,19.35,18.34,1.26,15.58
95II08,587,30,107,54,143,6,96,82,5,64,5.11,18.23,9.20,24.36,1.02,16.35,13.97,0.85,10.90
95II09,849,40,212,72,216,19,145,72,6,67,4.71,24.97,8.48,25.44,2.24,17.08,8.48,0.71,7.89
95II10,580,16,59,32,133,6,125,93,7,109,2.76,10.17,5.52,22.93,1.03,21.55,16.03,1.21,18.79
95II11,669,38,262,70,132,10,68,65,2,22,5.68,39.16,10.46,19.73,1.49,10.16,9.72,0.30,3.29
95II12,566,38,163,57,153,3,78,41,6,27,6.71,28.80,10.07,27.03,0.53,13.78,7.24,1.06,4.77
95II13,609,30,106,40,151,9,103,65,8,97,4.93,17.41,6.57,24.79,1.48,16.91,10.67,1.31,15.93
95II14,596,40,183,81,137,4,59,69,0,23,6.71,30.70,13.59,22.99,0.67,9.90,11.58,0,3.86
95II15,842,63,323,75,186,16,78,61,4,36,7.48,38.36,8.91,22.09,1.90,9.26,7.24,0.48,4.28
95II16,469,15,66,32,133,24,75,65,5,54,3.20,14.07,6.82,28.36,5.12,15.99,13.86,1.07,11.51
95II17,546,26,91,35,158,9,91,81,2,53,4.76,16.67,6.41,28.94,1.65,16.67,14.84,0.37,9.71
95II18,481,19,96,34,91,14,94,80,4,49,3.95,19.96,7.07,18.92,2.91,19.54,16.63,0.83,10.19
95II19,899,64,213,83,230,28,126,89,5,61,7.12,23.69,9.23,25.58,3.11,14.02,9.90,0.56,6.79
95II20,743,55,280,66,153,8,71,68,3,39,7.40,37.69,8.88,20.59,1.08,9.56,9.15,0.40,5.25
95II21,530,19,44,27,110,11,132,76,12,99,3.58,8.30,5.09,20.75,2.08,24.91,14.34,2.26,18.68
95II22,529,37,74,37,150,9,94,68,7,53,6.99,13.99,6.99,28.36,1.70,17.77,12.85,1.32,10.02
95II23,550,33,175,62,95,19,69,54,2,41,6.00,31.82,11.27,17.27,3.45,12.55,9.82,0.36,7.45
95JJ01,556,47,139,33,122,21,81,60,13,40,8.45,25.00,5.94,21.94,3.78,14.57,10.79,2.34,7.19
95JJ02,456,40,124,34,73,18,66,48,6,47,8.77,27.19,7.46,16.01,3.95,14.47,10.53,1.32,10.31
95JJ03,448,12,37,24,84,13,93,93,11,81,2.68,8.26,5.36,18.75,2.90,20.76,20.76,2.46,18.08
95JJ04,627,45,141,42,128,15,103,88,10,55,7.18,22.49,6.70,20.41,2.39,16.43,14.04,1.59,8.77
95JJ05,302,11,21,18,55,14,51,53,16,63,3.64,6.95,5.96,18.21,4.64,16.89,17.55,5.30,20.86
95JJ06,433,19,34,22,70,18,83,92,10,85,4.39,7.85,5.08,16.17,4.16,19.17,21.25,2.31,19.63
95JJ07,537,20,38,20,78,22,121,106,15,117,3.72,7.08,3.72,14.53,4.10,22.53,19.74,2.79,21.79
95JJ08,742,50,166,50,118,27,109,127,10,85,6.74,22.37,6.74,15.90,3.64,14.69,17.12,1.35,11.46
95JJ09,399,34,101,17,67,27,59,42,7,45,8.52,25.31,4.26,16.79,6.77,14.79,10.53,1.75,11.28
95JJ10,484,33,100,20,97,22,87,58,11,56,6.82,20.66,4.13,20.04,4.55,17.98,11.98,2.27,11.57
95JJ11,798,58,191,59,168,32,131,84,8,67,7.27,23.93,7.39,21.05,4.01,16.42,10.53,1.00,8.40
