GeographyCode,KS107NI0001,KS107NI0002,KS107NI0003,KS107NI0004,KS107NI0005,KS107NI0006,KS107NI0007,KS107NI0008,KS107NI0009,KS107NI0010,KS107NI0011,KS107NI0012,KS107NI0013,KS107NI0014,KS107NI0015,KS107NI0016,KS107NI0017,KS107NI0018,KS107NI0019,KS107NI0020,KS107NI0021
95JJ02,85,28,19,38,11,1,5,5,74,27,14,33,32.94,22.35,44.71,9.09,45.45,45.45,36.49,18.92,44.59
95JJ03,199,60,19,120,14,5,1,8,185,55,18,112,30.15,9.55,60.30,35.71,7.14,57.14,29.73,9.73,60.54
95JJ04,102,27,30,45,11,2,6,3,91,25,24,42,26.47,29.41,44.12,18.18,54.55,27.27,27.47,26.37,46.15
95JJ05,69,20,7,42,3,1,0,2,66,19,7,40,28.99,10.14,60.87,33.33,0,66.67,28.79,10.61,60.61
95JJ06,134,37,19,78,8,0,1,7,126,37,18,71,27.61,14.18,58.21,0,12.50,87.50,29.37,14.29,56.35
95JJ07,214,81,35,98,21,2,6,13,193,79,29,85,37.85,16.36,45.79,9.52,28.57,61.90,40.93,15.03,44.04
95JJ08,72,25,19,28,4,3,0,1,68,22,19,27,34.72,26.39,38.89,75.00,0,25.00,32.35,27.94,39.71
95JJ09,24,12,7,5,5,1,4,0,19,11,3,5,50.00,29.17,20.83,20.00,80.00,0,57.89,15.79,26.32
95JJ10,70,15,17,38,10,1,5,4,60,14,12,34,21.43,24.29,54.29,10.00,50.00,40.00,23.33,20.00,56.67
95JJ11,130,46,35,49,8,0,5,3,122,46,30,46,35.38,26.92,37.69,0,62.50,37.50,37.70,24.59,37.70
95JJ12,87,19,21,47,9,1,3,5,78,18,18,42,21.84,24.14,54.02,11.11,33.33,55.56,23.08,23.08,53.85
95JJ13,120,43,40,37,8,3,5,0,112,40,35,37,35.83,33.33,30.83,37.50,62.50,0,35.71,31.25,33.04
95JJ14,51,10,16,25,5,0,3,2,46,10,13,23,19.61,31.37,49.02,0,60.00,40.00,21.74,28.26,50.00
95JJ15,51,21,13,17,7,1,3,3,44,20,10,14,41.18,25.49,33.33,14.29,42.86,42.86,45.45,22.73,31.82
95JJ16,56,16,9,31,4,0,0,4,52,16,9,27,28.57,16.07,55.36,0,0,100.00,30.77,17.31,51.92
95JJ17,26,10,6,10,3,0,2,1,23,10,4,9,38.46,23.08,38.46,0,66.67,33.33,43.48,17.39,39.13
95JJ18,54,14,16,24,6,2,3,1,48,12,13,23,25.93,29.63,44.44,33.33,50.00,16.67,25.00,27.08,47.92
95JJ19,41,15,11,15,5,3,2,0,36,12,9,15,36.59,26.83,36.59,60.00,40.00,0,33.33,25.00,41.67
95JJ20,126,40,33,53,13,4,7,2,113,36,26,51,31.75,26.19,42.06,30.77,53.85,15.38,31.86,23.01,45.13
95JJ21,86,19,23,44,9,1,4,4,77,18,19,40,22.09,26.74,51.16,11.11,44.44,44.44,23.38,24.68,51.95
95JJ22,59,18,25,16,6,0,3,3,53,18,22,13,30.51,42.37,27.12,0,50.00,50.00,33.96,41.51,24.53
95KK01,55,17,8,30,4,1,3,0,51,16,5,30,30.91,14.55,54.55,25.00,75.00,0,31.37,9.80,58.82
95KK02,38,12,6,20,3,1,0,2,35,11,6,18,31.58,15.79,52.63,33.33,0,66.67,31.43,17.14,51.43
95KK03,30,11,7,12,6,1,3,2,24,10,4,10,36.67,23.33,40.00,16.67,50.00,33.33,41.67,16.67,41.67
95KK04,133,44,31,58,7,2,3,2,126,42,28,56,33.08,23.31,43.61,28.57,42.86,28.57,33.33,22.22,44.44
95KK05,59,23,9,27,7,0,3,4,52,23,6,23,38.98,15.25,45.76,0,42.86,57.14,44.23,11.54,44.23
95KK06,65,24,15,26,3,3,0,0,62,21,15,26,36.92,23.08,40.00,100.00,0,0,33.87,24.19,41.94
95KK07,20,3,9,8,6,1,4,1,14,2,5,7,15.00,45.00,40.00,16.67,66.67,16.67,14.29,35.71,50.00
95KK08,78,24,16,38,9,3,1,5,69,21,15,33,30.77,20.51,48.72,33.33,11.11,55.56,30.43,21.74,47.83
95KK09,89,26,17,46,7,1,1,5,82,25,16,41,29.21,19.10,51.69,14.29,14.29,71.43,30.49,19.51,50.00
95KK10,31,10,7,14,8,2,3,3,23,8,4,11,32.26,22.58,45.16,25.00,37.50,37.50,34.78,17.39,47.83
95KK11,107,37,20,50,10,1,3,6,97,36,17,44,34.58,18.69,46.73,10.00,30.00,60.00,37.11,17.53,45.36
95KK12,49,12,11,26,3,0,1,2,46,12,10,24,24.49,22.45,53.06,0,33.33,66.67,26.09,21.74,52.17
95KK13,31,14,6,11,4,0,3,1,27,14,3,10,45.16,19.35,35.48,0,75.00,25.00,51.85,11.11,37.04
95KK14,66,16,10,40,10,0,3,7,56,16,7,33,24.24,15.15,60.61,0,30.00,70.00,28.57,12.50,58.93
95KK15,51,16,12,23,3,0,2,1,48,16,10,22,31.37,23.53,45.10,0,66.67,33.33,33.33,20.83,45.83
95KK16,67,21,15,31,3,0,1,2,64,21,14,29,31.34,22.39,46.27,0,33.33,66.67,32.81,21.88,45.31
95LL01,86,25,27,34,8,1,6,1,78,24,21,33,29.07,31.40,39.53,12.50,75.00,12.50,30.77,26.92,42.31
95LL02,106,35,39,32,13,1,8,4,93,34,31,28,33.02,36.79,30.19,7.69,61.54,30.77,36.56,33.33,30.11
95LL03,137,34,32,71,17,0,11,6,120,34,21,65,24.82,23.36,51.82,0,64.71,35.29,28.33,17.50,54.17
95LL04,117,49,20,48,10,1,4,5,107,48,16,43,41.88,17.09,41.03,10.00,40.00,50.00,44.86,14.95,40.19
95LL05,82,29,22,31,4,1,2,1,78,28,20,30,35.37,26.83,37.80,25.00,50.00,25.00,35.90,25.64,38.46
95LL06,144,37,48,59,16,3,8,5,128,34,40,54,25.69,33.33,40.97,18.75,50.00,31.25,26.56,31.25,42.19
95LL07,125,34,18,73,8,1,1,6,117,33,17,67,27.20,14.40,58.40,12.50,12.50,75.00,28.21,14.53,57.26
95LL08,209,63,46,100,11,2,4,5,198,61,42,95,30.14,22.01,47.85,18.18,36.36,45.45,30.81,21.21,47.98
95LL09,176,61,35,80,15,1,8,6,161,60,27,74,34.66,19.89,45.45,6.67,53.33,40.00,37.27,16.77,45.96
95LL10,125,47,33,45,14,2,4,8,111,45,29,37,37.60,26.40,36.00,14.29,28.57,57.14,40.54,26.13,33.33
95LL11,94,22,39,33,12,1,6,5,82,21,33,28,23.40,41.49,35.11,8.33,50.00,41.67,25.61,40.24,34.15
95LL12,282,81,43,158,22,1,6,15,260,80,37,143,28.72,15.25,56.03,4.55,27.27,68.18,30.77,14.23,55.00
95LL13,139,40,26,73,16,3,1,12,123,37,25,61,28.78,18.71,52.52,18.75,6.25,75.00,30.08,20.33,49.59
95LL14,130,33,16,81,12,1,3,8,118,32,13,73,25.38,12.31,62.31,8.33,25.00,66.67,27.12,11.02,61.86
95LL15,87,27,27,33,7,1,4,2,80,26,23,31,31.03,31.03,37.93,14.29,57.14,28.57,32.50,28.75,38.75
95LL16,165,49,63,53,18,0,15,3,147,49,48,50,29.70,38.18,32.12,0,83.33,16.67,33.33,32.65,34.01
95LL17,80,28,21,31,6,1,2,3,74,27,19,28,35.00,26.25,38.75,16.67,33.33,50.00,36.49,25.68,37.84
95LL18,91,21,25,45,8,1,3,4,83,20,22,41,23.08,27.47,49.45,12.50,37.50,50.00,24.10,26.51,49.40
95LL19,119,36,34,49,11,0,6,5,108,36,28,44,30.25,28.57,41.18,0,54.55,45.45,33.33,25.93,40.74
95LL20,91,29,14,48,7,0,2,5,84,29,12,43,31.87,15.38,52.75,0,28.57,71.43,34.52,14.29,51.19
95LL21,157,42,45,70,20,4,11,5,137,38,34,65,26.75,28.66,44.59,20.00,55.00,25.00,27.74,24.82,47.45
95LL22,203,70,34,99,10,0,5,5,193,70,29,94,34.48,16.75,48.77,0,50.00,50.00,36.27,15.03,48.70
95LL23,95,29,21,45,7,1,4,2,88,28,17,43,30.53,22.11,47.37,14.29,57.14,28.57,31.82,19.32,48.86
95LL24,86,27,27,32,11,0,5,6,75,27,22,26,31.40,31.40,37.21,0,45.45,54.55,36.00,29.33,34.67
95LL25,100,33,34,33,15,0,7,8,85,33,27,25,33.00,34.00,33.00,0,46.67,53.33,38.82,31.76,29.41
95LL26,132,43,34,55,16,2,7,7,116,41,27,48,32.58,25.76,41.67,12.50,43.75,43.75,35.34,23.28,41.38
95MM01,250,71,40,139,21,3,8,10,229,68,32,129,28.40,16.00,55.60,14.29,38.10,47.62,29.69,13.97,56.33
95MM02,47,16,6,25,3,0,2,1,44,16,4,24,34.04,12.77,53.19,0,66.67,33.33,36.36,9.09,54.55
95MM03,62,18,10,34,4,0,1,3,58,18,9,31,29.03,16.13,54.84,0,25.00,75.00,31.03,15.52,53.45
95MM04,84,23,15,46,7,1,3,3,77,22,12,43,27.38,17.86,54.76,14.29,42.86,42.86,28.57,15.58,55.84
95MM05,195,46,13,136,20,4,3,13,175,42,10,123,23.59,6.67,69.74,20.00,15.00,65.00,24.00,5.71,70.29
95MM06,187,51,20,116,9,1,3,5,178,50,17,111,27.27,10.70,62.03,11.11,33.33,55.56,28.09,9.55,62.36
95MM07,171,55,27,89,12,4,2,6,159,51,25,83,32.16,15.79,52.05,33.33,16.67,50.00,32.08,15.72,52.20
95MM08,136,44,21,71,9,3,3,3,127,41,18,68,32.35,15.44,52.21,33.33,33.33,33.33,32.28,14.17,53.54
95MM09,109,29,26,54,7,2,0,5,102,27,26,49,26.61,23.85,49.54,28.57,0,71.43,26.47,25.49,48.04
95MM10,266,65,28,173,18,0,6,12,248,65,22,161,24.44,10.53,65.04,0,33.33,66.67,26.21,8.87,64.92
95MM11,198,50,16,132,19,0,2,17,179,50,14,115,25.25,8.08,66.67,0,10.53,89.47,27.93,7.82,64.25
95MM12,490,132,76,282,40,4,10,26,450,128,66,256,26.94,15.51,57.55,10.00,25.00,65.00,28.44,14.67,56.89
95MM13,591,170,82,339,52,7,14,31,539,163,68,308,28.76,13.87,57.36,13.46,26.92,59.62,30.24,12.62,57.14
95MM14,133,32,16,85,9,1,2,6,124,31,14,79,24.06,12.03,63.91,11.11,22.22,66.67,25.00,11.29,63.71
95MM15,137,43,38,56,8,2,3,3,129,41,35,53,31.39,27.74,40.88,25.00,37.50,37.50,31.78,27.13,41.09
95MM16,264,73,67,124,27,4,13,10,237,69,54,114,27.65,25.38,46.97,14.81,48.15,37.04,29.11,22.78,48.10
95MM17,162,43,39,80,27,5,17,5,135,38,22,75,26.54,24.07,49.38,18.52,62.96,18.52,28.15,16.30,55.56
95MM18,189,63,42,84,18,2,9,7,171,61,33,77,33.33,22.22,44.44,11.11,50.00,38.89,35.67,19.30,45.03
95MM19,105,31,32,42,5,1,2,2,100,30,30,40,29.52,30.48,40.00,20.00,40.00,40.00,30.00,30.00,40.00
95MM20,136,38,30,68,13,1,7,5,123,37,23,63,27.94,22.06,50.00,7.69,53.85,38.46,30.08,18.70,51.22
95MM21,125,38,28,59,9,2,3,4,116,36,25,55,30.40,22.40,47.20,22.22,33.33,44.44,31.03,21.55,47.41
95MM22,68,15,19,34,8,2,5,1,60,13,14,33,22.06,27.94,50.00,25.00,62.50,12.50,21.67,23.33,55.00
95MM23,105,26,13,66,6,2,0,4,99,24,13,62,24.76,12.38,62.86,33.33,0,66.67,24.24,13.13,62.63
95MM24,190,42,15,133,11,4,1,6,179,38,14,127,22.11,7.89,70.00,36.36,9.09,54.55,21.23,7.82,70.95
95MM25,628,158,70,400,42,4,6,32,586,154,64,368,25.16,11.15,63.69,9.52,14.29,76.19,26.28,10.92,62.80
95MM26,151,36,21,94,7,1,1,5,144,35,20,89,23.84,13.91,62.25,14.29,14.29,71.43,24.31,13.89,61.81
95MM27,114,30,17,67,21,6,5,10,93,24,12,57,26.32,14.91,58.77,28.57,23.81,47.62,25.81,12.90,61.29
95MM28,123,38,13,72,11,3,2,6,112,35,11,66,30.89,10.57,58.54,27.27,18.18,54.55,31.25,9.82,58.93
95MM29,197,55,33,109,9,0,5,4,188,55,28,105,27.92,16.75,55.33,0,55.56,44.44,29.26,14.89,55.85
95MM30,116,31,11,74,8,1,0,7,108,30,11,67,26.72,9.48,63.79,12.50,0,87.50,27.78,10.19,62.04
95NN01,116,30,30,56,13,1,4,8,103,29,26,48,25.86,25.86,48.28,7.69,30.77,61.54,28.16,25.24,46.60
95NN02,77,20,29,28,8,0,5,3,69,20,24,25,25.97,37.66,36.36,0,62.50,37.50,28.99,34.78,36.23
95NN03,79,27,23,29,6,0,4,2,73,27,19,27,34.18,29.11,36.71,0,66.67,33.33,36.99,26.03,36.99
95NN04,222,61,36,125,18,1,4,13,204,60,32,112,27.48,16.22,56.31,5.56,22.22,72.22,29.41,15.69,54.90
95NN05,116,31,31,54,8,0,5,3,108,31,26,51,26.72,26.72,46.55,0,62.50,37.50,28.70,24.07,47.22
95NN06,140,55,21,64,9,1,4,4,131,54,17,60,39.29,15.00,45.71,11.11,44.44,44.44,41.22,12.98,45.80
95NN07,181,57,48,76,16,3,6,7,165,54,42,69,31.49,26.52,41.99,18.75,37.50,43.75,32.73,25.45,41.82
95NN08,75,28,19,28,6,2,3,1,69,26,16,27,37.33,25.33,37.33,33.33,50.00,16.67,37.68,23.19,39.13
95NN09,53,20,13,20,5,0,3,2,48,20,10,18,37.74,24.53,37.74,0,60.00,40.00,41.67,20.83,37.50
95NN10,97,26,29,42,18,2,7,9,79,24,22,33,26.80,29.90,43.30,11.11,38.89,50.00,30.38,27.85,41.77
95NN11,100,34,30,36,8,0,6,2,92,34,24,34,34.00,30.00,36.00,0,75.00,25.00,36.96,26.09,36.96
95NN12,104,27,36,41,16,3,8,5,88,24,28,36,25.96,34.62,39.42,18.75,50.00,31.25,27.27,31.82,40.91
95NN13,36,13,6,17,7,1,3,3,29,12,3,14,36.11,16.67,47.22,14.29,42.86,42.86,41.38,10.34,48.28
95NN14,113,29,30,54,10,2,4,4,103,27,26,50,25.66,26.55,47.79,20.00,40.00,40.00,26.21,25.24,48.54
95NN15,113,35,33,45,10,0,6,4,103,35,27,41,30.97,29.20,39.82,0,60.00,40.00,33.98,26.21,39.81
95NN16,54,12,25,17,10,0,9,1,44,12,16,16,22.22,46.30,31.48,0,90.00,10.00,27.27,36.36,36.36
95NN17,119,28,20,71,7,1,2,4,112,27,18,67,23.53,16.81,59.66,14.29,28.57,57.14,24.11,16.07,59.82
95NN18,83,22,23,38,5,1,2,2,78,21,21,36,26.51,27.71,45.78,20.00,40.00,40.00,26.92,26.92,46.15
95NN19,79,26,35,18,12,1,8,3,67,25,27,15,32.91,44.30,22.78,8.33,66.67,25.00,37.31,40.30,22.39
95NN20,60,18,21,21,6,0,3,3,54,18,18,18,30.00,35.00,35.00,0,50.00,50.00,33.33,33.33,33.33
95NN21,80,25,20,35,9,3,4,2,71,22,16,33,31.25,25.00,43.75,33.33,44.44,22.22,30.99,22.54,46.48
95NN22,54,21,17,16,9,1,5,3,45,20,12,13,38.89,31.48,29.63,11.11,55.56,33.33,44.44,26.67,28.89
95NN23,82,18,26,38,10,0,7,3,72,18,19,35,21.95,31.71,46.34,0,70.00,30.00,25.00,26.39,48.61
95OO01,39,4,10,25,6,0,3,3,33,4,7,22,10.26,25.64,64.10,0,50.00,50.00,12.12,21.21,66.67
95OO02,24,4,14,6,3,0,3,0,21,4,11,6,16.67,58.33,25.00,0,100.00,0,19.05,52.38,28.57
95OO03,62,17,12,33,5,1,2,2,57,16,10,31,27.42,19.35,53.23,20.00,40.00,40.00,28.07,17.54,54.39
95OO04,66,18,11,37,8,1,2,5,58,17,9,32,27.27,16.67,56.06,12.50,25.00,62.50,29.31,15.52,55.17
95OO05,135,30,26,79,9,1,3,5,126,29,23,74,22.22,19.26,58.52,11.11,33.33,55.56,23.02,18.25,58.73
95OO06,57,14,15,28,12,0,7,5,45,14,8,23,24.56,26.32,49.12,0,58.33,41.67,31.11,17.78,51.11
95OO07,43,11,14,18,2,0,2,0,41,11,12,18,25.58,32.56,41.86,0,100.00,0,26.83,29.27,43.90
95OO08,43,13,13,17,5,0,4,1,38,13,9,16,30.23,30.23,39.53,0,80.00,20.00,34.21,23.68,42.11
95OO09,42,10,12,20,3,0,2,1,39,10,10,19,23.81,28.57,47.62,0,66.67,33.33,25.64,25.64,48.72
95OO10,144,39,21,84,11,1,4,6,133,38,17,78,27.08,14.58,58.33,9.09,36.36,54.55,28.57,12.78,58.65
95OO11,140,37,23,80,8,4,3,1,132,33,20,79,26.43,16.43,57.14,50.00,37.50,12.50,25.00,15.15,59.85
95OO12,128,34,18,76,17,5,4,8,111,29,14,68,26.56,14.06,59.38,29.41,23.53,47.06,26.13,12.61,61.26
95OO13,81,21,28,32,7,1,3,3,74,20,25,29,25.93,34.57,39.51,14.29,42.86,42.86,27.03,33.78,39.19
95OO14,44,13,9,22,3,0,0,3,41,13,9,19,29.55,20.45,50.00,0,0,100.00,31.71,21.95,46.34
95OO15,114,31,28,55,11,2,3,6,103,29,25,49,27.19,24.56,48.25,18.18,27.27,54.55,28.16,24.27,47.57
95OO16,50,13,19,18,4,0,2,2,46,13,17,16,26.00,38.00,36.00,0,50.00,50.00,28.26,36.96,34.78
95OO17,54,24,13,17,7,1,2,4,47,23,11,13,44.44,24.07,31.48,14.29,28.57,57.14,48.94,23.40,27.66
95OO18,80,28,22,30,4,1,1,2,76,27,21,28,35.00,27.50,37.50,25.00,25.00,50.00,35.53,27.63,36.84
95OO19,67,19,26,22,8,0,6,2,59,19,20,20,28.36,38.81,32.84,0,75.00,25.00,32.20,33.90,33.90
95OO20,50,14,15,21,5,0,4,1,45,14,11,20,28.00,30.00,42.00,0,80.00,20.00,31.11,24.44,44.44
95OO21,71,28,21,22,11,1,6,4,60,27,15,18,39.44,29.58,30.99,9.09,54.55,36.36,45.00,25.00,30.00
95OO22,70,20,14,36,10,2,3,5,60,18,11,31,28.57,20.00,51.43,20.00,30.00,50.00,30.00,18.33,51.67
95PP01,42,12,20,10,8,0,4,4,34,12,16,6,28.57,47.62,23.81,0,50.00,50.00,35.29,47.06,17.65
95PP02,32,11,5,16,5,3,2,0,27,8,3,16,34.38,15.63,50.00,60.00,40.00,0,29.63,11.11,59.26
95PP03,58,9,12,37,8,1,5,2,50,8,7,35,15.52,20.69,63.79,12.50,62.50,25.00,16.00,14.00,70.00
95PP04,46,10,19,17,3,1,2,0,43,9,17,17,21.74,41.30,36.96,33.33,66.67,0,20.93,39.53,39.53
95PP05,32,7,6,19,3,0,1,2,29,7,5,17,21.88,18.75,59.38,0,33.33,66.67,24.14,17.24,58.62
95PP06,162,48,49,65,11,2,4,5,151,46,45,60,29.63,30.25,40.12,18.18,36.36,45.45,30.46,29.80,39.74
95PP07,48,15,11,22,5,0,1,4,43,15,10,18,31.25,22.92,45.83,0,20.00,80.00,34.88,23.26,41.86
95PP08,36,10,14,12,4,0,4,0,32,10,10,12,27.78,38.89,33.33,0,100.00,0,31.25,31.25,37.50
95PP09,81,21,13,47,6,2,2,2,75,19,11,45,25.93,16.05,58.02,33.33,33.33,33.33,25.33,14.67,60.00
95PP10,25,7,5,13,1,0,0,1,24,7,5,12,28.00,20.00,52.00,0,0,100.00,29.17,20.83,50.00
95PP11,125,35,26,64,8,1,3,4,117,34,23,60,28.00,20.80,51.20,12.50,37.50,50.00,29.06,19.66,51.28
95PP12,30,12,4,14,4,1,2,1,26,11,2,13,40.00,13.33,46.67,25.00,50.00,25.00,42.31,7.69,50.00
95PP13,91,24,20,47,6,0,2,4,85,24,18,43,26.37,21.98,51.65,0,33.33,66.67,28.24,21.18,50.59
95PP14,72,26,17,29,9,1,2,6,63,25,15,23,36.11,23.61,40.28,11.11,22.22,66.67,39.68,23.81,36.51
95PP15,68,28,26,14,10,2,5,3,58,26,21,11,41.18,38.24,20.59,20.00,50.00,30.00,44.83,36.21,18.97
95PP16,24,9,7,8,3,0,1,2,21,9,6,6,37.50,29.17,33.33,0,33.33,66.67,42.86,28.57,28.57
95PP17,92,23,19,50,6,0,5,1,86,23,14,49,25.00,20.65,54.35,0,83.33,16.67,26.74,16.28,56.98
95PP18,52,12,12,28,7,1,3,3,45,11,9,25,23.08,23.08,53.85,14.29,42.86,42.86,24.44,20.00,55.56
95PP19,73,22,10,41,8,1,3,4,65,21,7,37,30.14,13.70,56.16,12.50,37.50,50.00,32.31,10.77,56.92
95PP20,123,40,31,52,11,3,4,4,112,37,27,48,32.52,25.20,42.28,27.27,36.36,36.36,33.04,24.11,42.86
95PP21,48,10,10,28,6,0,4,2,42,10,6,26,20.83,20.83,58.33,0,66.67,33.33,23.81,14.29,61.90
95PP22,73,20,15,38,7,1,3,3,66,19,12,35,27.40,20.55,52.05,14.29,42.86,42.86,28.79,18.18,53.03
95PP23,48,7,11,30,7,2,3,2,41,5,8,28,14.58,22.92,62.50,28.57,42.86,28.57,12.20,19.51,68.29
95QQ01,73,18,17,38,5,0,3,2,68,18,14,36,24.66,23.29,52.05,0,60.00,40.00,26.47,20.59,52.94
95QQ02,61,23,24,14,9,0,6,3,52,23,18,11,37.70,39.34,22.95,0,66.67,33.33,44.23,34.62,21.15
95QQ03,86,30,20,36,2,1,0,1,84,29,20,35,34.88,23.26,41.86,50.00,0,50.00,34.52,23.81,41.67
95QQ04,99,40,13,46,9,2,1,6,90,38,12,40,40.40,13.13,46.46,22.22,11.11,66.67,42.22,13.33,44.44
95QQ05,48,18,21,9,4,0,3,1,44,18,18,8,37.50,43.75,18.75,0,75.00,25.00,40.91,40.91,18.18
95QQ06,83,24,15,44,9,1,3,5,74,23,12,39,28.92,18.07,53.01,11.11,33.33,55.56,31.08,16.22,52.70
95QQ07,68,18,19,31,9,1,6,2,59,17,13,29,26.47,27.94,45.59,11.11,66.67,22.22,28.81,22.03,49.15
95QQ08,66,27,21,18,3,0,2,1,63,27,19,17,40.91,31.82,27.27,0,66.67,33.33,42.86,30.16,26.98
95QQ09,50,17,14,19,7,2,3,2,43,15,11,17,34.00,28.00,38.00,28.57,42.86,28.57,34.88,25.58,39.53
95QQ10,38,10,13,15,2,1,1,0,36,9,12,15,26.32,34.21,39.47,50.00,50.00,0,25.00,33.33,41.67
95QQ11,40,12,12,16,4,0,1,3,36,12,11,13,30.00,30.00,40.00,0,25.00,75.00,33.33,30.56,36.11
95QQ12,65,21,13,31,4,1,2,1,61,20,11,30,32.31,20.00,47.69,25.00,50.00,25.00,32.79,18.03,49.18
95QQ13,80,31,27,22,9,2,5,2,71,29,22,20,38.75,33.75,27.50,22.22,55.56,22.22,40.85,30.99,28.17
95QQ14,218,80,78,60,25,3,17,5,193,77,61,55,36.70,35.78,27.52,12.00,68.00,20.00,39.90,31.61,28.50
95QQ15,73,18,15,40,6,2,1,3,67,16,14,37,24.66,20.55,54.79,33.33,16.67,50.00,23.88,20.90,55.22
95RR01,165,46,44,75,17,1,8,8,148,45,36,67,27.88,26.67,45.45,5.88,47.06,47.06,30.41,24.32,45.27
95RR02,56,11,13,32,3,0,0,3,53,11,13,29,19.64,23.21,57.14,0,0,100.00,20.75,24.53,54.72
95RR03,80,17,9,54,4,0,0,4,76,17,9,50,21.25,11.25,67.50,0,0,100.00,22.37,11.84,65.79
95RR04,92,13,18,61,9,0,3,6,83,13,15,55,14.13,19.57,66.30,0,33.33,66.67,15.66,18.07,66.27
95RR05,129,28,26,75,7,1,1,5,122,27,25,70,21.71,20.16,58.14,14.29,14.29,71.43,22.13,20.49,57.38
95RR06,41,9,5,27,3,0,2,1,38,9,3,26,21.95,12.20,65.85,0,66.67,33.33,23.68,7.89,68.42
95RR07,60,17,20,23,7,2,4,1,53,15,16,22,28.33,33.33,38.33,28.57,57.14,14.29,28.30,30.19,41.51
95RR08,36,11,8,17,4,2,2,0,32,9,6,17,30.56,22.22,47.22,50.00,50.00,0,28.13,18.75,53.13
95RR09,163,39,44,80,15,0,6,9,148,39,38,71,23.93,26.99,49.08,0,40.00,60.00,26.35,25.68,47.97
95RR10,92,18,11,63,5,1,1,3,87,17,10,60,19.57,11.96,68.48,20.00,20.00,60.00,19.54,11.49,68.97
95RR11,32,8,7,17,1,0,0,1,31,8,7,16,25.00,21.88,53.13,0,0,100.00,25.81,22.58,51.61
95RR12,35,8,10,17,5,0,3,2,30,8,7,15,22.86,28.57,48.57,0,60.00,40.00,26.67,23.33,50.00
95RR13,29,2,5,22,0,0,0,0,29,2,5,22,6.90,17.24,75.86,0,0,0,6.90,17.24,75.86
95RR14,45,6,12,27,4,0,2,2,41,6,10,25,13.33,26.67,60.00,0,50.00,50.00,14.63,24.39,60.98
95RR15,80,25,10,45,7,1,2,4,73,24,8,41,31.25,12.50,56.25,14.29,28.57,57.14,32.88,10.96,56.16
95SS01,77,30,26,21,12,3,5,4,65,27,21,17,38.96,33.77,27.27,25.00,41.67,33.33,41.54,32.31,26.15
95SS02,126,56,29,41,10,1,8,1,116,55,21,40,44.44,23.02,32.54,10.00,80.00,10.00,47.41,18.10,34.48
95SS03,24,9,8,7,7,1,5,1,17,8,3,6,37.50,33.33,29.17,14.29,71.43,14.29,47.06,17.65,35.29
95SS04,273,94,86,93,29,3,17,9,244,91,69,84,34.43,31.50,34.07,10.34,58.62,31.03,37.30,28.28,34.43
95SS05,82,27,23,32,6,0,2,4,76,27,21,28,32.93,28.05,39.02,0,33.33,66.67,35.53,27.63,36.84
95SS06,714,166,66,482,40,3,14,23,674,163,52,459,23.25,9.24,67.51,7.50,35.00,57.50,24.18,7.72,68.10
95SS07,575,254,130,191,35,2,21,12,540,252,109,179,44.17,22.61,33.22,5.71,60.00,34.29,46.67,20.19,33.15
95SS08,92,31,33,28,10,0,8,2,82,31,25,26,33.70,35.87,30.43,0,80.00,20.00,37.80,30.49,31.71
95SS09,45,15,21,9,9,1,8,0,36,14,13,9,33.33,46.67,20.00,11.11,88.89,0,38.89,36.11,25.00
95SS10,137,46,48,43,8,0,7,1,129,46,41,42,33.58,35.04,31.39,0,87.50,12.50,35.66,31.78,32.56
95SS11,148,55,46,47,15,2,10,3,133,53,36,44,37.16,31.08,31.76,13.33,66.67,20.00,39.85,27.07,33.08
95SS12,72,26,28,18,8,0,7,1,64,26,21,17,36.11,38.89,25.00,0,87.50,12.50,40.63,32.81,26.56
95SS13,114,34,22,58,11,2,5,4,103,32,17,54,29.82,19.30,50.88,18.18,45.45,36.36,31.07,16.50,52.43
95SS14,103,36,26,41,10,0,9,1,93,36,17,40,34.95,25.24,39.81,0,90.00,10.00,38.71,18.28,43.01
95SS15,44,19,10,15,8,2,5,1,36,17,5,14,43.18,22.73,34.09,25.00,62.50,12.50,47.22,13.89,38.89
95SS16,161,46,25,90,17,1,6,10,144,45,19,80,28.57,15.53,55.90,5.88,35.29,58.82,31.25,13.19,55.56
95SS17,152,66,37,49,13,0,8,5,139,66,29,44,43.42,24.34,32.24,0,61.54,38.46,47.48,20.86,31.65
95SS18,148,53,39,56,10,1,5,4,138,52,34,52,35.81,26.35,37.84,10.00,50.00,40.00,37.68,24.64,37.68
95SS19,120,32,42,46,7,0,7,0,113,32,35,46,26.67,35.00,38.33,0,100.00,0,28.32,30.97,40.71
95SS20,44,17,17,10,4,1,3,0,40,16,14,10,38.64,38.64,22.73,25.00,75.00,0,40.00,35.00,25.00
95SS21,56,22,23,11,4,0,2,2,52,22,21,9,39.29,41.07,19.64,0,50.00,50.00,42.31,40.38,17.31
95SS22,66,24,26,16,8,0,5,3,58,24,21,13,36.36,39.39,24.24,0,62.50,37.50,41.38,36.21,22.41
95SS23,76,27,31,18,11,2,6,3,65,25,25,15,35.53,40.79,23.68,18.18,54.55,27.27,38.46,38.46,23.08
95SS24,94,24,43,27,12,0,9,3,82,24,34,24,25.53,45.74,28.72,0,75.00,25.00,29.27,41.46,29.27
