ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2249NI0001,Count,PERSONS,"All categories: Passport (Classification 1), All categories: Religion"
DC2249NI0002,Count,PERSONS,"All categories: Passport (Classification 1), Catholic"
DC2249NI0003,Count,PERSONS,"All categories: Passport (Classification 1), Protestant and other Christian: Total"
DC2249NI0004,Count,PERSONS,"All categories: Passport (Classification 1), Protestant and other Christian: Presbyterian Church in Ireland"
DC2249NI0005,Count,PERSONS,"All categories: Passport (Classification 1), Protestant and other Christian: Church of Ireland"
DC2249NI0006,Count,PERSONS,"All categories: Passport (Classification 1), Protestant and other Christian: Methodist Church in Ireland"
DC2249NI0007,Count,PERSONS,"All categories: Passport (Classification 1), Protestant and other Christian: Other Christian (including Christian related)"
DC2249NI0008,Count,PERSONS,"All categories: Passport (Classification 1), Other religions "
DC2249NI0009,Count,PERSONS,"All categories: Passport (Classification 1), No religion"
DC2249NI0010,Count,PERSONS,"All categories: Passport (Classification 1), Not stated"
DC2249NI0011,Count,PERSONS,"No passport, All categories: Religion"
DC2249NI0012,Count,PERSONS,"No passport, Catholic"
DC2249NI0013,Count,PERSONS,"No passport, Protestant and other Christian: Total"
DC2249NI0014,Count,PERSONS,"No passport, Protestant and other Christian: Presbyterian Church in Ireland"
DC2249NI0015,Count,PERSONS,"No passport, Protestant and other Christian: Church of Ireland"
DC2249NI0016,Count,PERSONS,"No passport, Protestant and other Christian: Methodist Church in Ireland"
DC2249NI0017,Count,PERSONS,"No passport, Protestant and other Christian: Other Christian (including Christian related)"
DC2249NI0018,Count,PERSONS,"No passport, Other religions "
DC2249NI0019,Count,PERSONS,"No passport, No religion"
DC2249NI0020,Count,PERSONS,"No passport, Not stated"
DC2249NI0021,Count,PERSONS,"EU/EEA Countries, All categories: Religion"
DC2249NI0022,Count,PERSONS,"EU/EEA Countries, Catholic"
DC2249NI0023,Count,PERSONS,"EU/EEA Countries, Protestant and other Christian: Total"
DC2249NI0024,Count,PERSONS,"EU/EEA Countries, Protestant and other Christian: Presbyterian Church in Ireland"
DC2249NI0025,Count,PERSONS,"EU/EEA Countries, Protestant and other Christian: Church of Ireland"
DC2249NI0026,Count,PERSONS,"EU/EEA Countries, Protestant and other Christian: Methodist Church in Ireland"
DC2249NI0027,Count,PERSONS,"EU/EEA Countries, Protestant and other Christian: Other Christian (including Christian related)"
DC2249NI0028,Count,PERSONS,"EU/EEA Countries, Other religions "
DC2249NI0029,Count,PERSONS,"EU/EEA Countries, No religion"
DC2249NI0030,Count,PERSONS,"EU/EEA Countries, Not stated"
DC2249NI0031,Count,PERSONS,"EU/EEA Countries: United Kingdom, All categories: Religion"
DC2249NI0032,Count,PERSONS,"EU/EEA Countries: United Kingdom, Catholic"
DC2249NI0033,Count,PERSONS,"EU/EEA Countries: United Kingdom, Protestant and other Christian: Total"
DC2249NI0034,Count,PERSONS,"EU/EEA Countries: United Kingdom, Protestant and other Christian: Presbyterian Church in Ireland"
DC2249NI0035,Count,PERSONS,"EU/EEA Countries: United Kingdom, Protestant and other Christian: Church of Ireland"
