GeographyCode,DC2251NI0001,DC2251NI0002,DC2251NI0003,DC2251NI0004,DC2251NI0005,DC2251NI0006,DC2251NI0007,DC2251NI0008,DC2251NI0009,DC2251NI0010,DC2251NI0011,DC2251NI0012,DC2251NI0013,DC2251NI0014,DC2251NI0015,DC2251NI0016,DC2251NI0017,DC2251NI0018,DC2251NI0019,DC2251NI0020,DC2251NI0021,DC2251NI0022,DC2251NI0023,DC2251NI0024,DC2251NI0025,DC2251NI0026,DC2251NI0027,DC2251NI0028,DC2251NI0029,DC2251NI0030,DC2251NI0031,DC2251NI0032,DC2251NI0033,DC2251NI0034,DC2251NI0035,DC2251NI0036,DC2251NI0037,DC2251NI0038,DC2251NI0039,DC2251NI0040,DC2251NI0041,DC2251NI0042,DC2251NI0043,DC2251NI0044,DC2251NI0045,DC2251NI0046,DC2251NI0047,DC2251NI0048,DC2251NI0049,DC2251NI0050,DC2251NI0051,DC2251NI0052,DC2251NI0053,DC2251NI0054,DC2251NI0055,DC2251NI0056,DC2251NI0057,DC2251NI0058,DC2251NI0059,DC2251NI0060,DC2251NI0061,DC2251NI0062,DC2251NI0063,DC2251NI0064,DC2251NI0065,DC2251NI0066,DC2251NI0067,DC2251NI0068,DC2251NI0069,DC2251NI0070,DC2251NI0071,DC2251NI0072,DC2251NI0073,DC2251NI0074,DC2251NI0075,DC2251NI0076,DC2251NI0077,DC2251NI0078,DC2251NI0079,DC2251NI0080,DC2251NI0081,DC2251NI0082,DC2251NI0083,DC2251NI0084,DC2251NI0085,DC2251NI0086,DC2251NI0087,DC2251NI0088,DC2251NI0089,DC2251NI0090
95AA01,4444,1356,1971,921,441,82,527,43,887,187,534,120,263,158,62,6,37,0,123,28,3113,678,1591,722,348,69,452,28,685,131,553,451,43,16,17,4,6,0,40,19,84,44,26,17,7,0,2,0,11,3,23,4,15,4,1,0,10,1,1,2,7,3,1,0,1,0,0,0,3,0,67,37,9,0,0,0,9,2,17,2,63,19,23,4,5,3,11,12,7,2
95AA02,1734,504,888,461,348,20,59,6,204,132,335,83,189,88,81,3,17,1,42,20,1175,291,678,359,262,17,40,3,113,90,134,92,15,9,5,0,1,1,9,17,19,10,3,3,0,0,0,0,6,0,7,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,1,0,0,0,55,25,0,0,0,0,0,0,25,5,8,2,2,2,0,0,0,1,3,0
95AA03,1822,135,1222,684,378,50,110,15,315,135,502,30,361,206,121,6,28,1,76,34,1209,73,832,466,248,44,74,4,215,85,50,17,16,9,6,0,1,1,5,11,11,1,6,1,1,0,4,0,3,1,3,0,2,0,1,0,1,0,1,0,2,0,1,1,0,0,0,0,1,0,31,14,1,0,1,0,0,1,12,3,14,0,3,1,0,0,2,8,2,1
95AA04,3013,751,1772,1198,317,64,193,19,343,128,352,87,208,162,23,5,18,2,39,16,2238,385,1471,981,272,56,162,14,268,100,327,258,41,31,4,2,4,2,18,8,64,17,33,18,11,0,4,1,10,3,11,1,5,1,2,1,1,0,4,1,5,0,5,0,5,0,0,0,0,0,8,3,1,0,0,0,1,0,4,0,8,0,8,5,0,0,3,0,0,0
95AA05,2701,1579,757,482,157,8,110,10,178,177,519,281,170,139,22,0,9,0,33,35,1481,697,546,329,124,8,85,7,117,114,606,546,24,7,10,0,7,1,16,19,40,32,5,3,1,0,1,1,2,0,6,0,6,4,0,0,2,0,0,0,4,4,0,0,0,0,0,0,0,0,32,13,5,0,0,0,5,1,6,7,13,6,1,0,0,0,1,0,4,2
95AA06,4647,3511,584,240,262,13,69,9,222,321,681,471,105,53,41,1,10,1,35,69,2130,1363,454,181,210,12,51,7,138,168,1678,1545,15,3,7,0,5,0,42,76,94,82,7,3,3,0,1,0,0,5,4,2,1,0,1,0,0,0,1,0,11,11,0,0,0,0,0,0,0,0,28,20,1,0,0,0,1,0,4,3,21,17,1,0,0,0,1,1,2,0
95AA07,2140,283,1553,1042,300,10,201,16,189,99,481,54,376,243,70,0,63,0,35,16,1473,132,1126,756,227,9,134,16,137,62,98,51,24,21,1,0,2,0,8,15,37,9,22,18,1,1,2,0,5,1,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,1,0,1,0,0,0,1,5,4,0,1,1,0,0,0,0,3,0
95AA08,1698,680,623,353,192,12,66,13,247,135,495,203,179,113,49,6,11,0,78,35,943,297,427,236,137,6,48,5,141,73,160,120,10,4,6,0,0,1,16,13,20,14,0,0,0,0,0,1,3,2,3,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,68,41,7,0,0,0,7,2,8,10,8,3,0,0,0,0,0,3,0,2
95AA09,2220,387,1244,669,410,47,118,26,346,217,459,58,275,139,84,13,39,3,71,52,1544,228,928,513,313,31,71,12,246,130,102,50,20,11,8,0,1,1,8,23,17,2,10,5,1,2,2,0,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,36,5,0,0,0,5,0,8,10,37,12,6,1,4,1,0,10,9,0
95AA10,1953,712,810,437,224,54,95,23,292,116,393,156,136,66,45,6,19,1,84,16,1302,384,638,360,165,48,65,18,181,81,178,137,20,5,10,0,5,0,6,15,22,8,11,5,4,0,2,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,48,27,1,1,0,0,0,0,16,4,8,0,4,0,0,0,4,4,0,0
