DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2120NI","HOUSEHOLD COMPOSITION BY RELIGION OR RELIGION BROUGHT UP IN OF HRP","All Household Reference Persons (HRPs)","1. A dependent child is a person in a household aged 0 to 15 (whether or not in a family) or a person aged 16 to 18 who is a full-time student in a family with parent(s).		; 2. Family - A family consists of a couple (married, same-sex civil partnership or cohabiting) with or without children, or a lone parent and their children. It also includes a married, same-sex civil partnership or cohabiting couple with their grandchildren or a lone grandparent with his or her grandchildren, if there is no parent in the intervening generation in the household. A family will also include step-children when their parent is part of the couple. 		; 3. Cohabiting couples includes same-sex couples.; 4. 'Religion' indicates religion, religious denomination or body.	; 5. 'Catholic' includes those who gave their religion or their religion brought up in as Catholic or Roman Catholic."
