GeographyCode,DC2419NI0001,DC2419NI0002,DC2419NI0003,DC2419NI0004,DC2419NI0005,DC2419NI0006,DC2419NI0007,DC2419NI0008,DC2419NI0009,DC2419NI0010,DC2419NI0011,DC2419NI0012,DC2419NI0013,DC2419NI0014,DC2419NI0015,DC2419NI0016,DC2419NI0017,DC2419NI0018,DC2419NI0019,DC2419NI0020,DC2419NI0021,DC2419NI0022,DC2419NI0023,DC2419NI0024,DC2419NI0025,DC2419NI0026,DC2419NI0027,DC2419NI0028,DC2419NI0029,DC2419NI0030,DC2419NI0031,DC2419NI0032,DC2419NI0033,DC2419NI0034,DC2419NI0035,DC2419NI0036,DC2419NI0037,DC2419NI0038,DC2419NI0039,DC2419NI0040,DC2419NI0041,DC2419NI0042,DC2419NI0043,DC2419NI0044,DC2419NI0045,DC2419NI0046,DC2419NI0047,DC2419NI0048,DC2419NI0049,DC2419NI0050,DC2419NI0051,DC2419NI0052,DC2419NI0053,DC2419NI0054,DC2419NI0055,DC2419NI0056,DC2419NI0057,DC2419NI0058,DC2419NI0059,DC2419NI0060,DC2419NI0061,DC2419NI0062,DC2419NI0063,DC2419NI0064,DC2419NI0065,DC2419NI0066,DC2419NI0067,DC2419NI0068,DC2419NI0069,DC2419NI0070
95DD24,990,625,326,2,37,737,468,247,1,21,347,199,139,1,8,390,269,108,0,13,10,5,5,0,0,82,55,27,0,0,59,45,14,0,0,23,10,13,0,0,153,94,43,0,16,136,84,38,0,14,2,2,0,0,0,13,8,3,0,2,2,0,2,0,0,8,3,4,1,0
95EE01,592,528,58,0,6,456,405,47,0,4,215,185,30,0,0,241,220,17,0,4,2,2,0,0,0,66,63,3,0,0,66,63,3,0,0,0,0,0,0,0,56,48,6,0,2,45,38,5,0,2,0,0,0,0,0,10,9,1,0,0,1,1,0,0,0,12,10,2,0,0
95EE02,790,48,713,3,26,541,35,489,3,14,276,17,251,2,6,265,18,238,1,8,4,1,3,0,0,125,2,119,0,4,124,2,118,0,4,1,0,1,0,0,99,9,83,0,7,86,8,74,0,4,0,0,0,0,0,10,1,6,0,3,3,0,3,0,0,21,1,19,0,1
95EE03,808,119,646,6,37,482,80,382,2,18,224,29,192,1,2,258,51,190,1,16,8,0,8,0,0,213,28,170,1,14,210,28,167,1,14,3,0,3,0,0,87,9,71,3,4,81,9,66,3,3,0,0,0,0,0,6,0,5,0,1,0,0,0,0,0,18,2,15,0,1
95EE04,736,257,459,3,17,549,201,334,3,11,242,85,153,1,3,307,116,181,2,8,3,1,2,0,0,64,15,48,0,1,64,15,48,0,1,0,0,0,0,0,97,31,61,0,5,85,25,55,0,5,0,0,0,0,0,11,5,6,0,0,1,1,0,0,0,23,9,14,0,0
95EE05,577,45,511,3,18,442,35,397,2,8,274,20,247,2,5,168,15,150,0,3,1,0,1,0,0,34,1,31,1,1,34,1,31,1,1,0,0,0,0,0,70,7,54,0,9,59,6,45,0,8,0,0,0,0,0,11,1,9,0,1,0,0,0,0,0,30,2,28,0,0
95EE06,692,555,131,2,4,529,417,108,2,2,255,193,61,0,1,274,224,47,2,1,1,1,0,0,0,72,63,9,0,0,68,60,8,0,0,4,3,1,0,0,74,61,11,0,2,66,55,9,0,2,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,16,13,3,0,0
95EE07,740,124,586,9,21,492,82,391,7,12,235,30,198,5,2,257,52,193,2,10,2,1,1,0,0,83,15,68,0,0,83,15,68,0,0,0,0,0,0,0,142,22,110,2,8,126,19,97,2,8,0,0,0,0,0,16,3,13,0,0,0,0,0,0,0,21,4,16,0,1
95EE08,711,102,576,8,25,512,69,424,6,13,303,33,261,6,3,209,36,163,0,10,6,1,5,0,0,22,4,17,0,1,22,4,17,0,1,0,0,0,0,0,147,23,113,1,10,139,22,106,1,10,0,0,0,0,0,7,1,6,0,0,1,0,1,0,0,24,5,17,1,1
95EE09,605,210,376,4,15,465,150,303,3,9,254,76,174,2,2,211,74,129,1,7,0,0,0,0,0,65,34,29,0,2,63,32,29,0,2,2,2,0,0,0,57,20,33,0,4,50,15,31,0,4,0,0,0,0,0,6,4,2,0,0,1,1,0,0,0,18,6,11,1,0
95EE10,598,338,250,5,5,428,223,199,2,4,239,107,132,0,0,189,116,67,2,4,6,6,0,0,0,50,39,11,0,0,49,39,10,0,0,1,0,1,0,0,85,54,28,2,1,75,50,22,2,1,0,0,0,0,0,10,4,6,0,0,0,0,0,0,0,29,16,12,1,0
95EE11,551,158,375,5,13,461,144,305,4,8,280,78,196,4,2,181,66,109,0,6,1,0,1,0,0,30,3,25,0,2,30,3,25,0,2,0,0,0,0,0,52,11,37,1,3,38,7,27,1,3,0,0,0,0,0,11,3,8,0,0,3,1,2,0,0,7,0,7,0,0
95EE12,1059,138,879,6,36,547,67,461,3,16,183,17,159,3,4,364,50,302,0,12,12,2,10,0,0,241,28,208,0,5,219,25,190,0,4,22,3,18,0,1,222,37,168,3,14,202,34,152,3,13,0,0,0,0,0,17,3,13,0,1,3,0,3,0,0,37,4,32,0,1
95EE13,718,167,516,12,23,366,73,281,5,7,232,47,180,2,3,134,26,101,3,4,3,0,3,0,0,181,57,116,3,5,106,39,61,1,5,75,18,55,2,0,149,33,101,4,11,135,31,91,3,10,0,0,0,0,0,10,1,9,0,0,4,1,1,1,1,19,4,15,0,0
95EE14,1016,136,838,7,35,736,97,614,5,20,326,37,285,1,3,410,60,329,4,17,12,0,12,0,0,83,2,79,0,2,83,2,79,0,2,0,0,0,0,0,166,37,115,2,12,155,35,108,2,10,0,0,0,0,0,10,2,6,0,2,1,0,1,0,0,19,0,18,0,1
95EE15,606,114,468,3,21,475,97,362,3,13,256,45,203,3,5,219,52,159,0,8,3,0,3,0,0,63,5,55,0,3,63,5,55,0,3,0,0,0,0,0,46,9,32,0,5,39,8,27,0,4,0,0,0,0,0,6,1,5,0,0,1,0,0,0,1,19,3,16,0,0
95EE16,709,173,514,8,14,573,141,417,5,10,293,70,216,4,3,280,71,201,1,7,2,0,2,0,0,45,12,32,0,1,45,12,32,0,1,0,0,0,0,0,72,14,52,3,3,68,14,48,3,3,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,17,6,11,0,0
95FF01,1740,530,1126,13,71,1408,398,953,10,47,567,123,419,5,20,841,275,534,5,27,6,3,3,0,0,13,6,5,0,2,3,1,0,0,2,10,5,5,0,0,284,113,147,3,21,265,108,134,3,20,0,0,0,0,0,17,4,12,0,1,2,1,1,0,0,29,10,18,0,1
95FF02,923,497,397,2,27,780,428,336,2,14,432,232,195,0,5,348,196,141,2,9,1,1,0,0,0,25,8,15,0,2,25,8,15,0,2,0,0,0,0,0,89,44,34,0,11,74,32,31,0,11,6,6,0,0,0,9,6,3,0,0,0,0,0,0,0,28,16,12,0,0
95FF03,1169,468,654,7,40,765,292,454,4,15,274,93,174,2,5,491,199,280,2,10,6,4,2,0,0,118,48,64,0,6,80,31,46,0,3,38,17,18,0,3,257,116,120,3,18,240,110,111,3,16,1,1,0,0,0,14,4,8,0,2,2,1,1,0,0,23,8,14,0,1
95FF04,862,315,520,8,19,754,263,467,7,17,420,134,278,4,4,334,129,189,3,13,1,0,1,0,0,36,24,12,0,0,25,15,10,0,0,11,9,2,0,0,45,17,26,0,2,37,13,22,0,2,1,1,0,0,0,6,3,3,0,0,1,0,1,0,0,26,11,14,1,0
95FF05,1119,209,853,14,43,710,124,555,9,22,303,44,249,6,4,407,80,306,3,18,8,3,5,0,0,192,27,157,2,6,162,26,131,0,5,30,1,26,2,1,161,45,99,3,14,149,43,89,3,14,1,0,1,0,0,10,1,9,0,0,1,1,0,0,0,48,10,37,0,1
95FF06,1540,226,1227,14,73,1203,163,982,10,48,433,56,360,5,12,770,107,622,5,36,13,2,11,0,0,91,8,77,1,5,83,8,71,1,3,8,0,6,0,2,202,51,129,3,19,186,51,114,3,18,2,0,2,0,0,14,0,13,0,1,0,0,0,0,0,31,2,28,0,1
95FF07,1154,511,586,7,50,603,257,323,3,20,211,74,126,2,9,392,183,197,1,11,7,2,4,1,0,310,150,140,3,17,268,131,123,2,12,42,19,17,1,5,194,87,94,0,13,176,85,80,0,11,0,0,0,0,0,17,2,13,0,2,1,0,1,0,0,40,15,25,0,0
95FF08,993,267,687,6,33,664,171,474,1,18,319,75,240,0,4,345,96,234,1,14,3,0,3,0,0,187,57,122,3,5,147,45,95,3,4,40,12,27,0,1,97,25,60,2,10,84,22,50,2,10,0,0,0,0,0,10,3,7,0,0,3,0,3,0,0,42,14,28,0,0
95FF09,1000,391,567,9,33,671,249,404,4,14,274,90,179,2,3,397,159,225,2,11,6,3,2,0,1,143,68,65,2,8,134,63,62,2,7,9,5,3,0,1,149,58,78,3,10,130,46,71,3,10,2,2,0,0,0,14,10,4,0,0,3,0,3,0,0,31,13,18,0,0
95FF10,1216,161,998,8,49,1030,141,851,5,33,463,62,390,3,8,567,79,461,2,25,10,2,8,0,0,48,7,39,1,1,33,6,26,0,1,15,1,13,1,0,98,10,71,2,15,87,9,61,2,15,0,0,0,0,0,11,1,10,0,0,0,0,0,0,0,30,1,29,0,0
95FF11,873,249,596,7,21,760,220,516,7,17,408,107,294,4,3,352,113,222,3,14,0,0,0,0,0,30,5,24,0,1,28,5,23,0,0,2,0,1,0,1,59,18,38,0,3,47,14,30,0,3,0,0,0,0,0,12,4,8,0,0,0,0,0,0,0,24,6,18,0,0
95FF12,1018,524,461,13,20,801,409,370,9,13,383,177,193,7,6,418,232,177,2,7,3,3,0,0,0,73,42,26,2,3,71,41,25,2,3,2,1,1,0,0,112,53,55,1,3,94,44,46,1,3,2,1,1,0,0,13,8,5,0,0,3,0,3,0,0,29,17,10,1,1
95FF13,977,324,617,6,30,791,262,501,5,23,395,125,256,3,11,396,137,245,2,12,3,1,2,0,0,49,16,30,0,3,47,15,29,0,3,2,1,1,0,0,96,34,57,1,4,84,32,48,1,3,0,0,0,0,0,11,1,9,0,1,1,1,0,0,0,38,11,27,0,0
95FF14,862,122,706,9,25,769,101,637,9,22,435,60,359,5,11,334,41,278,4,11,1,0,1,0,0,11,2,8,0,1,11,2,8,0,1,0,0,0,0,0,55,15,39,0,1,47,13,33,0,1,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,26,4,21,0,1
95FF15,1073,391,647,11,24,644,244,388,6,6,348,101,239,4,4,296,143,149,2,2,4,1,3,0,0,185,53,125,2,5,163,45,111,2,5,22,8,14,0,0,192,80,98,2,12,172,75,84,2,11,0,0,0,0,0,16,4,11,0,1,4,1,3,0,0,48,13,33,1,1
95FF16,927,189,700,8,30,707,140,541,5,21,343,52,279,3,9,364,88,262,2,12,4,1,3,0,0,107,18,84,2,3,75,12,59,1,3,32,6,25,1,0,82,23,52,1,6,76,22,47,1,6,0,0,0,0,0,3,0,3,0,0,3,1,2,0,0,27,7,20,0,0
95FF17,857,299,505,10,43,406,146,238,7,15,208,67,131,3,7,198,79,107,4,8,3,2,1,0,0,188,70,107,2,9,169,61,98,1,9,19,9,9,1,0,220,71,130,0,19,205,67,119,0,19,0,0,0,0,0,13,3,10,0,0,2,1,1,0,0,40,10,29,1,0
95GG01,2004,1906,81,5,12,1354,1294,50,3,7,667,643,21,2,1,687,651,29,1,6,7,7,0,0,0,329,312,14,1,2,142,138,1,1,2,187,174,13,0,0,266,247,15,1,3,241,222,15,1,3,1,1,0,0,0,13,13,0,0,0,11,11,0,0,0,48,46,2,0,0
95GG02,2568,2394,127,6,41,939,889,37,3,10,408,385,20,0,3,531,504,17,3,7,13,13,0,0,0,1136,1057,62,1,16,748,696,42,1,9,388,361,20,0,7,373,333,23,2,15,349,312,22,2,13,0,0,0,0,0,16,14,0,0,2,8,7,1,0,0,107,102,5,0,0
95GG03,2667,433,1971,44,219,1861,272,1442,26,121,819,96,680,13,30,1042,176,762,13,91,10,3,7,0,0,229,26,175,5,23,94,11,68,4,11,135,15,107,1,12,518,127,306,13,72,474,115,280,12,67,4,2,2,0,0,31,9,19,0,3,9,1,5,1,2,49,5,41,0,3
95GG04,2297,1027,1139,27,104,705,379,295,7,24,268,152,108,1,7,437,227,187,6,17,11,4,7,0,0,1158,488,627,3,40,897,344,517,2,34,261,144,110,1,6,325,124,147,16,38,298,114,131,16,37,1,0,0,0,1,20,10,10,0,0,6,0,6,0,0,98,32,63,1,2
95GG05,2800,1590,870,63,277,1200,755,366,12,67,454,252,183,4,15,746,503,183,8,52,27,16,6,1,4,566,233,263,17,53,250,76,134,9,31,316,157,129,8,22,964,569,220,30,145,897,523,210,30,134,4,0,3,0,1,56,41,7,0,8,7,5,0,0,2,43,17,15,3,8
95GG06,2381,182,2046,26,127,1517,116,1321,14,66,648,42,580,3,23,869,74,741,11,43,9,3,6,0,0,476,17,421,5,33,451,13,402,4,32,25,4,19,1,1,332,40,260,6,26,313,37,245,6,25,0,0,0,0,0,16,2,13,0,1,3,1,2,0,0,47,6,38,1,2
95GG07,2269,2051,160,14,44,1136,1054,63,4,15,514,481,27,0,6,622,573,36,4,9,19,18,0,0,1,525,484,32,2,7,269,245,19,2,3,256,239,13,0,4,542,463,60,5,14,431,368,45,5,13,42,37,5,0,0,23,20,3,0,0,46,38,7,0,1,47,32,5,3,7
95GG08,2151,1300,741,22,88,1307,854,410,10,33,530,317,195,6,12,777,537,215,4,21,25,17,5,2,1,433,197,208,4,24,359,140,198,2,19,74,57,10,2,5,346,213,98,6,29,311,189,88,6,28,5,1,4,0,0,28,21,6,0,1,2,2,0,0,0,40,19,20,0,1
95GG09,2604,210,2205,21,168,1760,125,1527,10,98,799,39,734,3,23,961,86,793,7,75,16,3,9,1,3,487,20,432,2,33,370,17,326,2,25,117,3,106,0,8,290,59,190,8,33,271,57,174,8,32,0,0,0,0,0,16,2,13,0,1,3,0,3,0,0,51,3,47,0,1
95GG10,2017,243,1522,42,210,660,48,567,8,37,342,13,313,3,13,318,35,254,5,24,7,0,6,0,1,622,40,532,8,42,543,38,463,7,35,79,2,69,1,7,666,151,361,26,128,614,145,322,24,123,0,0,0,0,0,46,5,37,0,4,6,1,2,2,1,62,4,56,0,2
95GG11,2686,389,2022,35,240,1423,160,1141,17,105,615,39,547,7,22,808,121,594,10,83,30,2,26,0,2,419,28,358,6,27,154,12,125,4,13,265,16,233,2,14,769,194,459,11,105,739,188,437,11,103,0,0,0,0,0,20,5,13,0,2,10,1,9,0,0,45,5,38,1,1
95GG12,3429,2064,831,130,404,560,335,160,18,47,274,151,91,6,26,286,184,69,12,21,24,18,4,0,2,705,501,141,23,40,318,214,76,13,15,387,287,65,10,25,2100,1186,519,85,310,1989,1125,482,81,301,7,2,2,1,2,79,45,30,1,3,25,14,5,2,4,40,24,7,4,5
95GG13,2116,674,1305,38,99,1264,538,662,17,47,558,210,321,11,16,706,328,341,6,31,8,2,4,0,2,555,34,477,10,34,520,28,451,8,33,35,6,26,2,1,205,88,92,10,15,187,82,82,9,14,0,0,0,0,0,12,4,7,0,1,6,2,3,1,0,84,12,70,1,1
95GG14,1817,970,775,23,49,1619,855,705,21,38,797,353,412,16,16,822,502,293,5,22,6,2,4,0,0,54,35,17,0,2,41,23,17,0,1,13,12,0,0,1,108,66,33,2,7,93,61,25,1,6,0,0,0,0,0,14,5,7,1,1,1,0,1,0,0,30,12,16,0,2
95GG15,2544,343,2032,25,144,1965,257,1605,16,87,991,81,875,10,25,974,176,730,6,62,10,4,6,0,0,260,19,221,3,17,227,15,193,2,17,33,4,28,1,0,265,61,167,6,31,242,55,152,5,30,0,0,0,0,0,21,6,13,1,1,2,0,2,0,0,44,2,33,0,9
95GG16,2230,1643,437,33,117,1321,1041,217,13,50,577,431,120,6,20,744,610,97,7,30,21,16,4,0,1,404,237,125,9,33,209,83,99,6,21,195,154,26,3,12,444,331,73,10,30,411,305,70,10,26,0,0,0,0,0,33,26,3,0,4,0,0,0,0,0,40,18,18,1,3
95GG17,2137,1446,604,16,71,1262,946,278,7,31,530,372,146,1,11,732,574,132,6,20,12,10,1,0,1,517,262,230,7,18,292,109,169,5,9,225,153,61,2,9,305,203,81,1,20,274,186,69,1,18,3,3,0,0,0,17,11,4,0,2,11,3,8,0,0,41,25,14,1,1
95GG18,2143,1943,150,13,37,846,774,51,7,14,338,313,20,1,4,508,461,31,6,10,9,8,0,0,1,784,717,50,3,14,467,429,31,2,5,317,288,19,1,9,439,389,41,3,6,415,368,38,3,6,0,0,0,0,0,20,17,3,0,0,4,4,0,0,0,65,55,8,0,2
95GG19,2239,197,1932,13,97,495,43,431,0,21,203,15,183,0,5,292,28,248,0,16,18,6,9,0,3,1352,128,1166,9,49,831,46,748,6,31,521,82,418,3,18,225,13,188,3,21,197,11,164,2,20,1,0,1,0,0,8,1,6,0,1,19,1,17,1,0,149,7,138,1,3
95GG20,2359,476,1652,49,182,596,123,430,6,37,239,21,206,2,10,357,102,224,4,27,11,2,5,2,2,1162,174,916,18,54,780,77,657,7,39,382,97,259,11,15,497,171,217,22,87,470,164,204,19,83,3,1,0,2,0,14,5,6,0,3,10,1,7,1,1,93,6,84,1,2
95GG21,2262,1991,163,54,54,642,583,43,5,11,222,200,15,1,6,420,383,28,4,5,12,11,1,0,0,1258,1159,77,4,18,1045,964,64,4,13,213,195,13,0,5,256,148,39,45,24,244,139,37,44,24,1,0,1,0,0,1,1,0,0,0,10,8,1,1,0,94,90,3,0,1
95GG22,2208,2094,80,15,19,1547,1490,43,6,8,673,645,21,3,4,874,845,22,3,4,19,16,2,1,0,364,337,19,3,5,167,154,8,2,3,197,183,11,1,2,227,201,15,5,6,196,174,13,5,4,1,1,0,0,0,23,20,1,0,2,7,6,1,0,0,51,50,1,0,0
95GG23,1821,789,910,41,81,1535,668,782,27,58,826,277,514,8,27,709,391,268,19,31,10,7,3,0,0,84,23,54,1,6,66,16,45,1,4,18,7,9,0,2,167,84,54,13,16,148,78,45,12,13,0,0,0,0,0,14,6,5,0,3,5,0,4,1,0,25,7,17,0,1
95GG24,1945,765,1056,25,99,1417,572,787,15,43,734,291,421,7,15,683,281,366,8,28,8,3,4,0,1,145,56,78,2,9,87,23,55,2,7,58,33,23,0,2,348,125,170,7,46,320,116,156,7,41,0,0,0,0,0,20,5,10,0,5,8,4,4,0,0,27,9,17,1,0
95GG25,2194,2094,69,13,18,1444,1382,44,9,9,580,559,15,2,4,864,823,29,7,5,20,19,0,1,0,494,474,13,3,4,400,384,11,2,3,94,90,2,1,1,193,178,10,0,5,169,156,8,0,5,2,2,0,0,0,22,20,2,0,0,0,0,0,0,0,43,41,2,0,0
95GG26,1654,257,1313,15,69,835,181,620,6,28,432,82,344,2,4,403,99,276,4,24,11,2,9,0,0,542,35,487,3,17,465,28,422,1,14,77,7,65,2,3,226,34,165,6,21,210,31,152,6,21,2,0,2,0,0,4,1,3,0,0,10,2,8,0,0,40,5,32,0,3
95GG27,2467,2316,123,8,20,1531,1447,72,4,8,418,393,24,0,1,1113,1054,48,4,7,19,17,1,0,1,693,649,34,4,6,606,566,32,3,5,87,83,2,1,1,176,157,15,0,4,157,141,14,0,2,0,0,0,0,0,17,15,1,0,1,2,1,0,0,1,48,46,1,0,1
95GG28,2325,196,1994,17,118,1411,115,1236,8,52,605,42,551,3,9,806,73,685,5,43,24,5,17,0,2,631,37,564,3,27,607,32,546,3,26,24,5,18,0,1,210,37,132,6,35,185,30,115,6,34,0,0,0,0,0,23,6,16,0,1,2,1,1,0,0,49,2,45,0,2
95GG29,2430,310,1807,95,218,817,88,649,15,65,287,19,249,4,15,530,69,400,11,50,17,5,11,0,1,821,35,734,8,44,300,18,264,1,17,521,17,470,7,27,706,173,361,69,103,660,162,335,66,97,0,0,0,0,0,27,7,16,2,2,19,4,10,1,4,69,9,52,3,5
95GG30,2083,162,1768,27,126,1580,124,1350,21,85,780,42,702,9,27,800,82,648,12,58,6,1,4,0,1,282,8,256,1,17,244,5,221,1,17,38,3,35,0,0,162,28,108,4,22,147,28,95,3,21,0,0,0,0,0,14,0,12,1,1,1,0,1,0,0,53,1,50,1,1
95GG31,2463,2042,343,20,58,1639,1444,163,6,26,684,600,74,4,6,955,844,89,2,20,14,12,1,1,0,576,406,142,7,21,405,243,138,4,20,171,163,4,3,1,185,145,25,5,10,153,120,22,4,7,1,0,1,0,0,23,19,2,0,2,8,6,0,1,1,49,35,12,1,1
95GG32,2649,1153,1372,20,104,1452,547,844,10,51,615,170,426,4,15,837,377,418,6,36,35,24,10,1,0,694,379,293,4,18,512,286,210,3,13,182,93,83,1,5,397,178,183,4,32,369,168,166,3,32,0,0,0,0,0,18,8,9,1,0,10,2,8,0,0,71,25,42,1,3
95GG33,2195,1234,784,61,116,1648,946,610,35,57,910,432,424,22,32,738,514,186,13,25,3,0,3,0,0,58,29,18,1,10,21,9,8,0,4,37,20,10,1,6,461,245,144,25,47,422,229,127,25,41,8,3,3,0,2,31,13,14,0,4,0,0,0,0,0,25,14,9,0,2
95GG34,1999,1110,800,26,63,1443,888,508,10,37,664,368,283,4,9,779,520,225,6,28,10,6,4,0,0,218,26,179,3,10,188,21,156,2,9,30,5,23,1,1,296,184,85,13,14,278,172,80,12,14,0,0,0,0,0,16,12,4,0,0,2,0,1,1,0,32,6,24,0,2
95GG35,2244,2019,171,14,40,639,579,46,3,11,297,266,25,1,5,342,313,21,2,6,11,11,0,0,0,1292,1166,103,6,17,1033,955,62,4,12,259,211,41,2,5,205,171,18,5,11,186,153,17,5,11,0,0,0,0,0,11,10,1,0,0,8,8,0,0,0,97,92,4,0,1
95GG36,2481,258,2044,28,151,1931,174,1635,21,101,855,31,783,10,31,1076,143,852,11,70,18,3,15,0,0,222,16,194,6,6,49,3,40,3,3,173,13,154,3,3,287,63,180,1,43,253,61,153,1,38,0,0,0,0,0,25,1,20,0,4,9,1,7,0,1,23,2,20,0,1
95GG37,2687,993,1422,50,222,1696,604,966,21,105,701,146,517,5,33,995,458,449,16,72,23,8,15,0,0,138,18,107,2,11,60,13,43,1,3,78,5,64,1,8,804,360,312,26,106,754,342,286,25,101,1,0,1,0,0,45,17,23,0,5,4,1,2,1,0,26,3,22,1,0
95GG38,2915,1618,1073,53,171,1900,1100,681,31,88,816,402,375,8,31,1084,698,306,23,57,11,8,2,0,1,326,124,182,6,14,149,35,105,6,3,177,89,77,0,11,619,364,178,11,66,566,332,162,10,62,0,0,0,0,0,47,29,13,1,4,6,3,3,0,0,59,22,30,5,2
95GG39,3616,1240,1834,209,333,866,339,442,17,68,324,107,183,10,24,542,232,259,7,44,9,3,5,0,1,1561,470,937,30,124,1201,317,796,11,77,360,153,141,19,47,982,367,327,159,129,913,340,299,153,121,3,0,0,0,3,49,20,23,1,5,17,7,5,5,0,198,61,123,3,11
95GG40,1861,97,1660,13,91,389,24,336,2,27,119,4,109,0,6,270,20,227,2,21,6,0,5,0,1,1165,49,1069,6,41,937,26,872,6,33,228,23,197,0,8,166,17,129,5,15,149,16,114,4,15,0,0,0,0,0,9,0,8,1,0,8,1,7,0,0,135,7,121,0,7
95GG41,2173,257,1778,20,118,1851,204,1546,13,88,1053,76,939,5,33,798,128,607,8,55,5,2,3,0,0,98,14,79,1,4,62,11,50,0,1,36,3,29,1,3,184,32,120,6,26,165,29,107,5,24,0,0,0,0,0,13,3,9,0,1,6,0,4,1,1,35,5,30,0,0
95GG42,2606,1174,1139,79,214,1670,744,810,37,79,942,322,577,18,25,728,422,233,19,54,9,1,5,0,3,52,14,24,6,8,32,6,18,4,4,20,8,6,2,4,844,403,284,36,121,796,380,267,35,114,0,0,0,0,0,45,22,15,1,7,3,1,2,0,0,31,12,16,0,3
95GG43,2316,193,1892,35,196,1345,88,1155,16,86,533,19,484,9,21,812,69,671,7,65,21,2,15,0,4,438,19,390,3,26,258,13,228,2,15,180,6,162,1,11,467,81,296,15,75,432,79,271,13,69,0,0,0,0,0,30,2,20,2,6,5,0,5,0,0,45,3,36,1,5
95GG44,2705,369,1996,42,298,736,79,583,11,63,281,19,243,5,14,455,60,340,6,49,19,4,10,0,5,1078,71,893,9,105,689,36,573,3,77,389,35,320,6,28,775,209,428,22,116,730,201,403,19,107,6,2,2,1,1,29,5,18,1,5,10,1,5,1,3,97,6,82,0,9
95GG45,2129,578,1393,41,117,1366,443,837,28,58,725,193,494,13,25,641,250,343,15,33,7,0,7,0,0,489,40,415,6,28,454,29,396,4,25,35,11,19,2,3,225,92,98,7,28,206,87,85,7,27,0,0,0,0,0,16,5,10,0,1,3,0,3,0,0,42,3,36,0,3
95GG46,1932,1820,80,4,28,967,908,41,1,17,360,334,20,0,6,607,574,21,1,11,14,14,0,0,0,809,767,31,2,9,665,640,19,1,5,144,127,12,1,4,90,81,6,1,2,77,68,6,1,2,0,0,0,0,0,6,6,0,0,0,7,7,0,0,0,52,50,2,0,0
95GG47,2641,2332,194,26,89,943,844,67,5,27,412,377,29,0,6,531,467,38,5,21,15,13,1,0,1,1049,941,69,13,26,321,285,27,5,4,728,656,42,8,22,563,474,53,8,28,521,438,48,7,28,0,0,0,0,0,23,21,2,0,0,19,15,3,1,0,71,60,4,0,7
95GG48,2051,1913,93,9,36,795,737,41,4,13,249,236,11,0,2,546,501,30,4,11,9,9,0,0,0,981,931,35,2,13,715,684,25,0,6,266,247,10,2,7,182,157,15,3,7,165,141,14,3,7,0,0,0,0,0,11,11,0,0,0,6,5,1,0,0,84,79,2,0,3
95GG49,3351,1470,1352,160,369,890,375,457,15,43,477,172,283,3,19,413,203,174,12,24,21,4,16,1,0,303,107,159,10,27,137,42,77,6,12,166,65,82,4,15,2067,958,687,131,291,1955,921,633,123,278,3,1,1,1,0,92,30,50,1,11,17,6,3,6,2,70,26,33,3,8
95GG50,2653,469,1827,68,289,891,144,656,15,76,352,30,293,4,25,539,114,363,11,51,13,6,6,0,1,921,88,734,9,90,553,50,455,4,44,368,38,279,5,46,752,228,369,38,117,709,217,342,36,114,1,0,1,0,0,26,10,15,1,0,16,1,11,1,3,76,3,62,6,5
95GG51,2081,105,1875,11,90,695,29,642,5,19,407,11,388,3,5,288,18,254,2,14,6,2,3,0,1,863,34,793,2,34,404,13,375,0,16,459,21,418,2,18,431,39,359,3,30,403,37,338,3,25,0,0,0,0,0,9,1,8,0,0,19,1,13,0,5,86,1,78,1,6
95HH01,890,138,681,10,61,613,91,476,5,41,294,34,241,3,16,319,57,235,2,25,9,3,6,0,0,128,23,95,4,6,124,22,92,4,6,4,1,3,0,0,127,19,94,1,13,110,15,81,1,13,2,0,2,0,0,9,3,6,0,0,6,1,5,0,0,13,2,10,0,1
95HH02,1063,73,915,11,64,977,63,853,9,52,348,16,318,4,10,629,47,535,5,42,5,2,3,0,0,7,1,5,0,1,5,1,3,0,1,2,0,2,0,0,56,5,38,2,11,49,5,32,2,10,0,0,0,0,0,7,0,6,0,1,0,0,0,0,0,18,2,16,0,0
95HH03,726,69,620,4,33,615,60,525,3,27,369,31,323,3,12,246,29,202,0,15,2,0,1,0,1,46,3,42,1,0,2,1,1,0,0,44,2,41,1,0,54,5,44,0,5,52,5,42,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,9,1,8,0,0
95HH04,1160,73,1011,14,62,1044,65,912,10,57,373,21,335,2,15,671,44,577,8,42,14,1,13,0,0,32,1,29,2,0,6,1,5,0,0,26,0,24,2,0,54,6,43,1,4,48,6,37,1,4,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,16,0,14,1,1
95HH05,908,55,779,3,71,490,27,425,3,35,157,7,140,1,9,333,20,285,2,26,17,0,16,0,1,224,9,200,0,15,219,7,197,0,15,5,2,3,0,0,155,19,118,0,18,150,19,113,0,18,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,22,0,20,0,2
