GeographyCode,DC2418NI0001,DC2418NI0002,DC2418NI0003,DC2418NI0004,DC2418NI0005,DC2418NI0006,DC2418NI0007,DC2418NI0008,DC2418NI0009,DC2418NI0010,DC2418NI0011,DC2418NI0012,DC2418NI0013,DC2418NI0014,DC2418NI0015,DC2418NI0016,DC2418NI0017,DC2418NI0018,DC2418NI0019,DC2418NI0020,DC2418NI0021,DC2418NI0022,DC2418NI0023,DC2418NI0024,DC2418NI0025,DC2418NI0026,DC2418NI0027,DC2418NI0028,DC2418NI0029,DC2418NI0030,DC2418NI0031,DC2418NI0032,DC2418NI0033,DC2418NI0034,DC2418NI0035,DC2418NI0036,DC2418NI0037,DC2418NI0038,DC2418NI0039,DC2418NI0040,DC2418NI0041,DC2418NI0042,DC2418NI0043,DC2418NI0044,DC2418NI0045,DC2418NI0046,DC2418NI0047,DC2418NI0048,DC2418NI0049,DC2418NI0050,DC2418NI0051,DC2418NI0052,DC2418NI0053,DC2418NI0054,DC2418NI0055,DC2418NI0056,DC2418NI0057,DC2418NI0058,DC2418NI0059,DC2418NI0060,DC2418NI0061,DC2418NI0062,DC2418NI0063,DC2418NI0064,DC2418NI0065,DC2418NI0066,DC2418NI0067,DC2418NI0068,DC2418NI0069,DC2418NI0070,DC2418NI0071,DC2418NI0072,DC2418NI0073,DC2418NI0074,DC2418NI0075,DC2418NI0076,DC2418NI0077,DC2418NI0078,DC2418NI0079,DC2418NI0080,DC2418NI0081,DC2418NI0082,DC2418NI0083,DC2418NI0084,DC2418NI0085,DC2418NI0086,DC2418NI0087,DC2418NI0088,DC2418NI0089,DC2418NI0090,DC2418NI0091,DC2418NI0092,DC2418NI0093,DC2418NI0094,DC2418NI0095,DC2418NI0096,DC2418NI0097,DC2418NI0098,DC2418NI0099,DC2418NI0100,DC2418NI0101,DC2418NI0102,DC2418NI0103,DC2418NI0104,DC2418NI0105,DC2418NI0106,DC2418NI0107,DC2418NI0108,DC2418NI0109,DC2418NI0110,DC2418NI0111,DC2418NI0112,DC2418NI0113,DC2418NI0114,DC2418NI0115,DC2418NI0116,DC2418NI0117,DC2418NI0118,DC2418NI0119,DC2418NI0120,DC2418NI0121,DC2418NI0122,DC2418NI0123,DC2418NI0124,DC2418NI0125,DC2418NI0126,DC2418NI0127,DC2418NI0128,DC2418NI0129,DC2418NI0130,DC2418NI0131,DC2418NI0132,DC2418NI0133,DC2418NI0134,DC2418NI0135,DC2418NI0136,DC2418NI0137,DC2418NI0138,DC2418NI0139,DC2418NI0140
95GG24,1945,630,884,459,211,112,102,24,247,160,1417,486,666,348,164,87,67,14,152,99,734,247,372,204,95,46,27,6,50,59,683,239,294,144,69,41,40,8,102,40,8,3,4,2,0,1,1,0,1,0,145,42,64,37,13,6,8,2,19,18,87,15,45,28,9,2,6,2,12,13,58,27,19,9,4,4,2,0,7,5,348,95,136,68,29,15,24,7,74,36,320,89,126,64,26,14,22,7,68,30,0,0,0,0,0,0,0,0,0,0,20,4,9,3,3,1,2,0,4,3,8,2,1,1,0,0,0,0,2,3,27,4,14,4,5,3,2,1,1,7
95GG25,2194,1899,21,5,9,1,6,11,72,191,1444,1262,14,4,4,1,5,7,43,118,580,507,6,3,1,0,2,2,19,46,864,755,8,1,3,1,3,5,24,72,20,17,0,0,0,0,0,1,2,0,494,426,2,1,1,0,0,3,11,52,400,341,1,0,1,0,0,2,8,48,94,85,1,1,0,0,0,1,3,4,193,155,4,0,3,0,1,0,16,18,169,135,4,0,3,0,1,0,14,16,2,2,0,0,0,0,0,0,0,0,22,18,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,43,39,1,0,1,0,0,0,0,3
95GG26,1654,192,1137,423,536,91,87,12,125,188,835,145,542,202,247,48,45,6,57,85,432,62,309,135,125,28,21,2,16,43,403,83,233,67,122,20,24,4,41,42,11,2,7,2,5,0,0,0,1,1,542,22,428,154,210,35,29,3,31,58,465,15,371,136,183,30,22,1,25,53,77,7,57,18,27,5,7,2,6,5,226,20,132,55,57,8,12,3,33,38,210,19,124,52,53,8,11,3,31,33,2,0,1,0,1,0,0,0,0,1,4,1,1,1,0,0,0,0,2,0,10,0,6,2,3,0,1,0,0,4,40,3,28,10,17,0,1,0,3,6
95GG27,2467,2093,31,9,8,2,12,7,72,264,1531,1318,22,4,8,2,8,4,49,138,418,362,9,2,5,0,2,0,12,35,1113,956,13,2,3,2,6,4,37,103,19,16,0,0,0,0,0,0,0,3,693,575,4,2,0,0,2,3,15,96,606,507,3,2,0,0,1,2,14,80,87,68,1,0,0,0,1,1,1,16,176,140,5,3,0,0,2,0,6,25,157,127,5,3,0,0,2,0,6,19,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,1,48,44,0,0,0,0,0,0,2,2
95GG28,2325,131,1782,752,741,127,162,17,230,165,1411,84,1108,480,415,101,112,8,123,88,605,30,497,226,171,51,49,3,31,44,806,54,611,254,244,50,63,5,92,44,24,4,13,4,8,0,1,0,4,3,631,18,509,201,256,17,35,3,57,44,607,14,493,196,249,15,33,3,55,42,24,4,16,5,7,2,2,0,2,2,210,23,112,49,43,7,13,6,42,27,185,18,97,41,36,7,13,6,41,23,0,0,0,0,0,0,0,0,0,0,23,4,14,8,6,0,0,0,1,4,2,1,1,0,1,0,0,0,0,0,49,2,40,18,19,2,1,0,4,3
95GG29,2430,225,1438,556,531,166,185,84,458,225,817,62,501,190,185,60,66,11,176,67,287,14,198,64,84,20,30,4,50,21,530,48,303,126,101,40,36,7,126,46,17,4,10,4,3,0,3,0,2,1,821,13,635,243,245,85,62,8,82,83,300,6,218,80,88,29,21,1,30,45,521,7,417,163,157,56,41,7,52,38,706,142,248,98,81,18,51,63,190,63,660,135,231,93,74,15,49,61,177,56,0,0,0,0,0,0,0,0,0,0,27,4,12,3,4,3,2,1,9,1,19,3,5,2,3,0,0,1,4,6,69,4,44,21,17,3,3,2,8,11
95GG30,2083,114,1461,626,426,210,199,22,354,132,1580,89,1119,460,325,173,161,18,260,94,780,30,602,240,182,103,77,8,86,54,800,59,517,220,143,70,84,10,174,40,6,1,3,0,1,0,2,0,1,1,282,4,215,106,66,25,18,0,41,22,244,2,183,91,60,19,13,0,38,21,38,2,32,15,6,6,5,0,3,1,162,19,82,36,24,6,16,3,48,10,147,19,74,32,21,6,15,2,42,10,0,0,0,0,0,0,0,0,0,0,14,0,7,3,3,0,1,1,6,0,1,0,1,1,0,0,0,0,0,0,53,1,42,24,10,6,2,1,4,5
95GG31,2463,1835,250,60,132,27,31,16,138,224,1639,1324,111,20,60,16,15,4,87,113,684,548,48,12,29,3,4,2,27,59,955,776,63,8,31,13,11,2,60,54,14,11,1,0,1,0,0,1,0,1,576,345,112,33,60,9,10,6,26,87,405,203,109,33,58,8,10,3,22,68,171,142,3,0,2,1,0,3,4,19,185,124,19,5,6,2,6,5,20,17,153,100,16,4,5,2,5,4,17,16,1,0,1,0,0,0,1,0,0,0,23,19,2,1,1,0,0,0,2,0,8,5,0,0,0,0,0,1,1,1,49,31,7,2,5,0,0,0,5,6
95GG32,2649,997,1148,491,437,80,140,20,253,231,1452,480,708,309,256,57,86,10,143,111,615,147,366,176,124,28,38,4,39,59,837,333,342,133,132,29,48,6,104,52,35,19,5,4,1,0,0,1,5,5,694,337,246,103,103,12,28,4,42,65,512,255,173,71,75,8,19,3,28,53,182,82,73,32,28,4,9,1,14,12,397,140,149,63,57,9,20,4,62,42,369,132,136,55,53,9,19,3,58,40,0,0,0,0,0,0,0,0,0,0,18,6,6,3,2,0,1,1,4,1,10,2,7,5,2,0,0,0,0,1,71,21,40,12,20,2,6,1,1,8
95GG33,2195,1068,573,272,206,31,64,53,369,132,1648,839,455,217,169,28,41,32,229,93,910,376,325,155,120,20,30,20,130,59,738,463,130,62,49,8,11,12,99,34,3,0,2,1,1,0,0,0,1,0,58,22,14,5,3,3,3,1,18,3,21,5,7,3,1,1,2,0,8,1,37,17,7,2,2,2,1,1,10,2,461,194,94,45,29,0,20,20,118,35,422,180,79,40,19,0,20,20,111,32,8,3,3,2,1,0,0,0,1,1,31,11,12,3,9,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,25,13,8,4,4,0,0,0,3,1
95GG34,1999,990,646,233,221,95,97,24,217,122,1443,807,409,150,134,62,63,10,140,77,664,335,243,87,82,45,29,4,43,39,779,472,166,63,52,17,34,6,97,38,10,6,3,0,2,0,1,0,0,1,218,18,157,61,60,24,12,3,23,17,188,14,135,54,53,16,12,2,21,16,30,4,22,7,7,8,0,1,2,1,296,154,57,18,15,5,19,11,49,25,278,147,55,18,14,5,18,10,45,21,0,0,0,0,0,0,0,0,0,0,16,7,2,0,1,0,1,0,4,3,2,0,0,0,0,0,0,1,0,1,32,5,20,4,10,4,2,0,5,2
95GG35,2244,1774,50,12,22,3,13,13,79,328,639,501,14,3,6,1,4,2,22,100,297,234,4,0,3,0,1,0,9,50,342,267,10,3,3,1,3,2,13,50,11,10,0,0,0,0,0,0,0,1,1292,1031,30,9,13,2,6,6,32,193,1033,848,22,8,8,1,5,4,22,137,259,183,8,1,5,1,1,2,10,56,205,146,6,0,3,0,3,5,24,24,186,130,5,0,3,0,2,5,24,22,0,0,0,0,0,0,0,0,0,0,11,10,1,0,0,0,1,0,0,0,8,6,0,0,0,0,0,0,0,2,97,86,0,0,0,0,0,0,1,10
95GG36,2481,191,1658,766,432,200,260,25,460,147,1931,128,1360,637,342,175,206,19,338,86,855,22,678,324,154,84,116,9,99,47,1076,106,682,313,188,91,90,10,239,39,18,2,12,4,5,0,3,0,3,1,222,10,154,65,53,13,23,5,20,33,49,2,29,12,11,2,4,3,7,8,173,8,125,53,42,11,19,2,13,25,287,50,118,54,31,10,23,1,93,25,253,50,97,40,27,9,21,1,84,21,0,0,0,0,0,0,0,0,0,0,25,0,17,12,3,0,2,0,7,1,9,0,4,2,1,1,0,0,2,3,23,1,14,6,1,2,5,0,6,2
95GG37,2687,749,1036,422,318,141,155,45,655,202,1696,450,722,286,231,104,101,20,385,119,701,103,419,176,122,68,53,5,117,57,995,347,303,110,109,36,48,15,268,62,23,6,12,4,3,2,3,0,4,1,138,13,89,40,27,11,11,1,24,11,60,10,34,15,11,5,3,1,11,4,78,3,55,25,16,6,8,0,13,7,804,277,197,87,53,20,37,23,239,68,754,266,181,81,48,18,34,22,227,58,1,0,1,0,1,0,0,0,0,0,45,10,13,5,4,1,3,0,12,10,4,1,2,1,0,1,0,1,0,0,26,3,16,5,4,4,3,1,3,3
95GG38,2915,1372,780,310,284,83,103,51,543,169,1900,939,490,201,180,57,52,30,330,111,816,350,287,114,110,40,23,8,113,58,1084,589,203,87,70,17,29,22,217,53,11,8,1,0,1,0,0,0,2,0,326,105,146,57,58,13,18,6,41,28,149,25,86,28,42,9,7,6,16,16,177,80,60,29,16,4,11,0,25,12,619,300,117,46,32,10,29,10,165,27,566,272,106,42,30,8,26,9,156,23,0,0,0,0,0,0,0,0,0,0,47,26,8,3,2,0,3,1,9,3,6,2,3,1,0,2,0,0,0,1,59,20,26,6,13,3,4,5,5,3
95GG39,3616,976,1386,486,565,176,159,177,623,454,866,275,328,113,125,51,39,13,139,111,324,87,147,60,52,26,9,7,46,37,542,188,181,53,73,25,30,6,93,74,9,2,4,1,1,0,2,0,2,1,1561,396,746,253,340,93,60,28,201,190,1201,268,640,210,305,86,39,9,129,155,360,128,106,43,35,7,21,19,72,35,982,262,211,82,60,20,49,135,265,109,913,246,188,71,50,19,48,129,245,105,3,0,0,0,0,0,0,0,3,0,49,10,20,11,8,0,1,1,15,3,17,6,3,0,2,1,0,5,2,1,198,41,97,37,39,12,9,1,16,43
95GG40,1861,54,1402,578,625,101,98,9,147,249,389,13,287,99,137,25,26,1,37,51,119,2,97,32,51,7,7,0,8,12,270,11,190,67,86,18,19,1,29,39,6,0,3,2,0,1,0,0,3,0,1165,24,909,385,406,63,55,4,72,156,937,10,747,313,335,53,46,4,56,120,228,14,162,72,71,10,9,0,16,36,166,13,103,53,34,5,11,4,27,19,149,13,93,47,32,5,9,3,26,14,0,0,0,0,0,0,0,0,0,0,9,0,4,2,0,0,2,1,1,3,8,0,6,4,2,0,0,0,0,2,135,4,100,39,48,7,6,0,8,23
95GG41,2173,178,1447,710,429,132,176,15,408,125,1851,152,1261,638,369,118,136,9,328,101,1053,51,779,381,252,74,72,4,151,68,798,101,482,257,117,44,64,5,177,33,5,1,1,1,0,0,0,0,3,0,98,6,68,27,21,5,15,0,13,11,62,4,42,16,13,1,12,0,8,8,36,2,26,11,8,4,3,0,5,3,184,15,92,34,32,5,21,6,60,11,165,12,79,26,28,4,21,5,58,11,0,0,0,0,0,0,0,0,0,0,13,3,9,6,2,1,0,0,1,0,6,0,4,2,2,0,0,1,1,0,35,4,25,10,7,4,4,0,4,2
95GG42,2606,967,839,361,305,53,120,69,564,167,1670,642,598,263,229,44,62,30,284,116,942,278,441,206,170,30,35,17,133,73,728,364,157,57,59,14,27,13,151,43,9,1,5,4,0,1,0,0,3,0,52,12,19,6,8,1,4,6,13,2,32,4,14,4,6,1,3,4,8,2,20,8,5,2,2,0,1,2,5,0,844,302,204,82,64,5,53,33,258,47,796,286,193,80,58,5,50,32,246,39,0,0,0,0,0,0,0,0,0,0,45,16,10,2,6,0,2,1,11,7,3,0,1,0,0,0,1,0,1,1,31,10,13,6,4,2,1,0,6,2
95GG43,2316,123,1529,580,509,239,201,32,448,184,1345,51,940,363,299,159,119,15,239,100,533,11,418,149,139,83,47,8,54,42,812,40,522,214,160,76,72,7,185,58,21,2,8,5,2,0,1,0,10,1,438,8,342,121,132,49,40,2,50,36,258,6,196,65,77,32,22,2,28,26,180,2,146,56,55,17,18,0,22,10,467,60,209,79,67,25,38,14,142,42,432,60,194,72,65,23,34,12,125,41,0,0,0,0,0,0,0,0,0,0,30,0,12,5,2,2,3,2,15,1,5,0,3,2,0,0,1,0,2,0,45,2,30,12,9,6,3,1,7,5
95GG44,2705,240,1546,751,477,115,203,35,510,374,736,45,442,221,133,32,56,9,133,107,281,8,196,109,59,9,19,5,28,44,455,37,246,112,74,23,37,4,105,63,19,4,6,3,2,0,1,0,6,3,1078,30,717,337,241,49,90,7,170,154,689,14,466,221,153,34,58,3,111,95,389,16,251,116,88,15,32,4,59,59,775,157,306,154,75,28,49,19,192,101,730,152,292,149,71,27,45,17,180,89,6,2,0,0,0,0,0,0,0,4,29,3,11,4,4,1,2,1,7,7,10,0,3,1,0,0,2,1,5,1,97,4,75,36,26,6,7,0,9,9
95GG45,2129,475,1166,525,421,114,106,39,291,158,1366,378,692,329,231,70,62,27,175,94,725,172,421,213,129,40,39,13,78,41,641,206,271,116,102,30,23,14,97,53,7,0,6,0,4,2,0,0,1,0,489,23,361,155,147,32,27,5,60,40,454,13,343,150,137,29,27,4,55,39,35,10,18,5,10,3,0,1,5,1,225,74,75,27,26,6,16,7,52,17,206,69,62,22,23,5,12,7,51,17,0,0,0,0,0,0,0,0,0,0,16,5,10,3,3,0,4,0,1,0,3,0,3,2,0,1,0,0,0,0,42,0,32,14,13,4,1,0,3,7
95GG46,1932,1662,23,8,6,2,7,3,55,189,967,836,8,2,1,0,5,1,28,94,360,310,4,1,1,0,2,0,7,39,607,526,4,1,0,0,3,1,21,55,14,12,0,0,0,0,0,0,0,2,809,694,14,6,4,2,2,1,20,80,665,582,5,3,0,1,1,1,14,63,144,112,9,3,4,1,1,0,6,17,90,73,0,0,0,0,0,1,7,9,77,63,0,0,0,0,0,1,7,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,3,52,47,1,0,1,0,0,0,0,4
95GG47,2641,2003,110,49,31,4,26,24,236,268,943,734,33,12,13,2,6,5,82,89,412,330,17,6,8,0,3,0,22,43,531,404,16,6,5,2,3,5,60,46,15,10,1,0,0,0,1,0,3,1,1049,814,45,21,10,2,12,12,67,111,321,251,15,7,4,1,3,5,14,36,728,563,30,14,6,1,9,7,53,75,563,396,27,13,8,0,6,7,73,60,521,365,24,11,8,0,5,6,71,55,0,0,0,0,0,0,0,0,0,0,23,19,2,2,0,0,0,0,0,2,19,12,1,0,0,0,1,1,2,3,71,49,4,3,0,0,1,0,11,7
95GG48,2051,1753,33,13,8,2,10,7,51,207,795,681,12,3,3,2,4,4,22,76,249,216,3,1,0,0,2,0,3,27,546,465,9,2,3,2,2,4,19,49,9,7,0,0,0,0,0,0,1,1,981,857,12,6,3,0,3,1,15,96,715,631,7,4,2,0,1,0,8,69,266,226,5,2,1,0,2,1,7,27,182,137,9,4,2,0,3,2,10,24,165,124,9,4,2,0,3,2,8,22,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,1,2,6,5,0,0,0,0,0,0,1,0,84,71,0,0,0,0,0,0,3,10
95GG49,3351,1106,982,410,284,80,208,142,794,327,890,292,328,140,120,27,41,10,160,100,477,136,219,96,79,22,22,1,58,63,413,156,109,44,41,5,19,9,102,37,21,2,11,6,1,1,3,1,5,2,303,79,124,46,39,18,21,10,54,36,137,31,63,20,24,10,9,6,17,20,166,48,61,26,15,8,12,4,37,16,2067,713,498,210,118,30,140,118,560,178,1955,684,449,182,107,28,132,110,545,167,3,1,1,0,1,0,0,1,0,0,92,23,45,28,9,1,7,1,13,10,17,5,3,0,1,1,1,6,2,1,70,20,21,8,6,4,3,3,15,11
95GG50,2653,345,1457,665,478,129,185,62,537,252,891,106,520,230,176,47,67,14,172,79,352,18,243,107,79,26,31,3,53,35,539,88,277,123,97,21,36,11,119,44,13,3,5,1,4,0,0,0,4,1,921,57,610,300,192,50,68,9,139,106,553,34,380,193,118,32,37,4,72,63,368,23,230,107,74,18,31,5,67,43,752,177,265,109,84,29,43,34,216,60,709,169,242,105,76,24,37,32,211,55,1,0,1,0,0,1,0,0,0,0,26,7,12,1,5,3,3,1,2,4,16,1,10,3,3,1,3,1,3,1,76,2,57,25,22,3,7,5,6,6
95GG51,2081,62,1567,610,666,147,144,9,170,273,695,11,547,196,230,57,64,4,49,84,407,2,330,118,138,34,40,3,18,54,288,9,217,78,92,23,24,1,31,30,6,2,2,0,1,1,0,0,1,1,863,20,673,270,296,55,52,2,63,105,404,7,311,135,128,22,26,0,33,53,459,13,362,135,168,33,26,2,30,52,431,28,283,119,112,25,27,3,50,67,403,26,269,112,107,23,27,3,45,60,0,0,0,0,0,0,0,0,0,0,9,1,6,2,3,1,0,0,1,1,19,1,8,5,2,1,0,0,4,6,86,1,62,25,27,9,1,0,7,16
95HH01,890,102,524,247,150,54,73,8,172,84,613,72,369,173,104,41,51,4,126,42,294,30,196,98,59,22,17,2,41,25,319,42,173,75,45,19,34,2,85,17,9,2,4,1,1,0,2,0,1,2,128,16,76,39,21,8,8,4,16,16,124,15,73,37,21,7,8,4,16,16,4,1,3,2,0,1,0,0,0,0,127,10,70,31,24,4,11,0,26,21,110,8,62,29,20,4,9,0,24,16,2,0,2,0,0,0,2,0,0,0,9,1,5,2,3,0,0,0,2,1,6,1,1,0,1,0,0,0,0,4,13,2,5,3,0,1,1,0,3,3
95HH02,1063,57,777,350,206,97,124,7,183,39,977,47,723,324,193,89,117,5,165,37,348,15,273,138,67,32,36,2,45,13,629,32,450,186,126,57,81,3,120,24,5,2,1,0,1,0,0,0,2,0,7,1,3,2,0,1,0,0,1,2,5,1,1,1,0,0,0,0,1,2,2,0,2,1,0,1,0,0,0,0,56,5,35,14,10,6,5,2,14,0,49,5,29,12,9,4,4,2,13,0,0,0,0,0,0,0,0,0,0,0,7,0,6,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,2,15,10,2,1,2,0,1,0
95HH03,726,54,535,262,147,52,74,3,98,36,615,49,457,222,130,42,63,2,78,29,369,27,287,144,78,27,38,2,31,22,246,22,170,78,52,15,25,0,47,7,2,0,0,0,0,0,0,0,2,0,46,2,37,16,7,6,8,1,3,3,2,1,1,0,0,0,1,0,0,0,44,1,36,16,7,6,7,1,3,3,54,2,34,19,8,4,3,0,14,4,52,2,33,19,7,4,3,0,14,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,7,5,2,0,0,0,1,0
95HH04,1160,58,849,373,242,122,112,14,191,48,1044,52,763,343,223,107,90,10,176,43,373,14,289,130,83,46,30,2,52,16,671,38,474,213,140,61,60,8,124,27,14,1,11,5,3,2,1,0,2,0,32,1,25,6,3,6,10,2,3,1,6,1,4,1,0,2,1,0,1,0,26,0,21,5,3,4,9,2,2,1,54,4,39,16,10,6,7,1,9,1,48,4,33,14,9,6,4,1,9,1,0,0,0,0,0,0,0,0,0,0,6,0,6,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,11,3,3,1,4,1,1,3
95HH05,908,44,636,279,204,85,68,3,145,80,490,20,355,153,118,49,35,3,78,34,157,7,119,54,34,19,12,1,18,12,333,13,236,99,84,30,23,2,60,22,17,0,12,8,2,1,1,0,5,0,224,6,168,71,56,22,19,0,26,24,219,5,165,71,55,22,17,0,26,23,5,1,3,0,1,0,2,0,0,1,155,18,87,43,22,11,11,0,33,17,150,18,84,41,22,10,11,0,33,15,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,14,4,6,2,2,0,3,5
95HH06,1682,91,1220,553,339,130,198,13,282,76,1424,74,1032,475,281,115,161,10,254,54,402,18,313,154,75,37,47,2,53,16,1022,56,719,321,206,78,114,8,201,38,9,2,5,2,1,1,1,0,2,0,87,1,67,24,25,7,11,0,6,13,29,0,24,7,9,2,6,0,2,3,58,1,43,17,16,5,5,0,4,10,141,14,98,43,29,6,20,2,20,7,125,13,87,40,26,6,15,2,16,7,0,0,0,0,0,0,0,0,0,0,14,1,10,2,3,0,5,0,3,0,2,0,1,1,0,0,0,0,1,0,21,0,18,9,3,1,5,1,0,2
95HH07,733,44,501,174,178,88,61,7,112,69,362,25,264,85,96,42,41,4,40,29,157,11,124,43,40,28,13,0,8,14,205,14,140,42,56,14,28,4,32,15,2,0,0,0,0,0,0,0,2,0,256,13,173,67,62,30,14,2,41,27,226,11,148,54,57,26,11,2,40,25,30,2,25,13,5,4,3,0,1,2,86,5,43,17,12,9,5,1,27,10,77,5,36,16,10,5,5,1,25,10,0,0,0,0,0,0,0,0,0,0,8,0,6,1,2,3,0,0,2,0,1,0,1,0,0,1,0,0,0,0,27,1,21,5,8,7,1,0,2,3
95HH08,1083,118,666,322,166,67,111,10,228,61,815,83,508,252,119,54,83,9,167,48,353,34,231,123,52,19,37,4,60,24,462,49,277,129,67,35,46,5,107,24,5,0,5,3,1,0,1,0,0,0,97,5,61,25,22,8,6,0,25,6,96,5,60,24,22,8,6,0,25,6,1,0,1,1,0,0,0,0,0,0,149,30,79,32,23,5,19,0,33,7,136,29,73,29,22,5,17,0,28,6,0,0,0,0,0,0,0,0,0,0,13,1,6,3,1,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,17,0,13,10,1,0,2,1,3,0
95HH09,1423,166,863,376,244,119,124,21,271,102,690,70,431,185,138,48,60,8,134,47,331,31,220,96,75,25,24,4,57,19,359,39,211,89,63,23,36,4,77,28,9,0,6,5,0,0,1,0,3,0,298,33,200,90,52,37,21,6,33,26,149,23,89,33,32,17,7,4,19,14,149,10,111,57,20,20,14,2,14,12,383,60,198,87,46,29,36,6,96,23,357,59,183,80,43,27,33,6,86,23,2,1,0,0,0,0,0,0,1,0,23,0,15,7,3,2,3,0,8,0,1,0,0,0,0,0,0,0,1,0,43,3,28,9,8,5,6,1,5,6
95HH10,945,75,640,313,175,65,87,9,187,34,833,69,571,283,155,58,75,8,160,25,363,29,261,129,77,31,24,4,53,16,470,40,310,154,78,27,51,4,107,9,0,0,0,0,0,0,0,0,0,0,33,1,23,5,11,4,3,0,6,3,33,1,23,5,11,4,3,0,6,3,0,0,0,0,0,0,0,0,0,0,67,4,37,21,7,2,7,1,20,5,60,4,33,20,6,1,6,1,19,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,1,1,0,0,1,3,0,1,1,0,0,0,0,1,1,12,1,9,4,2,1,2,0,1,1
95HH11,655,27,472,217,152,48,55,4,100,52,299,15,219,92,71,27,29,1,44,20,130,7,100,46,35,9,10,1,15,7,169,8,119,46,36,18,19,0,29,13,7,0,2,1,1,0,0,0,5,0,268,9,197,94,67,17,19,3,37,22,226,7,169,85,50,16,18,2,32,16,42,2,28,9,17,1,1,1,5,6,66,3,44,25,11,3,5,0,12,7,51,3,32,19,7,1,5,0,10,6,0,0,0,0,0,0,0,0,0,0,13,0,11,5,4,2,0,0,2,0,2,0,1,1,0,0,0,0,0,1,15,0,10,5,2,1,2,0,2,3
95HH12,626,29,442,188,110,85,59,3,115,37,483,25,353,145,91,69,48,2,79,24,212,11,158,68,32,34,24,1,28,14,271,14,195,77,59,35,24,1,51,10,8,0,7,3,2,1,1,0,0,1,71,0,47,23,10,8,6,0,16,8,68,0,46,22,10,8,6,0,15,7,3,0,1,1,0,0,0,0,1,1,53,4,28,11,6,7,4,1,16,4,45,4,21,10,5,4,2,1,16,3,1,0,1,0,0,0,1,0,0,0,7,0,6,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,7,6,1,0,0,0,4,0
95HH13,614,22,439,173,143,61,62,4,97,52,329,11,227,94,77,33,23,2,57,32,106,5,82,36,29,8,9,0,6,13,223,6,145,58,48,25,14,2,51,19,7,0,4,1,2,0,1,0,3,0,166,7,123,43,35,21,24,1,27,8,156,6,115,42,33,19,21,1,26,8,10,1,8,1,2,2,3,0,1,0,100,4,76,30,26,7,13,1,8,11,90,3,67,26,22,6,13,1,8,11,0,0,0,0,0,0,0,0,0,0,10,1,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,5,3,0,1,0,2,1
95HH14,764,54,528,219,161,66,82,4,110,68,396,27,278,119,73,35,51,3,58,30,188,16,147,62,42,19,24,1,15,9,208,11,131,57,31,16,27,2,43,21,6,1,3,1,1,0,1,0,1,1,232,13,165,74,54,19,18,1,30,23,228,13,161,72,53,18,18,1,30,23,4,0,4,2,1,1,0,0,0,0,103,12,61,19,24,9,9,0,19,11,95,10,56,18,22,8,8,0,18,11,0,0,0,0,0,0,0,0,0,0,8,2,5,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27,1,21,6,9,3,3,0,2,3
95HH15,1083,89,754,335,202,97,120,16,168,56,753,52,542,244,145,69,84,9,111,39,287,16,223,104,54,26,39,4,26,18,466,36,319,140,91,43,45,5,85,21,7,2,3,2,1,0,0,0,2,0,165,19,111,53,26,15,17,4,23,8,108,14,72,34,18,7,13,3,16,3,57,5,39,19,8,8,4,1,7,5,139,14,85,31,26,11,17,3,31,6,125,10,77,28,25,9,15,2,30,6,1,0,1,0,0,0,1,0,0,0,12,4,6,2,1,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,19,2,13,5,4,2,2,0,1,3
95HH16,917,123,538,263,162,48,65,14,200,42,706,88,420,222,119,32,47,12,156,30,374,44,246,138,65,19,24,4,61,19,332,44,174,84,54,13,23,8,95,11,2,1,1,0,1,0,0,0,0,0,74,9,48,22,12,9,5,0,12,5,53,8,32,13,9,6,4,0,12,1,21,1,16,9,3,3,1,0,0,4,115,24,53,18,23,4,8,2,29,7,100,17,50,17,22,4,7,1,25,7,6,6,0,0,0,0,0,0,0,0,9,1,3,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,20,1,16,1,7,3,5,0,3,0
