DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC3601NI","PROVISION OF UNPAID CARE BY HOURS WORKED","All usual residents aged 16 to 74 in employment","1.  'Provision of unpaid care' - the term 'care' covers any unpaid help or support to family members, friends, neightbours or others because of long-term physical or mental ill-health or disability, or problems related to old age.; 2. 'In employment' includes economically active full-time students in employment.; "
