ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2122NI0001,Count,PERSONS,"All categories: Living Arrangements, All categories: Sex, All categories: Religion Brought Up In"
DC2122NI0002,Count,PERSONS,"All categories: Living Arrangements, All categories: Sex, Catholic"
DC2122NI0003,Count,PERSONS,"All categories: Living Arrangements, All categories: Sex, Protestant and Other Christian (including Christian related)"
DC2122NI0004,Count,PERSONS,"All categories: Living Arrangements, All categories: Sex, Other religions"
DC2122NI0005,Count,PERSONS,"All categories: Living Arrangements, All categories: Sex, None"
DC2122NI0006,Count,PERSONS,"All categories: Living Arrangements, Males, All categories: Religion Brought Up In"
DC2122NI0007,Count,PERSONS,"All categories: Living Arrangements, Males, Catholic"
DC2122NI0008,Count,PERSONS,"All categories: Living Arrangements, Males, Protestant and Other Christian (including Christian related)"
DC2122NI0009,Count,PERSONS,"All categories: Living Arrangements, Males, Other religions"
DC2122NI0010,Count,PERSONS,"All categories: Living Arrangements, Males, None"
DC2122NI0011,Count,PERSONS,"All categories: Living Arrangements, Females, All categories: Religion Brought Up In"
DC2122NI0012,Count,PERSONS,"All categories: Living Arrangements, Females, Catholic"
DC2122NI0013,Count,PERSONS,"All categories: Living Arrangements, Females, Protestant and Other Christian (including Christian related)"
DC2122NI0014,Count,PERSONS,"All categories: Living Arrangements, Females, Other religions"
DC2122NI0015,Count,PERSONS,"All categories: Living Arrangements, Females, None"
DC2122NI0016,Count,PERSONS,"Living in a couple: Total, All categories: Sex, All categories: Religion Brought Up In"
DC2122NI0017,Count,PERSONS,"Living in a couple: Total, All categories: Sex, Catholic"
DC2122NI0018,Count,PERSONS,"Living in a couple: Total, All categories: Sex, Protestant and Other Christian (including Christian related)"
DC2122NI0019,Count,PERSONS,"Living in a couple: Total, All categories: Sex, Other religions"
DC2122NI0020,Count,PERSONS,"Living in a couple: Total, All categories: Sex, None"
DC2122NI0021,Count,PERSONS,"Living in a couple: Total, Males, All categories: Religion Brought Up In"
DC2122NI0022,Count,PERSONS,"Living in a couple: Total, Males, Catholic"
DC2122NI0023,Count,PERSONS,"Living in a couple: Total, Males, Protestant and Other Christian (including Christian related)"
DC2122NI0024,Count,PERSONS,"Living in a couple: Total, Males, Other religions"
DC2122NI0025,Count,PERSONS,"Living in a couple: Total, Males, None"
DC2122NI0026,Count,PERSONS,"Living in a couple: Total, Females, All categories: Religion Brought Up In"
DC2122NI0027,Count,PERSONS,"Living in a couple: Total, Females, Catholic"
DC2122NI0028,Count,PERSONS,"Living in a couple: Total, Females, Protestant and Other Christian (including Christian related)"
DC2122NI0029,Count,PERSONS,"Living in a couple: Total, Females, Other religions"
DC2122NI0030,Count,PERSONS,"Living in a couple: Total, Females, None"
DC2122NI0031,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, All categories: Sex, All categories: Religion Brought Up In"
DC2122NI0032,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, All categories: Sex, Catholic"
DC2122NI0033,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, All categories: Sex, Protestant and Other Christian (including Christian related)"
DC2122NI0034,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, All categories: Sex, Other religions"
DC2122NI0035,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, All categories: Sex, None"
DC2122NI0036,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Males, All categories: Religion Brought Up In"
DC2122NI0037,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Males, Catholic"
DC2122NI0038,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Males, Protestant and Other Christian (including Christian related)"
DC2122NI0039,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Males, Other religions"
DC2122NI0040,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Males, None"
DC2122NI0041,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Females, All categories: Religion Brought Up In"
DC2122NI0042,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Females, Catholic"
DC2122NI0043,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Females, Protestant and Other Christian (including Christian related)"
DC2122NI0044,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Females, Other religions"
DC2122NI0045,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Females, None"
DC2122NI0046,Count,PERSONS,"Living in a couple: Cohabiting, All categories: Sex, All categories: Religion Brought Up In"
DC2122NI0047,Count,PERSONS,"Living in a couple: Cohabiting, All categories: Sex, Catholic"
DC2122NI0048,Count,PERSONS,"Living in a couple: Cohabiting, All categories: Sex, Protestant and Other Christian (including Christian related)"
