ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2114NI0001,Count,PERSONS,"All categories: Age, All categories: Sex, All categories: Religion"
DC2114NI0002,Count,PERSONS,"All categories: Age, All categories: Sex, Catholic"
DC2114NI0003,Count,PERSONS,"All categories: Age, All categories: Sex, Protestant and other Christian: Total"
DC2114NI0004,Count,PERSONS,"All categories: Age, All categories: Sex, Protestant and other Christian: Presbyterian Church in Ireland"
DC2114NI0005,Count,PERSONS,"All categories: Age, All categories: Sex, Protestant and other Christian: Church of Ireland"
DC2114NI0006,Count,PERSONS,"All categories: Age, All categories: Sex, Protestant and other Christian: Methodist Church in Ireland"
DC2114NI0007,Count,PERSONS,"All categories: Age, All categories: Sex, Protestant and other Christian: Other Christian (including Christian related)"
DC2114NI0008,Count,PERSONS,"All categories: Age, All categories: Sex, Other religions "
DC2114NI0009,Count,PERSONS,"All categories: Age, All categories: Sex, No religion"
DC2114NI0010,Count,PERSONS,"All categories: Age, All categories: Sex, Not stated"
DC2114NI0011,Count,PERSONS,"All categories: Age, Males, All categories: Religion"
DC2114NI0012,Count,PERSONS,"All categories: Age, Males, Catholic"
DC2114NI0013,Count,PERSONS,"All categories: Age, Males, Protestant and other Christian: Total"
DC2114NI0014,Count,PERSONS,"All categories: Age, Males, Protestant and other Christian: Presbyterian Church in Ireland"
DC2114NI0015,Count,PERSONS,"All categories: Age, Males, Protestant and other Christian: Church of Ireland"
DC2114NI0016,Count,PERSONS,"All categories: Age, Males, Protestant and other Christian: Methodist Church in Ireland"
DC2114NI0017,Count,PERSONS,"All categories: Age, Males, Protestant and other Christian: Other Christian (including Christian related)"
DC2114NI0018,Count,PERSONS,"All categories: Age, Males, Other religions "
DC2114NI0019,Count,PERSONS,"All categories: Age, Males, No religion"
DC2114NI0020,Count,PERSONS,"All categories: Age, Males, Not stated"
DC2114NI0021,Count,PERSONS,"All categories: Age, Females, All categories: Religion"
DC2114NI0022,Count,PERSONS,"All categories: Age, Females, Catholic"
DC2114NI0023,Count,PERSONS,"All categories: Age, Females, Protestant and other Christian: Total"
DC2114NI0024,Count,PERSONS,"All categories: Age, Females, Protestant and other Christian: Presbyterian Church in Ireland"
DC2114NI0025,Count,PERSONS,"All categories: Age, Females, Protestant and other Christian: Church of Ireland"
DC2114NI0026,Count,PERSONS,"All categories: Age, Females, Protestant and other Christian: Methodist Church in Ireland"
DC2114NI0027,Count,PERSONS,"All categories: Age, Females, Protestant and other Christian: Other Christian (including Christian related)"
DC2114NI0028,Count,PERSONS,"All categories: Age, Females, Other religions "
DC2114NI0029,Count,PERSONS,"All categories: Age, Females, No religion"
DC2114NI0030,Count,PERSONS,"All categories: Age, Females, Not stated"
DC2114NI0031,Count,PERSONS,"Aged 0 to 4, All categories: Sex, All categories: Religion"
DC2114NI0032,Count,PERSONS,"Aged 0 to 4, All categories: Sex, Catholic"
DC2114NI0033,Count,PERSONS,"Aged 0 to 4, All categories: Sex, Protestant and other Christian: Total"
DC2114NI0034,Count,PERSONS,"Aged 0 to 4, All categories: Sex, Protestant and other Christian: Presbyterian Church in Ireland"
DC2114NI0035,Count,PERSONS,"Aged 0 to 4, All categories: Sex, Protestant and other Christian: Church of Ireland"
DC2114NI0036,Count,PERSONS,"Aged 0 to 4, All categories: Sex, Protestant and other Christian: Methodist Church in Ireland"
DC2114NI0037,Count,PERSONS,"Aged 0 to 4, All categories: Sex, Protestant and other Christian: Other Christian (including Christian related)"
DC2114NI0038,Count,PERSONS,"Aged 0 to 4, All categories: Sex, Other religions "
DC2114NI0039,Count,PERSONS,"Aged 0 to 4, All categories: Sex, No religion"
DC2114NI0040,Count,PERSONS,"Aged 0 to 4, All categories: Sex, Not stated"
DC2114NI0041,Count,PERSONS,"Aged 0 to 4, Males, All categories: Religion"
DC2114NI0042,Count,PERSONS,"Aged 0 to 4, Males, Catholic"
DC2114NI0043,Count,PERSONS,"Aged 0 to 4, Males, Protestant and other Christian: Total"
DC2114NI0044,Count,PERSONS,"Aged 0 to 4, Males, Protestant and other Christian: Presbyterian Church in Ireland"
DC2114NI0045,Count,PERSONS,"Aged 0 to 4, Males, Protestant and other Christian: Church of Ireland"
DC2114NI0046,Count,PERSONS,"Aged 0 to 4, Males, Protestant and other Christian: Methodist Church in Ireland"
DC2114NI0047,Count,PERSONS,"Aged 0 to 4, Males, Protestant and other Christian: Other Christian (including Christian related)"
DC2114NI0048,Count,PERSONS,"Aged 0 to 4, Males, Other religions "
DC2114NI0049,Count,PERSONS,"Aged 0 to 4, Males, No religion"
DC2114NI0050,Count,PERSONS,"Aged 0 to 4, Males, Not stated"
DC2114NI0051,Count,PERSONS,"Aged 0 to 4, Females, All categories: Religion"
