GeographyCode,DC2417NI0001,DC2417NI0002,DC2417NI0003,DC2417NI0004,DC2417NI0005,DC2417NI0006,DC2417NI0007,DC2417NI0008,DC2417NI0009,DC2417NI0010,DC2417NI0011,DC2417NI0012,DC2417NI0013,DC2417NI0014,DC2417NI0015,DC2417NI0016,DC2417NI0017,DC2417NI0018,DC2417NI0019,DC2417NI0020,DC2417NI0021,DC2417NI0022,DC2417NI0023,DC2417NI0024,DC2417NI0025,DC2417NI0026,DC2417NI0027,DC2417NI0028,DC2417NI0029,DC2417NI0030,DC2417NI0031,DC2417NI0032,DC2417NI0033,DC2417NI0034,DC2417NI0035,DC2417NI0036,DC2417NI0037,DC2417NI0038,DC2417NI0039,DC2417NI0040,DC2417NI0041,DC2417NI0042,DC2417NI0043,DC2417NI0044,DC2417NI0045,DC2417NI0046,DC2417NI0047,DC2417NI0048,DC2417NI0049,DC2417NI0050,DC2417NI0051,DC2417NI0052,DC2417NI0053,DC2417NI0054,DC2417NI0055,DC2417NI0056,DC2417NI0057,DC2417NI0058,DC2417NI0059,DC2417NI0060,DC2417NI0061,DC2417NI0062,DC2417NI0063,DC2417NI0064,DC2417NI0065,DC2417NI0066,DC2417NI0067,DC2417NI0068,DC2417NI0069,DC2417NI0070,DC2417NI0071,DC2417NI0072,DC2417NI0073,DC2417NI0074,DC2417NI0075,DC2417NI0076,DC2417NI0077,DC2417NI0078,DC2417NI0079,DC2417NI0080,DC2417NI0081,DC2417NI0082,DC2417NI0083,DC2417NI0084,DC2417NI0085,DC2417NI0086,DC2417NI0087,DC2417NI0088,DC2417NI0089,DC2417NI0090,DC2417NI0091,DC2417NI0092,DC2417NI0093,DC2417NI0094,DC2417NI0095,DC2417NI0096,DC2417NI0097,DC2417NI0098,DC2417NI0099,DC2417NI0100,DC2417NI0101,DC2417NI0102,DC2417NI0103,DC2417NI0104,DC2417NI0105,DC2417NI0106,DC2417NI0107,DC2417NI0108,DC2417NI0109,DC2417NI0110,DC2417NI0111,DC2417NI0112,DC2417NI0113,DC2417NI0114,DC2417NI0115,DC2417NI0116,DC2417NI0117,DC2417NI0118,DC2417NI0119,DC2417NI0120,DC2417NI0121,DC2417NI0122,DC2417NI0123,DC2417NI0124,DC2417NI0125
95GG15,5690,841,4254,50,545,3687,544,2800,31,312,1159,175,849,9,126,564,59,425,7,73,280,63,180,3,34,4547,662,3462,37,386,3354,487,2573,26,268,791,120,593,6,72,288,28,219,4,37,114,27,77,1,9,433,27,358,2,46,75,2,67,0,6,154,15,125,2,12,126,4,105,0,17,78,6,61,0,11,65,12,51,1,1,15,6,9,0,0,20,2,18,0,0,20,3,16,1,0,10,1,8,0,1,645,140,383,10,112,243,49,151,5,38,194,38,113,1,42,130,24,85,2,19,78,29,34,2,13
95GG16,5366,3998,910,85,373,2768,2162,388,38,180,1068,757,229,14,68,926,641,184,17,84,604,438,109,16,41,3537,2818,486,37,196,2301,1864,281,25,131,632,498,99,1,34,345,265,51,8,21,259,191,55,3,10,452,175,199,12,66,85,34,44,0,7,167,64,77,6,20,139,45,63,2,29,61,32,15,4,10,376,304,37,9,26,31,24,2,0,5,64,45,14,3,2,162,138,14,2,8,119,97,7,4,11,1001,701,188,27,85,351,240,61,13,37,205,150,39,4,12,280,193,56,5,26,165,118,32,5,10
95GG17,5330,3785,1258,36,251,2273,1695,471,10,97,1375,921,366,13,75,1053,713,285,9,46,629,456,136,4,33,3372,2669,568,19,116,1810,1418,312,6,74,830,648,148,6,28,469,361,90,7,11,263,242,18,0,3,640,270,330,6,34,136,53,76,1,6,186,59,114,3,10,180,86,85,1,8,138,72,55,1,10,580,390,153,5,32,57,45,11,0,1,152,98,42,4,8,235,154,68,0,13,136,93,32,1,10,738,456,207,6,69,270,179,72,3,16,207,116,62,0,29,169,112,42,1,14,92,49,31,2,10
95GG18,4975,4500,316,32,127,897,802,69,4,22,1207,1103,76,7,21,1549,1422,76,8,43,1322,1173,95,13,41,2053,1876,113,12,52,531,481,31,4,15,515,472,33,2,8,583,546,18,2,17,424,377,31,4,12,1125,1032,65,5,23,113,104,6,0,3,256,236,14,2,4,376,351,17,2,6,380,341,28,1,10,728,658,34,5,31,77,67,9,0,1,147,136,5,0,6,278,255,12,3,8,226,200,8,2,16,1069,934,104,10,21,176,150,23,0,3,289,259,24,3,3,312,270,29,1,12,292,255,28,6,3
95GG19,4524,514,3717,25,268,835,61,740,2,32,1444,101,1262,12,69,1457,213,1133,4,107,788,139,582,7,60,1240,119,1052,2,67,377,28,337,0,12,330,21,296,1,12,400,39,321,1,39,133,31,98,0,4,1535,105,1319,11,100,226,9,208,1,8,513,18,456,6,33,484,40,417,1,26,312,38,238,3,33,1078,239,784,4,51,111,15,90,1,5,358,53,293,2,10,426,120,277,0,29,183,51,124,1,7,671,51,562,8,50,121,9,105,0,7,243,9,217,3,14,147,14,118,2,13,160,19,122,3,16
95GG20,4792,1097,3087,109,499,934,165,671,16,82,1423,264,1022,25,112,1388,317,894,29,148,1047,351,500,39,157,1308,306,872,21,109,463,84,338,9,32,405,98,275,6,26,275,75,159,4,37,165,49,100,2,14,1503,177,1194,15,117,212,26,169,2,15,507,38,430,5,34,466,44,391,8,23,318,69,204,0,45,799,218,495,22,64,93,7,85,1,0,204,45,141,3,15,328,101,190,3,34,174,65,79,15,15,1182,396,526,51,209,166,48,79,4,35,307,83,176,11,37,319,97,154,14,54,390,168,117,22,83
95GG21,5079,4459,371,118,131,690,607,64,1,18,1344,1215,86,13,30,1681,1508,104,25,44,1364,1129,117,79,39,1574,1427,112,9,26,307,272,32,0,3,484,447,24,2,11,469,420,34,5,10,314,288,22,2,2,2326,2159,129,6,32,258,235,19,0,4,623,575,40,3,5,798,749,37,2,10,647,600,33,1,13,454,411,28,0,15,34,30,3,0,1,89,73,11,0,5,218,210,6,0,2,113,98,8,0,7,725,462,102,103,58,91,70,10,1,10,148,120,11,8,9,196,129,27,18,22,290,143,54,76,17
95GG22,5290,4994,172,39,85,2103,2015,52,11,25,1390,1311,49,10,20,1000,953,20,4,23,797,715,51,14,17,4054,3883,109,20,42,1884,1814,45,4,21,1068,1023,30,7,8,627,615,3,2,7,475,431,31,7,6,379,339,15,7,18,47,44,2,0,1,81,74,3,0,4,114,95,5,1,13,137,126,5,6,0,307,280,20,1,6,9,7,2,0,0,55,52,3,0,0,144,135,7,1,1,99,86,8,0,5,550,492,28,11,19,163,150,3,7,3,186,162,13,3,8,115,108,5,0,2,86,72,7,1,6
95GG23,4499,2240,1896,110,253,2922,1554,1201,50,117,942,428,416,25,73,404,142,204,18,40,231,116,75,17,23,3918,1991,1658,82,187,2715,1464,1116,39,96,794,355,362,18,59,267,96,132,16,23,142,76,48,9,9,107,35,63,1,8,10,5,5,0,0,34,8,26,0,0,42,12,24,1,5,21,10,8,0,3,41,21,17,0,3,1,1,0,0,0,15,14,1,0,0,13,5,8,0,0,12,1,8,0,3,433,193,158,27,55,196,84,80,11,21,99,51,27,7,14,82,29,40,1,12,56,29,11,8,8
95GG24,4364,1810,2179,53,322,2037,1054,844,30,109,1135,351,666,14,104,749,206,452,6,85,443,199,217,3,24,3345,1421,1717,32,175,1830,975,756,18,81,860,255,538,13,54,429,108,281,1,39,226,83,142,0,1,131,35,77,3,16,20,6,9,0,5,49,12,33,0,4,41,9,25,1,6,21,8,10,2,1,98,54,34,0,10,0,0,0,0,0,8,3,5,0,0,44,25,15,0,4,46,26,14,0,6,790,300,351,18,121,187,73,79,12,23,218,81,90,1,46,235,64,131,4,36,150,82,51,1,16
95GG25,5527,5269,169,28,61,1781,1727,38,1,15,1514,1443,40,9,22,1274,1208,51,3,12,958,891,40,15,12,4002,3850,95,22,35,1547,1507,32,1,7,1131,1082,22,9,18,725,702,16,1,6,599,559,25,11,4,895,846,34,5,10,106,97,2,0,7,226,211,15,0,0,320,307,11,1,1,243,231,6,4,2,157,145,8,1,3,8,8,0,0,0,29,29,0,0,0,80,79,0,1,0,40,29,8,0,3,473,428,32,0,13,120,115,4,0,1,128,121,3,0,4,149,120,24,0,5,76,72,1,0,3
95GG26,3675,655,2761,30,229,1121,216,835,11,59,1175,178,911,12,74,879,150,669,2,58,500,111,346,5,38,1988,478,1404,15,91,769,183,547,8,31,609,128,454,4,23,388,106,259,0,23,222,61,144,3,14,971,72,838,1,60,185,11,170,1,3,329,20,285,0,24,314,24,265,0,25,143,17,118,0,8,132,17,101,2,12,10,2,8,0,0,32,5,23,1,3,58,4,51,1,2,32,6,19,0,7,584,88,418,12,66,157,20,110,2,25,205,25,149,7,24,119,16,94,1,8,103,27,65,2,9
95GG27,6406,6042,257,13,94,1904,1821,62,7,14,1664,1564,77,5,18,1502,1416,60,0,26,1336,1241,58,1,36,4331,4114,154,9,54,1611,1546,47,6,12,1105,1048,42,3,12,899,851,32,0,16,716,669,33,0,14,1402,1312,68,3,19,171,161,9,1,0,385,357,23,2,3,415,392,20,0,3,431,402,16,0,13,205,185,13,1,6,23,22,1,0,0,49,43,6,0,0,82,77,2,0,3,51,43,4,1,3,468,431,22,0,15,99,92,5,0,2,125,116,6,0,3,106,96,6,0,4,138,127,5,0,6
95GG28,5635,522,4665,50,398,2244,187,1896,18,143,1694,149,1413,15,117,1139,87,952,12,88,558,99,404,5,50,3676,315,3128,28,205,1822,140,1573,14,95,1038,98,869,8,63,547,40,472,5,30,269,37,214,1,17,1305,87,1121,11,86,206,6,195,1,4,458,14,408,5,31,445,31,371,4,39,196,36,147,1,12,74,17,49,0,8,16,4,8,0,4,20,5,15,0,0,25,1,20,0,4,13,7,6,0,0,580,103,367,11,99,200,37,120,3,40,178,32,121,2,23,122,15,89,3,15,80,19,37,3,21
95GG29,5004,694,3491,228,591,1234,127,931,23,153,1379,148,1054,31,146,1466,211,1005,65,185,925,208,501,109,107,1665,199,1233,31,202,696,72,521,15,88,502,49,392,7,54,310,51,212,3,44,157,27,108,6,16,590,45,490,5,50,45,1,42,0,2,172,7,155,1,9,259,22,203,2,32,114,15,90,2,7,1150,55,974,14,107,131,3,114,1,13,350,9,323,2,16,436,21,365,8,42,233,22,172,3,36,1599,395,794,178,232,362,51,254,7,50,355,83,184,21,67,461,117,225,52,67,421,144,131,98,48
95GG30,4827,441,3845,59,482,2664,251,2155,27,231,1162,95,919,15,133,729,55,579,13,82,272,40,192,4,36,3854,359,3106,44,345,2452,235,1988,27,202,846,68,677,8,93,401,32,324,9,36,155,24,117,0,14,454,9,396,5,44,55,0,49,0,6,161,3,145,3,10,183,3,160,1,19,55,3,42,1,9,45,4,41,0,0,0,0,0,0,0,6,0,6,0,0,27,2,25,0,0,12,2,10,0,0,474,69,302,10,93,157,16,118,0,23,149,24,91,4,30,118,18,70,3,27,50,11,23,3,13
95GG31,6519,5561,713,42,203,2447,2128,262,14,43,1595,1288,216,11,80,1467,1244,154,16,53,1010,901,81,1,27,4576,4122,353,13,88,2087,1891,169,6,21,1072,956,79,1,36,850,768,63,6,13,567,507,42,0,18,915,586,267,8,54,157,74,68,4,11,274,144,101,3,26,272,187,68,1,16,212,181,30,0,1,449,420,15,5,9,46,40,2,2,2,89,77,9,0,3,195,186,3,2,4,119,117,1,1,0,579,433,78,16,52,157,123,23,2,9,160,111,27,7,15,150,103,20,7,20,112,96,8,0,8
95GG32,6391,3088,2896,49,358,2290,914,1258,11,107,1792,893,767,22,110,1527,832,599,4,92,782,449,272,12,49,3784,1592,1984,32,176,1762,676,1004,8,74,992,448,468,20,56,701,302,370,0,29,329,166,142,4,17,1101,681,377,7,36,165,85,78,1,1,352,200,140,2,10,392,254,115,4,19,192,142,44,0,6,448,295,130,1,22,37,21,15,0,1,110,66,34,0,10,185,126,52,0,7,116,82,29,1,4,1058,520,405,9,124,326,132,161,2,31,338,179,125,0,34,249,150,62,0,37,145,59,57,7,22
95GG33,5452,3369,1628,126,329,4049,2532,1249,55,213,588,365,165,16,42,478,288,122,29,39,337,184,92,26,35,4336,2772,1301,60,203,3669,2337,1121,45,166,372,246,106,6,14,197,123,57,5,12,98,66,17,4,11,56,26,17,0,13,9,6,2,0,1,7,3,1,0,3,25,12,6,0,7,15,5,8,0,2,59,35,11,5,8,3,2,0,1,0,6,3,3,0,0,11,8,3,0,0,39,22,5,4,8,1001,536,299,61,105,368,187,126,9,46,203,113,55,10,25,245,145,56,24,20,185,91,62,18,14
95GG34,4866,2968,1581,81,236,2477,1598,747,31,101,1238,718,449,17,54,796,433,286,16,61,355,219,99,17,20,3737,2488,1081,40,128,2162,1441,631,19,71,957,636,286,3,32,452,300,131,5,16,166,111,33,13,9,362,44,281,5,32,49,6,41,0,2,128,10,113,0,5,119,12,86,1,20,66,16,41,4,5,42,9,27,2,4,8,1,4,0,3,10,3,7,0,0,24,5,16,2,1,0,0,0,0,0,725,427,192,34,72,258,150,71,12,25,143,69,43,14,17,201,116,53,8,24,123,92,25,0,6
95GG35,4869,4363,352,43,111,827,728,74,11,14,1332,1216,85,11,20,1474,1340,96,5,33,1236,1079,97,16,44,1604,1451,106,13,34,378,335,33,3,7,456,420,25,2,9,381,358,17,0,6,389,338,31,8,12,2073,1920,107,13,33,294,263,22,6,3,523,488,23,4,8,687,628,39,2,18,569,541,23,1,4,617,495,99,5,18,63,50,13,0,0,185,152,29,2,2,220,188,26,0,6,149,105,31,3,10,575,497,40,12,26,92,80,6,2,4,168,156,8,3,1,186,166,14,3,3,129,95,12,4,18
95GG36,5619,619,4324,81,595,3040,268,2449,41,282,1520,187,1132,29,172,715,93,507,3,112,344,71,236,8,29,4518,403,3613,64,438,2734,221,2234,38,241,1202,138,916,21,127,433,26,345,0,62,149,18,118,5,8,89,8,63,5,13,22,2,16,1,3,26,1,22,1,2,25,1,16,1,7,16,4,9,2,1,303,26,256,5,16,31,1,30,0,0,93,6,79,4,4,97,16,76,0,5,82,3,71,1,7,709,182,392,7,128,253,44,169,2,38,199,42,115,3,39,160,50,70,2,38,97,46,38,0,13
95GG37,5891,2330,2751,121,689,3095,1188,1524,53,330,1359,509,647,20,183,938,379,399,38,122,499,254,181,10,54,3828,1443,1950,54,381,2583,982,1331,38,232,773,278,398,10,87,332,122,166,4,40,140,61,55,2,22,155,39,91,6,19,18,1,11,0,6,38,6,28,0,4,53,10,34,6,3,46,22,18,0,6,145,10,105,4,26,28,3,11,2,12,47,3,36,1,7,50,4,42,0,4,20,0,16,1,3,1763,838,605,57,263,466,202,171,13,80,501,222,185,9,85,503,243,157,28,75,293,171,92,7,23
95GG38,6379,3799,1927,120,533,3524,2290,974,32,228,1214,651,429,34,100,1008,558,331,18,101,633,300,193,36,104,4330,2719,1242,71,298,3008,1992,815,27,174,710,389,250,16,55,425,257,123,12,33,187,81,54,16,36,291,65,184,8,34,29,4,24,0,1,73,21,46,3,3,109,26,67,3,13,80,14,47,2,17,277,139,112,1,25,26,20,6,0,0,41,21,17,0,3,117,57,56,0,4,93,41,33,1,18,1481,876,389,40,176,461,274,129,5,53,390,220,116,15,39,357,218,85,3,51,273,164,59,17,33
95GG39,7172,2538,3386,482,766,861,322,465,15,59,1824,599,1005,56,164,2256,736,1107,141,272,2231,881,809,270,271,1763,701,857,50,155,352,136,188,10,18,514,191,273,13,37,475,189,232,8,46,422,185,164,19,54,2417,735,1457,21,204,290,101,178,0,11,717,185,478,6,48,831,205,527,7,92,579,244,274,8,53,516,237,186,25,68,24,11,11,2,0,86,50,26,3,7,213,81,90,11,31,193,95,59,9,30,2476,865,886,386,339,195,74,88,3,30,507,173,228,34,72,737,261,258,115,103,1037,357,312,234,134
95GG40,3705,268,3148,25,264,750,43,650,7,50,1188,59,1057,8,64,1123,87,941,7,88,644,79,500,3,62,997,86,834,7,70,328,31,268,6,23,283,25,248,1,9,249,19,208,0,22,137,11,110,0,16,1788,73,1591,11,113,278,9,249,1,19,631,14,584,7,26,573,27,500,2,44,306,23,258,1,24,396,63,316,0,17,49,1,45,0,3,99,11,86,0,2,165,30,124,0,11,83,21,61,0,1,524,46,407,7,64,95,2,88,0,5,175,9,139,0,27,136,11,109,5,11,118,24,71,2,21
95GG41,5272,688,4020,62,502,4151,482,3281,26,362,676,97,467,16,96,321,80,197,10,34,124,29,75,10,10,4598,565,3576,43,414,3889,458,3089,24,318,472,60,329,13,70,178,38,112,6,22,59,9,46,0,4,152,34,110,0,8,40,2,36,0,2,73,20,48,0,5,24,7,16,0,1,15,5,10,0,0,67,14,41,1,11,8,0,2,0,6,17,2,11,1,3,33,5,26,0,2,9,7,2,0,0,455,75,293,18,69,214,22,154,2,36,114,15,79,2,18,86,30,43,4,9,41,8,17,10,6
95GG42,6592,3210,2490,181,711,3857,1883,1545,85,344,1053,523,361,31,138,860,413,308,29,110,822,391,276,36,119,4103,2065,1661,78,299,3253,1619,1349,56,229,503,253,189,17,44,214,123,71,2,18,133,70,52,3,8,97,18,46,10,23,11,3,8,0,0,12,3,4,1,4,46,2,26,5,13,28,10,8,4,6,52,23,12,6,11,2,2,0,0,0,11,2,4,0,5,17,6,4,4,3,22,13,4,2,3,2340,1104,771,87,378,591,259,188,29,115,527,265,164,13,85,583,282,207,18,76,639,298,212,27,102
95GG43,4783,476,3668,85,554,1735,148,1405,37,145,1512,160,1121,19,212,1080,90,829,24,137,456,78,313,5,60,2959,215,2410,44,290,1352,84,1156,23,89,945,77,741,12,115,487,31,391,7,58,175,23,122,2,28,562,38,472,7,45,75,1,71,1,2,168,3,156,1,8,220,15,174,4,27,99,19,71,1,8,251,12,215,3,21,21,5,12,0,4,47,4,38,1,4,131,2,115,2,12,52,1,50,0,1,1011,211,571,31,198,287,58,166,13,50,352,76,186,5,85,242,42,149,11,40,130,35,70,2,23
95GG44,5591,902,3820,71,798,951,109,727,12,103,1689,186,1256,25,222,1777,283,1184,23,287,1174,324,653,11,186,1461,163,1133,17,148,420,39,335,7,39,546,59,433,6,48,338,47,250,3,38,157,18,115,1,23,1498,104,1166,11,217,237,18,192,0,27,431,11,365,6,49,527,29,401,5,92,303,46,208,0,49,837,131,601,8,97,99,4,89,0,6,204,14,158,3,29,314,52,232,3,27,220,61,122,2,35,1795,504,920,35,336,195,48,111,5,31,508,102,300,10,96,598,155,301,12,130,494,199,208,8,79
95GG45,4817,1419,2887,121,390,2497,955,1336,57,149,1036,229,682,28,97,834,135,596,12,91,450,100,273,24,53,3207,1099,1809,90,209,2164,857,1134,50,123,578,139,374,21,44,290,58,208,3,21,175,45,93,16,21,936,59,783,13,81,122,9,106,0,7,253,9,218,5,21,379,23,305,6,45,182,18,154,2,8,71,28,28,3,12,5,4,1,0,0,14,3,7,0,4,19,1,16,1,1,33,20,4,2,7,603,233,267,15,88,206,85,95,7,19,191,78,83,2,28,146,53,67,2,24,60,17,22,4,17
95GG46,5204,4866,238,17,83,1137,1076,44,0,17,1335,1249,72,1,13,1420,1315,64,3,38,1312,1226,58,13,15,2685,2511,124,6,44,797,759,29,0,9,735,678,48,0,9,622,572,30,1,19,531,502,17,5,7,1856,1773,57,9,17,234,227,6,0,1,412,406,5,0,1,572,545,17,1,9,638,595,29,8,6,321,274,31,1,15,42,31,5,0,6,66,61,3,0,2,116,97,13,1,5,97,85,10,0,2,342,308,26,1,7,64,59,4,0,1,122,104,16,1,1,110,101,4,0,5,46,44,2,0,0
95GG47,5764,5062,397,52,253,1938,1714,135,13,76,1218,1042,97,22,57,1377,1272,62,4,39,1231,1034,103,13,81,2352,2101,148,23,80,1196,1065,75,7,49,508,437,40,14,17,336,317,14,0,5,312,282,19,2,9,691,626,43,5,17,111,105,6,0,0,179,163,10,2,4,198,190,6,0,2,203,168,21,3,11,1465,1320,79,11,55,245,221,16,0,8,272,241,16,3,12,568,524,24,2,18,380,334,23,6,17,1256,1015,127,13,101,386,323,38,6,19,259,201,31,3,24,275,241,18,2,14,336,250,40,2,44
95GG48,5601,5211,268,17,105,845,799,28,2,16,1357,1255,64,11,27,1727,1610,81,1,35,1672,1547,95,3,27,2239,2056,127,7,49,463,433,18,1,11,594,549,28,5,12,526,479,32,0,15,656,595,49,1,11,1954,1861,73,0,20,241,235,4,0,2,485,461,18,0,6,618,586,24,0,8,610,579,27,0,4,801,746,28,6,21,45,41,3,0,1,98,82,6,5,5,360,351,5,0,4,298,272,14,1,11,607,548,40,4,15,96,90,3,1,2,180,163,12,1,4,223,194,20,1,8,108,101,5,1,1
95GG49,8036,3384,3219,472,961,1934,890,791,61,192,1805,756,711,89,249,1993,913,734,126,220,2304,825,983,196,300,1811,800,839,38,134,1026,490,453,16,67,426,158,229,5,34,257,111,118,11,17,102,41,39,6,16,272,86,132,19,35,45,11,22,3,9,94,29,55,1,9,87,34,31,14,8,46,12,24,1,9,263,103,105,10,45,14,10,4,0,0,44,9,18,1,16,114,52,52,5,5,91,32,31,4,24,5690,2395,2143,405,747,849,379,312,42,116,1241,560,409,82,190,1535,716,533,96,190,2065,740,889,185,251
95GG50,5445,1055,3447,153,790,1154,204,780,37,133,1691,300,1139,42,210,1600,282,1012,34,272,1000,269,516,40,175,1752,285,1243,44,180,557,106,383,18,50,621,90,459,13,59,408,57,294,4,53,166,32,107,9,18,1160,117,886,11,146,137,8,123,1,5,334,39,259,1,35,445,33,343,3,66,244,37,161,6,40,838,105,562,12,159,130,8,111,0,11,198,30,132,6,30,286,22,200,0,64,224,45,119,6,54,1695,548,756,86,305,330,82,163,18,67,538,141,289,22,86,461,170,175,27,89,366,155,129,19,63
95GG51,4073,245,3543,23,262,1016,51,908,5,52,1391,76,1248,9,58,1131,69,961,2,99,535,49,426,7,53,1560,84,1390,12,74,545,28,494,2,21,495,19,455,6,15,353,19,314,1,19,167,18,127,3,19,782,31,700,3,48,165,6,149,1,9,302,10,274,2,16,187,7,166,0,14,128,8,111,0,9,851,45,752,2,52,132,8,116,0,8,267,12,244,1,10,367,21,314,1,31,85,4,78,0,3,880,85,701,6,88,174,9,149,2,14,327,35,275,0,17,224,22,167,0,35,155,19,110,4,22
95HH01,1981,300,1409,14,258,1121,169,817,7,128,478,75,320,4,79,302,38,215,1,48,80,18,57,2,3,1512,233,1079,9,191,1010,149,745,6,110,305,54,193,2,56,158,20,114,0,24,39,10,27,1,1,190,26,150,4,10,23,4,17,1,1,80,7,66,2,5,73,12,56,1,4,14,3,11,0,0,8,1,7,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,5,0,5,0,0,271,40,173,1,57,88,16,55,0,17,91,13,60,0,18,70,6,44,0,20,22,5,14,1,2
95HH02,2962,196,2459,19,288,2079,118,1817,16,128,512,42,375,1,94,251,18,180,2,51,120,18,87,0,15,2744,174,2307,13,250,1983,116,1735,12,120,466,38,352,0,76,200,6,153,1,40,95,14,67,0,14,17,1,12,0,4,0,0,0,0,0,2,0,2,0,0,10,0,6,0,4,5,1,4,0,0,4,0,4,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,197,21,136,6,34,94,2,80,4,8,44,4,21,1,18,39,12,19,1,7,20,3,16,0,1
95HH03,1663,184,1358,7,114,1168,135,970,5,58,268,20,203,0,45,149,17,127,1,4,78,12,58,1,7,1448,170,1179,5,94,1114,131,930,5,48,194,17,140,0,37,96,16,77,0,3,44,6,32,0,6,3,2,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,68,5,59,2,2,0,0,0,0,0,16,0,15,0,1,30,1,28,1,0,22,4,16,1,1,144,7,119,0,18,54,4,40,0,10,56,1,48,0,7,22,0,21,0,1,12,2,10,0,0
95HH04,3067,215,2567,28,257,1893,110,1632,17,134,737,67,600,5,65,360,29,276,6,49,77,9,59,0,9,2837,195,2387,19,236,1792,104,1554,12,122,688,62,563,3,60,296,24,223,4,45,61,5,47,0,9,15,1,8,0,6,3,0,3,0,0,6,1,2,0,3,6,0,3,0,3,0,0,0,0,0,29,0,27,2,0,0,0,0,0,0,1,0,1,0,0,24,0,22,2,0,4,0,4,0,0,186,19,145,7,15,98,6,75,5,12,42,4,34,2,2,34,5,28,0,1,12,4,8,0,0
95HH05,2171,127,1772,8,264,725,41,615,3,66,747,29,627,1,90,512,29,398,2,83,187,28,132,2,25,1287,57,1090,5,135,562,25,491,3,43,420,13,345,1,61,231,10,193,1,27,74,9,61,0,4,446,18,372,0,56,55,4,47,0,4,176,3,160,0,13,173,5,139,0,29,42,6,26,0,10,14,2,6,2,4,2,0,2,0,0,1,0,1,0,0,7,1,3,1,2,4,1,0,1,2,424,50,304,1,69,106,12,75,0,19,150,13,121,0,16,101,13,63,0,25,67,12,45,1,9
95HH06,4788,330,3948,48,462,3401,202,2886,27,286,837,75,638,11,113,354,44,259,7,44,196,9,165,3,19,4186,273,3471,43,399,3216,186,2730,24,276,626,49,478,11,88,231,37,166,6,22,113,1,97,2,13,62,0,55,0,7,12,0,12,0,0,30,0,24,0,6,12,0,12,0,0,8,0,7,0,1,131,9,103,0,19,4,0,4,0,0,52,2,50,0,0,54,0,38,0,16,21,7,11,0,3,409,48,319,5,37,169,16,140,3,10,129,24,86,0,19,57,7,43,1,6,54,1,50,1,2
95HH07,1493,102,1214,15,162,591,47,499,8,37,407,33,331,0,43,352,14,276,7,55,143,8,108,0,27,865,63,739,10,53,456,40,391,6,19,214,17,185,0,12,128,3,111,4,10,67,3,52,0,12,404,20,324,4,56,52,4,42,2,4,145,10,118,0,17,158,6,121,2,29,49,0,43,0,6,43,2,39,0,2,8,0,7,0,1,3,2,1,0,0,24,0,23,0,1,8,0,8,0,0,181,17,112,1,51,75,3,59,0,13,45,4,27,0,14,42,5,21,1,15,19,5,5,0,9
95HH08,2553,389,1884,22,258,1734,251,1306,14,163,413,52,317,2,42,286,51,200,5,30,120,35,61,1,23,2042,296,1547,19,180,1576,224,1207,13,132,268,34,208,1,25,142,19,106,4,13,56,19,26,1,10,168,17,128,1,22,27,1,24,1,1,68,7,53,0,8,52,8,38,0,6,21,1,13,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,342,76,208,2,56,131,26,75,0,30,77,11,56,1,9,91,24,55,1,11,43,15,22,0,6
95HH09,2543,398,1819,44,282,778,110,567,8,93,809,128,579,13,89,671,94,494,9,74,285,66,179,14,26,1326,175,998,16,137,553,68,417,5,63,395,57,298,3,37,278,29,214,6,29,100,21,69,2,8,260,44,187,6,23,31,4,25,0,2,116,19,81,5,11,82,20,58,0,4,31,1,23,1,6,192,15,165,5,7,11,1,10,0,0,63,3,57,3,0,84,6,75,0,3,34,5,23,2,4,765,164,469,17,115,183,37,115,3,28,235,49,143,2,41,227,39,147,3,38,120,39,64,9,8
95HH10,2488,260,1954,24,250,2015,210,1597,18,190,285,24,226,5,30,137,23,89,1,24,51,3,42,0,6,2254,246,1784,20,204,1894,204,1508,18,164,224,21,183,1,19,94,18,60,1,15,42,3,33,0,6,61,2,46,0,13,18,0,16,0,2,21,0,17,0,4,20,2,11,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,12,124,4,33,103,6,73,0,24,40,3,26,4,7,23,3,18,0,2,7,0,7,0,0
95HH11,1366,78,1101,13,174,434,32,368,2,32,457,17,366,3,71,363,19,290,3,51,112,10,77,5,20,686,40,555,6,85,317,26,266,2,23,220,5,169,1,45,111,7,89,0,15,38,2,31,3,2,444,19,358,3,64,72,4,62,0,6,154,6,130,0,18,165,3,134,2,26,53,6,32,1,14,65,5,56,2,2,4,0,4,0,0,20,3,15,2,0,39,2,35,0,2,2,0,2,0,0,171,14,132,2,23,41,2,36,0,3,63,3,52,0,8,48,7,32,1,8,19,2,12,1,4
