DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC3401NI","TYPE OF LONG-TERM CONDITION BY TENURE","All usual residents in households","1. 'Communication difficulty' means a difficulty with speaking or making yourself understood.; 2. 'A mobility or dexterity difficulty' means a condition that substantially limits one or more basic physical activities such as walking, climbing stairs, lifting or carrying.; 3. 'An emotional, psychological or mental health condition' includes conditions such as depression or schizophrenia.; 4. 'Shortness of breath or difficulty breathing' includes conditions such as asthma.; 5. 'A chronic illness' includes illnesses such as cancer, HIV, diabetes, heart disease or epilepsy.; 6. 'Long-term' refers to a condition which has lasted, or is expected to last, at least 12 months.; 7. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan and includes Shared ownership: pays part rent and part mortgage for this table.; Social rented: rented from Northern Ireland Housing Executive, Housing Association or Charitable Trust.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person and includes lives rent free for this table.; "
