GeographyCode,DC2120NI0001,DC2120NI0002,DC2120NI0003,DC2120NI0004,DC2120NI0005,DC2120NI0006,DC2120NI0007,DC2120NI0008,DC2120NI0009,DC2120NI0010,DC2120NI0011,DC2120NI0012,DC2120NI0013,DC2120NI0014,DC2120NI0015,DC2120NI0016,DC2120NI0017,DC2120NI0018,DC2120NI0019,DC2120NI0020,DC2120NI0021,DC2120NI0022,DC2120NI0023,DC2120NI0024,DC2120NI0025,DC2120NI0026,DC2120NI0027,DC2120NI0028,DC2120NI0029,DC2120NI0030,DC2120NI0031,DC2120NI0032,DC2120NI0033,DC2120NI0034,DC2120NI0035,DC2120NI0036,DC2120NI0037,DC2120NI0038,DC2120NI0039,DC2120NI0040,DC2120NI0041,DC2120NI0042,DC2120NI0043,DC2120NI0044,DC2120NI0045,DC2120NI0046,DC2120NI0047,DC2120NI0048,DC2120NI0049,DC2120NI0050,DC2120NI0051,DC2120NI0052,DC2120NI0053,DC2120NI0054,DC2120NI0055,DC2120NI0056,DC2120NI0057,DC2120NI0058,DC2120NI0059,DC2120NI0060,DC2120NI0061,DC2120NI0062,DC2120NI0063,DC2120NI0064,DC2120NI0065,DC2120NI0066,DC2120NI0067,DC2120NI0068,DC2120NI0069,DC2120NI0070,DC2120NI0071,DC2120NI0072,DC2120NI0073,DC2120NI0074,DC2120NI0075,DC2120NI0076,DC2120NI0077,DC2120NI0078,DC2120NI0079,DC2120NI0080,DC2120NI0081,DC2120NI0082,DC2120NI0083,DC2120NI0084,DC2120NI0085,DC2120NI0086,DC2120NI0087,DC2120NI0088,DC2120NI0089,DC2120NI0090,DC2120NI0091,DC2120NI0092,DC2120NI0093,DC2120NI0094,DC2120NI0095,DC2120NI0096,DC2120NI0097,DC2120NI0098,DC2120NI0099,DC2120NI0100,DC2120NI0101,DC2120NI0102,DC2120NI0103,DC2120NI0104,DC2120NI0105,DC2120NI0106,DC2120NI0107,DC2120NI0108,DC2120NI0109,DC2120NI0110
95KK05,803,679,116,1,7,153,123,28,1,1,77,59,17,0,1,76,64,11,1,0,593,505,82,0,6,30,25,5,0,0,437,373,62,0,2,61,50,11,0,0,256,216,39,0,1,120,107,12,0,1,19,15,2,0,2,8,5,1,0,2,7,7,0,0,0,4,3,1,0,0,107,92,13,0,2,59,53,5,0,1,48,39,8,0,1,57,51,6,0,0,30,26,4,0,0,0,0,0,0,0,1,1,0,0,0,26,24,2,0,0
95KK06,737,349,362,4,22,199,84,111,1,3,74,22,52,0,0,125,62,59,1,3,499,237,243,3,16,60,18,42,0,0,281,140,132,1,8,78,33,43,0,2,124,75,44,0,5,79,32,45,1,1,50,22,21,1,6,20,8,8,0,4,26,12,11,1,2,4,2,2,0,0,108,57,48,1,2,65,39,23,1,2,43,18,25,0,0,39,28,8,0,3,24,16,6,0,2,0,0,0,0,0,0,0,0,0,0,15,12,2,0,1
95KK07,682,277,398,2,5,139,56,82,1,0,68,24,44,0,0,71,32,38,1,0,505,209,291,1,4,50,15,35,0,0,381,162,216,0,3,80,30,49,0,1,191,96,93,0,2,110,36,74,0,0,15,5,10,0,0,6,2,4,0,0,8,3,5,0,0,1,0,1,0,0,59,27,30,1,1,20,8,11,1,0,39,19,19,0,1,38,12,25,0,1,16,7,9,0,0,0,0,0,0,0,4,0,3,0,1,18,5,13,0,0
95KK08,967,375,566,5,21,215,92,116,1,6,77,30,47,0,0,138,62,69,1,6,693,259,417,4,13,74,14,59,0,1,429,154,264,3,8,125,32,85,1,7,232,94,137,1,0,72,28,42,1,1,63,28,34,0,1,32,14,18,0,0,30,13,16,0,1,1,1,0,0,0,127,63,60,1,3,78,49,26,1,2,49,14,34,0,1,59,24,33,0,2,31,15,14,0,2,0,0,0,0,0,1,0,1,0,0,27,9,18,0,0
95KK09,947,363,545,5,34,330,138,183,3,6,146,53,93,0,0,184,85,90,3,6,535,184,330,1,20,63,9,54,0,0,272,86,176,1,9,83,22,56,1,4,123,39,80,0,4,66,25,40,0,1,60,28,23,0,9,39,18,14,0,7,21,10,9,0,2,0,0,0,0,0,140,61,77,0,2,90,42,46,0,2,50,19,31,0,0,82,41,32,1,8,35,18,13,0,4,0,0,0,0,0,1,0,1,0,0,46,23,18,1,4
95KK10,699,267,425,3,4,147,55,91,1,0,83,34,48,1,0,64,21,43,0,0,510,201,303,2,4,48,8,40,0,0,383,159,220,2,2,67,21,46,0,0,236,103,129,2,2,80,35,45,0,0,21,9,12,0,0,10,5,5,0,0,10,3,7,0,0,1,1,0,0,0,58,25,31,0,2,31,15,15,0,1,27,10,16,0,1,42,11,31,0,0,23,7,16,0,0,0,0,0,0,0,0,0,0,0,0,19,4,15,0,0
95KK11,982,276,665,4,37,303,75,220,1,7,127,28,98,0,1,176,47,122,1,6,614,167,419,3,25,52,5,44,0,3,347,115,220,2,10,102,29,66,2,5,171,65,102,0,4,74,21,52,0,1,54,18,34,1,1,18,2,15,1,0,33,15,17,0,1,3,1,2,0,0,161,29,121,0,11,109,21,81,0,7,52,8,40,0,4,65,34,26,0,5,24,15,8,0,1,1,0,1,0,0,3,2,1,0,0,37,17,16,0,4
95KK12,776,611,154,2,9,189,143,42,1,3,72,53,19,0,0,117,90,23,1,3,523,418,99,1,5,31,22,9,0,0,370,303,66,0,1,64,54,10,0,0,226,185,40,0,1,80,64,16,0,0,28,18,9,0,1,15,9,5,0,1,11,9,2,0,0,2,0,2,0,0,94,75,15,1,3,49,39,6,1,3,45,36,9,0,0,64,50,13,0,1,27,21,6,0,0,0,0,0,0,0,12,10,2,0,0,25,19,5,0,1
95KK13,642,92,536,4,10,143,19,123,0,1,66,9,57,0,0,77,10,66,0,1,457,61,386,4,6,67,2,63,1,1,299,41,252,3,3,68,5,59,2,2,152,22,129,0,1,79,14,64,1,0,23,7,16,0,0,8,3,5,0,0,14,4,10,0,0,1,0,1,0,0,68,11,55,0,2,32,7,24,0,1,36,4,31,0,1,42,12,27,0,3,18,4,11,0,3,0,0,0,0,0,5,2,3,0,0,19,6,13,0,0
95KK14,703,323,372,1,7,161,96,64,0,1,69,33,36,0,0,92,63,28,0,1,505,204,294,1,6,47,11,35,1,0,324,114,209,0,1,67,16,51,0,0,159,66,92,0,1,98,32,66,0,0,24,10,13,0,1,10,3,6,0,1,12,7,5,0,0,2,0,2,0,0,110,69,37,0,4,66,48,15,0,3,44,21,22,0,1,37,23,14,0,0,18,10,8,0,0,0,0,0,0,0,3,2,1,0,0,16,11,5,0,0
95KK15,921,585,319,5,12,166,100,64,1,1,64,34,30,0,0,102,66,34,1,1,680,432,235,4,9,40,15,25,0,0,506,323,174,4,5,88,41,46,0,1,308,212,88,4,4,110,70,40,0,0,27,18,6,0,3,14,10,3,0,1,13,8,3,0,2,0,0,0,0,0,107,76,30,0,1,51,35,15,0,1,56,41,15,0,0,75,53,20,0,2,46,34,10,0,2,0,0,0,0,0,4,2,2,0,0,25,17,8,0,0
95KK16,809,561,214,3,31,224,148,72,1,3,104,61,42,1,0,120,87,30,0,3,513,367,127,2,17,51,30,20,0,1,303,221,72,1,9,58,36,19,0,3,151,110,34,1,6,94,75,19,0,0,34,22,9,0,3,20,12,7,0,1,11,9,0,0,2,3,1,2,0,0,125,94,26,1,4,67,47,17,1,2,58,47,9,0,2,72,46,15,0,11,20,18,1,0,1,2,1,0,0,1,4,3,1,0,0,46,24,13,0,9
95LL01,1579,1294,232,10,43,253,195,43,3,12,105,83,21,0,1,148,112,22,3,11,1241,1026,182,6,27,98,74,23,0,1,895,748,127,4,16,141,110,28,1,2,544,458,73,2,11,210,180,26,1,3,92,71,13,1,7,43,36,5,0,2,43,31,7,1,4,6,4,1,0,1,156,133,19,1,3,86,74,11,1,0,70,59,8,0,3,85,73,7,1,4,40,34,4,1,1,0,0,0,0,0,10,8,1,0,1,35,31,2,0,2
95LL02,1367,338,921,21,87,516,108,372,8,28,180,30,140,4,6,336,78,232,4,22,734,181,499,11,43,64,7,55,1,1,405,86,300,4,15,118,20,91,0,7,217,58,147,4,8,70,8,62,0,0,104,44,47,0,13,58,23,28,0,7,44,21,17,0,6,2,0,2,0,0,161,44,97,6,14,107,29,63,4,11,54,15,34,2,3,117,49,50,2,16,33,11,19,1,2,0,0,0,0,0,3,1,2,0,0,81,37,29,1,14
95LL03,1092,99,917,10,66,403,23,361,7,12,167,10,154,3,0,236,13,207,4,12,633,60,522,3,48,67,5,62,0,0,302,31,249,3,19,91,9,75,2,5,163,18,131,1,13,48,4,43,0,1,80,7,62,0,11,44,6,34,0,4,34,1,26,0,7,2,0,2,0,0,184,17,149,0,18,137,13,108,0,16,47,4,41,0,2,56,16,34,0,6,21,6,12,0,3,0,0,0,0,0,2,1,1,0,0,33,9,21,0,3
95LL04,1090,883,189,4,14,243,194,46,2,1,121,92,29,0,0,122,102,17,2,1,752,607,133,2,10,58,43,14,1,0,407,321,81,0,5,96,69,26,0,1,211,170,38,0,3,100,82,17,0,1,80,65,11,0,4,38,31,6,0,1,40,32,5,0,3,2,2,0,0,0,207,178,27,1,1,119,100,18,0,1,88,78,9,1,0,95,82,10,0,3,50,43,5,0,2,0,0,0,0,0,8,7,1,0,0,37,32,4,0,1
95LL05,1454,277,1108,23,46,297,47,239,4,7,118,13,101,4,0,179,34,138,0,7,1093,217,829,16,31,98,14,83,1,0,815,145,633,15,22,214,43,161,3,7,437,77,337,9,14,164,25,135,3,1,49,12,33,0,4,25,5,19,0,1,20,5,13,0,2,4,2,1,0,1,131,46,80,0,5,83,30,49,0,4,48,16,31,0,1,64,13,40,3,8,37,9,24,2,2,0,0,0,0,0,3,0,3,0,0,24,4,13,1,6
95LL06,1408,164,1173,11,60,401,43,343,4,11,173,17,150,2,4,228,26,193,2,7,931,97,788,6,40,121,5,115,0,1,519,51,443,5,20,171,10,158,0,3,227,35,176,2,14,121,6,109,3,3,89,22,61,0,6,40,10,27,0,3,44,11,31,0,2,5,1,3,0,1,202,19,169,1,13,145,13,120,1,11,57,6,49,0,2,76,24,42,1,9,32,13,15,1,3,2,0,2,0,0,8,2,6,0,0,34,9,19,0,6
95LL07,1001,107,827,15,52,400,25,346,11,18,184,4,174,3,3,216,21,172,8,15,520,52,438,3,27,84,0,82,1,1,187,24,151,1,11,47,7,37,0,3,99,16,74,1,8,41,1,40,0,0,60,16,38,1,5,22,5,15,0,2,34,11,19,1,3,4,0,4,0,0,189,12,167,0,10,125,9,107,0,9,64,3,60,0,1,81,30,43,1,7,19,9,7,0,3,0,0,0,0,0,9,1,8,0,0,53,20,28,1,4
95LL08,1326,1049,197,8,72,430,351,57,0,22,124,95,26,0,3,306,256,31,0,19,756,585,128,8,35,32,19,12,0,1,305,242,51,6,6,54,36,16,1,1,175,139,28,3,5,76,67,7,2,0,116,76,22,0,18,56,33,15,0,8,56,39,7,0,10,4,4,0,0,0,303,248,43,2,10,210,171,28,2,9,93,77,15,0,1,140,113,12,0,15,62,45,9,0,8,0,0,0,0,0,6,4,2,0,0,72,64,1,0,7
95LL09,1395,1132,213,13,37,605,454,135,8,8,253,176,73,3,1,352,278,62,5,7,687,593,67,4,23,58,46,11,0,1,312,279,23,3,7,75,65,5,1,4,146,131,11,2,2,91,83,7,0,1,59,48,7,0,4,23,19,3,0,1,33,26,4,0,3,3,3,0,0,0,258,220,26,1,11,177,153,15,0,9,81,67,11,1,2,103,85,11,1,6,37,29,3,1,4,0,0,0,0,0,13,11,2,0,0,53,45,6,0,2
95LL10,1741,1513,209,2,17,264,219,42,1,2,101,82,18,1,0,163,137,24,0,2,1340,1182,145,1,12,96,78,18,0,0,965,853,108,1,3,163,133,29,0,1,562,506,54,1,1,240,214,25,0,1,80,70,5,0,5,45,38,2,0,5,31,29,2,0,0,4,3,1,0,0,199,181,14,0,4,125,115,6,0,4,74,66,8,0,0,137,112,22,0,3,63,56,7,0,0,0,0,0,0,0,15,13,2,0,0,59,43,13,0,3
95LL11,1424,130,1222,14,58,253,24,215,4,10,90,2,84,1,3,163,22,131,3,7,1120,95,971,10,44,93,4,86,1,2,801,67,697,8,29,226,19,192,3,12,427,39,370,4,14,148,9,135,1,3,80,14,56,0,10,39,8,29,0,2,39,6,25,0,8,2,0,2,0,0,146,10,132,1,3,94,7,85,0,2,52,3,47,1,1,51,11,36,0,4,28,5,22,0,1,0,0,0,0,0,8,4,4,0,0,15,2,10,0,3
95LL12,1492,1272,144,17,59,302,256,32,3,11,75,61,12,1,1,227,195,20,2,10,1068,922,95,13,38,43,34,7,0,2,511,446,41,9,15,100,79,14,1,6,313,277,21,7,8,98,90,6,1,1,133,100,22,2,9,59,45,9,1,4,70,51,13,1,5,4,4,0,0,0,381,342,25,2,12,282,255,17,1,9,99,87,8,1,3,122,94,17,1,10,60,52,1,0,7,0,0,0,0,0,6,5,1,0,0,56,37,15,1,3
95LL13,1097,683,334,17,63,309,184,108,2,15,84,40,44,0,0,225,144,64,2,15,708,454,203,13,38,51,26,22,1,2,377,249,99,7,22,111,68,32,3,8,190,136,41,4,9,76,45,26,0,5,89,60,21,2,6,32,21,8,1,2,51,36,11,1,3,6,3,2,0,1,191,119,61,3,8,140,84,48,2,6,51,35,13,1,2,80,45,23,2,10,39,21,12,1,5,0,0,0,0,0,5,3,2,0,0,36,21,9,1,5
95LL14,970,923,37,1,9,229,222,7,0,0,108,106,2,0,0,121,116,5,0,0,662,632,24,0,6,69,69,0,0,0,341,328,12,0,1,86,83,3,0,0,142,135,6,0,1,113,110,3,0,0,41,37,2,0,2,13,11,1,0,1,20,18,1,0,1,8,8,0,0,0,211,198,10,0,3,131,122,7,0,2,80,76,3,0,1,79,69,6,1,3,45,40,2,1,2,0,0,0,0,0,3,3,0,0,0,31,26,4,0,1
95LL15,1330,100,1153,22,55,457,17,418,8,14,216,3,209,2,2,241,14,209,6,12,815,65,700,13,37,119,2,115,1,1,463,30,403,10,20,163,10,148,2,3,212,17,173,8,14,88,3,82,0,3,77,15,52,0,10,50,9,33,0,8,23,6,15,0,2,4,0,4,0,0,156,18,130,2,6,87,10,71,1,5,69,8,59,1,1,58,18,35,1,4,19,4,11,1,3,0,0,0,0,0,0,0,0,0,0,39,14,24,0,1
95LL16,2282,506,1615,30,131,493,82,390,9,12,158,18,138,2,0,335,64,252,7,12,1648,362,1166,19,101,151,25,123,1,2,1048,214,760,16,58,304,54,236,2,12,599,135,412,12,40,145,25,112,2,6,198,66,108,1,23,99,26,58,0,15,94,38,47,1,8,5,2,3,0,0,251,57,175,1,18,165,41,111,0,13,86,16,64,1,5,141,62,59,2,18,60,28,25,0,7,0,0,0,0,0,2,0,2,0,0,79,34,32,2,11
95LL17,1106,77,957,12,60,338,11,311,2,14,169,4,164,0,1,169,7,147,2,13,710,52,610,10,38,121,5,115,1,0,390,28,336,7,19,136,5,123,3,5,167,19,134,4,10,87,4,79,0,4,59,7,39,1,12,26,3,17,1,5,28,4,17,0,7,5,0,5,0,0,140,12,120,1,7,80,11,62,0,7,60,1,58,1,0,58,14,36,0,8,32,10,19,0,3,0,0,0,0,0,2,0,2,0,0,24,4,15,0,5
95LL18,1331,75,1184,14,58,290,19,261,3,7,146,7,138,0,1,144,12,123,3,6,988,50,883,9,46,168,2,159,4,3,597,24,546,4,23,192,6,177,2,7,272,16,243,2,11,133,2,126,0,5,69,8,52,0,9,36,3,30,0,3,30,5,19,0,6,3,0,3,0,0,154,16,126,1,11,91,12,68,1,10,63,4,58,0,1,53,6,40,2,5,17,3,13,0,1,0,0,0,0,0,7,0,6,1,0,29,3,21,1,4
95LL19,1904,417,1406,20,61,391,67,312,1,11,160,23,136,0,1,231,44,176,1,10,1428,325,1040,16,47,144,14,127,1,2,973,216,716,13,28,268,41,214,3,10,548,138,388,7,15,157,37,114,3,3,111,38,59,2,12,61,23,30,0,8,48,14,28,2,4,2,1,1,0,0,200,57,138,0,5,120,37,80,0,3,80,20,58,0,2,85,25,54,3,3,31,10,19,1,1,1,0,1,0,0,5,3,2,0,0,48,12,32,2,2
95LL20,942,368,543,9,22,256,88,157,8,3,97,21,72,2,2,159,67,85,6,1,621,253,353,1,14,62,15,47,0,0,352,142,203,1,6,101,38,61,1,1,169,83,83,0,3,82,21,59,0,2,69,27,37,0,5,24,9,13,0,2,42,17,22,0,3,3,1,2,0,0,138,69,66,0,3,91,53,35,0,3,47,16,31,0,0,65,27,33,0,5,30,12,18,0,0,0,0,0,0,0,3,1,2,0,0,32,14,13,0,5
95LL21,1662,793,800,10,59,550,210,326,4,10,264,87,176,0,1,286,123,150,4,9,990,505,441,5,39,105,29,75,0,1,543,303,216,4,20,147,61,82,1,3,313,202,91,3,17,83,40,43,0,0,106,57,40,0,9,58,33,20,0,5,46,23,19,0,4,2,1,1,0,0,236,116,110,1,9,157,91,59,0,7,79,25,51,1,2,122,78,33,1,10,37,27,7,0,3,0,0,0,0,0,14,9,5,0,0,71,42,21,1,7
95LL22,1424,1283,96,6,39,373,330,33,0,10,100,86,13,0,1,273,244,20,0,9,956,880,54,4,18,62,57,4,1,0,498,467,23,2,6,114,106,8,0,0,264,244,12,2,6,120,117,3,0,0,128,112,9,0,7,63,56,5,0,2,59,50,4,0,5,6,6,0,0,0,268,244,18,1,5,205,187,13,1,4,63,57,5,0,1,95,73,9,2,11,44,30,7,2,5,0,0,0,0,0,5,5,0,0,0,46,38,2,0,6
95LL23,973,105,814,4,50,355,28,308,1,18,159,12,145,0,2,196,16,163,1,16,559,64,463,3,29,69,4,65,0,0,271,31,227,3,10,77,6,68,1,2,119,20,91,1,7,75,5,68,1,1,67,13,45,0,9,23,6,13,0,4,41,6,30,0,5,3,1,2,0,0,152,16,126,0,10,95,13,73,0,9,57,3,53,0,1,59,13,43,0,3,25,8,16,0,1,0,0,0,0,0,2,0,2,0,0,32,5,25,0,2
95LL24,1312,418,856,4,34,251,88,151,0,12,101,44,56,0,1,150,44,95,0,11,957,285,650,3,19,80,25,54,0,1,657,193,454,1,9,150,21,124,1,4,356,118,233,0,5,151,54,97,0,0,71,18,48,1,4,39,14,23,0,2,28,3,23,0,2,4,1,2,1,0,149,49,94,1,5,89,30,56,1,2,60,19,38,0,3,104,45,55,1,3,37,16,19,0,2,0,0,0,0,0,12,6,6,0,0,55,23,30,1,1
95LL25,1739,156,1509,22,52,385,36,334,3,12,148,11,136,0,1,237,25,198,3,11,1288,110,1123,18,37,146,2,141,2,1,856,68,750,12,26,250,26,214,3,7,455,33,401,7,14,151,9,135,2,5,128,17,105,2,4,68,11,55,1,1,56,5,47,1,3,4,1,3,0,0,158,23,127,2,6,100,17,78,0,5,58,6,49,2,1,66,10,52,1,3,25,3,20,0,2,0,0,0,0,0,1,0,1,0,0,40,7,31,1,1
95LL26,1490,1349,100,11,30,484,421,44,7,12,122,108,12,2,0,362,313,32,5,12,914,849,47,4,14,77,74,3,0,0,542,504,27,3,8,124,113,6,1,4,278,256,17,2,3,140,135,4,0,1,95,83,7,0,5,48,45,0,0,3,38,32,4,0,2,9,6,3,0,0,200,188,10,1,1,132,124,7,0,1,68,64,3,1,0,92,79,9,0,4,33,27,5,0,1,0,0,0,0,0,3,3,0,0,0,56,49,4,0,3
95MM01,1897,772,1064,23,38,476,207,257,1,11,124,38,86,0,0,352,169,171,1,11,1276,491,739,21,25,106,25,80,0,1,728,255,440,15,18,228,75,140,5,8,354,139,197,9,9,146,41,103,1,1,105,55,44,2,4,62,35,25,2,0,40,20,16,0,4,3,0,3,0,0,337,156,175,4,2,250,129,115,4,2,87,27,60,0,0,145,74,68,1,2,56,32,23,1,0,1,1,0,0,0,0,0,0,0,0,88,41,45,0,2
95MM02,1144,1076,54,7,7,245,230,13,0,2,126,120,6,0,0,119,110,7,0,2,780,738,32,5,5,89,85,3,0,1,538,511,20,4,3,115,109,3,1,2,242,231,9,2,0,181,171,8,1,1,28,23,3,1,1,13,11,2,0,0,12,10,0,1,1,3,2,1,0,0,125,119,6,0,0,48,44,4,0,0,77,75,2,0,0,119,108,9,2,0,56,49,5,2,0,1,1,0,0,0,9,8,1,0,0,53,50,3,0,0
95MM03,1155,758,371,9,17,238,159,73,0,6,96,63,31,0,2,142,96,42,0,4,848,556,272,9,11,58,35,22,1,0,601,397,188,7,9,89,50,38,1,0,358,245,98,6,9,154,102,52,0,0,59,30,26,1,2,26,14,11,1,0,32,15,15,0,2,1,1,0,0,0,130,94,36,0,0,62,42,20,0,0,68,52,16,0,0,69,43,26,0,0,30,18,12,0,0,0,0,0,0,0,6,4,2,0,0,33,21,12,0,0
95MM04,890,839,35,3,13,302,282,13,2,5,126,120,3,1,2,176,162,10,1,3,498,472,18,1,7,48,48,0,0,0,244,233,7,1,3,58,56,1,0,1,91,87,2,0,2,95,90,4,1,0,32,24,5,0,3,16,11,3,0,2,11,8,2,0,1,5,5,0,0,0,174,167,6,0,1,85,81,3,0,1,89,86,3,0,0,90,85,4,0,1,48,48,0,0,0,0,0,0,0,0,8,7,1,0,0,34,30,3,0,1
95MM05,1062,1007,49,2,4,426,399,22,2,3,146,141,3,0,2,280,258,19,2,1,528,508,19,0,1,28,28,0,0,0,191,186,5,0,0,45,44,1,0,0,95,92,3,0,0,51,50,1,0,0,27,26,1,0,0,14,13,1,0,0,12,12,0,0,0,1,1,0,0,0,282,268,13,0,1,195,186,8,0,1,87,82,5,0,0,108,100,8,0,0,51,49,2,0,0,1,1,0,0,0,3,3,0,0,0,53,47,6,0,0
95MM06,949,901,39,3,6,246,234,10,0,2,80,77,2,0,1,166,157,8,0,1,592,563,24,3,2,39,39,0,0,0,254,242,10,1,1,48,45,1,1,1,115,108,7,0,0,91,89,2,0,0,30,26,3,1,0,8,7,1,0,0,20,17,2,1,0,2,2,0,0,0,269,256,11,1,1,187,178,9,0,0,82,78,2,1,1,111,104,5,0,2,76,71,4,0,1,0,0,0,0,0,3,2,0,0,1,32,31,1,0,0
95MM07,1201,194,962,12,33,460,74,371,5,10,194,19,171,3,1,266,55,200,2,9,678,110,542,6,20,77,12,65,0,0,318,61,250,3,4,104,19,83,1,1,140,29,106,2,3,74,13,61,0,0,43,12,26,0,5,24,9,11,0,4,17,3,13,0,1,2,0,2,0,0,240,25,201,3,11,171,17,141,2,11,69,8,60,1,0,63,10,49,1,3,17,1,15,0,1,0,0,0,0,0,12,3,8,1,0,34,6,26,0,2
95MM08,1238,790,432,6,10,429,270,154,2,3,196,98,97,0,1,233,172,57,2,2,729,467,251,4,7,92,50,41,0,1,399,247,146,2,4,94,45,47,0,2,183,119,62,2,0,122,83,37,0,2,46,26,17,1,2,26,14,10,0,2,19,12,6,1,0,1,0,1,0,0,192,144,47,1,0,137,113,24,0,0,55,31,23,1,0,80,53,27,0,0,37,24,13,0,0,0,0,0,0,0,4,1,3,0,0,39,28,11,0,0
95MM09,1220,866,338,5,11,267,192,71,1,3,99,71,28,0,0,168,121,43,1,3,836,589,236,3,8,57,32,25,0,0,562,402,153,2,5,118,78,37,1,2,324,241,79,1,3,120,83,37,0,0,39,29,8,1,1,17,12,3,1,1,18,14,4,0,0,4,3,1,0,0,178,126,50,0,2,111,73,36,0,2,67,53,14,0,0,117,85,31,1,0,49,36,13,0,0,0,0,0,0,0,7,6,1,0,0,61,43,17,1,0
95MM10,987,949,27,0,11,240,232,4,0,4,55,53,1,0,1,185,179,3,0,3,640,620,13,0,7,16,16,0,0,0,246,236,6,0,4,52,50,1,0,1,121,114,4,0,3,73,72,1,0,0,37,36,1,0,0,17,17,0,0,0,18,17,1,0,0,2,2,0,0,0,341,332,6,0,3,266,257,6,0,3,75,75,0,0,0,107,97,10,0,0,50,44,6,0,0,0,0,0,0,0,6,6,0,0,0,51,47,4,0,0
95MM11,855,823,26,0,6,217,208,8,0,1,61,60,1,0,0,156,148,7,0,1,517,504,10,0,3,37,37,0,0,0,170,166,3,0,1,27,27,0,0,0,75,72,2,0,1,68,67,1,0,0,21,16,3,0,2,9,6,2,0,1,11,9,1,0,1,1,1,0,0,0,289,285,4,0,0,199,197,2,0,0,90,88,2,0,0,121,111,8,0,2,73,68,4,0,1,1,0,1,0,0,2,2,0,0,0,45,41,3,0,1
95MM12,1976,1791,160,9,16,381,350,27,0,4,64,53,11,0,0,317,297,16,0,4,1387,1249,118,9,11,41,26,13,0,2,642,572,60,6,4,101,79,20,0,2,394,359,31,2,2,147,134,9,4,0,77,66,8,0,3,27,22,4,0,1,46,41,3,0,2,4,3,1,0,0,627,585,37,3,2,490,459,27,3,1,137,126,10,0,1,208,192,15,0,1,124,117,6,0,1,1,1,0,0,0,7,7,0,0,0,76,67,9,0,0
95MM13,2990,2758,198,10,24,567,510,48,4,5,156,128,26,0,2,411,382,22,4,3,2171,2018,131,5,17,113,103,10,0,0,1210,1128,69,3,10,220,204,14,0,2,776,729,38,2,7,214,195,17,1,1,117,104,11,0,2,47,40,6,0,1,66,60,5,0,1,4,4,0,0,0,731,683,41,2,5,594,558,29,2,5,137,125,12,0,0,252,230,19,1,2,149,140,8,1,0,0,0,0,0,0,10,10,0,0,0,93,80,11,0,2
95MM14,1176,526,602,20,28,517,224,272,6,15,203,84,119,0,0,314,140,153,6,15,560,245,293,11,11,67,22,43,0,2,226,94,120,5,7,63,21,37,2,3,119,57,55,3,4,44,16,28,0,0,60,32,26,2,0,26,17,7,2,0,32,13,19,0,0,2,2,0,0,0,207,97,104,4,2,133,69,58,4,2,74,28,46,0,0,99,57,37,3,2,27,17,9,1,0,0,0,0,0,0,12,6,6,0,0,60,34,22,2,2
95MM15,1570,794,733,8,35,353,183,160,1,9,140,60,79,1,0,213,123,81,0,9,1130,563,537,7,23,96,30,65,0,1,751,372,362,6,11,172,79,89,0,4,436,238,186,5,7,143,55,87,1,0,68,34,27,0,7,28,12,14,0,2,38,22,11,0,5,2,0,2,0,0,215,127,83,1,4,137,82,52,0,3,78,45,31,1,1,87,48,36,0,3,41,20,20,0,1,0,0,0,0,0,7,4,3,0,0,39,24,13,0,2
95MM16,2079,1351,628,34,66,468,300,149,5,14,114,56,57,1,0,354,244,92,4,14,1458,942,445,28,43,90,33,55,2,0,867,531,286,24,26,211,124,77,5,5,531,340,154,18,19,125,67,55,1,2,155,112,36,1,6,85,58,21,0,6,68,53,14,1,0,2,1,1,0,0,346,266,68,1,11,264,204,52,0,8,82,62,16,1,3,153,109,34,1,9,83,59,17,1,6,0,0,0,0,0,7,4,3,0,0,63,46,14,0,3
95MM17,1347,1210,115,6,16,314,258,47,2,7,89,70,18,1,0,225,188,29,1,7,913,853,50,4,6,61,54,7,0,0,549,521,22,3,3,110,104,5,1,0,278,262,11,2,3,161,155,6,0,0,52,47,5,0,0,26,22,4,0,0,21,21,0,0,0,5,4,1,0,0,251,231,16,1,3,162,149,10,0,3,89,82,6,1,0,120,99,18,0,3,62,51,11,0,0,1,1,0,0,0,2,2,0,0,0,55,45,7,0,3
95MM18,1766,1135,589,13,29,359,225,126,3,5,93,46,45,2,0,266,179,81,1,5,1275,823,419,10,23,69,40,28,1,0,846,530,294,6,16,163,89,67,1,6,510,320,179,4,7,173,121,48,1,3,86,52,34,0,0,46,27,19,0,0,37,24,13,0,0,3,1,2,0,0,274,201,63,3,7,189,141,41,2,5,85,60,22,1,2,132,87,44,0,1,63,43,20,0,0,1,1,0,0,0,2,0,2,0,0,66,43,22,0,1
95MM19,1269,448,769,15,37,389,131,237,4,17,96,21,71,2,2,293,110,166,2,15,790,285,480,6,19,66,20,45,0,1,466,150,300,6,10,131,34,89,1,7,209,83,119,5,2,126,33,92,0,1,97,54,42,0,1,61,36,25,0,0,34,17,16,0,1,2,1,1,0,0,161,61,93,0,7,105,48,52,0,5,56,13,41,0,2,90,32,52,5,1,30,12,15,3,0,0,0,0,0,0,2,1,1,0,0,58,19,36,2,1
